ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep
54,54,20065,13302,285,6078,261,302,25,0,0,17604,12218,179,4827,259,277,1,0,0,18830,11927,413,5713,262,531,26,16895,11640,162,4566,442,217,0,4000,289,80,0,0,727,17354,11481,276,5219,290,232,0,16217,11410,209,4262,197,227,21,0,0,14667,10709,136,3514,134,259,0,3328,84,79,20,0,15415,10355,275,4132,199,430,12,15415,10355,275,3696,147,49,7,92,794,13860,10181,126,3149,228,220,0,0,0,0,0,0,14542,10235,212,3736,216,225,0,3339,158,24,0,13795,10128,359,2689,127,435,6,2389,137,0,6,8585,5920,2539,7287,5023,2264,7237,4603,2261,7228,4551,1455,7112,4967,1801,6226,4835,1162,7165,4838,2160,7526,5170,2220,7344,4249,2959,7430,5035,2184,7261,5100,2161,6643,4317,2189,6503,4450,1906,6296,4043,2069,6314,4260,1611,6098,3743,2355,6158,3959,2199,6110,3915,2195
55,55,18868,17056,238,896,547,141,15,0,0,18297,16421,208,1118,448,64,2,0,0,18312,15815,274,1079,632,391,23,17814,15913,169,1129,422,82,3,918,402,24,0,14,382,18085,15663,306,1299,579,157,13,15162,13872,162,617,402,113,10,0,0,14703,13528,131,721,249,54,0,694,234,31,11,0,14819,12989,213,782,468,302,22,14819,12989,213,629,386,28,4,33,537,14080,13032,115,663,219,73,0,0,0,0,0,0,13827,12764,199,471,278,120,0,368,250,18,0,14111,12829,192,337,255,426,0,272,239,11,0,8143,3903,4129,7301,3117,4184,8075,3233,4426,8192,4629,2796,8015,4195,3505,7097,4577,2337,8485,4031,4283,9054,4135,4756,8945,3254,5547,8938,4426,4302,8740,4458,4282,8520,3601,4748,8474,3630,4622,8373,3651,4480,8355,4115,3817,8127,2878,5249,7996,3595,4401,8054,3219,4835
56,56,18049,16444,150,882,469,117,13,0,0,18044,16190,187,1198,527,65,3,0,0,17557,15569,222,879,522,257,15,18298,15923,176,1655,724,57,5,875,478,7,0,12,821,18105,16086,216,1371,430,27,5,14110,13050,104,540,332,88,8,0,0,14231,12936,89,826,288,57,0,634,273,14,17,0,14003,12580,160,619,382,190,5,14003,12580,160,515,342,23,3,48,332,14374,12913,84,871,279,43,0,0,0,0,0,0,14347,13211,107,691,299,16,0,525,303,0,0,14304,13077,110,601,470,108,0,267,421,3,0,8849,4063,4703,7682,3130,4552,8169,3147,4660,8315,4677,2845,8118,4183,3611,7214,4467,2553,8415,3883,4358,8867,3897,4802,8800,3188,5481,8750,4246,4291,8655,4323,4332,8386,3557,4652,8348,3633,4498,8225,3567,4427,8220,4173,3637,7994,2919,5075,7923,3670,4253,7974,3380,4594
57,57,18975,16064,208,2267,353,170,8,0,0,18202,14793,325,2596,555,152,0,0,0,18820,14867,386,2617,492,405,32,17829,14345,322,2476,584,155,0,1588,416,65,0,6,1091,19055,15516,179,2543,486,292,0,15003,13257,112,1297,249,117,5,0,0,14105,12256,150,1310,202,138,0,1214,167,98,65,0,14852,12226,248,1626,340,312,24,14852,12226,248,1376,259,34,9,56,644,14250,12137,143,1578,235,118,0,0,0,0,0,0,15232,12904,66,1683,265,129,0,1496,266,49,0,14743,12213,287,1418,237,411,0,1198,223,13,0,9156,4825,4191,8039,3967,4072,8009,3606,3977,8119,4816,2363,7962,4574,3038,6974,4690,2057,8300,4378,3728,8807,4540,4083,8706,3796,4746,8700,4700,3775,8535,4817,3718,7933,3947,3809,7735,3961,3594,7581,3774,3593,7592,4262,2854,7349,3392,3957,7334,3808,3526,7417,3819,3598
58,58,19244,16896,192,1882,158,160,12,0,0,17714,15664,139,1632,139,247,6,0,0,18126,15132,328,1969,198,433,19,17674,15411,224,1856,167,235,10,1317,45,40,0,21,609,18380,16004,206,1912,94,132,0,15499,13775,132,1389,114,115,7,0,0,14055,12487,87,1294,19,128,0,1186,15,25,40,0,14743,12553,203,1412,160,339,15,14743,12553,203,1241,114,43,2,37,550,14041,12160,127,1593,12,138,0,0,0,0,0,0,14674,12831,124,1526,64,120,0,1178,43,0,0,14811,12796,114,1348,115,421,4,914,64,7,4,8526,4241,4146,7862,3516,4346,7746,2821,4532,7806,4615,2410,7638,4024,3268,6552,3891,2450,7922,3501,4237,8393,3519,4696,8304,2956,5179,8207,3730,4244,8161,3938,4223,7775,3157,4437,7753,3204,4378,7570,3016,4348,7524,3539,3525,7285,2757,4528,7339,3584,3755,7299,2947,4352
59,59,18423,16970,215,899,202,141,14,0,0,16687,14758,394,1149,268,290,28,0,0,17519,15124,319,1380,204,368,16,17213,15525,308,1059,74,394,24,791,49,28,0,13,499,17063,15736,249,684,109,242,0,14352,13385,132,572,147,113,9,0,0,12480,11356,168,601,131,90,0,586,131,35,139,0,13846,12245,207,885,147,276,7,13846,12245,207,747,124,31,0,36,456,13423,12359,125,619,46,128,0,0,0,0,0,0,13526,12815,45,474,78,121,0,472,77,20,0,13072,12190,16,530,110,227,0,435,110,0,0,7596,3275,4215,7280,2796,4484,7124,2238,4538,7180,4133,2409,6993,3404,3254,5801,3321,2286,7262,2918,4171,7821,2915,4748,7745,2485,5081,7561,3245,4101,7576,3300,4276,7323,2649,4505,7303,2627,4547,7148,2523,4402,7090,3030,3621,6883,2328,4555,6873,2754,4119,6920,2476,4444
60,60,19415,18186,130,781,205,133,6,0,0,19067,17763,112,897,232,143,0,0,0,18765,16944,202,974,163,387,11,19435,17933,102,870,143,103,225,784,143,1,225,1,245,17842,16326,188,840,126,81,149,15354,14454,85,573,154,104,4,0,0,15125,14161,69,673,103,79,0,633,103,2,15,0,14965,13650,124,673,123,309,6,14965,13650,124,564,103,20,0,31,473,14784,13994,73,641,71,91,0,0,0,0,0,0,13228,12528,99,480,79,69,0,474,81,0,0,13581,13083,145,210,19,165,3,182,19,15,3,7374,2940,4309,6590,2164,4426,7363,1947,5115,7391,4083,2629,7194,3166,3719,5969,3061,2714,7509,2452,4893,8081,2322,5637,7951,1946,5827,7830,2636,4972,7765,2783,4982,7631,2097,5347,7691,2040,5488,7491,1995,5267,7441,2480,4450,7193,1806,5387,7190,2083,5107,7232,1905,5327
61,61,20059,19695,85,84,64,128,4,0,0,19530,19006,177,96,136,136,0,0,0,17282,16465,137,159,92,334,12,19155,18461,116,363,133,69,0,303,0,0,0,28,243,18327,17670,83,336,200,76,0,15897,15660,57,40,41,96,4,0,0,15373,15083,112,25,44,106,0,25,44,0,0,0,13842,13284,84,85,54,270,8,13842,13284,84,48,36,15,4,11,360,15031,14582,70,320,70,61,0,0,0,0,0,0,14487,14104,79,220,20,75,0,186,0,0,0,14187,13470,88,198,35,393,0,176,0,0,0,8165,2952,5075,7354,2156,5198,7501,1588,5579,7592,4150,2882,7432,3051,4083,6151,2997,2986,7567,2161,5253,8108,1920,6062,7998,1642,6210,7800,2335,5289,7816,2456,5360,7508,1772,5581,7486,1706,5645,7331,1745,5386,7321,2234,4588,7083,1500,5583,7066,1826,5240,7136,1592,5544
62,62,20207,19803,115,71,45,168,12,0,0,18821,18432,170,57,47,113,9,0,0,17076,16309,124,88,72,451,27,18665,18416,26,87,56,84,0,41,56,15,0,1,110,17193,16581,37,128,82,294,65,15883,15601,67,36,34,147,6,0,0,14966,14777,49,34,2,78,10,34,0,21,4,0,13589,13031,74,40,55,369,15,13589,13031,74,13,26,50,0,0,395,14868,14736,4,47,3,56,0,0,0,0,0,0,13633,13294,33,20,0,268,0,12,0,4,0,13194,12844,76,22,6,231,0,8,0,18,0,6946,2815,3896,6195,2067,4128,6836,1254,5310,6894,3413,2885,6680,2777,3501,5580,2540,2786,6990,1699,5130,7661,1457,6099,7517,1370,5962,7391,1628,5452,7275,2225,5050,7221,1420,5657,7375,1280,5957,7213,1287,5719,7073,1737,4903,6694,1473,5221,6726,1623,5103,6793,1422,5371
63,63,20022,18063,535,1209,84,181,24,0,0,19414,17593,342,1201,72,295,45,0,0,17059,15283,305,1061,94,270,30,19121,16605,345,1185,75,242,45,989,39,66,19,2,1056,17084,14222,421,1186,83,328,18,16347,14540,488,1152,61,158,19,0,0,15644,14163,163,1032,36,186,20,998,20,59,35,0,14103,12509,260,1010,75,192,23,14103,12509,260,967,47,21,11,15,273,15462,14034,189,1028,30,173,20,0,0,0,0,0,13992,12446,191,1154,38,165,0,1115,14,40,0,13809,12267,211,1115,59,128,4,1023,23,9,4,6786,3303,3292,5933,2482,3451,6386,1636,4458,6354,3617,2291,6098,2928,2820,5176,2660,2292,6426,1971,4282,7001,1808,5076,6845,1723,4939,6838,1853,4631,6640,2453,4187,6424,1650,4648,6458,1507,4844,6357,1527,4628,6263,1856,4021,6001,1627,4374,5945,1671,4274,6019,1538,4481
64,64,17582,17161,109,113,79,125,6,0,0,17882,17348,208,118,139,75,0,0,0,18043,17036,213,163,106,388,17,17642,16688,194,175,136,50,0,49,65,10,0,93,543,18179,16891,234,58,212,109,0,13885,13594,73,62,55,100,3,0,0,13895,13643,35,53,88,79,0,33,58,14,0,0,14259,13551,126,86,77,297,14,14259,13551,126,54,49,21,4,18,436,13789,13480,77,90,104,41,0,0,0,0,0,0,14380,13975,148,35,130,88,0,35,53,33,0,14068,13610,183,113,38,105,1,116,0,11,1,6968,2223,4550,6346,1795,4551,7257,1407,5536,7293,3275,3522,7185,2787,3714,5823,2376,3062,7289,1709,5330,7839,1599,6095,7765,1489,6023,7689,1438,5662,7664,2252,5412,7414,1450,5760,7439,1414,5880,7371,1276,5786,7338,1533,5144,7120,1463,5657,7040,1576,5464,7107,1384,5723
65,65,18190,17538,215,226,103,130,9,0,0,17895,16951,310,572,69,72,9,0,0,17961,16820,250,325,113,373,18,17261,16119,312,518,67,105,13,449,26,31,0,4,322,17124,15894,325,445,141,162,21,14564,14090,144,160,84,99,7,0,0,14222,13630,200,303,44,29,0,277,19,15,25,0,14249,13396,176,235,94,282,15,14249,13396,176,175,68,25,5,23,381,13705,13007,254,290,45,75,0,0,0,0,0,0,13479,12815,244,234,55,110,4,234,25,15,4,13633,12980,226,261,47,101,9,229,31,8,9,6752,2220,4392,6020,1657,4363,6852,1418,5089,6840,2820,3443,6715,2249,3555,5639,2431,2888,6975,1790,4925,7573,1798,5631,7458,1526,5704,7367,1526,5063,7290,2228,5062,7140,1591,5311,7215,1617,5463,7082,1469,5334,7042,1524,4618,6808,1626,5182,6723,1655,5068,6828,1537,5291
66,66,18722,18147,120,264,59,129,8,0,0,18551,17891,130,461,48,25,0,0,0,17471,16363,183,393,90,355,12,17675,16754,193,430,48,149,0,412,41,21,0,0,255,17560,16286,209,435,121,267,0,15213,14742,88,217,46,107,7,0,0,15161,14702,105,308,29,26,0,308,25,17,1,0,14386,13563,129,292,61,265,12,14386,13563,129,245,31,26,0,43,349,14278,13774,141,204,39,153,0,0,0,0,0,0,14201,13460,143,302,76,225,0,281,68,10,0,14203,13504,129,260,37,250,0,195,0,5,0,6776,2821,3725,5462,1855,3607,6783,1582,4870,6838,3449,2582,6512,2711,3151,5383,2511,2599,6925,1977,4768,7589,1888,5594,7416,1681,5558,7265,1869,5094,7254,2451,4803,7130,1769,5208,7218,1677,5398,7107,1674,5163,7010,1937,4625,6770,1742,5028,6692,1848,4844,6779,1714,5065
67,67,19315,18728,130,260,104,95,10,0,0,18707,17916,186,335,141,128,8,0,0,17802,16663,202,327,110,412,6,19393,18131,120,319,149,96,0,273,132,19,0,10,704,18158,16475,93,475,128,116,0,15527,15118,83,175,81,78,6,0,0,14851,14321,108,264,56,114,0,229,52,53,3,0,14444,13629,120,210,84,315,4,14444,13629,120,157,50,31,1,34,422,15477,15038,76,219,60,89,0,0,0,0,0,0,14781,14160,52,434,46,84,0,334,21,0,0,14246,13589,112,376,79,99,0,285,4,0,0,7949,3152,4597,7371,2567,4804,7754,1979,5438,7749,3418,3433,7460,3089,3801,6383,3057,3050,8063,2450,5413,8793,2413,6258,8649,2041,6424,8481,2370,5788,8402,2919,5483,8288,2217,5894,8375,2195,6023,8227,2093,5855,8145,2339,5274,7769,2221,5548,7706,2316,5390,7817,2194,5623
68,68,20021,19379,120,250,65,240,9,0,0,20381,19594,161,312,133,194,8,0,0,18804,17526,232,486,80,437,9,20918,19906,221,301,55,248,9,172,50,53,0,38,478,19817,18431,182,282,120,200,9,15639,15190,84,156,46,189,8,0,0,16233,15674,128,143,134,134,0,105,130,25,8,0,14980,14011,172,360,62,322,5,14980,14011,172,248,33,34,0,9,473,16812,16224,193,169,54,164,0,0,0,0,0,0,15777,15216,85,198,68,199,0,182,64,25,0,15369,14708,93,216,64,231,8,198,38,36,8,7624,2829,4588,6767,2004,4763,7451,1403,5675,7471,3232,3681,7322,2592,4000,6052,2508,3225,7602,1811,5549,8231,1722,6373,8143,1577,6324,8052,1639,5893,7973,2363,5610,7840,1501,6146,7930,1435,6339,7827,1313,6186,7745,1544,5616,7484,1486,5998,7371,1595,5776,7497,1436,6061
69,69,19484,18821,185,195,84,195,7,0,0,19277,18512,330,209,69,200,0,0,0,17773,16736,248,221,82,332,14,17912,17242,341,95,56,179,1,64,42,59,1,0,154,17192,16508,218,87,54,166,1,15202,14783,125,95,59,136,7,0,0,15188,14654,186,112,57,170,0,95,39,71,0,0,14087,13383,151,129,47,252,10,14087,13383,151,75,36,24,7,33,378,14337,13919,179,36,59,155,3,0,0,0,0,0,13858,13571,91,52,44,134,3,24,22,1,3,13652,13321,74,85,30,129,0,18,24,18,0,8820,3145,5502,7322,2298,5024,8006,1660,5914,8096,3887,3653,8016,3387,3961,6518,2873,3173,8149,2149,5693,8827,1995,6676,8699,1802,6619,8496,1996,5963,8531,2763,5768,8619,1875,6501,8759,1896,6681,8646,1726,6557,8568,2072,5826,8394,1749,6645,8277,2064,6213,8385,1804,6581
70,70,18423,16967,295,911,96,158,22,0,0,17668,16104,369,817,105,294,113,0,0,17814,15530,526,1028,141,402,36,17854,16403,275,856,66,252,80,525,26,1,0,0,623,17317,15986,300,722,46,163,103,14431,13459,200,581,65,127,14,0,0,13754,12699,246,484,23,201,0,396,12,0,105,0,14050,12502,363,655,98,289,32,14050,12502,363,501,82,33,12,29,528,13928,12809,226,584,17,194,0,0,0,0,0,0,13575,12564,271,493,28,89,0,366,28,19,0,13403,12273,363,514,70,147,0,421,70,5,0,8679,4351,4166,6254,3008,3246,6769,2438,3935,6839,3697,2527,6734,3552,2605,5203,2999,1806,6607,2711,3640,7064,2790,4137,6960,2387,4316,6876,2526,3934,6816,3204,3612,6506,2429,3903,6463,2504,3825,6354,2203,3874,6292,2449,3322,6179,2251,3928,6084,2514,3570,6149,2325,3824
71,71,16323,15493,249,272,242,75,10,0,0,16670,15698,178,362,372,34,52,0,0,17114,15346,417,409,430,361,17,17458,16347,316,352,363,50,79,202,256,1,12,16,308,17409,15762,438,649,367,162,53,12680,12128,176,165,159,48,6,0,0,12775,12258,117,214,140,32,10,175,140,0,15,0,13495,12248,297,252,303,262,12,13495,12248,297,182,244,26,3,22,473,13353,12793,196,195,88,52,10,0,0,0,0,0,13460,12435,276,293,238,144,10,251,239,4,10,13405,12412,333,312,198,103,0,245,198,11,0,9032,3530,5365,7523,2573,4950,8115,2368,5312,8217,4048,3618,8035,3705,3764,6847,3721,2774,8418,2991,5156,9040,3048,5818,8957,2437,6259,8840,2856,5559,8738,3571,5167,8770,2732,5824,8876,2889,5808,8757,2540,5924,8687,2995,5148,8494,2506,5988,8354,2885,5469,8473,2608,5865
72,72,19287,18698,169,218,48,148,15,0,0,17916,16895,377,508,42,120,15,0,0,17065,15929,230,304,65,392,11,18480,17315,330,525,92,186,20,326,92,2,6,0,417,17825,16691,332,256,126,129,41,15095,14685,125,139,24,114,10,0,0,14218,13633,183,256,14,96,8,223,14,0,13,0,13441,12626,172,175,46,297,8,13441,12626,172,125,25,31,2,17,443,14451,13810,144,261,46,169,5,0,0,0,0,0,13791,13321,151,155,49,103,5,87,48,0,5,13562,13068,161,169,42,101,0,103,37,0,0,7037,3172,3663,5889,2319,3570,6710,1525,4851,6781,3543,2803,6662,3063,3101,5249,2492,2393,6692,1861,4605,7335,1713,5495,7133,1506,5354,7076,1755,4918,6968,2347,4621,6953,1497,5284,7060,1403,5506,6942,1341,5335,6839,1609,4785,6694,1472,5222,6578,1633,4945,6693,1402,5291
73,73,17937,17397,147,200,88,110,5,0,0,17968,17198,181,350,61,91,0,0,0,17761,16645,186,251,90,430,10,17758,17006,167,375,170,115,0,146,23,0,0,84,332,17562,16808,161,397,61,122,0,14195,13815,96,133,67,89,5,0,0,14287,13884,97,225,0,95,0,205,0,0,0,0,14106,13296,124,149,66,341,10,14106,13296,124,91,42,18,1,16,518,14256,13797,77,164,0,84,0,0,0,0,0,0,14087,13701,83,174,0,88,0,139,0,30,0,14127,13761,111,84,18,102,0,35,0,21,0,6744,2632,3909,6227,2054,4173,7007,1573,5092,7073,3221,3305,6970,2878,3513,5674,2534,2845,7283,2011,5036,7919,1920,5879,7828,1702,5777,7715,1900,5427,7705,2589,5116,7717,1814,5699,7828,1818,5848,7763,1645,5754,7670,1945,5204,7525,1846,5679,7438,2013,5425,7536,1760,5776
74,74,17159,16595,120,230,102,110,1,0,0,18377,17546,187,331,84,97,0,0,0,17863,16444,250,377,161,427,13,18531,17671,64,340,233,124,0,296,230,2,0,123,144,18516,17621,139,297,269,187,0,13544,13157,86,135,62,98,1,0,0,14705,14336,63,145,84,52,0,130,80,2,30,0,14193,13204,184,215,99,330,7,14193,13204,184,152,70,31,2,9,541,14769,14336,24,109,189,95,0,0,0,0,0,0,14667,14236,93,77,128,111,0,57,110,0,0,14543,13993,193,60,150,146,0,38,122,0,0,7366,3226,3944,6596,2371,4225,7635,1862,5345,7668,3792,3275,7497,3182,3613,6513,3356,2770,8152,2657,5196,8870,2563,6105,8739,2270,6126,8720,2543,5701,8595,3455,5140,8510,2452,5807,8590,2439,5971,8506,2368,5768,8439,2579,5273,8202,2525,5677,8120,2696,5424,8257,2371,5886
75,75,18758,17953,181,398,147,107,7,0,0,17804,16734,254,514,141,68,27,0,0,18780,17114,269,609,162,412,21,17566,16322,289,633,66,81,20,413,24,43,0,180,298,17616,16189,363,740,58,66,16,15008,14474,130,234,110,84,6,0,0,13883,13265,129,309,109,71,0,284,57,67,0,0,14982,13808,193,391,114,308,9,14982,13808,193,278,82,29,8,34,550,13642,13058,160,337,47,49,0,0,0,0,0,0,14054,13205,258,477,53,64,0,335,25,19,0,14237,13539,172,457,21,47,0,334,21,0,0,8253,4058,4000,7243,3176,4067,7871,2421,4962,7947,4242,2987,7725,3637,3351,6693,3870,2388,8129,3105,4722,8784,3053,5518,8610,2629,5671,8601,2985,5117,8470,3798,4672,8225,2807,5173,8265,2790,5288,8154,2706,5107,8092,2856,4615,7862,2884,4978,7755,3055,4700,7903,2678,5225
76,76,19459,17306,209,1694,138,148,11,0,0,19070,16742,282,1565,223,289,29,0,0,18506,15656,349,1711,153,543,42,19195,16831,394,1466,154,255,14,1251,58,103,0,124,432,19102,16852,285,1444,146,320,12,15847,14340,151,1161,114,109,11,0,0,15300,13750,150,1037,106,217,0,1001,63,90,30,0,14876,12810,238,1218,95,427,28,14876,12810,238,997,48,48,23,29,683,15473,13904,210,1062,55,210,0,0,0,0,0,0,15342,13853,202,992,79,195,4,907,24,29,4,14710,13171,194,1074,75,163,6,869,17,8,6,7596,4164,3253,6677,3252,3425,7054,2599,4002,7099,3908,2487,6940,3518,2708,5776,3505,1919,7082,3065,3737,7604,3161,4275,7461,2607,4550,7496,2973,4066,7349,3717,3632,7152,2807,4117,7216,2832,4196,7090,2633,4121,7025,2802,3620,6841,2865,3976,6774,3003,3771,6866,2790,4076
77,77,16161,15515,126,290,120,136,12,0,0,16753,15646,192,450,165,297,0,0,0,17226,15915,216,361,189,374,12,16297,15211,260,364,93,177,62,338,57,6,0,84,344,15673,14887,257,288,70,88,35,12581,12167,83,170,75,90,9,0,0,13128,12520,111,333,90,84,0,261,35,4,0,0,13675,12770,145,224,114,272,11,13675,12770,145,143,70,18,4,23,502,12975,12366,148,297,45,69,0,0,0,0,0,0,12671,12167,173,256,0,49,0,232,0,4,0,12775,12350,121,249,35,29,0,108,9,0,0,6409,2811,3405,6301,2245,4056,7178,1846,4832,7150,3067,3241,7006,2584,3152,5934,2814,2723,7669,2566,4817,8397,2587,5650,8242,2317,5604,8195,2736,5096,8067,3141,4926,8227,2482,5530,8516,2515,5837,8354,2371,5607,8217,2577,5155,7911,2557,5354,7859,2601,5258,8010,2471,5539
78,78,16263,14875,216,880,232,70,10,0,0,17927,16453,406,842,264,44,0,0,0,18617,16499,446,830,374,321,28,18291,16602,430,841,423,68,0,538,203,10,0,0,500,18437,16454,688,918,352,189,0,12676,11552,153,763,151,56,3,0,0,14058,13050,288,535,158,31,0,480,115,13,13,0,14358,12853,300,610,248,234,22,14358,12853,300,513,196,8,8,27,453,14126,13017,281,514,253,51,0,0,0,0,0,0,14264,13003,392,582,211,56,0,605,136,4,0,14798,13462,374,636,212,48,0,528,165,0,0,6364,2888,3371,5758,2245,3513,7242,2455,4236,7278,2961,3263,7122,2706,3235,6325,3297,2639,8008,3270,4425,8747,3572,4997,8645,3076,5245,8546,3431,4709,8492,3789,4703,8558,3375,4927,8691,3479,4996,8586,3267,4901,8495,3493,4532,8251,3355,4896,8191,3446,4745,8312,3280,5032
79,79,17652,15600,476,963,533,119,20,0,0,19376,17003,795,1172,460,58,12,0,0,17075,13977,719,1271,672,360,31,18889,16184,720,1263,402,137,13,868,247,35,1,243,595,18585,15588,657,1358,786,171,1,15931,14271,403,710,490,105,19,0,0,16164,14611,432,811,259,26,0,668,189,26,46,0,15106,12563,583,969,584,298,23,15106,12563,583,717,417,36,7,72,711,15804,14225,378,918,175,114,4,0,0,0,0,0,15692,13709,381,1000,486,94,4,853,382,4,4,15952,13453,612,1114,631,101,2,1018,509,7,2,5066,3268,1674,4530,2866,1664,4943,2875,1570,4975,2308,1352,4911,2623,1371,4370,3151,904,5239,3441,1571,5542,3739,1653,5478,3438,1852,5479,3573,1653,5411,3770,1641,5325,3480,1691,5363,3535,1680,5330,3396,1722,5295,3420,1561,5173,3440,1733,5166,3495,1671,5209,3426,1783
80,80,15945,13960,365,824,728,88,15,0,0,18066,15489,450,923,1157,69,0,0,0,17185,13851,562,1251,1041,350,48,19253,16156,543,1234,1236,70,0,914,925,0,0,33,681,17130,14399,532,895,1117,40,0,14014,12417,298,633,609,68,12,0,0,15049,13753,219,615,424,43,0,472,362,10,0,0,15047,12369,431,990,861,285,30,15047,12369,431,760,711,21,18,61,676,16224,14557,283,903,476,34,0,0,0,0,0,0,14523,13127,360,683,356,48,0,497,197,0,0,14951,13141,600,648,536,28,0,513,332,0,0,5773,3091,2565,4607,2379,2228,5529,2582,2473,5569,2654,1989,5466,2478,1973,4671,2892,1447,5664,3032,2396,6009,3325,2540,5919,2919,2802,5928,3131,2501,5831,3348,2483,5672,3029,2480,5717,3070,2469,5638,2925,2470,5609,3031,2261,5473,2978,2495,5415,3015,2400,5512,2923,2589
