ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,160525,109139,6704,36927,5678,3267,448,169743,113039,8742,38244,8265,3022,1231,0,0,178511,111362,10830,42424,8123,5984,648,169710,111451,8906,40120,7552,3164,888,35768,4565,659,322,7693,176726,111878,10720,42913,8347,3573,751,125121,89243,4744,25029,4208,2490,311,132106,94423,5162,26374,3647,1869,170,25428,2754,593,170,610,0,141588,92944,7631,29899,6162,4701,456,141588,92944,7631,27955,4612,1114,191,6455,131249,92696,5135,27301,3646,1956,194,0,0,0,0,134457,93182,5978,28447,4157,2070,64,27066,3212,396,64,138896,94357,6135,30487,4658,2338,103,28634,3403,415,103,80419,29409,50047,78195,28653,49542,82900,28094,51068,81618,25332,53051,69308,26148,42908,69419,26107,42308,68867,24164,43478,68266,25193,43013,77254,27448,48059,92099,35131,55401,71829,24709,46062,62581,20014,41766,62660,19551,42570,62278,19267,43011,61635,19713,41922,61952,22912,39040,76706,26311,49465,91037,33148,56586,90105,30858,57471
2,2,167913,115247,8719,36037,6422,2828,654,180100,120742,10661,39453,7838,3811,574,0,0,180797,120694,12214,34620,8368,5018,697,185717,124210,11549,39142,9061,3470,859,34220,5816,444,151,8981,183565,123388,11463,37728,8455,3540,923,132187,94918,6245,24753,4739,2187,461,136725,96500,6983,26123,4362,2318,30,24853,3486,429,30,698,0,145701,101968,8757,24577,6173,3918,479,145701,101968,8757,22509,4404,728,163,6504,142179,100991,7441,26044,4802,2167,140,0,0,0,0,143001,102889,6984,25864,4420,2075,230,24087,3271,244,230,142101,102714,8194,23994,4687,1886,230,22044,3232,202,230,91884,37198,53669,86077,34062,52015,91398,34416,51727,89815,30322,55828,77679,31942,45477,77725,31820,44772,76685,28727,46399,75825,29923,45822,85709,33300,50219,102586,43119,57362,80198,30572,48296,70502,25109,44477,70633,24752,45266,69930,24055,45875,69186,24225,44961,69337,29133,40204,84285,31826,51396,96667,38312,56815,95694,35380,58385
3,3,142126,119833,5834,10249,3894,2881,468,163539,132992,9510,14011,4860,3523,740,0,0,178528,138991,11263,14774,6374,6706,923,166345,135820,9103,12935,5181,3455,679,10468,2677,686,287,6534,178516,142243,10595,14069,6710,4000,726,107829,92258,3767,7241,2635,2129,282,124240,103249,5936,9818,2693,2234,215,9102,1871,563,215,314,0,137282,109163,7444,10553,4331,5020,554,137282,109163,7444,9124,2729,944,258,7055,126495,105697,5973,9316,3017,2291,108,0,0,0,0,135365,111949,7030,9983,3604,2443,49,9227,2270,272,49,142987,117286,7933,10613,3962,2392,36,9399,2310,185,36,69062,16417,51748,68748,14957,53791,80520,15094,61184,79230,13546,61846,68203,15606,52307,68162,14785,52112,67746,13264,52953,67197,14393,52735,76780,15734,58919,97666,22791,72852,75178,15064,58983,68922,12682,55363,69035,12278,56265,68525,12231,56294,68111,12625,55486,68032,15735,52297,85282,17309,66962,104882,22958,80525,103677,21023,80472
4,4,159249,120908,11607,17849,7955,2384,731,178657,128894,17498,21954,9695,2908,1190,0,0,183737,123704,20954,23417,11275,6105,1139,181936,128526,18936,23719,10142,2858,1336,18696,6274,304,155,8479,183504,126849,19827,24042,10836,3256,1355,123925,97386,7733,11836,5751,1771,446,134148,103403,9359,13885,5034,1578,105,13218,3931,345,105,812,0,143223,100925,13909,16043,8209,4437,731,143223,100925,13909,13316,5452,525,300,8086,136327,103336,10178,14761,5329,1529,125,0,0,0,0,137087,103140,10456,15016,5661,1493,183,14023,4146,210,183,136632,101751,11093,14639,5930,1691,235,13261,4343,234,235,85535,23890,60708,83113,21514,61599,90134,22101,62061,88432,19213,65145,73934,21127,52537,73745,20738,51614,73020,18775,52689,72475,19500,52891,83377,22194,58750,102446,31748,68242,79099,21093,56484,69966,17390,51538,70115,17160,52313,69430,16895,52535,69007,17010,51997,68886,21110,47776,84357,23137,59986,98053,29292,67104,96776,26255,68181
5,5,164237,128598,6996,24519,1541,3188,246,174766,135931,8867,24989,2298,3228,600,0,0,181243,138013,10636,24090,2647,5776,428,177406,137916,9215,24791,2507,3253,562,22693,1069,1437,192,4611,182618,140849,10119,24903,2819,3845,401,130316,103071,5083,18985,1091,2488,166,136900,109530,4599,19045,927,2477,67,18431,631,1180,67,366,0,144921,112362,7326,18735,1833,4405,270,144921,112362,7326,17652,1206,878,68,5061,139265,111335,4892,18931,1169,2501,83,0,0,0,0,143060,114435,5382,18526,1331,2529,130,17648,992,863,130,147899,117773,6321,18837,1680,2706,77,17944,1121,605,77,75135,20975,52832,73687,19581,54106,80952,17631,60788,79760,17179,59235,66876,16515,50173,66794,15563,50229,66334,14892,50417,66329,14255,52029,75550,17102,57090,94201,21584,71665,75598,15329,59635,71825,12883,58250,71993,12422,59239,71535,12220,59315,71377,12244,59133,71387,14077,57310,84449,16278,67553,100155,20222,78974,99207,18963,78498
6,6,168852,133790,8107,20113,4970,2883,422,182161,138656,11815,22996,6103,3060,792,0,0,175216,128348,13846,21199,6548,5420,615,180076,136521,11947,22568,5939,3076,654,19093,4031,473,233,6837,181055,135743,12980,22482,6289,3430,478,131776,107601,5346,13536,3558,2158,270,138620,111940,6640,14551,3070,2030,169,13737,2376,478,169,447,0,139659,106035,9565,14832,4730,4213,387,139659,106035,9565,13199,3369,660,143,6179,136790,110545,6649,14185,3005,2070,178,0,0,0,0,137830,110890,6497,14445,3668,1994,155,13358,2604,348,155,139664,110918,7856,14689,3712,1786,108,13470,2581,309,108,81454,23653,56683,78879,22028,56851,88222,21797,62194,86859,19971,62906,63581,16723,46681,63401,16757,45709,62871,15458,46313,63223,13075,50105,76118,19299,55057,93213,25614,66097,73932,17674,55281,67009,14547,51657,67093,14091,52590,66719,13991,52728,66832,12913,53919,66838,14990,51848,81355,19415,61054,98157,25201,71497,97152,22988,72045
7,7,181445,137374,10367,30729,1205,2436,166,183652,136463,12950,31915,1351,1921,199,0,0,182734,134929,12767,28585,1721,4619,359,183644,136315,12677,31317,1159,2509,218,28955,604,518,144,3915,181694,134233,13049,30009,1457,2872,197,144006,109869,7372,24397,845,1919,118,142910,110250,6431,24142,644,1356,65,23633,346,432,65,108,0,147456,110786,9058,22504,1224,3610,231,147456,110786,9058,21449,755,666,46,4339,143740,110947,6374,23883,581,1755,120,0,0,0,0,142833,110360,6902,22732,686,1842,70,21830,364,429,70,145384,112666,7155,22015,839,2760,134,20227,585,509,134,79507,25106,52891,76963,24306,52657,81182,19978,58670,79699,22549,53933,69492,20799,48461,69495,17915,50317,68847,17166,50606,68448,17934,50466,76173,20134,54724,91194,22726,67640,75472,17840,57005,71000,15822,54395,71234,14279,56554,70669,13781,56888,70176,14458,55718,70805,15554,54923,81546,17937,63013,93998,21089,72038,92828,20073,70893
8,8,171478,66946,12554,88347,3903,1529,256,180603,67501,12870,95660,4352,1333,349,0,0,175555,59634,16562,93818,4637,2996,294,182125,66424,13374,97216,4493,1540,338,93307,3778,313,85,4276,179218,64039,13692,96205,4756,2566,209,137331,59504,9286,65300,3272,1148,196,140540,59960,7096,70310,2017,873,29,69083,1626,262,29,445,0,140699,52901,12366,70466,3920,2374,222,140699,52901,12366,67234,2959,322,60,4350,142305,58982,7773,72057,2162,1024,72,0,0,0,0,140405,56291,8665,71405,2265,1443,62,69762,1906,175,62,138591,52826,9401,72033,2384,1466,58,70407,1869,130,58,81400,59909,20748,83339,62764,20575,81287,58124,19787,79770,54825,22325,72627,55537,16955,72874,55193,16950,71593,51677,18755,70824,51960,18801,77240,56478,19306,86005,63639,21144,67058,48278,17866,54531,38629,15138,54627,37648,16399,54105,35932,18173,53730,36563,17167,54405,39409,14996,67552,47292,19442,78940,55677,22001,77712,52132,23932
9,9,173703,122841,8312,35727,6288,1380,195,177602,122774,10956,35012,8496,1050,217,0,0,182853,123326,12318,34761,9417,3228,332,178603,123333,11221,34959,8395,899,255,32423,6961,177,47,3914,181758,123763,12321,35172,8522,1575,347,138194,100266,6278,26681,4428,1066,135,139135,99929,7598,26648,3910,657,39,26226,3353,277,39,431,0,148872,103277,9412,26918,6832,2435,224,148872,103277,9412,25078,5564,290,64,4680,140560,101980,7522,26337,3868,605,46,0,0,0,0,143562,103723,8039,26577,4010,934,70,25756,3331,113,70,147624,105229,10258,26348,4725,1081,84,25200,3869,72,84,102113,53807,47269,96542,49410,47132,106183,54324,46673,104807,51701,50250,98344,54738,43376,98346,52362,44859,96636,48011,47098,95452,48064,47313,102833,53807,47092,113810,61721,50560,97865,50505,46135,90240,46126,43244,90350,44501,45306,89321,41625,47696,88789,41664,47125,89961,46731,43230,101240,51105,49169,113018,58023,53092,111564,54534,55321
10,10,173960,131518,7672,31240,2207,1886,192,179069,131447,10482,33474,2576,2021,55,0,0,180867,130148,11567,31887,3169,3917,306,180109,129935,10572,35097,2445,2320,53,32498,1754,461,13,4511,179760,129363,11373,32855,2818,3660,94,135425,103792,5461,23530,1631,1371,139,137392,103739,6460,24646,1113,1393,10,24068,1020,595,10,148,0,143038,105073,8418,23959,2290,2981,211,143038,105073,8418,22621,1701,446,61,4246,139037,103619,6935,25674,1122,1579,10,0,0,0,0,137744,103229,6992,23530,1406,2485,20,22403,1193,200,20,139115,104605,8182,22128,1424,2453,49,20880,1034,70,49,75135,24649,49430,73886,23723,50163,79828,22024,55177,78324,21259,54292,69250,22218,46769,69321,20801,47671,68630,19250,48418,67798,20027,47723,75723,21760,52690,90503,25614,63847,72982,19326,52930,66735,15893,50172,66921,15264,51281,66205,14941,51264,65589,15584,50005,66417,15637,50113,78861,20064,58147,92604,24372,67326,91304,24298,65326
11,11,154513,115643,12964,18741,7113,1771,458,173519,121515,18473,25372,9032,2133,827,0,0,177922,115965,20526,28930,9362,4741,862,176678,122610,19245,26035,8775,2298,738,20626,5526,172,82,7712,179123,121159,20828,26699,8933,1990,760,112715,87378,8240,11851,4808,1190,284,127661,94499,11289,15429,4713,986,60,14830,3880,169,60,735,0,134291,91517,13695,19393,6708,3444,536,134291,91517,13695,16871,5110,454,222,5850,130487,95789,11465,17031,4657,1041,80,0,0,0,0,133719,95857,13241,18138,5071,910,45,17247,3987,123,45,138199,97878,15010,18724,4963,943,123,17474,3970,123,123,76427,21782,54033,77875,21801,56074,85963,23216,59032,84507,19169,62014,74940,23109,51608,74896,23600,50527,74201,20762,52231,73609,21481,52083,82190,23670,56809,99185,32225,65410,78397,22292,55049,70425,19055,50517,70461,18306,51621,69951,17703,52248,69590,18351,51239,70057,18630,51344,85065,25130,58950,100900,32183,67335,99787,31281,66511
12,12,167723,105950,15805,37430,8596,1768,414,173183,102231,22208,38045,10661,1742,524,0,0,181072,98375,25929,43889,10966,3809,546,175859,100730,22907,39777,11073,1720,256,36467,8861,291,32,5647,184169,101353,26111,43481,11219,2151,542,128247,86065,10942,24630,6282,1268,285,124598,83125,10516,24362,5449,862,145,23597,4840,218,145,253,0,141370,82419,18215,30564,8019,2927,407,141370,82419,18215,27647,6606,309,141,5261,128236,82936,11910,26518,5886,841,35,0,0,0,0,135171,85642,13534,28734,5882,928,90,27264,4933,192,90,134918,83764,15427,27655,6419,1139,29,25702,5364,135,29,82866,33952,48263,82820,33462,49358,83787,34330,45481,82467,28102,51274,72234,32023,39991,72349,32616,38990,71498,29221,41069,70673,29996,40609,78871,33056,44109,91366,42071,47760,71784,29875,40869,61499,24298,36481,61527,23682,37308,61018,22733,38285,60634,23408,37226,22678,9992,12664,73932,31116,41944,85097,37534,46183,83581,36306,45702
13,13,169992,73124,8217,84283,4675,1630,311,176154,71816,10555,88230,5474,1726,163,0,0,183002,67572,13514,94886,5773,3449,445,176317,67557,11117,91022,5652,1651,369,86540,4147,346,220,5597,184321,68030,12837,96155,5871,1665,354,127903,59969,5506,58786,3432,1238,217,130310,59106,5636,61266,2994,1206,1,60235,2652,358,1,340,0,140588,57024,9324,68197,4392,2679,314,140588,57024,9324,64853,3394,370,94,4752,131911,56870,6147,64184,3330,1153,169,0,0,0,0,136400,58635,7173,66298,3299,835,120,65220,2836,225,120,136393,56160,8437,67247,3322,912,171,65966,2758,85,171,84554,53370,30473,76161,49254,26907,77929,47617,27523,76497,40962,32826,67248,43244,23776,67432,44226,22629,66686,41382,24329,65954,41692,24183,73146,45161,26689,84845,54005,29579,64401,39316,24267,52629,31088,20835,52646,30368,21669,52222,29600,22622,51796,30447,21349,52274,31049,21139,65474,39581,25130,76442,46711,28509,75007,45735,27666
14,14,159726,60387,9945,86247,3691,1558,383,169172,59117,14113,92567,4207,1262,365,0,0,176278,56704,19236,94457,5696,3153,476,172466,59906,14739,93562,4726,1492,446,89229,3217,312,70,4803,175313,62016,17980,90245,5253,1997,401,120047,50490,6908,59960,2731,1179,249,121200,47845,7660,62489,2124,730,90,61854,1839,303,90,313,0,135795,48413,13793,68461,4311,2381,333,135795,48413,13793,64599,3168,349,107,4563,123672,49501,7916,62793,2361,856,39,0,0,0,0,127778,51589,9630,62374,2923,887,39,61070,2363,136,39,130145,50549,11803,63051,3453,1070,52,60280,2744,145,52,75022,48498,25931,70842,46755,24087,71810,45529,23742,70440,38900,29063,61167,40590,20333,61333,41632,19103,60712,39187,20559,60083,39386,20605,67039,42742,23051,77784,50832,25753,58487,36626,21078,47192,28275,18265,47217,27614,19050,46793,26930,19863,46501,27748,18753,28626,20174,8421,59034,36309,22000,68591,42507,24976,67124,41551,24218
15,15,139340,107500,6480,21212,3505,1530,243,162511,115041,10171,31709,4836,1617,367,0,0,182272,122550,13118,37445,5700,4304,469,165900,117554,10927,30653,5704,1507,276,27131,3946,813,37,4249,183721,124874,12793,37076,6689,2143,573,105527,84222,4218,14087,2311,1117,155,124143,92344,6054,21980,2420,1013,29,21503,1966,601,29,343,0,141830,99272,8973,26505,4085,3254,295,141830,99272,8973,24367,3027,453,109,5022,125566,94373,6330,20864,2694,962,29,0,0,0,0,138048,99896,7833,25625,2929,1334,63,24761,2311,300,63,148738,104391,10456,28638,3533,1524,92,27335,2898,187,92,67207,21007,45596,74297,23573,50724,85101,25973,55986,83725,22549,58132,78167,27295,50681,78249,27479,50053,77501,25255,51256,76902,25605,51228,84814,27643,55673,106956,37532,67932,85655,27469,57243,81693,25593,55298,81764,24755,56472,81038,23841,57197,80431,24571,55860,81240,24657,56489,97998,32586,64463,119323,42244,75535,117789,41443,74532
16,16,161988,113125,13737,23737,11316,1722,580,173503,118750,17633,23610,13907,1685,957,0,0,180047,117151,20641,24496,15027,3766,823,174477,119835,18779,23480,12364,1900,679,18713,8858,337,54,7298,175997,115785,19968,24003,14376,2096,559,126158,92037,9471,15960,8288,1240,370,130784,95256,11494,14635,7871,974,60,13973,6767,249,60,575,0,144681,97796,14930,17940,11514,2835,603,144681,97796,14930,15182,9376,309,232,6105,130026,95684,12011,13617,7269,918,53,0,0,0,0,131856,94824,11910,14449,8999,915,65,13585,7820,126,65,134303,94529,12781,15490,9968,881,62,14393,8509,115,62,80380,30786,48881,80368,29610,50758,88650,32574,51384,86800,26396,56992,76826,31346,45264,76917,31886,44267,75726,28352,46114,74785,28684,46029,83918,31999,50096,99515,41390,56555,79150,29710,48276,70372,25046,44525,70482,24324,45701,69667,23388,46279,69248,23788,45460,0,0,0,83544,31347,51245,96723,37617,57546,94876,36313,56845
17,17,138808,93150,13594,18719,13375,1217,409,164764,100428,20052,25525,18455,1316,723,0,0,183248,105504,24700,28801,21585,3134,563,169394,99808,22158,26064,19403,1131,1336,23042,15785,178,139,6346,183725,104920,24690,29761,21460,1722,1298,110262,76992,9905,13437,9678,922,289,118160,80730,10302,17672,8026,716,20,16527,7272,185,20,730,0,149525,90657,18386,21778,16212,2399,422,149525,90657,18386,18697,14189,286,128,6109,121989,81509,11127,18796,8839,765,140,0,0,0,0,133222,86150,13595,21998,9373,1065,194,20439,8059,123,194,142520,91390,15960,22330,10888,938,296,20902,9325,105,296,64909,25623,38796,63643,24247,39396,76288,30550,41822,74853,24233,47687,67425,29578,37650,67496,30245,36563,66582,27218,38322,65812,27620,38127,74113,30660,41794,92592,42283,48738,70942,29111,40736,63358,24683,37941,63447,24067,38920,62836,23410,39426,62485,23716,38769,0,0,0,77715,32169,44575,93091,39895,51481,91213,38647,50873
18,18,110153,95715,6027,3976,4007,687,182,151894,125401,11053,7134,8292,1618,518,0,0,180300,139508,16124,9311,11698,3212,388,160779,132461,11560,7423,8806,1711,681,5788,5955,296,129,4025,182702,144477,14965,10790,10429,1627,171,80683,71449,3835,2525,2501,465,109,109738,93724,7338,3746,3875,645,89,3573,3144,335,89,333,0,132656,106331,10239,5991,7254,2212,227,132656,106331,10239,4686,6014,252,69,4539,115199,98526,7412,3962,4143,707,85,0,0,0,0,130756,108349,9552,6473,5450,794,4,6007,4417,149,4,149667,121896,12000,7942,6929,840,16,7007,5390,0,16,62412,17555,44397,69164,17441,51723,87234,24575,58799,86139,19256,64314,84707,26401,58141,84730,26957,57063,83476,23747,58521,82420,24120,58255,90546,26831,62086,117236,39958,75770,96681,28593,66994,97411,27860,68625,97577,26811,70314,96373,25990,70383,95613,26240,69373,0,0,0,113126,34403,77682,136067,43958,90116,134334,41796,90810
19,19,150094,118312,10878,17149,3355,1222,260,172747,134134,15423,17609,4144,1269,534,0,0,175457,132183,16344,18783,4735,3375,302,177736,135558,17218,18388,4549,1270,349,16472,3588,405,180,3742,179723,136488,18254,17723,5194,1589,444,122249,99658,7753,11892,2486,938,174,139907,113000,10626,12791,2463,876,58,12367,2334,394,58,128,0,147545,115235,12036,13688,3570,2626,211,147545,115235,12036,11835,2737,340,61,4587,144561,115488,11692,13644,2733,940,55,0,0,0,0,147250,117893,12049,13077,3005,1017,80,12474,2682,179,80,154877,123561,13398,13562,3174,1122,13,12405,2701,101,13,79973,38405,40687,81151,36419,44732,93016,36154,53142,91069,33742,53507,84620,35868,48508,84532,35666,47816,83727,32662,49480,82474,33809,48596,91187,36613,52865,111431,45659,64626,92793,35062,56782,89712,32149,56697,89825,30835,58489,88839,29755,59084,88092,30827,57265,64419,0,47969,102758,37797,64151,119915,44475,74062,118080,43956,72225
20,20,164162,130516,11260,19476,1565,1954,240,167779,130726,14045,20165,1890,1965,206,0,0,175874,133866,15038,19734,2372,4596,406,171666,132362,14952,20953,2074,1997,277,17921,1245,455,44,4203,177117,135637,15957,20878,1963,2124,227,127903,105454,7145,13010,1113,1481,158,130088,106875,7148,13492,881,1513,41,13269,773,481,41,142,0,140566,111108,10033,13637,1709,3552,298,140566,111108,10033,12327,1135,554,82,4911,133277,109380,7728,13408,978,1531,70,0,0,0,0,137788,113182,8320,13684,887,1550,95,12724,581,249,95,142705,114864,9581,14840,1566,1617,77,13540,1049,219,77,77201,27349,48718,74044,23974,50070,83743,22491,58297,82149,21343,57145,72921,22048,50594,72924,21427,50416,72260,19515,51522,71446,20236,51148,79978,22236,56224,97661,27006,69549,78887,20386,57715,73847,17683,55369,73946,16984,56517,73289,16232,57057,72701,17250,55451,64228,3991,52035,86451,21568,64141,101225,25564,74663,99800,25904,71893
21,21,161759,85933,14801,53205,7794,1586,250,166947,83836,18582,56844,7806,1722,221,0,0,176405,82366,24001,58009,10422,3296,288,166583,84203,19359,55464,7558,1859,250,50641,6469,478,122,4561,171036,84038,21447,56984,7921,2624,414,132428,75775,11496,38048,6879,1247,173,128671,73014,11949,39233,3160,1157,89,38423,2889,531,89,266,0,143932,72883,18655,41777,8886,2571,222,143932,72883,18655,38662,7403,328,53,5240,128470,72664,12449,39178,2838,1128,83,0,0,0,0,132177,72443,14363,39960,3255,1598,115,37989,2888,384,115,136107,73630,16114,40582,3850,1554,60,38262,3433,241,60,71527,46549,23973,65117,42460,22657,71033,43976,23579,69505,40907,25986,60963,41169,19608,60994,40557,19686,60188,38179,20970,59345,38972,20316,66587,42463,22680,77973,50232,26538,58154,36153,21122,46793,27632,18541,46856,27044,19347,46401,26816,19585,45963,27010,18953,46226,26426,18617,59290,35720,22840,69487,41507,26626,68546,40590,26539
22,22,164093,124713,13466,17550,7726,1431,199,176337,130500,16434,18125,10667,1741,365,0,0,183529,130375,20053,17740,11660,3750,329,180927,131976,17546,18258,11959,1788,320,15434,9758,314,49,5314,190230,136210,19861,18916,13347,1937,410,133170,103469,10358,12664,6098,1109,154,136444,107385,10703,11966,5169,947,62,11114,4500,281,62,197,0,149565,109721,15033,12721,8902,2883,230,149565,109721,15033,11008,7563,314,51,5260,140053,109663,11292,11979,5986,1007,49,0,0,0,0,148694,114104,12881,13278,7150,1109,28,12219,6142,189,28,152686,113585,15796,13553,8433,1270,14,12614,6972,114,14,85355,41712,42288,82036,38447,43589,89730,40860,44296,88100,37750,47339,80258,41417,38571,80206,39521,39625,79116,36356,41490,77927,37734,40120,86060,40798,43495,100507,48991,50075,82269,38106,43063,75065,33085,41138,75191,32587,42100,74504,31980,42524,73690,32256,41434,74701,33162,40658,88518,40087,47540,104339,48100,54548,102887,45845,55145
23,23,161296,143228,8495,6008,2671,1516,168,166133,144305,10421,6675,3477,1639,132,0,0,176178,148834,12027,7198,3515,3917,257,169165,146565,10717,6931,4064,1691,72,5047,2907,539,63,2966,177101,150856,13247,7226,4363,2786,253,135386,122506,6020,3979,1984,1167,113,137558,123231,6321,4573,2045,1227,69,4199,1845,463,69,50,0,150289,129938,8748,5001,2731,3130,181,150289,129938,8748,3881,2162,486,32,4600,140680,125591,6910,4240,1989,1284,65,0,0,0,0,148170,130818,8983,4072,2013,1480,65,3548,1563,331,65,155379,135600,10519,4530,2286,1762,60,3641,1804,245,60,87269,35826,49932,83226,32275,50951,92067,26237,62272,89821,27484,56091,81084,26052,54716,81092,24432,54397,80464,21967,56625,78920,23954,54874,88158,26204,59634,106811,31178,74554,89703,24621,64179,86553,22505,62953,86709,21825,64384,85946,20154,65792,85176,21758,63418,85882,21987,63673,98188,26359,71037,113374,30303,82031,111608,32090,77080
24,24,147975,109223,20118,15049,3536,1419,230,164120,114929,25910,18077,4570,1129,191,0,0,175595,115335,31891,20265,5486,3677,324,166629,114055,27968,20043,4738,1141,315,17048,3250,122,44,3717,179923,120374,29967,23723,4997,1465,117,118224,91790,13602,10070,2528,1042,158,129202,96437,16836,12331,2639,750,0,11911,2121,220,0,230,0,143416,99580,23020,14272,4111,2844,258,143416,99580,23020,12005,3363,296,57,4432,130954,96577,17534,12897,2827,812,0,0,0,0,0,140099,101937,19012,15148,2863,725,0,14548,2337,184,0,148773,106464,23013,15131,2897,837,162,14375,2456,54,162,74906,31721,42179,75030,30946,44084,83400,29926,50427,81958,28248,49808,74250,28787,45235,74234,27940,45026,73498,25646,46698,72678,27176,45459,80670,29544,49575,98353,37265,60093,80277,27969,51558,75674,25099,49894,75757,23823,51510,74988,22532,52456,74281,23868,50413,73861,20293,50121,89222,30712,57855,106426,37759,67548,104935,37603,65605
