ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
40,40,14033,13531,179,123,136,87,6,0,0,14220,13317,244,146,259,267,0,0,0,14033,13029,314,175,176,229,10,14401,13092,421,185,180,568,0,38,100,5,0,736,13995,13102,73,69,219,456,0,10963,10674,99,59,77,67,3,0,0,11296,10781,88,63,124,245,0,49,110,10,0,0,0,11398,10718,163,126,119,161,3,11398,10718,163,57,86,9,1,322,11108,10571,118,47,81,289,0,0,0,0,0,10905,10492,19,8,140,263,0,8,100,2,0,11228,10822,67,100,77,183,14,100,53,0,14,7543,3786,3561,7089,3701,3388,7535,2819,4142,6205,2841,3354,6198,2166,3295,5504,3710,0,6123,2335,2281,6063,3179,2879,6044,2941,3098,7683,3364,4148,8670,3701,4787,8327,4086,4231,9049,3454,5392,8802,3664,5126,8650,3772,4866
41,41,14186,13588,196,102,249,44,0,0,0,14115,13326,232,175,365,71,48,0,0,14453,13017,487,229,453,147,15,14335,13315,277,271,463,58,7,29,394,8,4,304,14594,13318,326,268,525,58,2,10910,10547,111,65,149,30,0,0,0,11351,10771,184,94,210,39,1,94,178,9,1,45,0,11698,10766,293,148,301,108,11,11698,10766,293,83,248,9,0,257,11621,10900,247,193,229,40,4,0,0,0,0,11811,11028,257,207,267,33,0,17,237,10,0,11996,10850,520,205,342,65,4,25,310,9,4,8025,3775,4072,7888,3655,4233,8225,2852,4851,7192,2949,4229,7237,2214,4378,6289,4537,0,6962,3016,3320,6985,3376,3601,7007,3203,3797,8349,3506,4688,9223,3774,5255,8926,4502,4410,9384,3545,5605,9121,3823,5286,8995,3925,5056
42,42,14218,12435,923,383,459,84,27,0,0,14502,11704,960,473,1202,176,9,0,0,14366,11124,1775,737,625,190,19,13939,11468,735,722,982,186,10,422,928,0,0,293,13610,10861,1557,765,444,111,0,11576,10379,578,251,339,63,14,0,0,11631,10228,557,202,645,20,0,141,560,0,0,0,0,11947,9669,1229,516,469,112,15,11947,9669,1229,319,421,9,0,267,11298,10119,386,345,383,11,0,0,0,0,0,11008,9509,906,309,234,42,0,298,202,0,0,10954,9646,859,360,85,35,0,347,79,0,0,6459,3573,2770,6223,3742,2481,6474,2699,3475,5176,2650,2522,5172,1963,2796,4613,3542,0,5012,2720,1846,5011,2895,2108,4997,2861,2126,6437,3156,3207,7237,3312,3839,6906,3929,2970,7619,3120,4374,7304,3668,3624,7188,3672,3500
43,43,13942,12427,770,389,311,66,12,0,0,14442,12217,1559,437,247,167,0,0,0,14396,10999,1992,769,467,233,18,14162,11661,1668,554,273,53,0,411,196,2,0,210,14474,11067,2104,1069,208,48,0,11275,10310,464,243,213,42,7,0,0,11399,9950,1106,190,150,4,0,190,126,4,0,0,0,11838,9460,1338,523,366,171,14,11838,9460,1338,346,320,11,4,309,11233,9701,1151,235,156,18,0,0,0,0,0,11162,8994,1329,687,116,20,0,641,118,4,0,11718,9023,1417,982,236,58,0,664,238,0,0,6984,3914,2923,6472,3794,2678,6808,2804,3684,5250,2598,2640,5258,2062,2684,4730,3533,0,5121,2743,1874,5116,2917,2193,5104,2834,2262,6633,3236,3305,7455,3389,3965,7101,4135,2953,7675,3033,4475,7365,3612,3732,7261,3692,3549
44,44,14738,13833,305,193,357,59,23,0,0,15257,14095,517,161,416,67,18,0,0,15277,13483,648,357,499,164,14,15538,14235,625,241,378,52,24,116,284,0,0,281,15651,14150,724,269,314,65,0,11709,11123,191,108,247,38,7,0,0,12162,11572,357,69,108,68,0,54,99,0,0,20,0,12456,11252,408,233,366,112,10,12456,11252,408,129,300,16,0,293,11975,11398,325,134,89,45,0,0,0,0,0,12216,11449,313,225,208,51,0,131,207,0,0,11946,10985,345,304,291,33,0,180,282,0,0,8101,4242,3709,7937,4118,3819,8422,3370,4524,7013,3314,3693,7019,2719,3546,6323,4801,0,6828,3523,2528,6843,3821,3014,6833,3713,3109,8433,4036,4258,9407,4379,4855,9074,5095,3967,9559,4067,5248,9302,4451,4826,9183,4351,4445
45,45,14427,13063,463,317,546,68,6,0,0,14951,13222,696,342,783,13,0,0,0,15264,12547,780,658,1044,167,20,15076,12369,1178,671,986,30,0,172,875,1,0,347,15667,12550,1012,689,1142,33,0,11165,10300,269,160,396,44,4,0,0,11179,10368,424,113,257,13,0,89,225,0,0,0,0,12013,10180,522,426,701,119,17,12013,10180,522,227,645,2,4,378,10864,9685,722,128,267,34,0,0,0,0,0,11699,10457,664,169,287,33,0,168,250,8,0,11307,10393,405,197,213,43,4,145,152,0,4,7232,4094,3016,7280,4156,3124,7069,3471,3102,5684,3275,2397,5669,2826,2183,5189,4167,0,5610,3542,1537,5551,3624,1921,5552,3420,2128,7112,3981,2977,8035,4368,3494,7726,4786,2926,7920,4031,3672,7660,4287,3366,7521,4116,2986
46,46,14331,12195,876,617,426,113,9,0,0,14488,11939,825,901,552,61,24,0,0,15344,11756,1423,1060,717,266,22,14639,11751,847,1106,972,114,24,636,707,0,0,571,15743,12418,1150,1052,1244,181,0,11018,9688,538,364,268,76,6,0,0,10946,9593,518,499,266,61,0,427,242,0,0,0,0,12234,9812,919,677,523,195,13,12234,9812,919,359,450,15,1,497,10996,9557,410,547,379,20,0,0,0,0,0,12029,10069,647,536,717,22,0,496,649,13,0,12043,9865,899,556,569,67,5,473,520,18,5,7708,4400,3161,7365,4329,3036,7493,3697,3339,5998,3423,2557,5992,2839,2466,5586,4351,0,5907,3629,1785,5890,3764,2116,5901,3630,2262,7390,4200,3053,8236,4578,3505,7927,5093,2820,8281,4403,3664,8025,4645,3357,7948,4566,2950
47,47,13908,13365,248,129,111,82,8,0,0,14624,13595,414,273,287,104,0,0,0,14192,12963,501,228,159,246,18,15139,13899,556,289,402,77,0,119,176,0,0,387,14547,13218,948,50,282,22,0,10821,10514,137,43,68,58,4,0,0,11463,10879,185,238,134,103,0,82,62,0,0,0,0,11328,10572,294,112,96,174,8,11328,10572,294,54,51,12,5,307,11958,11252,157,217,264,88,0,0,0,0,0,11273,10820,193,4,195,29,0,4,83,2,0,11539,11060,209,27,154,51,0,25,87,0,0,6231,3324,2741,5918,3300,2618,6294,2233,3552,5227,2309,2908,5217,1596,2920,4665,3023,0,5107,2325,2231,5086,2645,2437,5069,2539,2521,6494,2719,3621,7410,2983,4248,7112,3352,3747,7528,2763,4612,7274,3042,4221,7198,3122,4072
48,48,13417,12824,271,116,162,66,5,0,0,13310,11999,608,470,465,32,0,0,0,13928,12595,569,273,249,152,15,13533,12060,716,648,431,69,0,98,360,0,0,297,13528,12559,377,175,350,47,30,10488,10126,160,66,102,45,1,0,0,10514,9935,292,125,154,5,0,67,130,0,0,0,0,11300,10409,369,172,172,99,8,11300,10409,369,97,128,4,0,245,10489,9822,356,156,159,30,0,0,0,0,0,11138,10612,288,89,93,40,30,64,71,0,30,11070,10621,244,67,63,55,21,47,51,4,21,6874,3545,3165,6540,3379,3161,6929,2734,3711,5595,2691,2898,5576,2236,2729,5040,3673,0,5470,2880,2121,5467,3045,2420,5444,2948,2491,7057,3357,3562,8041,3771,4113,7731,4208,3515,8214,3585,4432,7962,3820,4133,7848,3675,3877
49,49,14862,9847,2628,1488,1037,247,21,0,0,15988,8867,4091,2020,1177,208,0,0,0,15188,8847,3580,1855,827,381,41,15461,7452,4495,2484,1275,206,0,1660,885,47,0,829,14884,7946,4162,2031,942,236,47,11277,8296,1420,873,697,150,15,0,0,11235,7711,1780,954,681,110,0,876,601,53,0,0,0,11843,7588,2238,1223,639,273,25,11843,7588,2238,818,554,32,4,497,10398,6332,2257,951,728,146,0,0,0,0,0,10082,6354,2084,829,623,180,5,746,603,4,5,10073,6501,1954,987,506,130,4,835,468,8,4,4495,2915,1503,5409,3670,1739,4300,2353,1651,3140,1989,1144,3147,1720,1079,2875,2205,0,3065,1994,817,3033,2070,959,2992,1997,990,4049,2426,1529,4587,2581,1900,4164,2755,1403,4298,2197,1999,4000,2308,1677,3883,2116,1507
50,50,14117,10896,1199,1135,882,181,22,0,0,13226,9798,1225,1419,641,328,0,0,0,15194,9782,2557,1937,853,300,29,13436,9569,1713,1498,536,388,0,856,502,23,0,736,14864,9694,2423,2184,625,315,0,10891,8879,672,657,615,120,9,0,0,10582,8315,831,864,380,207,0,683,360,7,0,0,0,12067,8350,1685,1281,608,220,20,12067,8350,1685,849,533,31,7,505,10531,8130,1018,897,304,198,0,0,0,0,0,11037,8159,1409,963,376,188,0,700,343,23,0,11266,7843,1825,997,480,219,0,566,450,17,0,4758,3049,1629,4507,2882,1625,4673,2180,2139,3498,1960,1529,3507,1638,1506,3195,2282,0,3419,2078,1066,3390,2081,1305,3339,2014,1322,4516,2412,2009,5213,2638,2459,4759,2876,1874,5093,2414,2576,4738,2613,2116,4608,2346,1995
51,51,14160,10485,2054,1001,685,171,17,0,0,14724,9580,2573,1743,944,463,0,0,0,15204,9212,3042,1476,1379,364,46,14634,9963,2103,1218,1137,376,4,698,1137,134,0,329,15401,8707,3832,1765,1493,798,1,10793,8648,1124,546,469,109,14,0,0,10471,8153,1424,665,151,94,0,531,136,73,0,1,0,11888,7913,1860,912,1046,251,31,11888,7913,1860,577,989,39,1,429,10664,8449,1022,635,453,158,0,0,0,0,0,10849,7373,2061,810,469,276,0,446,460,70,0,10838,7156,2140,779,632,257,0,383,614,21,0,5148,3298,1763,4579,2866,1713,4793,2282,2178,3677,2077,1594,3689,1837,1489,3343,2509,0,3604,2221,1127,3559,2203,1353,3519,2170,1344,4665,2528,2047,5359,2765,2507,4903,2983,1914,5172,2431,2640,4898,2622,2269,4743,2452,2048
52,52,14037,13135,264,167,386,42,8,0,0,15088,14002,622,76,250,131,8,0,0,15102,13289,589,295,576,132,20,15554,14011,753,409,285,112,6,285,282,0,0,211,15862,13857,296,580,492,24,5,10809,10225,169,100,255,29,5,0,0,11583,11026,335,79,69,69,0,26,69,4,0,9,0,11835,10700,355,166,354,93,14,11835,10700,355,90,296,9,2,308,12192,11307,417,272,171,60,0,0,0,0,0,12359,11577,167,352,198,25,0,290,147,0,0,12027,11148,178,372,217,57,0,347,137,0,0,7582,4160,3276,7754,4118,3636,7989,3862,3589,6534,3588,2939,6529,3202,2633,5825,4703,0,6418,3879,1895,6343,4003,2335,6374,3800,2571,8102,4441,3494,9131,5000,3924,8747,5309,3430,9082,4789,4036,8790,4941,3827,8614,4788,3305
53,53,13593,12708,330,245,246,58,9,0,0,13559,11927,605,324,629,76,20,0,0,14004,11231,508,273,1727,182,10,13737,12123,729,290,591,77,24,244,409,2,0,213,14108,12414,883,382,566,62,19,11495,10782,263,201,208,41,6,0,0,11084,10236,354,183,259,26,0,179,239,4,0,20,0,12016,9570,359,211,1650,155,9,12016,9570,359,180,1503,5,4,297,11460,10536,393,161,295,53,0,0,0,0,0,11783,10637,562,187,317,52,0,187,233,8,0,11940,10765,642,174,305,33,5,142,239,11,5,6213,3237,2834,6190,3235,2955,6209,2660,3123,5352,2703,2638,5334,2202,2535,4869,3723,0,5222,2684,1804,5210,3060,2147,5219,2907,2307,6265,3136,3003,6925,3334,3458,6693,3859,2829,6895,3086,3649,6653,3280,3361,6541,3211,3063
54,54,14394,12195,1024,716,366,118,36,0,0,14582,10514,1958,1512,672,197,11,0,0,15273,10802,2082,1652,594,263,22,14613,10779,1756,1575,767,221,13,981,464,9,0,490,15765,10377,2104,2465,874,402,0,11997,10470,701,471,269,89,26,0,0,11201,8842,1240,855,177,153,0,762,174,25,0,15,0,12682,9473,1426,1140,471,198,16,12682,9473,1426,784,397,29,3,455,11350,9083,1030,884,223,115,0,0,0,0,0,12256,8787,1341,1664,233,204,0,1441,222,4,0,12144,8552,1305,1873,248,190,0,1626,209,0,0,6868,4280,2472,6559,4237,2322,6598,3305,2918,5232,3109,2112,5225,2465,2172,4842,3905,0,5148,3207,1416,5138,3345,1784,5133,3346,1781,6462,3779,2573,7232,4119,3009,6821,4541,2265,7075,3739,3187,6790,4070,2700,6715,3921,2435
55,55,14348,11724,1101,951,408,104,18,0,0,14671,10264,1922,2257,507,103,6,0,0,15116,10180,2244,1916,589,274,22,14514,10572,2226,1618,367,95,11,865,195,0,0,604,15088,10428,2546,1296,381,557,33,11862,10054,728,637,302,64,13,0,0,10892,8701,1015,806,328,66,0,664,253,0,0,35,0,12568,9033,1603,1333,448,183,13,12568,9033,1603,911,383,26,0,453,10765,8536,1218,690,271,65,0,0,0,0,0,11194,8459,1396,805,259,355,0,653,165,0,0,11746,8242,1737,1185,338,299,5,1038,281,28,5,7573,4580,2864,7023,4489,2534,7258,3603,3314,5616,3278,2325,5618,2621,2402,5206,4251,0,5517,3494,1533,5505,3633,1865,5490,3620,1864,7023,4015,2896,7850,4300,3416,7421,4920,2484,7487,3848,3502,7155,4235,2903,7007,4144,2556
56,56,13058,2940,8243,1778,130,237,73,0,0,13050,2185,9059,2280,225,158,142,0,0,15288,2399,10417,2303,161,578,60,13150,2657,9243,1850,125,142,95,780,51,0,53,220,15505,2902,10304,2853,45,231,27,9093,2479,5410,1098,89,145,43,0,0,6701,1832,3983,748,50,15,50,684,37,0,50,19,0,10773,1979,7141,1524,125,383,45,10773,1979,7141,571,82,15,6,680,6714,2091,3940,599,43,0,25,0,0,0,0,7860,2423,4421,972,43,0,0,933,23,0,0,8246,2229,4498,1451,43,0,0,1454,0,0,0,2576,2149,392,2420,2145,275,2864,2366,368,1670,1437,226,1701,1312,219,1599,1436,0,1638,1410,152,1634,1447,186,1600,1374,221,2462,1993,425,2861,2107,692,2452,2039,407,2469,1630,777,2084,1580,498,2156,1585,465
