ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SEN_SPEC_Total,E_20_SEN_SPEC_Dem,E_20_SEN_SPEC_Rep,E_21_SEN_ROFF_Total,E_21_SEN_ROFF_Dem,E_21_SEN_ROFF_Rep,E_21_SEN_SPECROFF_Total,E_21_SEN_SPECROFF_Dem,E_21_SEN_SPECROFF_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
158,158,57668,34496,2859,19669,488,303,44,0,0,59054,35460,2880,19974,509,574,13,0,0,59440,35230,3331,19656,600,847,76,57536,34954,2798,19124,350,403,14,18079,280,96,0,34,1293,59108,35517,3238,18880,318,1653,19,43144,27129,1814,13716,363,220,33,0,0,43603,28257,804,14142,114,335,0,13823,95,167,15,0,45549,28334,2057,14209,404,664,54,45549,28334,2057,13758,325,95,15,84,881,42412,27628,840,13492,137,261,0,0,0,0,0,0,43494,28496,853,13138,125,1059,0,12539,106,157,0,44505,28377,1260,13521,322,970,0,13001,260,160,0,21010,8305,12232,20545,8179,12366,20921,7261,13288,19434,5846,13001,20058,6816,13141,19402,6564,12838,18969,6322,12647,21302,7095,14004,24682,8539,15921,24341,8132,15799,23996,8123,15422,21716,7625,14091,21730,7644,14086,21200,6945,14059,19558,6378,12976,19628,5951,13584,19341,5963,13198,19253,5773,13205,19208,5486,13280,19408,5897,13511,22122,7194,14765,25416,8154,17182,24657,7227,17430
159,159,54171,37691,1064,14719,421,466,64,0,0,59140,40044,2202,16077,504,549,50,0,0,59895,40406,2185,15307,673,1386,79,59029,40043,1735,15715,644,790,42,14955,339,140,42,62,1713,59662,38977,2744,16546,769,765,170,39726,28397,634,10179,296,331,40,0,0,44103,31058,997,11402,263,354,20,11223,161,107,38,0,44871,31137,1290,10995,429,1012,50,44871,31137,1290,10518,254,139,17,115,1401,44283,31297,785,11293,325,594,40,0,0,0,0,0,44600,31023,1238,11458,287,427,110,11100,134,99,110,45741,31735,1363,11901,213,585,96,11383,132,112,96,21488,7622,13585,21043,7303,13740,22264,6514,15202,21064,5366,15003,21932,6360,15396,21372,6269,15103,20856,5943,14913,23825,6888,16601,28617,8606,19648,28343,8406,19339,28077,8309,19157,25249,7839,17410,25252,7853,17399,24580,7051,17176,23000,6804,15762,23094,6080,16851,22833,6168,16372,22752,6016,16314,22717,5673,16384,22861,6223,16638,26197,7513,18396,31607,9043,22435,30853,8093,22760
160,160,50779,37028,1805,10744,945,404,96,0,0,54634,38381,1982,12893,1150,330,265,0,0,59935,40058,3295,14170,1418,1200,169,58547,39210,2740,15454,1301,450,381,13583,800,90,208,88,1827,58614,39377,2542,15356,1587,733,527,41205,30482,1304,8445,759,301,75,0,0,42957,31346,909,10044,383,179,50,9608,243,96,98,0,48057,32909,2421,10859,1100,864,121,48057,32909,2421,10128,787,113,43,131,1525,45422,32359,1123,11307,381,243,55,0,0,0,0,0,46550,33117,1249,11265,600,277,80,10569,509,35,80,47833,33838,1524,11379,731,391,31,10761,632,53,31,18293,6374,11676,16133,5625,10508,18371,5773,11911,17721,4896,12049,16273,4921,11204,15922,4861,11061,15640,4775,10865,18426,5584,12489,21540,6734,14454,21340,6554,14238,21093,6353,14149,18380,5736,12644,18371,5760,12611,18267,5350,12599,16303,4764,11222,16386,4161,12096,16240,4312,11710,16188,4206,11650,16188,3906,11789,16265,4351,11914,19179,5572,13375,23483,6983,16398,23015,6385,16630
161,161,39386,28351,1865,8077,956,384,88,0,0,51574,34882,3269,11227,1931,626,40,0,0,60097,34573,4742,17350,2498,1385,164,54610,36799,3453,12731,1502,695,35,11735,885,34,10,311,1386,62544,38734,4483,17794,1539,610,72,28878,21370,1179,5529,652,272,48,0,0,36950,25974,1398,8491,696,262,10,8389,527,56,135,0,44371,26692,3028,12042,1748,996,95,44371,26692,3028,11207,1404,110,42,215,1673,39230,27133,1502,9514,700,275,10,0,0,0,0,0,44514,28470,2487,12194,814,307,4,11965,622,0,4,48459,30367,2714,13826,961,325,17,13440,792,35,17,14724,3835,10748,15322,4708,10614,18413,5768,12042,17574,5011,11837,18305,6637,11445,18022,6648,11374,17616,6424,11192,20795,7517,12862,26421,10568,15412,26173,10431,15011,26004,10271,14984,22952,9638,13314,22945,9637,13308,22125,8577,13078,20654,8713,11450,20718,8002,12529,20569,8041,12105,20525,7986,12014,20527,7591,12327,20589,8270,12319,24175,9743,14036,30623,12771,17691,30099,11619,18480
162,162,55154,23326,5256,24485,2258,546,252,0,0,62076,23949,6152,29042,3036,770,198,0,0,60308,22134,6504,28142,3067,1179,265,58019,21183,5729,29001,2619,596,233,26888,1829,157,105,78,2056,58878,21216,5958,29561,3010,1087,67,41201,19470,3516,16507,1651,394,151,0,0,45417,20327,3282,19767,1429,319,34,19204,1313,171,259,0,46733,18984,4478,20435,2319,870,192,46733,18984,4478,19220,1944,103,113,206,1685,43485,18173,3216,20401,971,288,34,0,0,0,0,0,44417,18461,3379,20806,996,283,10,20363,898,45,10,45946,17976,3242,23014,1038,298,0,22333,918,31,0,18319,10948,7247,18208,11665,6543,19645,12341,6644,18634,10711,7101,18121,12324,5628,17784,12066,5718,17318,11771,5547,20293,13137,6731,24026,15891,7753,23699,15506,7522,23647,15540,7492,21181,14599,6582,21184,14620,6564,20046,13153,6522,17785,12105,5380,17800,11623,6053,17643,11560,5780,17597,11400,5743,17623,10996,6205,17676,11749,5927,20976,13825,6852,25015,16207,8622,24603,14844,9759
163,163,59887,24221,3016,31526,1165,426,104,0,0,59600,22899,4080,31036,1797,566,20,0,0,60123,23136,5081,29099,2307,991,160,59497,22090,3544,31588,2286,464,68,30618,2029,59,51,97,1016,61953,23684,4583,31118,2406,397,123,47384,21201,2252,22914,972,339,71,0,0,45068,19402,1642,23124,576,299,4,22832,490,76,95,0,48461,20317,3578,22045,2063,756,101,48461,20317,3578,21215,1745,98,47,161,1300,43803,18842,1628,22476,797,267,4,0,0,0,0,0,45930,20438,1667,22545,1159,287,24,22295,925,59,24,44414,19970,2157,21080,1147,334,24,20583,879,21,24,25314,18053,7019,22951,16212,6739,22685,15852,6112,21365,13134,7369,21042,15239,5591,20483,14708,5775,19855,14216,5639,22533,15786,6382,25360,18163,6833,25042,17621,6834,24950,17620,6736,23319,17002,6317,23341,17071,6270,22100,15685,6074,20072,14673,5135,20100,13996,5977,19840,13851,5653,19747,13730,5540,19807,13029,6327,19926,14322,5604,22675,16139,6266,25961,18475,7277,25383,16686,8697
164,164,44172,29968,2717,9598,1869,368,128,0,0,52036,32233,4411,13249,1930,450,324,0,0,60101,34676,5978,15067,3400,1375,216,55580,33755,5893,13661,2328,322,358,11870,1574,172,130,668,1515,60386,34762,5461,16772,2556,856,376,32131,22715,1698,6352,1272,248,67,0,0,36572,24707,1943,8747,913,248,15,8545,768,131,42,0,45851,27792,3893,10760,2441,1057,146,45851,27792,3893,9824,2005,118,55,277,1887,39525,26615,2445,8995,1234,200,10,0,0,0,0,0,43564,27751,2773,11410,1209,412,0,10819,1031,57,0,46501,27929,3817,12521,1519,268,72,11577,1350,12,72,16834,5713,10982,17955,6465,11490,21016,7365,12927,20068,6148,13110,18554,7741,10617,18278,7652,10626,17889,7510,10379,22218,8689,13076,27922,11761,15682,27602,11437,15462,27435,11262,15432,24586,10689,13897,24575,10682,13893,23505,9626,13428,21567,9614,11537,21659,8718,12755,21485,8837,12277,21456,8743,12206,21462,8186,12654,21550,9151,12399,25168,10672,14131,30966,13701,17074,30504,12340,18164
165,165,57992,17026,1722,38192,1149,457,63,0,0,60111,17484,1892,39482,1066,558,148,0,0,59978,21050,3318,32897,2310,856,160,60798,17998,2098,39217,1274,542,121,37977,987,141,43,209,1339,59573,19564,2271,36099,1501,397,150,44487,15041,1283,27180,955,346,42,0,0,46010,15126,1141,29001,363,332,4,28706,291,151,99,0,48247,18901,2572,24282,2009,677,114,48247,18901,2572,23396,1777,123,68,171,1239,47097,16072,1230,28965,391,352,4,0,0,0,0,0,46816,17591,1296,26956,581,265,0,26565,397,62,0,44048,17349,1623,24063,756,192,48,23715,484,27,48,25737,20629,4889,23096,18289,4807,22545,17334,4622,21206,14646,5762,20357,15938,4241,19836,15367,4469,19070,14783,4287,21920,16718,4885,24332,18734,5276,24015,18261,5216,23960,18303,5125,22400,17585,4815,22411,17622,4789,21206,16208,4689,19035,14714,4049,19081,14293,4663,18821,14075,4431,18750,13908,4380,18816,13416,4984,18883,14384,4499,21731,16565,4910,25534,19410,5907,24885,17555,7330
166,166,53693,46439,1773,3611,1658,316,54,0,0,58060,49747,2629,3524,2007,232,208,0,0,60242,49872,3125,3647,2311,1117,127,58437,49484,2707,3214,2434,408,266,2532,1323,115,12,213,2047,59976,49778,2492,3164,3061,618,225,42613,37501,1208,2597,1151,222,39,0,0,44695,39687,1255,2360,1101,153,8,2176,864,80,118,0,47580,40307,1938,2698,1627,809,77,47580,40307,1938,2362,1282,88,23,169,1411,45083,39722,1284,2329,1303,274,8,0,0,0,0,0,46575,40182,1560,2570,1592,461,35,2475,1272,46,35,47339,40123,1663,3214,1738,495,21,3001,1573,34,21,27711,7861,19648,29686,7712,21974,29370,8833,19553,28342,6788,20554,30223,9349,20514,29667,9175,20492,29228,9028,20200,31889,9808,21547,37151,12726,23947,36843,11930,24259,36612,11734,24127,34941,11531,23410,34917,11633,23284,33492,10600,22321,32556,11130,20715,32744,9243,23250,32466,9738,22233,32455,9677,22072,32458,8128,23323,32552,10574,21978,35316,11412,23442,40284,13765,26276,39892,11684,28208
167,167,60020,40488,4059,14381,837,727,183,0,0,65126,41061,5371,17126,1491,614,396,0,0,59493,37418,5243,14236,1393,1641,293,65638,41342,5783,16886,1595,679,300,15505,672,185,119,168,1873,59938,36888,5923,15296,1487,1094,447,43827,30704,2394,9986,510,465,102,0,0,46294,31305,2182,11836,389,255,175,11679,290,141,153,0,44140,29113,3269,9835,916,1170,151,44140,29113,3269,9071,652,171,78,171,1615,47896,31534,3170,12197,485,275,108,0,0,0,0,0,43746,28460,3261,10465,506,470,78,10228,300,146,78,45945,30292,3248,10431,745,682,52,10123,491,39,52,20079,6953,12855,19928,6778,13150,20410,6083,13880,18947,5104,13157,19265,5982,13150,18832,5951,12881,18405,5734,12671,21335,6555,14496,25723,8310,17122,25381,8047,16753,24980,7860,16477,22103,7462,14641,22112,7471,14641,22231,6915,15004,20745,6666,13712,20825,6218,14466,20629,6276,14057,20578,6152,14027,20528,5835,14059,20690,6341,14349,23866,7534,16062,30071,9634,20308,29408,8593,20815
168,168,58057,24118,5428,27104,1812,809,592,0,0,56009,21693,6721,26263,1856,1049,556,0,0,60147,21800,6746,29540,2038,1421,687,56069,20941,6591,27146,1932,1195,543,23551,1073,198,303,204,3206,59738,22076,6926,29380,1912,1001,580,40878,18288,3259,18060,1232,519,318,0,0,39976,16415,4180,17774,806,532,102,17113,674,162,295,0,44867,17627,4623,20757,1516,1033,444,44867,17627,4623,18971,1040,147,290,169,2000,39908,16012,4126,18081,876,602,89,0,0,0,0,0,42723,17178,4423,19553,872,508,44,18632,562,99,44,44310,17272,4590,20585,951,447,191,19572,588,108,191,15849,10014,5689,15808,10332,5476,15901,9444,6043,15014,8048,6405,15242,9608,5521,14969,9457,5512,14596,9218,5378,17134,10349,6484,21088,12928,7840,20798,12578,7632,20673,12579,7509,18126,11710,6416,18142,11755,6387,16914,10284,6354,14763,9223,5290,14805,8859,5840,14651,8848,5568,14597,8647,5617,14608,8482,5790,14688,8893,5795,17977,10875,6862,21895,12810,8968,21351,11332,10019
169,169,58308,37565,4098,16010,454,297,28,0,0,56979,34348,4395,17783,796,292,7,0,0,59138,34515,5342,17964,648,965,63,56834,33379,5087,18085,736,812,4,17064,427,56,0,44,767,58604,34905,5115,17867,497,596,22,43616,29273,2429,11465,325,208,9,0,0,42263,26969,1805,13021,277,87,0,12992,252,26,81,0,45267,27591,3466,13147,491,722,35,45267,27591,3466,12730,398,64,12,72,934,41564,25919,2087,12987,254,191,0,0,0,0,0,0,42815,27420,1911,12902,275,308,0,12765,161,63,0,42348,26231,2387,13015,287,411,0,12760,61,59,0,22231,6954,14869,21312,6855,14457,21157,5714,15098,19608,4822,14252,19926,5248,14598,19311,5145,14166,18652,4680,13972,20935,5466,15297,23492,6449,16863,23222,6139,16692,22826,6120,16337,20674,5803,14871,20679,5830,14849,20566,5254,15122,18898,4821,13817,18988,4472,14403,18708,4428,14109,18658,4322,14100,18597,4165,13917,18705,4263,14442,21222,5396,15667,24355,6235,18060,23438,5191,18247
170,170,60007,39701,5045,14392,716,319,44,0,0,60649,38009,5843,15948,1084,409,44,0,0,60116,36458,6271,15658,922,1050,50,61238,38461,5888,15676,1103,340,12,14842,754,100,1,22,1170,61039,37540,6008,16373,1053,689,92,44455,31069,2950,9800,497,245,23,0,0,43484,30106,1771,11064,405,190,0,10805,314,48,35,0,45316,29080,3920,10976,663,791,35,45316,29080,3920,10519,541,55,9,112,1080,44607,31059,2062,10917,384,243,4,0,0,0,0,0,44690,30351,2549,11150,388,298,8,10749,160,25,8,44374,29889,2667,11210,256,303,11,10917,181,28,11,19924,6252,13321,19443,6018,13425,20241,5431,14438,18999,4422,13985,19351,5021,14218,18866,4909,13957,18263,4560,13703,20528,5350,14961,23515,6625,16656,23207,6229,16505,23044,6286,16337,20557,5923,14634,20573,5955,14618,20175,5224,14735,18388,4792,13328,18476,4338,14026,18292,4417,13691,18212,4291,13667,18166,4042,13617,18284,4106,14178,21077,5524,15384,24570,6681,17809,23893,5267,18626
171,171,59259,31472,2846,24371,370,523,38,0,0,57170,30095,2945,23344,428,284,33,0,0,59237,30345,3395,24411,482,802,64,56615,29477,3112,23074,667,456,78,22476,321,111,55,273,793,58474,30301,3574,23602,292,749,27,44441,24930,1739,17314,265,392,26,0,0,42468,23970,806,17138,293,253,0,17063,98,100,0,0,45969,24755,2127,18202,349,611,25,45969,24755,2127,17736,257,110,11,78,895,42148,23451,1023,16906,479,264,0,0,0,0,0,0,43905,24428,1387,17258,313,558,0,16986,233,244,0,43476,23892,1289,17607,365,320,0,17323,349,47,0,22842,9471,13001,21695,9335,12360,21275,8250,12762,19640,7079,12050,19439,7395,11969,18987,7282,11705,18313,6739,11574,21080,8027,12917,24248,9540,14568,23939,9149,14437,23675,9015,14220,21131,8354,12777,21144,8367,12777,20863,7751,12965,18867,6836,11817,18948,6549,12331,18746,6483,12117,18667,6409,12042,18626,6066,12170,18831,7125,11706,21493,7913,13454,24265,8809,15381,23954,9863,14091
172,172,59742,35744,8541,14768,473,515,56,0,0,59407,34139,9538,15067,506,860,60,0,0,59961,34319,9594,14794,623,1134,59,59529,33780,9662,15361,563,751,63,14985,352,188,9,16,542,60161,33521,10185,15493,712,1557,7,43304,27665,5159,9987,296,366,37,0,0,40345,26821,2522,10413,232,319,4,10350,214,235,47,0,44756,27315,6007,10439,440,817,37,44756,27315,6007,10050,350,101,12,85,836,40770,26471,2861,10728,272,292,10,0,0,0,0,0,40940,26496,2922,10765,237,239,0,10695,180,93,0,42469,27300,3374,10949,367,262,4,10831,288,96,4,19523,6239,12922,18237,5682,12555,18696,5023,13348,17378,3994,12884,17738,4523,13120,17240,4455,12785,16671,4102,12569,18943,4842,13936,22050,5977,15897,21807,5674,15750,21612,5684,15557,19230,5308,13922,19235,5325,13910,18867,4712,13962,17231,4249,12712,17294,3902,13310,17137,3931,13031,17035,3819,12987,17010,3652,12893,17112,3842,13270,19679,4902,14624,22793,5780,16953,22256,4954,17302
173,173,57738,31767,3251,21950,488,543,69,0,0,57468,31035,4080,22660,411,757,180,0,0,59743,31465,4155,22609,670,1203,36,57078,30961,3945,22541,400,668,163,21166,206,138,25,22,610,59070,32066,4043,23033,453,610,53,43047,24939,2049,15479,343,394,49,0,0,41708,24665,741,15692,153,520,25,15483,128,155,88,0,45292,25217,2424,16428,498,875,25,45292,25217,2424,15932,382,168,9,116,1044,41515,24634,651,15703,215,423,25,0,0,0,0,0,42808,25265,885,16145,244,389,0,15998,244,113,0,42491,24651,1126,15985,307,486,6,15795,278,122,6,21262,9384,11585,23174,9920,13254,23032,9177,13438,21342,7811,12905,21156,8439,12617,20684,8143,12541,20032,7734,12298,23089,9160,13708,26763,11128,15421,26440,10461,15493,26047,10302,15185,23494,9711,13783,23504,9706,13798,22970,9009,13718,20765,8123,12334,20888,7736,13048,20681,7651,12816,20596,7634,12670,20559,7066,13027,20738,8141,12597,23679,9300,14188,26735,10470,16176,26267,10777,15490
174,174,60380,44327,2877,12295,338,737,63,0,0,61131,44583,3809,11828,807,1056,123,0,0,59852,42393,4717,11260,513,1351,120,60705,43561,3735,12142,868,1044,119,11091,564,458,20,20,1255,59694,42239,4091,12100,422,872,67,44987,33814,1796,8736,226,530,37,0,0,44617,34644,1516,7698,335,361,0,7573,298,170,134,0,45760,33060,3641,7950,385,1031,78,45760,33060,3641,7356,238,175,16,68,1206,44861,34181,1653,8096,262,609,10,0,0,0,0,0,44242,33319,1631,8506,203,527,10,8339,149,212,10,45000,33070,2723,8314,291,470,16,8011,246,130,16,22156,6450,15254,19738,5551,14187,20606,4343,15938,18513,3734,14074,18714,3695,14919,18237,3751,14486,17721,3485,14236,20605,4125,16301,24641,5078,19382,24226,4764,19027,23505,4603,18360,21163,4412,16751,21152,4400,16752,20335,3967,16156,17998,3630,14091,18053,3432,14495,17877,3457,14221,17829,3367,14227,17710,3173,14011,17873,3388,14485,21245,4161,16917,25527,5359,20108,24559,4604,19955
175,175,51942,35148,2778,12873,895,462,102,0,0,54859,36609,3739,12768,1539,561,172,0,0,59993,38441,3657,15333,1580,1145,138,55629,37621,3713,12560,1687,603,218,11788,838,162,57,140,1307,58722,37863,4024,14543,2410,561,193,38540,26767,1729,9237,585,321,63,0,0,40232,28004,1947,9012,901,269,46,8909,639,127,84,0,44704,29725,2250,10805,1069,811,89,44704,29725,2250,10342,825,124,26,135,1277,40566,28991,2023,8398,743,290,50,0,0,0,0,0,42724,29433,2217,9731,1030,335,50,9513,742,79,50,45337,30229,2321,11345,1072,321,12,11041,806,36,12,20127,6635,13213,20119,6717,13402,19689,6672,12593,18289,5712,11905,18482,6318,12045,18104,6163,11941,17626,5904,11722,20852,7064,13521,25811,9096,16430,25499,8650,16314,25134,8447,16072,22334,7908,14426,22323,7903,14420,21745,7168,14287,20073,6515,13239,20159,6205,13802,19969,6157,13555,19939,6108,13480,19880,5697,13622,19940,6071,13869,23202,7643,15308,27785,9085,18578,27123,8172,18951
176,176,59131,38855,4717,14601,746,519,94,0,0,59920,39166,5571,14303,672,465,59,0,0,59470,37797,5915,14031,798,1109,148,60698,40126,5272,14270,941,517,44,13428,578,186,23,38,1053,59504,37759,5847,14420,1081,913,30,43836,30095,2811,10221,512,374,68,0,0,44302,31016,2057,10598,182,366,10,10440,150,247,112,0,44991,29763,3708,10206,569,810,104,44991,29763,3708,9724,433,113,44,86,1120,45145,31892,2224,10281,242,441,10,0,0,0,0,0,43193,30026,2197,10181,295,458,10,10101,237,140,10,42992,29896,2137,10059,439,469,0,9770,394,43,0,19266,5946,12926,19333,6265,13068,19557,5489,13685,17884,4631,12600,18121,5113,12915,17603,5045,12558,17041,4708,12333,19316,5312,13787,21964,6232,15508,21632,5846,15328,21308,5846,14967,18837,5530,13307,18848,5548,13300,18951,5101,13615,17221,4710,12241,17311,4437,12759,17073,4425,12410,17018,4376,12391,16963,4081,12346,17086,4374,12712,19605,5266,14141,22892,6160,16654,22059,5354,16705
177,177,59157,25193,2495,30254,1207,522,142,0,0,61090,23508,2909,33437,1013,296,132,0,0,59992,19929,4016,34510,1148,977,159,61593,22355,3222,34802,961,582,116,33992,678,81,6,146,1118,60845,21809,3717,34177,881,876,140,45636,21526,1784,21302,925,384,100,0,0,46126,20063,1435,23978,430,180,3,23681,356,99,34,0,46014,17082,2814,24793,890,760,122,46014,17082,2814,23781,624,111,37,165,1400,46544,19245,1583,25056,391,172,5,0,0,0,0,0,46413,19099,2070,24466,421,202,20,24094,367,58,20,44767,17927,2171,23655,524,295,35,23127,420,32,35,19501,11957,7343,19868,12139,7729,18698,9514,8722,17502,8206,8640,17594,9407,8079,17298,9119,8179,16718,8770,7948,19068,10057,8730,21979,12421,9293,21643,11738,9401,21360,11564,9240,18715,10665,8050,18729,10678,8051,18048,9398,8399,15479,7811,7427,15567,7572,7908,15408,7468,7746,15377,7430,7703,15337,6973,7974,15390,7421,7969,18420,9638,8580,20881,10945,9828,20235,9929,10306
178,178,58576,45060,3575,9241,418,549,74,0,0,59079,44724,4013,10141,395,263,87,0,0,59877,45278,3725,9525,496,954,50,59596,45118,4091,10248,367,269,26,9357,191,98,0,31,700,59924,45460,3944,9933,401,713,39,43926,34471,2320,6601,285,402,45,0,0,43327,34746,1416,6721,186,218,0,6615,78,103,46,0,45638,35503,2347,6750,333,713,31,45638,35503,2347,6383,246,91,5,107,956,43828,35360,1331,6790,161,260,0,0,0,0,0,0,44147,35679,1325,6625,62,445,0,6414,23,55,0,44421,35493,1151,7075,165,457,12,6735,137,53,12,21992,4749,16775,20690,4151,16539,21792,3414,18069,20112,2817,16748,20965,3018,17840,20461,3149,17312,19978,2903,17075,22415,3277,18967,26440,4164,22109,26100,4004,21656,25717,3894,21409,23294,3783,19511,23296,3753,19543,22678,3229,19272,21048,3088,17725,21108,2668,18341,20921,2804,17937,20874,2727,17906,20759,2497,17671,20987,2801,18186,23836,3419,20276,27940,4168,23712,27226,3428,23798
179,179,56827,33485,4046,18381,833,380,141,0,0,59855,36241,3329,18807,1382,519,93,0,0,59356,35038,4586,18047,937,1000,171,60996,36300,3453,19554,1349,733,69,17607,993,124,63,143,2313,60716,36672,4119,18252,1369,526,47,43284,27622,2615,12369,580,294,85,0,0,45680,30550,1217,12863,751,372,40,12586,594,136,39,0,47156,30035,3009,12745,691,738,114,47156,30035,3009,12139,506,71,51,162,1183,46194,31087,1031,13058,648,527,30,0,0,0,0,0,46351,31481,1182,12487,773,375,39,12219,521,144,39,46089,30297,1713,12879,759,379,4,12384,299,70,4,23102,10106,12758,23535,9557,13978,24051,9241,14183,22256,7331,14097,22914,8944,13776,22418,8657,13761,21882,8425,13457,24766,9559,14827,28966,12026,16586,28611,11270,16656,28153,11007,16342,26000,10478,15522,25986,10495,15491,24886,9548,14963,22787,8760,13611,22909,8010,14723,22699,8130,14262,22656,8069,14139,22625,7213,14720,22732,8322,14410,25922,10051,15566,29564,11907,17514,28834,10327,18507
180,180,54176,39064,2678,10978,1177,736,173,0,0,57095,40238,3789,11591,1578,748,96,0,0,59412,40821,3843,11721,1648,1697,222,58032,40861,3949,11923,1777,811,84,10176,961,308,48,48,1680,59528,41238,4257,12889,1934,825,127,39706,29672,1673,7306,791,473,102,0,0,42347,31078,2023,8067,686,485,44,7628,652,267,40,0,45362,32283,2550,8261,1143,1189,144,45362,32283,2550,7544,757,141,52,213,1822,42942,31620,1959,7972,672,505,35,0,0,0,0,0,44648,32307,2630,8171,760,474,45,7783,577,59,45,46235,33772,2849,7999,839,456,5,7453,700,95,5,19752,7236,12293,19402,6843,12559,20962,6511,13770,19492,5566,12833,19164,6389,12554,18828,6335,12493,18475,6146,12329,21731,6975,14238,26384,8859,17021,26021,8309,16758,25538,8033,16489,22343,7682,14661,22340,7641,14699,22185,6992,14703,20061,6491,13110,20127,5884,14031,19977,5991,13614,19945,5921,13565,19895,5396,13817,19936,6132,13804,23632,7494,15721,29228,9283,19760,28534,8408,20126
