ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26404,23531,542,347,148,1899,83,0,0,24670,21844,623,393,140,1639,74,0,0,23705,19954,610,339,166,2461,62,24498,21584,701,364,61,1718,105,95,35,454,105,7,1513,23886,20625,816,433,101,1804,33,19900,18120,281,161,79,1267,39,0,0,18771,17060,335,179,29,1140,0,141,4,310,4,0,18141,15662,349,182,94,1674,42,18141,15662,349,94,52,652,19,29,1284,18565,16839,374,116,20,1206,40,0,0,0,0,0,18237,16220,418,232,43,1300,30,187,25,437,30,17893,15791,405,294,118,1247,39,172,104,334,39,11862,4313,7152,10414,3538,6646,10495,2394,7562,10384,2560,7250,8418,2784,5151,8367,2409,5958,8351,2408,5624,8397,2340,6057,9956,2582,7064,11132,2601,8330,11030,2817,7643,9239,2289,6711,7780,1749,5799,7801,2213,5324,7772,2123,5649,7752,1825,5734,7771,1972,5538,7771,1937,5834,9250,2277,6790,10569,2333,8049
2,2,24073,22646,614,265,116,501,26,0,0,23225,21673,591,466,181,448,13,0,0,22863,20465,797,371,181,926,48,23078,21239,707,580,127,570,0,250,70,67,0,74,686,22992,20877,729,640,278,570,0,18199,17373,333,120,71,326,15,0,0,17541,16712,299,173,41,283,0,129,23,49,58,0,17527,15965,455,204,119,665,34,17527,15965,455,105,87,129,32,37,717,17756,16766,288,243,58,300,0,0,0,0,0,0,17822,16722,335,239,134,306,0,161,98,35,0,17763,16582,342,252,103,431,0,161,56,47,0,11333,5033,5867,10217,4112,5818,10146,2857,6649,10033,2901,6569,8718,3787,4293,8615,3065,5550,8613,3181,5063,8620,3190,5430,9957,3214,6379,11245,3257,7764,11168,3579,6976,9411,2973,6177,8176,2229,5701,8196,3166,4767,8128,2857,5271,8122,2351,5546,8127,2586,5250,8193,2677,5516,9619,3026,6395,11163,3107,7846
3,3,23636,20206,1441,988,559,462,110,0,0,23702,19316,2001,1163,791,772,82,0,0,24113,18548,2304,1401,553,1177,187,23632,19303,2029,1074,807,711,41,697,685,100,0,0,814,24133,19584,2246,1127,703,730,158,18670,16375,888,592,465,354,65,0,0,18142,15718,1007,709,185,517,0,550,170,116,104,0,18783,15076,1390,880,438,867,101,18783,15076,1390,606,332,155,89,68,1067,18099,15487,1186,652,325,491,0,0,0,0,0,0,18482,15626,1274,588,373,468,25,425,354,97,25,17961,15211,1222,517,531,312,32,379,426,113,32,8797,4331,4240,8187,3792,4195,8163,3097,4425,8145,2925,4780,7080,3619,2935,6985,3198,3787,7001,3299,3399,6994,3248,3746,8094,3412,4321,9102,3828,5015,9067,3904,4647,7482,3261,3966,6382,2642,3534,6401,3249,2943,6353,3061,3292,6353,2738,3416,6365,2817,3265,6377,2910,3467,7668,3417,4065,8812,3691,4968
4,4,23859,22216,467,612,147,454,27,0,0,23387,21342,626,722,256,508,18,0,0,23030,20376,604,782,203,916,42,23303,21273,631,662,296,456,99,448,132,36,37,36,702,23206,20936,651,721,286,617,115,17997,16951,243,398,91,322,17,0,0,17667,16391,337,456,127,355,0,409,83,83,28,0,17420,15668,331,493,139,639,28,17420,15668,331,387,94,110,8,37,785,17578,16361,278,415,175,288,25,0,0,0,0,0,17466,16180,304,416,136,349,20,398,90,31,20,17609,16141,454,449,169,336,9,309,118,26,9,11138,3679,7035,10275,3037,6977,10053,2001,7535,9962,2023,7342,8316,2563,5124,8275,2197,6078,8238,2050,5826,8237,2212,6025,9806,2268,7191,11207,2340,8663,11136,2580,7939,9443,2200,6978,8124,1578,6275,8185,2349,5476,8128,2168,5960,8109,1661,6126,8073,1766,5914,8142,1884,6258,9618,2229,7180,11089,2219,8684
5,5,23004,21316,650,441,236,405,16,0,0,23259,21044,1278,461,117,473,39,0,0,23522,20305,1195,596,299,1006,32,23138,21042,1015,442,111,499,34,136,60,78,15,91,699,23686,21164,1151,344,378,547,4,16991,15986,350,264,139,266,13,0,0,17321,16049,667,226,68,302,4,137,50,83,14,0,17912,15843,718,360,192,668,21,17912,15843,718,226,128,123,10,76,788,17438,16386,482,207,64,308,4,0,0,0,0,0,17891,16593,597,189,220,339,0,97,171,64,0,18155,16668,608,180,296,368,11,157,253,30,11,10875,4515,6097,10201,3704,6239,10411,3353,6223,11102,3303,6805,9186,4116,4302,9085,3576,5509,9106,3443,5280,9063,3738,5325,10671,3835,6234,12145,4313,7492,12115,4335,6974,10402,3943,6057,9253,3029,5881,9291,4108,4837,9220,4235,4985,9187,3072,5644,9194,3237,5370,9118,3633,5296,10800,4100,6396,12824,4408,8181
6,6,22155,20756,556,416,150,325,16,0,0,22409,20656,678,444,220,435,2,0,0,23102,20621,779,524,217,769,28,21466,19658,629,543,240,445,2,314,175,231,0,0,463,22271,20427,593,606,275,418,0,16200,15381,308,232,83,212,9,0,0,16957,15818,371,293,158,324,0,293,119,149,0,0,17395,15813,435,316,130,537,14,17395,15813,435,228,85,61,4,52,717,16278,15124,327,360,148,325,0,0,0,0,0,0,16794,15571,308,446,180,284,0,293,90,154,0,17075,15860,418,519,46,209,0,307,27,59,0,10573,3833,6498,10149,3172,6785,10306,2737,6853,10233,2566,7177,8965,3282,4934,8848,2897,5951,8829,2646,5722,8826,2841,5985,10471,3139,6891,12257,3576,8420,12217,3722,7955,10400,3303,6782,9242,2467,6479,9271,3482,5468,9199,3575,5624,9191,2463,6080,9185,2620,5932,9248,3188,5764,10836,3464,7113,12616,3724,8642
7,7,24705,21306,1150,1444,183,812,19,0,0,23777,20311,1334,1387,61,913,17,0,0,23741,19055,1368,1533,224,1613,23,23629,20148,1320,1292,93,927,20,939,33,132,0,4,1046,23303,19800,1356,1371,109,825,29,18599,16479,682,846,123,537,16,0,0,17711,15480,716,843,33,603,0,829,29,104,24,0,17649,14646,842,898,137,1091,19,17649,14646,842,668,100,255,6,22,1110,17595,15413,716,764,59,627,0,0,0,0,0,0,17344,15152,846,764,73,473,0,729,0,59,0,17281,15258,686,736,127,430,0,643,16,60,0,10486,4276,5836,9215,3481,5519,9128,2648,5936,9082,2590,5886,7434,3133,3770,7341,2508,4833,7356,2671,4431,7354,2672,4682,8731,2870,5539,9734,3138,6407,9688,3306,5890,8156,2732,5201,6898,2067,4608,6902,2778,3900,6865,2584,4281,6864,2150,4539,6850,2355,4278,6839,2335,4504,8195,2782,5242,9212,2876,6176
8,8,16534,13999,461,489,1507,100,9,0,0,23010,18731,654,708,2704,235,50,0,0,23313,17659,835,800,3509,368,46,21161,16816,561,898,2717,216,48,494,2474,0,13,18,782,22210,17477,713,846,2845,131,61,10884,9326,265,313,926,54,8,0,0,14813,12594,356,416,1227,132,6,347,1154,4,84,0,16061,12433,504,518,2269,249,26,16061,12433,504,430,2125,33,1,54,481,13809,11567,308,418,1312,111,15,0,0,0,0,0,14853,12648,423,386,1286,81,15,295,1249,10,15,15167,12621,648,568,1219,80,0,505,1105,25,0,7720,2728,4929,8649,2519,6023,10496,3978,5761,10318,3185,6763,9898,4694,4573,9784,4049,5735,9847,3966,5596,9752,4031,5721,11237,4655,6175,13484,6171,7106,13489,5882,7138,11289,5121,5872,10118,4142,5752,10147,5264,4745,10048,5294,4754,10056,4229,5703,10006,4246,5136,10131,4939,5025,11770,5487,6078,13369,6175,6986
9,9,24402,22822,603,451,156,444,13,0,0,23445,21709,645,538,137,505,48,0,0,23244,20876,749,464,208,857,49,24058,21804,1048,393,235,544,155,123,208,131,131,0,616,23615,21074,1155,538,177,640,115,18469,17458,363,277,98,309,9,0,0,17615,16619,415,217,46,251,15,163,46,65,80,0,17880,16305,483,283,126,608,30,17880,16305,483,190,97,146,3,52,604,18072,16641,733,160,112,276,60,0,0,0,0,0,17906,16224,810,248,119,414,65,236,94,161,65,17574,16052,693,394,36,368,33,348,21,77,33,11079,3858,6776,9990,3239,6500,10208,2432,7076,10108,2248,7297,8416,3162,4595,8332,2288,6044,8327,2357,5589,8283,2533,5750,9917,2655,6880,11278,2748,8319,11207,2966,7558,9540,2662,6599,8249,1779,6209,8268,2836,5080,8189,2768,5421,8169,1879,5914,8178,2204,5587,8228,2360,5702,9718,2682,6828,11022,2553,8249
10,10,23399,16791,1751,1861,1350,2087,38,0,0,23824,16492,2008,2261,1711,2051,4,0,0,23042,15371,2242,2187,1304,2240,37,24048,15840,1958,2778,2367,1804,6,1658,1890,1127,6,0,1568,23397,15874,2237,2117,2181,1738,9,19000,14142,1203,1179,1113,1617,22,0,0,18422,14024,1095,1188,684,1437,3,856,475,1128,49,0,18750,12935,1575,1493,1103,1778,27,18750,12935,1575,1113,907,1127,6,70,1017,18379,13321,1024,1791,902,1359,4,0,0,0,0,0,18440,13765,1388,1479,652,1251,0,1269,529,759,0,18739,13975,1495,1434,942,927,0,1120,754,349,0,10108,7258,2598,8933,6275,2322,8714,6077,1827,8759,6187,2127,8469,6821,1207,8312,6403,1909,8411,6672,1485,8380,6816,1564,9135,6868,1873,10269,7896,2126,10257,7774,2017,8829,6839,1676,7926,6030,1648,7971,6603,1188,7901,6670,1231,7841,6003,1596,7853,6084,1453,7822,6191,1631,8997,7071,1720,9811,7516,2142
11,11,26099,20821,1402,2149,225,1731,50,0,0,24062,19158,1617,1749,274,1335,22,0,0,23072,17074,1905,1855,220,2164,46,23429,18236,1783,1706,315,1469,16,1410,162,833,8,84,908,23243,17894,1959,1536,340,1432,8,20020,16481,876,1444,149,1179,36,0,0,17985,14982,721,1146,174,965,5,1057,160,569,19,0,17770,13749,1154,1246,164,1514,33,17770,13749,1154,1039,111,475,15,30,1197,17660,14542,830,1156,137,1002,1,0,0,0,0,0,17449,14436,926,964,103,961,0,913,44,397,0,17146,14093,884,990,78,919,61,788,18,240,61,10339,3384,6629,9106,2786,6088,8650,2075,6061,8531,2106,5754,7195,2319,4344,7193,1670,5523,7195,2008,4933,7134,2117,5017,8405,2204,5875,9724,2543,6981,9665,2548,6632,7981,2163,5612,6852,1644,4995,6948,2150,4604,6811,2098,4713,6820,1651,4982,6821,1834,4760,6840,1899,4941,8057,2178,5705,8894,2284,6450
12,12,25460,22791,851,527,136,1262,47,0,0,23785,20630,1057,678,181,1387,71,0,0,23135,19404,1041,573,238,1915,62,23462,20424,995,623,169,1364,74,352,97,487,28,22,1067,22905,19536,975,722,246,1400,57,19478,17825,490,269,91,830,26,0,0,18285,16401,577,280,132,871,20,252,107,419,28,0,17685,15319,594,300,148,1276,26,17685,15319,594,179,81,452,9,32,1019,17863,16019,569,302,137,845,13,0,0,0,0,0,17334,15433,537,355,180,855,0,304,52,306,0,17427,15409,664,252,260,954,4,169,16,298,4,11939,3099,8366,10591,2370,7973,10414,1690,8223,10339,1728,7916,8464,2137,5530,8421,1480,6941,8417,1944,6170,8364,1707,6657,10037,1811,7866,11656,2021,9448,11588,2171,8910,9882,1916,7726,8715,1355,7080,8752,2158,6269,8598,2091,6507,8666,1435,6985,8671,1671,6699,8702,1536,7166,10007,1957,7870,11251,1939,9147
13,13,25017,22333,1838,236,150,558,13,0,0,22499,20135,1235,361,124,840,9,0,0,22781,19466,1807,304,202,1033,34,22687,20184,1301,374,151,729,13,169,57,131,10,12,797,22758,19925,1663,204,75,929,13,19119,17503,1073,123,89,371,8,0,0,17075,15769,621,141,32,499,4,107,0,93,8,0,17687,15445,1200,159,131,735,21,17687,15445,1200,82,80,124,4,30,722,17282,15788,689,276,25,474,10,0,0,0,0,0,17254,15610,867,109,18,577,4,61,4,108,4,17053,15450,885,116,22,518,4,57,5,131,4,10560,3090,6938,9368,2392,6768,10075,1983,7473,9971,1766,7607,8191,2752,4697,8114,1713,6401,8106,2224,5598,8052,1993,6059,9643,2143,7125,11028,2343,8476,10995,2667,7741,9602,2283,7076,8717,1533,6918,8717,2641,5794,8641,2419,6222,8670,1654,6758,8698,1966,6336,8595,1883,6712,9680,2297,7210,10438,2162,8116
14,14,18089,15378,853,808,938,158,28,0,0,21829,18260,1292,1366,823,123,81,0,0,22977,18404,1350,1220,1417,456,28,23865,19654,1680,1378,951,93,102,946,746,33,2,17,788,25087,20556,2104,1130,936,151,96,12757,11076,508,498,584,98,12,0,0,15219,13302,587,735,486,100,0,595,422,45,4,0,16484,13535,799,766,934,321,16,16484,13535,799,655,811,59,6,38,581,15813,13748,615,805,525,64,0,0,0,0,0,0,17022,14756,910,715,524,89,0,620,459,15,0,17899,15524,944,630,617,171,0,478,462,23,0,9271,3908,5250,9941,3577,6153,11292,4418,5727,11128,3852,6727,10705,5389,4360,10583,4873,5710,10661,4629,5745,10573,4837,5736,12018,5374,6047,14155,6974,6894,14172,6743,6843,12187,5972,5796,11178,5043,5862,11214,6272,4729,11096,6364,4732,11107,5101,5820,11051,5174,5279,11193,5907,5039,12811,6503,6047,15163,7640,7271
15,15,21878,15139,4381,1820,453,277,29,0,0,22983,14393,5348,2539,708,556,42,0,0,22856,13477,6030,2045,595,770,88,22629,14774,5588,1688,589,331,25,1094,458,62,0,32,622,23117,14326,5999,2181,631,496,33,16132,11937,2710,1092,309,183,21,0,0,14168,11279,1176,1217,262,158,0,1051,214,47,59,0,17116,11067,3798,1309,394,527,57,17116,11067,3798,1086,303,61,17,97,687,14381,11752,1225,929,187,127,0,0,0,0,0,0,15118,11806,1677,1067,316,189,0,798,301,53,0,14881,11374,1858,1042,321,179,0,763,295,90,0,8049,3498,4370,7358,2916,4236,7657,2962,3951,7453,2655,4131,6631,3252,2824,6561,3108,3453,6599,2804,3544,6535,3104,3431,7620,3380,3767,8736,4216,4282,8697,4084,3986,7065,3361,3377,5811,2610,2968,5824,3134,2492,5789,3204,2585,5777,2674,2927,5752,2634,2697,5829,3045,2597,7130,3516,3375,8036,3884,3948
16,16,22126,18606,920,1056,1404,167,38,0,0,22654,19453,774,995,1343,332,10,0,0,23745,18407,1546,1404,1836,503,28,22378,18610,1125,1063,1293,469,5,851,1026,62,0,0,703,22018,17556,1251,1348,1610,302,30,17248,14726,638,743,1020,119,25,0,0,17572,15802,428,619,554,114,4,586,459,30,56,0,18924,15036,1070,1003,1390,374,17,18924,15036,1070,821,1247,52,7,52,639,17844,15632,732,720,515,164,0,0,0,0,0,0,17706,14914,956,882,775,109,10,793,616,0,10,18545,15466,1356,744,890,105,10,676,694,9,10,13054,5605,7306,12344,4672,7451,12564,5464,6020,12362,4764,7063,11842,6468,4635,11713,5773,5940,11774,5632,5834,11666,5754,5912,12928,6270,6106,14516,7697,6530,14543,7460,6459,12496,6553,5520,11146,5459,5374,11168,6591,4395,11058,6686,4372,11087,5522,5377,11023,5521,4787,11155,6338,4627,12674,6879,5529,13714,7409,6058
17,17,21653,18411,958,1103,1072,190,29,0,0,22968,19760,873,1301,1131,173,0,0,0,23226,18561,1345,1429,1243,541,29,24051,20838,1219,1084,954,144,4,678,752,23,0,0,541,24020,19881,1537,826,1679,265,57,16132,14022,592,697,723,126,15,0,0,17629,15692,503,799,506,17,0,727,448,13,110,0,18452,15048,955,981,930,415,15,18452,15048,955,819,767,78,11,72,702,18791,16997,480,709,491,32,0,0,0,0,0,0,18669,16302,616,538,1065,110,0,415,981,0,0,18161,15662,862,689,835,88,0,599,708,5,0,12561,5559,6852,12249,4942,7058,13067,5969,5859,12866,5110,7079,12132,6843,4457,11982,6087,5895,12051,5954,5727,11937,6077,5860,13282,6658,5996,14774,8098,6364,14816,7902,6293,12868,7004,5421,11537,5849,5429,11572,7013,4320,11466,7187,4279,11448,5857,5376,11412,5954,4851,11568,6737,4556,13042,7310,5460,14194,7847,6090
18,18,23087,18970,1921,1313,694,319,35,0,0,23426,19486,1799,1240,831,138,12,0,0,23693,17814,2682,1490,874,802,60,22581,18978,1502,713,1291,98,16,488,940,0,3,45,622,23228,18501,2276,1274,1022,230,12,17830,15205,1211,765,480,224,22,0,0,18137,15779,973,857,447,70,1,805,354,10,23,0,18731,14669,1762,1012,621,584,41,18731,14669,1762,806,491,84,13,57,849,17765,15666,807,500,737,80,4,0,0,0,0,0,17953,15161,1161,793,670,148,8,643,558,4,8,18460,14919,1784,931,676,148,0,745,608,0,0,12623,6109,6301,11787,5280,6220,12230,5483,5529,11998,5156,5970,10952,6050,4017,10846,5782,5064,10901,5532,4979,10817,5774,5043,12257,6172,5389,13713,7376,5990,13719,7200,5748,11653,6289,4877,10106,5256,4524,10127,6138,3698,10042,6302,3740,10032,5303,4471,10004,5231,4093,10130,5974,3824,11770,6570,4877,12944,7121,5542
19,19,21664,19238,942,637,717,168,32,0,0,23011,20433,1116,609,737,134,26,0,0,24080,20284,1274,1004,914,467,40,23978,20676,1404,712,984,200,18,515,867,100,0,0,416,24359,21189,1078,761,982,258,11,16887,15273,577,447,503,105,18,0,0,17331,16027,505,271,378,122,0,271,343,74,25,0,18388,15800,799,702,648,341,31,18388,15800,799,574,512,38,5,49,611,17847,16296,677,325,357,183,0,0,0,0,0,0,18077,16452,564,480,389,189,0,425,385,14,0,19089,17302,790,508,317,162,0,413,278,0,0,13724,6743,6824,13185,6005,6917,13665,7241,5231,13481,6080,6913,13026,8192,3939,12831,7191,5640,12934,7329,5238,12802,7352,5450,14110,8027,5528,15820,9836,5701,15871,9641,5764,14101,8707,5008,13179,7562,5312,13204,8904,4092,13070,9093,3977,13064,7643,5216,13015,7661,4599,13189,8594,4389,14508,9162,5096,15936,9951,5744
20,20,21808,19921,494,446,823,111,16,0,0,24582,22325,416,445,1251,159,7,0,0,23650,20254,841,618,1393,312,32,25555,23144,530,517,1236,69,9,365,1037,5,0,16,457,25359,22687,830,313,1275,59,8,17094,15779,309,339,565,74,11,0,0,19317,18148,266,260,518,112,0,240,454,66,4,0,18946,16503,557,476,1030,206,22,18946,16503,557,402,909,22,3,47,503,20347,19142,437,314,398,42,0,0,0,0,0,0,19857,18570,473,274,474,61,0,238,403,10,0,18620,17069,677,302,479,87,1,259,393,5,1,14853,6168,8531,14314,5270,8817,14775,6970,6700,14564,5470,8592,13671,7649,5178,13509,6628,6881,13579,6677,6579,13467,6706,6761,14833,7423,6882,16169,9009,6907,16212,8792,7021,14221,7853,6014,12798,6470,6066,12816,7832,4784,12692,8061,4631,12709,6534,6006,12668,6620,5388,12800,7444,5144,14377,8180,5974,15629,8922,6471
21,21,22874,20590,1201,463,517,198,16,0,0,23626,21296,863,780,559,153,10,0,0,23871,20219,1569,752,671,550,26,22975,20318,1224,817,559,207,6,511,327,32,3,0,563,23628,20274,1689,781,585,269,3,18271,16787,761,266,347,128,7,0,0,18602,17099,526,436,401,123,4,411,356,18,2,0,18983,16499,1058,463,450,416,11,18983,16499,1058,364,328,46,5,50,633,18140,16431,599,426,346,154,4,0,0,0,0,0,18762,16650,1068,420,323,185,0,381,210,43,0,18223,16193,954,345,508,109,4,237,388,31,4,14118,7727,6191,13007,6630,6055,13599,7668,4701,13365,6730,5998,12710,8510,3349,12525,7770,4755,12615,7762,4423,12511,7831,4680,13762,8383,4778,15164,9854,5041,15176,9802,4836,13136,8589,4143,11688,7368,4041,11715,8384,3128,11602,8482,3120,11591,7409,3974,11557,7360,3516,11707,8145,3361,13290,8901,4154,14482,9527,4753
22,22,23228,17726,2511,1962,919,339,41,0,0,23640,17438,2460,2753,846,210,88,0,0,23899,16386,3580,2355,976,780,34,24070,18241,2429,2520,717,293,46,1943,386,59,31,59,923,23544,18311,2226,1993,697,306,35,18358,14700,1601,1249,681,237,25,0,0,17703,14479,910,1740,348,166,30,1670,288,48,24,0,18874,13785,2349,1523,713,554,17,18874,13785,2349,1250,575,47,2,97,769,18076,15008,943,1527,372,190,20,0,0,0,0,0,17810,15005,992,1218,392,232,15,1087,278,8,15,17278,13920,1415,1172,534,224,0,1109,419,13,0,11739,6281,5222,10726,5480,4923,11041,5651,4292,10771,5192,4903,9952,6189,2993,9841,5985,3856,9879,5722,3723,9796,5918,3878,11037,6296,4122,12309,7500,4502,12287,7242,4208,10290,6231,3586,8709,5151,3196,8729,5874,2608,8661,5970,2691,8647,5243,3205,8613,5058,2797,8730,5800,2723,10339,6470,3561,11433,7055,4165
23,23,22676,15618,3488,2385,990,371,72,0,0,24393,16212,4188,2857,1132,466,0,0,0,24042,15458,4009,2999,1090,675,39,23895,15851,4210,3043,755,370,4,2375,554,47,4,16,840,25416,15232,4269,5359,1050,405,1,17554,12793,2298,1565,707,236,38,0,0,16688,13096,1220,1563,468,238,0,1406,411,45,85,0,18801,12965,2595,1957,844,484,28,18801,12965,2595,1644,684,48,14,66,785,16721,12703,1390,1881,462,219,4,0,0,0,0,0,17921,12689,1594,2851,603,142,4,2703,510,19,4,17729,12465,1925,2195,1035,76,0,2013,737,0,0,10528,5308,5067,9909,4777,4884,10191,5060,4128,10014,4646,4727,9422,5666,3027,9314,5360,3954,9364,5164,3841,9271,5366,3905,10444,5789,4093,11887,7131,4444,11839,6873,4262,9887,5809,3649,8456,4700,3432,8477,5518,2737,8407,5572,2835,8381,4768,3410,8366,4723,3046,8473,5316,2937,10024,6071,3660,11108,6636,4233
24,24,23066,17201,3014,1860,871,344,39,0,0,24413,17784,3725,1936,823,247,41,0,0,23314,16212,3528,2031,927,715,40,23768,17305,3353,2333,713,325,32,1745,502,121,0,16,726,23297,16311,3589,2504,678,328,41,18507,14572,1921,1197,683,238,26,0,0,18402,15088,1499,1378,276,154,3,1163,136,49,25,0,19121,14076,2390,1375,741,553,35,19121,14076,2390,1150,597,44,16,60,788,18300,14592,1688,1601,277,177,0,0,0,0,0,0,18139,14285,1672,1709,305,181,0,1508,191,44,0,18258,14320,1843,1509,414,157,0,1401,314,27,0,11136,6266,4633,10187,5473,4410,10789,5823,3872,10531,5357,4465,9657,6357,2588,9543,6180,3363,9595,5929,3248,9517,6136,3381,10832,6533,3706,12195,7853,4067,12178,7654,3761,10224,6510,3285,8776,5415,3068,8792,6148,2420,8724,6180,2544,8689,5524,2948,8673,5385,2642,8929,6058,2658,10337,6756,3301,11507,7307,3975
25,25,22788,19984,1471,696,510,209,29,0,0,22664,19683,1437,673,824,147,0,0,0,24050,19969,1910,716,876,435,45,23106,19965,1616,454,935,145,0,367,746,15,0,0,395,23998,20260,1924,530,1065,238,0,17870,16089,948,393,327,143,14,0,0,17620,15641,904,458,511,109,0,294,418,23,8,0,19119,16353,1281,461,584,317,22,19119,16353,1281,344,420,25,6,76,614,17848,15901,960,290,616,88,0,0,0,0,0,0,18691,16336,1257,330,648,105,0,278,550,12,0,19016,16710,1245,417,535,55,4,288,394,0,4,14479,7809,6456,13760,6809,6659,14132,8152,4712,13919,6856,6450,13647,9166,3546,13409,8281,5128,13527,8412,4732,13399,8354,5045,14519,8949,4993,15971,10652,5043,16064,10548,5066,14021,9321,4316,12750,8036,4453,12781,9192,3389,12630,9389,3241,12622,8081,4317,12583,8019,3880,12634,8933,3501,14233,9696,4323,15363,10323,4797
