ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-24_COMP_Total,E_16-24_COMP_Dem,E_16-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,84159,34232,42655,2404,4752,2708,217,0,0,96079,38716,47156,3904,6049,1572,653,0,0,87635,34773,42324,3713,5458,4572,219,87969,34863,42515,3475,5342,3846,201,95758,39311,46544,4164,5465,1370,569,2417,4794,333,224,191,1941,89232,36536,42415,4072,5597,2055,61,62162,29497,27403,1475,3433,1813,141,0,0,60880,33419,21338,2113,3070,698,129,1960,2930,420,159,0,68082,30505,29538,2350,4299,3377,155,68082,30505,29538,1634,3728,518,58,307,1794,62748,34001,22954,2191,2877,575,90,0,0,0,0,0,61124,32331,23109,1875,3156,591,15,1463,2749,227,15,59231,31787,21219,2276,3371,587,49,1686,2910,77,49,30851,19503,10755,32171,21420,10751,35254,21478,10975,34853,21860,11129,31045,20155,9500,30844,19745,9981,35684,23051,11107,41201,27721,12365,41074,27341,12763,36044,23420,11411,37494,23718,12706,35063,22754,11493
2,2,74234,64359,4986,1518,2961,802,148,0,0,82001,68247,6879,1998,4151,1100,202,0,0,88086,72385,6882,2337,4672,1559,209,88172,72427,6901,2402,4647,1511,191,82888,67933,7473,2456,4410,1207,200,1630,2691,175,41,193,2752,81828,66341,7323,2752,4544,1658,199,64023,56121,3950,1200,2368,637,107,0,0,67277,58139,4725,1424,2282,697,34,1154,1679,170,44,0,75410,62806,5554,1868,3639,1265,160,75410,62806,5554,1164,2564,176,41,315,2790,68606,58523,5139,1609,2569,614,39,0,0,0,0,0,68493,57787,5311,1824,2585,704,14,1215,1760,175,14,73123,62207,5516,1820,2411,760,5,1432,1692,264,5,47808,34010,13051,49364,33197,16167,53884,38225,11567,53284,37232,13716,51502,38011,12287,50981,37046,12937,55045,40519,12819,60446,47155,12053,60529,45366,14458,55467,41391,12793,56487,43621,11388,53766,40319,12741
3,3,75617,52720,13230,5610,3564,1643,226,0,0,87095,61680,14483,6823,3522,1283,90,0,0,87284,55458,16684,7816,5350,3028,366,87498,55554,16731,7923,5263,2461,326,87323,60741,16111,6214,3688,1279,104,5039,2747,255,34,182,2214,85584,57147,16293,7425,3393,1911,357,60724,44702,8804,3898,2706,1185,156,0,0,65625,51681,7255,4262,1720,660,14,3907,1401,183,58,0,71649,48119,11938,5597,4089,2360,257,71649,48119,11938,4514,3136,419,108,365,3050,66089,51338,8243,3984,1858,475,35,0,0,0,0,0,65040,49146,8498,4395,1943,660,127,3777,1530,233,127,65363,47831,9756,4359,2260,849,41,3627,1730,310,41,36348,21812,13812,37387,22211,15176,41247,23799,13575,40785,24062,14239,37404,23619,12356,36979,22682,13123,41923,26177,13882,47795,32088,14382,47669,30913,15681,42308,26948,13915,43463,28389,13799,41199,26833,13300
4,4,79584,31455,43019,2671,2175,2863,159,0,0,87932,40975,40458,3899,2305,2430,185,0,0,87176,44222,34600,3806,3112,4104,218,87718,44350,34936,3636,2909,3238,178,90531,42722,41022,3768,2438,2415,276,2671,1543,727,96,19,1736,86238,44017,35181,3631,2751,2747,190,59526,27687,28181,1543,1634,1982,107,0,0,59830,35521,20325,2003,1173,704,69,1690,882,507,78,0,70011,38891,24756,2405,2477,3117,160,70011,38891,24756,1642,1650,496,49,329,2198,63353,37307,21831,2112,1197,771,95,0,0,0,0,0,61998,39112,18502,2219,1396,849,53,1523,1062,309,53,65427,41271,17992,3027,1849,1008,457,2055,1318,278,457,30565,24436,5576,33770,27415,6355,38260,29291,6036,37557,28302,6976,35776,28641,5848,35355,27951,6290,40363,31863,6936,47735,38962,7719,47646,38074,8703,41474,32806,7377,44844,34826,8779,42074,32630,8671
5,5,65315,26982,32327,3825,2000,2148,156,0,0,80415,38979,32578,5121,3137,1813,143,0,0,86513,46691,28602,5919,4016,3586,254,86960,46798,28831,5839,3882,3051,199,82171,42049,31504,4328,3277,2092,281,3301,2445,470,67,195,2137,85104,44729,30139,5273,3397,3058,365,51771,25376,21723,2630,1689,1524,122,0,0,60345,36620,17714,3174,1868,824,25,2850,1557,382,123,0,75215,44338,21533,4347,3578,2834,196,75215,44338,21533,3226,2452,536,57,422,2651,64810,40266,18209,3017,2064,985,40,0,0,0,0,0,69355,43282,18343,3720,2349,1102,284,3065,1690,324,284,70206,45575,15608,4314,2737,1205,255,3628,1982,294,255,23532,18813,4284,27425,21655,5770,35131,26668,5580,34436,25715,6505,32964,26601,5287,32583,25988,5536,37733,29830,6374,45864,37457,7244,45685,36599,8171,39217,31102,6865,44181,34373,8473,41318,32221,8268
6,6,74956,52269,9747,8833,3846,1459,195,0,0,85784,59783,11308,9437,4703,1889,602,0,0,86979,58548,11954,10061,4911,2504,273,87264,58664,11990,10359,4807,2015,215,86734,59823,12637,8666,5041,1962,422,7058,3473,223,137,88,3295,86687,58959,13639,8708,4613,2074,416,65158,47670,7320,6849,2907,1178,153,0,0,69926,53800,7145,5789,1951,1077,35,5101,1500,357,389,0,76217,53638,9540,7734,3823,2000,200,76217,53638,9540,6399,2721,340,50,386,3143,71324,54527,7839,5479,2484,957,0,0,0,0,0,0,72597,53898,9533,5856,2481,735,0,5126,1514,104,0,72058,53592,8433,6281,2967,606,8,5444,1775,88,8,42115,33206,8195,43969,34637,9332,48707,38071,7085,47955,36965,8124,45680,37752,6713,45256,36719,7398,49296,40005,7481,54241,45805,7257,54067,44691,8337,49244,40391,7404,48497,40397,6674,46060,38314,6850
7,7,60714,9990,28901,19913,2977,1478,296,0,0,78214,13003,40728,20664,3905,2054,493,0,0,90271,17762,42629,22733,6891,3202,1105,90537,17787,42698,22377,6676,2696,1059,86860,16725,42300,23168,4779,2231,628,20554,4120,247,180,229,2504,93566,17599,45449,24629,5847,3066,686,39196,8117,16804,12570,1976,864,169,0,0,41900,10080,15525,13739,1521,663,164,13150,1458,210,388,0,62860,13877,27779,15796,4825,2282,706,62860,13877,27779,13914,4101,247,549,252,2141,49904,13261,17416,15675,2488,677,104,0,0,0,0,0,53410,14048,19138,16136,3175,737,168,15445,3019,180,168,56346,15378,20120,16619,3534,630,33,16023,3317,171,33,17937,14830,2851,20694,17607,3087,22889,18171,3568,22595,17594,4086,21571,17243,3511,21426,17035,3768,26255,20907,4574,34661,27894,6105,34569,27434,6372,27874,21757,5420,32756,23343,8634,30614,22410,7584
8,8,75173,36152,16610,20444,2294,1993,177,0,0,97285,57025,16979,18769,4394,2138,296,0,0,90877,52558,16506,16497,4157,2962,245,90282,52079,16248,16774,3855,2349,197,92078,52238,16329,19187,3926,1625,208,16269,2168,351,51,135,4539,90986,51916,17788,16016,4714,1640,296,58431,29982,11053,15712,1549,1399,120,0,0,71384,45007,9577,13482,2135,984,75,12515,1630,404,439,0,71747,42868,11962,12808,2914,2266,189,71747,42868,11962,11126,1932,423,50,367,3019,68375,42055,9835,13577,1848,792,50,0,0,0,0,0,67983,42692,10962,11262,2080,819,24,10188,1506,248,24,67498,43152,10299,10302,2589,812,11,9560,1831,238,11,35951,31433,4063,41932,35802,6130,49160,40834,5075,48572,39450,6804,45528,39123,5250,45085,38247,5837,49342,41958,5825,54216,47552,5549,54154,46632,6609,49516,42335,5947,50259,43087,5784,47779,40856,6069
9,9,80394,50672,13088,11464,5056,1508,249,0,0,91555,57758,14193,13579,5802,2150,320,0,0,90281,54889,15019,13296,5669,2736,349,90478,54961,15054,13563,5449,2262,295,92479,58820,12273,14196,6096,2077,284,11758,4036,378,123,423,4668,89756,56734,13166,12932,5646,2251,254,65314,44230,8715,8133,3843,1074,172,0,0,67387,48616,7599,7556,2720,733,114,6731,2278,231,255,0,74294,47845,11099,9546,4406,2094,267,74294,47845,11099,8063,3266,311,71,458,3181,68910,49815,6995,8004,2883,971,124,0,0,0,0,0,68035,48645,8100,7366,2681,820,30,6469,1859,313,30,68380,47487,8786,7873,2875,833,10,6804,2022,308,10,38242,26603,11063,39315,27286,12029,43693,29745,10502,43150,29384,11370,39420,28616,9520,39103,27664,10296,44052,31479,10814,49617,37348,10986,49449,36119,12182,43878,31733,10744,42755,31258,10199,40475,29629,10008
10,10,80637,65871,7748,1217,5240,847,220,0,0,89021,70180,9412,1628,6897,1005,261,0,0,90232,67588,10499,2041,7946,1728,276,90284,67617,10511,2049,8078,1624,264,90032,70330,10211,1609,7003,999,185,907,5454,100,17,240,2780,88829,68235,10276,1697,7105,1224,195,70542,59148,5486,984,4418,687,174,0,0,73163,62302,5475,1180,3310,546,55,956,2582,105,224,0,79468,60952,8080,1671,6883,1401,239,79468,60952,8080,1069,5604,333,112,417,2901,75083,62851,6717,1138,3531,580,16,0,0,0,0,0,74714,61607,6855,1360,4069,551,35,846,3083,128,35,74416,60556,7532,1452,4262,496,36,801,2989,97,36,48671,40885,7031,48760,40329,8431,50844,41713,5592,49513,38774,6428,44768,39209,4687,44063,38076,5040,47899,40498,5517,49389,43106,5322,49041,42072,6111,46775,39788,5488,44280,37556,5421,42399,36277,4913
11,11,78373,53766,20039,1146,2943,1523,145,0,0,86003,57939,22514,1480,3126,1466,100,0,0,88148,57069,22666,1750,4180,3016,212,88336,57165,22746,1719,4226,2752,196,87070,58076,22294,1970,3549,1579,172,950,2874,438,124,106,2209,88424,60487,20950,2060,3592,1579,152,58158,42866,12265,642,1929,997,87,0,0,59780,46836,9971,889,1269,721,100,667,1147,348,45,0,68985,47526,15249,1182,2994,2230,147,68985,47526,15249,637,2355,337,54,365,2462,61805,47448,10356,1185,1685,755,140,0,0,0,0,0,65669,50456,11193,1186,1974,577,60,705,1556,202,60,66784,49541,12433,1130,2439,886,89,634,1899,215,89,37631,22450,14479,38655,23480,15175,42414,24373,14049,42064,24197,14728,39610,25408,12609,39107,24477,13220,43797,27556,14156,49946,33958,14601,49815,32877,15743,44767,29039,14083,48349,33297,13735,46785,32054,13285
12,12,76157,61861,7737,1082,4993,950,117,0,0,85699,69155,8476,1090,6551,916,73,0,0,86418,66106,10018,1599,6395,1906,160,86485,66145,10037,1617,6475,1776,152,83510,67011,8117,1029,6947,629,131,459,5095,92,22,192,2523,86287,67184,9424,1495,7225,891,224,57086,47677,5034,639,3322,634,78,0,0,62017,53760,4353,493,2894,295,15,351,2334,41,217,0,67755,53490,6798,1073,4605,1379,120,67755,53490,6798,623,3738,165,36,380,2525,60621,52710,4335,488,2762,210,18,0,0,0,0,0,63581,54037,5109,550,3273,382,39,304,2493,27,39,63811,52823,5960,837,3691,238,22,473,2872,29,22,46203,32377,13097,47732,33085,14647,52202,36634,11661,51856,35054,13417,50573,37984,11399,49790,36471,12187,53496,39304,12291,58484,45548,11794,58466,44174,13410,54043,40384,12173,55508,43165,10898,54236,42251,10774
13,13,84312,71076,10471,892,1005,1279,118,0,0,90671,75450,11385,1766,1339,964,299,0,0,91153,72633,12650,1247,1635,2681,303,90259,72296,12324,1116,1659,2504,302,92382,76484,11080,1799,1243,1665,549,648,687,597,231,163,2486,91271,73584,11524,1542,974,1980,329,68451,59209,7107,699,737,945,84,0,0,72445,64190,5357,1163,871,635,69,765,728,338,135,0,75888,62307,8973,953,1212,2075,211,75888,62307,8973,632,700,367,52,362,2495,74392,66062,5544,974,723,977,69,0,0,0,0,0,73924,64903,6082,887,722,1128,94,496,615,412,94,74934,64812,6976,920,802,1209,84,536,531,234,84,45988,24768,20107,44951,23589,21362,49601,22609,22591,49226,23657,22238,45153,23595,19682,44101,22223,20141,50524,25604,22606,58053,31285,25076,57800,30376,26016,51594,26893,22846,57566,31107,24662,55285,30042,23386
14,14,68529,56425,5307,2342,4059,936,230,0,0,81762,65634,7640,3563,4960,1116,254,0,0,90536,67624,9488,4289,7045,2360,440,90615,67674,9497,4380,7139,2173,416,84189,65960,8289,3395,5596,1375,357,2270,3424,297,154,158,3630,89134,67965,9019,3652,6792,1576,532,49803,42094,3300,1445,2592,579,134,0,0,59751,50063,4703,1938,2480,352,74,1645,1916,173,151,0,68705,53132,6259,2825,4714,1604,270,68705,53132,6259,1965,3515,221,108,422,3083,61294,50897,4564,1965,3007,570,99,0,0,0,0,0,66148,53313,5560,2369,3686,733,295,1981,2785,200,295,70428,55993,6554,3120,3285,833,145,2502,2465,202,145,37431,12711,24282,40028,12508,27520,45407,14154,26855,45345,14391,28865,41946,14767,25899,41573,13797,26578,47798,16800,29018,56358,22862,31715,56282,20800,34198,50266,18805,29949,60271,26180,32483,58566,22928,33629
15,15,60161,41545,9193,5528,3863,1290,509,0,0,72355,47311,13231,7545,4510,1667,696,0,0,89918,54980,17203,9495,6530,3432,1036,90074,55065,17225,9580,6458,3068,978,84113,53288,16553,9222,5358,1768,1043,5610,2201,149,269,363,5689,88363,55066,18541,9180,6171,2002,1102,41131,29864,5287,3229,2422,753,284,0,0,49530,34301,7428,4582,2188,612,105,4042,1535,112,330,0,64326,41431,10773,6041,4427,2248,624,64326,41431,10773,4416,2965,326,312,389,3714,56260,39052,8473,5000,2461,733,202,0,0,0,0,0,60429,41983,10249,4095,2656,745,233,3515,1676,184,233,65994,43648,12041,4993,3907,778,360,4246,2736,197,360,24079,8663,15053,24676,8860,15816,31823,9637,18796,31393,10112,19217,27739,10315,15966,27518,9770,16539,34324,12385,20057,44128,17866,24449,43750,16694,25377,37151,14202,21421,48653,20460,26928,46709,18402,26038
16,16,84392,60936,14232,6066,2649,2235,397,0,0,90926,62508,17232,8704,2950,2528,395,0,0,88362,58875,17192,6947,3071,3971,526,88844,59135,17300,7208,2984,3379,483,92460,63219,17536,8551,3090,2566,451,5230,1549,362,102,80,4385,91383,61573,16819,8751,3530,2631,498,67392,51457,9387,3938,1881,1540,242,0,0,70984,53624,9738,4777,1552,916,36,4137,1032,286,384,0,72178,50886,11898,4814,2303,2992,334,72178,50886,11898,3461,1352,473,117,403,3588,72623,54469,10259,4963,1707,914,58,0,0,0,0,0,71959,53429,9940,5273,1772,1088,84,3955,1068,231,84,71346,52820,10606,4890,1700,1023,46,3305,1053,170,46,39795,18318,20709,41092,19561,21531,41586,16992,20221,41446,18084,20610,35498,17095,16730,35250,16461,17336,40862,19093,19571,46126,23527,20825,45908,22485,21744,41249,20043,19490,43558,22610,19589,41913,20523,19409
17,17,79723,36190,25725,14515,3688,2704,937,0,0,87361,38875,29672,14930,4221,2436,1101,0,0,87587,37135,30342,14570,4455,4351,1107,88286,37376,30540,14479,3994,3147,1009,87566,37862,30324,15546,4265,2539,1273,11212,2341,221,424,428,4757,87575,36718,30235,16176,4502,4614,1511,57119,29049,15707,9400,2599,1741,548,0,0,56860,30702,13927,8649,1793,1083,385,7938,1324,285,422,0,64966,30522,19786,9897,3206,3113,715,64966,30522,19786,7828,2120,515,409,394,3392,57310,29728,15086,9029,1763,999,375,0,0,0,0,0,58652,29647,15705,9435,1826,956,293,8662,1372,157,293,58178,29155,16219,8530,2161,1104,65,7556,1532,215,65,21632,12098,9121,22177,13571,8606,25359,11925,10760,24945,12313,10385,20007,10947,7763,19904,10692,8072,25096,13213,10173,30395,16983,11935,30121,16442,12064,25528,13754,10379,28083,15180,12083,26516,13890,10982
18,18,82089,65583,9024,3787,2827,1880,433,0,0,85313,67711,9544,3529,3584,2494,408,0,0,87098,64710,11236,4859,4143,3163,569,87518,64956,11319,5033,4142,2669,506,86115,67081,10525,3357,3812,2635,460,2363,2193,332,85,280,3256,86816,65691,11769,3770,3527,2731,631,66865,55134,6179,2569,2094,1416,262,0,0,68909,56956,6612,2250,1855,860,140,1980,1192,299,230,0,72932,56030,8233,3516,3125,2382,389,72932,56030,8233,2401,2052,375,154,329,3358,70475,57471,7548,2288,2048,908,64,0,0,0,0,0,71592,57075,8650,2488,2027,917,136,2144,1231,242,136,71309,57180,7757,2647,2352,855,220,2257,1467,184,220,42766,21030,20989,43103,20616,22487,46228,20495,21476,45864,21193,21822,40362,20306,18536,40085,19427,19208,45610,22308,21206,51009,26935,22465,50761,25584,23691,46043,23293,21111,48907,26587,20962,47220,24183,21227
19,19,59330,47110,8722,719,2393,905,98,0,0,76937,59620,12125,918,3679,1210,232,0,0,89165,65438,15069,1440,4810,2523,285,89240,65488,15088,1448,4861,2388,282,79485,60539,12847,1136,4169,1227,251,221,3334,213,44,126,2153,91116,67353,16270,1130,5222,1710,258,41630,34115,5278,369,1526,583,61,0,0,53377,43881,6489,313,1916,634,40,118,1714,168,130,0,65035,49483,9691,851,3227,1751,178,65035,49483,9691,458,2578,181,57,264,2323,55436,45393,6827,286,2155,594,25,0,0,0,0,0,64398,51428,9436,350,2425,589,39,227,2159,160,39,70696,55508,10661,724,2989,640,35,404,2425,156,35,29772,15090,14074,33151,16225,16926,40237,17552,18919,39871,17893,19736,39001,19093,18353,38354,18054,18865,44064,21154,21026,53644,27838,24263,53578,26513,25990,47268,23493,22252,59944,31749,26538,58297,30377,26556
20,20,68477,58329,4920,2112,2522,1065,276,0,0,83252,66677,8196,4016,3750,1539,604,0,0,88749,69356,8857,3804,4108,2580,487,88807,69399,8863,3875,4116,2483,488,78821,64779,6593,3409,3450,1271,555,1951,1789,250,69,133,3252,88024,70245,8248,4819,3779,1323,303,49505,43191,2914,1317,1574,671,155,0,0,60260,50478,4824,1965,1925,752,80,1548,1228,161,242,0,66657,53899,5658,2365,2693,1701,316,66657,53899,5658,1668,1695,261,105,428,2943,58264,49678,4077,1681,1913,602,70,0,0,0,0,0,64416,54590,4650,2294,2121,495,60,1903,1668,106,60,69068,57573,5291,2899,2380,613,117,2324,1702,69,117,35299,9855,24971,38012,9328,28684,44604,10100,30567,44523,10725,31863,41978,11176,29437,41588,10301,29964,47189,12432,32903,55414,16918,36843,55317,15391,38681,49495,13896,34149,58497,18925,38147,57172,16408,38716
21,21,75641,48107,13512,10041,3471,2098,1130,0,0,88698,52158,19083,11541,4071,3092,1685,0,0,88583,49436,19582,12306,4854,3855,1760,88817,49550,19624,12615,4595,3353,1691,87850,50355,20525,11687,3767,2456,1398,8495,2478,461,856,226,4455,89281,50718,22621,12488,3294,3579,1446,52317,35419,7845,6019,2245,1266,653,0,0,61314,38661,11544,6499,2186,1456,640,6052,1797,438,399,0,64459,38042,12696,8326,3259,2539,1087,64459,38042,12696,6456,1924,379,634,435,3893,61788,38000,12892,6871,1977,1268,389,0,0,0,0,0,62900,38699,13455,7056,1959,915,495,6353,1493,283,495,61547,38271,12642,6926,1987,837,378,6155,1444,210,378,21979,9324,12248,23878,11079,12799,27351,9103,15337,26979,9917,14947,21031,8590,11088,20933,8234,11637,26828,10384,14700,32659,13609,17456,32316,12953,17698,27618,11072,15141,32218,13221,18062,30704,11943,16864
22,22,84875,65002,10154,5460,3820,1766,501,0,0,89757,65947,12792,6497,4035,1438,820,0,0,89548,62782,13554,6455,4615,3238,719,89747,62897,13590,6606,4636,2772,663,89950,66696,12361,6676,3825,1478,530,4843,2240,270,119,74,3349,90671,65752,13615,6106,4572,2208,520,61961,49345,6235,3300,2477,1108,266,0,0,66602,51866,7751,3990,2050,481,160,3624,1550,156,286,0,69061,50555,8974,4314,3286,2252,446,69061,50555,8974,3003,2039,370,133,338,3649,67229,52493,7647,4089,2009,608,119,0,0,0,0,0,68235,52458,8445,3751,2409,780,34,3062,1783,173,34,67559,51341,9217,3493,2181,731,102,2832,1478,164,102,42259,14838,26824,40836,14131,26705,46184,13969,27147,45895,14945,28249,38755,14189,22852,38450,13218,23644,45150,16144,26588,51044,20956,28070,50769,19564,29533,45542,17305,26405,48458,21004,26023,46645,18509,25931
23,23,80660,63478,12540,1443,2392,1784,233,0,0,86275,66048,14409,1949,2953,2049,213,0,0,87283,63558,15194,2307,3539,3358,283,87524,63694,15272,2357,3590,2982,279,86868,66630,14296,2144,2894,2160,163,840,2106,466,0,281,2253,86686,65664,14617,2320,3188,2244,150,65141,53466,8321,871,1716,1258,158,0,0,68993,55543,9739,951,1664,927,0,659,1416,321,224,0,72384,54672,11135,1569,2716,2584,187,72384,54672,11135,956,1961,429,83,355,2793,70225,56586,10136,1041,1529,870,0,0,0,0,0,0,71025,56885,10567,1138,1674,762,10,754,1085,236,10,70799,56501,10400,1224,1729,882,52,889,1039,296,52,44390,25536,17924,44650,25887,18763,49402,26373,18484,48218,26710,18312,45479,27089,16357,44798,25716,17477,49888,29193,18330,55897,35205,19089,55769,34101,20337,50591,30457,18234,53511,33985,17923,50773,31950,16794
24,24,83495,67575,11867,1134,2410,1458,151,0,0,88339,69915,13634,1715,2192,1761,73,0,0,90684,68712,14194,1881,3320,3302,267,90850,68807,14243,1879,3394,3040,247,88166,70676,12558,1640,2490,1519,86,898,1683,308,19,66,1953,88596,70248,12910,1562,2336,1723,122,64207,54016,7461,628,1602,990,88,0,0,68245,56966,8390,873,1193,765,35,694,918,368,55,0,72893,57320,9847,1183,2410,2352,185,72893,57320,9847,658,1720,338,45,292,2673,68589,57838,7785,746,1410,741,20,0,0,0,0,0,70098,58612,8326,903,1397,854,0,583,1030,172,0,69939,57918,8496,1004,1779,673,0,560,1228,53,0,45501,23575,20990,45373,23242,22131,51048,23797,22585,49936,24613,22443,47583,25186,20304,46851,23630,21573,52242,27197,22688,58998,33495,23900,58947,32429,25232,53051,28625,22590,56261,32458,22221,53742,30621,21237
25,25,85680,77551,4960,752,1895,835,100,0,0,89266,78857,6159,1043,2571,779,264,0,0,88863,75530,6583,1118,2793,2225,213,88920,75581,6587,1142,2900,2100,213,89644,78323,6701,969,2547,916,304,410,1493,125,28,212,2354,87894,75688,6884,846,2482,1205,397,65251,59962,3244,445,1169,558,66,0,0,68551,62274,3813,590,1300,402,50,420,1032,152,119,0,70304,61067,4476,679,1869,1582,160,70304,61067,4476,313,1267,202,38,348,2593,69106,62470,4062,549,1337,570,30,0,0,0,0,0,68108,61141,4319,517,1368,581,60,338,935,108,60,68110,60957,4192,392,1867,601,23,311,1252,82,23,54262,26570,26889,54965,24732,30233,57972,25782,27198,56788,26005,27919,54204,26543,25837,53365,24764,27025,58541,28263,27984,64607,34081,28851,64629,32423,31126,59278,29581,27945,62422,33690,27035,59883,31172,26932
26,26,87203,67859,16946,744,1005,1090,138,0,0,89218,68659,17224,1304,1524,952,131,0,0,90621,67539,18227,1014,1545,2207,232,90725,67616,18250,1053,1541,2052,231,89446,67927,17038,1330,1804,960,74,879,684,333,4,49,2526,90612,65554,18481,1005,1423,1689,179,66549,53890,10928,509,685,777,96,0,0,63713,55194,6269,883,584,594,29,861,330,306,120,0,70662,54714,12357,685,1120,1638,152,70662,54714,12357,425,688,261,54,239,1924,65620,55952,7304,959,790,554,4,0,0,0,0,0,66540,56078,8014,777,585,990,85,683,454,279,85,67402,56132,8777,654,884,904,101,449,642,191,101,40293,21128,18364,40763,19718,21045,45018,20321,21136,44284,20749,20317,40225,20700,18203,39256,19772,18283,45137,22532,20772,51659,27394,23110,51037,26379,23745,45746,23344,20974,49739,25710,22749,47723,24769,21616
