ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,37410,32892,3264,234,549,590,90,0,0,40840,35019,4229,331,561,660,144,0,0,43137,36910,4265,314,680,918,189,41533,35635,4328,271,667,614,94,179,358,436,38,496,44131,38154,4414,316,875,491,111,24566,22043,1820,82,345,350,34,0,0,26808,23899,1962,224,307,366,20,218,244,278,20,25,0,29337,25608,2506,145,443,592,103,29337,25608,2506,59,270,198,38,587,27770,24585,2185,172,334,434,18,0,0,0,0,29340,26349,2068,101,442,329,20,73,323,84,20,30895,27841,2190,97,408,314,22,47,221,108,22,14207,2306,11450,13910,1299,12611,14439,1573,9064,14294,1638,11977,14374,1805,11833,14174,1634,11163,13929,2218,10723,13911,2613,9980,13680,1800,10736,16678,2171,13747,19969,3032,16204,18835,2396,15248,19600,2892,15656,18821,0,16022,18922,0,15851,19264,2756,15468,22036,3615,17583,21678,2798,17360,21584,2438,13893,21414,2510,16515,21213,2633,17186,21142,2784,17465,21386,2873,17432
2,2,33709,29172,3108,316,711,364,239,0,0,40729,34224,4187,418,1461,663,131,0,0,43892,35772,5124,659,1173,933,369,42095,35165,4386,536,1345,770,259,290,780,220,173,1069,44636,36320,5064,575,1482,819,204,22147,19609,1703,133,471,197,110,0,0,25829,23236,1365,134,776,231,38,100,556,140,38,61,0,29836,24930,3052,359,790,589,204,29836,24930,3052,236,600,161,133,648,26562,23713,1623,123,758,317,42,0,0,0,0,28316,24977,1952,247,778,362,0,133,522,89,0,29452,25842,2250,282,736,288,4,172,475,29,4,12075,2595,8910,13118,1676,11442,15130,2337,7202,14936,2361,12026,15053,2485,11843,14475,2149,11022,13999,2733,10378,13816,2838,9798,13236,2518,9827,16394,3360,12335,19431,5291,13179,18903,3933,14066,18932,4409,13522,17506,0,14277,17545,0,14287,18516,4467,13131,20377,6047,13592,20283,4663,14536,20355,3989,12670,19966,3787,13255,19627,4214,14360,19387,3944,14434,20023,4424,14786
3,3,40644,33621,4369,501,1629,500,271,0,0,40982,33325,4457,700,1760,457,385,0,0,43860,35191,5078,823,1615,909,489,42022,34437,4187,766,1886,425,340,527,1452,48,200,950,44346,36443,4498,691,1996,504,307,31139,26455,2707,328,1271,335,174,0,0,29958,26408,2124,246,710,248,89,152,445,53,89,148,0,34965,28910,3367,522,1271,664,282,34965,28910,3367,365,945,196,186,883,30755,27112,2136,310,702,249,45,0,0,0,0,33088,28987,2348,317,860,255,70,231,507,18,70,33994,29447,2634,227,1084,312,52,71,677,19,52,15275,4982,9558,13356,2923,10433,14234,4027,5174,13998,3866,9325,14099,4117,9262,13465,3430,8469,13053,4079,8073,12868,4104,7728,11927,4045,7060,14710,4817,9164,16729,6835,8959,16227,5522,9863,16145,5757,9344,14360,0,10437,14334,0,10637,15549,5856,8852,16247,6972,8653,16058,5996,9188,16090,5291,8563,15772,4888,8349,15502,5515,9196,15317,5056,9192,15749,5653,9316
4,4,36095,32709,2527,186,475,231,84,0,0,41721,37188,3490,239,542,390,118,0,0,43697,38318,3276,326,903,555,146,43025,37792,3736,440,651,684,111,258,291,21,19,783,45118,39207,3983,489,666,670,113,24771,22756,1520,78,270,148,37,0,0,28146,26561,1006,91,195,235,4,74,153,59,4,35,0,31102,27632,2111,177,560,381,85,31102,27632,2111,81,368,68,20,745,29007,27076,1154,226,318,226,4,0,0,0,0,30920,28636,1451,246,331,250,63,172,164,44,63,31702,29342,1511,77,362,290,87,48,212,44,87,16345,6567,9312,16616,5221,11395,20005,7021,9394,19682,6535,12198,19893,6949,12221,19363,6241,11641,18959,6947,11091,18857,6952,10934,19508,7014,11494,21723,8002,12999,25462,10691,14097,24529,8970,14601,24874,9670,14166,22268,0,17149,22251,0,17086,24245,9402,14016,25901,10682,14678,25520,9387,15116,25572,8054,13300,25076,8201,14347,24622,8755,14575,24495,8364,15258,25223,9100,15463
5,5,36295,31619,3632,199,424,384,233,0,0,40351,34286,4600,395,590,497,200,0,0,43323,36480,4770,394,744,708,307,40455,34321,4892,218,599,618,174,42,255,93,131,638,43464,36442,5168,477,657,927,339,22460,19974,1948,69,238,197,105,0,0,24524,22058,1810,104,254,222,66,35,120,102,66,29,0,27924,23998,2746,186,412,458,166,27924,23998,2746,71,278,99,110,536,24898,22349,2015,80,212,189,62,0,0,0,0,27513,24363,2279,218,269,235,93,169,154,53,93,29500,26009,2220,366,429,251,135,302,150,22,135,12927,2529,9801,13905,1546,12359,15920,2128,8264,15731,2069,13108,15833,2340,12721,15313,1904,12042,14813,2532,11343,14684,2623,10771,13977,2203,10832,17138,2893,13557,20258,4374,14970,19480,3377,15117,19712,3800,14933,18350,0,15385,18381,0,15410,19709,3929,14811,22390,5506,16188,22348,4258,16718,22350,3659,14137,21981,3544,15562,21629,3971,16482,21258,3597,16724,21975,4109,16941
6,6,33447,30170,2298,204,408,398,106,0,0,38971,34710,3046,224,592,443,140,0,0,42782,36588,3947,459,803,923,212,40024,35544,2760,261,585,568,181,171,210,122,94,1067,43020,36741,4041,399,694,865,123,22347,20498,1326,74,242,224,41,0,0,26059,23693,1502,99,315,289,51,84,143,151,51,118,0,29203,25474,2344,236,470,625,111,29203,25474,2344,111,261,147,57,741,26174,23999,1346,76,306,322,62,0,0,0,0,28817,25565,2193,209,397,384,45,76,235,162,45,30188,26719,2244,236,519,389,66,87,325,146,66,12306,2636,9337,13159,1767,11392,14920,2142,8772,14691,2191,11844,14813,2393,11763,14533,2088,11183,14258,2738,10478,14215,3269,9877,14345,2361,10994,17068,2975,13402,20463,4317,15454,19866,3333,15505,20153,3878,15305,19147,0,15978,19299,0,15959,19580,3769,14885,21583,4896,15974,21129,3829,16053,21292,3314,13355,20979,3294,15122,20650,3595,15891,20632,3764,15933,20945,3740,16229
7,7,37492,30168,5610,660,692,504,221,0,0,41088,30792,8516,756,864,752,201,0,0,44015,31874,9071,958,1116,1130,356,41837,31353,8162,970,1124,679,215,265,542,176,65,1265,43378,32370,8494,716,1290,888,182,25528,21233,3252,362,452,295,90,0,0,27471,22130,4075,328,478,331,59,235,299,184,59,57,0,30998,23464,5518,580,708,724,207,30998,23464,5518,358,447,114,125,877,28562,22915,4228,373,690,313,64,0,0,0,0,29822,23962,4400,249,779,328,89,144,585,113,89,30280,25386,3573,237,651,300,88,175,491,68,88,12580,3886,8325,12590,2875,9715,14378,3576,6670,14155,3713,9752,14268,3880,9646,14018,3350,9321,13700,4132,8561,13656,4718,7909,13752,3856,8790,15836,4628,10437,18499,6594,11102,17941,5185,11784,18170,5565,11460,16985,0,12756,17107,0,12420,17338,5537,10895,18101,6563,11000,17629,5508,11172,17941,4739,9958,17525,4838,10343,17174,5184,10961,17151,5231,11083,17507,5231,11307
8,8,39182,31071,6329,664,628,683,177,0,0,42082,31615,8618,447,938,598,176,0,0,42756,31860,8246,829,874,1161,264,42326,31603,8609,562,843,712,313,256,486,294,71,921,42166,31954,7705,782,950,599,269,28180,23384,3700,357,409,425,91,0,0,29044,24407,3529,267,447,281,83,222,326,218,83,40,0,31829,24618,5361,510,592,820,158,31829,24618,5361,292,313,167,69,903,29116,24145,3684,390,352,328,72,0,0,0,0,30442,24941,4017,621,462,253,26,363,395,44,26,30673,24522,4548,536,641,290,0,277,521,30,0,13991,5541,8043,13706,4358,9348,15681,5200,6842,15460,5400,9247,15585,5499,9272,15292,4785,8865,14966,5679,8274,14948,6057,7900,15067,5505,8415,17246,6394,9985,20077,8514,10659,19487,7070,11357,19700,7589,10823,18021,0,12796,18123,0,12660,18996,7416,10594,20067,8444,10989,19588,7349,11269,19814,6434,9999,19373,6380,10209,19022,6998,11049,18953,6749,11114,19332,6955,11378
9,9,36729,25380,9101,1010,843,778,224,0,0,42218,29384,9287,1776,1183,1004,637,0,0,42768,29601,9230,1437,1381,1488,390,42111,29435,9750,1148,1102,890,652,556,508,384,158,1293,44059,30183,10351,1515,1397,1271,487,25463,18493,5475,614,535,510,126,0,0,27737,21425,4340,857,441,499,165,474,313,238,165,101,0,31412,22682,5944,944,990,1006,224,31412,22682,5944,609,647,266,89,1053,28554,21969,4555,718,558,464,156,0,0,0,0,30335,22965,5059,711,774,515,74,581,545,299,74,33189,25144,5785,731,800,405,50,642,548,208,50,8420,3157,5026,8868,2601,6267,10576,2954,5042,10401,3232,6650,10507,3357,6527,10331,2855,6289,10129,3502,5745,10131,3892,5474,10182,3330,5985,12572,4250,7671,15669,5998,8964,15109,5010,9249,15330,5320,8918,14193,0,10078,14354,0,9889,14961,5313,8835,17054,6513,10064,16454,5706,9805,16735,5041,8717,16329,4990,9099,16014,5401,9705,16037,5227,9806,16249,5458,9981
10,10,41826,28726,10402,1230,1051,813,257,0,0,42044,28979,10233,1345,1146,550,338,0,0,43288,28512,10985,1512,1299,1425,383,41691,28126,10692,1368,1244,557,440,672,629,205,137,1214,41466,27913,10646,1493,955,750,481,30213,22114,6212,762,753,524,162,0,0,27946,22203,4136,613,534,269,54,547,380,151,54,151,0,32320,22251,7332,991,890,1028,259,32320,22251,7332,668,564,262,120,956,28711,22186,4867,600,485,312,106,0,0,0,0,29692,22473,5442,656,482,367,105,615,315,175,105,30596,23307,5557,644,389,412,84,547,210,225,84,12579,5231,7010,12022,4120,7902,13411,4734,5392,13196,4795,7640,13315,4858,7747,13046,4308,7282,12813,5104,6779,12810,5437,6451,12473,4828,6716,14353,5737,7882,16500,7630,8077,15885,6297,8688,16179,6745,8298,14763,0,10059,14887,0,9909,15393,6595,7968,15943,7480,7937,15501,6601,8122,15708,5843,7507,15398,5639,7388,15063,6224,8035,15050,6058,7959,15353,6166,8359
11,11,38336,31959,3956,990,1092,527,251,0,0,41607,33954,4987,1093,1175,538,439,0,0,42717,32739,6097,1375,1520,946,584,41633,33843,5037,1116,1298,430,399,648,534,25,199,1282,43112,34170,5731,1187,1108,502,219,27033,23091,2355,577,732,336,135,0,0,28909,24710,2649,598,622,113,124,520,388,28,124,105,0,30780,24419,3754,819,1041,648,320,30780,24419,3754,509,624,131,211,1052,28831,24591,2553,681,687,98,116,0,0,0,0,30021,25482,2916,749,624,169,53,678,402,72,53,30102,24733,3153,1057,820,243,110,928,531,102,110,12415,4236,7836,12506,3358,9148,14160,3692,6658,14017,3857,9468,14112,3877,9506,13860,3463,8986,13561,4252,8335,13559,4660,7981,12943,3775,8222,15242,4728,9749,17630,6563,10284,17054,5101,10911,17336,5742,10441,16124,0,11810,16166,0,11657,16401,5521,9971,16964,6512,9910,16571,5408,10046,16680,4705,8886,16351,4634,9312,16083,5196,9851,16024,4955,9892,16345,5187,10215
12,12,37101,31444,3903,568,909,436,146,0,0,40360,32924,5231,649,1122,506,214,0,0,43107,34617,5540,789,1184,950,327,41051,33558,5707,653,1032,261,129,164,538,73,57,930,43110,34271,6714,585,1170,402,184,24835,21445,2300,272,574,284,73,0,0,27646,23362,2729,390,721,268,67,304,442,129,67,107,0,29860,24464,3442,438,815,666,151,29860,24464,3442,270,508,147,83,844,28558,24015,3361,294,664,120,34,0,0,0,0,29641,24700,3685,269,610,211,128,194,393,57,128,30560,25305,3736,369,720,247,122,225,465,43,122,12068,3541,8241,12079,2471,9608,14591,2926,7784,14301,3190,10414,14430,3423,10189,14196,2870,9823,13891,3718,9058,13861,4114,8668,13194,3045,9014,16074,3816,11474,19356,5261,13323,18584,4182,13324,18916,4726,13113,17957,0,13882,18023,0,13764,18225,4548,12721,20016,5484,14003,19448,4577,13637,19767,3933,11553,19355,4000,12909,19025,4338,13505,18999,4345,13613,19309,4408,13965
13,13,38759,31579,4673,754,1353,491,330,0,0,40996,32708,5578,706,1622,604,296,0,0,42591,32670,6075,911,1767,1037,644,41304,32475,5948,830,1583,408,515,414,710,74,247,1426,42144,31899,6578,683,1880,477,527,24834,20674,2673,376,840,298,159,0,0,27009,22054,3253,333,1016,168,67,262,676,72,67,108,0,28860,22629,3770,511,1102,690,355,28860,22629,3770,327,711,139,218,979,27376,22593,3141,394,893,145,93,0,0,0,0,28638,23125,3571,386,966,251,154,296,675,101,154,30556,24844,3520,530,1005,194,257,367,696,57,257,11622,3311,7931,11629,2423,9206,14263,2947,6751,14214,3173,10244,14225,3384,10013,14030,2819,9630,13852,3742,8972,13782,3865,8739,12808,3216,8353,15308,3919,10468,18038,5516,11582,17399,4231,11862,17682,4938,11527,16845,0,12430,16709,0,12394,17033,4764,11142,18353,5948,11820,17992,4736,11770,17948,4140,10391,17633,4071,10774,17564,4623,11432,17396,4159,11637,17823,4789,11966
14,14,36193,29476,3874,1078,1339,424,353,0,0,41760,33754,4712,1678,1121,416,540,0,0,42841,33358,5413,1248,1864,882,655,41350,33577,3965,1553,1580,671,601,1099,779,169,309,1406,43271,35247,4234,1193,1575,654,700,22109,18104,2226,606,837,261,199,0,0,25799,21610,2249,880,588,182,252,763,463,55,252,30,0,27478,21774,3143,649,1175,558,354,27478,21774,3143,413,759,137,205,929,25764,21672,2022,769,643,294,223,0,0,0,0,27531,23299,2360,548,590,294,356,376,336,166,356,29646,24717,2783,492,932,427,265,358,701,201,265,10090,2670,7124,11256,2058,9198,13431,2462,6465,13398,2587,10064,13435,2840,9871,13222,2341,9534,13003,2979,8989,12918,3157,8744,11980,2661,8387,14901,3514,10543,17851,5319,11593,17398,3933,12215,17624,4552,11828,16780,0,12477,16672,0,12613,16756,4470,11199,17992,5810,11595,17673,4551,11533,17747,3947,10025,17309,3834,10523,17163,4349,11463,16978,3924,11549,17522,4674,11807
15,15,31334,27050,2749,498,779,247,214,0,0,40121,33279,4317,759,1040,642,514,0,0,43577,36017,4496,777,1422,723,337,42208,36148,3256,1174,1335,682,527,645,733,211,243,969,44638,38747,3736,1144,590,636,192,18323,15929,1571,211,459,145,94,0,0,23805,20478,1915,247,569,302,237,204,459,175,237,54,0,27579,22986,2695,430,875,492,184,27579,22986,2695,268,573,127,91,761,25217,21880,1555,533,712,319,216,0,0,0,0,27486,24066,1965,599,422,248,97,430,299,84,97,28650,24739,2580,497,470,137,129,386,236,21,129,9951,2334,7401,11877,1699,10178,14672,2376,7069,14668,2336,11720,14711,2555,11521,14489,2136,11187,14244,2816,10567,14136,2814,10423,13554,2521,10175,16668,3483,12414,20178,5618,13632,19805,3866,14792,20050,4876,14019,19152,0,14900,19002,0,15149,19363,4670,13665,21347,6454,14287,21299,4682,15116,21334,4163,12910,20848,3859,13529,20649,4517,14725,20501,3870,14800,21089,4698,15292
16,16,36480,30051,3682,962,1383,414,352,0,0,39101,31119,4861,731,1861,627,362,0,0,42466,32090,5709,1315,2015,1046,667,41632,31721,6200,795,2133,586,832,454,1024,112,592,1460,44031,33254,6881,931,2069,555,707,25583,21495,2275,587,927,255,197,0,0,26820,22747,2323,438,870,259,95,394,658,106,95,93,0,30889,23885,3700,857,1436,750,401,30889,23885,3700,600,988,182,238,1153,28423,23508,2965,429,1020,174,279,0,0,0,0,30780,25414,3270,548,1243,112,173,454,852,59,173,31017,24866,3765,645,1347,220,172,390,950,43,172,13271,4051,8880,13622,3026,10596,15956,3727,7617,15897,3707,11338,15931,3925,11125,15727,3396,10785,15457,4066,10284,15355,4282,9955,14141,3677,9411,16786,4727,11165,19269,6847,11541,18764,5118,12338,19029,5985,11797,17860,0,12992,17698,0,13191,18028,5682,11277,18603,6913,11125,18414,5568,11481,18367,4786,10284,18014,4682,10475,17885,5269,11279,17683,4773,11375,18210,5468,11666
17,17,38517,34385,2485,565,757,335,226,0,0,40065,35981,2039,842,1159,613,205,0,0,41982,35843,3438,702,1052,813,474,40426,36037,2327,800,1053,472,262,451,698,181,133,562,41621,36238,2787,651,1598,808,870,25408,23052,1411,251,467,200,101,0,0,27986,25563,1197,297,476,225,65,265,396,160,65,181,0,28778,25063,2043,393,652,480,257,28778,25063,2043,226,404,116,149,697,28092,25383,1372,420,498,224,125,0,0,0,0,28549,25352,1712,382,503,270,85,343,310,220,85,28617,25043,2142,248,547,361,47,212,310,205,47,16468,4002,11982,17300,2657,14643,19222,3596,8534,19194,3458,14833,19220,3794,14655,18971,3176,14165,18633,4073,13426,18484,4218,13044,17026,3461,12574,19932,4624,14386,22114,7189,13815,21905,4865,15738,22067,6075,14733,20866,0,16135,20642,0,16386,20708,5688,13870,20544,7302,12527,20661,5300,13879,20730,4608,12391,20212,4329,12398,20008,5079,13407,19761,4561,13628,20426,5192,14084
18,18,33438,30971,1363,323,534,192,188,0,0,41027,37133,2021,513,956,191,426,0,0,42353,37402,2417,574,1166,473,414,42472,37862,2435,610,1161,171,398,312,528,74,315,925,41971,36727,2751,580,1219,201,661,22097,20621,857,137,321,126,100,0,0,26666,24484,1171,255,452,134,172,170,311,99,172,3,0,28368,25332,1496,315,722,287,227,28368,25332,1496,165,464,52,123,665,27866,25285,1401,365,506,106,140,0,0,0,0,28189,25447,1556,281,487,86,220,243,315,35,220,29077,25966,1787,400,509,91,164,389,324,31,164,14128,3514,10246,16028,2373,13655,18534,3462,8069,18498,3333,14399,18652,3637,14335,18324,3019,13944,17942,3809,13215,17821,3860,12889,16566,3411,12339,19427,4603,14036,21845,7299,13541,21729,4871,15797,21959,6339,14490,20731,0,16152,20561,0,16430,20818,5918,13903,21354,7868,12817,21571,5719,14516,21596,4945,12956,21099,4693,12984,20954,5466,14149,20724,4924,14411,21312,5735,13969
19,19,39644,36008,1872,322,789,305,505,0,0,42082,36892,2943,243,989,408,706,0,0,42822,36548,3083,576,1232,684,812,40138,35035,2951,249,1040,422,472,158,611,250,425,574,41180,35337,2772,730,1186,566,666,28245,26037,1152,147,516,189,265,0,0,29065,26096,1477,108,658,177,508,63,445,105,508,10,0,30603,26710,1931,302,769,443,428,30603,26710,1931,171,513,84,296,781,27373,24864,1408,89,582,164,318,0,0,0,0,28055,25227,1292,358,587,181,380,319,384,36,380,28975,26239,1291,364,434,209,370,279,240,56,370,18397,5223,12662,18754,3560,15194,20353,4716,8418,20346,4433,14920,20429,4810,14769,20137,4142,14326,19790,5048,13654,19684,5160,13277,18281,4628,12652,21040,5912,14172,22982,8886,13026,22913,6140,15486,23005,7829,13826,21642,0,16066,21445,0,16258,21630,7106,13387,21284,8742,11811,21382,6408,13560,21397,5768,12116,20937,5164,11794,20678,6207,12996,20484,5656,13285,21119,6590,12750
20,20,34787,29264,3184,501,1049,335,674,0,0,40128,32948,4170,637,1806,354,543,0,0,42731,32228,5699,864,1874,1004,1453,41934,33972,4932,616,1508,406,349,347,609,105,117,1806,43622,34534,5350,639,2078,437,255,23252,19948,1962,200,649,209,375,0,0,26254,22950,1658,337,767,191,160,307,428,102,160,165,0,29453,22838,3607,460,1246,647,822,29453,22838,3607,267,893,170,656,931,27773,24142,2083,334,699,249,75,0,0,0,0,28916,25118,2351,335,693,241,60,185,421,33,60,28587,23806,2816,427,902,143,323,219,628,5,323,12214,3964,7897,13484,3006,10478,16096,4294,6382,16077,4153,11111,16123,4462,10948,15920,3758,10717,15633,4517,10175,15562,4549,10027,14730,4480,9394,17120,5590,10713,19634,8334,10254,19424,6229,12073,19559,7351,10988,18278,0,12938,18061,0,13111,18353,6858,10489,18406,8212,9543,18389,6554,10624,18422,5949,9689,17992,5372,9266,17789,6384,10192,17604,5635,10495,18105,6563,9976
21,21,42017,15705,19770,2424,2045,1086,2066,0,0,43498,16474,19147,2647,3601,1274,1554,0,0,44840,17607,19056,2673,2800,1934,2175,42775,16362,18197,2375,4179,1133,2006,1522,3074,525,1652,1409,45340,17433,17853,3011,4748,1888,2455,28782,12855,11724,1385,1471,708,1166,0,0,23246,13833,5850,953,1349,461,723,753,1216,336,723,204,0,33852,15190,12828,1768,2162,1383,1382,33852,15190,12828,1326,1716,386,1144,1074,23744,13966,5941,911,1665,347,698,0,0,0,0,27152,15225,6628,1397,2317,550,844,1043,2006,131,844,29187,15906,7728,1649,2420,581,668,1081,2079,227,668,8748,5511,2966,6027,3688,2339,9742,5908,1978,9593,5829,3113,9710,6138,3147,9493,5283,3098,9307,5954,2665,9183,6001,2593,10063,6551,2962,11212,7308,3328,14176,10096,3494,13747,8812,4294,13642,8863,3707,11963,0,5741,11844,0,5687,12814,8555,3646,12905,8834,3635,12437,8248,3775,12687,7740,3935,12429,7305,3359,12241,8026,3695,12222,7564,3867,12384,8239,3530
22,22,38402,30869,3078,973,2887,604,288,0,0,41251,32389,3489,1168,3665,527,416,0,0,43304,32086,4352,1505,3996,938,455,42952,33662,3391,1123,3942,461,643,858,3031,180,136,1630,42899,32864,3531,1610,3953,568,443,33916,27639,2414,776,2547,503,229,0,0,34263,28808,2498,765,1592,331,147,681,1178,193,147,138,0,38816,29209,3669,1231,3537,738,321,38816,29209,3669,924,2841,223,194,1486,35563,29993,2336,706,1644,367,119,0,0,0,0,35850,29755,2348,983,1943,418,26,705,1232,156,26,37473,31246,2803,725,1688,391,132,389,873,34,132,17857,12717,4608,15625,10211,5414,19569,13462,3082,18992,12414,5305,19273,13272,5429,18505,11183,5291,17966,12113,5100,17766,12084,5085,19917,14119,5132,20315,14599,5010,22971,18089,4170,22400,16278,5438,22213,16552,4607,17669,0,9380,17249,0,9961,21401,16047,4685,20851,16180,4002,20226,15103,4737,20546,14506,4988,20104,12412,4121,19645,14385,4778,19521,13561,4879,19921,14659,4568
23,23,42317,37034,1800,508,2522,306,237,0,0,44113,37219,2600,611,3202,480,206,0,0,44633,36756,2643,654,3524,623,298,44514,37046,2727,847,3219,441,159,636,2368,292,65,1265,43744,36762,2610,730,2752,619,194,32772,29070,1249,273,1816,215,139,0,0,32688,29112,1590,244,1277,324,67,201,1038,299,67,87,0,35439,29685,1956,458,2611,452,160,35439,29685,1956,247,2163,92,83,1078,33180,29291,1619,438,1383,356,58,0,0,0,0,33831,29792,1759,465,1350,325,33,359,945,105,33,35669,30949,2094,397,1638,410,90,264,1156,104,90,22928,15080,7327,20877,12303,8574,23535,15499,4038,22906,13899,7469,23329,14946,7818,22540,12795,7658,21841,13937,7099,21548,13852,6962,23290,15432,7296,24528,16670,7166,27216,21020,5486,26673,18240,7851,26424,19162,6355,21307,0,12583,20658,0,13098,25667,18569,6501,25511,19875,5097,25047,17682,6985,25444,17402,6974,24828,14282,5743,24162,16791,6882,24041,16091,6962,24732,17563,6620
