ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
40,40,65825,61696,2106,1226,183,657,38,0,0,68067,62632,2739,1845,296,725,23,0,0,68874,61745,2767,1609,489,1842,86,69106,63232,2805,1882,419,656,18,1280,157,196,2,116,1321,69333,62731,3107,1746,447,777,139,50811,48060,1332,808,121,508,18,0,0,51944,49622,490,1071,167,592,0,910,94,183,10,0,53969,49105,1703,1042,328,1411,60,53969,49105,1703,751,185,153,9,108,1955,52904,50440,624,1056,220,561,0,0,0,0,0,0,53387,50317,1073,1091,173,630,4,955,55,80,4,54928,51530,1314,1026,185,692,45,892,102,91,45,25952,10401,14866,22755,8065,14690,25258,5733,18741,22006,7115,14605,22065,6128,15768,25042,6086,18585,30790,6228,24167,28611,5366,22550,32752,5779,26666,31548,5853,25069,29854,5135,24717
41,41,67724,65085,594,1175,215,672,32,0,0,66956,63640,900,1594,400,495,92,0,0,67446,62623,1047,1533,393,1640,61,68085,64337,978,1652,287,707,150,1494,140,160,139,28,819,68203,63742,1194,1743,348,1071,46,52548,50531,391,971,136,516,22,0,0,52936,50415,460,1393,274,345,45,1349,144,67,29,0,53319,49661,651,1262,269,1280,30,53319,49661,651,1091,142,151,9,101,1513,53934,51197,542,1421,165,527,59,0,0,0,0,0,53984,51138,602,1307,142,748,20,1270,108,78,20,55337,52413,798,1317,126,595,21,1197,103,49,21,24271,8062,15599,22184,6564,15620,24340,4735,18839,20852,6108,14354,20888,5344,15323,24114,5275,18477,29605,5264,24001,28078,4631,22942,31876,4912,26698,30986,5206,25259,29828,4431,25032
42,42,64061,57924,2913,1823,985,589,62,0,0,69769,62352,3437,2359,1245,590,86,0,0,71452,59908,5157,3038,1478,2046,122,71069,62768,3828,2486,1270,587,124,1854,976,207,0,46,1389,72684,63233,4649,2684,1426,634,139,50586,46511,1778,1192,755,419,41,0,0,53464,49927,1018,1432,537,535,0,1325,498,235,25,0,56711,48758,3164,2177,1116,1492,82,56711,48758,3164,1776,853,128,26,110,1896,54937,50821,1431,1519,617,508,0,0,0,0,0,0,56377,51751,1598,1623,814,479,0,1365,601,68,0,57093,51767,2067,1749,840,497,10,1506,715,45,10,23912,8640,14792,22009,6946,15063,24085,6220,16619,21575,7978,13285,21610,7009,14367,24379,7341,16568,29819,8438,20799,28373,7585,20175,31148,8202,22585,30449,8172,21660,28990,7480,21510
43,43,65680,59235,3649,1974,345,570,65,0,0,67502,59750,4387,1791,511,1024,131,0,0,68304,58813,4679,2266,607,1785,85,68058,59973,4481,2491,542,622,151,1494,372,134,148,21,1435,68583,60045,4708,2644,562,778,104,50176,46135,2124,1293,241,425,39,0,0,50125,46735,1291,1143,207,707,55,1079,154,89,15,0,52828,46489,2918,1460,418,1367,61,52828,46489,2918,1185,285,140,15,139,1657,50795,47105,1481,1393,219,479,90,0,0,0,0,0,51275,47275,1759,1463,201,459,65,1184,109,82,65,53048,48312,2221,1598,200,512,52,1101,140,48,52,24164,8887,14665,21723,7521,14202,23437,5380,17211,19842,6493,12997,19916,5648,14111,22777,5739,16673,27902,6067,21456,26501,5402,20473,29946,5752,23909,29065,5822,22603,27805,5285,21959
44,44,53898,49511,1565,2099,418,366,64,0,0,64725,58267,2492,2201,1013,775,110,0,0,71164,60507,3589,3637,1388,1786,78,67008,59558,2673,2510,1144,745,106,2064,753,200,9,25,1725,70226,61542,2909,3104,1234,696,148,39692,36870,939,1365,255,285,40,0,0,47392,44114,754,1476,500,544,20,1239,365,169,35,0,53852,46801,2285,2368,907,1266,56,53852,46801,2285,2059,679,133,20,107,1768,49005,45066,902,1880,550,517,10,0,0,0,0,0,52253,47563,1055,2259,719,532,55,2093,568,114,55,55051,49468,1772,2417,736,480,67,2317,466,75,67,20872,6439,14082,19378,5120,14258,22539,4982,16614,20659,6808,13595,20669,5910,14575,24151,6345,17426,31239,7852,22887,29879,6789,22450,35152,8353,26431,34290,8252,25287,32429,7607,24822
45,45,59918,52441,2077,3816,1190,511,91,0,0,65558,55449,3035,5466,1384,324,115,0,0,67970,53360,4513,6259,1821,1788,154,66591,55262,3365,6069,1221,428,140,5529,973,63,10,7,1385,69172,56895,3251,6229,1556,493,130,44849,40030,1273,2450,773,369,49,0,0,48991,43221,1171,3629,723,247,12,3556,628,109,18,0,52029,42092,2893,4217,1243,1325,111,52029,42092,2893,3814,947,125,56,140,1962,50634,44014,1326,4375,694,357,10,0,0,0,0,0,52256,45375,1136,4653,796,369,15,4443,658,63,15,52370,44708,1583,4817,870,430,17,4531,635,45,17,26739,8104,18329,25740,7123,18617,27441,7248,18856,25120,9525,15359,25099,8437,16518,28273,9123,18701,34353,11281,22509,32967,9836,22464,33980,10926,22633,33274,10648,21936,31553,9972,21581
46,46,56333,48322,2281,4801,547,460,47,0,0,66642,55854,2861,6480,1025,581,69,0,0,72506,58234,4562,6661,1117,1810,69,67124,54906,3324,6922,1266,573,82,5355,955,112,0,324,2152,72885,59823,3655,6712,1327,641,18,42718,37418,1345,3290,372,340,28,0,0,50708,44508,1021,4373,390,318,0,4272,346,109,131,0,55911,46189,2859,4543,759,1393,53,55911,46189,2859,4107,571,188,19,176,1802,50603,44024,999,4567,541,361,0,0,0,0,0,0,55205,48320,1082,4547,764,384,0,3912,667,24,0,58519,50237,1608,5081,996,405,10,4315,833,28,10,24350,8088,15837,22108,6723,15385,25760,6624,17848,24148,8192,15557,24144,7047,16795,27647,7671,19367,34618,9107,24746,33676,8224,24551,38981,10090,28458,38320,9911,27562,37409,9239,27217
47,47,66499,60860,2120,2364,607,638,53,0,0,68552,60386,2549,2830,802,1865,42,0,0,71418,61603,3434,3146,938,2139,67,69395,60841,2751,3112,864,1836,125,2185,738,145,13,201,2521,71630,63215,3246,3092,921,899,168,50471,46936,1199,1467,408,496,33,0,0,51429,47114,721,1800,396,1402,10,1657,339,111,14,0,55368,48854,2100,1972,647,1624,37,55368,48854,2100,1630,501,146,17,117,2003,52039,47649,886,1843,325,1337,14,0,0,0,0,0,53764,49609,1278,1846,360,629,29,1610,299,35,29,55377,50139,1726,2082,560,786,10,1816,485,22,10,25573,9103,15813,22959,7439,15520,24734,5742,18053,20784,6673,13702,20763,5874,14527,24271,6109,17573,30136,6693,22685,28916,6103,21980,31260,6388,24508,30510,6388,23394,29568,5941,22601
48,48,57172,44275,2856,7708,2094,490,80,0,0,65301,48916,3576,10530,2158,389,4,0,0,70958,49271,5395,11797,2993,1585,109,67455,49367,4374,11538,2243,394,4,10140,1698,216,0,106,1552,71896,50715,6068,12282,2786,640,353,44079,34951,1862,5531,1475,352,53,0,0,49567,38932,1406,7961,1005,297,0,7400,935,141,15,0,54916,39316,3547,8546,2262,1174,72,54916,39316,3547,7879,1904,164,28,228,1850,50260,38434,1656,8424,1386,292,0,0,0,0,0,0,54465,40696,2331,9093,1721,451,0,8578,1503,170,0,53763,39063,3020,9168,1735,482,94,8718,1336,89,94,23050,9337,13340,22686,8256,14430,24590,7954,15274,22374,9854,12273,22318,8724,13405,25534,9751,15271,31712,12267,18775,30301,11035,18516,32016,11523,20040,31480,11275,19505,30019,10487,18501
49,49,54092,40909,4024,6645,2239,506,71,0,0,63212,44491,6901,9448,2365,564,168,0,0,67000,40407,9728,11761,3921,1646,139,64419,44728,6734,10673,2223,557,147,8976,1789,212,37,52,1880,67847,43067,8198,13118,3116,737,259,38867,30584,2391,4195,1459,365,47,0,0,43772,33899,2023,6195,1285,329,0,5915,1168,125,52,0,49016,31365,6112,7855,2630,1215,91,49016,31365,6112,7178,2259,91,47,204,1760,44995,34280,1845,7071,1172,357,0,0,0,0,0,0,46385,33403,2073,8370,1732,475,10,7880,1540,35,10,47692,31926,3251,9768,1967,337,34,8778,1746,53,34,20068,7718,12035,18599,6688,11911,20402,7091,12131,18248,8693,9316,18230,7953,10137,21075,8881,11722,26347,11395,14391,25323,10361,14152,28228,11317,16491,27703,11091,15891,26137,10221,14922
50,50,58306,45122,2847,7266,2723,462,84,0,0,65561,47215,3478,10673,3600,382,329,0,0,66496,47037,5660,8580,3636,1561,123,65730,47361,3793,11146,3051,380,241,9903,2728,43,38,59,1814,66874,47219,4425,11354,3239,778,71,46971,37540,1897,5247,1966,364,63,0,0,49800,39030,1221,7189,1917,233,49,6927,1736,61,159,0,54833,40439,3815,6415,2809,1256,90,54833,40439,3815,5831,2352,82,40,237,2037,50846,40071,1492,7234,1620,291,40,0,0,0,0,0,51846,40382,1965,7339,1496,511,0,6901,1269,5,0,51348,38973,2624,6879,1940,550,4,6441,1639,11,4,27812,12586,14848,25606,11494,14112,26643,12108,12930,28096,15928,11933,28260,14125,13087,29383,14856,13604,33108,17111,15063,32259,15764,15546,32691,16729,15290,32160,16585,14931,31369,16066,14381
51,51,59722,37664,4737,15921,1094,639,85,0,0,65486,43986,5846,13989,1321,544,187,0,0,73097,49895,7408,12024,2317,1701,83,68762,45482,6453,14390,1836,703,182,13357,1179,125,37,151,1986,72776,49045,6463,13658,2658,825,64,48801,32796,3153,11743,800,511,61,0,0,52631,39019,1743,10415,800,459,17,10124,668,114,217,0,63110,44869,5341,9627,1924,1439,59,63110,44869,5341,8798,1385,110,15,240,2352,55322,41660,2106,9596,1122,582,22,0,0,0,0,0,59336,45350,2454,9401,1443,618,16,9004,1060,72,16,60190,44991,3681,9610,1446,836,20,8896,915,18,20,26540,17130,8929,23739,15605,8134,26713,17537,7348,31042,23773,7018,31196,21659,8072,31709,22334,8344,35816,25442,9380,34907,23984,10034,35896,24240,10888,35432,24285,10418,34430,23626,10592
52,52,62603,29599,10505,20446,1960,627,183,0,0,66598,29481,11493,22820,2113,751,133,0,0,73215,29442,17002,23765,2322,1701,117,68043,30955,11093,24033,1703,454,58,22470,1150,14,23,430,1908,70099,30133,10674,25852,3370,702,309,47746,24623,6845,14732,1371,451,127,0,0,42926,22731,2449,16297,1032,319,4,15815,737,34,101,0,55851,24459,11156,17907,1714,1304,82,55851,24459,11156,16860,1376,102,27,252,1619,45104,24444,2780,16561,913,282,25,0,0,0,0,0,45691,24295,2229,17355,1288,357,29,16904,909,22,29,44984,22917,3432,16948,1106,400,51,16385,689,20,51,21639,13902,7494,19560,13119,6441,19676,12915,5783,20722,15625,4917,20725,13858,5360,21540,14781,5779,24234,16671,6670,23365,15724,6646,20290,13664,6248,19702,13341,5907,18883,12794,5571
53,53,61768,35143,10955,11403,4261,627,74,0,0,70869,39364,11708,13299,6106,523,34,0,0,73123,35319,16910,12982,7074,1664,140,69858,38336,11563,13272,6278,608,28,11485,5548,78,0,193,2657,69066,38471,11697,13208,5361,526,106,47341,29346,6894,8027,2978,436,51,0,0,44546,31128,2311,8943,1861,221,0,8799,1568,111,128,0,56077,29546,11099,9619,5035,1304,100,56077,29546,11099,8878,4357,98,17,216,1866,44088,30271,2637,8876,2126,238,0,0,0,0,0,0,44984,30922,2644,9003,2041,146,40,8881,1697,18,40,46907,29570,4127,9888,2681,212,48,9305,2212,70,48,23200,12284,10581,21417,11192,10225,21503,11747,7955,23702,16136,7303,23848,14181,8438,24267,14809,8435,26917,16977,9024,26148,15645,9490,22854,13766,8556,22383,13668,8127,21710,13157,7736
54,54,66070,21922,4381,38850,826,510,118,0,0,71393,20812,6419,42423,856,588,108,0,0,71389,20416,7824,41345,1162,1331,112,70993,21758,6403,40755,903,772,65,39192,720,121,43,658,2103,73245,22446,7630,40144,1442,891,186,49890,18852,2758,27555,566,397,71,0,0,51769,18392,1199,31156,508,473,69,30881,393,228,23,0,55439,18005,5014,30894,897,1035,76,55439,18005,5014,29921,656,140,26,226,1451,52591,18530,1372,32004,514,585,51,0,0,0,0,0,53711,19099,1817,31746,643,624,75,30986,464,99,75,51298,18607,1977,29394,914,532,33,28390,689,59,33,28364,22545,5528,25510,21058,4452,25854,20274,4632,28715,24188,4263,28739,21314,4799,28997,22624,4898,31662,25002,5456,30494,23688,5517,28815,22819,5438,28168,22145,5414,27591,22036,5092
55,55,65179,24891,16155,20715,3506,678,167,0,0,73236,27007,17199,23794,5061,614,263,0,0,73264,21850,23443,22665,4995,1756,137,73284,25206,18648,24603,4446,512,371,23227,3505,72,97,209,2312,73018,23248,19961,25083,4309,786,121,48552,20785,10352,14883,2520,477,109,0,0,41575,20005,3577,15960,1536,379,30,15803,1275,142,82,0,54216,18210,15192,16920,3537,1349,91,54216,18210,15192,15868,3035,98,23,186,1604,39849,18529,3274,16140,1429,290,50,0,0,0,0,0,39685,18169,3650,15488,1963,314,15,15084,1796,109,15,39904,16536,4692,15814,2297,281,60,15296,1955,50,60,18602,13161,5200,16861,12300,4561,16687,11929,3885,16343,13027,3126,16287,11332,3456,17666,12851,3864,20698,15224,4624,19970,14389,4614,17649,12344,4921,17123,12124,4566,16629,11749,4300
56,56,61225,50128,2328,5284,3180,454,65,0,0,67019,53188,3064,5297,5135,517,141,0,0,72841,57439,3877,4935,5431,1008,92,68995,54029,2728,5615,5967,412,139,5037,5030,38,17,102,2008,71863,56423,2799,5876,5502,657,115,53221,44313,1788,4189,2674,370,54,0,0,55283,46515,1449,4561,2280,367,0,4202,1957,31,114,0,64280,51248,3119,4127,4730,855,81,64280,51248,3119,3593,3943,104,14,221,2038,56928,47482,1581,4329,3042,291,19,0,0,0,0,0,59029,49452,1461,4604,3137,411,44,4264,2773,8,44,57853,48398,2158,4055,2890,415,46,3600,2419,29,46,30513,17911,12192,26737,14692,12045,28999,17641,8900,15660,11489,4072,15780,10222,5124,24430,15750,7935,35747,23707,11262,35226,21337,13185,34409,21961,11803,34275,21832,11873,33827,21282,11559
57,57,55183,49153,1335,3154,1096,547,65,0,0,67380,57843,2917,4129,1972,766,52,0,0,72464,58332,3653,5458,3090,1586,120,70545,60086,2964,4314,1879,633,42,3959,1584,179,22,594,1150,73332,59982,3774,5696,2264,751,25,40841,36917,812,2113,654,388,35,0,0,48718,43515,1112,2746,752,472,25,2711,669,197,103,0,54732,45279,2301,3758,1985,1165,68,54732,45279,2301,3359,1628,133,14,188,1830,51403,45891,1358,3082,581,455,20,0,0,0,0,0,52853,45973,1433,4078,911,492,0,3964,734,43,0,55519,47621,1917,4311,1137,508,18,4131,858,14,18,25869,7462,18055,28108,7794,20314,29887,7542,20725,27939,10977,16583,27955,9704,17966,31546,10393,20457,38338,12867,24499,37577,11579,25009,40810,13459,26823,40384,13339,26243,39527,12541,25692
58,58,62701,13378,3092,45479,874,593,97,0,0,66842,18533,3956,42656,1238,510,179,0,0,67755,20568,5511,39603,1550,1154,106,65308,18981,3788,40614,1541,507,131,39498,1052,109,130,144,1615,68221,21793,4007,40249,1718,547,97,46351,11934,2016,31710,715,445,64,0,0,47478,16159,1042,29102,698,369,95,28750,603,111,133,0,52901,18754,3692,28549,1334,909,82,52901,18754,3692,27433,1003,129,28,227,1635,47617,15618,1202,29378,899,332,89,0,0,0,0,0,50927,18564,1522,29194,960,309,79,28726,645,71,79,52262,20804,2020,27820,957,409,45,26873,576,52,45,23130,21189,1622,20472,18529,1943,18572,15800,1803,20159,18168,1789,20134,15948,2218,21410,17736,2660,25936,20887,3991,25052,19587,4459,23177,17739,4930,22692,17179,4963,22306,17025,4850
59,59,62195,52977,1710,4556,2730,336,40,0,0,67104,56610,1636,5653,2709,556,52,0,0,71515,58509,3110,4932,3767,1148,103,69159,58103,2005,5455,2993,489,59,4875,2186,219,14,96,1644,72069,59667,2396,6224,3067,471,31,48447,42063,1175,3102,1919,243,31,0,0,51456,44857,750,4221,1240,295,0,4144,974,166,83,0,56698,47276,2121,3550,2769,887,79,56698,47276,2121,3161,2287,86,7,159,1601,53188,46801,1041,3532,1409,335,0,0,0,0,0,0,55619,48108,1290,4270,1592,268,0,4148,1050,54,0,52670,45676,1937,3193,1526,336,9,2983,1043,92,9,36253,14936,20939,34423,13345,21078,36724,16391,17896,29566,16457,12945,29787,14417,14658,34693,16795,17032,41675,20916,19864,41082,18222,22083,42038,21096,20059,41804,20835,20281,40867,20328,19096
60,60,66892,49044,4406,10989,2079,770,114,0,0,73403,50202,5524,15076,2082,504,130,0,0,73189,46360,7374,14983,2898,1857,132,70408,46571,4452,16466,2147,625,33,15444,1794,64,4,284,1793,72555,45920,5185,18317,2310,908,48,52954,40867,2791,7381,1552,567,69,0,0,55366,41674,1657,10817,742,367,3,10443,629,105,152,0,59413,40268,4962,10556,2179,1477,103,59413,40268,4962,9650,1763,175,33,256,2306,53162,38724,1624,11426,777,490,3,0,0,0,0,0,55387,38719,2073,12715,1138,592,0,12281,1015,4,0,54538,37413,2840,12642,1126,520,0,11812,845,20,0,28727,12773,15574,26255,11727,14528,27697,12522,13418,29634,17346,11972,29772,15385,13074,30478,15845,13568,33726,17766,14884,32819,16632,15090,32217,17504,14123,31662,17318,13644,30723,16588,13455
61,61,61446,54734,1800,1834,2777,298,46,0,0,69372,58562,2465,2629,5154,613,115,0,0,72273,59186,2992,2687,6075,1024,105,71033,58661,2809,2721,6115,658,257,2191,5385,27,5,66,1889,71946,58798,3055,3223,5996,468,279,44419,40083,1123,1219,1788,195,25,0,0,48957,43977,1021,1838,1739,271,10,1748,1477,10,83,0,54524,45698,2027,1866,3959,734,58,54524,45698,2027,1564,3624,78,19,185,1329,50300,44134,1326,2064,2131,413,0,0,0,0,0,0,51936,45130,1695,2475,2094,244,0,2081,1867,29,0,51390,44838,1941,2194,1988,233,0,1799,1580,52,0,35157,10017,24816,39826,9845,29981,35597,10929,22356,34613,14631,19803,34692,11839,22076,37430,13341,23225,42870,16625,25557,42519,14221,27520,41556,15062,25755,41574,14746,26109,40914,14243,25390
62,62,67433,54679,5575,6280,568,581,95,0,0,70390,55704,6555,6926,363,771,113,0,0,73200,55792,8292,6708,709,1967,107,71803,56841,6851,6470,786,742,114,5535,324,249,21,332,1650,73377,57378,7222,6994,730,1320,37,50362,42127,3228,4331,371,425,56,0,0,51311,44059,1992,4516,108,568,20,4399,79,241,75,0,55782,44449,4902,4588,476,1414,67,55782,44449,4902,4141,351,161,14,117,1647,52591,44882,2153,4564,407,521,24,0,0,0,0,0,53699,45450,2144,5066,464,594,4,4518,187,131,4,54124,45756,2358,5069,309,597,5,4287,189,47,5,25107,8052,16470,22261,6395,15866,24615,5358,18476,20614,5940,14394,20603,5174,15132,24022,5641,17966,29956,6701,22715,28568,5813,22120,31147,6232,24586,30316,6040,23627,28884,5329,22716
63,63,40707,35084,1208,1875,2329,277,30,0,0,56082,46640,2091,2566,4481,281,103,0,0,68077,53865,2976,3339,6386,1048,102,59164,48576,2064,2546,5029,302,96,1988,4495,52,44,412,1542,68840,55271,2895,2844,6242,478,25,28117,24631,732,1175,1416,188,21,0,0,37622,32850,1057,1789,1644,245,0,1584,1495,50,74,0,47513,38523,1789,2158,3990,722,51,47513,38523,1789,1849,3623,53,20,163,1493,38518,34312,929,1785,1313,240,0,0,0,0,0,0,45497,39790,1377,1947,2108,236,0,1656,1885,14,0,50408,43474,1493,2175,3108,178,0,1862,2647,28,0,20363,5834,14306,22002,5584,16418,26534,7639,17256,27548,11027,16340,27606,9105,17853,30859,10383,19756,38284,13692,24021,37916,11723,25287,42690,13674,28290,42507,13424,28370,41896,12750,27805
64,64,56720,44250,3137,8460,548,504,56,0,0,64362,49546,4170,9342,877,692,54,0,0,73250,53440,6416,10353,1180,1725,106,67567,51291,4907,10244,860,854,32,8464,680,107,9,117,1989,74192,55972,5864,10909,1029,993,52,42997,34724,1901,5733,371,360,37,0,0,47807,38674,1655,6569,372,466,10,6356,283,130,39,0,56365,42823,4021,7295,835,1270,58,56365,42823,4021,6769,601,148,19,179,1805,49884,40238,1677,7060,374,471,10,0,0,0,0,0,55420,44650,2231,7469,550,465,0,6917,422,190,0,57484,45807,2981,7297,837,441,0,6579,621,96,0,24405,9629,14384,22104,8329,13775,25376,7529,16655,23397,9353,13741,23520,8361,14945,26935,9107,17364,33417,10894,21922,32922,10251,22025,36621,10526,25673,36307,10434,25209,35756,10214,24078
65,65,56623,47755,3850,3802,930,362,53,0,0,67140,56233,4610,4615,1310,407,40,0,0,71089,57958,5574,3942,1908,1397,93,67577,57280,4325,4156,1303,430,41,3568,860,69,0,227,1244,71485,59422,4558,4865,2308,677,103,41157,35338,2396,2660,560,252,29,0,0,48347,42676,1562,3204,551,284,0,3074,454,75,71,0,53272,44508,3537,2833,1170,1002,54,53272,44508,3537,2543,930,101,17,201,1435,49131,43544,1531,3049,580,273,0,0,0,0,0,0,52551,46139,1770,3132,1088,307,0,2971,828,8,0,54260,47694,2318,2836,725,351,9,2597,424,15,9,27429,8986,18050,28781,8594,20187,30727,9085,19543,30278,12147,17887,30384,9708,19729,33258,11110,21269,39545,13863,24989,39054,12130,26049,41550,13322,27576,41297,13031,27536,40728,12509,27357
66,66,66283,56159,3903,5324,474,542,57,0,0,70282,58518,4873,5856,564,907,73,0,0,72803,57049,6878,6142,807,1876,94,70982,58524,5040,5888,619,946,71,5103,462,184,39,229,1401,73297,59633,5636,6167,707,1192,12,49241,42493,2445,3646,311,403,41,0,0,51385,45645,1053,3953,311,460,44,3794,263,165,10,0,55560,45026,4227,4204,535,1454,58,55560,45026,4227,3818,336,120,21,158,1854,52280,46105,1293,4018,345,533,39,0,0,0,0,0,54165,47450,1605,4250,461,542,4,4019,403,71,4,54895,47283,2202,4432,448,467,7,4217,335,29,7,27678,9318,17903,25884,8267,17617,27113,6637,19410,24109,8311,15501,24158,7177,16816,27439,7546,19460,33715,8692,24536,32172,7530,23877,35070,8428,26260,34294,8322,25146,32826,8254,23808
67,67,57955,34453,5000,16418,2069,957,385,0,0,66364,36313,7106,20159,2343,988,894,0,0,73358,37911,8173,23010,3019,2124,635,68606,38420,7564,19724,2240,1430,1005,16834,1261,339,408,387,3392,74300,40223,8675,22886,2506,1717,965,41510,26084,3027,10816,1365,601,206,0,0,48211,28218,4088,13553,1353,584,317,13100,1016,279,257,0,54193,29614,5221,16003,2111,1492,374,54193,29614,5221,14421,1410,195,192,261,2879,49108,29354,4075,13183,1355,817,285,0,0,0,0,0,52548,30806,4882,14921,1070,878,85,14173,718,229,85,55174,32255,5647,15434,1001,561,150,14290,728,73,150,17178,9215,7742,17459,9180,8279,17233,7951,8048,14977,8723,5922,14907,8095,6411,17818,9251,7915,23217,12018,10462,21879,10695,10272,24082,11622,12057,23159,10842,11584,22772,10643,11363
68,68,53695,43699,2427,5867,1441,603,158,0,0,65584,51554,3795,8155,2336,844,364,0,0,73358,53833,5224,9619,2962,1926,445,66636,51583,4093,8283,2658,762,540,6758,1834,93,51,35,2190,76206,57508,4677,10301,3378,1103,656,39905,33261,1476,3922,962,395,86,0,0,47122,38254,2143,4905,998,363,49,4765,723,98,413,0,53789,40850,3179,6434,1897,1352,223,53789,40850,3179,5612,1315,170,107,228,2328,47966,38903,2301,4832,1053,310,49,0,0,0,0,0,54576,43567,2295,6257,1628,423,20,5701,1418,113,20,56375,43021,2659,8044,1772,535,11,7109,1453,76,11,22850,8284,14267,21817,7588,14229,24731,7294,16122,23465,9290,13755,23441,8241,14871,26508,8944,16965,33071,11092,21280,31440,9628,20950,36163,11879,23806,35205,11315,23102,34774,11037,22949
69,69,63701,58234,1577,2975,315,648,36,0,0,64696,58024,1970,3360,656,813,20,0,0,66449,58458,2575,2960,514,1767,68,65546,58627,2000,3604,760,802,18,2805,574,324,9,56,1158,65976,59230,2258,3183,536,980,17,48412,44681,945,2130,200,488,25,0,0,49747,45787,851,2361,239,472,4,2180,175,245,34,0,51930,46216,1705,2121,362,1341,44,51930,46216,1705,1815,224,170,6,117,1677,50792,46390,1075,2402,274,566,10,0,0,0,0,0,51089,46891,1339,1963,207,532,10,1734,189,155,10,52631,48237,1317,1912,175,799,4,1631,144,125,4,23464,9258,13590,20931,7324,13607,22214,5162,16240,19715,6469,12939,19716,5682,13886,22650,5825,16438,28181,6278,21399,27072,5729,20595,29351,5895,23196,28803,5912,22271,28389,5990,21740
