ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC3_Total,E_22_SC3_Dem,E_22_SC3_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC6_Total,E_24_SC6_Dem,E_24_SC6_Rep
54,54,70674,50646,8899,9885,951,769,57,0,0,78064,55963,9690,10049,1593,837,150,0,0,83475,58178,11263,10062,2276,1949,113,79762,57303,9815,10424,1721,932,62,9037,1199,139,0,1932,84203,59878,10502,10458,2081,685,36,55074,41261,5307,7614,642,526,35,0,0,57821,46584,2171,7747,912,359,45,7303,739,87,45,70,0,66342,48601,7032,7695,1622,1417,69,66342,48601,7032,7026,1350,185,21,1898,59313,47652,2475,7754,962,392,0,0,0,0,0,62855,50497,2526,8093,1173,521,0,7719,849,110,0,64654,50863,3564,8033,1519,632,71,7740,1275,52,71,36151,19037,16571,38077,19318,18759,29830,15644,13275,43157,21974,19420,42978,21423,20287,43159,23159,19215,42174,22997,19177,41594,22451,19143,42454,21182,20284,41898,23686,18212,41609,21486,20123,49031,25853,22270,52346,27826,23857,52044,26735,23545,52257,29317,22432,51399,27879,23520,50900,28153,22747,51452,26946,24506,51125,28218,22907,50731,26115,24616,48936,26188,21910,41984,23153,18086,41806,22982,18824,41706,23264,18442,41791,23322,18469,52149,28789,22440,56161,30030,25322,55110,33554,19194,55366,31194,24172,54679,28785,24409,55267,30274,23762,54820,31080,23740,54567,28782,25785,54393,28210,24741,54836,30295,24541
55,55,86218,47623,11600,25964,726,898,46,0,0,87730,48446,12634,25658,1075,730,15,0,0,82927,44798,13292,22696,930,1946,97,88243,48975,12934,25274,911,757,16,23882,702,119,10,1432,83998,45361,13643,23504,887,2041,12,64113,37896,6948,18496,487,610,36,0,0,62592,39739,3092,18769,477,474,10,18396,443,156,10,126,0,63977,36904,8298,17116,655,1342,71,63977,36904,8298,16327,487,257,10,1470,63330,39996,3542,18711,514,490,14,0,0,0,0,59720,37346,3697,17458,475,702,8,17046,388,104,8,62094,37734,5257,17542,745,1029,16,17024,642,143,16,33577,16342,16758,34822,17347,17475,20966,9877,10308,35384,14852,19545,34847,14484,19121,35067,14953,19545,34097,16040,18057,33562,15722,17840,34410,14193,19512,33671,16508,17163,33606,15274,18332,37860,15636,21528,39572,15814,23347,39218,15416,22273,39484,16770,22227,38794,16565,22229,38543,16275,22268,38820,15727,23093,38739,16575,22164,38437,15347,23090,36445,14793,21073,25616,8803,16323,25523,8694,16829,25478,8790,16688,25472,8840,16632,37220,14578,22030,40052,14679,25011,39351,16470,21193,39346,15605,23741,38840,14649,23267,39307,15208,23035,39151,15451,23700,38913,14614,24299,39260,14725,24535,38930,15231,23699
56,56,78019,54121,6489,8744,8314,749,80,0,0,84149,57259,5346,10755,10712,599,64,0,0,85142,53312,7758,10008,12810,1404,120,85542,57193,5578,11510,11102,699,214,10305,9322,174,0,2775,83240,54218,6021,11111,11061,1169,220,63228,45545,4578,6719,6053,555,56,0,0,63164,47634,2630,7610,4826,402,6,7194,4295,200,6,173,0,69744,45289,5640,7846,9895,1060,91,69744,45289,5640,6795,8854,160,19,2649,64600,47694,2923,8228,5117,504,0,0,0,0,0,62815,45812,2984,7897,5370,670,0,7408,4980,293,0,64625,45689,3890,8712,5673,631,15,8126,5267,247,15,45115,36071,8509,44437,35555,8882,30597,25295,4678,49211,40474,6349,48853,38935,8871,48924,41116,6957,47541,39589,7952,46592,36636,9956,47767,37761,8525,46940,39072,7868,46662,37133,9529,46695,39181,6551,45822,39353,5792,45553,37797,6624,45657,39753,5402,45026,38697,6329,44612,38409,6203,45029,38246,6783,44738,38559,6179,44465,36614,7851,44524,37910,5747,35926,31349,3946,35780,31449,4331,35751,31450,4301,35720,31428,4292,44622,38422,5426,47236,40024,6270,46671,41544,3796,46344,40391,5953,45955,38458,6287,46368,39798,5809,45989,40040,5949,45785,38097,7688,46382,39562,6063,46019,39809,6210
57,57,84721,44121,5658,30890,3958,1005,108,0,0,88836,43763,6438,34335,3905,1221,37,0,0,90259,40658,7591,36048,5342,1880,81,88736,40873,6976,35923,4297,1376,51,33615,3791,233,5,2536,88738,40061,7528,36000,4944,1685,19,63503,36025,3445,21288,2588,639,65,0,0,63370,36343,2271,22906,1457,462,8,22391,1317,144,8,136,0,69599,34543,4753,25818,3790,1367,64,69599,34543,4753,24210,3442,229,12,2135,63242,34782,2597,23754,1824,564,9,0,0,0,0,63281,33490,3029,23963,2455,543,10,23156,2219,75,10,65663,33462,3461,25471,2659,661,4,24458,2456,45,4,43142,26688,16050,44290,27193,17097,30062,18287,11109,44525,28294,14365,44150,27136,15816,44252,29424,13960,43249,28633,14616,42732,27624,15108,43507,26900,15444,42858,28658,14200,42532,26489,16043,47556,31329,15202,49612,33296,15603,49188,31753,15614,49282,34462,14083,48700,33028,15672,48142,33093,15049,48823,32281,16542,48355,33303,15052,48153,31446,16707,45747,30441,14371,33413,21825,10862,33374,22101,10943,33254,21659,11595,33181,21683,11498,45941,31366,13606,48441,32360,15255,47523,35358,10084,47626,33522,14104,47100,31175,14696,47603,32542,13794,47235,33040,14195,47040,31197,15843,47411,31267,16144,47185,32365,14820
58,58,82483,25031,8584,44126,4702,1312,148,0,0,92128,25933,9757,48477,7742,1709,82,0,0,90051,22351,13163,48201,5985,2331,182,92936,25179,8934,49587,8315,1335,80,46869,7839,464,15,2665,93706,22656,10083,52570,8046,1183,180,61551,21133,5292,31623,3297,864,84,0,0,63833,22192,2666,34373,3586,813,17,33490,3464,542,17,285,0,69130,19255,8502,36425,4457,1705,132,69130,19255,8502,34376,4060,346,46,2245,64198,20856,2711,35835,3778,776,10,0,0,0,0,66131,19876,3609,38204,3629,650,0,37205,3339,236,0,63762,18658,4303,36470,3725,562,5,35299,3519,187,5,37216,28231,8682,38627,29844,8783,23920,18054,5373,39422,29562,8589,38975,28945,8934,39081,29871,8431,38329,29808,8521,38080,29580,8500,38541,28683,8738,38146,30132,8014,37934,28911,9023,40849,31174,8852,42118,32068,9517,41726,31130,8865,41782,32826,8232,41453,32359,9094,41211,32202,9009,41581,32023,9558,41288,32518,8770,41178,31081,10097,38381,29316,8337,24007,17970,5537,23956,18196,5505,23852,17947,5905,23809,17854,5955,37526,28512,8256,39544,29260,9576,38990,30260,7149,38872,30186,8686,38652,29163,8523,38983,29579,8188,38633,30046,8587,38624,29312,9312,36875,22430,9975,38649,29671,8978
59,59,76691,56820,3834,13850,1745,866,72,0,0,82831,55841,5354,18921,2308,1235,175,0,0,90829,57239,6357,22586,3082,2287,92,83988,56167,5960,18778,2850,861,11,17659,2541,76,0,1516,89674,57996,6313,22605,2409,2005,18,59024,45521,2236,9738,1159,602,47,0,0,62274,44857,1728,14247,1075,609,8,13740,1057,118,8,47,0,71067,47493,4000,16030,2164,1669,72,71067,47493,4000,14962,1855,302,24,2169,63687,46871,1866,13241,1358,491,0,0,0,0,0,68353,48875,2491,14865,1229,928,0,14242,1087,102,0,69574,47145,3139,16120,1847,925,59,15671,1694,114,59,40002,15486,24002,42127,16015,26112,29245,11161,17291,45208,17088,26511,44857,16689,26703,45023,18892,25202,43980,18458,25522,43351,17885,25466,44237,16490,26586,43447,18974,24473,43169,16663,26506,50881,21731,28138,54317,23604,29969,53869,22945,28621,54006,25574,27698,53251,24198,29053,52682,24215,28467,53486,23066,30420,52906,24563,28343,52742,23176,29566,49910,21656,27313,38792,16328,21637,38762,16722,21627,38643,16352,22291,38593,16316,22277,52491,24085,27302,56935,25238,30860,55824,29343,23738,55869,26992,28877,55233,24572,29194,55848,26006,28262,55354,26607,28747,55199,24636,30563,54957,22108,30038,55290,25773,29517
60,60,84835,39431,7488,32115,5612,1063,116,0,0,90193,36802,9269,37214,6915,1194,228,0,0,90340,36521,10876,33864,8143,1969,142,89927,37921,9886,36426,5947,1053,407,33935,5453,410,13,2099,90372,38328,10617,34217,7257,1394,352,63808,32842,4573,22379,3766,754,67,0,0,62512,30519,2792,25972,2468,640,28,25532,2403,333,28,174,0,70183,31703,7024,24718,5769,1434,94,70183,31703,7024,23397,5415,290,31,1814,63929,31461,3204,26368,2078,630,23,0,0,0,0,65195,32571,3614,25132,2821,672,34,24602,2635,231,34,65503,30855,4359,25874,3551,607,5,24888,3318,119,5,35738,21777,13614,36723,22435,14288,22562,12886,9078,36864,22253,13236,36317,21272,13783,36423,22776,12739,35496,22403,13093,35100,21879,13221,35685,21078,13487,35157,22512,12645,34903,21111,13792,39149,24575,13667,40888,25942,14315,40465,24879,13802,40521,26984,12785,40013,25981,14032,39669,25997,13672,40077,25348,14729,39763,26210,13553,39653,24885,14768,37176,23485,12898,24317,14816,8960,24255,15098,8905,24173,14726,9447,24123,14738,9385,36897,23490,12528,39310,24049,14491,38363,26058,10196,38366,25113,13253,37993,23474,13317,38387,24275,12759,38040,24712,13328,37949,23514,14435,31841,0,15492,38018,24289,13729
61,61,81341,39971,5395,33827,2194,1020,133,0,0,87874,41531,6466,36955,2521,1181,291,0,0,90183,38196,8181,40452,2965,1873,123,88071,40363,7415,38094,2212,1236,237,36056,1739,437,96,1784,87342,38141,7472,38998,2406,1168,52,67163,34800,3658,26929,1696,764,101,0,0,67887,35441,2222,28690,889,562,14,28007,748,351,14,247,0,74833,33461,5798,32792,2319,1384,84,74833,33461,5798,30908,1887,203,31,2229,67881,34531,2597,29140,930,619,20,0,0,0,0,66848,32618,3050,29296,1292,644,4,28624,1103,304,4,69487,34385,3803,29284,1405,729,9,28255,1086,120,9,44358,32600,11345,45688,34175,11513,27060,19065,7412,44957,33355,9702,44477,32174,11135,44555,34077,9584,43485,33280,10205,43013,32377,10636,43684,31576,10699,43034,33286,9748,42644,31195,11449,43658,32971,9719,43554,33461,9414,43239,31882,9712,43244,33904,8606,42799,33102,9697,42386,33137,9249,42942,32668,10274,42538,33325,9213,42342,31406,10936,40915,31073,8986,27889,20729,6483,27812,21015,6478,27684,20640,7044,27659,20704,6955,40906,31804,8258,44178,34025,9292,43449,35765,5955,43404,34786,8618,42972,32755,8978,43404,33898,8338,43059,34438,8621,42920,32985,9935,39071,21478,10816,43049,33902,9147
62,62,78297,59836,3861,10860,3471,621,81,0,0,86006,61911,4787,12790,5576,999,156,0,0,89637,60675,5984,13956,7431,1761,130,89298,63994,4208,13554,6668,883,135,12324,5972,371,22,2102,89725,62263,4416,14468,7316,701,23,58847,46043,2467,7834,2286,413,47,0,0,62444,48773,1784,9088,2109,625,37,8938,1971,307,37,42,0,68951,48391,3961,10295,5005,1269,94,68951,48391,3961,9422,4578,172,22,2119,64133,49969,1999,9054,2289,512,29,0,0,0,0,64677,49015,2142,9923,2838,444,22,9424,2616,68,22,64569,46987,2808,10617,3288,473,20,9987,3085,46,20,41323,16987,23886,43491,16640,26851,30375,11264,18329,46414,18690,25650,46143,17694,26961,46218,20646,24541,45050,19329,25721,44354,18334,26020,45293,17255,26731,44369,19389,24980,44009,16954,27055,51113,22538,27442,53997,24715,28476,53650,23234,28294,53757,26410,26569,52936,24285,28651,52242,24629,27613,53091,23386,29705,52470,24752,27718,52284,23278,29006,49920,22423,26460,38951,17059,21063,38874,17315,21142,38728,16969,21759,38662,16904,21758,52353,24954,26158,56733,26169,29583,55376,30803,21413,55671,27737,27934,54847,24600,28403,55546,26563,27471,55022,27181,27841,54714,24530,30184,52941,16490,30645,54986,26427,28559
63,63,74443,51393,6268,15181,1357,696,97,0,0,81055,53338,8857,16346,1953,705,97,0,0,83847,52355,9808,18436,2050,1936,133,83655,54698,7890,18274,2101,702,140,16787,1825,129,34,1868,84661,54111,9184,18716,2133,909,71,58518,42268,3708,11338,973,483,69,0,0,60975,44547,2620,12145,1094,506,38,11798,966,159,38,91,0,66864,44134,6334,13836,1527,1406,80,66864,44134,6334,12818,1253,211,40,1835,63132,45561,2570,13213,1206,504,33,0,0,0,0,62994,44835,3053,13330,1247,503,4,12841,1108,78,4,63456,43358,3806,14417,1294,473,38,13815,1160,93,38,33200,14966,17851,34458,14918,19540,23167,9656,12700,36195,15638,19244,35933,14959,19784,36012,16698,18689,35177,16420,18757,34694,16000,18694,35434,14541,19870,34835,16949,17886,34588,15146,19442,40526,18646,21147,43044,19821,22644,42750,19381,21880,42954,21479,21000,42460,20367,22093,42128,20147,21981,42631,19477,23154,42340,20717,21623,42195,19448,22747,39547,18328,20550,29918,13069,16256,29810,12829,16981,29800,13051,16749,29841,13086,16755,41030,19511,20728,44159,20068,23448,43394,23372,17911,43573,21452,22121,43149,19570,22507,43420,20667,21557,43361,21378,21983,43043,19537,23506,43234,18635,22835,43239,20634,22605
64,64,76722,50353,10374,14850,937,1184,69,0,0,82269,51285,11654,17889,1165,1182,75,0,0,87568,50132,14895,19331,1764,2757,115,82489,50119,13263,17158,1250,1181,67,15863,788,296,20,1934,87118,51061,14016,19077,1968,2127,71,57193,39847,5985,10466,619,762,38,0,0,57620,41173,2538,12773,564,566,8,12254,500,264,8,151,0,67105,41203,9296,14042,1212,1995,79,67105,41203,9296,13026,958,278,24,2078,57548,40959,2978,12389,558,550,8,0,0,0,0,62811,42420,4551,13968,869,797,29,13318,682,110,29,64885,42728,5511,14597,1045,798,24,13888,793,204,24,31400,13984,17035,32549,13903,18646,21132,8513,11699,35038,14237,19602,34764,13956,19628,34882,15380,18843,34134,15317,18817,33737,15185,18552,34351,13748,19562,33785,16044,17741,33652,14334,19318,40199,17740,21666,43047,19004,23412,42758,18657,22366,42981,20500,21918,42498,19749,22749,42181,19643,22538,42666,18944,23722,42378,20014,22364,42234,18837,23397,39448,17526,21179,30095,12797,16610,30040,12692,17348,30002,12887,17115,30030,12872,17158,41887,19473,21537,45672,20556,24489,44951,23746,19068,45071,22039,23032,44716,20357,23136,44954,21309,22325,44862,21952,22910,44654,20367,24287,44806,19270,23631,44783,21283,23500
65,65,93640,68741,5159,18577,592,874,103,0,0,91077,65897,5560,18255,730,1059,70,0,0,91096,64218,6086,18444,770,1902,97,91051,65584,5630,18113,753,1088,241,16474,639,314,16,2246,91209,64861,5910,17828,841,1667,746,72852,55142,3049,13821,392,623,60,0,0,70520,53895,1648,13961,396,606,8,13579,341,243,8,79,0,72783,52981,3752,14158,547,1469,63,72783,52981,3752,13360,391,236,28,1856,70675,53900,1752,13909,392,625,12,0,0,0,0,70585,53755,1698,13760,435,737,107,13216,270,103,107,71757,53711,2579,13948,563,824,102,13337,262,115,102,41717,17252,23891,41540,16322,25218,28034,10553,15985,42267,14226,26821,41877,14191,26148,42004,16331,24823,40886,16151,24735,39995,16214,23781,41136,14465,25679,40362,17315,23047,40100,14823,25277,45599,15995,28689,47809,15992,31301,47313,16189,28971,47652,18197,28891,46952,16993,29959,46531,16900,29631,47041,15871,31170,46697,17342,29355,46493,16191,30302,44180,15362,27992,32566,10110,21617,32527,10482,21654,32365,10064,22301,32364,10048,22316,45663,15800,28916,49595,15676,33447,48598,19133,27050,48624,17409,31215,48121,15601,31148,48656,16508,30584,48415,17369,31046,48197,15705,32492,48591,15298,33293,48296,16551,31745
66,66,70691,40835,7351,18703,4009,849,98,0,0,86400,47480,9284,24573,5595,817,38,0,0,88717,44624,11693,26286,5608,1798,151,85327,44344,8876,27924,5289,1324,46,24586,4386,18,15,2851,88945,45328,11182,28119,5082,1530,117,48768,29307,4563,12295,2617,489,59,0,0,58493,35711,3419,15869,3079,255,27,15489,2401,10,27,212,0,65836,34695,7696,18904,3987,1246,97,65836,34695,7696,17381,3440,187,28,2139,59143,34347,4005,17541,2765,463,15,0,0,0,0,61551,35491,4608,17865,2865,542,0,17286,2274,34,0,65640,35568,5221,20530,3634,550,38,19599,3335,83,38,32412,18553,13546,36178,20138,16040,24054,13415,9984,40249,23349,14896,39986,22502,16218,40138,24119,15134,39067,23708,15359,38564,22884,15680,39562,21844,16550,38752,23915,14837,38486,22083,16403,46123,28393,16604,49530,31281,17373,49174,29479,17558,49342,32533,16031,48635,31176,17459,48191,31283,16908,48757,30532,18225,48407,31459,16948,48054,28969,19085,45030,28160,15813,33421,21058,11577,33302,21379,11923,33242,21222,12020,33183,21056,12127,46716,30044,15459,49951,31375,17625,49186,34394,12064,49066,32559,16507,48675,30098,16762,49137,31501,16256,48763,32487,16276,48486,30148,18338,49092,31052,16993,48574,31633,16941
67,67,88378,67748,6092,12463,1714,589,74,0,0,88839,67017,6774,12916,1918,799,27,0,0,88255,65149,7010,12529,1805,1960,83,89273,67163,6907,12908,1985,895,65,11740,1477,188,0,1790,88562,66182,7107,12768,1782,989,55,67900,54172,3336,8976,1089,462,44,0,0,66695,54390,1511,9347,988,474,0,9094,930,154,0,25,0,69441,53204,4276,9285,1235,1482,46,69441,53204,4276,8751,1094,241,11,1759,67110,54680,1643,9374,892,506,0,0,0,0,0,67110,54265,2155,9190,985,515,0,8969,928,148,0,68419,54940,2421,9225,1077,551,127,8955,958,122,127,39896,13788,25471,39413,13091,26322,27229,8750,16796,41460,11245,29096,41090,11462,27672,41312,12823,27713,40178,13510,26668,39301,13497,25804,40472,11092,28409,39561,14665,24896,39444,12575,26869,44559,12585,31057,46788,12456,33869,46271,12424,31632,46642,14482,31644,45517,13584,31933,45362,13361,32001,45771,12312,33459,45431,13885,31546,45136,12400,32736,43261,12087,30418,32310,7830,23761,32149,7703,24446,32141,7918,24223,32154,7890,24264,45267,12701,31694,49785,12871,36473,48790,16141,30119,48958,14538,34420,48335,12898,34122,48894,13809,33699,48673,14147,34526,48442,12883,35559,48700,12994,35706,48417,13708,34709
68,68,64532,52954,3701,5534,2061,433,58,0,0,80154,61572,4902,7990,5474,485,44,0,0,88209,63668,6948,8408,7391,1584,111,81597,60454,6123,9096,5853,658,45,7518,5189,138,13,2038,88355,63785,6975,10000,7137,764,35,42597,35534,2173,3471,1190,295,30,0,0,54003,43011,2492,5497,2595,311,24,5196,2414,103,24,94,0,61549,45843,4307,5674,4467,1048,75,61549,45843,4307,5033,4087,105,31,1895,54259,42320,2998,5822,2735,330,4,0,0,0,0,59117,46001,3097,6108,3579,289,4,5475,3344,36,4,62157,47556,4042,6077,4136,310,0,5282,3858,40,0,29333,9647,19378,33167,10144,23023,21747,6308,14768,39571,12681,24826,39171,11543,26075,39390,13347,25099,38181,12772,25409,37633,11931,25702,38531,10904,26455,37670,12404,25266,37321,10918,26403,47711,17403,29193,52371,20500,31030,51900,18420,31539,52117,21379,30012,51034,19690,31344,50279,19440,30839,50972,18999,31973,50660,19637,31023,50107,18133,31974,47430,17832,28601,37438,13986,22673,37289,13774,23515,37219,13836,23383,37165,13803,23362,51388,20633,29491,56394,21911,33559,55103,25835,25850,55245,23128,32117,54160,20162,32188,55088,22001,31731,54641,21809,32832,54176,19774,34402,55119,21501,33618,54426,22139,32287
69,69,77490,61865,6478,7041,1698,728,70,0,0,88067,67762,9200,8134,2201,1080,166,0,0,89186,63240,10535,9888,3570,1989,132,90357,70141,8471,8420,2686,1035,121,6980,2228,273,42,2008,89956,67943,8714,9072,3131,1256,172,54684,44804,3877,4582,1113,479,37,0,0,60530,50240,3293,5213,1100,593,20,4838,942,187,20,98,0,66183,48720,6740,6831,2424,1409,85,66183,48720,6740,6086,2016,200,26,2087,63611,53254,3116,5366,1325,610,19,0,0,0,0,64173,52343,3361,6231,1638,542,15,5459,1311,125,15,66563,52337,4468,7161,1669,622,31,6337,1331,56,31,34243,11656,22194,36553,11869,24684,22732,7021,14899,41300,12663,26842,40802,11882,27080,41065,13472,26606,39808,13557,26251,39226,12757,26469,40182,11278,27717,39303,13378,25925,39016,11895,27121,46879,16238,29548,50262,18200,31326,49834,17016,30814,50076,19273,30043,49141,18206,30935,48589,17893,30696,49091,17484,31607,48922,18182,30740,48397,16725,31672,45785,16235,28601,34212,11889,21597,34105,11814,22291,34047,11896,22151,34040,11861,22179,48871,18516,29238,53802,19831,33226,52650,23023,26674,52757,21126,31631,51923,18919,31365,52693,20202,31097,52308,20287,32021,51888,18667,33221,52656,19742,32914,52019,20158,31861
70,70,86453,68769,9807,5910,1381,1006,79,0,0,85349,66203,10244,6796,1734,1101,93,0,0,89118,64745,12729,7325,2211,2476,66,86359,65538,11644,6972,1767,1161,78,5440,1376,200,0,1938,88842,66404,12154,7300,2279,1620,138,65410,54206,5799,3997,919,702,46,0,0,62185,53368,2758,4442,890,627,0,4124,756,224,0,89,0,69471,53041,8093,5128,1521,1865,53,69471,53041,8093,4588,1348,385,5,1876,62229,52830,3067,4694,963,697,0,0,0,0,0,64342,53856,3863,4908,913,728,0,4512,660,114,0,64895,53673,4170,5315,1076,669,0,4841,839,87,0,35062,10098,24411,35834,9174,26660,21653,5010,15722,38730,8442,29057,38408,8413,28316,38518,10371,27233,37587,9930,27657,36706,9854,26852,37828,8382,28466,37052,10688,26364,36951,8738,28213,41954,10094,30960,44064,10146,33424,43631,10278,31396,43842,12108,31204,43243,10975,32268,42938,10863,32075,43438,10058,33380,43058,11122,31936,42927,10698,32229,40315,9723,29843,28257,5963,21688,28072,5887,22185,28148,6040,22108,28155,5964,22191,41599,10483,30258,45442,10472,34518,44353,14106,27783,44618,12003,32615,44202,10242,32867,44625,11189,32148,44460,11709,32751,44232,10269,33963,44263,9242,33313,44171,11324,32847
71,71,81668,39628,12496,27298,2594,861,126,0,0,87460,42064,12886,29519,3374,515,94,0,0,88823,39699,15759,29567,3309,2189,123,90205,43513,14996,28651,3370,607,98,26336,2554,126,0,2495,89461,43758,17076,25652,2841,959,144,62763,33682,7371,20033,1792,608,71,0,0,62473,35327,3558,21831,1355,329,0,21479,1161,144,0,132,0,69886,34211,9980,22648,2452,1624,78,69886,34211,9980,20897,2070,211,21,2215,64124,36442,4482,21577,1111,424,0,0,0,0,0,63353,37197,5337,19171,874,446,35,18659,748,62,35,63333,35333,5507,20174,1236,755,137,19323,1020,144,137,37135,24344,12436,38341,25400,12941,22769,14514,7613,39805,25986,11927,39508,24827,13360,39514,26771,11786,38607,26489,12118,38070,25800,12270,38737,24739,12729,38136,26502,11634,38063,24175,13888,42088,28279,12736,43670,29948,13021,43253,28488,12676,43445,30918,11740,42963,29311,13652,42419,29713,12706,42777,29196,13581,42441,29837,12604,42411,27785,14626,40014,27214,11854,27249,18502,8102,27102,18253,8849,27041,18363,8678,27005,18425,8580,40147,27971,11237,42926,29338,12880,42050,31358,8783,41928,30114,11814,41416,28177,11900,41914,29080,11585,41667,29745,11922,41445,28302,13143,40701,24575,12340,41475,29176,12299
