ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC3_Total,E_22_SC3_Dem,E_22_SC3_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC6_Total,E_24_SC6_Dem,E_24_SC6_Rep
104,104,75523,58353,4792,9472,2774,533,107,0,0,82168,60749,4839,12212,4213,770,38,0,0,83554,60996,6360,10747,4284,1231,106,83223,62240,4918,10721,5002,656,64,9896,4143,179,20,1707,83242,61661,5362,10446,4840,1082,87,58512,46341,3273,6665,2053,381,72,0,0,58689,46890,1581,8175,1762,416,15,7620,1479,192,15,20,0,64906,48523,4440,7987,2994,919,76,64906,48523,4440,7135,2544,130,19,1824,59250,47916,1693,7248,2145,267,20,0,0,0,0,59652,47520,1904,7582,2115,488,15,7233,1732,50,15,59816,47286,2838,7166,1914,463,47,6956,1554,80,47,41309,19805,21110,42879,19201,23678,26847,12102,14045,44160,23209,18268,43953,20456,22155,44177,23406,19830,42831,22469,20362,42057,20436,21621,43162,19513,22318,42089,21885,20204,41652,18009,23643,48411,26691,20494,51015,30494,19601,50657,26801,22063,50818,30667,19393,49831,28389,21442,49096,28196,20900,49866,27482,22384,49448,28631,20817,48907,25137,23770,47298,26898,19290,37468,21856,14835,37448,22206,15242,37271,21245,16026,37244,21674,15570,48200,29189,17781,50530,29571,19916,49471,34445,12051,50158,31999,18159,49192,26645,20934,49823,29511,19192,49550,29570,19980,49271,25819,23452,49508,28772,20736,49474,29440,20034
105,105,76969,62822,4225,5748,3788,592,75,0,0,88399,68265,5649,8487,5230,954,75,0,0,85671,62940,6891,8217,6141,1481,108,87334,68279,5147,7976,5331,763,69,6910,4496,154,0,1974,84019,63985,5873,7635,6251,703,75,57031,47682,2671,3856,2521,381,46,0,0,62567,52121,2155,5448,2259,528,0,5271,2052,223,0,75,0,65377,49706,4486,5887,4114,1063,82,65377,49706,4486,5158,3688,157,26,1900,63440,53014,2176,5431,2371,386,0,0,0,0,0,61093,49928,2710,5295,2671,396,3,4961,2506,122,3,62251,48512,3406,6648,2818,483,1,6248,2650,59,1,40805,15942,24528,43631,16030,27601,27507,10293,16487,45811,19037,24386,45449,17248,26527,45703,19489,25191,44360,18975,25385,43668,17576,26092,44751,16303,27212,43597,18446,25151,43328,15805,27523,50986,22964,26777,54089,26042,27121,53705,23542,28236,53908,26838,26293,53041,25006,28035,52394,24870,27524,53097,24097,29000,52627,25090,27537,52258,22370,29888,50065,23309,25661,40041,19344,19897,40023,19607,20416,39881,18902,20979,39855,19093,20762,52085,26172,24636,55586,27383,27037,54320,31426,19818,55059,29374,25685,54166,25500,27035,54728,27727,25803,54476,27605,26871,54207,25060,29147,54527,26868,27659,54390,27394,26996
106,106,69812,30687,6014,27873,5527,726,123,0,0,78080,28962,7014,35571,6034,814,16,0,0,86716,28578,9656,40917,7480,1615,161,80470,28394,7695,38045,6067,578,16,36624,5452,152,4,1625,83976,27691,8809,41308,5990,696,14,51150,23932,3799,19380,4076,495,79,0,0,54574,23196,2719,26112,2156,412,4,25641,2002,120,4,109,0,66270,23533,6530,30475,5437,1167,117,66270,23533,6530,28638,4970,187,36,2004,56462,23418,2856,27784,2164,314,4,0,0,0,0,58744,23398,3750,29471,1779,349,8,29123,1533,84,8,60881,21863,3960,32660,2014,399,5,32242,1813,144,5,30778,20879,9668,33833,23472,10361,19258,13306,5528,36505,25221,9682,36143,24391,10541,36257,25250,10151,35450,25244,10206,35198,24679,10519,35700,23740,10798,35094,24986,10108,34901,23858,11043,41878,30315,10542,45018,33526,10798,44679,31673,10959,44846,33911,10108,44263,33152,11111,43957,33060,10897,44358,32984,11374,44110,33360,10750,43847,31359,12488,40561,29728,9909,28160,20913,6688,28122,21089,7033,28065,20889,7176,28072,20883,7189,43246,32509,9690,47527,35242,11102,47130,36869,8204,47110,36791,10319,46862,35094,10448,47052,35729,10116,46942,36089,10853,46831,35002,11829,46988,36011,10977,46900,35957,10943
107,107,72147,10318,5118,54764,2237,1037,137,0,0,79023,15055,5780,55853,2497,862,38,0,0,88854,18298,10815,56131,3614,1491,139,80695,17380,6216,54424,2467,1005,64,52323,2187,251,7,2088,82397,18986,8285,51977,3105,785,41,52384,9024,3076,38851,1451,706,90,0,0,57319,13175,1441,40795,1365,413,7,40361,1298,217,7,244,0,69075,16920,7153,42104,2657,1145,101,69075,16920,7153,40212,2309,207,40,1938,59323,15435,1940,39697,1390,527,10,0,0,0,0,60751,17477,2618,38140,1866,466,14,37100,1796,190,14,63911,18909,3602,38008,2630,594,17,36713,2514,139,17,31547,28242,3083,36182,32580,3602,18877,16645,1895,36289,30792,4318,35752,29593,5070,35845,30115,4957,35098,30135,4963,34926,29909,5017,35270,29338,4928,34964,30249,4715,34807,29511,5296,40516,33615,5948,43111,35932,6407,42777,33892,6715,42891,35878,6095,42392,35554,6838,42240,35453,6787,42546,35628,6918,42323,35700,6623,42183,33968,8215,38321,31840,5642,22703,18977,3222,22693,19263,3430,22643,19102,3541,22643,19041,3602,39105,31875,6252,42252,33149,8029,42048,34475,5760,42036,34763,7273,41814,33239,7343,41915,33589,7120,41880,34041,7839,41797,33283,8514,41911,34126,7785,41835,34030,7805
108,108,80518,63779,4085,11022,1069,774,58,0,0,85903,64008,6249,13515,1539,1195,156,0,0,89468,61740,7445,16214,1892,2371,107,87483,63176,6352,15517,2072,1762,149,13480,1716,268,71,2274,88992,62284,7060,16915,2356,1734,187,61801,50434,2559,7646,733,558,39,0,0,64160,51626,2097,9071,577,739,55,8707,515,216,55,84,0,69939,50561,4858,11464,1255,1802,60,69939,50561,4858,10675,996,272,21,2360,65764,51322,2231,10192,823,924,65,0,0,0,0,67386,51235,2788,11222,908,969,20,10718,796,209,20,70615,51849,3666,12713,1136,1016,14,11949,853,212,14,31488,10729,20459,33607,11400,22207,20215,6438,12773,36497,10425,24840,36021,10360,23896,36260,11528,23899,35268,11888,23380,34537,11436,23101,35704,9864,24863,34700,12077,22623,34574,10894,23680,41574,13491,27098,44630,14670,29393,44086,14172,27768,44375,15784,27939,43740,15266,28474,42964,14946,28018,43370,14426,28944,43193,15266,27927,42967,14201,28766,40226,13297,26149,28071,9079,18424,27993,9177,18815,27962,9028,18934,27903,9105,18798,42089,15003,26151,46118,15921,29723,45098,18629,23835,45279,17639,27640,44787,15598,27829,45201,16581,27324,44870,16528,28342,44768,15508,29260,45161,15793,29368,44846,16816,28030
109,109,77057,56882,5032,13141,1663,697,87,0,0,83102,58689,5137,16397,2618,842,85,0,0,88881,59042,8046,17621,2453,2132,123,83517,59692,5072,15903,2458,830,137,13769,1888,232,72,2550,89220,61930,6898,17054,2658,838,342,58494,44955,3159,8941,1128,490,53,0,0,61807,46860,1818,11331,1143,466,30,10966,996,252,30,219,0,69386,48324,5265,12613,1792,1569,71,69386,48324,5265,11713,1520,236,24,2098,62247,47526,2187,10691,1226,463,35,0,0,0,0,66288,49750,3421,11183,1306,357,94,10570,1148,108,94,67859,49179,4748,11854,1574,399,44,10850,1457,55,44,34541,13362,20872,36891,14303,22588,23460,8669,13870,40336,14612,24016,39914,14078,24075,40160,15515,23728,39062,15751,23311,38237,15132,23105,39441,13360,25006,38433,15922,22511,38183,14282,23901,45137,17814,26270,48074,19250,28110,47609,18415,27126,47902,20566,26590,47138,19736,27402,46280,19257,27023,46850,18616,28234,46533,19759,26774,46221,18051,28170,43811,17580,25323,31895,12738,18488,31809,12863,18946,31722,12569,19153,31676,12811,18865,45946,19814,25045,50198,20999,28497,49006,24403,21623,49276,23007,26269,48621,20212,26795,49179,21560,26301,48670,21381,27289,48521,20029,28492,49129,20393,28736,48673,21531,27142
110,110,88016,62999,4262,19760,592,728,70,0,0,88738,62443,5128,19950,682,761,19,0,0,89459,59764,6169,20956,785,2126,69,90745,62483,5692,21182,789,671,297,20349,406,127,82,1475,90152,61810,5642,20686,864,733,358,67131,50106,2560,13719,402,528,42,0,0,67309,50310,1887,14211,335,510,0,14024,288,178,0,67,0,70090,48981,3921,15167,543,1618,52,70090,48981,3921,14303,400,209,13,2106,68772,50648,1905,15266,281,424,80,0,0,0,0,69207,50898,1920,15304,365,454,95,15049,235,53,95,66994,49633,2025,13708,393,836,78,13327,218,83,78,36570,15269,20829,37097,15677,21420,23218,9365,12738,38251,13399,23821,37766,13340,22912,37975,14320,22946,36964,15156,21808,36179,14719,21460,37359,13013,23585,36439,15538,20901,36261,14113,22148,41632,14760,26082,43849,14926,28472,43338,14785,26754,43639,16308,26821,42862,15810,27052,42354,15515,26839,42711,14882,27829,42566,15928,26638,42323,14778,27545,39878,14045,25173,27124,8801,17783,27044,8563,18458,26954,8773,18181,26947,8930,18017,40635,14472,25411,44022,14731,28922,42978,17304,23428,43171,16319,26852,42676,14755,26840,43126,15536,26450,42856,15611,27245,42691,14725,27966,43218,14394,28824,42748,15656,27092
111,111,85225,69680,2338,12060,792,570,43,0,0,84383,67075,3649,12367,804,583,118,0,0,84508,64934,3546,13139,985,1884,67,82940,66192,4213,11190,769,499,95,10078,628,221,0,1349,84632,65572,4285,12872,930,578,49,64898,54395,1406,8225,556,429,26,0,0,64727,53705,1323,8930,329,341,0,8638,318,171,0,130,0,66181,52446,2254,9283,722,1386,48,66181,52446,2254,8717,586,174,12,1836,63827,53457,1499,8040,389,372,0,0,0,0,0,64655,52984,1668,8995,583,448,0,8376,456,85,0,65640,53099,1524,9263,588,1002,5,8213,451,100,5,36047,11786,23783,34930,11353,23577,22668,7502,14015,37456,9569,26876,36892,10035,25485,37143,11179,25269,36175,11469,24706,35611,11318,24293,36532,9666,26026,35748,12201,23547,35603,10528,25075,41034,11269,28974,43212,11373,31371,42774,11372,29686,43028,12845,29725,42221,12150,30071,42016,12014,30002,42375,11462,30913,42105,12370,29735,41900,11475,30425,39532,10802,28064,27960,6999,20365,27909,6769,21121,27811,7064,20747,27816,7171,20645,40539,11301,28493,43827,11285,32186,42831,13991,26753,43031,12722,30309,42587,11451,30165,43020,12028,29970,42788,12225,30563,42628,11363,31265,43119,10940,32179,42621,12146,30475
112,112,77042,18761,16949,38795,3102,1269,207,0,0,90843,18598,21836,45383,5776,1652,96,0,0,87217,17259,24015,40873,5029,2120,168,92224,19444,21454,46672,5037,1643,101,44048,4258,414,0,2099,93220,18991,21955,47176,5321,1326,17,55041,15818,10639,26645,2148,822,137,0,0,52545,15598,4943,28952,2337,645,0,28525,2219,362,0,234,0,64892,14977,15630,30481,3574,1568,114,64892,14977,15630,28628,3226,161,59,1707,53555,16059,5034,29907,1931,669,0,0,0,0,0,55178,15675,5512,31813,1763,448,0,31164,1529,117,0,55815,15431,7098,31295,1674,422,5,30655,1378,107,5,29751,23075,6460,31943,25600,6343,17338,13674,3298,31250,24250,5942,30837,23483,6310,30929,23750,6530,30287,24206,6081,30154,23966,6188,30506,23192,6365,30224,24342,5882,30050,23561,6489,34815,27162,6788,36976,29025,7387,36684,27627,7148,36827,29454,6513,36448,29154,7294,36259,29013,7246,36470,28994,7476,36365,29327,7038,36147,27616,8531,33123,25927,6420,20563,15984,4121,20549,16160,4389,20514,16016,4498,20509,16000,4509,34404,26611,6915,37703,28120,8482,37367,29284,6490,37385,29573,7812,37219,28602,7582,37352,28833,7451,37290,29240,8050,37221,28683,8538,37252,29247,8005,37263,28978,8285
113,113,89465,75698,4977,7664,586,805,92,0,0,91620,76416,5576,7836,827,654,22,0,0,89151,71840,6807,7281,884,2182,336,94118,78535,5719,8159,919,724,23,6893,740,253,19,1693,90622,74262,6241,8146,782,1018,37,70926,61798,2971,5330,394,576,51,0,0,71972,63996,1851,5262,352,437,14,5070,290,222,14,39,0,72670,60431,4466,5234,641,1726,257,72670,60431,4466,4661,424,196,81,2214,74075,65631,2089,5523,369,512,18,0,0,0,0,71847,62922,2326,5618,399,675,4,4990,314,184,4,72845,62912,3061,5623,496,725,15,4698,329,187,15,42861,16097,26034,42044,15105,26939,29699,10750,17682,45308,13783,29901,44618,14403,28583,44799,16125,27621,43674,15058,28616,43241,15135,28106,44060,13774,29043,43192,16040,27152,42855,14063,28792,49571,16689,31930,52063,17455,33941,51589,17012,32747,51880,19097,32197,51172,17649,33523,50733,17618,33115,51276,17095,34181,50861,17948,32913,50543,16675,33868,48594,16418,31306,38239,12425,24926,38177,12268,25392,38072,12547,25525,38077,12891,25186,49923,17585,31403,53232,17953,34650,52190,21361,28344,52344,19193,33151,51688,17359,32833,52342,18196,32744,52034,18549,33485,51786,17419,34367,52350,17093,35257,51901,18426,33475
114,114,77136,66768,4219,4101,1385,787,96,0,0,84164,71628,4914,4680,2470,642,48,0,0,91120,73896,6995,5400,2223,2165,186,84775,72136,5164,4525,2290,616,21,3873,1810,112,21,1520,86123,73553,5064,4155,2040,794,37,60856,54052,2613,2767,911,585,59,0,0,66077,59454,1770,3203,1175,396,20,3069,1029,174,20,83,0,74324,62235,4616,3818,1576,1670,120,74324,62235,4616,3224,1217,210,59,2438,66843,60224,1781,3411,1146,352,20,0,0,0,0,68376,61900,1934,3153,1052,529,0,2663,810,69,0,70506,62407,2799,3742,1085,599,0,2761,877,55,0,40644,20140,19957,41598,20471,21127,29487,14880,13482,46908,22813,21403,46457,22607,22021,46648,24904,20320,45290,24161,21129,44493,23341,21152,45685,22445,21416,44779,24349,20430,44224,22159,22065,52217,27882,22889,55440,30580,23894,54934,29024,23541,55076,31687,22404,54075,30233,23842,53561,30169,23392,54252,29640,24612,53733,30319,23414,53325,28212,25113,51423,28050,22063,41840,23698,17071,41798,23601,17477,41614,23629,17985,41630,23975,17655,53081,30843,21004,56348,32597,22763,55203,35720,17048,54816,33383,21433,53791,30878,21090,54975,32365,21157,54591,32729,21862,54239,31011,23228,54718,30859,23859,54495,32426,22069
115,115,81234,73444,4461,1854,717,935,86,0,0,86833,76984,5617,2553,582,1047,95,0,0,88875,74536,7302,2964,1169,2571,168,88204,77365,6020,3048,631,1009,56,2129,425,227,48,1965,95426,81740,7281,4062,1007,1081,58,63589,58687,2637,1125,501,702,61,0,0,67541,62984,1806,1544,420,753,69,1324,224,350,69,10,0,71356,61515,4725,1952,824,1970,113,71356,61515,4725,1446,512,234,60,2634,68563,63528,1948,1854,396,721,37,0,0,0,0,73490,67350,2328,2238,554,776,5,1542,283,84,5,73246,65678,2835,2789,898,979,4,1915,487,69,4,39303,17483,21213,39714,17279,22435,27001,11927,13846,44082,17446,24370,43648,18025,23774,43812,20168,22296,42612,19790,22822,41912,19266,22646,42908,17946,23278,42049,20271,21778,41625,18086,23539,48863,21650,25912,51779,23243,27749,51247,22533,26544,51447,24648,25929,50613,23624,26989,50226,23589,26637,50823,22877,27946,50311,23742,26569,50015,22042,27973,47947,21618,25188,38049,17865,19251,37994,17887,19454,37893,18007,19886,37892,18339,19553,49332,23910,24310,52548,25124,26643,51540,28474,20698,51037,26318,24719,50117,24326,24093,51151,25448,24235,50978,25868,25110,50680,24654,26026,50890,24300,26590,50863,25583,25280
116,116,79972,61052,5575,11490,1127,925,268,0,0,85889,66003,6358,11162,1278,1076,313,0,0,89457,66430,7625,10743,1972,2130,390,86597,66759,6212,10811,1514,1106,463,9900,992,464,268,1858,87900,67062,6748,10675,1715,1016,648,65052,51930,3658,8070,822,696,152,0,0,66862,55202,1939,8011,784,774,65,7747,577,439,65,133,0,74194,57374,5238,7896,1472,1703,263,74194,57374,5238,7083,957,161,184,2773,67904,56123,1949,7737,950,822,77,0,0,0,0,70339,57005,2936,8194,1089,681,145,7762,800,180,145,71804,59427,3346,6982,1010,580,93,6299,645,16,93,43902,31999,11314,43962,32832,11130,30316,22657,6564,48017,35212,9981,47471,35286,10328,47644,36827,9293,46327,36498,9829,45651,35369,10282,46691,34624,9898,45870,36441,9429,45360,34576,10784,51823,40004,10373,54350,42692,10769,53861,41107,10603,53919,43060,9820,53229,42532,10697,52796,42283,10513,53306,42047,11259,52926,42450,10476,52551,40243,12308,50665,39489,9867,40298,32270,6899,40208,32416,7171,40049,32509,7540,40054,32700,7354,50314,40208,8941,51614,40941,9610,50912,42417,6627,50442,41565,8877,49659,39420,8656,50529,40811,8489,50220,41220,9000,49941,39846,10095,50270,40130,10140,50202,41081,9121
117,117,83814,70032,8315,3504,1209,902,205,0,0,89930,74450,8878,4054,1415,962,0,0,0,91035,71526,11555,4000,1676,2081,528,90093,74391,8878,4408,1547,1086,0,3289,1337,290,0,1424,90599,74658,9135,4163,1689,1088,205,66423,57604,5092,2313,840,645,117,0,0,68780,61721,2835,2825,694,674,0,2655,644,259,0,25,0,73629,60192,7730,2774,1182,1513,357,73629,60192,7730,2311,918,164,104,2002,69570,61895,3176,2859,836,713,0,0,0,0,0,70356,62448,3347,2665,982,620,110,2404,844,145,110,70241,61166,4402,2710,1063,564,173,2126,869,110,173,39863,15893,23383,39709,14849,24860,27755,10491,16159,44945,15823,27090,44400,15809,26792,44525,17950,25274,43479,16818,26661,43094,16532,26562,43873,15186,27370,42997,17354,25643,42646,15174,27472,49968,19831,28951,52904,21651,30352,52515,20514,29784,52744,23155,28743,52061,21459,30602,51648,21474,30174,52232,20934,31298,51846,21804,30042,51533,19958,31575,49120,19837,28213,39110,15872,22300,39136,15660,22817,38985,15765,23220,39006,16186,22820,50900,22201,27555,54191,23436,29875,53451,27171,23607,53563,24579,28984,53097,22356,28960,53490,23417,28565,53316,23824,29492,53090,22349,30741,53689,21345,32344,53282,23474,29808
118,118,79800,75101,2422,1070,416,856,56,0,0,82552,76763,2948,1368,619,1065,40,0,0,83282,74918,3577,1488,776,2309,61,83470,77377,3090,1540,723,1016,37,843,519,390,0,1173,83566,76699,3383,1784,762,1272,32,64173,61012,1491,789,282,627,38,0,0,66485,63220,1269,997,307,681,0,794,289,249,0,40,0,68572,62567,2397,1053,532,1769,37,68572,62567,2397,739,355,278,2,2054,67450,63900,1496,986,330,683,0,0,0,0,0,67680,63805,1616,1095,416,756,0,676,207,204,0,68760,64296,1997,1148,498,752,9,653,240,180,9,38649,17758,20106,37323,16288,21035,26492,11594,13461,41996,14399,25712,41359,15224,24159,41613,17660,22674,40385,17208,23177,39890,17049,22841,40735,15199,23996,39848,18178,21670,39512,15724,23788,46860,17632,28097,49618,18045,30813,49226,18100,28901,49510,20268,28537,48784,19119,29665,48422,19140,29282,48922,18082,30840,48533,19573,28960,48241,17803,30438,46186,17445,27710,36897,13957,21875,36858,13866,22338,36712,14053,22659,36737,14496,22241,48043,18830,28088,51505,19003,31668,50681,23429,24698,50737,20843,29894,50216,19267,29396,50637,20037,29130,50554,20427,30127,50236,19203,31033,50941,18270,32671,50472,20210,30262
119,119,87322,71993,3541,2594,752,8971,87,0,0,90973,73962,4433,3356,899,9310,137,0,0,90212,69883,5582,2978,1206,11003,171,91715,74450,4654,3209,968,9298,142,2359,426,7338,1,2398,89649,71943,4889,3354,905,8936,58,71101,60577,2290,1935,519,6004,51,0,0,73060,62915,1258,2214,340,6141,0,2092,198,5509,0,152,0,74064,59758,3774,2183,866,7594,115,74064,59758,3774,1559,588,5576,25,2584,74065,63585,1348,2170,416,6357,0,0,0,0,0,72460,61935,1541,2184,513,6166,4,2034,312,5470,4,73912,62565,1963,2455,599,6039,70,2126,367,5159,70,39593,18749,20087,38346,17497,20849,28197,12611,14016,42695,16463,23948,42145,17079,23165,42275,19461,21420,41138,18597,22541,40650,18477,22173,41501,16853,23015,40613,19369,21244,40238,17163,23075,46564,19868,25392,48900,20815,27153,48415,20236,25818,48700,22675,25166,47886,21304,26582,47480,21430,26050,48062,20418,27644,47714,21782,25932,47383,19889,27494,45588,19575,24812,35878,15132,19636,35912,15053,20162,35750,15255,20495,35770,15741,20029,46743,20846,24736,49774,21361,27599,48863,24845,21607,48746,22716,26030,48096,20893,25635,48621,21701,25392,48481,22228,26253,48124,20884,27240,49008,20328,28680,48389,21931,26458
120,120,80828,73975,3371,1178,536,1945,57,0,0,82237,74040,3863,1475,603,2151,49,0,0,84907,73830,5054,1454,782,3775,104,83236,74724,4226,1505,747,2093,78,1094,568,1535,45,952,85189,75705,4753,1675,862,2200,43,65109,60635,2093,730,370,1370,41,0,0,65685,61680,1057,1023,286,1637,15,858,233,1164,15,24,0,70000,62317,3243,920,564,2768,74,70000,62317,3243,556,362,887,7,2482,66960,62475,1202,1256,425,1627,45,0,0,0,0,68900,63740,1767,1190,544,1623,15,829,406,998,15,70589,64728,2117,1371,586,1725,0,1110,394,859,0,39764,13388,25478,38451,11643,26808,29066,9374,18218,42104,9875,30698,41133,10935,28598,41306,12829,27228,39967,11794,28173,39211,12217,26994,40481,10907,28303,39425,13023,26402,38986,10987,27999,46231,12186,33071,48724,12417,35661,48163,12526,33708,48537,13699,34165,47648,12952,34696,47311,13168,34143,47857,12371,35486,47479,13447,34032,47154,12518,34636,45642,11929,32816,37003,9049,27056,36949,8870,27411,36674,9138,27536,36667,9368,27299,48064,12831,34297,52265,13099,38508,51230,15588,33512,51037,14144,36893,50388,12913,36095,51019,13528,36017,50777,13909,36868,50344,12920,37424,51321,12322,38999,50545,13832,36713
