ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,14,9,2,2,0,0,0,0,0,17,10,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,1,0,0,0,0,0,11,10,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,56691,54248,1236,408,316,582,30,0,0,57117,54028,1549,551,403,652,5,0,0,59444,54811,2138,575,473,1061,57,57232,53990,1619,579,407,725,4,267,283,350,0,41,682,59589,55785,1923,655,488,738,1,44731,43298,697,199,187,385,19,0,0,45639,44056,532,331,204,465,0,258,146,266,20,0,48427,45478,1306,310,307,693,38,48427,45478,1306,161,209,171,6,99,997,45895,44310,568,292,212,505,0,0,0,0,0,0,47875,46140,774,284,252,464,0,155,187,194,0,48238,46201,859,327,293,510,4,115,253,125,4,33303,18600,14105,33354,16692,16662,33537,13390,18379,33457,13103,19235,31099,15752,15322,31211,13440,17283,30915,13476,16925,30586,14264,16298,30380,13601,15993,32774,14107,18078,38112,15986,21548,32970,14455,18177,32117,13428,18637,32080,14156,17566,31907,14186,17713,31792,13381,17460,31517,12986,17862,30683,580,22030,35324,15150,19913,39529,16597,22428,39249,16773,21736,38731,17021,21683
2,2,55090,52400,1116,472,678,496,36,0,0,58282,54526,1854,403,987,625,54,0,0,59983,54831,1974,796,1013,1056,40,58607,54266,1797,354,1608,634,31,94,1202,192,0,30,1043,60509,54249,2320,780,2146,846,0,40373,38917,598,176,397,293,16,0,0,42927,41182,790,197,394,350,0,112,336,147,36,0,45212,42112,1144,408,580,732,16,45212,42112,1144,267,475,182,5,117,910,43534,41415,815,161,761,411,0,0,0,0,0,0,45017,42380,915,315,934,453,0,184,876,148,0,45886,42716,1179,389,1039,512,0,210,978,147,0,29228,15283,13387,29987,13620,16367,30829,10953,17929,30548,10648,18810,27207,12376,14814,27377,10322,16554,27026,10419,16143,26695,11359,15325,26545,10617,15124,29422,11253,17526,35758,13479,21679,29941,11704,17846,28904,10779,18096,28998,11338,17320,28649,11421,17221,28538,10617,16892,28351,10206,17336,26462,103,21035,32937,12599,20011,37971,14233,23163,37706,14251,22541,36863,14053,22791
3,3,55871,51985,1806,469,1210,473,30,0,0,56831,52020,2327,613,1358,556,1,0,0,59173,52325,3143,820,1605,1017,60,56931,51958,2348,768,1453,533,35,467,1193,269,9,101,582,59199,53314,2692,911,1562,603,37,40945,38791,970,197,694,312,20,0,0,42693,40305,967,251,815,310,4,200,776,224,51,0,44983,40857,1843,404,989,667,39,44983,40857,1843,260,866,154,25,77,901,43006,40558,998,320,838,333,14,0,0,0,0,0,44882,42341,1127,412,696,323,8,316,580,148,8,45634,42520,1473,436,832,323,0,290,711,85,0,30186,14915,14708,29777,12984,16793,30370,10658,17889,30354,10232,19054,26843,11948,14893,26990,9921,16625,26719,10012,16253,26443,10883,15559,26284,10105,15471,29181,10936,17655,34938,13222,21163,29420,11319,17766,28414,10352,18021,28496,10866,17330,28222,10940,17272,28153,10263,16950,27948,9814,17457,25731,0,20903,32245,12251,19719,37256,14094,22606,36994,14023,22120,36225,13707,22500
4,4,54675,51764,913,583,537,1015,32,0,0,58182,54285,1277,753,834,1312,7,0,0,60096,54281,1592,899,1021,2000,28,58888,54865,1580,801,574,1349,26,476,384,687,0,20,878,60187,55079,1632,1140,780,1420,32,40731,39126,478,255,298,618,20,0,0,44377,42232,503,467,364,838,0,439,302,589,3,0,46280,42682,915,446,613,1318,17,46280,42682,915,299,483,632,5,74,1190,45198,43246,591,354,256,788,0,0,0,0,0,0,46412,43754,807,537,490,815,0,515,376,444,0,47805,44698,1055,661,451,886,0,560,310,395,0,28240,13902,13957,29762,12906,16856,31360,10234,19480,30918,10094,19785,27751,11964,15759,27885,10252,17177,27586,10201,16872,27339,10981,16341,27284,10329,16199,30346,10983,18762,36226,12837,22870,30663,11187,19115,29813,10376,19373,29852,10997,18486,29610,10884,18708,29494,10230,18194,29313,9853,18709,28407,188,21710,33587,11971,21306,38406,13385,24534,38078,13495,23802,37400,13616,23769
5,5,50301,44452,1248,502,586,3863,48,0,0,56233,48907,1490,604,1287,4016,8,0,0,59076,50079,2019,915,1370,4760,66,57453,49580,1689,924,1327,3993,18,503,1097,2994,0,100,1480,59053,50886,2120,699,1421,3772,234,37000,33408,651,206,347,2497,28,0,0,42293,38003,936,298,472,2620,0,145,332,2197,8,0,44923,39114,1192,469,861,3234,42,44923,39114,1192,291,730,2335,11,65,1185,43531,39060,913,538,424,2657,0,0,0,0,0,0,45390,40558,1022,502,638,2496,0,418,466,1810,0,45803,40628,1282,685,932,2174,0,457,793,1582,0,26003,14164,11383,26969,12585,14384,27926,10068,16123,27727,9884,16887,24729,11270,13451,24832,9580,14780,24620,9568,14601,24292,10379,13910,24122,9832,13588,27363,10672,16081,33978,13241,20157,27768,11075,16344,26870,10332,16529,26970,10888,15812,26664,10744,15919,26634,9994,15670,26407,9717,16033,25204,108,19025,31062,12225,18549,36365,14079,21775,36052,14093,21065,35461,14209,21246
6,6,59201,50042,1283,300,319,7668,28,0,0,58923,48896,1557,373,529,8046,26,0,0,59188,47803,1715,509,372,8781,53,59063,48594,1852,354,515,8212,36,175,284,6372,15,38,1735,59261,48732,1871,821,438,7990,37,44780,38948,704,137,189,4953,16,0,0,44991,38771,633,193,307,5070,4,139,191,4569,33,0,45850,38459,1005,265,232,5753,39,45850,38459,1005,107,163,4694,8,78,1336,45091,38627,803,207,261,5153,0,0,0,0,0,0,45757,39327,944,268,238,4980,0,200,193,4169,0,45704,39367,822,232,209,5030,11,165,110,4026,11,28000,14566,12874,28020,12984,15036,27920,8953,17548,27537,8798,17659,24845,10634,14201,25076,9027,15588,24730,8727,15500,24471,9369,15099,24480,8868,14955,26685,9356,16823,32041,10742,20865,26720,9391,17074,25606,8433,17152,25670,8965,16378,25474,9000,16473,25428,8253,16243,25261,8070,16562,24349,210,18906,29095,9933,18928,33624,11186,22016,33316,11409,20973,32748,11493,21232
7,7,57812,43842,8431,2917,2113,1127,77,0,0,60523,39228,12842,5244,3182,1166,147,0,0,59100,35020,14355,5140,3836,1882,86,59723,38729,12811,4675,3398,991,102,2781,2755,360,5,128,2153,59227,34792,14722,5663,4374,1026,119,45764,36908,5166,1804,1423,734,50,0,0,43439,32861,5869,2874,1159,568,0,2556,1035,329,134,0,46041,30230,9214,3287,2513,1327,63,46041,30230,9214,2434,2165,360,18,160,1460,43527,32940,6136,2543,1436,531,0,0,0,0,0,0,43086,30345,7060,3386,1868,426,15,3071,1515,187,15,42476,28839,8158,2812,2195,372,32,2339,1917,191,32,29144,16106,12636,29059,16231,12828,26934,14123,10980,26553,13925,11816,23527,14545,8923,23694,13175,9953,23361,12867,9947,22977,13948,9004,22832,13321,8902,25363,14170,10526,28347,16347,11519,23566,13759,9426,21096,12365,8680,21083,12699,8120,20863,12515,8325,20758,11974,7878,20614,11900,8200,20828,11901,8496,24700,14426,9960,28968,16249,12040,28437,16417,11151,27714,15801,11144
8,8,63028,10843,44046,7594,1369,1732,121,0,0,57984,10561,39713,6241,1800,1370,81,0,0,59362,9100,41209,7300,2516,2614,95,58829,10212,41306,5625,2073,1259,80,4210,1850,313,4,25,916,58026,9635,40426,6561,1816,1386,30,41026,9378,26880,4116,864,1073,74,0,0,28393,9316,14826,3382,461,417,0,3244,416,266,22,0,40439,8022,26651,4457,1513,1742,68,40439,8022,26651,3185,1358,302,20,122,779,27689,8603,15242,2772,526,311,0,0,0,0,0,0,28155,7899,15747,3512,477,293,0,3090,386,188,0,28599,8252,15288,3968,539,386,5,3476,437,209,5,12894,10409,2334,14831,12728,2103,13356,10729,2029,12745,9902,2415,10782,9211,1560,10833,8773,1763,10643,8692,1696,10460,8773,1673,10537,8759,1533,11944,9639,2036,13588,10556,2788,10284,8317,1832,8094,6503,1569,8010,6504,1414,7962,6380,1572,7840,6034,1450,7839,6152,1525,7955,6267,1509,10705,8287,2294,13737,9903,3542,13292,9843,2988,12839,9450,2930
9,9,59026,21930,30101,4927,2353,1545,62,0,0,60097,18203,33650,5938,2568,1368,36,0,0,59571,14890,34572,6336,4099,2588,98,61587,18192,34576,6518,3688,1259,46,3921,2804,419,0,133,1535,60800,16898,33748,6961,4195,1519,36,41442,18762,18036,2976,1536,950,50,0,0,32960,15947,12239,3292,855,642,0,3026,833,365,73,0,42238,13084,22371,4049,2552,1779,72,42238,13084,22371,3097,2371,314,12,154,835,34080,15990,13562,2981,1075,555,0,0,0,0,0,0,34443,15216,13755,3325,1632,539,0,2978,1584,325,0,33536,13944,13925,3521,1761,328,0,3207,1557,121,0,19180,13181,5757,19711,14382,5329,18467,12770,4666,17973,12243,5095,15515,11831,3640,15576,11166,4066,15313,10871,4074,15070,11360,3683,15149,11207,3565,16929,12036,4484,18965,13305,5369,14951,10778,3962,12474,8934,3496,12362,9038,3184,12270,8869,3385,12156,8472,3132,12080,8533,3244,12304,8688,3320,15520,10886,4449,18993,12479,6077,18444,12723,5165,17912,12255,4974
10,10,63450,24417,2698,34953,1685,653,67,0,0,61558,24637,2903,31963,1895,522,0,0,0,59503,23249,3489,30414,2199,968,86,62528,22689,2902,33181,2169,615,0,32028,1737,153,0,1650,1369,59143,23243,2869,29854,2332,701,6,47193,20616,1645,23767,1193,413,36,0,0,43760,19366,1790,21666,760,236,0,21316,643,114,64,0,45220,19708,2284,21340,1632,659,59,45220,19708,2284,20230,1296,96,9,178,1419,44794,19547,2006,22031,882,235,0,0,0,0,0,0,42729,19555,1653,19986,1176,329,4,19657,859,137,4,42981,19812,2159,19146,1338,372,8,18820,1069,155,8,35913,29810,5796,36916,30866,6050,31602,25970,4226,31120,24970,5646,28453,24220,4199,28421,23307,4744,28030,22830,4773,27694,23321,4328,27521,22854,4267,29848,24712,4651,31877,26974,4443,27398,23266,3824,24496,20964,3488,24357,20914,3261,24098,20571,3506,23946,19897,3223,23758,20018,3491,24223,20436,3433,27663,23527,3908,31061,25957,4449,30705,25784,4367,30172,25185,4295
11,11,63237,10718,2240,47028,3599,760,73,0,0,63261,8943,3363,47309,4246,815,70,0,0,59565,6623,2913,45234,5132,879,74,64518,8278,3510,48837,4781,743,97,46464,4521,158,31,64,1498,64500,8326,3527,49747,3691,622,99,42440,9480,1280,29701,1978,457,48,0,0,42200,7600,1558,30258,2447,299,13,29838,2427,148,106,0,41166,5961,1838,30166,3199,574,57,41166,5961,1838,28837,3049,110,12,161,1198,43556,7242,1663,31663,2556,254,7,0,0,0,0,0,43279,7232,1766,31744,1926,271,3,31192,1908,122,3,41529,6349,1960,30262,2352,315,0,29634,2333,171,0,30031,26495,3337,31528,28499,3029,25321,22268,2381,24795,21345,2986,21272,19218,2025,21225,18527,2344,20859,18004,2428,20574,18430,2101,20669,18280,2036,22899,20113,2457,24394,21385,2730,19854,17621,2056,16273,14510,1735,16051,14243,1636,15882,14055,1800,15713,13599,1580,15642,13770,1661,16115,14248,1653,20032,17672,2201,24234,21042,2815,23867,20797,2521,23405,20571,2319
12,12,60886,20333,3009,34207,3468,832,106,0,0,62626,17362,4237,37354,3562,809,144,0,0,59351,14133,3672,36483,5193,889,76,61578,15936,3453,38582,3469,841,132,35811,3342,311,93,69,2557,60077,13816,3672,38036,4632,992,64,42643,17603,1770,21075,2109,504,67,0,0,42734,15321,1972,23137,1793,606,41,22442,1763,315,66,0,42610,12652,2233,24292,3267,624,58,42610,12652,2233,23045,3075,112,12,184,1297,42065,14297,1845,23804,1764,548,28,0,0,0,0,0,40586,12598,1861,23453,2236,652,12,22293,2119,159,12,40658,12177,1692,23707,2612,454,0,22664,2445,101,0,28737,21577,6929,29761,23164,6597,25768,19460,5267,25380,18712,6149,21927,17615,4271,21923,16771,4793,21603,16366,4836,21373,17019,4329,21383,16684,4320,23661,18160,5068,25808,20159,5244,21070,16562,4269,17890,14136,3723,17723,14062,3493,17625,13919,3689,17506,13525,3420,17384,13572,3534,17744,13838,3610,21550,17067,4277,25554,20191,4959,25184,20012,4610,24810,19729,4442
13,13,55964,49819,1473,2151,2344,309,67,0,0,56836,48667,1528,2536,3805,612,42,0,0,59887,49387,2415,3412,3757,748,72,57372,47920,2100,2762,4113,718,32,2124,2968,327,9,26,1901,59107,48357,1924,3466,4593,542,24,43324,39470,859,1283,1547,193,35,0,0,42604,38125,910,1648,1568,242,20,1483,1332,116,68,0,46383,39372,1536,2240,2545,495,50,46383,39372,1536,1784,2209,73,11,120,1278,42809,37613,1114,1857,1786,420,10,0,0,0,0,0,43665,38028,1120,2176,1974,325,0,1812,1431,136,0,44284,38268,1339,2150,2053,429,0,1797,1565,139,0,37076,16494,20218,37330,15856,21474,36101,17438,15965,36209,15727,19869,34455,18089,16305,34528,16364,17686,34197,16299,17506,33755,17310,16414,33386,16527,16327,35810,17782,17287,39860,22650,16465,35175,19416,15205,33796,19184,14520,33829,19917,13666,33530,19232,14282,33424,18625,13736,33085,18165,14485,33158,18250,14533,36773,21353,15125,40236,23836,15596,40009,23295,16200,39299,22034,16727
14,14,59552,49794,4642,2938,1636,988,55,0,0,59679,44980,7209,5273,2058,869,117,0,0,59463,42713,8311,5147,2115,1858,94,59608,44466,6964,5276,2511,1108,107,3601,1807,292,10,141,2323,58605,42660,7994,4634,2434,1681,146,47733,41710,2743,1622,1174,652,35,0,0,45766,37485,3570,3275,826,516,0,2841,647,209,82,0,47815,36705,5167,3211,1610,1302,58,47815,36705,5167,2468,1297,317,10,187,1664,46379,37721,3777,3181,1041,643,0,0,0,0,0,0,45449,36580,4057,2829,1143,838,0,2370,909,249,0,45434,36557,4211,2588,1345,708,4,2275,1050,136,4,31877,16375,15004,31699,16275,15424,29577,13821,13354,29239,13599,14704,25898,14686,11135,26100,13182,12230,25743,12939,12170,25447,14110,11286,25172,13292,11083,27731,14080,12809,30103,16215,13258,25826,13979,11323,23286,12913,10309,23335,13236,9784,23089,13015,10047,23029,12424,9499,22849,12354,9891,22944,12307,10190,26841,14831,11671,31073,16765,13621,30670,16837,13008,29971,16021,13254
15,15,54670,47566,2189,959,3780,254,58,0,0,57374,47750,2834,1037,5581,403,31,0,0,59411,47767,2975,1621,6050,682,62,57974,47623,2736,826,6009,417,28,503,5242,48,0,593,1228,59572,48948,3177,1087,5527,481,13,42528,37983,1337,565,2506,165,32,0,0,42863,38475,1519,557,2063,206,3,491,1841,76,24,0,46760,39112,1898,989,4033,449,36,46760,39112,1898,766,3761,63,12,108,1040,43307,38858,1451,501,2237,235,0,0,0,0,0,0,45110,40442,1680,621,2100,273,0,453,1879,44,0,45086,40196,1846,562,2236,227,0,400,1828,12,0,33865,12305,21273,35089,11447,23642,34220,12187,19775,34267,10890,22791,31934,12764,19130,32085,11018,20668,31813,11005,20401,31435,11878,19529,31194,11326,19345,33711,12344,20710,38559,16288,21701,33420,13552,19397,32157,13005,19086,32211,13820,18135,31869,13225,18627,31835,12696,18206,31368,12181,18703,31292,12278,19014,35466,14937,20201,39364,16818,21712,39110,16514,21993,38209,15115,23034
16,16,64293,14908,3211,43254,3370,717,83,0,0,59209,15000,3513,36556,4038,862,29,0,0,59714,15288,4373,36072,4010,1040,88,59297,14648,3811,36165,4567,947,23,34647,4105,121,2,203,1755,55842,14200,4383,32941,4543,1245,129,46954,14288,2239,28314,2231,481,58,0,0,43500,14219,2607,24665,1515,418,14,24281,1383,89,136,0,45615,14609,3231,24690,2850,757,74,45615,14609,3231,23444,2505,131,18,221,1456,43020,13849,2798,24174,1676,432,4,0,0,0,0,0,40526,13439,2893,21694,1944,586,4,21223,1757,130,4,40589,13819,2803,21576,1905,533,0,20745,1691,147,0,29911,26808,2848,30775,27781,2994,24214,20997,2112,23498,19778,3229,20277,18513,1713,20197,17920,1837,19846,17405,2002,19586,17645,1896,19635,17475,1815,21710,19158,2113,22842,20326,2133,18983,17090,1630,15833,14493,1314,15627,14240,1233,15471,13944,1499,15348,13320,1291,15257,13611,1425,15694,14133,1337,19385,17191,2003,23842,20219,3164,23393,19941,2850,22961,19555,2764
17,17,61684,19862,2444,37356,2298,734,67,0,0,64597,18224,3539,40935,2552,633,29,0,0,59435,14905,3071,38664,2841,970,83,63158,16679,3571,40519,3224,565,71,36913,2762,166,21,98,2949,59584,14814,3584,39069,2824,654,40,43941,16503,1443,24599,1399,460,44,0,0,45176,15190,1847,26640,1138,395,8,25960,1085,186,42,0,43760,12734,1948,27047,1861,649,63,43760,12734,1948,25782,1656,122,23,206,1289,44607,14004,1847,26769,1539,373,19,0,0,0,0,0,42560,12686,1669,26226,1448,418,12,25587,1397,246,12,42665,12361,1822,26095,1849,374,0,25235,1772,188,0,33165,26611,6285,34896,28957,5939,29931,24324,4415,29484,23479,5531,26302,22317,3957,26192,21376,4395,25850,20910,4451,25541,21479,4039,25633,21192,4002,27944,22958,4527,30321,25315,4578,25288,21245,3777,22013,18708,3270,21830,18493,3108,21693,18285,3371,21487,17615,3087,21400,17826,3233,21885,18229,3296,25708,21633,3872,29665,24599,4556,29309,24397,4269,28846,24165,4009
18,18,62195,19557,3299,37316,2349,922,88,0,0,60606,20333,3840,33678,3003,1055,35,0,0,59346,18712,4184,33645,2845,1202,95,58873,20237,4230,31276,3279,759,129,29107,3024,135,26,68,2053,56772,19209,4381,31187,2240,595,85,44225,16410,2110,24205,1527,573,53,0,0,41968,16721,1757,21865,1217,456,15,21229,1145,97,184,0,43972,15861,2781,23116,1940,812,63,43972,15861,2781,21814,1676,191,18,199,1432,41146,16619,2182,20382,1528,400,10,0,0,0,0,0,40270,15853,2227,20726,1257,273,4,20090,1193,81,4,40422,15890,2634,20095,1394,418,4,19193,1307,77,4,30432,24899,5298,32783,27288,5495,27497,22196,3910,27078,21244,5295,24436,20540,3855,24414,19773,4188,24055,19332,4259,23703,19744,3911,23742,19484,3812,25756,20969,4274,27567,22809,4282,23243,19362,3564,20293,17054,3196,20152,16953,3010,19994,16669,3295,19817,16033,2985,19732,16195,3218,20111,16523,3220,23496,19573,3707,26936,22107,4255,26647,21865,4180,26262,21467,4145
19,19,54595,45318,2932,3643,2399,621,59,0,0,56332,44352,3733,4573,3168,736,106,0,0,59320,45734,4343,4586,3407,947,118,55695,43215,3472,4901,3461,769,79,4049,2635,379,0,259,1690,56114,43310,3306,4841,3750,862,89,50944,43049,2327,3081,2165,501,49,0,0,50540,41538,2860,4046,1474,528,4,3597,1208,308,140,0,55412,43430,3698,3984,3058,778,101,55412,43430,3698,3292,2432,124,12,633,1791,49826,40649,2551,4311,1664,536,0,0,0,0,0,0,50130,40756,2663,4034,1969,663,0,3441,1380,291,0,49753,39284,2992,4460,2233,761,9,3781,1432,380,9,34765,25189,8991,34144,24300,9844,32970,23566,6550,32493,22662,8874,31058,24843,6146,31064,23545,6685,30730,23617,6609,30413,23977,6367,30410,23413,6349,32130,24273,6871,34592,27458,6354,30785,24592,5540,28884,24013,4823,28760,24084,4451,28560,23613,4917,28445,22444,4454,28265,22807,4996,28666,23131,4887,32266,26172,5696,36675,28855,6931,36207,28930,6626,35572,27803,6677
20,20,60310,51129,5583,1950,1041,1065,42,0,0,60688,49317,7516,2745,823,1100,101,0,0,59200,45078,8063,3330,1442,1683,70,60651,49896,7239,2574,755,1010,54,1335,498,332,8,7,1329,58917,47126,6603,3088,1195,1166,10,48228,42456,3371,1118,758,722,25,0,0,47780,41003,4221,1336,519,671,14,1076,416,284,67,0,48163,38813,5211,1947,1022,1214,46,48163,38813,5211,1378,715,295,9,159,1583,48912,42349,4220,1186,445,642,10,0,0,0,0,0,47589,40633,3888,1652,667,700,4,1346,546,286,4,46194,38979,3831,1791,714,659,20,1493,571,168,20,32913,19183,13203,32974,19414,13560,31531,16852,12446,31204,16864,13308,28658,18174,10410,28844,16574,11546,28481,16352,11472,28126,17484,10599,27884,16774,10292,30392,17418,12118,33967,19787,13543,28992,17438,11068,26863,16452,10342,26892,16839,9746,26553,16581,9943,26518,15946,9405,26284,15888,9819,26542,15840,10345,30236,18268,11631,34018,19925,13518,33640,20108,12692,33095,18812,13353
21,21,57515,46593,5763,1976,2775,762,69,0,0,60585,46343,6643,2446,4341,1108,223,0,0,59343,42966,8045,3125,4301,1288,75,60142,45778,7393,2461,3576,1026,162,1887,2558,240,0,277,2011,58885,43711,8027,2316,3974,676,57,44235,37369,3525,1139,1862,490,50,0,0,44291,36662,4079,1298,1617,570,0,1163,1423,286,84,0,46426,35284,5269,2025,2970,949,51,46426,35284,5269,1485,2628,255,9,126,1370,44022,36614,3926,1434,1336,612,0,0,0,0,0,0,43509,35370,4607,1462,1551,442,0,1269,1238,112,0,43781,34452,4948,2127,1672,489,10,1921,1293,87,10,29645,15216,14091,30745,15506,15239,29501,13838,13770,29103,13416,14984,26804,14830,11917,26967,13271,13195,26663,13043,13025,26290,14164,12099,26100,13558,11918,28676,14241,13732,33243,17082,15541,27737,14506,12791,25773,13550,12160,25803,13978,11564,25483,13723,11740,25387,13162,11250,25222,12958,11733,25538,12747,12451,29632,15550,13697,34227,17363,15978,33677,17571,15224,33094,16163,15998
22,22,55092,51750,1163,831,1108,313,41,0,0,56406,51740,1571,1230,1777,269,115,0,0,59167,53256,1726,1232,1858,705,73,57325,52372,1684,1221,1718,331,34,736,1165,110,21,44,1195,59850,54157,1904,1384,1937,370,56,41902,39934,677,479,648,200,23,0,0,43297,40652,946,653,776,171,10,428,661,98,49,0,45904,42159,1005,758,1194,523,45,45904,42159,1005,560,974,100,4,111,991,43587,40964,914,612,892,206,4,0,0,0,0,0,45795,42877,1198,613,875,200,8,410,710,69,8,47142,44018,1276,513,868,241,12,364,703,50,12,33708,13017,20309,35757,12537,23220,34952,12982,19398,35048,11698,22618,33162,14070,19055,33280,12052,20740,33062,12257,20402,32717,12978,19711,32569,12374,19650,34746,13381,20638,39961,17428,21855,35075,14852,19690,34309,14548,19673,34351,15316,18747,34137,14754,19360,33987,14076,18818,33807,13719,19535,25492,446,24955,37693,16474,20896,42059,18629,22748,41829,18147,23051,41021,16919,24044
