ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
47,47,53608,43478,4750,3488,1814,414,41,0,0,58936,47034,5496,3841,2299,802,101,0,0,58987,45215,5849,4479,2462,1023,97,59865,48261,5132,3663,2116,851,120,2770,1615,125,22,48,1886,58807,46095,4991,3686,3223,911,68,40791,34499,2912,2056,1218,254,33,0,0,43493,38179,1365,2345,1281,307,6,2158,1121,111,62,0,46671,37511,3707,2957,1746,716,50,46671,37511,3707,2506,1461,114,17,114,1241,44623,39273,1312,2359,1200,371,20,0,0,0,0,0,45103,38642,1491,2610,1890,408,40,2084,1711,100,40,46470,39119,1620,3088,2252,460,5,2341,2042,70,5,28627,19628,8657,30786,20971,9815,31487,20741,8804,31265,21064,9566,30147,22146,7956,30207,21293,8410,29860,20639,8824,29616,21246,8325,29319,20509,8218,31294,21823,8842,36361,25844,9900,31731,22745,8548,30944,22437,8432,31013,23040,7711,30777,22283,8473,30642,21615,7863,30467,21813,8098,30744,22070,8115,34270,24680,9285,38520,27287,10625,38286,27203,10538,37621,26894,10685
48,48,49991,41309,2350,3736,2382,442,66,0,0,55290,42750,3171,5396,3695,433,81,0,0,59095,44263,3879,5483,4437,1032,75,56621,44326,2744,5743,3599,319,67,4021,3320,203,50,16,1948,59399,45381,3104,6512,3757,589,66,36825,31884,1403,1900,1458,252,42,0,0,39842,33622,1444,2748,1771,248,32,2380,1698,195,35,0,44855,35421,2490,3205,2910,701,61,44855,35421,2490,2632,2617,109,10,174,1402,41588,35199,1164,3148,1861,193,28,0,0,0,0,0,43547,36674,1221,3563,1863,238,48,3242,1803,69,48,44715,36648,1954,3381,2511,195,53,3085,2379,4,53,25370,16298,8717,28112,18027,10085,28881,17544,9350,28701,18112,9942,26714,18571,8105,26805,17768,8561,26485,17181,8910,26330,17907,8403,26097,17186,8353,28577,18717,9239,34725,23359,10745,29492,19978,9078,29056,20030,8954,29162,20604,8314,28905,19851,9034,28787,19240,8410,28612,19129,8869,28859,19622,8631,32593,22350,9943,37216,25167,11404,36998,25140,11240,36253,24708,11508
49,49,59402,56995,727,985,460,285,44,0,0,59425,56272,954,1335,709,328,12,0,0,59584,55347,1310,1219,662,697,60,59515,56032,1101,1326,696,393,19,1081,575,78,0,42,619,59740,55825,1205,1508,626,460,47,46893,45108,496,765,332,221,29,0,0,47284,45270,580,850,344,261,0,769,298,119,31,0,47347,44265,946,884,457,517,29,47347,44265,946,759,341,104,5,72,855,47256,45189,565,949,331,256,0,0,0,0,0,0,47358,45221,642,996,283,284,15,918,243,82,15,47232,44793,768,874,458,258,40,821,342,85,40,28681,17381,10652,27805,15898,11907,28509,11917,14407,28016,12878,14186,22886,12664,10217,23093,11430,11158,22729,10884,11380,22602,11728,10867,22503,10871,11102,25645,12077,12922,30162,13075,16546,25371,11636,13325,23878,10442,13388,23873,11118,12448,23669,10703,12953,23640,10297,12476,23467,10120,12791,23728,10457,13271,27399,11962,15184,32142,13071,18583,31741,13492,17479,31230,13680,17534
50,50,56613,53872,1478,544,461,251,54,0,0,57918,54022,1709,1423,526,353,44,0,0,59024,53893,2241,909,720,813,57,57692,53639,1647,1128,895,294,46,644,239,100,11,24,1395,58622,54553,1585,1039,842,297,32,42414,40925,858,223,235,166,31,0,0,44045,42337,599,623,204,215,24,529,129,130,20,0,45398,42286,1309,433,436,579,38,45398,42286,1309,286,288,68,5,87,1069,43874,41998,585,392,664,206,14,0,0,0,0,0,44684,42696,647,503,637,212,4,328,235,38,4,44788,42644,934,430,598,167,0,309,307,21,0,30122,19179,10399,30922,18912,12010,31558,16940,12639,31379,18323,12293,29168,18713,10434,29263,17431,11223,28943,16613,11819,28676,17687,10975,28409,16523,11121,30862,18061,12144,36023,20589,14777,31099,18298,12390,30337,17715,12549,30432,18558,11493,30157,17611,12531,30099,17213,11753,29766,16925,12044,30204,17546,11932,33540,19492,13708,37538,21164,15792,37343,21365,15290,36505,20870,15609
51,51,58766,56659,1086,387,367,297,31,0,0,59368,56020,1642,893,503,249,30,0,0,59485,55073,2041,641,555,852,67,60038,55106,1617,958,533,447,29,470,336,112,22,1293,1072,59315,55387,1577,815,640,423,12,43666,42504,622,155,200,188,17,0,0,43872,42545,552,411,180,162,20,335,126,67,22,0,45239,42480,1244,321,355,594,40,45239,42480,1244,170,247,63,17,79,939,44840,43368,554,474,207,274,20,0,0,0,0,0,44312,42751,555,459,272,289,0,234,239,67,0,44459,42634,698,560,252,292,9,301,209,32,9,29330,18840,9862,29949,18755,11194,29423,15137,12403,29258,16531,12007,26419,16578,9820,26595,15168,10922,26216,14422,11256,26043,15602,10431,25813,14385,10876,28320,15887,11846,33512,17889,15089,28403,15731,12331,27423,14756,12620,27516,15582,11632,27264,14922,12333,27170,14634,11558,26946,14307,12025,27260,14816,11866,30742,16529,13960,34987,17810,16589,34706,18367,15673,34061,18014,16031
52,52,57389,49126,2755,1475,3532,706,70,0,0,58608,47609,3759,2575,4181,687,199,0,0,60100,47233,4214,2684,4409,1491,141,58723,48057,3346,2591,4199,716,207,1723,3773,292,97,6,1424,59338,47970,3811,2711,3781,982,180,44078,39153,1646,777,2103,467,43,0,0,43658,38467,1637,1190,1865,423,44,1135,1724,296,42,0,46741,38560,2635,1537,2807,1046,94,46741,38560,2635,1187,2563,330,52,123,1291,44387,39020,1459,1151,2149,440,80,0,0,0,0,0,44839,39132,1765,1080,2212,549,59,905,2007,201,59,44875,38865,1729,1177,2409,694,27,930,2249,172,27,29838,17461,11875,30155,16578,13577,28904,14364,12495,28949,13898,13942,25714,15234,10478,25871,13743,11465,25631,13698,11450,25250,14284,10963,25097,13743,10567,27855,14812,12321,31599,17468,13466,26806,15072,11345,25191,14227,10964,25308,14731,10289,25059,14502,10557,25021,13639,10259,24843,13508,10615,22346,485,13385,28353,16134,11919,31882,18017,13351,31587,17860,12887,31182,17983,13199
53,53,57147,50665,3300,1223,1488,709,37,0,0,57736,49226,3214,1966,2547,892,20,0,0,59326,48919,4329,2216,2270,1443,65,58612,49804,3300,2062,2625,801,16,1377,1819,469,13,48,1784,59399,49757,4253,2075,2435,1077,2,43413,39828,1810,551,862,462,20,0,0,43048,39090,1304,835,1163,588,20,684,971,474,3,0,45714,39325,2642,1115,1464,964,52,45714,39325,2642,840,1241,248,19,95,1304,43721,39858,1359,821,1125,523,15,0,0,0,0,0,44609,40026,1946,858,1189,517,0,622,957,263,0,44581,39654,2423,830,1181,479,0,568,954,194,0,28638,16735,11333,29313,15753,13560,28525,12959,13187,28278,12565,14322,24925,14006,10874,24977,12353,11923,24803,12476,11767,24562,13099,11443,24483,12716,10938,26750,13188,12687,31645,16120,14754,26321,13649,12143,24519,12687,11759,24603,13146,11068,24327,13016,11292,24271,12083,10959,24078,11986,11276,17246,30,16654,28121,14636,13081,32202,16518,15114,31903,16428,14489,30945,15318,15587
54,54,59127,52397,1577,2377,2174,763,75,0,0,60191,52158,2440,2812,2406,407,145,0,0,59296,47935,2690,4157,3059,1404,98,59605,50679,2535,2962,2581,554,127,2279,2327,219,107,39,1416,59072,48981,2532,3602,2931,925,148,48548,43805,976,1793,1413,598,61,0,0,48920,43836,1469,1985,1198,274,60,1799,1106,170,85,0,48814,40754,1827,2864,2148,1038,72,48814,40754,1827,2536,1947,411,12,79,1248,48533,43024,1567,2152,1338,358,55,0,0,0,0,0,48125,42044,1568,2264,1599,457,65,1967,1407,169,65,48351,41368,1788,2496,1860,642,33,2072,1610,259,33,29612,17789,11418,29026,16821,12205,28117,13473,12376,27743,13237,13412,23299,13974,9289,23386,12750,10055,23152,12720,9958,22905,13107,9766,22750,12686,9439,25522,13485,11241,27990,14850,12445,23779,12912,10380,21276,11487,9738,21366,11940,9151,21145,11805,9316,21059,10934,9064,20871,10916,9349,14377,0,14366,24259,13127,10815,27234,14340,12452,26981,14400,11771,26246,13430,12773
55,55,57227,53453,1521,563,1339,401,42,0,0,58814,54230,1802,679,1800,385,0,0,0,60099,53641,2054,1068,2019,1014,60,59632,54598,2172,759,1688,434,7,410,1476,176,0,0,798,60183,55271,1892,866,1536,465,2,44252,42011,876,256,851,274,29,0,0,45528,43038,826,302,982,364,0,247,887,184,22,0,47374,43202,1283,581,1339,711,36,47374,43202,1283,423,1181,142,19,102,1022,46342,43561,952,369,1032,435,0,0,0,0,0,0,47322,44547,1050,547,812,362,0,408,691,77,0,47535,44541,1143,626,865,375,0,479,729,27,0,32246,15450,16288,32425,14641,17784,33203,12176,18794,32987,11748,20224,29760,13837,15888,29809,11991,17244,29640,12083,17063,29297,12708,16569,29130,12108,16207,31347,12570,18056,37587,15299,21510,31967,13249,18242,30671,12299,18317,30799,13066,17412,30470,12912,17544,30341,11940,17204,30113,11617,17658,23304,16,22153,34390,14233,19803,38891,15934,22379,38564,15978,21758,37492,14531,22929
56,56,54465,50971,1800,326,1031,384,17,0,0,58030,54111,1726,660,1222,505,20,0,0,59877,53746,2609,718,1576,1008,29,58002,53414,2036,740,1482,571,13,445,1010,189,0,0,912,59703,53752,2291,825,2163,565,77,40120,38116,1001,143,622,263,12,0,0,43385,41583,582,334,564,304,0,291,520,195,8,0,45505,41740,1541,358,953,697,16,45505,41740,1541,249,827,156,5,66,921,42804,40846,718,357,544,288,0,0,0,0,0,0,44120,41493,1109,303,848,369,0,260,623,90,0,44939,42283,1134,267,887,380,4,203,633,79,4,28051,13786,13802,28462,12077,16385,30850,10187,19007,30814,9867,19852,27340,11570,15768,27471,9824,17179,27223,9684,17074,26934,10407,16527,26755,9867,16199,29506,10513,18396,35955,12921,22442,30239,11111,18803,29354,10334,19006,29499,10893,18305,29242,10871,18368,29107,9980,18129,28965,9727,18514,27783,187,21517,33105,11969,20840,37655,13450,23678,37415,13396,23126,36825,13648,23172
57,57,59702,56208,2082,708,282,511,38,0,0,59366,54464,2900,847,520,783,33,0,0,59642,54179,2770,816,491,1056,70,59655,54738,2793,977,614,670,35,642,452,156,6,74,794,60451,55071,2874,979,579,790,14,47034,44797,1184,538,173,368,23,0,0,46998,44529,1117,556,257,575,12,441,217,242,42,0,48119,44370,1744,583,328,804,39,48119,44370,1744,465,230,214,13,94,989,47361,44787,1160,669,328,504,12,0,0,0,0,0,48181,45514,1266,676,333,483,0,601,262,120,0,48182,45372,1469,658,255,389,4,608,158,99,4,29752,14529,14619,30020,13302,16718,30584,9718,19210,30208,9778,19247,26688,11182,15494,26893,9511,16916,26544,9356,16698,26247,9997,16241,26247,9441,16015,28947,10038,18348,34397,11293,22579,29209,9957,18941,28314,8983,19302,28319,9467,18549,28114,9495,18614,28075,8882,18259,27847,8579,18459,25062,774,21559,31703,10427,21020,36155,11643,24034,35834,11791,23062,34896,11260,23618
58,58,56884,53792,1560,702,551,385,32,0,0,58728,55319,1636,969,515,331,50,0,0,59073,53732,2095,1157,889,933,59,59198,55931,1524,1023,461,328,41,687,263,73,18,0,703,59249,54977,1900,1192,603,639,45,42902,41244,848,292,306,228,21,0,0,45376,43516,832,526,234,228,24,486,190,60,12,0,46166,42879,1268,585,541,639,43,46166,42879,1268,422,401,88,15,113,980,46225,44409,780,528,182,248,18,0,0,0,0,0,46546,44244,1007,625,224,291,19,531,140,48,19,46994,44182,1257,745,330,294,30,517,190,45,30,31210,11042,19793,32847,9958,22889,32225,8767,21681,32453,8407,23308,29147,9647,19498,29297,7872,21053,29126,7897,20832,28878,8649,20229,28683,8075,20079,31484,8953,21976,37038,11124,25394,31649,9490,21821,30762,8941,21821,30764,9403,21109,30592,9190,21402,30532,8742,20842,30232,8451,21186,30536,8614,21922,34315,10425,23616,38691,12009,26113,38425,11869,25867,37415,10586,26786
59,59,60469,57991,1334,413,425,334,47,0,0,59676,55639,2180,817,664,375,150,0,0,59789,55347,2160,633,621,824,43,59686,54996,2123,954,669,332,106,631,392,121,31,548,851,59602,54886,2259,1006,806,468,39,46127,44711,773,183,242,231,32,0,0,46408,44721,670,374,355,221,59,306,279,120,38,0,47368,44558,1353,301,391,548,22,47368,44558,1353,185,276,86,6,104,800,46766,45146,695,404,323,224,34,0,0,0,0,0,47238,45265,933,396,382,288,0,284,261,80,0,47271,44964,1302,354,365,244,13,228,282,37,13,34337,11537,22309,35134,9997,25137,34756,8259,24478,34850,8217,25787,30782,9335,21428,31012,7466,23118,30766,7485,22857,30449,8356,22073,30207,7682,21902,33354,8380,24361,38925,9811,28529,33615,8555,24667,32873,7916,24926,32963,8290,24376,32607,8261,24335,32529,7796,23742,32277,7461,24164,29728,3078,26639,36117,9111,26733,40155,10215,29395,39841,10193,28901,38908,9024,29849
60,60,56496,50297,3171,1573,1056,597,39,0,0,57513,49365,4095,1997,1452,642,33,0,0,59265,48628,4986,2989,1317,1309,79,57689,49411,4141,2130,1211,780,33,1224,895,377,33,185,1427,59347,50166,4536,2208,1484,698,88,43780,40005,1894,896,619,429,30,0,0,43165,39773,1359,1102,554,386,20,899,342,206,10,0,46670,39887,3145,1675,889,966,54,46670,39887,3145,1357,718,237,8,88,1230,43612,40107,1471,1222,358,473,35,0,0,0,0,0,44777,40935,1641,1126,498,411,90,870,391,68,90,44756,40005,2046,1425,806,390,0,1099,736,75,0,27566,13681,13523,27614,13348,14266,26831,10503,14446,26523,10259,15257,22938,11139,11779,23227,9796,12978,23075,10151,12574,22788,10513,12258,22578,9930,12092,25225,10734,13887,29466,12614,16335,24668,10624,13679,23151,9707,13422,23195,10028,12907,22980,9702,13277,22851,9455,12562,22547,9145,12823,16934,0,16916,26339,11220,14838,29917,12605,16892,29642,12682,16183,28672,11241,17403
61,61,57060,49180,3943,1520,2135,607,65,0,0,58550,46719,5538,2027,3221,874,83,0,0,59361,45243,6728,3190,3429,1272,69,57880,45751,6297,2384,2844,878,48,1321,2390,262,30,367,1466,59745,44630,8025,2914,3377,884,26,45324,40467,2321,806,1465,366,38,0,0,44755,38730,2747,1204,1615,422,14,1110,1423,207,29,0,47545,38191,4269,1988,2328,926,47,47545,38191,4269,1440,2042,176,9,126,1292,44249,37443,3699,1427,1283,345,29,0,0,0,0,0,45174,36792,4779,1677,1649,256,8,1128,1467,87,8,44039,34640,5307,2085,1723,271,6,1320,1555,107,6,32948,15382,17170,33406,15364,18042,31769,14048,15596,31581,13390,17506,29057,15062,13945,29267,13320,15411,28879,13105,15313,28516,14417,14069,28179,13603,13992,30842,14403,15765,34863,17492,16844,29499,14791,14285,27333,13748,13529,27388,14354,12778,27073,14040,13009,26912,13543,12449,26680,13197,12947,26994,13086,13696,30936,15766,14850,34966,17476,16705,34496,17524,16259,33828,16234,16964
62,62,60546,35400,11287,13293,703,699,71,0,0,60957,34362,11870,14033,834,963,47,0,0,60115,31086,13225,14649,862,1468,94,60104,35021,10961,13131,762,946,15,11046,521,166,15,392,1980,60554,34706,12751,12356,827,1142,8,44185,28699,6631,8248,466,480,49,0,0,42912,27681,5916,8471,416,545,10,8103,363,226,0,0,44595,26018,8123,9253,556,988,58,44595,26018,8123,8217,376,129,4,214,1514,41683,28162,5169,7724,299,586,15,0,0,0,0,0,41737,27947,5913,7263,349,373,10,6764,268,116,10,41558,26839,6540,7334,456,337,11,6799,207,74,11,28537,18420,9775,29269,19089,10180,24869,14681,8838,24609,14211,9685,22742,14886,7818,22821,13595,8603,22568,13437,8599,22439,14263,8148,22338,13867,7916,23956,14520,8878,27195,16695,9997,22080,13617,8173,19500,11815,7634,19420,11897,7274,19314,11734,7556,19318,11272,7197,19192,11265,7481,19405,11159,8094,23030,14043,8742,26698,16093,10197,26434,15910,9808,25523,14274,10432
63,63,57787,49887,2673,2607,2381,435,41,0,0,58804,47780,4114,3526,2844,640,30,0,0,59708,47599,4371,3200,3404,1047,66,59583,48259,4560,3533,2459,669,45,2780,2072,395,33,266,1220,60145,48844,4588,2936,2618,754,236,45123,39663,1652,2064,1543,287,27,0,0,45180,38634,2300,2563,1305,405,0,2380,1234,295,45,0,47783,39330,2808,2412,2301,759,43,47783,39330,2808,2124,2066,149,9,157,1140,45997,39689,2130,2524,1171,446,34,0,0,0,0,0,46383,40056,2263,2038,1400,379,169,1928,1262,126,169,45193,39071,2573,1605,1390,302,172,1398,1118,82,172,32845,14372,18117,33627,13892,19735,33212,12970,18367,33202,12381,20092,30591,13833,16724,30783,11837,18439,30445,11704,18305,30102,12961,17118,29754,12260,16898,32557,13123,18820,37180,15806,20863,31742,13496,17854,30045,12509,17472,30072,13108,16708,29779,12847,16916,29675,12314,16501,29445,11923,17011,29808,11516,18132,33833,14375,19097,38318,15981,21417,37864,15950,21110,37300,14301,22267
64,64,60063,42448,9039,6704,1893,749,118,0,0,60693,40565,10540,7817,1923,561,78,0,0,60090,38918,10901,7469,2192,1316,104,60069,40781,9891,7858,1984,677,51,6296,1429,143,0,85,1443,59319,39193,10265,7148,2319,1418,61,44671,33858,5300,4026,1287,488,74,0,0,42975,32709,4674,4341,927,282,0,4146,801,141,22,0,46725,32475,7127,4864,1577,948,67,46725,32475,7127,4049,1262,117,17,137,1541,41673,32400,3727,4226,833,261,0,0,0,0,0,0,42190,31997,4426,4213,1016,437,0,3953,951,122,0,42978,31760,5199,4283,1020,411,0,3592,825,83,0,27079,17236,9430,27309,17062,10247,25512,13664,10353,25301,13509,10939,22564,14213,8306,22708,13077,8975,22377,12764,9122,22235,13470,8737,21981,13089,8340,24492,13802,10057,29031,15701,12767,23344,13111,9894,21191,11606,9543,21227,11822,9156,21025,11719,9294,21027,11260,8990,20900,11248,9231,21132,10972,10021,25185,13708,11194,29725,15562,13679,29354,15738,12800,29197,15154,13407
65,65,59105,43734,8396,6031,878,772,91,0,0,58250,42049,8747,6608,1061,956,64,0,0,60095,39966,10736,7280,1273,1500,94,59894,41984,9652,6970,1173,970,71,4672,792,329,38,175,2257,60359,41161,9955,7264,1151,896,122,43753,34795,4799,3342,569,484,59,0,0,43587,34589,4254,3784,493,399,14,3525,320,251,50,0,46462,33394,6779,4497,892,1104,62,46462,33394,6779,3761,587,122,29,111,1679,44847,34991,4749,4153,549,446,14,0,0,0,0,0,45097,34844,5156,4149,617,313,30,3536,491,81,30,44492,33747,5500,4195,847,305,0,3439,675,29,0,28190,17691,10059,28205,17307,10898,26393,13909,10904,26267,13952,11362,23409,14696,8685,23614,13532,9312,23255,13195,9583,23095,13915,9165,22798,13505,8685,25334,14199,10510,29964,16105,13336,24113,13466,10332,21873,11888,9928,21920,12145,9484,21682,12044,9620,21699,11597,9297,21524,11500,9578,21792,11270,10392,25629,13893,11455,29578,15612,13535,29218,15571,12788,29074,14943,13525
66,66,58413,39532,7947,9911,1027,518,69,0,0,56872,36589,9094,10054,1423,791,141,0,0,59377,35824,9816,11645,1412,1266,84,57170,34536,10593,10800,1382,814,179,8979,1171,133,13,88,1656,57952,34720,10044,11401,1501,834,155,44623,32385,4775,6595,716,357,47,0,0,42225,30499,4332,6430,590,321,25,6041,545,157,80,0,46320,30340,6313,7844,1046,903,57,46320,30340,6313,7017,834,152,16,146,1502,42495,29046,5208,7178,578,370,15,0,0,0,0,0,43216,29635,5123,7187,811,375,29,6510,687,72,29,43735,29741,5578,7129,827,405,11,6296,681,90,11,29559,17727,11446,29387,17545,11842,26806,14267,11100,26551,13875,11964,24628,14901,9683,24723,13542,10620,24475,13174,10816,24301,14155,10120,24171,13720,9886,26166,14403,11209,30155,16552,13092,24765,13794,10646,22509,12209,10244,22461,12463,9728,22322,12321,9981,22288,11904,9581,22136,11750,9973,22408,11554,10715,26257,14384,11600,30496,16432,13573,30166,16344,13036,29479,14820,13886
67,67,58608,55915,1030,612,401,736,26,0,0,58076,54492,1324,911,630,768,0,0,0,60062,54671,1518,1230,626,1466,65,58347,54495,1393,975,610,799,0,658,431,369,0,76,922,60017,55390,1652,1148,629,886,3,45433,43821,589,337,228,495,19,0,0,44806,43119,665,338,231,488,0,330,180,288,10,0,47121,43592,934,721,434,1012,42,47121,43592,934,568,333,342,11,83,1258,45084,43247,656,440,247,493,0,0,0,0,0,0,46466,44359,727,545,269,531,0,422,157,190,0,46835,44525,795,687,271,536,13,544,167,84,13,29663,15647,13355,28827,14116,14711,29324,10197,17550,28946,11275,16644,24246,11279,12956,24341,9995,13925,24048,9821,13689,23996,10455,13535,23970,9991,13397,27056,10659,15878,32949,11915,20549,27220,10273,16653,26056,9218,16808,26112,9813,15884,26041,9746,16286,26024,9167,15991,25948,9180,16165,26075,9278,16797,29854,10702,18822,34839,11672,21936,34489,12151,21404,34126,11498,22615
68,68,60235,58503,642,313,300,467,83,0,0,59368,56601,1002,618,533,566,214,0,0,59902,56553,903,374,435,988,192,58602,55777,967,549,651,521,214,320,329,201,140,35,823,60111,57031,1012,536,561,672,204,46784,45762,371,108,187,334,45,0,0,46464,44960,460,380,265,382,19,356,170,145,34,0,47350,45145,551,170,284,690,103,47350,45145,551,105,168,144,70,93,1074,46024,44511,539,286,342,359,27,0,0,0,0,0,47283,45769,534,230,321,432,40,173,184,120,40,47411,45826,523,232,283,474,23,150,156,88,23,31107,16084,14093,30435,14082,16353,30685,9576,19692,30429,10651,18485,26606,11587,15006,26788,9454,16911,26412,9363,16400,26230,10467,15757,26085,9750,15733,28912,10154,18218,34757,11022,23157,29386,9996,19114,28435,8834,19570,28598,9459,18737,28406,9872,18527,28352,8968,18434,28159,8778,18660,28466,8755,19711,31897,10277,21351,36399,11146,24832,36087,11519,23584,35202,10266,24921
69,69,60105,56424,2144,841,336,437,40,0,0,59988,55298,2905,969,380,670,76,0,0,59952,54039,3490,1078,368,782,47,59971,55106,2947,964,412,697,43,479,187,148,0,165,955,59943,54134,3506,1349,436,814,40,43758,41314,1313,689,192,299,28,0,0,42544,40647,684,552,184,490,0,435,116,142,60,0,43971,40088,2095,812,243,556,26,43971,40088,2095,670,176,199,7,80,656,42658,40677,648,648,235,518,0,0,0,0,0,0,42656,40306,905,805,241,476,4,575,182,128,4,42729,40563,851,798,187,336,6,592,149,67,6,25156,12888,11534,24264,10547,13717,24531,7253,15899,24272,8252,14908,20689,8758,11924,20826,6787,13659,20526,6833,13197,20228,7799,12419,20106,7013,12508,22625,7495,14614,26857,7779,18440,22423,7164,14973,21296,6098,15163,21431,6658,14405,21208,6945,14257,21165,6268,14193,21092,6040,14434,21318,5962,15356,24228,7273,16685,27887,7937,19449,27637,8409,18470,26997,7178,19807
