ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_17_GOV_Total,E_17_GOV_Dem,E_17_GOV_Rep,E_17_AG_Total,E_17_AG_Dem,E_17_AG_Rep,E_17_LTG_Total,E_17_LTG_Dem,E_17_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_21_GOV_Total,E_21_GOV_Dem,E_21_GOV_Rep,E_21_AG_Total,E_21_AG_Dem,E_21_AG_Rep,E_21_LTG_Total,E_21_LTG_Dem,E_21_LTG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep
59,59,78452,59935,1976,14014,2090,760,82,0,0,83524,62233,3389,14775,3081,872,93,0,0,85711,62154,3815,14363,3446,1936,124,86095,62451,3825,14423,3449,1936,124,83827,63975,3873,12661,2968,815,144,11209,2217,144,27,6,2375,87039,64254,4020,14294,3359,617,154,60782,47293,1282,10379,1434,565,54,0,0,63696,49721,1222,10428,1509,565,0,10053,1153,164,364,0,67627,50467,2397,10813,2415,1420,89,67627,50467,2397,9964,2064,209,35,249,2242,63699,50771,1371,9288,1564,565,10,0,0,0,0,0,66608,51990,1389,10795,1950,540,31,10161,1525,94,31,69044,52501,1964,10900,2674,957,29,9932,2199,123,29,40491,17288,22764,41885,17352,24533,44600,17233,24871,30598,12803,17379,30481,12587,17865,30473,12449,17993,38590,17432,20431,45351,18295,26408,53689,22247,30533,53007,22930,30018,41517,14974,26289,41369,15057,26287,41361,15082,26240,49621,20198,29194,54888,22692,31383,53938,23278,30595
60,60,74417,64462,1493,6508,1420,710,57,0,0,81260,68886,1543,8130,2070,732,228,0,0,85483,69792,2516,8304,2605,1893,110,85394,69824,2505,8185,2604,1891,108,82115,69264,1638,8423,2026,1072,297,7037,1118,284,52,280,2448,85565,71223,1937,8712,2420,1190,57,55183,48308,925,4690,894,459,32,0,0,61976,53509,969,5800,998,576,20,5671,744,281,132,0,66129,55034,1623,6151,1712,1330,85,66129,55034,1623,5615,1256,242,28,220,2111,62663,53899,969,5823,989,679,20,0,0,0,0,0,65448,56032,1123,6193,1217,700,44,5715,748,115,44,67201,56788,1504,6526,1642,624,57,5970,1216,73,57,42698,13154,29223,44414,12979,31435,48906,14082,31959,33757,10885,22397,33649,10527,23062,33653,10453,23156,42223,15137,26184,47896,15678,31427,53354,18312,34054,52457,18658,33756,45428,13886,31286,45314,13968,31312,45254,13947,31258,52079,17752,34040,58788,20673,37274,57638,21038,36558
61,61,76896,63918,4059,7230,1312,718,104,0,0,82231,66626,6205,6918,2009,797,35,0,0,84689,65325,7844,7334,2250,2082,193,84921,65515,7853,7344,2250,2082,193,81936,66582,5973,7063,1809,938,25,5229,1390,403,25,168,2164,84824,67116,6858,7625,2259,1028,89,57442,48743,2435,5064,847,492,71,0,0,60922,52087,2231,4892,1109,546,30,4455,950,366,77,0,65450,52114,4991,5279,1537,1474,131,65450,52114,4991,4495,1053,122,39,276,2360,60512,52022,2314,4823,883,531,25,0,0,0,0,0,63348,53154,2958,5537,1318,576,20,4841,856,108,20,64516,52610,4577,5319,1301,700,30,4513,951,89,30,39931,16802,22677,40622,15906,24716,43689,14417,26663,28119,10557,17242,28045,10476,17529,28081,10074,17969,37572,15281,21535,42937,15398,26824,49269,18170,30020,48378,18725,29608,39713,12787,26724,39602,13162,26417,39606,13001,26578,46975,16976,29736,52951,19206,32896,52543,19635,32837
62,62,79754,60757,5155,12327,1231,706,116,0,0,84234,62137,6993,13584,1282,816,81,0,0,87922,62220,9121,12915,1997,2095,196,87359,62015,9016,12655,1960,2089,186,86255,62324,7455,14533,1739,583,77,11314,1272,98,67,492,3236,87964,63626,8076,13771,1620,1259,91,60356,47248,3242,8782,801,496,59,0,0,61720,49140,2263,9125,545,534,55,8555,445,147,102,0,67474,49846,5698,9163,1394,1462,123,67474,49846,5698,8215,1026,123,22,239,2305,63487,49643,2606,9584,1034,365,65,0,0,0,0,0,64837,50816,2900,9338,850,606,75,8806,559,96,75,65814,51167,3204,9430,1211,488,73,8871,930,63,73,34758,15492,18798,35260,14989,20271,38377,13454,22766,24663,9402,14946,24478,9362,15095,24460,9124,15311,33212,14055,18489,38038,14487,22980,44623,17549,26259,44065,18497,25537,34451,11524,22703,34226,11988,22213,34241,11590,22623,42145,16202,25754,48376,18185,29438,47720,19262,28408
63,63,75958,57913,4903,10855,1957,795,154,0,0,82091,60544,6694,11948,2882,643,449,0,0,84587,58429,8572,12759,2970,2269,201,84966,58710,8598,12792,2971,2269,201,82490,59657,6952,13245,3120,805,179,10864,1996,127,23,209,2662,86144,61337,8986,13574,3017,960,145,55161,43405,2986,7178,1278,525,103,0,0,60262,46930,3192,8213,1234,387,43,7804,971,134,255,0,64349,46432,5358,9055,1962,1651,119,64349,46432,5358,7840,1365,184,52,313,2805,60103,45997,3326,8714,1590,495,30,0,0,0,0,0,62005,47480,3646,8618,1832,433,15,8007,1530,74,15,63662,47365,4667,9128,2054,440,0,8247,1586,98,0,34855,15107,19379,37778,15681,22097,40016,13950,23860,23982,9345,14374,23878,9260,14596,23881,9151,14685,33691,14410,18700,40396,15750,24015,48614,19861,27779,48220,20636,27533,36219,12723,23264,36119,13022,23073,36146,12946,23170,44881,17933,26696,50562,20181,29601,50020,21128,28806
64,64,70430,47662,6493,13290,3069,854,226,0,0,79949,49921,9998,15719,5051,907,377,0,0,85633,47856,12216,19333,5432,2490,430,84809,47418,12185,18926,5432,2490,428,81043,49066,10316,16615,5462,937,577,13001,3045,159,81,228,5141,85320,49068,11891,19249,5376,1298,472,49300,34443,3892,8891,1961,551,129,0,0,56705,38003,5200,10106,2481,558,60,9246,1916,165,441,0,61994,36606,7643,13236,3579,1677,245,61994,36606,7643,11578,2508,182,82,351,3044,56616,37971,5155,10189,2385,564,80,0,0,0,0,0,59245,37792,6231,11482,2352,569,10,10883,1892,63,10,60767,36252,7627,13073,2620,497,11,12053,2021,60,11,30336,13825,16300,33242,14607,18635,36737,14875,19489,22761,10243,12253,22648,10034,12600,22663,9960,12677,31344,15373,15325,36216,16625,18912,43431,21078,21360,42552,21129,21362,31847,13590,17996,31677,13803,17855,31711,13801,17887,40761,19412,21028,48012,23059,23977,47458,23770,23610
65,65,74714,50816,6593,14503,2707,978,164,0,0,85199,55239,8102,18617,3518,1051,86,0,0,86568,50832,10405,18803,5082,2639,286,87139,51136,10463,18940,5094,2641,286,87207,56056,8272,19041,4032,1202,97,15143,2647,258,18,320,4495,87756,53647,8761,19928,4847,1259,172,56420,40533,4252,9489,1850,654,108,0,0,61371,43201,3568,12437,1411,575,11,11798,1027,275,194,0,66832,42156,6789,13127,3276,1882,183,66832,42156,6789,11532,2422,324,87,449,3073,63785,44683,3776,12560,1537,636,15,0,0,0,0,0,64307,44297,4156,12749,1966,570,0,11796,1528,177,0,66497,44169,5241,13318,2137,623,0,12289,1605,96,0,32767,16477,15942,35418,17960,17458,37644,17629,17563,23545,12123,11084,23368,11960,11373,23369,11860,11480,32013,17777,13521,36792,19203,16899,43939,24024,18900,43239,24357,18828,32347,15568,16464,32182,15881,16269,32150,15742,16372,40336,21630,18410,45842,24612,20250,45121,25242,19800
66,66,70844,48208,4386,16018,1992,910,192,0,0,77082,50011,6082,18411,2344,1154,226,0,0,84681,49914,8573,21424,3409,2364,246,85065,50181,8586,21451,3408,2364,245,77138,50028,6763,17730,2378,1315,205,15290,1469,220,64,149,3156,82220,50758,7821,20511,2801,1113,259,51613,36142,2726,11168,1278,608,106,0,0,55722,38264,2725,12827,1180,509,75,12029,879,179,148,0,63613,39291,5402,15396,2302,1630,149,63613,39291,5402,13805,1735,210,60,295,2815,56652,38576,3225,12703,1316,590,55,0,0,0,0,0,60430,39670,3931,14657,1472,694,70,13334,1180,74,70,63296,39488,4977,15971,1831,852,191,14744,1402,109,191,31395,16133,14925,31827,15631,16196,36590,15802,18710,21589,10389,10933,21481,10261,11203,21489,10177,11294,30212,15542,14104,36530,17218,18719,44704,21715,22062,44330,22488,21789,32036,13882,17904,31865,14055,17794,31882,13962,17897,41386,19926,21224,48222,23194,24316,47674,24177,23441
67,67,83570,57494,3052,21678,885,956,78,0,0,86907,58820,4333,22050,1191,1080,22,0,0,86526,58186,4444,20423,1580,2133,222,85966,58090,4369,19993,1564,2134,210,87792,59276,4450,21951,1329,944,27,19913,683,165,2,304,2997,88274,58032,5215,21543,1523,1375,15,66016,46866,1966,16198,578,703,48,0,0,68529,48591,2270,16598,526,480,4,16313,373,233,166,0,69604,48437,2917,15540,1103,1598,153,69604,48437,2917,14572,675,286,18,270,2429,69214,49316,2251,16542,657,500,4,0,0,0,0,0,69855,49463,2709,16129,813,820,0,15412,522,180,0,70813,50428,2379,16099,1221,731,4,15203,860,101,4,41317,19279,21547,41564,18811,22753,42889,16637,24464,27745,11162,16323,27567,10937,16610,27595,10720,16845,35173,15454,19181,41671,16749,24423,48688,20201,27721,48318,21548,26737,37892,13286,24375,37718,13586,24107,37710,13415,24257,45655,18308,27162,51192,20127,30395,50630,20884,29701
68,68,83268,64382,1869,15329,756,1327,69,0,0,83785,64467,2482,14941,934,1154,52,0,0,85116,65001,2567,13925,1215,2570,195,85450,65269,2563,13963,1213,2568,195,84394,64802,2650,15069,916,1106,38,13926,680,169,18,258,1890,85709,65571,3046,14435,933,1536,92,65503,51366,1190,11698,501,965,51,0,0,67398,52672,1826,11551,473,727,30,11332,347,182,161,0,68814,53566,1633,10878,792,1907,89,68814,53566,1633,10103,421,448,31,209,2403,68001,53364,1791,11498,497,638,20,0,0,0,0,0,69075,54315,1984,11185,507,937,60,10829,238,199,60,70015,55443,1806,11038,532,1021,85,10568,312,252,85,44272,17948,25816,44398,17615,26783,45304,14612,28610,30630,11185,19129,30422,10834,19562,30427,10662,19743,36998,14169,22230,44260,14909,28795,51295,17513,32942,50847,18681,32131,40930,12172,28511,40738,12442,28270,40719,12224,28467,48297,16140,31958,53606,17478,35567,52843,18485,34310
69,69,81469,60024,4324,13714,3260,960,289,0,0,84493,59230,6284,15040,4016,965,578,0,0,87062,58310,6978,15787,4859,2043,389,87386,58504,6993,15864,4862,2043,389,85067,59275,7161,14651,4289,623,354,12589,3104,68,106,125,2637,87836,59753,7945,15162,4386,860,602,62262,47349,2736,9667,2250,641,178,0,0,64161,47588,3640,10218,1883,464,169,9837,1568,130,253,0,68141,47798,4458,11389,3353,1458,251,68141,47798,4458,10136,2524,174,103,275,2673,64610,47235,4353,10362,2205,343,60,0,0,0,0,0,66190,47799,4646,10895,2202,404,113,10432,1764,98,113,68183,48678,4893,10933,2808,513,115,10302,2085,123,115,41837,18304,23120,41250,18084,23166,41937,17355,21844,28779,13493,14947,28669,13028,15607,28659,12905,15734,36392,17976,17744,41751,19237,21796,49151,23660,24508,48512,23784,24687,37560,16290,21053,37439,16416,21004,37400,16177,21193,45021,21373,23351,49194,23755,24542,48812,24364,24394
70,70,86364,44441,6796,31757,4275,1301,353,0,0,85563,41038,8281,32704,5176,1388,180,0,0,87808,36808,9136,36816,5235,2101,460,88236,36949,9162,37011,5239,2102,460,82934,39921,8377,30405,6153,1639,871,25585,3235,248,44,613,4910,84867,40482,9012,30359,5953,1164,761,65137,36264,4487,21476,3106,890,227,0,0,62620,33625,4254,21324,2398,686,80,20520,2044,199,389,0,68440,30955,6186,27091,3875,1516,309,68440,30955,6186,24739,2864,175,158,298,3065,61693,33125,4841,19691,2815,737,45,0,0,0,0,0,63506,33990,4576,20917,3138,566,40,19860,2670,163,40,64187,33593,5326,21484,2953,703,44,20327,2429,201,44,40809,23691,16813,39705,23458,16247,39106,21566,15006,24410,14604,9484,24236,14210,9995,24272,14186,10064,30157,18975,10585,35053,20514,13829,42165,25020,16180,41206,25554,15605,29051,15873,12868,28909,16073,12795,28907,15920,12943,36671,21761,14640,39859,23677,15458,39308,24354,14917
71,71,70989,54336,3187,10433,2674,840,139,0,0,80938,60273,4537,12126,3370,1155,250,0,0,84369,57934,4993,16248,3594,1930,251,84328,57899,4973,16235,3590,1926,250,81831,61005,4207,12661,3255,721,106,10565,2625,214,0,408,2804,84205,62181,4244,13173,3574,994,231,57443,45036,2228,7779,2071,588,90,0,0,64356,50239,2579,8964,1800,772,0,8328,1519,135,252,0,69234,48869,3317,13093,2613,1381,170,69234,48869,3317,12123,1979,206,55,234,2451,64927,51057,2375,9316,1615,522,0,0,0,0,0,0,67162,52196,2477,9789,1891,653,0,8777,1591,105,0,68854,52556,2852,10142,2178,752,46,8975,1713,146,46,39084,18290,20419,42679,19379,23300,45341,20778,21851,32953,16459,16169,32750,15925,16798,32816,15877,16914,39677,20890,18060,44034,21583,21715,50174,25439,23813,49999,25870,24088,39753,18275,21246,39635,18359,21246,39625,18234,21360,47829,24018,23513,54096,27923,25255,53670,28177,25428
72,72,83665,64247,2097,15225,1772,656,72,0,0,86342,65925,2978,15234,2341,362,112,0,0,89667,67472,3390,14486,2573,1691,148,88033,67029,3298,13367,2566,1687,144,86894,67008,3000,14358,2226,430,55,13509,1664,32,20,171,1490,89979,69317,3678,14869,1790,846,2,64136,49291,1365,12025,1184,460,41,0,0,66643,51838,1178,12139,1229,190,45,12048,1055,48,39,0,70627,53564,2219,11669,1848,1228,82,70627,53564,2219,10936,1480,149,18,254,2007,67022,52869,1119,11527,1200,236,20,0,0,0,0,0,69814,54979,1814,11704,966,349,0,11309,787,39,0,71150,55124,2586,11102,1163,1050,4,10644,998,64,4,43875,15731,27664,44688,15390,29298,47827,15957,29218,33336,12014,20967,33189,11515,21653,33212,11547,21633,41925,16660,24358,47392,16877,29800,53350,19539,32890,52802,19998,32768,44548,14529,29822,44409,14661,29719,44365,14588,29741,51045,18575,32220,56020,21049,34142,55652,21613,33984
73,73,66449,54265,2019,6452,3512,453,84,0,0,79278,61328,3102,9408,5604,470,51,0,0,87644,66165,4369,9897,5853,1461,129,87751,66259,4369,9900,5854,1461,129,82924,62568,3671,10408,6187,377,101,8790,4772,110,0,326,2679,92248,67317,3991,13169,6910,1028,58,47436,39478,1226,4296,2259,297,46,0,0,56677,45404,1643,6491,2833,328,0,6136,2556,103,56,0,64367,49809,2721,6869,3922,967,83,64367,49809,2721,6068,3348,109,15,271,2026,58599,46621,1901,6527,3178,219,0,0,0,0,0,0,64895,50277,2073,8143,3984,353,0,7713,3305,45,0,67274,50868,2880,8708,4269,339,0,7613,3580,24,0,37102,14077,22753,40729,14795,25934,43758,16942,23766,30981,13629,16955,30883,13086,17764,30902,13159,17715,40290,19344,20026,45802,20068,24886,51766,23532,27231,50944,23375,27515,44241,18618,25333,44129,18633,25470,44122,18767,25325,52090,24167,27536,61028,30255,29595,60629,30588,29978
74,74,80604,55090,3040,20137,2227,837,154,0,0,83888,54775,4380,22536,2479,702,214,0,0,88453,53020,5697,25573,2960,2032,239,88305,52942,5660,25536,2936,2026,238,82654,54266,4794,20342,3370,834,159,18495,2133,179,27,21,2742,85890,53344,5539,23590,3136,1245,50,61291,42796,1866,14873,1571,553,105,0,0,63078,43060,2135,15853,1331,453,35,15344,1081,201,287,0,69677,43441,3679,19287,2157,1493,160,69677,43441,3679,17944,1609,212,58,248,2486,63160,43180,2626,14636,2003,566,25,0,0,0,0,0,66015,42975,3098,17115,2052,665,0,16347,1480,179,0,67070,42201,3337,18693,1945,881,0,17671,1456,108,0,41422,17435,23640,42313,18161,24152,43720,17466,24274,27890,11665,15950,27785,11556,16210,27795,11428,16346,35675,16466,18688,39941,16697,22700,45830,19465,25578,45021,19862,25118,34923,13352,21297,34815,13473,21311,34786,13439,21305,43277,18698,24343,50012,22617,26751,49453,23377,26024
75,75,76129,43513,5557,24541,2603,880,259,0,0,81703,43094,7000,29528,3047,1004,292,0,0,88945,42261,10065,32415,3536,1963,343,88463,42095,10076,32027,3535,1964,341,81369,41484,7458,30292,2951,1192,324,27299,1858,237,157,128,2746,87134,41702,9458,33009,3596,1712,589,56850,34261,3616,16955,1846,611,144,0,0,60187,33997,3701,19790,1943,540,95,19415,1726,251,252,0,68742,34892,6685,23633,2695,1430,202,68742,34892,6685,22020,2116,274,106,300,2349,60285,32981,3991,20659,1616,694,135,0,0,0,0,0,65636,34247,5058,23087,1983,754,220,22406,1603,125,220,67691,33893,6185,24284,1915,858,236,23492,1496,143,236,32770,15657,16746,32279,15793,16486,34003,15771,16661,21269,10179,10824,21178,10038,11110,21189,9990,11181,27075,14132,12509,32559,16202,15934,39622,20506,18504,38847,20853,17971,28185,12899,15020,28119,13086,14997,28083,13027,15019,34803,17897,16722,37580,19733,17264,36768,20177,16523
76,76,77335,38795,8988,27011,2704,1021,143,0,0,81884,37108,11592,30161,2665,1026,153,0,0,84854,33970,15063,31832,3330,1894,168,85270,34099,15122,31994,3331,1894,168,83247,36441,11475,32132,2283,1154,94,29423,1696,295,49,709,3157,84850,36967,13008,31632,2779,1151,40,57415,31214,5795,18406,1951,682,89,0,0,58991,30653,4063,22012,1746,495,66,21460,1552,249,134,0,64702,28210,9899,23424,2531,1403,99,64702,28210,9899,21841,2148,174,37,322,2071,59411,30033,3866,23452,1436,599,156,0,0,0,0,0,60715,30451,4700,23260,1674,573,75,22597,1520,125,75,62266,29568,5828,24503,1762,389,106,23745,1591,5,106,37300,20971,16053,38302,22222,16080,38941,22227,14762,24887,15251,9339,24797,15071,9710,24814,15133,9661,33537,21821,11189,36745,22857,13315,44024,28312,15007,43342,28821,14472,30404,17810,12256,30321,18134,12150,30312,18055,12212,38941,24695,13994,43219,27133,15374,42796,27982,14751
77,77,80896,30497,10728,37930,2057,932,207,0,0,86401,31521,13154,39161,2305,1584,151,0,0,86989,29426,17785,36708,2520,1902,140,87759,29564,17914,37158,2521,1902,140,87639,31845,12809,41093,1904,1376,86,38287,1434,230,10,349,2677,86747,30927,13098,41275,1517,1336,36,61749,25487,7484,27338,1497,685,136,0,0,59171,26341,2053,28899,1082,947,44,27850,819,187,309,0,66699,24782,11663,27839,1915,1423,89,66699,24782,11663,26127,1517,163,17,327,2103,60617,26758,2178,30097,937,881,9,0,0,0,0,0,60896,26241,2570,30815,824,915,19,29668,767,94,19,60016,25757,3838,29015,892,619,18,28051,790,48,18,37215,26228,10687,36417,25966,10451,37006,25985,8928,24908,18243,6342,24792,18002,6770,24800,18102,6679,31625,24082,6952,35293,25921,8742,43027,32237,9990,42382,32311,10026,29130,20365,8255,28963,20602,8317,28955,20535,8382,36211,26906,9034,37367,27755,8831,36831,28182,8597
78,78,77504,56043,2475,14829,4062,580,111,0,0,80421,59165,2415,14758,4003,512,133,0,0,87487,62274,4615,14001,5713,1093,144,87774,62424,4619,14099,5720,1093,144,80737,59447,2557,14361,4140,406,150,13323,2979,69,8,271,2081,81689,59256,3378,13814,4469,605,136,68900,50173,2115,12689,3797,495,96,0,0,70318,52373,1717,13010,2450,421,4,12494,2044,109,375,0,77961,55699,3949,12313,5202,892,116,77961,55699,3949,10957,3881,70,18,322,3065,71177,53287,2026,12624,2670,337,10,0,0,0,0,0,71734,53539,2666,11877,3076,429,0,10938,2408,76,0,72400,52915,3632,12384,2745,503,34,11269,2044,95,34,41792,27361,13948,42728,27590,15138,48160,33394,10844,36412,26830,9081,36157,26241,9882,36171,26283,9856,44014,34310,8591,43660,31758,10755,45699,33531,10972,45063,32899,12112,39926,27801,11027,39731,28691,10952,39693,28457,11145,45405,33627,11234,51652,39212,10964,51157,39616,11429
79,79,78438,12937,2807,61814,1218,876,93,0,0,92771,20384,4278,65974,1932,1862,116,0,0,86828,22018,6659,55502,2393,1653,144,87800,22146,6705,56227,2393,1651,143,94588,21715,4798,65999,2092,1398,93,62269,1224,118,0,272,4199,93429,23868,4848,62492,2398,1129,188,60215,11886,2030,45324,1083,680,77,0,0,70699,18467,1346,49028,1084,791,4,47914,791,103,393,0,69790,20099,4669,42565,2108,1354,119,69790,20099,4669,40268,1374,190,21,412,2757,71883,19370,1541,48979,1157,825,0,0,0,0,0,0,71561,21429,1815,46118,1191,677,80,44227,804,112,80,70169,22826,2774,42196,1383,723,59,40269,990,105,59,31286,29243,1748,33926,31714,2212,35340,31302,2260,21955,20165,1503,21784,19960,1793,21830,20072,1736,28975,26877,1619,33887,30712,2568,43790,40055,2921,43060,39663,3343,26495,22785,2606,26277,23553,2674,26328,23416,2860,35584,32156,3069,37784,33235,3447,37246,33627,3512
80,80,82117,29429,6162,43337,3315,931,131,0,0,85926,29573,7304,45039,4300,864,230,0,0,85889,28660,7870,43780,4875,1684,142,85693,28505,7869,43663,4882,1685,142,86756,29066,7073,46950,4254,860,155,43615,3530,89,43,182,3155,86682,27919,8346,46898,4402,1228,50,63461,25353,4144,31443,2463,660,71,0,0,63148,24898,2596,32901,1898,519,74,32169,1703,118,375,0,68222,25036,5194,33712,3627,1293,100,68222,25036,5194,31958,3130,224,35,331,2314,63441,24160,2762,34042,1697,454,45,0,0,0,0,0,65140,24326,3483,34594,2158,459,25,33713,1928,58,25,64563,24363,3807,33562,2337,455,5,32630,2052,38,5,38649,28363,9941,39884,30005,9879,40070,29341,8772,27395,21084,5968,27300,20960,6297,27296,20935,6327,35207,27835,6817,38685,29521,8588,47526,36755,10009,46378,36591,9741,31776,23120,8115,31667,23530,8089,31639,23452,8125,40103,30658,9196,42489,31814,9921,41392,32056,9289
81,81,78668,33015,4481,39445,1022,1689,84,0,0,80856,30966,5466,42458,950,1743,16,0,0,83885,29415,7697,44017,1426,2378,138,84718,29638,7740,44523,1428,2380,138,81148,29896,6187,43383,876,1540,17,41344,579,644,0,263,2237,81445,28761,6509,44111,1324,1288,55,59428,27466,2872,27669,758,1229,56,0,0,60962,26041,1711,31700,471,1009,0,31261,388,622,166,0,65367,25371,4900,32738,1056,1824,89,65367,25371,4900,31316,769,692,25,367,1927,62481,26199,1959,32997,343,959,0,0,0,0,0,0,62744,25702,2401,33001,699,911,40,32028,646,370,40,63185,25247,3092,32971,925,1020,33,31936,707,472,33,37649,24760,12594,39271,26307,12964,39080,24709,13028,25946,17375,8325,25884,17353,8512,25886,17292,8575,32941,22905,9643,37370,24695,12260,44720,29777,14375,44095,30257,13804,31943,20142,11417,31895,20463,11390,31857,20313,11508,39392,26319,12892,42705,28441,13684,41687,28879,12756
82,82,84153,38579,2518,42158,915,714,116,0,0,82474,36736,3465,40785,1389,406,143,0,0,85150,37789,4142,41049,1227,1752,185,86012,38019,4153,41620,1229,1754,185,81589,37237,3798,39184,1353,445,118,37627,749,150,35,268,1730,85453,37522,4482,42531,1572,448,84,65835,31045,1645,32353,703,547,73,0,0,64371,29675,1617,32021,716,302,23,31451,573,104,91,0,68079,31161,2691,32422,923,1351,137,68079,31161,2691,30985,583,230,59,260,2110,63628,29881,1867,30707,660,362,34,0,0,0,0,0,66646,30659,2190,32423,929,269,29,31807,746,34,29,66101,31168,2150,31465,832,326,8,30820,603,35,8,42542,26029,15983,43480,26957,16523,41448,23028,17240,26119,14621,11266,25944,14480,11440,25982,14442,11524,32223,18725,13191,37751,20425,16996,44539,24390,19628,43900,24853,19006,32561,15783,16492,32370,15907,16439,32380,15838,16501,40044,21176,18728,44056,22692,20863,43240,23311,19873
83,83,93937,48239,1696,43113,673,717,75,0,0,91965,47705,2688,40263,876,1482,51,0,0,92188,47924,2559,39435,1034,1659,224,86459,46189,2298,35685,977,1655,194,91722,47266,2892,40497,887,1478,48,38222,365,109,10,52,2804,92023,47689,3392,39525,1037,1931,87,74809,39159,1102,33861,448,517,50,0,0,73390,38900,1164,32063,435,1006,5,31412,293,187,118,0,75081,39696,1702,31959,712,1229,140,75081,39696,1702,31022,404,195,34,186,1842,73064,38496,1308,32218,466,983,11,0,0,0,0,0,73326,39265,1716,30827,554,1093,10,29914,297,95,10,74138,39655,1605,30980,600,1528,92,29805,382,138,92,45752,24398,20731,46186,24805,21381,44985,21658,21925,29957,14619,15082,29744,14371,15353,29754,14224,15514,35649,18423,16813,41690,19902,21443,47593,23037,24060,47235,23871,23329,37900,16276,21418,37484,16284,21169,37678,16265,21372,44245,20744,23386,48258,21973,25799,47604,22940,24619
