ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
79,79,29907,6682,4705,18190,326,253,111,0,0,29712,5374,5351,19156,140,240,0,0,0,30065,4717,7118,17730,278,753,26,28867,5717,5683,17507,128,247,0,16873,64,0,0,47,485,30946,5424,5763,19365,98,218,0,20708,5720,3003,11734,218,175,83,0,0,18411,4252,1249,12815,45,187,0,12639,45,2,35,0,21527,4151,4479,12465,206,589,17,21527,4151,4479,12079,155,54,6,51,552,18195,4870,1238,11994,37,199,0,0,0,0,0,0,19524,4747,1391,13266,63,111,0,13151,34,29,0,18482,4242,1410,12678,23,126,0,12435,4,10,0,10067,7510,2429,9628,7637,1991,8856,6975,1579,8749,6746,1803,7266,5189,1945,7248,5621,1460,7250,5392,1661,8336,6451,1721,9117,7384,1499,8821,6752,2069
80,80,31474,10573,2586,17895,241,425,49,0,0,30086,9703,2459,17620,140,365,10,0,0,30091,9108,4089,16205,299,789,41,30615,10548,3127,16607,172,469,0,16091,108,55,0,43,638,30673,10281,3580,16501,167,489,5,24097,8934,1714,13126,158,323,32,0,0,21812,8215,557,12823,47,230,10,12690,45,66,31,0,23418,7959,2477,12392,232,596,35,23418,7959,2477,12069,152,71,19,44,627,22018,8626,480,12540,91,383,0,0,0,0,0,0,22019,8474,793,12384,109,340,0,12143,105,53,0,21562,8208,912,11996,100,406,0,11694,65,31,0,11976,9206,2579,11059,8799,2260,10391,7770,2276,10198,7535,2350,8559,5865,2519,8545,6325,2005,8560,6050,2254,9569,7053,2321,10341,7795,2307,9848,7097,2751
81,81,26656,21974,1702,2269,442,335,12,0,0,30110,21863,2836,4338,730,398,85,0,0,30525,19554,4031,5242,713,1021,34,31669,22952,2787,4380,864,366,15,4077,668,57,0,122,1011,32676,22504,2996,5590,785,400,0,19727,16817,1015,1382,285,255,10,0,0,21565,17189,1033,2717,305,262,0,2554,263,39,57,0,22556,15536,2344,3358,489,773,16,22556,15536,2344,3180,402,104,4,68,918,22096,17722,886,2904,295,253,0,0,0,0,0,0,22810,17476,906,3796,333,238,0,3798,241,27,0,22820,17395,1039,3647,457,205,0,3622,317,26,0,9627,2951,6434,10887,3544,7343,12251,3873,7599,12126,4485,7085,9432,2813,6338,9397,3199,5919,9396,2936,6192,11256,3876,7030,12270,4619,7361,12162,4297,7865
82,82,27370,23515,1262,2013,324,296,24,0,0,30792,25431,1306,3462,422,271,134,0,0,30021,22709,1832,4016,429,988,32,30862,25044,1074,3834,346,379,110,3433,241,70,110,5,880,28750,23251,943,3760,395,533,82,20133,17725,779,1217,212,217,16,0,0,23145,19957,395,2266,161,188,90,2200,139,46,50,0,22283,17596,1116,2491,276,704,19,22283,17596,1116,2311,222,99,7,65,867,23408,20099,446,2435,146,256,70,0,0,0,0,0,21520,18419,453,2130,145,276,60,2104,109,25,60,21746,18401,708,2346,158,230,4,2243,108,41,4,9182,2983,5979,9578,3164,6414,11449,3341,7341,11346,3893,6817,8624,2357,5967,8600,2687,5612,8600,2413,5809,10592,3284,6931,11893,3840,7740,11772,3687,8085
83,83,24351,23027,461,549,172,171,16,0,0,27892,25401,559,1110,554,354,0,0,0,29821,26072,957,1365,440,852,37,29051,26471,970,917,518,244,0,796,362,61,0,35,361,30578,27106,1186,1077,961,325,101,19657,18768,284,371,113,131,11,0,0,21768,20434,206,754,220,121,0,735,198,93,20,0,23918,21326,589,911,296,649,26,23918,21326,589,824,232,73,21,33,820,22892,21641,238,627,257,140,0,0,0,0,0,0,24481,22709,401,736,404,135,0,657,339,7,0,25323,22726,914,1056,226,299,0,921,226,15,0,12382,3189,8961,13881,3340,10541,15270,3501,11012,15167,4270,10407,13279,2618,10385,13230,3098,9849,13234,2765,10179,15242,3648,11241,17354,4402,12578,17246,3998,13248
84,84,30162,23336,1700,4396,337,540,36,0,0,29268,22877,1584,3959,419,457,4,0,0,29837,21509,2193,4448,512,1212,41,28959,22147,1837,3821,566,611,9,3348,435,398,1,12,789,30076,22092,2392,4510,563,581,48,23576,18910,1065,3030,234,412,17,0,0,22174,18061,706,2920,168,330,0,2831,149,184,14,0,23099,17375,1386,3044,353,917,26,23099,17375,1386,2759,253,137,12,50,1127,21689,17514,806,2700,238,395,0,0,0,0,0,0,22705,17953,1036,2954,285,432,0,2736,134,159,0,22156,17093,1349,2827,479,325,17,2511,261,79,17,12253,5110,6806,11601,4636,6965,11095,3852,6444,10975,4433,6005,8139,2781,5076,8106,3146,4693,8110,2887,4962,10313,3805,6172,11973,4396,7240,11845,4252,7593
85,85,28035,25702,905,827,185,425,21,0,0,28195,25303,1141,1004,146,561,0,0,0,29925,25268,1677,1206,290,1387,65,28201,25848,745,886,171,587,0,689,74,289,0,0,548,28866,26134,1019,962,136,691,52,22448,20934,535,535,126,314,14,0,0,22759,20970,598,633,174,362,0,618,166,144,20,0,24217,21013,1021,806,193,1079,42,24217,21013,1021,624,136,170,22,45,1186,23069,21557,399,561,48,450,0,0,0,0,0,0,23748,22072,572,492,33,319,30,450,23,62,30,23734,21696,722,770,55,338,20,631,47,73,20,13330,4468,8478,12074,3591,8483,12850,3144,9041,12704,3821,8389,10775,2473,8013,10789,2823,7680,10792,2572,7954,12567,3232,9018,14387,3762,10314,14248,3542,10706
86,86,32543,29460,1658,267,194,1016,21,0,0,31678,27989,1993,315,97,1244,30,0,0,29922,25510,1801,295,234,1834,53,31522,27774,1955,324,145,1168,104,247,95,382,21,148,899,30494,27058,1703,346,148,1179,86,25032,23122,914,157,135,724,13,0,0,23707,22100,442,161,70,935,0,143,70,307,22,0,23429,20435,1107,160,157,1355,35,23429,20435,1107,82,110,329,12,54,1300,23815,22106,505,249,65,855,0,0,0,0,0,0,23277,21548,612,188,35,867,0,161,35,268,0,23396,21453,834,144,47,828,0,90,28,189,0,12284,3247,8512,11583,2528,9055,12763,2092,10068,12438,2816,9170,9564,1544,7693,9566,1731,7576,9552,1577,7728,11690,1976,9425,13397,2092,10980,13243,2134,11109
87,87,31793,21706,5636,3455,147,1029,20,0,0,30696,19905,5953,3708,217,965,81,0,0,29189,18157,5991,3155,185,1721,270,30604,19774,6201,3431,228,1053,91,3229,123,451,82,9,739,29040,18348,5944,3387,162,931,205,23238,17034,3109,2404,105,662,16,0,0,20644,15734,1444,2699,124,631,19,2691,94,325,4,0,21769,14568,3595,2306,117,1175,153,21769,14568,3595,2145,72,345,140,15,889,20676,15652,1710,2507,139,643,10,0,0,0,0,0,19635,14720,1774,2378,135,600,4,2289,60,357,4,19797,14254,2398,2450,9,610,11,2354,0,275,11,10342,3148,6735,9504,2621,6883,10236,2519,7277,9761,2589,6760,7478,1724,5553,7481,2000,5309,7467,1844,5427,9305,2184,6881,10856,2389,8018,10608,2190,8418
88,88,33507,19177,3927,9966,218,352,43,0,0,32557,18180,4142,9665,188,483,175,0,0,30356,16108,4334,9055,267,784,43,32089,17852,4151,9458,267,476,180,9123,144,126,90,4,598,30096,16008,4445,9157,220,370,28,24780,15216,2193,7024,148,264,23,0,0,22993,14627,1055,6870,33,301,30,6822,33,99,100,0,22701,12924,2587,6495,190,582,23,22701,12924,2587,6242,130,77,6,42,693,22326,14106,958,6646,53,322,30,0,0,0,0,0,20662,12780,965,6493,64,243,0,6432,54,93,0,20247,12124,1313,6421,128,280,0,6285,81,39,0,11365,4486,6456,10254,3884,6370,10768,3713,6653,10267,3631,6332,7816,2540,5118,7801,2779,4898,7798,2647,5021,9503,3145,6171,10680,3457,6875,10310,2989,7321
89,89,32203,25279,1551,4873,210,359,17,0,0,30060,23399,1185,5049,113,231,0,0,0,29332,21833,1885,4441,188,957,30,30042,23548,1164,4823,57,343,0,4568,35,131,0,8,579,28997,22215,1264,4851,66,462,8,24515,19766,884,3507,124,275,10,0,0,23059,18562,287,3887,154,193,0,3786,150,118,0,0,22806,17417,1157,3318,125,746,18,22806,17417,1157,3144,66,139,0,31,852,23115,19005,239,3547,12,308,0,0,0,0,0,0,22276,17960,331,3518,37,388,0,3469,13,63,0,21769,17411,611,3325,89,320,0,3242,47,43,0,12958,4780,7670,11371,3758,7613,11850,3247,8117,11483,3859,7230,9440,2427,6795,9436,2686,6555,9436,2522,6760,10973,2923,7807,12300,3008,8887,11977,2691,9286
90,90,29532,24209,858,3930,242,367,21,0,0,30151,24185,1077,4211,246,465,7,0,0,29709,22780,1253,4305,391,915,61,30443,24255,1091,4491,266,366,14,4175,185,181,14,2,547,29724,23995,970,4050,298,475,12,23585,19741,524,2905,172,281,15,0,0,23806,19771,521,2951,162,407,0,2900,125,162,0,0,23857,18779,777,3172,296,695,48,23857,18779,777,2944,226,118,17,115,881,24230,20036,442,3227,218,323,7,0,0,0,0,0,23677,19795,491,2827,258,272,5,2721,211,78,5,24000,20020,577,2969,100,307,27,2799,77,30,27,12724,4619,7745,11565,4345,7220,12274,4071,7491,12047,4786,6829,9216,2805,6173,9209,3221,5788,9220,2948,6044,11158,3745,7125,12357,4016,7996,12095,3693,8402
91,91,28141,22653,1739,3077,361,390,37,0,0,30996,23359,2707,4349,354,237,188,0,0,30145,21692,2670,3976,540,1215,52,31285,22831,2916,4643,413,184,195,3964,244,111,36,16,1167,30488,22714,2645,4176,473,601,37,22387,18800,1109,1960,259,300,23,0,0,23748,20111,553,2685,101,194,0,2537,87,143,105,0,24335,18607,1706,2589,413,896,31,24335,18607,1706,2321,322,165,13,61,1140,23342,19412,535,3012,160,144,37,0,0,0,0,0,23548,19486,709,2817,276,312,19,2669,248,54,19,23811,19674,1029,2571,177,471,25,2311,133,115,25,12541,4632,7613,10906,4020,6886,11827,4061,7082,11720,4623,6596,9246,2811,6173,9257,3267,5756,9256,2978,6042,11217,3956,6967,12812,4618,7858,12664,4307,8357
92,92,29486,27535,716,653,262,354,9,0,0,29173,26954,873,736,292,328,59,0,0,30129,26490,1074,1030,336,989,27,29440,26696,1149,1012,200,326,91,830,127,21,29,0,581,30022,26826,1425,965,144,432,59,22154,20864,411,475,169,251,7,0,0,22474,21095,305,524,236,270,25,481,143,28,11,0,23084,20577,640,701,247,737,14,23084,20577,640,638,191,109,3,25,901,22377,20909,353,735,173,196,30,0,0,0,0,0,22847,21210,536,767,73,273,20,719,29,62,20,22825,20528,634,1195,236,231,0,1089,87,45,0,12273,2937,8930,10431,2396,8035,12241,2259,9362,12001,3125,8225,9283,1573,7480,9281,1887,7170,9277,1584,7448,11564,2196,9068,13556,2279,10995,13474,2276,11198
93,93,32121,27784,639,3088,322,310,10,0,0,29192,23401,982,4176,271,264,94,0,0,29911,24026,878,3723,446,705,69,28623,23091,957,3887,337,319,104,3486,289,53,104,14,638,29363,23570,1023,3829,353,501,102,24408,21439,367,2189,210,222,7,0,0,21996,18129,463,3093,98,196,15,3080,47,39,9,0,23449,19243,537,2680,292,541,39,23449,19243,537,2547,244,89,27,48,714,21459,18445,469,2258,135,186,15,0,0,0,0,0,22346,19065,417,2351,195,382,10,2271,139,41,10,21890,18153,291,2960,225,293,0,2679,166,40,0,12969,3464,9114,11226,2910,8316,12387,2788,9147,12101,3773,7971,9593,1874,7520,9563,2131,7242,9556,1941,7411,11542,2614,8714,13047,2752,10045,12885,2511,10374
94,94,32350,19592,2049,10431,164,241,16,0,0,31508,18896,2301,10057,190,238,43,0,0,29908,16736,2301,10187,240,572,63,31217,18700,2249,10054,112,526,20,9714,13,0,0,3,540,29975,17466,2378,9610,219,633,3,24601,15498,1247,7624,123,169,8,0,0,23683,15178,869,7458,56,103,0,7409,22,0,15,0,22638,13290,1421,7339,175,449,43,22638,13290,1421,7119,127,101,9,40,531,23471,14584,919,7657,29,121,0,0,0,0,0,0,22112,13669,881,7205,104,177,0,6992,59,0,0,21697,13293,977,7087,44,203,5,6849,40,5,5,11107,4734,6032,10744,4687,6057,10818,4287,6105,10365,4296,5726,8715,2888,5611,8730,3302,5245,8688,3019,5445,10019,3765,6040,11145,4246,6591,10816,3704,7112
95,95,33653,19662,1611,12153,124,224,17,0,0,30893,17947,1685,10976,115,162,16,0,0,29270,16572,1695,10434,124,527,36,30433,17632,1721,10729,116,102,101,10553,97,24,92,4,310,29252,16803,1792,10325,68,169,67,25599,15643,962,8811,95,166,13,0,0,23305,14405,541,8123,102,132,0,8074,94,57,0,0,22741,13440,1074,7743,96,386,26,22741,13440,1074,7562,74,41,15,46,489,22975,14215,508,8091,108,74,0,0,0,0,0,0,22230,13675,647,7760,52,109,0,7704,48,4,0,21497,13108,744,7352,20,274,4,7244,15,31,4,13947,6019,7525,11994,5485,6509,12259,4758,7054,11939,4634,6930,9706,3608,5916,9701,3894,5656,9685,3794,5754,11107,4143,6760,12029,4385,7300,11404,3658,7746
96,96,35077,24162,850,9711,106,317,13,0,0,31370,21037,664,9316,114,238,59,0,0,30051,20469,951,7771,139,713,50,31433,20862,660,9468,121,379,59,9214,90,173,43,37,356,29511,19324,672,9023,103,491,45,27191,19246,544,7141,69,236,11,0,0,24579,16960,243,7180,13,143,29,7155,6,91,55,0,23689,16566,567,5898,86,545,41,23689,16566,567,5678,36,58,19,34,731,24701,17103,199,7165,4,175,35,0,0,0,0,0,23361,16067,247,6874,18,185,10,6855,16,11,10,22758,16091,289,6002,32,368,4,5941,30,17,4,16848,6088,10127,13803,5340,8463,15630,5024,10102,14944,5153,9253,11393,3261,7908,11281,3458,7560,11288,3355,7735,13196,3905,9030,13666,3752,9492,13241,3175,10066
97,97,31483,18554,1167,11394,230,260,22,0,0,30236,17497,1500,10579,247,342,5,0,0,30182,16869,1474,10977,328,537,22,29735,17295,1532,10409,241,276,6,10242,216,110,0,22,310,29726,17213,1473,10412,261,314,7,23666,14772,708,7910,163,197,21,0,0,22234,13962,468,7483,76,225,0,7421,72,174,4,0,23024,13567,906,7897,239,411,10,23024,13567,906,7695,198,71,6,52,529,21821,13738,511,7270,138,194,0,0,0,0,0,0,21902,13698,451,7437,93,268,0,7393,77,56,0,21442,13080,507,7433,242,223,0,7364,233,47,0,11416,4053,7092,12638,4641,7997,11355,4115,6810,10657,3421,6783,8484,2826,5496,8393,2995,5130,8365,2871,5350,10488,3588,6657,12363,4411,7545,11958,3759,8199
98,98,35745,18176,559,16730,181,267,17,0,0,33836,17396,835,15449,82,238,2,0,0,30460,14789,746,14241,256,556,38,32963,16907,646,15330,87,110,1,15074,62,9,1,24,238,30936,15974,706,13625,241,411,2,27102,14684,349,11833,118,208,10,0,0,25893,14290,431,11030,30,126,4,10983,26,20,4,0,23769,12204,493,10493,199,436,20,23769,12204,493,10190,129,57,4,48,644,25484,13624,380,11329,48,97,4,0,0,0,0,0,23985,12994,396,10246,71,204,1,10201,59,14,1,23389,11989,313,10675,101,242,8,10506,71,61,8,13210,6090,6746,13439,6272,7167,12403,5714,6345,11771,5102,6363,9751,4133,5461,9750,4492,5102,9736,4291,5301,11226,4904,6126,12392,5378,6538,11796,4627,7169
99,99,30508,23692,582,5771,220,284,18,0,0,29468,22496,565,5733,361,282,0,0,0,29605,22278,921,5237,261,807,28,30470,23399,752,5683,328,302,0,5517,292,133,0,37,343,29628,22232,1023,5626,309,533,4,23431,18397,397,4288,172,219,16,0,0,22660,17609,254,4431,120,243,0,4318,116,133,0,0,23195,17701,603,4044,160,592,21,23195,17701,603,3911,131,116,5,69,659,23318,18508,280,4154,157,219,0,0,0,0,0,0,22841,17644,486,4303,243,271,3,4297,164,159,3,22669,17667,494,3925,316,281,3,3851,207,83,3,11992,3122,8542,11703,2723,8980,12155,2557,9229,11731,2409,8951,8684,1698,6821,8666,1909,6630,8666,1746,6803,10822,2124,8515,12313,2319,9708,11922,2070,9852
100,100,30812,19235,859,10244,252,390,40,0,0,30857,18074,1368,10762,164,684,84,0,0,30106,16817,1242,10993,269,822,42,30477,17390,1403,10922,81,594,129,10482,21,318,42,187,631,30278,17449,1296,10631,104,459,88,23465,15573,563,6934,179,291,22,0,0,23122,14645,676,7419,30,301,0,7286,0,161,87,0,23200,13862,809,7673,213,625,28,23200,13862,809,7391,153,136,2,71,776,22862,14362,673,7589,0,337,0,0,0,0,0,0,22669,14375,573,7304,26,365,0,7230,15,137,0,22661,13937,756,7492,136,323,4,7241,130,147,4,10358,3924,6193,10141,3669,6472,10702,3588,6728,10314,3383,6595,7557,2345,5103,7567,2546,4914,7553,2465,4987,9496,3093,6229,10796,3611,6895,10375,3146,7229
