ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
90,90,28012,16343,4900,3623,1704,2106,77,0,0,33771,17534,8012,4064,2622,2371,205,0,0,38917,18333,9572,5816,2459,3770,108,34732,17355,8452,4143,2923,2460,278,3154,2358,805,101,2386,36353,17514,9009,5435,2839,2513,288,20581,13308,2869,2104,1241,1327,55,0,0,21516,13934,2605,2264,1304,1397,25,1974,1117,634,25,91,0,28653,14964,5946,3877,1795,2547,64,28653,14964,5946,3322,1535,962,19,1827,22446,13849,2720,2674,1675,1464,25,0,0,0,0,24008,14291,3273,3441,1579,1288,25,3131,1392,616,25,25528,14359,4062,3697,1803,1457,9,3194,1646,632,9,9202,3248,5901,8290,2889,5401,9875,3197,5941,9859,2519,6414,8111,3688,4116,8035,3246,4789,7339,0,5180,8071,3175,4568,7355,0,4909,9828,3617,5770,11623,4556,6805,11606,4515,6540
91,91,34287,25224,2409,1686,3179,2106,37,0,0,35661,25617,2821,1527,3524,2730,53,0,0,39748,24216,4490,3006,4668,3922,80,35817,24739,2588,2161,3977,2865,40,1674,3463,1116,17,2129,40981,27578,3413,2503,4581,3397,21,25688,19743,1441,1063,2222,1318,26,0,0,26754,20436,1555,855,2241,1557,0,781,2090,914,0,120,0,30478,19834,2872,1927,3418,2596,53,30478,19834,2872,1535,3135,857,33,2134,27402,20254,1605,1337,2348,1701,0,0,0,0,0,31234,22607,2125,1549,2675,2063,0,1287,2490,820,0,30634,20260,2917,1993,3067,2177,11,1435,2862,660,11,15522,4121,11360,15585,4077,11508,17249,4698,11552,17317,3551,12483,14155,5812,7927,14003,4668,9335,12934,0,10052,14046,4629,8977,12931,0,9458,16560,5194,10749,18355,6188,11736,18334,6216,11465
92,92,39655,15861,15936,4977,574,3315,83,0,0,42610,15172,19211,5030,495,4015,27,0,0,39950,12201,19373,5051,956,3632,83,42665,14264,20052,5059,895,3723,96,3978,668,1600,5,2017,40539,12907,20008,4302,1151,4144,70,29152,13758,9483,3616,437,2281,48,0,0,24285,12827,5360,3573,292,2361,12,3174,224,1315,12,49,0,29711,10947,12324,3753,673,2690,45,29711,10947,12324,3256,540,1225,12,1321,24352,12318,6120,3421,373,2175,8,0,0,0,0,23887,11434,6615,3190,571,2107,12,2869,403,1342,12,24472,10860,7317,3685,599,2085,13,3159,428,1175,13,7442,3738,3612,6225,3385,2840,6744,3475,2783,6691,2781,3171,5281,3327,1733,5241,3116,2125,4613,0,2579,5251,3006,1961,4672,0,2315,6619,3705,2596,8004,4831,2946,7938,4666,2845
93,93,37195,18127,12438,3530,863,3221,77,0,0,41301,15822,18881,4078,717,2614,173,0,0,39752,11870,20327,4202,851,3958,268,40928,15134,18261,4869,815,3015,236,3616,414,1157,97,2170,39821,13803,18286,4551,967,4000,205,26637,15078,7195,2062,639,2056,45,0,0,22126,13162,4997,1886,362,1720,30,1674,308,988,30,45,0,27583,10173,12183,2623,603,2632,155,27583,10173,12183,2112,485,1068,121,1369,22011,12490,5178,2373,383,1497,39,0,0,0,0,21793,11471,5621,2303,495,1553,64,2069,187,1082,64,21117,10048,6788,2146,473,1311,57,1793,216,852,57,10673,4154,6464,8904,3860,5044,9392,4086,4696,9364,3254,5227,6970,3721,2948,6912,3453,3459,6208,0,3905,6945,3398,3252,6228,0,3629,8502,4037,4079,9263,4915,4139,9225,4781,4025
94,94,38992,21326,3101,11050,1616,3027,151,0,0,40185,20762,4922,11647,1606,2300,40,0,0,39784,17136,5882,12559,1664,4023,179,40408,18913,5387,12653,1660,3643,27,10639,1279,1207,0,2949,41036,17676,7434,12498,1986,3788,51,28273,17234,1809,6603,1167,1857,98,0,0,28250,16798,1941,7174,1029,1329,4,6885,920,634,4,74,0,29359,14370,3594,8052,1256,2639,139,29359,14370,3594,7062,926,994,90,2213,28164,16010,1936,7251,986,1979,0,0,0,0,0,27892,14774,2493,7386,1206,2117,4,6739,1056,1027,4,27849,14635,2760,7553,1088,1826,11,6985,867,940,11,14773,6860,7856,13017,6290,6727,13479,5896,6604,13445,4934,7229,10581,5997,4077,10473,5486,4987,9398,0,5627,10544,5483,4568,9411,0,5158,12378,6012,5741,13247,6926,5906,13187,6809,5692
95,95,38152,25479,2707,6314,1468,2940,186,0,0,40016,25802,2967,8034,1172,2871,62,0,0,39967,22338,4067,8627,1722,4175,216,40024,25673,2951,8244,1193,2867,63,6623,677,1181,33,2845,40699,25236,3811,8654,1439,2698,126,28613,20367,1644,4013,1019,1878,119,0,0,29839,20738,1593,5199,595,1655,39,4886,537,943,39,115,0,30570,18529,2562,5687,1276,2851,146,30570,18529,2562,4783,906,1024,83,2533,29892,20809,1572,5201,640,1601,28,0,0,0,0,29818,20340,1924,5331,774,1422,24,4794,642,718,24,29509,20058,2071,4746,861,1700,19,4205,667,682,19,14591,5598,8934,12662,5075,7587,14157,5059,8065,14147,3985,8759,11438,5784,5115,11335,5141,6194,10327,0,6847,11393,5080,5837,10383,0,6304,13662,5654,7295,15524,7089,7964,15448,6877,7730
96,96,31654,23129,1380,4530,1584,1420,63,0,0,37063,25865,2244,4996,2658,1946,15,0,0,39716,26318,2477,5573,2838,2926,125,39116,27295,1755,5663,2798,1877,56,4920,2009,648,16,2312,40436,27550,1559,6500,2724,2342,112,23969,18155,869,3065,1085,948,46,0,0,26223,19626,1176,3238,1083,1280,0,2878,909,492,0,60,0,30437,20948,1671,3996,1999,2003,92,30437,20948,1671,3452,1690,561,41,1964,28173,21200,905,3540,1245,1411,0,0,0,0,0,28784,20980,963,3809,1416,1699,4,3409,1055,591,4,29100,20992,1128,3840,1588,1508,9,3416,1269,349,9,14402,4810,9534,14120,4364,9756,15364,5022,9320,15474,3721,10655,14060,6339,7371,13859,4917,8942,12863,0,9778,13936,4905,8628,12869,0,9129,15544,5448,9543,17265,6399,10467,17289,6249,10476
97,97,36510,11091,1761,22245,579,2079,84,0,0,39281,13076,1981,22046,1253,2342,46,0,0,39557,12570,2978,21293,1068,3029,131,39301,13568,2025,21885,1158,2025,24,19835,605,628,0,2639,38922,13482,2772,21023,934,1931,45,26982,8922,982,15970,387,1376,49,0,0,29651,10891,1022,15715,494,1435,0,15094,320,461,0,420,0,30291,10300,1848,16027,788,2150,84,30291,10300,1848,14773,583,681,42,1942,30005,11250,969,15854,639,1271,0,0,0,0,0,28833,10898,1249,14851,545,1235,0,14086,416,435,0,29032,11155,1833,14297,745,1246,5,13326,548,337,5,15344,11373,3861,14588,10832,3756,15239,10658,3878,15213,9210,4917,13063,9939,2795,12992,9523,3469,10902,0,4779,13055,9512,3154,11025,0,3929,15072,10590,3990,17094,12279,4422,16972,11917,4434
98,98,34874,25815,2574,1898,1286,3675,60,0,0,36645,25440,3749,2011,1522,4505,96,0,0,39615,24989,4786,2750,1631,6006,88,37904,26014,4154,2250,1469,4571,106,1565,1133,2556,0,2396,38483,25398,4653,2640,1641,4578,51,25124,19551,1474,1150,783,2315,35,0,0,26238,19837,1562,1141,757,2923,0,920,657,1601,0,57,0,29142,19805,2905,1667,1048,3854,48,29142,19805,2905,1243,833,1593,10,2663,27041,20556,1624,1172,726,2912,0,0,0,0,0,27051,20076,1694,1384,802,2985,10,1191,711,1683,10,29046,21180,2362,1326,1001,3061,15,1145,837,1463,15,14036,3756,10215,12687,3294,9393,15021,3614,10511,14904,3006,10847,11932,4393,7148,11807,3665,8142,11065,0,8684,11843,3501,7978,11056,0,8307,14315,4060,9696,16135,4808,10946,16119,4848,10554
99,99,37051,9631,3024,22931,918,1963,56,0,0,39223,10551,3614,22650,1018,2498,159,0,0,39829,10749,5172,21086,1445,3066,139,39033,10887,4269,21194,993,2534,215,19317,771,982,179,2617,38302,11357,4029,20054,1125,2939,85,27555,8423,1754,16068,730,1320,32,0,0,27756,9178,1063,15574,525,1654,99,14636,431,600,99,101,0,30442,9423,3266,15268,1169,2180,106,30442,9423,3266,13974,891,559,51,2141,27355,9128,1404,14817,515,1693,110,0,0,0,0,27326,9692,1640,13844,539,1865,55,12989,439,775,55,27596,9954,2413,13369,424,1551,0,12631,266,648,0,13423,10427,2892,12291,9920,2371,12737,9688,2330,12665,8230,3175,10612,8822,1505,10548,8470,2078,8775,0,3329,10584,8389,1824,8867,0,2558,12436,9593,2319,14240,11369,2445,14068,10976,2465
100,100,37196,23604,3246,6648,2486,1795,92,0,0,40733,23813,4630,8221,3266,1663,33,0,0,39880,20390,5038,9033,3092,3138,124,38113,21952,4448,7860,2898,1703,74,6867,2282,413,15,1981,39843,20564,5039,9954,3132,2181,114,27916,19223,1984,4024,1765,1160,48,0,0,28497,19277,1956,4538,1888,900,24,4307,1698,423,24,104,0,30607,17328,3242,5874,2301,2127,85,30607,17328,3242,5115,2054,651,36,2058,27554,18429,1926,4567,1768,886,14,0,0,0,0,28133,17502,2021,5662,1735,1278,4,5032,1560,446,4,28269,17672,2463,5350,1263,1646,0,4565,1133,581,0,16419,6209,10164,14648,5439,9209,14910,5829,7994,14899,4579,9036,12982,6742,5797,12850,5709,7141,11668,0,8138,12906,5587,6798,11696,0,7473,14466,6275,7552,15595,7435,7776,15568,7329,7569
101,101,34276,24748,1558,5100,804,2524,82,0,0,37615,25917,1858,6457,917,2839,93,0,0,39359,25332,2799,6233,1116,4519,88,38681,25774,2111,6894,1351,3019,121,5877,708,1362,15,2658,39791,26805,2440,6497,1435,3286,128,25796,19449,952,3340,565,1676,48,0,0,28052,20237,1079,4647,472,1627,15,4462,350,897,15,55,0,29677,20325,1663,4119,757,2939,63,29677,20325,1663,3554,506,1080,19,2410,28379,20400,1107,4690,647,1556,16,0,0,0,0,29453,21350,1290,4382,778,1655,11,3955,591,596,11,29686,21048,1419,4211,867,2047,7,3569,637,685,7,16281,5594,10631,15302,5297,10005,17376,5153,11115,17396,4080,11928,14669,6537,7554,14511,5529,8982,13362,0,9762,14581,5426,8598,13353,0,9161,17158,5902,10519,19476,7045,11946,19542,7102,11551
