ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
67,67,65992,63024,957,1305,372,424,25,0,0,62818,59331,1148,1531,495,559,74,0,0,61375,56756,975,1288,525,1200,60,61546,56921,977,1317,534,1208,60,62218,58485,1179,1527,470,474,70,982,253,83,20,1061,61385,57373,1218,1392,491,413,43,51957,49603,725,1098,265,316,13,0,0,49880,47470,716,1092,220,357,14,972,162,88,14,83,0,49212,45760,654,1025,361,839,37,49212,45760,654,857,230,114,0,1475,49560,47035,772,1158,245,376,14,0,0,0,0,48835,46595,711,935,252,325,0,702,154,46,0,48390,45972,678,1026,316,302,45,786,217,11,45,25935,9644,15656,23954,7841,16113,26266,5858,19475,25976,5967,18910,25448,6574,18874,25379,5845,17945,25356,6152,17432,20421,6162,13929,20614,5970,14326,25696,6406,18719,30964,7458,23093,30471,7306,22350,30309,6318,22564,30357,6645,22781
68,68,65759,63687,660,678,345,474,24,0,0,64047,61748,828,750,434,297,20,0,0,63673,59669,895,793,432,1342,54,63772,59765,895,809,434,1344,54,64101,61632,906,746,447,322,11,448,319,48,2,686,64346,61547,901,878,465,362,9,51851,50471,412,415,229,366,19,0,0,50675,49245,496,445,233,250,4,339,211,30,4,12,0,50456,47683,599,482,291,985,34,50456,47683,599,314,206,95,8,1466,50575,49135,586,466,205,270,4,0,0,0,0,50855,49195,649,534,235,287,4,411,184,52,4,49953,48277,713,492,205,224,0,371,139,34,0,27995,9855,17465,25343,8173,17170,28142,5977,20916,27904,6322,20078,27512,6888,20624,27470,5991,19650,27431,6463,18817,22435,6487,15505,22539,6279,15757,27447,6626,20089,32500,7557,24405,31932,7343,23590,31704,6346,23772,31863,6399,24351
69,69,68937,65622,760,1983,311,251,42,0,0,65975,61922,972,2437,430,388,84,0,0,65772,61129,930,2099,327,822,39,63457,60038,734,1088,327,821,39,65672,61430,975,2444,430,402,116,1812,238,34,6,1030,65219,60969,959,1766,477,761,105,55452,52617,619,1822,201,179,21,0,0,53585,50530,692,1904,203,204,4,1810,149,32,4,64,0,53964,50216,687,1879,233,582,32,53964,50216,687,1770,147,40,7,1025,53530,50300,724,2078,157,246,4,0,0,0,0,53205,50090,745,1561,175,614,4,1370,167,78,4,52545,49670,588,1948,168,145,0,1737,105,0,0,31179,10778,19651,29417,7735,21682,31538,6131,24516,31496,6920,22881,30935,8844,22091,31031,9157,20356,30914,9035,19988,25242,7903,16975,25332,7725,17104,30769,7432,22753,35702,7242,28104,35445,8320,26397,35235,6446,27454,35320,7525,26916
70,70,65366,52647,2155,6097,4383,218,46,0,0,66415,51765,2684,7392,4609,220,31,0,0,67217,50118,3531,7623,5176,696,64,65364,49605,3289,6585,5168,691,64,66975,51669,3059,7672,4688,173,30,6699,4385,18,20,974,68003,51187,3092,7901,5749,291,25,51041,41417,1534,4940,3073,145,31,0,0,51405,41601,1639,5527,2495,134,20,5201,2405,24,20,29,0,54408,41402,2442,6041,3853,504,43,54408,41402,2442,5508,3498,37,9,1332,51717,41904,1786,5646,2256,131,20,0,0,0,0,53493,42145,2280,5862,2995,136,0,5538,2726,29,0,53504,41201,2694,6181,3174,147,14,5936,2754,22,14,32941,17805,14822,32392,16497,15895,34760,18236,15170,34574,16783,17329,34382,17627,16755,33757,16181,16810,33879,17470,15724,30226,18083,11703,30265,18847,11051,35177,19782,14754,40927,23640,16844,40510,23115,16341,40271,20991,17645,40361,22009,17169
71,71,67189,63961,906,1674,508,202,39,0,0,62089,58980,1150,1362,683,111,151,0,0,62782,58167,979,1667,634,825,55,62849,58233,979,1670,636,826,57,61472,58014,1196,1560,721,139,179,1000,325,13,36,813,62963,59077,1144,1645,702,227,134,54989,52314,741,1444,382,165,31,0,0,50398,48281,754,851,337,101,33,784,220,20,33,56,0,51656,48226,687,1223,482,592,30,51656,48226,687,991,368,40,10,1218,50179,47910,768,990,325,131,33,0,0,0,0,51904,49408,794,1086,378,199,19,909,273,12,19,51049,48529,860,1007,290,289,6,791,207,9,6,30317,14194,15486,28425,10661,17764,30081,8149,21017,29957,9488,18625,29491,11804,17687,29441,12030,15560,29351,12265,15190,23855,9631,13905,23987,9716,13895,29069,9603,18886,33854,9485,24008,33594,11152,21762,33358,8943,23093,33420,10442,22106
72,72,69513,63166,1118,4707,449,322,50,0,0,64730,58114,1129,5269,333,554,39,0,0,63918,54601,1468,6290,504,950,65,64105,54701,1474,6380,515,951,65,64229,57531,1141,5159,429,494,17,3377,284,14,7,1775,64255,56785,1397,5403,379,467,36,55321,51326,724,2879,297,223,25,0,0,51603,47936,678,2642,138,272,4,2176,91,29,4,75,0,51307,45634,884,3545,366,678,37,51307,45634,884,2914,263,51,8,1465,51380,47697,671,2561,209,217,4,0,0,0,0,50950,46834,849,2847,137,214,0,2247,115,20,0,49894,45575,988,2421,206,590,4,1810,169,53,4,32739,16754,15169,27122,12044,15078,30025,10200,18863,29858,11592,16503,29325,13959,15366,29353,14377,13154,29234,14546,12746,23438,11086,12040,23566,11099,12132,28799,11508,16668,33243,11622,21239,32975,13397,18797,32703,11009,20227,32720,12616,19170
73,73,65341,61354,1711,1946,330,252,23,0,0,62954,58376,1786,2316,583,294,74,0,0,63113,57427,2062,2011,360,884,29,61454,56677,1905,1284,359,881,29,62508,57746,1909,2301,506,269,60,1763,261,97,0,714,61913,57035,1566,2184,523,445,95,52400,48795,1577,1813,255,192,20,0,0,50243,47536,765,1566,190,190,0,1521,128,77,0,47,0,51918,47041,1854,1822,268,664,18,51918,47041,1854,1593,203,38,2,1141,49389,46515,897,1622,199,192,0,0,0,0,0,49629,46724,758,1551,267,245,4,1406,177,46,4,48683,45973,687,1415,286,243,18,1294,180,13,18,26715,12406,13539,25463,9820,15643,26834,6526,19475,26645,7762,16892,26265,9593,16672,26222,9480,15135,26083,9733,14595,20943,7909,12713,21024,7656,13038,26053,7686,17810,30928,7512,23035,30572,8621,21256,30394,7012,22033,30462,8171,21370
74,74,60910,42170,5284,12789,964,592,78,0,0,64107,43327,5987,13637,1307,487,31,0,0,64573,42084,7148,13559,1298,1254,77,64829,42164,7168,13715,1317,1257,78,64486,44691,5837,13080,884,418,16,10588,690,76,0,2461,65301,43515,7402,14094,817,416,15,44840,32495,3243,8454,656,381,52,0,0,45879,34090,2135,8656,792,184,0,8093,714,54,0,79,0,48711,33416,4420,9304,944,922,51,48711,33416,4420,8203,768,100,13,1601,47183,35432,2589,8382,495,215,0,0,0,0,0,47298,34492,3072,9137,350,217,10,8139,301,73,10,48852,34435,4457,9154,354,345,25,7653,257,9,25,24684,15055,9342,23733,13788,9945,26503,14181,11339,26558,13544,11864,26258,14279,11979,26129,12998,11339,26189,13873,10601,22117,13247,8507,22123,13602,8202,26647,14878,11182,31683,17700,13623,31372,17201,13323,31305,16345,13749,31213,16678,13566
75,75,64039,62621,441,368,408,215,36,0,0,61865,59867,862,944,423,165,32,0,0,63568,59904,994,592,534,943,65,63767,60097,994,628,546,950,66,61117,59005,761,750,410,217,32,400,301,70,9,481,63308,60363,1111,834,456,188,69,50543,49669,248,158,294,162,32,0,0,49075,47975,461,393,107,163,0,375,99,121,0,4,0,51415,48865,740,282,390,667,38,51415,48865,740,148,285,39,12,1234,48987,47773,536,345,173,205,10,0,0,0,0,50697,49159,859,343,185,174,4,279,173,22,4,50362,48445,1099,328,256,146,0,218,202,9,0,28930,13043,15176,26680,9855,16825,29064,7290,20723,28839,8435,18348,28453,9978,18475,28395,10011,16660,28304,10087,16286,22851,8421,14092,22906,8022,14540,28304,8397,19201,33718,8718,24508,33381,9601,22962,33186,8022,23589,33241,9021,23124
76,76,66761,62357,1455,2126,614,310,60,0,0,66485,61588,1708,1938,932,437,59,0,0,62593,57390,1534,1580,912,928,67,62712,57494,1534,1613,920,928,67,65798,60775,2056,1770,972,309,56,1469,804,64,11,575,62986,58234,1990,1684,693,333,50,53108,49576,1117,1733,495,244,47,0,0,52610,49140,1094,1465,521,307,8,1413,449,160,8,82,0,49529,45802,1032,1065,702,685,46,49529,45802,1032,842,516,82,8,1151,52425,48885,1297,1359,578,222,8,0,0,0,0,49910,47070,1131,1145,360,217,8,1003,288,68,8,49788,46951,929,1097,502,196,0,849,375,43,0,25551,11446,13590,22573,9229,13344,25765,8130,16604,25544,8877,15184,25046,9842,15204,25028,8882,14559,25075,9795,13708,20845,8526,11974,20913,9053,11445,25244,9074,15556,29745,9599,19745,29392,10283,18313,29229,8734,19295,29346,9183,19204
77,77,61488,51862,1621,2259,5601,300,51,0,0,64991,52880,1869,2642,7477,270,62,0,0,61835,46746,2498,2529,9101,691,72,61876,46784,2498,2548,9101,691,72,65030,52653,1880,2948,7483,466,30,1791,6913,69,20,1663,63146,50641,2064,2917,6653,436,87,51934,44039,1334,1824,4634,223,43,0,0,49562,44330,1374,1628,2004,184,39,1415,1787,29,39,16,0,52470,39729,2026,2049,7877,559,64,52470,39729,2026,1542,7318,43,9,1586,49886,44473,1345,2020,1987,388,10,0,0,0,0,48791,43343,1416,2009,1913,317,55,1298,1744,53,55,47648,41905,1229,2004,2043,653,15,1395,1824,96,15,30121,17467,12260,28357,14978,13379,29741,16116,12091,29968,15140,13245,29534,16045,13489,29109,14821,11988,29022,14614,11861,23490,14483,8409,23446,14659,8265,27734,15785,11064,30217,17698,12088,29924,16635,12211,29735,15509,12868,29727,16135,12267
78,78,64607,62922,573,620,214,316,30,0,0,62843,60678,763,869,335,306,14,0,0,62133,59107,665,668,355,1062,49,62267,59234,666,680,356,1063,49,62646,60334,776,995,238,298,14,677,129,85,0,555,62158,59452,795,834,397,309,16,50437,49365,351,356,143,240,19,0,0,50170,48995,404,468,87,223,4,379,53,84,4,12,0,49798,47712,434,383,224,806,33,49798,47712,434,225,143,82,3,1150,50160,48890,404,556,73,252,4,0,0,0,0,49835,48530,420,495,163,256,0,371,133,52,0,49575,48271,381,495,187,213,4,362,139,21,4,28999,7635,20766,27537,5995,21542,30408,4557,25246,30170,5381,23195,29715,6625,23090,29545,6254,21542,29364,6277,21173,24127,5628,18217,24159,5445,18463,29770,5380,23964,35551,5452,29849,35084,5846,28641,34871,4735,29116,34926,5388,28825
79,79,65463,61494,774,2491,504,333,54,0,0,63056,58366,1181,2883,332,399,60,0,0,63069,56385,1038,3209,706,1080,65,63269,56534,1038,3363,716,1082,66,62745,57927,997,2938,277,430,45,1857,186,166,17,1582,62990,57265,1076,3232,576,335,63,51739,49246,509,1452,376,246,38,0,0,49778,46898,746,1596,177,275,14,1358,149,105,14,59,0,50856,46299,703,1988,524,803,46,50856,46299,703,1582,384,72,5,1619,49435,46875,651,1429,153,288,20,0,0,0,0,49750,46780,678,1665,291,192,20,1436,173,64,20,49756,46514,682,1861,377,186,0,1526,262,29,0,26562,11423,14652,21623,8656,12967,26271,7967,17325,26194,8530,16006,26005,9676,16329,25895,9527,14775,25840,9287,14790,20178,7934,11861,20330,7945,12031,25322,8638,16066,30271,10006,19917,30017,9956,19152,29866,8826,19606,29955,9581,19339
80,80,63976,62284,500,557,481,199,26,0,0,62759,60627,477,568,827,160,68,0,0,62208,58958,726,724,620,795,66,62295,59041,726,737,623,802,66,62252,59807,664,619,873,142,68,263,537,12,37,821,61967,59271,735,729,722,275,35,50299,49225,322,298,329,149,17,0,0,49979,48780,260,308,488,112,45,248,391,4,45,24,0,49537,47361,454,395,428,565,39,49537,47361,454,251,322,49,7,1019,49536,48167,443,304,499,103,35,0,0,0,0,49245,47795,485,418,345,154,0,228,182,8,0,47990,46710,501,366,235,123,4,191,147,9,4,28046,8725,18891,29115,7886,21229,29920,6221,22832,29873,6822,21483,29655,7798,21857,29553,7636,20469,29446,7549,20314,24081,6957,16745,24284,6985,16916,29459,7105,21778,34852,7957,26572,34602,7863,25931,34401,6689,26409,34509,7322,26270
81,81,67721,63037,1063,3009,410,279,20,0,0,67502,62468,990,3318,560,340,104,0,0,66417,59958,1424,3165,518,975,52,64708,59347,1260,2266,512,969,52,67465,62585,932,3152,626,327,13,2553,340,76,2,965,66017,60605,1301,2788,643,555,19,52712,48979,749,2529,306,190,9,0,0,53466,49810,622,2556,199,255,29,2332,158,74,29,43,0,52883,47881,974,2620,391,698,30,52883,47881,974,2365,304,75,11,1163,53804,50293,584,2521,214,194,4,0,0,0,0,52895,49020,842,2305,365,418,8,1964,180,75,8,52850,48809,926,2291,366,403,0,1941,182,30,0,27040,8963,17544,25596,7771,17825,29103,6532,21598,28996,7265,19876,28575,8460,20115,28530,7934,18769,28440,8048,18251,23203,7203,15593,23171,7230,15550,28427,7343,20437,33678,7832,25454,33203,8044,24366,33024,6779,24827,33077,7405,24694
82,82,61593,53592,1797,2899,3220,287,72,0,0,64971,54668,2533,3993,3690,264,82,0,0,64866,53374,2631,3831,3925,709,239,62294,52221,2391,2694,3920,702,237,65227,55054,2644,3878,3570,268,77,3228,2864,12,4,1396,64236,53642,2473,3702,3968,420,54,53701,46413,1631,2600,2993,233,56,0,0,54203,47170,2012,3211,1588,107,4,2957,1359,0,4,95,0,57280,47125,2338,3383,3534,579,232,57280,47125,2338,3037,2737,36,25,1825,54144,46987,2144,3241,1419,115,8,0,0,0,0,53409,46157,2055,2927,1804,172,14,2623,1558,13,14,55231,46788,2690,3109,2002,321,9,2629,1603,56,9,31805,18399,13002,26745,13974,12771,31155,15748,13925,31099,15001,14424,30630,16081,14549,30210,14663,13255,30159,14703,12912,23969,14159,9181,23996,14202,9278,27994,14841,12261,29283,15418,13458,28929,14588,13368,28731,13438,14004,28731,14117,13522
83,83,66520,55439,2263,8118,688,570,66,0,0,65281,53304,2791,8159,954,666,52,0,0,64487,50948,2377,8866,993,1272,84,63798,50425,2330,8828,997,1271,84,65351,53652,2351,7961,965,684,73,6524,802,232,33,1677,64936,52840,2168,8333,937,883,70,53823,45708,1806,5780,505,414,39,0,0,52175,43955,1991,5408,358,403,0,5046,288,247,0,84,0,51823,41953,1813,6358,717,880,52,51823,41953,1813,5587,558,100,10,1637,52030,44060,1708,5381,457,403,0,0,0,0,0,51295,43850,1468,5309,333,409,0,4843,284,125,0,50734,42736,1551,5649,499,429,15,4696,402,73,15,25596,10731,14403,22568,8884,13684,24676,8038,15567,24689,8488,14477,24413,9242,15171,24345,8970,13873,24275,9235,13258,19732,7969,11363,19698,8380,10929,24105,8925,14505,28498,10207,17888,28258,10547,16786,28147,9372,17459,28028,9440,17565
84,84,65440,63560,545,667,343,354,39,0,0,64411,62084,972,895,246,246,14,0,0,64041,60046,843,989,554,1128,66,64134,60137,843,1002,556,1130,68,63909,60632,1238,1059,321,276,15,651,167,35,8,1105,63838,60269,1293,859,463,300,75,51764,50624,304,351,225,278,20,0,0,51110,49905,439,463,138,192,4,405,110,39,4,12,0,51333,48699,491,535,377,846,39,51333,48699,491,305,240,98,12,1386,50910,49340,692,562,159,178,4,0,0,0,0,50615,49230,604,347,232,262,28,298,147,55,28,50521,49228,526,382,142,183,27,300,105,14,27,29366,9588,19178,28164,7869,20295,31450,6225,24191,31403,7133,22260,31093,8118,22975,30992,8005,21402,30933,8421,20485,26075,7441,18242,26018,7938,17629,31301,7671,22926,37147,8278,28354,36872,9220,26728,36706,7643,27591,36618,7920,27705
85,85,65923,63229,990,916,616,271,40,0,0,67086,63704,1110,1273,857,254,97,0,0,66340,61368,1648,1360,1049,775,71,66424,61445,1650,1376,1052,775,71,66547,63129,1160,1364,727,309,69,856,549,107,0,736,65810,62078,1281,1383,766,337,115,51310,49642,610,492,428,181,29,0,0,52785,50666,744,691,386,177,0,595,303,41,0,98,0,52523,49132,1083,870,768,530,43,52523,49132,1083,626,618,46,17,938,52455,50285,759,766,362,227,0,0,0,0,0,52250,49830,836,891,403,267,35,754,307,88,35,52252,49972,1070,623,340,185,45,543,250,48,45,27572,9850,17196,26081,8404,17677,29025,7718,20245,28938,8111,19100,28395,8920,19475,28247,8226,18121,28190,8658,17469,23688,8181,15093,23612,8975,14273,28571,8746,19187,33698,9527,23760,33218,9971,22425,32945,8311,23260,33080,8666,23363
86,86,64917,62480,1146,667,342,361,41,0,0,64712,61363,1843,929,403,355,89,0,0,63956,59538,1722,873,436,1082,72,64092,59665,1725,902,444,1083,72,65269,61539,1937,1070,411,415,135,657,181,85,0,826,64258,60011,2053,1116,448,369,56,49744,48391,625,308,206,254,31,0,0,50510,48839,824,459,186,182,0,405,118,70,0,27,0,50003,47082,1051,532,311,800,42,50003,47082,1051,292,168,53,7,1233,50800,48965,885,501,119,245,0,0,0,0,0,50055,48195,818,530,223,282,0,426,151,45,0,49822,47852,851,608,214,205,10,444,133,26,10,27336,8913,17830,25904,7709,18195,29151,6145,21809,29051,6712,20609,28579,7672,20907,28608,8550,18219,28422,7546,18792,23625,7145,15928,23670,7984,15176,28750,7381,20588,33829,7791,25520,33475,8369,24164,33198,6737,25012,33242,7265,24813
87,87,52468,48070,1151,1290,1845,214,57,0,0,59343,52550,1201,1970,3631,154,38,0,0,66250,54287,2509,2971,5424,779,102,66300,54332,2509,2985,5439,782,102,59930,52003,1305,2112,4364,156,84,1597,3995,19,0,995,66096,54941,2255,3422,5276,213,101,41384,38675,685,710,1203,157,29,0,0,45713,42269,596,974,1728,73,0,925,1557,15,0,80,0,52746,44530,1715,1855,3795,586,63,52746,44530,1715,1412,3480,55,18,1305,45855,42204,684,763,1961,97,0,0,0,0,0,50922,45462,1375,1450,2422,113,0,1256,2211,10,0,52197,45653,1736,1805,2802,145,5,1454,2483,12,5,27300,10576,16375,26862,9694,17168,31700,11461,18835,31850,10693,19868,31474,11155,20319,31482,12357,17583,31374,10994,18448,28266,12209,15529,28277,13695,14053,32684,13384,18474,38263,16443,21249,37936,15738,21258,37769,13799,22453,37763,14493,21964
88,88,60682,52496,2120,3067,2826,297,71,0,0,63238,51421,3101,3505,5209,530,107,0,0,66599,51919,3501,4287,5936,831,127,64646,50872,3335,3574,5934,828,129,64308,51255,3930,3651,5656,489,32,2550,4614,45,11,1797,67629,52607,4607,4701,6075,533,149,48600,42587,1448,2419,1965,222,44,0,0,48564,41830,2005,2391,2038,276,15,2132,1782,49,15,85,0,52908,42700,2296,3004,4129,591,81,52908,42700,2296,2530,3783,50,31,1333,48818,41420,2234,2532,2388,280,10,0,0,0,0,51109,42823,2401,2813,2757,243,10,2325,2373,12,10,51568,41884,2675,3224,3477,164,0,2783,2860,0,0,31082,13440,17249,30470,12718,17752,32248,13511,17286,32346,12525,18316,31925,13178,18747,31976,14149,15964,31813,12849,16811,28271,13847,13810,28267,15377,12259,32454,15088,16471,37284,18076,18649,36895,17375,18371,36741,15319,19754,36690,16058,19102
89,89,62287,52751,4685,3995,939,423,54,0,0,64408,51755,6533,4917,1327,617,180,0,0,66340,51076,8196,5207,1167,1320,99,66531,51194,8206,5330,1178,1322,100,64820,52408,6296,5190,1384,574,159,3367,858,52,0,1750,66360,53274,6999,4503,1371,875,130,48139,42430,2757,2307,618,285,42,0,0,48075,41810,2484,2913,515,255,0,2544,425,49,0,130,0,51868,42062,5071,3319,807,935,69,51868,42062,5071,2511,636,86,22,1372,49045,42845,2433,2731,610,279,0,0,0,0,0,50720,44145,2930,2663,598,265,0,2007,460,35,0,51213,43531,3720,2992,692,191,0,2230,550,24,0,27667,9861,17498,27026,9057,17969,29699,8677,19891,29805,8763,19633,29358,9419,19939,29288,8859,18562,29198,8944,18077,23430,8463,14578,23369,9026,13956,28902,9446,18739,34061,11272,22291,33571,10863,21778,33454,9670,22332,33460,10044,22282
90,90,63188,59143,1373,1850,685,412,45,0,0,64958,60114,1971,2058,560,354,5,0,0,64812,58625,1940,2097,747,1070,43,64923,58729,1940,2188,758,1075,43,65312,58887,2839,2591,522,374,14,2002,197,61,0,1245,65513,57856,2649,3367,776,416,15,47883,45437,781,1079,414,275,25,0,0,49765,47295,704,1099,391,246,0,1003,333,69,0,29,0,50370,46373,1157,1288,517,765,26,50370,46373,1157,910,364,85,4,1333,49285,46060,1099,1479,376,257,0,0,0,0,0,49785,46145,1242,1643,450,279,0,1332,279,4,0,49845,46154,1385,1476,492,267,8,1091,297,0,8,26794,8647,17785,25826,7248,18578,29353,6565,21751,29305,6659,21271,28740,7268,21472,28643,6485,20206,28564,6831,19533,23216,6556,16277,23196,6923,15943,28741,7179,20873,34308,8436,25378,33611,8156,24476,33452,7149,24741,33482,7489,24777
91,91,63916,58516,2830,1600,773,386,44,0,0,64538,58547,3052,1980,823,394,12,0,0,65497,57299,3704,2013,1099,1174,89,65612,57392,3707,2060,1109,1174,90,64591,57988,3570,1952,952,474,9,983,595,79,0,1348,66367,58764,4113,2353,1086,621,13,50444,47004,1716,1024,536,269,21,0,0,51132,47894,1345,1189,417,289,0,813,310,62,0,28,0,53116,47522,2375,1310,803,894,56,53116,47522,2375,977,616,78,10,1400,51317,47612,1768,1214,430,344,0,0,0,0,0,52897,48697,2208,1239,444,287,4,803,389,45,4,53643,49107,2449,1342,444,284,7,1025,345,16,7,28983,12058,16462,26945,10268,16677,30526,9830,19494,30522,10004,18997,29970,10391,19579,29922,10284,17601,29864,9868,17629,25281,10187,14569,25237,10759,14024,30482,10829,18860,36278,12540,23205,35767,12026,22623,35537,10916,22902,35637,11186,23049
92,92,63760,60279,1440,1123,739,337,26,0,0,66023,60673,1766,2188,1219,419,51,0,0,66470,59950,2371,1661,1065,1089,82,66531,60005,2373,1706,1067,1089,82,66750,61209,2089,2217,1152,415,57,1273,787,3,0,1281,67498,61409,2396,2134,1066,401,57,48849,46795,818,611,454,240,14,0,0,51794,48627,1191,1095,612,237,0,911,506,10,0,59,0,52237,47967,1474,988,716,787,56,52237,47967,1474,651,488,51,10,1442,53112,49882,1252,1137,575,147,0,0,0,0,0,52938,49833,1406,898,567,111,0,717,398,4,0,53112,49950,1829,636,402,155,0,458,306,0,0,30322,10826,19099,29556,9624,19932,32190,8869,21886,32274,8921,21750,31920,9421,22499,31923,10743,19400,31759,9045,20546,27749,9795,17378,27765,11004,16219,32519,10456,21206,37960,12188,25205,37692,12033,24683,37536,10398,25519,37569,10965,25322
93,93,62338,57206,1518,2277,1192,316,50,0,0,63379,56055,2339,3278,1537,633,99,0,0,65263,55639,3050,3824,1654,1071,78,65319,55684,3051,3861,1654,1072,78,63906,55943,2330,3282,1396,801,157,1990,1061,14,157,2387,65547,56263,2588,4312,1478,789,20,48158,44891,916,1455,747,214,28,0,0,48753,44949,1186,1641,576,242,24,1471,536,14,24,135,0,51415,45002,1870,2494,1164,758,45,51415,45002,1870,2047,960,75,16,1308,49072,45301,1129,1644,504,345,39,0,0,0,0,50219,45880,1211,2255,542,276,18,1914,430,4,18,51100,45377,1764,2789,791,294,17,2276,605,15,17,30998,11979,18594,29786,10434,19352,32951,10252,21293,32922,10338,21041,32531,10840,21691,32551,12261,18481,32327,10129,19944,27349,10554,16179,27365,11405,15473,32430,11452,20082,37485,13412,23484,37034,12885,22965,36882,11765,23461,36927,11876,23591
