ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,69764,50820,5063,13021,1069,681,79,0,0,66681,46215,5807,12605,2443,770,64,0,0,64863,42448,5581,13453,2534,1184,65,65227,42592,5597,13741,2544,1187,65,65701,44693,5427,13334,2419,839,86,9754,1929,326,19,3085,64895,42946,5571,14616,2497,1090,153,52690,41501,2782,7532,767,460,53,0,0,49378,38498,3088,6500,767,478,14,5938,661,233,14,123,0,50411,35980,3424,8289,1770,870,46,50411,35980,3424,7063,1482,79,21,2097,48855,37588,2826,7048,726,535,18,0,0,0,0,48634,36368,3152,7761,723,513,7,6807,562,200,7,48130,36004,3548,7392,701,478,4,6308,482,123,4,27707,19530,7799,23239,16582,6657,24473,14842,8506,24254,14522,8730,23536,15568,7968,23608,14934,6895,23592,15642,6357,19185,13693,5115,19357,13966,5076,23058,14955,7443,26027,16400,9200,25348,16299,7931,24996,14755,8537,25141,15379,8200
2,2,67888,56652,2373,7599,1270,343,90,0,0,66509,54457,2918,7631,1502,267,87,0,0,65465,50480,3350,8235,2317,930,82,65669,50569,3361,8352,2337,933,82,66699,54643,3215,6944,1806,243,104,5446,1600,91,15,1512,65428,53092,3234,6638,1958,496,42,53070,46102,1335,4636,871,250,67,0,0,50872,43902,1546,4674,516,100,29,4235,355,71,29,78,0,52020,42093,2056,5327,1585,682,56,52020,42093,2056,4622,1363,66,15,1656,51155,44142,1718,4312,788,116,41,0,0,0,0,50876,43547,1936,4127,945,229,18,3643,797,80,18,50371,42674,1752,4869,790,215,0,4458,691,19,0,30999,19819,10740,28377,18178,10199,30239,15601,13415,29968,15288,13524,28953,16354,12599,28900,15705,11152,28965,16881,10164,24749,15604,8738,24940,16030,8552,29163,16451,12023,33250,17845,14953,32374,18312,12977,31970,15951,14179,32107,17045,13467
3,3,63617,59852,1121,1249,1265,257,33,0,0,63404,58354,987,2398,1626,381,144,0,0,65211,57407,1767,2103,2669,849,43,65250,57434,1769,2137,2674,850,43,63048,57847,1082,2597,1567,379,107,1423,1213,127,16,1294,64933,58419,1447,2891,2211,515,8,49588,47198,660,708,897,158,17,0,0,48845,46190,587,1311,490,235,4,1034,376,140,4,24,0,52188,47032,1106,1261,1866,581,17,52188,47032,1106,968,1636,51,4,1270,48760,46125,552,1447,526,154,10,0,0,0,0,50705,47570,815,1308,859,156,10,1061,677,62,10,50540,47041,1088,1224,1019,148,0,1001,895,12,0,34526,18516,15629,33321,17388,15933,34541,15666,17433,34337,14896,18294,33166,15835,17331,33036,15574,15491,33043,16640,14451,29463,16676,12407,29695,17514,11794,34163,17408,16002,39073,19734,18877,38262,20004,17124,37736,17069,18828,37883,18281,18157
4,4,67630,65348,657,935,346,362,45,0,0,65688,61862,1549,1807,586,380,66,0,0,64186,59414,1072,1190,420,1297,47,64282,59505,1074,1214,433,1304,47,65134,60683,1993,1731,434,300,35,757,190,57,2,1094,64198,59591,2178,1277,504,327,21,52015,50556,389,607,216,253,30,0,0,51310,49645,658,730,152,111,14,567,77,42,14,29,0,50576,47347,661,719,281,934,20,50576,47347,661,432,173,91,5,1747,50885,49035,961,675,135,133,0,0,0,0,0,50505,48515,1134,452,217,169,4,158,167,36,4,50560,48829,806,448,218,237,10,144,144,31,10,30577,15753,14273,28320,13967,14353,30409,10653,18226,30171,10760,18018,29310,11643,17667,29268,10619,16144,29293,12229,14848,24314,11498,12407,24521,11797,12320,29408,11764,16847,34106,12658,20928,33331,13145,18959,33053,11098,20073,33160,12091,19450
5,5,61401,55537,2908,1934,1007,256,45,0,0,63862,56014,4248,1851,1465,555,171,0,0,64948,55244,4869,2658,1482,784,93,65035,55304,4881,2669,1484,785,93,63583,56203,4101,1634,1247,447,172,1152,1007,53,0,976,64730,56496,3982,2201,1009,510,82,47766,43906,1826,1285,690,170,30,0,0,49755,44886,2539,1067,865,211,15,1013,816,70,15,151,0,51358,44730,3122,1802,1046,592,83,51358,44730,3122,1355,855,63,15,1076,49857,45246,2525,931,809,213,0,0,0,0,0,50925,46023,2442,1428,689,270,0,1297,518,39,0,51999,46740,2670,1798,501,230,5,1499,298,30,5,29374,12861,16020,27973,10896,17077,30682,9805,19552,30350,9961,19130,29571,10978,18593,29308,9564,18035,29352,10583,17295,25196,10523,14233,25168,11045,13706,30128,11143,18291,35241,12751,22053,34748,12844,20872,34445,11241,21632,34626,12315,21134
6,6,68882,64791,809,2503,456,390,27,0,0,65905,60823,1021,3064,662,524,42,0,0,65144,59017,1096,2894,477,1035,53,64059,58544,1035,2405,482,1032,53,65340,60386,997,3034,702,485,44,2022,342,35,19,1514,64568,59395,1011,2969,607,503,63,54376,51408,540,1844,316,287,23,0,0,52751,49177,624,2199,386,317,23,1869,277,50,23,58,0,52727,48240,742,2155,341,779,31,52727,48240,742,1879,240,69,11,1449,52545,49068,594,2199,380,280,23,0,0,0,0,52083,48787,593,2079,311,275,4,1823,239,40,4,51611,48394,622,2122,212,208,5,1706,131,14,5,29848,13683,15507,27312,11498,15814,29240,9136,18910,28985,9128,18516,28363,10409,17954,28426,9535,16935,28351,10264,16237,23343,9614,13315,23681,9937,13296,28324,9949,17688,32671,10750,21498,32185,11070,20079,32000,9598,20834,32021,10183,20566
7,7,69392,61180,771,6561,630,398,61,0,0,66242,57794,1073,6350,798,296,80,0,0,65758,55384,1068,7005,720,1077,80,65917,55480,1068,7142,730,1080,80,65835,57133,1165,6612,794,306,89,5538,639,68,0,1254,65928,56645,1162,6629,657,653,64,54272,48997,462,4172,437,287,42,0,0,52785,47470,600,4053,401,189,0,3785,348,65,0,77,0,52754,45806,637,4572,508,792,64,52754,45806,637,3976,366,64,10,1755,52830,47420,632,4095,400,211,0,0,0,0,0,53285,47790,657,4135,329,393,0,3750,235,41,0,52722,47450,681,4027,294,270,4,3700,159,52,4,33119,18928,13554,31118,17529,13589,31525,13642,16768,31125,14002,16082,30527,15139,15388,30465,14298,14290,30367,14437,14100,24372,12652,11352,24379,12607,11403,29898,13817,15473,34523,14952,19174,33868,15255,17703,33611,13824,18290,33684,14389,18190
8,8,64721,63105,507,470,427,254,26,0,0,63032,61138,449,614,605,456,51,0,0,64985,60870,877,727,562,968,30,65051,60932,877,758,575,968,30,62754,60769,587,531,548,296,55,197,307,36,17,804,64107,61701,764,612,495,210,48,50824,49832,320,244,263,178,22,0,0,50975,49800,337,336,240,253,4,173,212,58,4,48,0,52663,49922,547,382,378,678,21,52663,49922,547,214,250,35,8,1609,50885,49835,272,296,233,189,10,0,0,0,0,52145,50745,498,427,285,182,0,312,192,16,0,52400,50718,612,461,390,167,0,223,257,4,0,32606,11598,20498,31330,10324,21006,34200,9043,23801,33901,9694,22089,33553,10917,22636,33388,11377,20096,33330,11176,19986,28033,10100,17413,28126,10754,16877,33707,10655,22201,39696,11432,27800,39204,13169,25040,38831,10426,26708,38863,10931,26587
9,9,66749,61200,704,4243,411,317,23,0,0,63759,57562,1097,4456,447,462,0,0,0,63475,55010,1365,4977,487,1067,39,63610,55089,1367,5097,487,1067,39,63535,56982,1178,4632,411,394,0,2928,180,0,0,2248,63767,56705,1232,4820,448,491,11,52615,49341,388,2452,274,221,17,0,0,50640,47020,655,2471,252,213,0,2122,168,24,0,78,0,50705,45281,851,3041,329,762,32,50705,45281,851,2399,208,47,0,1793,50210,46495,710,2575,263,208,0,0,0,0,0,50215,46410,660,2665,217,232,0,2226,107,0,0,49861,45771,839,2797,206,229,0,2060,110,11,0,30914,14887,15524,27826,13165,14661,29313,10634,17774,28967,11528,15861,28609,12949,15660,28514,12916,14059,28496,13359,13533,23101,10707,12082,23152,11227,11568,28215,11710,15905,33067,12138,20594,32461,14143,17489,32179,11774,18940,32303,12713,18587
10,10,53453,11438,1523,37570,3173,643,82,0,0,60226,12745,2222,40582,4644,842,270,0,0,61183,15624,2834,37062,5906,832,98,61532,15630,2841,37253,5906,832,98,59600,11943,2256,40220,5364,841,204,37489,4252,234,20,2578,60341,12664,2059,39326,6220,991,114,42395,11050,1146,27374,2913,484,60,0,0,43752,11673,1612,28033,1986,506,20,27619,1839,225,20,116,0,50821,14914,2303,28244,5417,650,79,50821,14914,2303,26681,4966,100,30,1595,43666,10920,1549,28248,2193,433,19,0,0,0,0,45073,11859,1425,27886,2906,563,3,27075,2656,250,3,45237,11584,1500,27759,3460,419,3,26628,3081,157,3,27556,26015,1396,27319,25865,1454,26335,24514,1270,25515,23469,1772,25116,23455,1661,24929,22601,1685,24987,22840,1523,21220,20089,869,21224,20132,861,24413,22770,1303,26769,25089,1533,25657,23311,1585,25466,23081,1647,25492,23022,1728
11,11,65885,63380,727,1146,370,290,46,0,0,63799,60712,817,1630,429,240,0,0,0,64741,60135,1076,1428,527,1108,57,64833,60214,1078,1480,536,1109,57,63623,60041,977,1757,523,286,10,993,375,12,0,1142,64658,60499,1261,1459,658,386,47,51545,50081,420,588,273,195,27,0,0,50913,49178,404,891,281,163,0,599,197,15,0,4,0,52255,49216,688,841,348,758,42,52255,49216,688,579,231,53,14,1382,51285,49230,539,990,330,179,0,0,0,0,0,52430,50125,677,951,414,217,4,688,310,18,4,52103,49769,808,883,354,189,14,803,203,15,14,30877,11663,18674,29505,10128,19377,31603,9019,21228,31423,9565,19776,31027,10938,20089,30932,11094,17815,30862,10980,17679,25232,9807,14861,25329,10373,14411,30739,10350,19510,36049,11095,24450,35563,12555,21999,35173,10205,23335,35194,10509,23373
12,12,55473,52342,772,805,1442,149,35,0,0,60330,55791,1481,911,2187,91,193,0,0,64692,57785,1686,1468,2505,628,53,64712,57801,1687,1489,2505,628,53,61382,56918,1319,869,2312,114,136,488,1687,28,0,854,65212,59658,1364,1277,2694,129,104,41033,39073,483,489,908,95,21,0,0,44650,42505,769,420,812,55,14,377,769,10,14,65,0,50194,45689,1039,900,1731,436,35,50194,45689,1039,665,1466,26,13,1136,45675,43435,802,405,905,72,0,0,0,0,0,49135,46555,860,632,993,72,0,497,785,30,0,50581,47799,923,714,1070,76,0,543,712,29,0,29039,9871,18869,29609,9212,20397,33028,11143,20596,32991,10233,21492,32585,10938,21647,32448,11559,19359,32349,11072,19561,28188,12028,15673,28244,12767,14973,33802,13081,19947,40588,16023,24065,40113,16412,22747,39614,13690,24460,39702,13902,24558
13,13,60616,48701,6991,4192,807,373,50,0,0,63675,50002,9149,3747,1018,307,55,0,0,63987,48528,9523,3492,1362,1146,53,64075,48583,9537,3545,1368,1146,53,63933,49154,10157,3587,1235,244,47,2498,842,49,0,1176,64123,48851,9401,4114,2089,571,8,43587,35478,4319,3351,450,263,42,0,0,43800,37840,2610,2717,409,199,0,2524,328,50,0,77,0,48368,37797,6062,2742,897,816,38,48368,37797,6062,2312,706,41,2,1223,43940,37400,3360,2531,448,146,0,0,0,0,0,44940,37840,3609,2366,723,295,0,2023,687,4,0,46879,39461,3897,2395,776,254,9,1945,643,4,9,26895,13296,13313,29792,13275,16517,29678,13032,15379,29752,12143,16325,29345,13057,16288,29164,11168,15872,29250,12181,14968,25372,12989,11905,25374,13488,11491,29657,13909,15057,34358,16587,17380,34006,15388,17661,33881,14357,18150,33822,14781,17931
14,14,67663,62474,644,3888,410,365,43,0,0,65879,60504,629,4313,445,256,36,0,0,66752,58546,1231,4583,551,1300,70,66854,58597,1233,4656,560,1301,70,65462,59598,773,4407,519,285,30,3126,242,11,25,1640,66305,60080,811,4102,704,423,21,54047,50757,385,2443,260,253,19,0,0,53050,49680,427,2567,161,115,30,2198,103,14,30,67,0,54166,48652,788,2968,384,944,53,54166,48652,788,2420,247,57,14,1815,52870,49285,515,2639,216,142,25,0,0,0,0,53375,49815,604,2302,388,225,0,1924,251,12,0,53528,49798,555,2501,400,194,0,2171,240,4,0,32728,14572,17621,29774,12744,17030,32659,11557,19925,32659,12327,18332,32255,13951,18304,32311,14830,15626,32159,14269,15716,26525,12526,13498,26578,13167,12964,31954,13188,17937,37057,13777,22814,36815,15905,19870,36661,12971,21884,36681,13775,21588
15,15,68865,65791,740,1695,308,365,40,0,0,67876,64736,836,1490,542,242,70,0,0,66214,60809,1134,1835,508,1107,67,66277,60863,1134,1855,510,1114,67,67238,63884,763,1765,576,287,61,990,271,28,4,1281,66727,62643,739,1861,427,331,66,54476,52520,461,1055,199,248,21,0,0,54407,52329,515,1097,233,198,24,850,190,29,24,18,0,53765,50013,764,1173,335,822,46,53765,50013,764,866,218,60,12,1726,53542,51349,506,1207,248,250,8,0,0,0,0,52924,50781,482,1197,185,271,8,905,101,22,8,51613,49188,587,1117,332,278,9,859,195,23,9,33132,14405,18216,32263,13383,18880,33610,10875,21527,33446,11829,19492,32994,13699,19295,33019,14589,16623,32872,14001,16846,27057,12124,14438,27131,12608,13976,32678,12442,19420,38217,12702,25074,37873,14813,22004,37607,12004,23799,37659,12841,23448
16,16,65191,55950,889,7736,466,323,47,0,0,62814,52824,1448,7605,650,596,185,0,0,64865,51887,1716,8857,795,1255,51,64976,51933,1716,8976,798,1257,52,62617,52426,1539,7546,671,555,128,5923,323,70,22,2283,64579,52956,1972,8404,619,446,110,51864,45853,550,5044,291,242,31,0,0,50173,43721,917,4848,327,326,64,4339,191,35,64,60,0,52307,43444,1172,5915,535,898,35,52307,43444,1172,5222,397,64,7,1846,50418,43961,1012,4849,316,327,20,0,0,0,0,52096,44899,1244,5459,261,319,0,4892,193,12,0,51371,43960,1399,5465,280,186,0,4875,236,17,0,32807,18022,14248,30867,16907,13960,31364,14453,15881,31180,15082,14167,30764,16891,13873,30792,17694,11326,30691,17234,11408,25045,14609,9945,25159,15226,9525,30353,15759,13808,35195,16711,17978,34918,18777,15079,34688,16166,16761,34699,16864,16424
17,17,69378,66090,639,1822,559,311,26,0,0,67993,64332,804,1939,639,466,14,0,0,66834,61706,857,1700,765,1121,46,65933,61206,810,1359,770,1121,46,67336,63505,742,1985,680,482,14,1257,360,104,2,1275,67397,62812,847,1978,790,416,32,55464,53144,459,1269,396,225,17,0,0,55490,52980,443,1412,319,359,4,1046,231,56,4,30,0,54838,50924,632,1333,604,820,42,54838,50924,632,1085,456,53,5,1556,54805,52285,465,1384,310,385,4,0,0,0,0,55405,52750,594,1202,495,244,14,921,373,30,14,55163,52358,636,1403,407,235,16,829,245,43,16,30445,11434,18372,27466,9811,17655,30464,7845,21233,30284,8175,20366,29797,9078,20719,29749,8681,19040,29692,8725,18840,23813,8176,15159,23822,8398,14935,29011,8414,19821,33412,8913,24016,33049,9335,22730,32849,7813,23500,32913,8203,23469
18,18,61430,44499,5101,5061,6741,642,81,0,0,61360,40376,6283,6307,8685,266,249,0,0,63689,40459,6707,6306,9509,925,82,63773,40514,6715,6335,9514,925,84,61491,40437,6049,6390,8863,446,212,4853,7929,117,51,2000,63522,39487,7751,6792,9616,860,170,48810,36669,3464,3440,5144,452,57,0,0,45230,34000,2624,3690,4724,93,0,3342,4620,58,0,115,0,51469,34361,4540,4509,7433,692,56,51469,34361,4540,3851,7064,57,14,1333,45675,34320,2533,3539,5059,109,0,0,0,0,0,46675,33845,3120,3668,5684,214,0,3469,5600,55,0,46753,34056,3327,3371,5580,183,0,3138,5470,22,0,27662,16187,11123,25926,15174,10752,28558,15052,12629,27837,14367,12993,27355,15322,12033,27227,14150,12263,27088,14837,11528,23168,13826,8996,23226,14364,8577,28017,15329,12198,32982,17188,15480,32444,17259,14383,32213,15777,15342,32316,16571,14872
19,19,62799,30009,1364,30405,1065,627,62,0,0,62451,31007,1903,26981,2606,1144,72,0,0,61108,27860,2317,27954,2330,1099,90,61450,27909,2319,28231,2330,1100,90,62431,29920,2163,27280,2826,1115,84,25101,2324,127,0,2556,62977,29425,2525,27770,2764,1222,88,51150,27471,1101,21661,886,454,45,0,0,50292,28025,1147,19582,971,582,0,18731,816,98,0,251,0,50588,25845,1827,20291,2079,806,69,50588,25845,1827,18886,1796,118,18,1787,50218,26950,1529,20203,1081,647,0,0,0,0,0,50482,26859,1572,20278,1239,610,15,19172,985,92,15,49336,26562,1946,19203,1082,423,35,18071,856,84,35,28495,23328,4818,26708,22575,4133,27426,22126,4470,27238,21554,4689,26807,22248,4559,26847,21897,3614,26774,21434,3827,20371,17557,2475,20344,17644,2403,24941,20541,3823,27466,22444,4741,27015,21837,4034,26781,21033,4464,26674,20997,4456
