ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
47,33C,41663,35846,1726,2631,1324,297,66,0,0,42709,36740,1737,2064,2024,278,148,0,0,44195,35458,2667,2835,2280,759,93,44220,35469,2667,2892,2299,734,92,43838,36103,2801,2705,2203,276,113,1889,1048,36,0,1919,46155,36518,3410,3560,2789,482,62,30960,27087,1047,1839,862,176,39,0,0,31333,27537,796,1520,1183,170,0,1429,894,21,0,160,0,33183,27376,1665,1946,1459,524,77,33183,27376,1665,1640,1066,27,27,1252,32258,28108,1077,1639,1209,169,0,0,0,0,0,33351,28523,1228,1988,1348,153,0,1662,844,15,0,33137,28477,1512,1607,1287,158,0,1405,762,7,0,23676,10796,12490,23469,10939,12530,24966,11563,11249,24440,11025,12681,22836,11700,9708,22824,5625,16985,22530,11621,10900,24157,11101,12152,27406,15115,11356,27175,15077,11010,27128,11242,15280,26143,14202,11301
48,34A,78297,46479,4396,24922,2695,1018,293,0,0,82640,45235,6071,28640,3612,651,168,0,0,86220,43856,6751,31245,3333,2259,304,86564,43969,6757,31034,3309,2110,282,84320,46676,6155,28574,3389,802,155,24981,2148,81,6,3575,86933,46598,6388,31493,3660,1805,765,58206,37311,2767,16085,1895,704,176,0,0,61946,36959,3495,18781,2297,419,4,17993,1969,86,4,185,0,65904,36547,4381,21346,2521,1597,194,65904,36547,4381,19400,1979,169,85,3003,63594,38084,3749,19218,2182,374,4,0,0,0,0,65653,38330,3502,20992,1773,384,10,20193,1262,79,10,67727,38621,3840,22431,1970,314,19,21241,1474,62,19,33701,19086,14058,34872,20702,14170,37239,19351,15621,36867,19953,15594,29250,17142,10378,29177,11188,17557,29145,17173,11938,33852,18181,14567,41727,24351,16293,42730,24247,17235,42432,20525,20329,41405,22522,17214
49,34B,43470,36844,1507,3383,1697,243,89,0,0,43728,35876,1745,3817,2105,251,81,0,0,45330,34498,2503,4828,2724,801,91,45371,34518,2503,4850,2745,780,90,43167,34170,2184,4036,2572,238,75,3386,1920,121,0,1202,45365,34870,2363,4757,2874,342,178,33020,28584,974,2231,1141,160,51,0,0,33039,28408,749,2438,1166,178,0,2312,976,93,0,85,0,35395,27877,1679,3322,1900,535,55,35395,27877,1679,2942,1535,34,11,1194,33053,27671,1057,2663,1430,177,0,0,0,0,0,34927,28678,1605,2855,1485,102,29,2762,1340,15,29,34890,28378,1651,3046,1639,95,40,2956,1409,4,40,22203,8409,13376,20725,7876,12849,23365,8050,13553,23035,7959,14299,19336,8169,9724,19364,4048,15067,19186,8022,11143,21736,7970,12929,26234,11608,13799,26765,11653,14234,26619,8633,17074,26021,10531,14525
50,35A,87542,79658,1810,3551,2154,586,84,0,0,88607,79017,2288,4311,2596,778,94,0,0,89184,76746,2916,3996,3171,1750,119,89285,76828,2916,4081,3235,1761,118,86842,77504,2008,4430,2225,689,88,3450,1250,129,7,2363,88477,78080,2587,3876,2822,674,251,65736,60527,1134,2436,1313,398,43,0,0,67893,61704,1336,2882,1476,348,4,2684,1218,132,4,147,0,69580,61146,1846,2752,2093,1256,76,69580,61146,1846,2304,1638,95,21,2325,66829,60859,1272,2783,1439,340,4,0,0,0,0,67403,61285,1608,2240,1759,378,71,2162,1306,34,71,66788,60100,1629,2787,1721,353,84,2407,1310,18,84,46376,14322,31104,46804,14349,32455,52297,13535,35416,51671,13873,36498,43783,14130,26536,43999,5853,37688,43391,13530,29830,48284,13102,33619,55106,17738,35833,55572,17471,36412,55196,12320,40556,54219,15728,36696
51,35B,43272,39212,1071,2204,502,406,32,0,0,43318,38103,1504,2602,1006,578,69,0,0,45411,38163,1897,3198,815,1298,81,45509,38240,1899,3202,817,1300,75,43481,37726,1596,3043,888,362,68,2404,491,34,0,1177,43606,36885,2098,3319,832,507,27,32391,29705,638,1486,330,298,24,0,0,32690,29622,795,1499,389,300,0,1459,335,37,0,83,0,34988,29990,1186,2200,551,955,59,34988,29990,1186,1835,364,106,12,1393,32515,29120,856,2013,343,149,0,0,0,0,0,32470,28789,1045,2072,385,213,0,1857,302,31,0,34780,30029,1349,2799,431,287,0,2383,310,10,0,18200,6727,11082,18506,6653,11853,20961,5498,14248,20476,6241,13501,16218,5576,9783,16283,2726,13324,16061,5315,10741,18416,5296,12560,20829,6520,13778,23986,7077,16340,23577,5266,16951,23108,6588,15655
52,36,133334,111583,5997,13334,1981,1099,191,0,0,136952,112809,7299,14610,2279,709,167,0,0,134818,105750,8999,14286,2744,2942,238,134994,105900,9001,14281,2750,2895,229,137857,112910,7877,13793,2555,1119,119,10554,1929,62,1,4348,137921,110632,8323,14115,2830,1720,121,101856,87038,3839,9190,1322,785,121,0,0,104113,89988,2492,9845,1262,490,0,9173,1085,76,0,102,0,106144,86004,5659,10157,1948,2139,157,106144,86004,5659,8987,1380,174,17,3564,105254,91325,2912,9035,1182,760,4,0,0,0,0,105928,91529,3032,9423,1108,725,39,8749,838,64,39,105894,90367,3888,9403,1275,731,34,8279,863,57,34,60535,25412,34065,59267,24315,34952,63266,21449,38015,61840,22660,37273,51986,21618,27481,52519,10487,41426,51354,20641,30695,58449,20696,36057,70921,27419,41626,75438,28092,45325,74629,21477,49986,73001,25465,45084
53,37A,42267,17779,2647,21251,641,407,64,0,0,43352,17177,2652,22557,1409,661,3,0,0,43976,15345,3666,24010,769,833,73,44467,15418,3680,24209,753,763,66,44233,17469,2643,22722,1363,805,6,20962,1067,42,6,1711,43379,17281,3039,21601,1119,522,18,31251,14399,1704,14624,465,277,49,0,0,29137,13937,747,13998,286,338,2,13489,257,60,2,40,0,32762,12646,2278,17010,550,619,46,32762,12646,2278,16199,430,87,5,1043,29949,13298,640,15306,292,333,7,0,0,0,0,29804,13406,910,14706,296,212,10,14136,241,16,10,29123,13297,1028,14034,220,269,0,13388,188,11,0,16256,10640,5386,16078,11022,5056,15850,10224,5029,15415,10041,4878,11759,7952,3416,11490,5596,5765,11666,7697,3953,13700,8652,4753,16442,10404,5615,16279,9695,6035,16139,8587,6952,15681,8719,6462
54,37B,91051,72739,3429,12979,1489,703,86,0,0,90337,70489,4630,13431,1578,1178,51,0,0,90738,69611,5366,12419,1904,1787,176,90961,69712,5370,12474,1895,1751,168,88818,68600,4388,13931,1562,1104,113,11498,989,113,8,3082,90580,69094,4863,14151,1583,919,68,71705,58598,2271,9501,998,495,53,0,0,70112,57785,1372,9554,833,651,2,8706,690,106,2,179,0,72867,57948,3304,9086,1308,1307,112,72867,57948,3304,8258,1018,147,25,1960,69106,57400,1516,9088,733,592,8,0,0,0,0,70453,58491,1687,9212,778,517,10,8627,563,103,10,71301,58241,2141,9556,1063,561,24,8858,824,35,24,46075,18261,27048,45560,17956,27604,47317,16411,28424,46536,17592,27815,40252,17516,20748,40649,7717,32554,39514,16031,23466,44159,16065,27032,51682,21073,29355,52863,20920,30649,52545,16244,34320,51896,19057,31550
55,38A,49891,29919,1511,17638,643,471,26,0,0,49422,30169,1556,16940,856,488,6,0,0,48193,28857,2052,15739,845,929,48,45483,28124,1973,13842,828,888,44,48874,29919,1435,17028,758,567,0,15565,546,80,0,1308,48640,29791,1634,16462,866,932,30,40065,24427,971,14064,454,357,15,0,0,38964,24523,681,13024,437,317,4,12780,411,94,4,35,0,38738,23854,1273,12368,617,703,27,38738,23854,1273,11845,491,113,2,1065,38219,23996,550,12898,398,273,0,0,0,0,0,38038,24193,760,12151,431,327,10,11859,373,41,10,38062,24221,876,11658,463,571,23,11229,337,59,23,21670,10027,11291,21883,10460,11423,22442,9316,12141,21895,9488,11895,17745,8360,8788,17688,5330,12120,17437,7623,9799,19966,8289,11248,22994,9810,12770,23404,9515,13268,23089,7574,14246,22594,8246,13787
56,38B,40445,28960,1678,8204,1547,278,46,0,0,41647,26699,2877,10159,1735,410,112,0,0,43804,25298,3352,12039,2438,920,95,44005,25355,3359,12204,2449,857,94,43044,27701,2893,10252,1946,414,290,9097,1726,110,6,1460,43879,26905,2606,12101,2117,686,413,32905,24624,1208,5828,1153,224,34,0,0,32401,23328,832,7137,778,250,10,6721,721,168,10,105,0,35019,21737,2207,8648,1876,665,64,35019,21737,2207,7952,1646,79,20,1242,33580,23805,1067,7122,1196,285,4,0,0,0,0,33731,22922,1223,7938,1122,251,0,7333,1036,30,0,33731,21652,1944,8448,1515,307,0,7945,1346,14,0,16266,7367,8647,15472,7347,8125,15583,6935,7616,15384,7172,7643,12489,6622,5257,12429,4240,7994,12271,6276,5990,14371,6780,7139,18370,9484,8361,18863,9825,8491,18667,7843,10061,18177,8764,8898
57,38C,43724,38841,1352,2578,741,285,35,0,0,44240,38852,1558,2917,866,248,41,0,0,44656,38589,1754,2501,978,759,56,44762,38662,1758,2557,981,759,55,44419,38332,1976,2980,1061,308,0,2181,523,75,0,1241,45159,38423,1962,3193,1162,470,1,36084,32656,913,1800,530,220,22,0,0,36001,32811,644,1970,326,203,25,1836,213,63,25,75,0,37532,33124,1177,1777,730,581,37,37532,33124,1177,1539,543,66,8,984,36007,32603,801,1823,431,231,0,0,0,0,0,36884,33169,840,1929,519,209,0,1751,361,22,0,37946,33959,875,2262,613,288,33,2058,535,23,33,23205,8536,14320,23154,8326,14828,24057,6715,16257,23585,7194,15667,20387,7379,11971,20406,3647,16543,20040,6772,13251,22532,6856,15144,27155,9470,17170,28452,9407,18336,28187,6369,20605,27769,8314,18680
58,39,120575,43017,27373,29347,21739,1488,235,0,0,127617,36978,37013,32623,23014,1273,158,0,0,133845,33551,38975,35103,26344,3209,297,133983,33574,39002,35151,26485,2407,280,132190,36478,36561,34490,26655,1862,178,28400,24108,75,82,5276,133349,33899,38803,35660,26698,2948,304,88700,34583,18759,19573,16027,975,161,0,0,75732,29574,14820,17443,13342,420,29,16787,12772,45,29,252,0,100594,28416,26874,24666,20231,2272,222,100594,28416,26874,22132,18945,175,47,3322,80241,30232,15665,18433,15258,350,19,0,0,0,0,82661,28688,17586,19665,15764,763,53,18969,15404,133,53,81726,27089,17184,21056,15149,859,19,20290,14737,226,19,47842,33896,13351,49687,36425,13262,55133,41416,10663,54060,40623,11503,42983,33203,8025,43313,25061,17695,42616,33424,9176,49339,36391,11482,58182,44640,11977,55598,39337,13941,55172,34616,19463,53454,39007,13666
59,40,143219,29493,3104,107070,3708,1493,175,0,0,131857,27274,4053,96684,3907,1483,125,0,0,124305,26161,5430,86965,5467,2125,206,126162,26256,5440,87843,5418,1952,183,128633,27371,3803,93646,3674,1596,73,90904,2944,365,52,2908,124383,26549,3999,89964,3795,1762,83,111249,26230,2305,79438,3260,1130,121,0,0,100815,24036,2020,72114,1815,832,54,70979,1564,254,54,283,0,100773,23713,4025,67728,4940,1645,144,100773,23713,4025,64745,4149,234,31,3434,100694,24248,2470,71339,1819,757,50,0,0,0,0,97641,24088,2331,68554,1836,1036,26,67087,1471,215,26,94617,21732,3218,67003,1796,1146,35,65015,1405,244,35,54324,50152,3605,60162,56961,3201,55126,49265,3608,53834,46647,4342,39226,35439,2247,39079,28804,9676,38864,35400,3396,45255,39635,4377,46571,42320,3349,43585,38330,3691,43521,36967,5741,42520,38242,3193
60,41,133229,36787,2962,90766,2977,1065,180,0,0,134269,34945,3687,92293,3143,1129,255,0,0,125128,32719,5505,82010,4319,1571,130,126149,32737,5508,82538,4297,1480,127,133056,33482,4172,92027,3159,1049,138,89378,2323,156,34,2889,133434,33006,5956,90425,3795,1407,383,103822,29466,2188,69939,2279,835,132,0,0,101978,26859,1867,71309,1208,670,47,70570,1076,166,47,260,0,99412,25563,3801,65911,3637,1236,103,99412,25563,3801,63421,3014,192,19,2752,100699,26050,1957,70649,1193,665,35,0,0,0,0,99259,25097,2784,68716,1565,804,18,67759,1396,131,18,93694,24006,3165,63906,1403,771,12,62713,1190,86,12,58456,50758,7190,53760,46436,7324,47829,40228,5403,47190,39667,5649,38930,34380,3155,38910,25481,12913,38445,32930,5463,44193,36619,6553,55193,46949,7280,52975,43066,8457,52898,40631,11535,51546,45121,5371
61,42A,41637,38058,839,1155,1453,184,27,0,0,41681,37812,1052,1044,1714,349,25,0,0,42834,37448,1292,1203,1914,616,37,42855,37462,1292,1218,1942,610,37,40457,36720,1178,1075,1246,426,5,834,780,123,0,767,42635,37598,1132,1817,1563,291,38,32053,29613,516,836,982,134,17,0,0,32078,29487,599,772,1035,157,0,740,905,77,0,12,0,33799,30115,794,858,1305,442,25,33799,30115,794,706,1089,50,14,909,30988,28651,604,840,718,233,0,0,0,0,0,32745,29710,676,1294,961,143,2,1201,671,43,2,32247,29116,763,1447,831,154,2,1329,671,15,2,23911,8521,14901,25775,9184,16591,28239,10151,16097,27815,9345,17713,22996,9146,12218,23194,4178,18761,22833,8962,13853,25567,9009,15650,28402,12275,15212,28158,12152,14977,28183,8744,18673,27520,11097,15713
62,42B,40459,29044,2145,5127,4102,245,52,0,0,40992,26927,3485,6517,4250,237,308,0,0,42014,25708,3790,7363,4764,638,76,42068,25722,3791,7332,4775,568,72,40374,25949,3257,6847,4878,203,390,5670,4055,47,0,1327,40730,25972,2805,7667,4552,460,76,32705,24347,1580,3699,3030,177,37,0,0,29559,22071,1142,4351,1787,128,0,4256,1650,51,0,134,0,33326,21432,2573,5462,3531,463,52,33326,21432,2573,4953,3194,53,24,968,29667,21569,1600,4215,2078,105,0,0,0,0,0,30683,21818,1713,5009,1885,304,2,4696,1547,75,2,29784,20641,2261,4972,1689,279,4,4507,1302,70,4,18889,8982,9560,20052,10143,9909,20862,11221,8035,20522,10439,9354,18272,10486,6522,18214,5871,12144,18124,10411,7701,19467,10224,8518,20933,12928,7355,20773,12659,7337,20776,10112,10249,20315,11733,8035
63,42C,42474,39226,1051,1269,708,250,46,0,0,43296,39679,846,1851,885,168,58,0,0,42638,37632,1434,1420,1051,849,49,42680,37669,1434,1438,1063,849,50,41465,37568,1006,1436,1218,192,53,1072,921,93,0,673,42420,37992,1247,1399,1073,214,33,32169,30076,691,799,458,170,23,0,0,33283,30876,559,1304,384,108,0,1234,356,60,0,60,0,33689,30364,881,933,670,603,30,33689,30364,881,754,480,61,10,1030,32340,30065,493,968,653,142,0,0,0,0,0,33212,31226,501,826,601,110,0,743,541,40,0,32922,30744,621,600,858,111,0,475,751,30,0,21264,6552,14276,21227,6359,14868,22501,5695,15110,22097,5901,15583,18723,5932,11228,18898,2559,16124,18496,5858,12633,20918,5688,14417,24961,8219,15811,26515,8315,17292,26364,5730,19591,25777,8299,16841
64,43A,89281,22175,2381,60348,4686,843,125,0,0,89831,22060,3840,58927,5069,783,137,0,0,84227,20254,3860,52952,7074,1199,111,84937,20277,3863,53237,7080,1134,109,89822,20822,4357,60508,4493,911,136,56884,3633,255,1,3409,86654,19892,4390,58270,4406,1167,171,72786,19909,1908,46832,4246,665,94,0,0,69641,19139,1886,45838,2119,615,5,44990,1783,120,5,372,0,70671,18313,3109,42507,6577,949,90,70671,18313,3109,40471,5859,95,29,2428,69229,18117,1975,46190,2037,671,20,0,0,0,0,66814,17343,2363,43952,2379,475,40,42886,2015,58,40,65477,17325,3115,42200,2244,369,20,41133,1940,74,20,39598,36679,2470,37314,34962,2352,34913,31308,1870,34255,29368,2494,28681,26087,1481,28571,21428,6699,28498,26246,2183,31954,28195,2759,37469,34707,2034,36482,32899,2252,36391,31884,3955,35513,32781,1981
65,43B,37841,27796,1333,6270,2458,245,49,0,0,40398,26565,1884,9127,2722,367,66,0,0,42182,26050,2577,9851,3532,492,60,42217,26057,2579,9853,3533,462,58,40308,26880,1832,7977,3432,425,97,7339,2726,49,39,1322,40787,26693,2007,8762,3104,622,27,31195,23340,1031,4945,1873,187,44,0,0,30931,21733,1109,6536,1275,158,15,6307,1136,55,15,136,0,34867,21741,1935,8329,2702,357,41,34867,21741,1935,7581,2241,41,6,1198,31073,21941,1060,6124,1546,270,25,0,0,0,0,31585,21773,1258,6713,1453,303,15,6429,1205,28,15,32500,22000,1665,6691,1794,304,0,6385,1562,19,0,16633,10336,5988,15836,10274,5562,17811,12076,4389,17447,11238,5507,16107,11400,3698,15903,7210,8515,15959,11390,4557,17032,11260,5142,19045,14272,4191,18168,13836,3636,18152,11937,5915,17712,13137,4117
66,44A,41283,25747,2739,9630,3085,354,76,0,0,42275,24751,3783,9870,3957,409,38,0,0,44952,22290,5675,10861,5532,963,107,45093,22338,5679,10957,5553,870,106,42581,23894,3524,10286,4238,531,196,9470,3542,24,6,1496,44129,23102,3601,12374,4289,433,197,32103,21399,1824,6383,2363,256,44,0,0,28955,20292,1029,5868,1507,200,4,5696,1299,50,4,74,0,34151,18729,3579,7400,3878,688,75,34151,18729,3579,6815,3545,73,16,1259,29834,20237,1206,6576,1453,189,4,0,0,0,0,31219,19945,881,8028,2059,144,4,7844,1852,45,4,31486,19135,1460,8181,2378,173,16,7943,2080,27,16,16452,9244,6844,15859,9595,6264,17783,9936,6675,17532,10139,6660,14180,8662,4558,14157,5498,8473,14016,8689,5313,15818,8890,6358,17349,10390,6454,17110,10068,6477,16990,8650,7843,16393,9931,5945
67,44B,85795,30105,3259,48448,4262,786,128,0,0,86350,28809,3524,47867,6072,692,415,0,0,87580,25152,5490,49164,7291,1509,179,87889,25179,5496,49119,7288,1398,172,86554,27952,3699,48945,6428,634,437,46700,5740,182,100,2121,89395,28305,6062,48278,7560,751,557,67211,25132,2195,36684,3320,562,90,0,0,63994,23421,1105,35956,2939,420,63,35378,2779,245,63,229,0,70054,21347,3734,38885,5649,1117,126,70054,21347,3734,37217,4974,120,15,2297,63697,23084,1239,35645,3356,408,24,0,0,0,0,65849,24037,2415,35152,3737,399,8,34061,3495,58,8,64423,21034,3548,35484,3883,296,4,34588,3595,94,4,42835,32913,9370,39857,31034,8823,37414,27996,7484,36847,27418,8118,32262,25042,5611,32039,18745,12930,32031,25083,6911,35944,26690,8266,45314,35796,8530,44083,33269,9198,43801,30716,12131,40788,31801,7992
68,45,134749,25046,4017,104026,2064,1378,184,0,0,134791,23128,6055,103886,2234,1329,97,0,0,124582,18994,7616,95336,2305,2152,172,126182,19043,7626,96061,2269,1944,149,132432,22508,5849,101812,3083,1623,154,98001,1786,378,28,3315,125888,21702,5325,96537,2726,1244,159,100668,21791,2751,74662,1564,963,126,0,0,97035,19784,1956,73720,860,688,17,73033,737,346,17,220,0,96325,16787,4988,72369,1803,1582,145,96325,16787,4988,69682,1321,262,31,2818,95319,19423,2145,72092,1006,869,33,0,0,0,0,92250,18611,1873,70124,1049,635,28,69228,763,317,28,89666,17019,2663,68065,966,724,48,66541,630,245,48,54393,48461,5362,53977,49340,4637,52310,45732,4658,51295,43938,5130,38954,34588,2909,38957,27186,11201,38739,34633,4061,44630,38262,5324,48548,43468,4244,46845,40611,4812,46672,38591,7143,45617,40397,4092
69,46,120483,60619,13496,41788,4334,1662,200,0,0,118267,60019,14548,38116,5243,1498,486,0,0,127466,59168,23516,36627,7203,2914,134,126149,59079,23504,35139,7187,2399,128,118331,60234,14446,38061,5604,1018,410,35582,4151,421,64,2995,114189,56763,14711,36593,5756,1474,176,98876,55115,9916,29804,3743,1239,162,0,0,86886,52915,4194,25871,2860,752,35,25349,2466,485,35,318,0,104519,54087,15722,27282,6373,2194,98,104519,54087,15722,25124,5186,264,16,3674,87574,53264,4561,25750,3194,464,53,0,0,0,0,86201,51324,5332,25403,3244,616,3,24616,2686,170,3,85223,49049,6562,24720,3936,608,8,23753,3040,99,8,39172,28335,10054,43975,33770,10205,49224,36140,9666,48115,34199,11691,38651,29876,6392,39174,20710,17871,38372,29408,8907,43735,31672,10480,49680,39816,8467,50867,40203,8772,50555,35856,13714,46492,36907,8245
70,47A,84106,6246,24110,53199,1864,1299,220,0,0,86419,7198,29912,47916,2247,1019,190,0,0,90849,6389,36269,47026,2204,2778,203,91043,6403,36292,46886,2171,2258,187,86593,6866,28925,50247,1801,991,49,47309,1506,112,31,1310,90480,6782,32532,50486,1994,1572,57,62817,5430,16200,40546,1452,920,168,0,0,47829,5955,7040,33073,1131,369,65,32698,1058,123,65,286,0,68543,5363,24597,37474,1735,2085,155,68543,5363,24597,35039,1354,105,42,1750,48899,5628,7476,34314,1013,278,30,0,0,0,0,49906,5591,8237,34322,1129,435,20,33569,1021,44,20,48820,4640,8779,34202,823,381,0,33291,724,20,0,27957,26118,1612,29701,28260,1441,34655,31756,1766,33739,30528,2006,24215,22272,1425,24087,18444,5371,23966,22324,1619,28133,25187,2358,28688,25803,2151,26237,22142,3139,26115,21368,4351,25239,22240,2880
71,47B,40958,2614,25376,11817,1917,1097,322,0,0,42671,1515,29569,10196,1507,268,41,0,0,45410,2062,30748,11366,1747,3295,90,45473,2069,30786,11451,1752,1680,84,43466,1699,30012,10732,1301,256,18,10123,1145,104,3,137,45215,1889,31358,10558,1505,335,133,31766,2360,18964,9397,1582,830,263,0,0,12655,1213,4889,5690,689,123,4,5690,672,77,4,55,0,33626,1773,21278,9470,1481,2418,66,33626,1773,21278,8550,1287,45,8,532,13666,1531,4830,6582,706,126,4,0,0,0,0,14057,1698,4969,6588,917,53,4,6495,886,15,4,14730,1721,5251,6541,1204,212,5,6347,1156,0,5,7653,6672,905,8327,7521,806,10623,9523,777,10377,9198,778,7185,6496,504,7183,5389,1715,7125,6533,588,8443,7386,872,8212,7167,865,7495,5939,1292,7451,5654,1662,7204,6038,1143
