ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
112,112,35723,34098,616,338,447,250,21,0,0,36403,34120,887,657,535,323,10,0,0,38456,34428,1007,690,599,1174,44,35354,32903,861,639,544,327,9,503,316,11,0,18,737,36041,33171,1123,623,222,201,0,25836,24862,370,147,276,191,15,0,0,27135,25725,573,343,287,190,0,292,280,23,17,0,28752,26180,598,323,355,867,29,28752,26180,598,218,251,57,9,71,1368,26985,25451,697,344,265,207,0,0,0,0,0,0,27441,25889,836,410,140,188,0,233,111,1,0,27758,26277,664,457,180,204,0,158,138,8,0,17193,8394,8597,14211,5968,8243,17829,5371,11540,17832,7945,9077,17852,7642,9633,17425,6381,11044,17608,7194,9570,15470,6489,8417,18556,6609,11337,20386,6810,13208,20208,6967,12745,19688,6076,13023,19796,6507,12687,19820,5730,13378,19637,6287,12772,19858,6803,12630,21201,6869,14057,20958,7667,12831,20814,6663,13698,20402,6323,13594,20430,6413,13014,20388,6737,13084,20348,6496,13021,19758,6493,12821
113,113,38479,36695,789,333,441,257,29,0,0,39186,37064,828,653,431,237,15,0,0,38339,34202,1051,640,634,1230,49,40284,36943,963,686,261,225,15,229,213,33,10,0,1896,39767,35696,890,605,500,227,27,28938,27828,489,151,289,186,22,0,0,29794,28655,467,242,250,177,0,202,217,55,4,0,29725,26942,671,331,453,857,39,29725,26942,671,229,316,69,16,70,1412,30177,29154,436,264,147,146,0,0,0,0,0,0,30167,29020,466,304,237,147,0,245,202,10,0,30298,28961,590,253,278,220,16,147,225,20,16,19696,10175,9268,19485,8595,10890,19182,6200,11969,19094,8926,9266,19129,8464,10036,18679,7226,11453,18868,8171,9775,16329,7282,8513,18948,7186,11132,20107,7172,12564,19826,7234,12097,19261,6318,12362,19347,6607,12070,19428,5984,12641,19229,6490,12082,19234,6976,11822,20207,6886,13019,19842,7637,11659,19753,6619,12691,19270,6280,12507,19307,6405,11936,19229,6774,11887,19221,6426,11963,18601,6462,11709
114,114,35351,33354,397,1040,294,289,27,0,0,36826,34672,667,949,118,366,29,0,0,38109,33775,816,1297,440,1324,62,37460,35106,517,685,116,343,69,661,110,125,0,0,935,38830,34448,785,1507,440,258,66,26234,25038,235,579,183,197,14,0,0,28345,27054,340,618,28,271,0,578,6,113,20,0,29008,26170,495,755,282,965,37,29008,26170,495,593,175,82,13,51,1429,28671,27578,357,389,44,262,0,0,0,0,0,0,29381,27679,485,635,311,211,0,459,256,45,0,29639,27559,630,794,453,190,0,535,320,64,0,16962,8722,7941,15314,6913,8401,17133,5151,11083,17082,7672,8459,17081,7331,9081,16689,6339,10350,16919,7128,8892,14324,6090,7654,17432,6143,10664,19007,6093,12558,18846,6366,11982,18386,5601,12223,18460,5935,11920,18498,5151,12576,18273,5623,12039,19022,6254,12325,20606,6347,14014,20306,7105,12603,20203,6086,13568,19814,5833,13475,19859,5996,12769,19786,6205,12925,19783,6099,12748,19304,6086,12728
115,115,37488,36206,365,353,208,363,25,0,0,37880,36987,243,309,217,120,1,0,0,37326,34323,565,466,245,1262,19,37277,35396,428,213,407,179,1,97,377,59,0,18,902,37659,34213,483,351,504,373,47,28502,27690,226,199,129,261,17,0,0,29137,28570,186,196,87,110,0,112,83,59,0,0,29024,26893,368,222,163,1001,13,29024,26893,368,141,92,98,4,72,1356,29001,28234,228,145,278,149,0,0,0,0,0,0,29339,28269,222,234,321,285,0,34,317,27,0,29572,28528,239,261,186,326,0,114,184,20,0,17725,9362,8025,15612,7028,8584,17663,4756,12085,17594,7613,8948,17626,7595,9344,17229,6151,11078,17438,7057,9477,14884,5928,8362,18306,5839,11868,20152,5489,14330,20088,5963,13627,19608,5255,13777,19623,5501,13488,19759,4920,14090,19538,5400,13553,19218,5355,13439,20434,5055,15139,20248,5957,13738,20098,5003,14577,19732,4782,14474,19794,4994,13806,19689,5222,13853,19658,5031,13682,20123,5552,13974
116,116,36748,34336,507,1350,227,338,25,0,0,39165,35900,837,1561,448,478,2,0,0,38829,34809,809,1422,465,1103,41,39131,35852,720,1538,454,388,5,1389,269,137,0,219,550,39297,35595,1120,1515,360,570,8,28861,26952,347,1167,161,248,18,0,0,31040,28485,610,1357,197,429,0,1302,193,93,8,0,30746,27648,519,1186,330,830,31,30746,27648,519,1071,236,96,0,56,1120,30272,27977,442,1384,158,360,0,0,0,0,0,0,30156,27861,585,1174,124,362,0,1097,104,99,0,30286,28126,422,1096,113,494,9,987,65,102,9,13827,5733,7802,13266,4593,8673,14651,3289,10757,14589,5335,8413,14624,5098,8995,14324,4324,10000,14450,4681,8909,12835,4059,8286,14262,3731,10069,14859,3358,11271,14753,3577,10749,14424,2984,11015,14429,3218,10745,14514,2629,11357,14393,3074,10908,14535,3495,10765,15112,3304,11653,14839,3664,10805,14783,3136,11317,15105,3612,11183,14485,3135,10684,14468,3257,10810,14422,3129,10615,14625,3109,11238
117,117,38654,36031,418,1717,177,356,45,0,0,37561,34729,476,1901,108,343,90,0,0,38857,34531,571,1825,256,1156,55,37713,34443,623,1807,103,386,113,1393,57,98,21,19,1054,38351,34931,533,1111,256,988,73,29691,27566,267,1499,109,252,29,0,0,29052,26854,155,1556,89,328,0,1523,85,141,75,0,30408,27002,385,1588,158,888,35,30408,27002,385,1477,105,95,12,77,1255,29620,27336,285,1434,67,344,0,0,0,0,0,0,30192,27883,292,958,173,858,0,830,171,107,0,30343,27941,445,919,151,882,0,814,123,66,0,15005,7433,7234,12617,5415,7202,14441,3755,10118,14353,6234,7346,14406,5707,8262,14111,5013,9098,14262,5548,7904,12659,4677,7403,15586,4689,10408,17800,4551,12976,17653,5073,12051,17222,4205,12532,17253,4546,12222,17341,3894,12832,17221,4383,12385,16804,4357,12124,18181,4326,13690,17903,5116,12380,17755,4160,13231,16732,3364,13016,17338,4153,12422,17304,4300,12508,17264,4152,12363,17432,4100,13012
118,118,40518,38936,482,596,152,378,20,0,0,40884,38796,781,887,164,264,72,0,0,38870,35629,513,910,249,1082,41,40165,38235,630,786,152,282,46,545,70,4,7,10,666,39188,35501,699,678,313,528,64,30735,29633,279,446,100,273,16,0,0,31764,30232,459,736,62,205,16,651,47,27,76,0,30381,27969,312,715,157,839,27,30381,27969,312,645,94,87,2,71,1201,31352,29953,404,661,49,198,7,0,0,0,0,0,30567,29018,441,551,110,315,29,478,57,14,29,30408,28936,396,522,86,348,6,462,40,11,6,17836,8203,9249,15954,6100,9854,17621,3856,13033,17518,6638,9870,17625,6244,9631,17201,5297,11904,17367,5922,10489,14716,5030,9093,17719,4706,12433,19218,4299,14615,19145,4753,13923,18688,3994,14192,18737,4228,13980,18804,3755,14426,18617,4121,13980,18896,4421,14121,20311,4233,15890,20052,5096,14499,19951,4175,15355,19528,3878,15253,19525,4207,14517,19484,4321,14582,19453,4227,14213,19603,4294,14505
119,119,36269,34524,501,625,261,380,27,0,0,36915,34851,679,741,254,380,50,0,0,38755,34704,945,958,364,1300,51,38066,35461,549,956,378,402,50,560,196,196,13,11,1074,38948,35086,616,929,633,339,13,26998,25897,320,359,170,257,13,0,0,27820,26613,292,401,127,334,0,327,34,131,56,0,29531,26765,570,568,265,966,31,29531,26765,570,401,172,126,3,65,1429,28484,27042,290,523,167,386,0,0,0,0,0,0,29539,28142,305,419,203,243,1,359,101,56,1,29888,28336,490,443,195,235,0,297,107,38,0,15998,7650,8062,14633,5875,8758,16532,4435,11272,16473,6804,8715,16534,6533,9019,16181,5349,10832,16317,5931,9439,13974,5516,7847,16391,5279,10496,17503,5137,11968,17366,5334,11524,17004,4684,11759,17047,4856,11583,17084,4429,11932,16947,4735,11578,16646,5122,11098,17407,5016,12189,17183,5690,10964,17089,4817,11810,16811,4545,11797,16801,4806,11119,16758,4976,11178,16728,4801,10983,16866,4950,11038
120,120,40353,38825,513,239,196,596,36,0,0,39699,37647,759,551,344,600,8,0,0,37477,34183,753,415,277,1533,70,39502,37227,773,475,286,542,129,210,164,121,116,9,882,37532,34798,816,458,292,636,75,30700,29709,309,120,124,437,21,0,0,30485,29290,417,212,97,447,0,148,38,109,60,0,29091,26801,443,235,174,1149,33,29091,26801,443,150,111,142,14,58,1372,30405,29090,448,255,138,444,15,0,0,0,0,0,28940,27590,441,222,167,469,15,144,138,53,15,28774,27326,483,206,141,574,31,162,129,132,31,17071,5967,10662,15836,4492,11344,16699,2802,13324,16595,4939,10816,16676,4527,10866,16305,3862,12443,16412,4428,11168,14564,3611,10408,16814,3354,12992,18115,3169,14712,18045,3371,14248,17743,2828,14524,17783,2941,14408,17822,2725,14573,17655,2888,14339,17152,3111,13758,17932,3032,14755,17739,3486,13882,17702,2961,14382,17404,2779,14318,17418,3025,13821,17408,3064,13961,17371,2887,13841,17490,3030,13974
121,121,36220,23726,4070,6388,1823,784,430,0,0,37387,23072,5185,7131,1797,937,742,0,0,38731,22831,5397,7111,2509,1217,568,36923,22794,5201,6790,1961,1207,649,5060,1301,428,244,25,1862,37620,23068,5521,6618,2409,1279,847,27894,18757,2920,4588,1370,543,279,0,0,27819,17887,3596,4520,1052,536,32,4223,839,402,190,0,30109,18071,4042,5320,1893,891,357,30109,18071,4042,4671,1450,226,235,93,1321,27867,17754,3695,4623,1020,551,50,0,0,0,0,0,28562,18079,3956,4322,1045,493,80,3658,788,233,80,29454,19023,3956,4097,1205,571,181,3730,778,68,181,7865,3030,4698,6629,2356,4273,6611,1775,4433,6592,2277,3950,6589,2134,4179,6499,2096,4403,6534,1893,4156,5157,1734,3211,6431,2011,4147,7054,2334,4513,6921,2201,4497,6820,1988,4505,6880,2108,4486,6853,1965,4578,6822,2086,4447,6415,2090,4131,6651,2165,4359,6555,2230,4069,6559,2077,4283,6445,1948,4269,6435,1961,3998,6420,2061,4073,6430,1860,4145,6437,2015,4160
122,122,38650,34584,845,1248,1513,522,78,0,0,38703,34020,1027,1437,1837,608,10,0,0,38732,32585,1134,1404,1888,1403,52,38810,33816,1082,1427,1836,533,7,721,1566,188,0,71,1371,38809,33380,1132,1332,1790,585,19,30393,27383,557,812,1258,401,52,0,0,29156,26801,654,816,434,453,0,725,321,183,20,0,30801,26256,746,951,1507,1063,40,30801,26256,746,774,1251,153,20,148,1453,29171,26906,671,791,400,417,0,0,0,0,0,0,29440,26891,703,758,620,456,10,494,473,68,10,29846,27089,731,819,704,476,28,631,568,96,28,16416,6252,9811,14419,4808,9611,15590,4157,10496,15604,5663,9177,15662,5301,9648,15335,4700,10635,15468,5472,9303,13495,4657,8334,15471,4762,10152,16298,4949,10948,16247,4944,10900,15996,4375,11151,16107,4397,11251,16071,4245,11323,15933,4374,11070,15439,4591,10478,15878,4656,10991,15758,4875,10479,15726,4279,11051,15517,4242,10884,15530,4367,10549,15523,4451,10638,15512,4240,10656,15615,4353,10923
123,123,39949,38039,946,297,277,408,40,0,0,41372,39031,1193,424,319,443,78,0,0,38872,35209,1264,492,388,1142,60,41798,39343,1253,439,327,437,54,338,134,166,0,1,562,39354,36591,1285,447,344,515,3,32427,31215,567,157,186,311,29,0,0,33535,32431,462,161,129,287,0,137,64,205,73,0,31903,29384,822,255,264,879,46,31903,29384,822,156,171,122,28,76,1144,34078,32834,470,259,207,316,0,0,0,0,0,0,32180,30839,494,283,225,373,0,256,123,107,0,32769,31205,727,301,198,347,0,247,139,18,0,19899,6939,12633,19346,5722,13624,20419,4361,15345,20377,6412,13069,20386,6068,13683,20067,5205,14862,20163,5212,14043,18204,4964,12695,20836,4984,15318,22444,5170,16994,22380,5026,16960,21906,4396,16921,22081,4450,17160,22081,4249,17186,21875,4596,16780,21887,5121,16390,23068,5273,17585,22841,5776,16629,22719,5063,17163,22282,4489,17286,22287,4700,16623,22268,5023,16703,22286,4641,16596,22269,4811,16751
124,124,39375,36508,961,883,409,665,141,0,0,38720,35728,1165,664,580,635,169,0,0,38524,34560,1139,833,401,1354,164,39382,36128,1214,985,622,458,160,710,302,135,22,0,880,39429,35851,1227,1391,420,579,78,29421,27649,553,480,260,468,86,0,0,29552,27886,633,353,161,502,2,264,130,324,19,0,29487,26829,692,465,297,983,99,29487,26829,692,321,150,132,45,71,1247,29981,28344,708,314,284,344,15,0,0,0,0,0,30045,28322,614,402,240,421,15,319,98,65,15,29460,27613,586,572,258,416,19,451,74,41,19,18182,5643,12112,16660,4331,12329,17448,2820,14011,17354,4629,11867,17388,4562,12279,17071,4022,13049,17194,3960,12333,14854,3303,11071,17492,3260,13738,18836,3334,15204,18769,3194,15178,18310,2801,14981,18550,2638,15469,18544,2640,15334,18347,2889,14967,19232,3437,15464,20919,3572,17162,20651,4024,16126,20588,3410,16657,20106,3022,16633,20135,3371,15814,20101,3542,15947,20103,3239,15721,20097,3324,15793
125,125,40982,39092,681,352,205,701,28,0,0,40135,37711,853,679,298,616,133,0,0,38766,35369,825,543,306,1306,80,39425,36883,887,661,268,715,31,312,223,165,3,2,952,38458,35747,801,644,263,852,30,30853,29670,378,222,137,479,15,0,0,29846,28557,470,275,59,447,12,239,40,170,34,0,29371,27037,510,330,198,953,55,29371,27037,510,219,136,203,22,59,1185,29614,28263,514,253,78,523,0,0,0,0,0,0,29079,27577,520,342,76,608,4,320,56,69,4,29226,27561,445,506,102,591,9,487,65,55,9,18109,6604,10909,16681,5014,11667,17324,3239,13345,17240,5273,11064,17262,5350,11400,16914,4458,12456,17035,4227,11981,14508,3576,10297,17045,3534,12992,18584,3558,14745,18471,3565,14477,18045,3142,14424,18091,3378,14272,18224,2879,14792,18071,3384,14249,17496,3318,13868,18519,3297,15045,18228,3696,14058,18150,3182,14581,17829,2899,14536,17836,3186,13884,17830,3292,14019,17780,3253,13730,17847,3042,14362
126,126,37909,36208,604,423,142,573,32,0,0,36847,34578,705,526,239,843,5,0,0,36657,33389,831,494,241,1380,54,37583,35139,837,504,190,857,3,343,142,246,1,3,872,37118,34386,928,562,226,789,16,30053,28935,346,232,95,458,23,0,0,28928,27574,291,326,115,638,4,314,91,243,2,0,28983,26712,485,284,174,1036,36,28983,26712,485,175,105,151,13,71,1271,29444,28013,369,318,100,664,4,0,0,0,0,0,29370,27725,531,425,116,578,4,245,59,107,4,29659,28056,566,378,138,511,6,258,27,37,6,19456,8087,10748,17054,6051,11003,17502,3934,12854,17515,6228,10308,17519,6312,10642,17238,5446,11792,17379,5083,11495,15313,4676,10021,17478,4353,12635,18985,4334,14420,18914,4283,14264,18452,3825,14174,18574,4053,14111,18641,3649,14461,18489,4023,14089,18236,4232,13687,19215,4181,14854,19026,4683,13852,18958,4237,14321,18638,3657,14576,18632,4075,13756,18640,4114,14019,18611,3988,13692,18829,3746,14734
127,127,37824,35589,817,250,184,1059,39,0,0,36804,34121,942,367,215,1181,57,0,0,36929,32889,1084,416,281,1876,61,37379,34539,1175,235,133,1322,44,112,52,571,26,29,859,37016,33925,1191,406,158,1435,87,28024,26685,423,81,113,729,18,0,0,27996,26578,318,105,150,823,5,73,83,338,12,0,27711,25103,609,188,137,1343,32,27711,25103,609,79,96,320,17,57,1430,28025,26598,393,100,89,784,1,0,0,0,0,0,28065,26393,562,163,73,824,0,109,27,197,0,28039,26202,737,143,13,936,0,87,8,219,0,18432,5053,12813,16316,3681,12635,18127,2647,14874,18121,4091,13281,18096,4212,13371,17861,3320,14541,17894,3113,14052,15426,2823,12055,17975,2747,14808,19721,2998,16476,19661,2967,16349,19299,2538,16319,19335,2678,16284,19433,2361,16580,19226,2678,16118,19223,2918,16016,20427,3079,17184,20234,3245,16550,20163,2901,16915,19896,2604,16942,19898,2773,16439,19912,2941,16540,19879,2824,16341,19911,2798,16711
128,128,37691,35903,671,370,187,599,30,0,0,38192,35900,891,425,135,981,47,0,0,37207,33937,878,507,281,1347,37,38406,35982,930,460,150,904,50,299,133,421,48,3,592,37674,34858,1010,467,410,716,7,28999,27830,387,210,128,454,24,0,0,29876,28402,463,279,59,649,19,255,55,310,27,0,28755,26506,539,287,190,981,26,28755,26506,539,206,118,168,4,51,1163,30150,28694,506,294,70,576,34,0,0,0,0,0,29426,27755,544,341,228,533,4,323,154,71,4,29675,27965,652,269,231,513,4,154,139,62,4,17320,6113,10814,15873,4755,11118,16887,3392,12736,17019,4668,11598,16992,5300,11164,16758,4320,12438,16990,3078,13314,14603,3959,10104,17146,3543,13106,18604,3687,14547,18593,3157,15080,18253,3052,14756,18288,3184,14706,18369,3060,14811,18192,3180,14588,18261,3686,14213,19329,3660,15455,19226,4037,14761,19203,3712,15111,18950,3144,15430,18972,3335,14985,18930,3463,15032,18917,3216,14986,18937,3265,15225
129,129,36011,34287,606,448,130,599,38,0,0,38443,36148,799,667,245,570,118,0,0,38854,35688,786,390,283,1444,36,38933,36530,837,632,295,658,74,226,125,141,18,78,975,39080,36025,869,629,210,629,170,26013,24902,323,322,82,408,18,0,0,27936,26471,460,380,109,474,4,262,59,195,40,0,28326,26255,463,213,179,1001,20,28326,26255,463,153,111,182,2,64,1096,28181,26735,467,354,128,465,4,0,0,0,0,0,28190,26707,486,337,145,421,34,109,30,98,34,29045,27398,478,489,164,471,15,415,43,95,15,16320,5644,10364,14977,4354,10623,16620,3164,12768,16707,4590,11384,16671,5012,11091,16412,4074,12338,16519,3734,12031,14494,3764,10281,17063,3515,13060,18661,3555,14784,18579,3559,14620,18204,2923,14648,18281,3145,14637,18359,2922,14806,18139,3135,14479,18461,3644,14495,19681,3633,15875,19564,4052,15060,19524,3776,15387,19171,3157,15575,19180,3245,15016,19147,3515,15127,19145,3302,15004,19183,3371,15283
130,130,31567,29274,852,665,386,454,35,0,0,34750,31151,1090,1128,846,532,10,0,0,38033,32022,1844,1479,752,1604,92,34958,31365,1245,1157,738,337,6,801,590,111,1,124,726,37979,33361,1557,1481,874,510,87,23077,21719,496,338,246,297,23,0,0,25549,23267,617,714,517,400,8,637,441,175,21,0,28096,24455,1062,727,451,1115,48,28096,24455,1062,507,291,178,17,65,1521,25223,23225,479,757,395,269,0,0,0,0,0,0,27509,25151,605,901,508,324,0,787,370,65,0,29198,26697,750,936,319,427,56,650,192,154,56,14616,5277,9101,14779,4754,10025,15897,3987,11008,16012,5278,10029,16011,5257,10218,15754,4471,11283,15802,4260,10769,14229,4836,8884,17072,5041,11500,19005,5781,12847,18989,5618,12881,18699,4850,13321,18737,5167,13056,18854,4808,13443,18675,4885,13262,18779,5961,12435,20083,6370,13462,19968,6664,12829,19882,6374,13103,19638,5693,13518,19675,5825,13149,19638,6010,13180,19675,5732,13290,19703,5785,13488
131,131,34001,32363,557,387,216,495,29,0,0,34650,32791,618,462,322,469,66,0,0,36651,32677,1022,741,422,1506,42,35163,32436,468,979,502,586,84,337,206,141,7,2,1561,37230,33666,754,1298,593,544,49,25792,24808,308,193,130,347,20,0,0,25894,24754,413,236,187,282,6,204,99,107,44,0,27977,25516,539,363,245,1052,27,27977,25516,539,229,153,148,15,73,1304,25779,24516,216,322,269,399,4,0,0,0,0,0,26999,25745,294,283,226,384,0,192,104,22,0,27780,26194,579,270,264,423,0,92,126,62,0,18124,5788,12048,17384,4884,12500,18342,4065,13467,18477,5355,12407,18466,5767,12124,18213,4547,13666,18259,4349,13151,16550,4844,11235,19343,4684,14175,21155,5010,15832,21223,4877,15945,20898,4192,16181,20977,4468,16039,21170,4230,16425,20921,4302,16141,21707,5423,15941,23252,5666,17326,23301,6154,16688,23201,5770,17042,22902,5033,17493,22956,5127,17133,22902,5347,17094,22926,5071,17187,22949,5140,17401
132,132,35259,29490,1252,2959,904,848,134,0,0,36081,29681,2413,3106,763,593,43,0,0,37115,28389,2113,3759,918,1770,224,37040,30486,1998,2955,912,782,70,2136,605,246,10,88,1472,37373,29922,2307,3143,1111,1128,96,28655,24589,839,1848,798,647,78,0,0,29206,25267,1364,1953,231,346,0,1740,132,185,61,0,30600,24177,1512,2547,746,1399,169,30600,24177,1512,1946,524,258,82,133,1968,30564,26576,1307,2010,307,426,12,0,0,0,0,0,30827,26563,1274,2119,367,572,12,1679,215,128,12,29201,24791,1219,2253,338,593,64,1611,209,90,64,13935,7331,6285,10130,5219,4911,10726,4668,5153,10757,5379,4640,10725,5241,4859,10539,5122,5417,10560,4543,5085,8975,4821,3672,11245,5624,5078,12589,6577,5655,12519,6480,5589,12333,5915,5875,12396,6174,5679,12343,5781,5933,12342,5898,5858,11086,5717,5046,11417,5734,5458,11250,5782,5042,11303,5927,5066,11111,5404,5349,11122,5370,5113,11100,5531,5153,11113,5298,5214,11119,5475,5319
133,133,35724,30265,1577,2303,915,768,132,0,0,38248,30605,2438,3214,1092,1044,82,0,0,37680,29032,2835,2939,1208,1687,141,37997,30349,2604,3221,1005,876,73,2320,655,186,32,91,1763,37131,30376,1727,2530,1106,943,460,28953,25122,1039,1571,674,593,85,0,0,30445,25909,1174,2063,527,675,32,1871,369,177,74,0,30859,24536,2025,1945,957,1297,84,30859,24536,2025,1530,713,208,34,99,1714,30449,25893,1387,2092,390,563,30,0,0,0,0,0,30243,25764,1252,1729,582,639,140,1626,466,153,140,30759,26250,1341,1720,726,451,60,1510,462,106,60,15046,7067,7713,13590,6043,7547,13012,5124,6830,13113,6116,6144,13084,5887,6474,12763,5641,7122,12863,5052,6752,11321,5548,5150,13898,6409,6827,15554,7580,7532,15473,7483,7490,15185,6646,7878,15231,6957,7624,15224,6620,7865,15172,6716,7786,14025,6772,6835,14496,6955,7292,14360,7038,6828,14367,7034,6939,14152,6458,7251,14165,6446,6955,14143,6637,6991,14160,6387,7115,14196,6579,7206
134,134,34365,30976,933,969,1136,425,29,0,0,36349,31524,1507,1342,1589,503,124,0,0,37447,30945,1537,1568,1850,1373,110,36356,31777,1454,1014,1667,414,110,765,1399,54,31,20,856,36639,31721,1737,1321,1152,512,70,25836,23781,563,494,745,288,18,0,0,27410,24919,771,575,766,319,35,514,698,35,75,0,28950,24544,1011,931,1257,998,83,28950,24544,1011,707,1068,128,36,79,1377,28176,25836,744,473,757,334,30,0,0,0,0,0,28761,26221,898,629,658,339,24,518,497,10,24,29638,26298,1365,653,919,245,22,482,756,10,22,18995,7125,11641,16929,5505,11424,18342,5655,11678,18533,6690,11157,18514,6689,11274,18222,5613,12609,18312,5625,11877,16917,6549,9903,18320,6371,11402,18920,6897,11637,18913,6661,11831,18602,5842,12271,18664,6151,12000,18743,5820,12366,18618,5825,12283,17984,6751,10873,18218,6952,10998,18149,7161,10572,18061,6820,10904,17761,6127,11216,17836,6259,10951,17772,6377,10978,17810,6093,11196,17811,6207,11231
