ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
46,46,33755,23961,1511,6658,1398,474,53,0,0,34428,24117,1574,6995,1302,604,46,0,0,36697,22780,2348,8580,1907,1129,121,35454,24532,1348,8063,1185,635,18,6451,943,97,1,100,1979,34707,23359,1799,7328,1817,828,47,25377,19188,915,4053,981,326,33,0,0,25420,19815,819,4010,449,226,0,3860,393,84,104,0,27723,18635,1487,5384,1322,855,82,27723,18635,1487,4785,1076,99,34,124,1483,25721,19773,615,4547,549,174,0,0,0,0,0,0,24905,18939,867,4034,766,238,0,3810,548,67,0,25726,18565,1266,4740,888,222,0,4466,640,19,0,15781,9121,6370,14801,8328,6473,15154,8032,5815,15076,8859,5324,15009,8638,5677,14552,8010,6542,14656,8015,5554,14197,8537,5122,16019,9481,5803,17549,11009,5969,17414,10625,6264,16923,9876,6337,17114,9883,6586,16971,9577,6670,16857,9693,6459,15932,9541,5892,16181,9691,6092,16032,9798,5696,15975,9171,6347,15541,8939,6104,15600,9024,5797,15585,9242,5800,15540,8777,6077,15456,9097,5878
47,47,34458,29575,767,2236,1590,413,28,0,0,35664,29736,1369,2655,1686,392,44,0,0,36686,30007,1196,2543,1769,920,60,35265,29172,1142,2965,1554,397,35,2297,1364,211,14,163,899,35729,29230,1099,3273,1580,355,61,25795,22732,478,1307,1049,288,12,0,0,26032,22850,652,1430,913,211,14,1198,767,95,16,0,28158,23655,782,1572,1245,672,40,28158,23655,782,1287,1057,55,8,124,1190,26017,22836,584,1663,819,225,14,0,0,0,0,0,26520,23105,601,1869,780,247,0,1638,653,97,0,27295,23377,895,1686,1129,245,3,1528,964,67,3,20356,10330,9700,19411,9481,9930,20487,9734,9372,20532,10711,9030,20470,11046,8750,20000,9685,10315,20076,9981,9140,19118,10415,8252,20305,10151,9497,20828,10569,9762,20816,10197,10176,20271,9273,10388,20484,9134,10817,20445,9025,10811,20213,9139,10486,21098,11055,9553,21917,11659,9763,21801,11927,9341,21752,10925,10325,21243,10834,9896,21256,10905,9558,21252,11091,9592,21239,10502,10040,21154,11021,9477
48,48,37844,34711,415,2238,188,335,27,0,0,37337,33810,563,2356,219,448,41,0,0,36748,32352,689,2173,299,1021,83,37139,33370,627,2187,243,484,81,1726,100,151,36,95,1030,36473,32578,682,2097,206,576,39,29424,27113,235,1718,118,254,21,0,0,29164,26696,320,1716,118,271,20,1518,81,136,34,0,28620,25495,421,1559,178,744,44,28620,25495,421,1361,82,99,13,79,1070,29031,26536,388,1623,112,310,25,0,0,0,0,0,28320,25969,408,1493,88,344,10,1363,65,89,10,28138,25671,372,1557,45,397,5,1431,13,67,5,18457,7286,10528,16831,5734,11097,17879,4287,12712,17848,6685,10310,17890,6660,10748,17466,5824,11642,17571,5954,10728,15512,4852,10119,17477,4640,12299,18981,4749,13872,18926,4637,13769,18433,4067,13777,18673,3922,14262,18671,3837,14163,18445,4129,13797,18197,4640,13202,19062,4718,14113,18887,5361,13083,18883,4459,13955,18508,4124,13965,18461,4471,13128,18442,4560,13327,18452,4324,13250,18517,4282,13544
49,49,38536,34855,654,2262,322,496,43,0,0,39241,35319,666,2204,422,605,243,0,0,38868,33508,863,2523,420,1272,68,39542,35193,837,2211,442,633,212,1744,359,258,191,180,779,39197,34646,973,2599,178,658,97,30007,27339,413,1646,252,391,30,0,0,30828,28078,500,1508,218,427,48,1498,218,138,44,0,30579,26873,565,1687,279,941,50,30579,26873,565,1488,160,107,24,100,1262,31090,28347,458,1553,239,423,56,0,0,0,0,0,31057,28135,627,1832,67,409,15,1498,28,88,15,31244,28042,691,1974,91,505,1,1488,20,97,1,16713,6665,9665,15221,5318,9903,16435,4447,11030,16469,6222,9267,16516,6397,9475,16145,5573,10572,16241,6059,9258,14627,5047,8947,16780,5031,11114,18072,5182,12488,18045,4984,12588,17679,4596,12534,17889,4178,13215,17823,4321,12902,17704,4494,12710,17463,5111,11910,18329,5274,12763,18155,5849,11811,18197,4812,12834,17824,4672,12626,17760,4819,11813,17784,5198,12004,17777,4712,12164,17738,5105,11744
50,50,27883,23153,748,2307,1509,226,36,0,0,32391,24590,998,3214,3301,321,157,0,0,36737,27480,1868,3667,2861,758,53,36168,28190,1247,2831,3704,297,131,1947,2565,115,95,23,1988,37885,29342,1233,3697,3420,315,36,22549,19161,514,1611,1125,159,29,0,0,24337,20111,383,2405,983,230,58,1977,758,109,150,0,29017,22320,1341,2580,2112,579,40,29017,22320,1341,2153,1854,51,5,99,1194,27232,22617,485,2331,1391,201,65,0,0,0,0,0,28259,23136,527,2812,1378,184,10,2462,1241,60,10,28664,22872,626,3169,1918,125,10,2911,1759,20,10,15603,8211,7179,13289,6425,6864,16409,8215,7014,16391,8701,7109,16291,8999,6823,15715,7594,8121,15771,7844,7157,14212,7904,6006,16722,9015,7164,18119,10462,7182,18023,9915,7794,17434,8947,7970,17628,8894,8264,17582,8806,8242,17380,8731,8144,18080,9911,7749,19299,10734,8101,19200,10947,7776,19157,9728,9019,18601,9713,8488,18650,9771,8211,18626,10055,8120,18598,9342,8662,18539,10001,7957
51,51,38996,34037,2268,1947,288,388,193,0,0,38389,32549,2886,2025,311,471,304,0,0,38562,31068,3274,2204,350,983,487,37939,31594,3106,2101,446,445,326,1663,298,73,202,120,875,38673,31794,3013,2536,531,530,298,29811,26566,1375,1345,198,271,115,0,0,28372,25421,1022,1413,184,350,12,1192,162,99,4,0,29888,24676,2184,1537,236,712,301,29888,24676,2184,1260,186,93,260,212,1017,28252,24902,1324,1483,189,231,128,0,0,0,0,0,29308,25476,1487,1757,220,307,83,1608,151,66,83,29197,24946,1713,1960,210,216,122,1377,107,30,122,18055,7760,9818,16595,6299,10296,16760,4585,11336,16765,6768,9052,16769,6783,9414,16519,5581,10938,16575,6149,9554,14258,4930,8750,16538,5003,11011,17620,4960,12353,17596,4849,12378,17284,4455,12361,17366,4542,12387,17401,4053,12842,17233,4608,12181,16838,4739,11782,17542,4688,12628,17474,5295,11751,17414,4506,12573,17108,4205,12521,17174,4502,12009,17193,4477,12295,17129,4350,11841,17240,4115,12761
52,52,36600,31364,2901,1675,324,420,54,0,0,36494,30534,3593,1750,360,265,19,0,0,36697,29057,3794,1983,446,1176,149,36487,30242,3682,1856,392,446,65,1185,256,35,27,29,1018,36497,29665,3864,2028,423,530,87,27272,24125,1642,1012,240,294,33,0,0,25896,23506,1122,927,153,174,0,877,123,28,24,0,27622,22707,2301,1188,317,888,100,27622,22707,2301,969,211,103,76,58,1197,25813,23250,1158,980,175,224,0,0,0,0,0,0,26131,23141,1359,1139,200,253,4,854,129,6,4,26412,22908,1641,1241,191,254,77,869,153,0,77,15378,6106,8898,13816,5155,8661,14878,3726,10330,14807,5683,8280,14815,5318,9004,14599,4756,9843,14686,4295,9543,12290,3819,7939,14568,4141,9888,15499,4109,10971,15409,4252,10730,15045,3468,10927,15168,3719,10981,15175,3234,11209,15010,3870,10546,14645,3942,10337,15203,4015,10955,15043,4321,10320,15030,3809,10882,14841,3607,10857,14852,3794,10426,14867,3885,10575,14831,3733,10350,14908,3603,10947
53,53,37462,35110,755,943,208,462,73,0,0,36149,33536,932,937,265,403,96,0,0,37231,33133,1119,994,276,1369,76,36734,34263,892,804,231,454,84,488,145,60,58,29,809,37066,34307,1267,748,159,670,55,28187,26647,460,614,125,329,55,0,0,28056,26467,576,510,106,301,65,454,96,77,19,0,28626,25815,711,603,186,1026,50,28626,25815,711,448,107,150,14,46,1335,28532,26920,581,502,108,373,60,0,0,0,0,0,28295,26757,649,423,53,424,15,323,52,98,15,28482,26941,671,346,100,353,0,248,73,100,0,17841,8294,9136,15936,6631,9305,17288,4879,11419,17275,7415,8771,17280,7229,9337,16947,5845,11102,17011,6521,9505,14819,5432,8705,17247,5382,11222,18469,5041,13095,18369,5204,12702,17939,4636,12692,17983,4939,12475,18084,4297,13131,17879,4764,12521,17643,4991,12278,18528,4808,13492,18372,5578,12333,18269,4856,13043,17953,4432,13033,17981,4672,12477,18005,4799,12746,17930,4694,12183,18171,4338,13390
54,54,37058,32868,933,2000,838,506,99,0,0,36998,32021,1219,2242,888,655,176,0,0,38080,31459,1604,2373,1008,1370,218,36847,31829,1315,2161,973,816,119,1269,729,85,98,28,1490,36702,31454,1600,2099,865,754,51,29249,26148,623,1490,656,375,74,0,0,28946,25546,871,1498,493,381,10,1330,312,138,155,0,30099,25199,1101,1769,760,1044,135,30099,25199,1101,1451,504,169,81,73,1521,28728,25397,870,1387,468,391,0,0,0,0,0,0,28615,25300,1068,1302,417,341,0,944,254,50,0,29379,25791,1225,1414,509,343,0,1182,321,37,0,15970,7112,8512,14751,5817,8934,15160,4572,9490,15179,6224,8107,15193,6270,8369,14936,5418,9518,15011,5269,8844,12920,4988,7346,15238,5112,9448,16289,5215,10590,16201,5119,10501,15978,4617,10702,16025,4783,10595,16029,4365,10933,15979,4638,10686,15824,5115,10274,16630,5233,11150,16485,5548,10463,16415,5033,10978,16204,4693,11050,16228,4871,10629,16305,4901,10952,16198,4763,10622,16250,4679,11156
55,55,35560,33220,927,706,310,442,39,0,0,36985,33518,885,1705,273,678,0,0,0,38844,33949,1442,1187,474,1416,54,38449,34403,1249,1956,285,611,0,1487,44,261,0,3,1003,38641,35096,1146,1184,243,651,72,26343,24910,548,401,185,312,19,0,0,27642,25577,481,1010,131,500,0,916,53,234,0,0,29274,26170,867,699,287,996,30,29274,26170,867,538,175,131,5,72,1316,29018,26540,737,1107,167,473,0,0,0,0,0,0,29740,27409,841,725,190,494,14,641,18,156,14,30389,28198,901,677,171,395,7,520,78,63,7,17959,6765,10902,17270,5800,11470,18498,4960,12559,18537,7182,10412,18571,7215,10776,18440,7176,11264,18293,6106,11301,16072,5584,9916,19206,5903,12713,20993,6118,14493,20968,6199,14318,20560,5474,14480,20661,5822,14280,20685,5196,14817,20569,5658,14364,20239,6119,13695,21374,6329,14750,21252,6938,13754,21110,6094,14575,20718,5605,14579,20752,5722,13997,20744,6151,14003,20721,5736,13970,21009,5552,14993
56,56,34570,28618,2274,2759,519,494,81,0,0,36540,29885,2831,2740,745,484,118,0,0,37989,28311,2954,4409,800,1382,144,35240,28743,2739,2708,842,445,120,2009,383,73,106,61,1125,37932,29352,2854,4035,1095,669,372,24780,21245,1295,1610,330,345,45,0,0,26787,22980,1222,1732,452,292,44,1652,350,129,59,0,28280,22091,1753,2705,529,957,89,28280,22091,1753,2401,360,141,37,150,1347,26057,22122,1292,1748,495,243,49,0,0,0,0,0,28210,23263,1534,2587,519,274,39,2279,414,30,39,29854,24197,1650,3080,539,353,34,2768,390,23,34,16297,7195,8902,15313,6189,9124,16383,5795,9502,16377,7491,7994,16401,7289,8499,16250,7194,9056,16167,6370,8803,14110,6209,7340,16698,6912,9133,18143,7806,9910,17941,7470,9993,17598,6787,10111,17693,7181,9896,17685,6548,10456,17607,6963,10035,17874,7632,9771,19119,8195,10644,18811,8368,9786,18762,7905,10370,18474,7314,10564,18525,7487,10064,18464,7821,10061,18489,7491,10000,18665,7408,10787
57,57,37435,34475,1084,925,475,500,113,0,0,38868,34939,1603,1294,628,793,98,0,0,38774,33955,1488,1195,604,1271,158,39143,34938,1663,1314,602,868,158,959,431,171,66,56,874,40432,35705,1630,1296,670,856,216,28609,26710,639,583,307,371,70,0,0,29994,27482,1016,761,273,387,8,657,201,133,48,0,29740,26455,942,722,451,936,95,29740,26455,942,524,280,135,49,88,1267,30170,27581,1095,802,203,439,19,0,0,0,0,0,30773,28174,1051,798,269,504,55,698,181,153,55,30715,28214,942,796,238,462,64,662,117,92,64,17419,6102,10870,16005,4850,11155,17270,3595,12888,17219,5606,10663,17225,5646,11024,16977,4671,12306,17068,4273,11991,14642,3977,10113,17533,4056,12925,19220,4140,14699,19157,4112,14572,18808,3572,14662,18891,3720,14657,18978,3423,14895,18804,3741,14512,18655,4130,14145,19744,4160,15384,19627,4714,14421,19552,4135,14969,19246,3659,15149,19291,4008,14493,19284,3990,14776,19263,3895,14378,19359,3691,15162
58,58,36372,33928,951,804,204,540,30,0,0,36521,33976,1245,729,269,428,0,0,0,36674,33174,1311,620,211,1095,73,36555,33614,1267,916,307,543,18,776,167,182,0,1,548,36797,33565,1387,668,264,737,13,27860,26143,548,686,125,395,24,0,0,27753,26073,689,582,122,219,0,559,103,98,60,0,27896,25382,835,450,152,852,41,27896,25382,835,369,82,118,14,53,1043,27694,25777,718,670,127,377,0,0,0,0,0,0,27805,25854,775,526,165,509,0,489,142,18,0,27999,26062,799,422,114,556,4,377,107,14,4,16085,5673,9983,14740,4291,10449,15730,3025,12180,15653,5041,9905,15661,4980,10233,15368,4349,11019,15454,4381,10317,13912,3498,9913,15601,3312,11882,16756,3257,13270,16718,3140,13240,16312,2811,13076,16550,2587,13585,16473,2655,13328,16589,2821,13389,16268,3208,12768,17125,3251,13692,16925,3736,12800,16947,2983,13556,16518,2740,13417,16470,2984,12691,16433,3174,12792,16468,2852,12713,16394,3042,12747
59,59,36307,33122,781,1741,437,258,48,0,0,38003,34159,687,2285,698,342,20,0,0,38432,33321,1281,2179,580,923,66,38842,34927,809,2143,626,389,23,1578,517,190,13,34,770,38819,34128,1068,2301,548,384,14,26571,24684,451,971,289,175,30,0,0,28106,26150,421,1087,248,167,4,1011,228,92,54,0,29015,25784,755,1286,374,680,39,29015,25784,755,1099,277,67,20,76,937,28846,27239,455,701,218,288,4,0,0,0,0,0,29093,27229,616,983,196,332,4,816,152,31,4,29537,27004,682,1010,207,814,11,784,118,83,11,20085,5804,14014,18323,4550,13773,20366,4440,15097,20514,6483,13340,20546,7524,12589,20196,5911,14285,20350,6698,13031,18394,5163,12734,21084,5151,15395,22582,5432,16795,22710,5062,17133,22218,4462,17258,22573,4179,17823,22464,4406,17491,22239,4531,17265,22436,5496,16531,23659,5821,17512,23609,6643,16458,23653,4900,18242,23067,5051,17528,23062,5299,16791,22981,5547,16845,23065,5018,17224,22924,5547,16361
60,60,39657,30100,1014,7593,787,385,47,0,0,38720,28446,1489,7911,718,391,17,0,0,38847,28153,1380,7437,871,840,102,37788,27389,1383,8078,839,258,20,7478,646,68,5,67,756,38071,27521,1278,7828,853,420,23,31461,24497,640,5618,541,287,34,0,0,30139,23480,714,5507,154,289,0,5303,144,104,53,0,31148,23733,931,5082,614,618,72,31148,23733,931,4736,471,71,28,96,1082,29534,22371,681,6125,156,160,4,0,0,0,0,0,29692,22691,601,5711,321,250,4,5434,302,38,4,29492,22615,876,4928,307,696,10,4500,287,82,10,18755,8154,10370,18152,7424,10728,16909,6473,9519,16959,7733,8600,17009,8282,8283,16733,7308,9425,16799,7666,8366,15048,6555,8004,16522,6790,9190,16932,7262,9291,16863,6664,9753,16569,6103,9936,16672,5593,10575,16605,5941,10077,16550,6006,10046,16169,6672,9104,16493,7053,9174,16287,7253,8576,16353,5771,10176,16049,6219,9394,15983,6259,8840,15983,6597,8843,16026,5946,9371,15921,6625,8524
61,61,39343,38236,370,325,142,264,36,0,0,38095,36686,513,452,147,268,41,0,0,37563,35195,478,352,195,1065,79,37845,36200,434,518,257,383,27,265,142,137,1,37,625,37840,35903,469,606,118,554,95,30041,29287,247,188,100,214,21,0,0,29549,28622,347,231,100,217,4,194,65,70,30,0,29287,27616,311,223,138,788,48,29287,27616,311,123,78,59,17,35,1048,29290,28284,197,276,199,324,4,0,0,0,0,0,29278,28192,244,397,77,323,45,298,48,93,45,29510,28340,410,253,92,328,24,196,26,83,24,19936,6667,12788,18076,4843,13233,19163,3389,15128,19103,5783,12507,19129,6416,12044,18689,4843,13846,18862,5576,12558,16422,4160,11755,19013,3764,14826,20432,3633,16548,20348,3456,16579,19907,3025,16554,20178,2848,17014,20093,2902,16762,19858,3026,16481,19776,3533,15965,20850,3504,17167,20684,4160,16195,20700,3102,17228,20265,3072,16894,20246,3301,16409,20219,3345,16516,20179,3213,16336,20128,3337,16215
62,62,35611,33315,871,763,244,455,30,0,0,36246,33548,1036,897,377,389,66,0,0,37098,32838,1286,1011,380,1285,54,37552,34428,1036,943,366,617,60,838,205,136,42,61,810,37970,33854,1559,1173,286,571,152,26646,25201,528,462,143,332,14,0,0,27887,26366,555,530,132,262,32,484,49,78,19,0,28797,25874,797,657,236,949,40,28797,25874,797,536,129,140,13,83,1225,28668,27116,514,541,96,361,34,0,0,0,0,0,28871,26866,885,638,62,329,24,580,38,117,24,28560,26216,1025,759,135,358,5,650,71,105,5,19426,7140,11886,18346,5978,12368,19188,4745,13445,19184,7126,10992,19220,7415,11230,19048,6983,12065,18919,6126,11840,16367,5324,10430,19790,5629,13531,21824,5820,15602,21779,5836,15446,21291,5257,15377,21357,5512,15202,21469,4946,15861,21314,5492,15229,21102,5765,14922,22456,5885,16307,22308,6585,15169,22137,5811,15881,21756,5206,16017,21820,5555,15284,21778,5772,15456,21743,5496,15189,22089,5216,16411
63,63,26396,23385,712,1740,394,152,19,0,0,33636,30389,808,1604,720,178,0,0,0,36937,31073,1251,2644,881,908,48,34521,30229,1098,1813,1122,179,0,1609,842,0,0,1,743,37882,32558,1251,2840,952,223,0,17679,15989,390,964,239,92,12,0,0,23182,21312,370,1037,386,98,0,875,349,15,4,0,26015,22336,752,1616,563,606,34,26015,22336,752,1388,412,65,10,41,1011,23206,20846,557,1131,581,116,0,0,0,0,0,0,25994,22823,659,1823,515,107,0,1669,375,17,0,27157,23496,816,2045,499,135,10,1827,368,6,10,12766,5615,7027,12725,4689,8036,15096,4515,9874,15073,6265,8151,15124,6067,8635,14744,4890,9854,14830,5412,8749,12830,5335,7167,16398,5815,10101,18723,6564,11810,18698,6589,11678,18150,5688,11944,18299,6060,11734,18310,5441,12296,18141,5739,11883,17831,6401,11071,19241,6748,12233,18985,7367,11188,18850,6315,12137,18484,6132,11914,18498,6220,11495,18466,6485,11479,18439,6164,11610,18451,6255,11623
64,64,27341,25133,639,1032,384,158,41,0,0,32986,29898,780,1446,733,186,0,0,0,36825,31824,1095,2026,769,881,71,35119,31572,1166,1368,901,119,0,1001,734,20,0,11,610,37072,32449,1232,1539,1071,173,1,19995,18656,374,616,239,105,25,0,0,24106,22504,350,790,325,144,0,616,279,49,0,0,27137,23907,670,1249,490,631,52,27137,23907,670,1050,349,20,28,69,1044,26108,24152,521,803,525,101,0,0,0,0,0,0,27604,25334,595,1046,589,134,0,883,545,8,0,28944,25439,1031,1648,713,218,0,1356,580,0,0,14804,6465,8153,14477,5320,9157,16573,4846,10983,16481,6699,9101,16536,6791,9282,16145,5320,10825,16247,5999,9552,14430,5901,8150,18130,6293,11334,20771,7031,13351,20636,7149,13038,20116,6217,13402,20195,6500,13152,20271,5971,13675,20079,6329,13193,20233,6891,12941,21931,7255,14395,21730,7842,13377,21572,6880,14288,21065,6462,14072,21113,6730,13517,21052,7001,13469,21036,6621,13593,21132,6866,13708
65,65,33676,30539,801,1357,777,257,36,0,0,37004,33170,750,1570,1197,374,22,0,0,36769,30940,1348,2213,1114,941,44,37136,32836,629,1939,1400,391,28,1164,1003,0,0,17,1490,36915,32276,619,2348,1216,382,118,25354,23363,483,823,495,185,18,0,0,27979,25886,463,943,539,113,0,800,509,4,39,0,28879,24895,876,1426,787,689,32,28879,24895,876,1227,614,42,10,73,1142,28277,25935,343,1149,629,146,0,0,0,0,0,0,28463,25839,399,1394,543,141,25,1149,346,4,25,28582,25538,626,1639,574,143,29,1405,408,13,29,18159,8375,9575,17536,7205,10331,19057,6501,11530,19089,8580,9640,19146,8395,10173,18682,6894,11788,18817,7555,10343,16938,7587,8853,19490,7834,11068,20984,8487,12106,20847,8500,11933,20306,7449,12323,20347,7575,12175,20424,7051,12714,20245,7300,12331,19675,8035,11224,20362,8237,11849,20204,8780,10917,20042,7662,11960,19640,7467,11719,19660,7505,11312,19639,7876,11250,19605,7533,11362,19611,7760,11354
66,66,39878,8023,359,31389,189,302,38,0,0,36058,5508,422,29879,96,395,14,0,0,36683,4298,549,31425,189,529,35,36041,5414,287,30072,60,273,29,29435,11,21,17,179,683,37838,4877,217,32210,43,368,12,28015,7169,203,20492,143,204,20,0,0,25779,5187,278,20149,23,328,0,19826,19,10,29,0,26327,3911,363,21746,147,395,20,26327,3911,363,21137,71,71,6,123,645,26383,5264,188,20817,12,196,0,0,0,0,0,0,26875,4976,125,21588,18,299,4,21297,18,45,4,25385,4446,183,20417,56,268,17,20123,48,17,17,19232,16844,2222,18629,16532,2097,14455,12444,1652,14405,12610,1402,14398,12487,1515,14244,12402,1842,14345,12313,1468,11861,10522,1105,13484,11737,1478,13547,11883,1510,13492,11564,1582,13379,11423,1610,13425,11652,1479,13444,11330,1772,13390,11472,1518,11416,9856,1348,10918,9431,1336,10829,9062,1310,10827,9183,1391,10707,9050,1405,10738,9057,1185,10719,9198,1187,10720,9014,1269,10763,9059,1042
67,67,36290,12125,488,23064,598,275,42,0,0,36338,9384,346,25933,698,509,27,0,0,36717,7152,609,28052,597,471,32,35662,8851,630,25992,335,779,21,24744,289,24,0,85,1040,36214,7741,924,27210,479,1112,4,27667,10311,309,16608,407,192,28,0,0,27462,8175,297,18378,331,168,0,18096,316,24,179,0,29142,6436,413,21509,488,377,25,29142,6436,413,20924,360,33,8,173,795,27600,7935,438,18721,233,152,0,0,0,0,0,0,27274,6892,559,19216,360,350,0,18684,279,4,0,28899,6394,748,21284,289,429,8,20596,207,4,8,22268,17361,4747,19818,15868,3950,19968,15774,3577,20003,16227,3272,19960,16091,3404,19759,15648,4111,19867,15835,3357,17685,14859,2546,19844,16277,3185,20595,17304,3062,20569,16914,3256,20374,16638,3397,20425,16858,3182,20489,16455,3623,20368,16639,3298,18783,15692,2773,18769,15849,2671,18704,15501,2596,18652,15445,2875,18473,15225,2895,18513,15267,2580,18514,15513,2563,18489,15171,2750,18562,15391,2261
68,68,38152,21733,750,15144,453,327,39,0,0,38685,16865,1112,19888,630,418,70,0,0,37511,14393,943,21048,575,723,33,38873,17492,894,19562,548,477,63,18189,363,36,11,218,1685,38946,16242,349,20897,557,283,42,29247,17946,459,10425,312,227,28,0,0,28287,13684,529,13421,259,166,19,13126,181,27,216,0,29065,12380,605,15178,392,562,16,29065,12380,605,14589,274,54,6,168,989,28956,14184,467,13592,249,261,9,0,0,0,0,0,29188,13483,150,15019,254,282,0,14585,146,14,0,29798,12574,181,16520,278,344,4,15956,219,21,4,20500,14056,6204,18962,13531,5431,17619,11931,4862,17596,12894,4029,17608,12679,4332,17366,12141,5225,17508,12447,4261,14755,11232,3155,17063,12363,4213,17613,13016,4292,17565,12731,4396,17325,12318,4575,17398,12558,4397,17453,12139,4816,17326,12306,4478,15600,11472,3779,15508,11421,3827,15403,11289,3568,15358,11048,3944,15154,10863,3922,15192,10909,3616,15181,11172,3562,15155,10845,3718,15297,11197,3232
