ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_TREAS_Total,E_16_TREAS_Dem,E_16_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC3_Total,E_22_SC3_Dem,E_22_SC3_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC6_Total,E_24_SC6_Dem,E_24_SC6_Rep
30,30,204138,168740,12911,18410,2761,1930,114,0,0,207638,168267,14629,19309,3765,2960,89,0,0,211642,164296,17277,21475,3675,5445,190,209380,168469,15205,19876,3997,3288,223,17426,2818,523,13,4773,212528,168247,16448,20813,3959,3447,44,155509,132170,7577,12988,1781,1323,74,0,0,155810,134885,3613,14022,1542,1787,12,13532,1403,467,12,223,0,165963,133468,10695,15278,2546,4038,122,165963,133468,10695,13972,2082,641,37,4691,157040,135570,3755,14312,1505,1805,12,0,0,0,0,160600,136515,5229,14983,1775,2013,34,14296,1469,254,34,164634,137126,7446,15801,2274,1893,23,14505,1810,192,23,89179,28609,59394,90280,26306,63974,56788,15609,38789,96610,23385,69911,95764,22876,69096,96144,28386,65574,93816,27337,66479,92624,27251,65373,94186,22967,68735,92639,29445,63194,92288,23750,68538,107750,28776,76610,113825,29349,82886,113350,30230,78101,113708,34502,77875,112800,31493,81307,112107,31971,80136,112983,29183,83800,112396,32222,80174,112236,30541,81695,104655,28137,74508,77368,19190,56584,77225,18969,58256,77281,19299,57982,77288,19303,57985,110195,31313,76296,120326,31139,87357,118435,41803,69636,119159,36305,82854,118276,30890,84075,118863,33519,81521,118820,34937,83883,118285,30695,87590,111900,0,88829,118571,33587,84984
31,31,202408,159715,15084,23556,3283,1758,133,0,0,214347,162137,18591,27980,4702,2716,589,0,0,215359,157175,19879,28567,5515,5340,297,215077,160620,18589,30955,5367,3178,553,26365,4056,815,4,4026,218178,159177,19007,33798,5504,3574,320,152976,125233,8734,16261,2092,1190,79,0,0,159234,130947,6487,18460,1775,1347,20,17894,1540,709,20,410,0,168690,128183,12510,20817,3715,3903,179,168690,128183,12510,19097,3083,505,42,4803,161161,130918,7019,19758,1908,1330,0,0,0,0,0,164626,130160,7609,22878,2400,1250,45,21708,2106,479,45,168226,129625,10002,23774,3162,1181,90,22596,2716,250,90,97403,36738,59395,99853,35552,64301,65294,22549,40236,106132,35551,66110,105587,34118,67554,105675,40920,62247,103185,39503,63682,101526,38021,63505,103782,34013,66840,101775,40787,60988,101751,33833,67918,117158,43062,71361,123750,46094,75861,122811,44639,72419,123394,51097,70575,121767,46385,75382,120324,47113,73211,121694,44694,77000,120677,47721,72956,120598,44175,76423,114251,42789,68968,87459,32381,53017,87203,32367,54530,87046,32238,54808,86972,32403,54569,119702,47723,69046,130232,49297,79126,127261,60126,59803,127698,53878,73820,125960,47157,74659,127650,50460,73139,126845,52400,74445,126109,47111,78998,120157,25142,78747,126277,50502,75775
32,32,195666,89676,27943,74027,4877,2035,356,0,0,206651,92290,30867,78601,6273,1860,362,0,0,211751,90560,36265,77008,6571,4968,428,209110,93173,32220,78044,6440,2164,381,71500,5051,369,177,5369,210257,92715,35021,76908,6217,2421,312,149175,75587,16392,53990,3465,1403,210,0,0,146637,77199,8585,57265,2577,1088,85,56271,2198,333,85,329,0,164747,77591,22506,58162,5018,3582,272,164747,77591,22506,54380,4158,417,117,4972,148454,78290,9556,57115,2277,1193,100,0,0,0,0,148274,78699,10209,55775,2081,1068,104,54561,1722,135,104,149403,77706,11701,55447,2705,1495,176,53443,2156,214,176,90310,60848,28654,93327,62717,30610,57406,37197,18796,94724,63575,26978,94065,60317,31145,94055,64943,27065,91935,64145,27790,90660,62287,28373,92260,60051,29555,90882,64087,26795,90776,58487,32289,99618,68111,29194,103225,72225,29349,102179,68249,29409,102613,74133,26751,101488,69942,31546,100156,71114,29042,101014,69852,31162,100186,71432,28754,100161,66325,33836,94886,65548,27247,65576,44969,19234,65179,44107,21019,65086,44433,20653,64991,44685,20306,95123,67126,25913,101659,70223,29709,99481,75164,19926,99221,71746,27475,97903,66921,28027,99189,69385,27008,98606,70996,27610,98029,67144,30885,97238,60647,28709,98185,69386,28799
33,33,199104,151932,12819,30513,2892,1579,177,0,0,201951,150875,14975,32333,3107,2417,83,0,0,209379,148780,19026,33257,3427,5427,225,203028,151075,15442,32467,3091,2719,83,29345,2475,411,16,4044,209790,153490,17370,34095,3280,3055,83,152408,120582,7471,21717,1890,1163,106,0,0,151519,121653,4143,22956,1613,1394,12,21842,1317,285,12,111,0,164232,121681,11794,24438,2370,4008,139,164232,121681,11794,22918,2009,539,53,4826,152300,122015,4403,23151,1569,1350,12,0,0,0,0,157370,124819,5247,24194,1854,1357,19,23128,1668,156,19,159477,124432,6673,24764,2012,1344,216,23585,1685,130,216,89744,31979,56428,89640,30987,58653,58138,18969,35733,94333,26511,64803,93372,26499,62090,93941,29815,61895,91363,31666,59697,89620,30636,58984,92036,25795,63717,90137,33025,57112,89836,28598,61238,102292,30669,69195,107359,31249,74761,106331,30666,70343,107047,34892,70704,105143,33737,71406,104490,33041,71449,105404,31055,74349,104739,33968,70771,103881,30593,73288,98817,29580,67253,71823,19445,50693,71474,19241,52233,71412,19473,51939,71428,19622,51806,102517,31628,68639,111973,32604,78236,109429,39606,63547,109858,36171,73687,108283,31991,73187,109686,34142,72192,109166,34779,74387,108472,31713,76759,101749,8949,77541,108601,34453,74148
34,34,171167,122303,16568,28063,3967,1493,182,0,0,197458,129059,21044,38971,8097,1640,362,0,0,214990,127117,26632,45674,12558,5165,349,201352,128643,22079,40518,8996,1935,310,36788,7860,497,128,4160,214412,130791,24922,45769,11381,2349,331,124418,93633,9603,18319,2559,960,106,0,0,138401,101181,7343,25660,2982,883,130,25028,2604,429,130,290,0,159816,101052,16532,31585,8039,3637,222,159816,101052,16532,28746,7208,450,85,5109,141626,101348,8473,27089,3441,941,104,0,0,0,0,151949,104709,10177,30894,4747,1038,37,29344,4257,26,37,155673,103532,11059,33883,5837,1279,77,30883,5431,65,77,74872,30199,43918,78614,31334,47280,49143,19075,27945,88727,33682,51324,87850,32494,51188,88345,35999,50013,85774,36288,49486,83983,35298,48685,86547,31531,52240,84576,36588,47988,84204,33120,51084,102566,43841,56072,110901,49104,60063,109817,46039,58095,110029,51469,56665,108515,49874,58641,107408,49412,57996,108792,47717,61075,107710,49903,57807,106878,45223,61655,99847,43498,54076,71254,30195,39320,70837,30169,40668,70748,29979,40769,70702,30141,40561,104480,48233,53605,113447,51190,60451,111111,57862,46942,111232,54776,56456,109601,49477,56256,111024,52282,55360,110351,52656,57695,109754,49281,60473,102923,26450,61351,109871,52387,57484
35,35,178143,139636,15023,18461,4196,1509,152,0,0,208877,156972,20085,22101,8962,1792,221,0,0,219142,153298,23726,25196,12476,4586,292,214659,158689,20920,24509,9723,1927,177,20969,8399,438,55,4816,221621,158062,22847,26609,12095,2906,297,123214,99178,8917,11898,2577,1006,87,0,0,142116,114975,7063,14765,3984,1063,44,13967,3638,345,44,254,0,158700,115343,14888,17356,7873,3126,194,158700,115343,14888,15633,6948,404,63,4775,147321,118202,7642,16103,4491,1107,23,0,0,0,0,152783,119703,8530,17523,5812,1160,23,15957,5154,188,23,159960,122288,11288,18246,6673,1258,42,16492,5894,112,42,78847,27025,50920,85889,27990,57899,54705,16959,35861,99225,31374,63315,98081,29235,64689,98683,33059,63340,95659,32813,62846,94278,30953,63325,96545,27772,65951,94461,32428,62033,93739,28759,64980,115464,40923,71890,124996,46533,76605,123925,42910,76157,124497,49018,73714,122087,45973,76114,120574,45243,75331,121993,44165,77828,121391,45885,75506,120145,42273,77872,113613,41212,70077,86854,30790,54232,86541,30460,56081,86387,30613,55774,86315,30556,55759,121935,46889,72227,134013,49815,82226,131081,58241,65310,131409,52968,78441,129197,46988,78146,131140,50578,77203,130188,50474,79714,129170,46258,82912,131115,49350,81765,129586,50696,78890
36,36,218605,189880,16277,10103,1381,1381,152,0,0,215194,184028,18012,10631,1527,1638,574,0,0,210986,175337,19368,10346,1780,4467,134,215105,183427,18314,10967,1638,1784,546,8144,1291,508,366,2828,211339,178530,19037,10681,1810,2743,396,168461,150354,9159,7239,903,1059,90,0,0,164008,149580,5008,7296,830,905,265,7084,701,524,265,190,0,167846,143701,12040,7516,1290,3434,85,167846,143701,12040,6523,953,337,14,4033,164230,149700,4973,7398,889,861,285,0,0,0,0,162465,146660,6062,7192,947,1365,207,6411,666,324,207,162067,145262,7240,7009,879,1595,13,6073,713,207,13,93891,29082,63198,90899,25721,65178,60840,16241,41085,99399,21056,75205,98374,21319,72978,98973,26588,70407,95916,26993,68923,93721,26777,66944,96646,21553,72889,94154,29840,64314,93978,23428,70550,107146,24926,79957,112210,24134,86905,111136,25657,80459,111985,30158,80683,110165,27141,83024,109114,27026,82088,110434,24329,86105,109563,27969,81594,109123,25575,83548,103992,24140,77912,78404,16045,60544,78229,15593,62609,78031,16249,61782,78039,16717,61322,106631,25122,79330,114612,23547,89970,112290,33187,73548,112523,28267,84256,111218,23807,84715,112660,25728,83874,112031,27166,84865,111375,23894,87481,113006,23541,88376,111503,25846,85657
37,37,185976,147505,11801,21793,4211,1489,149,0,0,205557,158781,14694,25390,6184,1879,161,0,0,219210,163439,17512,26502,7363,4425,277,209232,160927,15251,25867,6251,2056,191,23309,4812,217,23,4369,220852,167741,16759,27411,6908,2702,222,139728,114041,7246,15108,2736,995,95,0,0,150949,124843,5550,17029,2514,923,4,16500,2129,220,4,188,0,169861,131276,11386,18824,4939,3189,189,169861,131276,11386,17050,4133,395,55,5076,153887,127001,6000,17385,2509,909,4,0,0,0,0,164031,134235,7033,18483,2965,1241,4,17502,2564,171,4,171914,138377,8370,19552,4205,1148,17,18251,3604,126,17,86517,32945,52558,91076,32115,58961,59996,20138,36820,99945,32397,63611,98746,31151,62711,99185,37099,59089,96158,35439,60719,94152,33361,60791,97020,29679,64360,94601,35207,59394,94082,30656,63426,114637,40260,71536,123466,44507,77204,122304,41420,75041,122964,47116,73917,120345,44358,75987,119369,44447,74922,120647,42586,78061,119641,44875,74766,118714,40623,78091,112373,39957,70035,85176,29289,54029,84938,28557,56335,84780,29112,55668,84648,29454,55194,120257,45418,71971,132735,47839,83220,129639,57635,64352,129834,51934,77900,128257,45538,79058,129733,48810,77408,128958,48732,80226,128483,44906,83577,129352,44039,81047,128945,49178,79767
38,38,170780,90277,14269,55309,11091,1747,252,0,0,196646,91629,18245,73284,12733,2242,91,0,0,217905,92614,24625,83008,16419,4057,326,204752,94152,18593,77037,14370,1870,204,72920,12722,271,26,5154,214129,94661,21085,83089,14883,1936,414,124442,68913,9043,38323,8010,1162,162,0,0,135337,70313,6549,52732,4672,1315,4,51456,4315,235,4,282,0,165394,73806,16559,61666,12106,2857,232,165394,73806,16559,57722,10929,391,53,5108,142151,74196,6986,54917,4903,1084,24,0,0,0,0,149731,75894,8868,58548,4915,1102,48,57122,4430,226,48,157528,75124,10330,64841,5958,1308,65,63061,5368,204,65,75452,45999,28800,83542,51535,32007,47797,29154,17403,92598,56916,31316,91579,54660,33505,91896,58455,30861,89563,57295,32268,88616,55392,33224,90293,53053,34198,88329,56288,32041,87714,52997,34717,105987,69064,34298,113960,76863,35234,113072,72114,35771,113491,78049,33373,111852,75644,36208,110815,75382,35433,112062,74999,37063,111261,76066,35195,110506,71037,39469,102694,67856,32476,71707,47547,22622,71607,47903,23704,71452,47443,24009,71465,47471,23994,108649,74188,31754,118725,79587,36447,117321,85305,26275,117564,83700,33864,116609,78559,34495,117288,80827,33268,116925,81325,35600,116529,78146,38383,117150,80534,36616,116787,81171,35616
39,39,168360,83397,29404,45576,10307,1775,310,0,0,211803,95280,39429,60791,17416,1892,388,0,0,219123,94879,44099,58568,20213,4968,377,216943,94446,41977,64339,17542,2067,344,57973,15566,438,115,5949,224751,93658,45266,66844,19377,3077,276,127739,68282,19638,32244,7551,1246,209,0,0,138183,77371,11313,41616,6502,984,70,40222,5999,461,70,641,0,169386,79602,29885,43848,14642,3588,251,169386,79602,29885,40319,13328,355,81,4933,139641,75543,12103,43945,6913,1112,65,0,0,0,0,146770,76511,14102,46041,8517,1331,50,44200,7724,442,50,150895,78220,14639,46767,8907,1483,128,44133,7848,424,128,68549,42476,25387,76875,47354,29521,42728,25650,15744,85304,53603,27215,84230,49812,30948,84642,53785,28506,82122,52798,29324,81122,50525,30597,82736,48114,31361,81020,51740,29280,80400,47525,32875,98211,63573,31923,105881,71052,32904,105114,65778,34359,105362,72027,31290,103744,69154,34590,102679,68829,33850,103925,68412,35513,103193,69538,33655,102431,64194,38237,95300,62695,30246,67208,44770,20882,67146,45479,21667,66879,44397,22482,66866,44605,22261,100706,68003,30049,109821,71942,35470,108284,78157,24359,108706,76386,32320,107488,69509,34201,108268,72627,32449,107906,73099,34807,107478,68878,38600,108117,72169,35948,107831,73184,34647
40,40,188895,61846,38277,81073,8512,2805,492,0,0,220472,61937,46569,99104,13996,3661,414,0,0,218881,59296,52065,91871,14998,5265,399,225111,60755,48537,101557,14989,3473,434,94867,13181,779,61,5579,222737,58675,48100,101016,15413,2885,296,139543,52776,24452,56130,6339,1873,311,0,0,136530,52228,11327,66003,5344,1485,24,64584,4980,793,24,538,0,167572,51831,34608,68843,11184,3870,277,167572,51831,34608,64242,10157,536,138,4752,139471,51333,12398,68432,5837,1350,18,0,0,0,0,140430,49817,12771,70779,5806,965,24,69166,5324,277,24,140507,49603,15502,67341,6755,1145,24,65565,6060,270,24,73327,53964,18763,78174,59449,18725,41623,30835,9707,79859,58964,17556,78808,56975,18869,79086,58400,18747,77201,59032,18169,76741,57995,18746,77787,55745,19249,76761,58976,17785,76311,56456,19855,86581,65067,19140,90934,69231,20148,90189,65726,19747,90478,70248,18133,89480,69246,20234,88907,68885,20022,89548,68686,20862,89235,69582,19653,88677,65191,23486,81848,61873,17894,50304,37784,11234,50233,38393,11840,50138,37891,12247,50117,37856,12261,83246,62798,18202,90079,65681,21789,89239,68957,16214,89342,69355,19987,88790,66202,19880,89171,67239,19270,88999,68167,20832,88765,66299,22466,88922,68117,20805,88903,67682,21221
41,41,179536,58998,18108,96156,6660,2277,299,0,0,205241,70996,23129,101406,9200,2385,598,0,0,217678,77498,30058,98655,10555,4112,319,207776,75202,23330,99277,8928,2476,479,95057,8008,574,171,4854,213763,78684,26094,98566,9900,2763,234,136065,50873,11630,68768,4718,1575,208,0,0,144841,60749,5890,72485,4053,1176,49,70838,3591,498,49,648,0,172058,68599,19949,74053,8100,3100,231,172058,68599,19949,70052,6904,466,74,5236,150616,64953,7132,72037,4653,1376,34,0,0,0,0,157808,68904,8722,72752,5854,1226,29,71118,5361,390,29,164228,71863,10779,72684,7329,1271,22,70548,6630,292,22,77169,60118,16369,86158,67409,18749,46965,36069,9756,89841,68541,17395,88611,64998,20478,89009,68218,18565,86726,67256,19470,85915,65531,20384,87220,63785,20310,85898,66872,19026,85365,63219,22146,101460,77236,21616,108537,84248,22331,107678,78775,23756,107958,84186,21477,106454,82466,23988,105720,81996,23724,106752,82176,24576,106084,82783,23301,105487,77516,27971,97339,74677,20384,64032,49671,12904,63933,50421,13512,63786,49745,14041,63748,49685,14063,101036,77825,20722,109546,81578,25379,108605,86481,17099,108803,86112,22691,107901,80132,24174,108456,82392,22920,108167,83380,24787,107838,79669,28169,108314,83061,25253,108105,83418,24687
42,42,185518,147461,10929,15842,10669,1351,167,0,0,210299,157960,13792,20487,17200,1449,132,0,0,209378,147350,17340,21741,19521,3257,266,210209,156355,12980,21138,19049,1492,114,17918,15917,278,0,6124,207010,149997,13726,22103,20042,1862,185,137626,111864,7201,10713,7294,875,108,0,0,146735,119929,5995,13297,6590,803,0,12765,5917,321,0,188,0,159549,116283,11752,15731,13063,2362,198,159549,116283,11752,13732,11902,348,51,4752,147309,119041,6468,13667,7033,802,0,0,0,0,0,146000,115677,6946,14992,7038,945,60,14128,6381,210,60,147018,113286,8384,16029,7605,981,106,14961,6975,155,106,96895,40507,55594,103104,40284,62820,64021,25318,37109,107862,48858,53181,107115,43593,59886,107697,49739,55657,104514,47933,56581,102830,44024,58806,105354,41482,60930,102658,46422,56236,101824,39372,62452,119565,57952,58688,126646,66094,58400,125701,58855,62338,126177,67475,56895,124028,62701,61327,122383,62297,60086,124179,60619,63560,122998,62883,60115,122018,56005,66013,116935,58547,55810,91631,47195,42669,91616,47884,43732,91262,46095,45167,91193,46678,44515,120385,64555,52833,127540,66576,58272,124736,77021,40474,126363,71634,54729,124222,61398,59011,125590,67144,55654,125014,66855,58159,124352,60039,64313,125100,65165,59935,124802,66580,58222
43,43,189608,141684,11711,32220,2967,1797,169,0,0,201867,143341,14738,38485,4261,2366,255,0,0,211229,139800,19228,43126,4614,5332,255,204260,143153,15335,40281,4590,2795,295,35696,3608,503,143,5400,211934,144077,17544,43589,5116,2886,533,144118,111982,7271,21968,2021,1285,107,0,0,149858,114973,5169,26279,1788,1402,85,25491,1575,517,85,312,0,164464,114497,12484,30542,3243,4001,149,164464,114497,12484,28488,2657,613,47,5219,152116,115270,5614,27177,2063,1495,100,0,0,0,0,158729,117555,7304,29517,2251,1529,114,28314,1948,352,114,161956,116491,9368,31314,2828,1614,58,29388,2402,281,58,77515,29197,47580,82626,31370,51256,50591,18007,30388,89249,29767,56221,88186,29142,54965,88719,32013,54700,86351,32851,53500,84590,31659,52931,87248,27864,57048,85019,33246,51773,84579,30081,54498,100260,36611,61341,106968,39352,66190,105780,37947,63023,106439,42129,62717,104846,40675,64171,102981,39727,63254,104047,38425,65622,103537,40636,62901,102969,37644,65325,96894,35878,59104,68058,24689,41968,67846,24890,42947,67745,24473,43272,67613,24806,42807,100979,39995,58716,110343,42342,66690,107810,49091,52398,108308,46533,61775,107031,41234,62447,108110,43778,61342,107176,43543,63633,106927,41005,65922,108006,41611,66395,107146,43988,63158
44,44,192468,154244,8468,27179,1658,1343,125,0,0,197603,156803,10067,27332,2040,1402,90,0,0,203043,155677,11291,28840,2493,4666,187,200204,158079,10538,27467,2282,1379,403,25065,1684,368,136,3924,204498,159538,11594,28300,2592,1414,443,147322,121274,5243,18986,1122,980,71,0,0,151607,125867,3923,19671,990,991,35,19091,883,354,35,147,0,159830,125981,7413,20999,1737,3430,144,159830,125981,7413,19626,1336,409,34,4673,153789,127635,3984,19731,1125,1044,115,0,0,0,0,157351,129680,4751,20301,1367,1042,99,19443,1126,184,99,160996,131739,5356,19915,1376,2045,108,18712,1040,221,108,86176,30891,54105,85565,29773,55792,55528,18685,34064,91651,26216,62690,90559,26209,60526,91170,29080,60251,88621,30772,57849,86751,29867,56884,89552,25175,62296,87444,32340,55104,86897,27691,59206,103175,30835,70211,110055,31836,76982,108974,31258,73070,109712,35224,73183,107478,33949,73529,106734,33460,73274,107755,31462,76293,107039,34419,72620,106238,30985,75253,100501,30036,68687,74515,20962,52072,74427,20130,54229,74149,20849,53300,74139,21241,52898,106019,32634,71269,116201,33165,81975,113703,41154,66334,114112,37335,76777,112842,33002,77012,114134,35259,75910,113436,35572,77864,112976,32525,80451,114232,31340,81177,113273,35798,77475
45,45,214853,173803,16161,17833,6237,1558,158,0,0,216421,170074,19085,18495,7680,1624,207,0,0,218989,164942,21296,19517,8539,5742,277,216844,169142,19152,18952,7963,1758,157,15436,7318,525,0,4904,218686,167727,20543,19486,8900,2338,551,164023,137694,9662,12119,3781,1122,104,0,0,161711,137928,5582,13075,4094,987,10,12014,4019,540,10,99,0,172882,136150,13555,13690,5605,4230,203,172882,136150,13555,12035,5075,418,63,5193,162456,137778,6168,13254,4212,1044,0,0,0,0,0,164527,137704,7421,13326,4539,1116,30,12024,4045,189,30,167425,137452,9756,13398,5192,1255,58,11720,4709,172,58,94396,34034,58909,92479,31554,60925,58423,18493,36722,98015,27043,67253,96815,26647,65375,97388,30764,64123,94893,32206,62687,93370,30731,62639,95538,25450,67359,93533,32588,60945,93069,27800,65269,107793,31748,73354,113500,32695,79317,112643,31895,75183,113208,36412,75229,111919,35196,76723,111234,34431,76803,112055,32477,79578,111526,35250,76276,110983,31485,79498,104147,30748,71224,74663,20301,52702,74488,19560,54765,74444,20060,54384,74504,21142,53362,107326,32611,72409,117743,33450,83041,115689,41477,68276,111254,35609,75645,114002,32381,78514,114194,34624,76404,113632,34901,78731,112965,31951,81014,115667,31117,81589,113767,34897,78870
46,46,197258,171468,9818,10175,4280,1944,427,0,0,199740,170416,12067,10435,4687,2095,277,0,0,199859,164245,14904,10302,4794,6121,300,199723,170547,11929,10739,4354,2216,221,8458,3931,445,148,3601,198245,166929,13032,10941,4662,2726,141,153718,136756,5844,7301,2644,1418,262,0,0,155864,140233,3637,7753,2792,1170,195,7203,2482,585,195,100,0,160097,135276,9408,7609,3351,4562,186,160097,135276,9408,6541,2889,483,77,5009,156097,140761,3619,7805,2579,1139,139,0,0,0,0,156338,139759,4603,7669,2831,1420,60,6590,2329,328,60,156716,137898,6396,8052,2963,1432,37,6877,2460,227,37,85428,34399,49642,83685,32535,51150,55926,21063,31673,91925,28433,59688,90696,29243,57295,91240,33894,54848,88594,34022,54572,87204,33276,53928,89323,29181,57273,87431,35369,52062,86866,30684,56182,100859,34158,64253,106507,35397,69757,105377,34921,65684,105981,39257,65230,104373,37167,67206,103530,36928,66602,104631,35094,69537,103817,37740,66077,103090,34596,68494,98297,33571,62633,74410,25213,47411,74304,24994,48549,74003,25318,48685,74155,27157,46998,101183,35842,63224,108707,36428,71010,106682,43537,58169,106223,39547,66676,104767,35825,65806,106331,37759,65569,105781,38465,67316,105277,36094,69183,106147,35430,70717,105503,37987,67516
