ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
69,69,34398,31274,992,1616,302,292,21,0,0,32893,29447,1014,1951,250,265,29,0,0,32007,27738,1196,1886,389,656,32,32770,29201,1079,1989,317,252,0,1296,221,104,0,15,855,32402,28726,1194,1993,89,377,17,26471,24633,564,925,197,200,13,0,0,25451,23540,478,1052,134,250,0,949,85,120,10,0,24839,22223,657,1032,253,470,25,24839,22223,657,833,175,68,10,47,826,25531,23598,497,1016,182,226,0,0,0,0,0,0,25094,23233,590,957,91,223,0,842,66,45,0,24805,22622,773,960,195,204,4,868,104,19,4,16813,10826,5705,16641,11061,5580,15151,7258,6790,14928,6414,7781,11736,6252,5260,10258,7802,0,11572,6599,4645,11559,6014,5295,11542,6578,4693,14263,6935,6815,16161,7679,8128,15902,7775,7537,15440,6627,8534
70,70,32096,30727,586,368,186,179,119,0,0,32436,30438,753,714,456,163,205,0,0,31800,29326,720,734,185,487,216,31722,29622,732,836,523,151,134,514,207,36,109,27,475,30598,28158,850,676,839,141,169,24156,23465,294,134,108,117,67,0,0,24168,23274,402,320,68,112,14,198,50,64,27,0,24324,22815,434,366,116,341,151,24324,22815,434,263,66,34,134,46,532,23563,22593,344,362,112,139,29,0,0,0,0,0,22976,21931,386,305,228,98,39,276,136,11,39,23071,22143,332,235,213,116,16,211,108,8,16,16873,9080,7412,17165,9024,8141,17193,6266,9689,16978,5489,10794,14333,6160,7886,12028,8633,0,14022,6674,7005,13986,5569,8060,14016,6826,6855,16608,6354,9734,18525,7009,11164,18341,7078,10598,18160,6325,11511
71,71,32511,28884,875,1961,435,277,227,0,0,31646,27157,1139,2344,604,214,169,0,0,32131,26327,1421,3063,448,474,421,31282,27236,916,2019,611,190,235,1421,435,13,229,111,922,31440,27328,1314,1505,667,153,338,25516,23327,569,1062,313,181,128,0,0,24793,22439,569,1310,238,142,71,1213,174,12,6,0,25524,21767,994,1848,306,336,245,25524,21767,994,1613,225,49,220,79,577,24692,22587,501,1112,244,112,98,0,0,0,0,0,25120,23217,524,954,197,119,60,675,147,24,60,24966,22902,641,1027,189,163,27,701,154,7,27,15799,10108,5434,16341,10280,6061,15123,8001,5918,14732,6927,7154,12738,7337,4994,11298,8910,0,12301,7602,4324,12401,7069,4973,12334,7722,4230,14405,7838,6008,15786,8888,6540,15557,8660,6349,14869,7892,6715
72,72,29900,27801,549,899,470,148,82,0,0,31418,28415,501,1285,706,233,334,0,0,32168,28127,856,1744,570,484,420,31877,28556,443,1621,752,231,319,1103,485,146,316,1,815,32350,28161,404,2429,783,192,338,23337,22140,319,452,297,97,48,0,0,23926,22527,246,629,298,184,21,553,240,128,13,0,25488,22955,532,947,446,335,243,25488,22955,532,775,376,42,227,65,516,24509,22871,267,868,298,172,4,0,0,0,0,0,24636,22659,254,1217,369,153,10,945,257,64,10,24387,22335,207,1323,348,199,41,1012,224,8,41,15659,9593,5819,16064,9609,6455,16189,7956,7122,15751,6777,8362,13702,7183,6150,11828,9329,0,13136,7796,4965,13157,6778,6004,13140,7830,4933,15568,7769,7271,17323,8785,8145,16991,8709,7717,16746,8116,8353
73,73,26001,24156,474,651,595,175,20,0,0,30309,27943,736,536,674,375,13,0,0,31680,27686,994,1312,1131,406,39,31313,28694,1095,624,557,497,22,326,361,0,0,73,775,32042,28752,958,1160,763,474,19,18931,17926,241,318,368,102,11,0,0,22166,21009,426,267,315,157,0,185,167,0,0,0,23368,21025,550,704,694,266,29,23368,21025,550,533,596,31,3,53,577,22921,21491,549,346,282,232,0,0,0,0,0,0,23269,21440,511,725,358,217,0,593,320,0,0,23554,21481,489,714,482,139,18,636,448,14,18,14494,7654,6628,15275,7737,7538,16752,7671,7658,16577,5934,9991,15022,7686,6992,13306,10083,0,14752,8110,6203,14868,6770,7691,14751,8519,5787,16801,8065,8146,18872,9932,8475,18754,9522,8712,18812,9847,8589
74,74,29667,26173,810,1410,1120,205,46,0,0,29711,25213,959,1362,1791,156,312,0,0,31713,25534,1164,2420,1887,588,73,29207,24782,687,1725,1688,107,287,1070,1489,21,262,46,852,30630,25765,1078,1664,1435,294,376,22339,20285,479,708,746,129,26,0,0,22078,20004,456,967,521,77,0,685,444,24,37,0,24511,20531,762,1400,1264,427,44,24511,20531,762,1103,1139,29,28,68,851,21873,19891,336,968,535,50,0,0,0,0,0,0,23188,20929,432,933,654,92,0,614,630,33,0,23714,21244,468,921,759,194,5,660,637,12,5,16178,9398,6487,16075,9428,6647,16056,8313,6292,15844,6561,8521,13919,7925,5563,12624,9765,0,13653,8190,5022,13774,7069,6259,13662,8561,4645,15758,8489,6616,17547,10255,6830,17444,9960,6897,16749,9597,6845
75,75,32684,30241,640,915,815,156,26,0,0,33542,29789,809,1212,1472,261,74,0,0,31757,27527,887,1558,1158,371,96,32328,29087,841,772,1489,265,64,582,1303,26,58,0,433,31600,28420,866,744,1422,251,20,27266,25599,446,564,587,109,18,0,0,26262,24353,421,609,730,70,67,436,687,30,28,0,25794,22687,617,1142,854,290,60,25794,22687,617,861,691,38,40,63,797,25723,24112,414,444,620,56,60,0,0,0,0,0,25624,23935,463,537,643,67,20,385,503,5,20,25860,24027,488,700,590,86,5,423,458,0,5,16810,9650,6868,17440,9797,7643,18008,9099,7399,17715,7388,9692,15157,8687,6093,13488,10792,0,14792,8850,5531,14905,8137,6395,14730,9044,5313,16790,8868,7353,17615,9947,7282,17475,9604,7450,17041,9114,7611
76,76,29237,27542,453,604,490,163,13,0,0,30741,28931,454,644,422,160,100,0,0,31626,28567,819,929,744,410,109,30930,28552,525,558,732,206,165,449,621,98,0,83,615,31507,29038,609,827,676,444,41,22602,21630,236,285,344,109,10,0,0,23801,22831,305,347,139,90,3,271,131,50,96,0,24627,22715,476,504,488,292,72,24627,22715,476,396,400,31,59,48,502,23487,22356,299,310,244,143,0,0,0,0,0,0,23749,22651,376,257,283,133,0,228,235,42,0,24068,22712,456,427,298,110,9,329,223,8,9,15910,8308,7288,16203,8097,8106,16801,6430,9150,16627,5290,10711,14450,6300,7861,12459,9456,0,14190,6975,6897,14239,5811,8145,14136,7185,6634,16447,6584,9357,18378,7731,10297,18235,7598,10151,18282,7330,10658
77,77,27305,23669,1014,1808,654,246,56,0,0,29702,23945,1309,3747,901,195,0,0,0,31963,23588,1899,4955,813,583,200,29190,23330,1501,3375,674,264,1,2346,487,100,0,54,1366,31262,24151,1722,4102,658,391,77,21092,18885,652,995,443,142,34,0,0,21648,18867,522,1687,397,157,0,1400,352,126,11,0,24311,18948,1167,3022,609,396,121,24311,18948,1167,2639,478,54,106,64,855,21204,18750,511,1453,265,216,0,0,0,0,0,0,22482,19741,640,1494,336,211,0,1239,115,18,0,24049,20610,845,1773,474,215,0,1533,167,0,0,12303,8456,3622,13411,9254,4157,13565,7237,5166,13352,6102,6547,11067,6733,3952,10082,8003,0,10879,7080,3436,10959,6125,4428,10872,7218,3292,13018,7316,5150,14767,8604,5799,14573,8509,5494,14145,7822,6108
78,78,30818,25361,1159,3684,465,404,49,0,0,31023,25252,1224,3994,493,307,46,0,0,31973,23681,1642,5377,625,760,73,31923,25125,1555,4552,623,358,58,3393,277,9,58,43,1465,32085,24645,1710,4961,513,509,33,23983,20738,692,2077,320,253,25,0,0,23973,20724,821,2069,181,92,24,1830,107,13,70,0,25193,19745,1158,3277,446,523,46,25193,19745,1158,2739,319,69,24,60,1079,24519,20659,892,2484,201,126,60,0,0,0,0,0,24773,20547,1154,2551,275,123,30,2113,185,29,30,24561,20193,1114,2768,298,273,17,2179,225,41,17,16139,10886,4996,15729,10802,4927,15377,9445,4594,15172,7912,6441,13248,8791,4044,12265,9976,0,13012,8834,3701,13133,8145,4502,13024,9187,3320,14745,9380,4757,16054,10859,4767,15909,10578,4737,14688,9577,4798
79,79,29753,26446,756,1761,645,203,60,0,0,30453,25313,1203,2991,931,285,54,0,0,32066,25071,1225,4356,684,499,197,31372,25746,1203,3265,1015,219,42,2548,584,16,0,28,1253,31673,25331,1197,3940,995,195,55,22707,20841,464,882,416,124,29,0,0,22827,20627,536,1106,351,151,0,1030,227,62,57,0,25050,20741,729,2555,490,339,121,25050,20741,729,2245,375,51,94,55,760,23825,21198,717,1349,441,81,0,0,0,0,0,0,24392,21217,711,1787,503,64,0,1436,431,19,0,24515,21013,912,1996,409,63,0,1487,358,16,0,16424,10565,5632,16573,10636,5937,16289,8683,6255,16038,7128,8064,13757,8308,5032,12546,9965,0,13508,8614,4441,13612,7413,5748,13498,8922,4132,15601,8739,6205,17003,10088,6446,16854,9930,6286,16087,9220,6541
80,80,30680,27070,877,1551,1040,207,72,0,0,32561,26664,1003,2974,1596,164,66,0,0,32079,26172,1252,2439,1511,506,96,33503,27184,968,3206,1820,117,105,2386,1480,60,0,284,1144,33083,26642,1061,2719,2259,142,83,22982,20839,544,773,708,131,42,0,0,23635,21270,357,1349,460,136,0,1194,409,105,65,0,24826,21016,818,1429,1052,346,71,24826,21016,818,1195,935,28,49,64,721,24384,21547,527,1511,625,76,0,0,0,0,0,0,24811,21711,742,1332,882,88,0,866,775,14,0,23980,20481,977,1281,1116,101,0,796,1000,6,0,17325,9598,7460,17428,9319,8109,17446,8481,7556,17276,6686,9901,15391,8044,6977,13796,10477,0,15109,8443,6221,15223,7193,7559,15084,8881,5736,17124,8504,8013,18732,10087,8181,18605,9695,8428,18073,9674,8002
81,81,30339,23389,1719,4205,994,296,45,0,0,31360,23643,2342,4229,913,323,0,0,0,32052,22939,2437,4992,1199,803,41,31480,23524,2576,4176,953,248,1,3121,902,47,0,138,1180,31504,23090,2108,5101,849,309,11,22553,18613,943,2260,650,183,24,0,0,23222,19105,1059,2311,577,178,0,2167,541,41,15,0,24437,18699,1487,2861,891,563,25,24437,18699,1487,2438,783,47,9,48,926,23475,19162,1364,2149,568,142,0,0,0,0,0,0,23846,18930,1405,2870,405,165,10,2707,347,30,10,23793,18720,1517,2813,572,209,6,2577,506,11,6,15252,9147,5929,15805,9830,5975,15209,7585,6472,14894,6533,7701,11771,6396,5137,10372,7890,0,11581,6868,4395,11599,6346,4969,11645,6943,4421,14209,7324,6398,16014,8552,7120,15809,8468,6807,15358,7650,7457
82,82,31929,28798,2470,257,285,192,12,0,0,31574,28019,2524,535,368,127,52,0,0,31750,27403,3055,364,339,537,22,31900,28162,2615,540,334,195,55,343,192,49,0,79,462,31735,27794,2707,569,247,140,76,24003,22137,1498,95,167,131,8,0,0,23643,22041,1201,127,188,92,0,99,162,52,9,0,24226,21456,1930,165,206,380,20,24226,21456,1930,82,130,41,4,59,524,24137,22230,1355,222,237,157,0,0,0,0,0,0,24022,22182,1373,213,113,114,0,146,97,36,0,24368,22334,1587,162,112,116,0,77,95,12,0,16121,8425,7263,16021,8367,7654,15956,6184,8701,15744,5077,9976,13234,5732,7215,11225,8218,0,12966,6262,6381,13018,5230,7470,12934,6509,6106,15455,6109,8897,17629,7248,10064,17402,7169,9741,17456,6624,10517
83,83,30821,29730,383,297,301,159,16,0,0,32808,31101,564,558,453,169,44,0,0,31736,29577,619,480,381,481,30,31807,30228,508,379,505,189,46,181,304,70,8,2,499,31421,30034,375,368,342,132,33,22855,22222,237,135,174,100,5,0,0,24340,23446,311,261,169,116,8,191,134,46,37,0,24248,22834,397,263,231,350,13,24248,22834,397,146,160,44,1,59,607,23920,23209,293,127,183,125,8,0,0,0,0,0,23717,23117,216,145,153,85,4,117,108,36,4,23733,23144,173,147,149,76,0,131,96,24,0,17488,9666,7466,18095,9524,8571,17912,7594,8926,17707,6176,10879,16194,7635,8121,14225,10529,0,15873,8172,7215,16033,6722,8831,15856,8681,6694,17902,7795,9517,20039,9078,10490,19905,8987,10351,19933,8723,10863
84,84,31180,30339,316,267,141,143,9,0,0,32013,30379,661,498,284,143,0,0,0,31627,29683,556,458,254,460,23,31888,30322,524,414,391,155,1,126,213,40,0,73,580,31686,29939,560,507,377,220,11,23131,22685,182,99,79,91,6,0,0,24153,23362,307,259,131,69,0,219,103,33,14,0,24072,22933,313,195,144,308,18,24072,22933,313,118,95,23,3,55,532,24159,23401,284,119,240,93,0,0,0,0,0,0,24071,23245,293,169,199,149,0,85,92,20,0,23983,23106,336,213,224,121,0,118,102,11,0,16470,8637,7430,16756,8498,8258,16899,6044,9697,16689,4826,11232,14604,5979,8239,12694,9412,0,14312,6739,7218,14417,5163,8864,14285,7136,6761,16561,6101,9945,18438,6972,11082,18274,6988,10708,18380,6501,11583
85,85,24013,21515,762,923,740,129,20,0,0,30042,25454,1552,1411,1588,125,51,0,0,32115,26422,1715,2105,1316,388,53,30980,25902,1758,1625,1671,126,36,1235,1389,4,24,0,671,32115,26505,1747,1897,1771,338,47,17843,16273,467,489,553,79,12,0,0,20904,18951,612,516,745,41,54,503,657,1,1,0,23628,19919,1091,1269,924,266,35,23628,19919,1091,1051,772,25,17,51,702,20900,18782,816,665,547,36,25,0,0,0,0,0,22497,19826,913,655,837,98,20,597,739,1,20,23806,20732,907,930,1075,82,0,806,795,12,0,13249,8694,4335,15266,9709,5557,16364,9637,5392,16008,7933,7390,14496,9524,4706,13134,10700,0,14188,9441,4360,14284,8720,5204,14212,9647,4208,16411,10046,5826,18745,12090,6267,18495,11563,6507,19553,12344,6822
86,86,26728,19796,1424,2413,2954,207,26,0,0,30143,20261,1797,4194,3811,216,27,0,0,32070,20901,1929,4894,3855,392,41,31213,20756,1522,5027,3844,256,63,4535,3388,60,7,12,928,31778,21628,1411,4737,3931,300,106,20611,15976,945,1489,2089,150,18,0,0,20009,16428,822,1468,1157,57,4,1402,1035,20,85,0,25424,17687,1377,3081,2910,280,27,25424,17687,1377,2755,2658,32,3,69,843,20694,16745,784,1618,1383,162,4,0,0,0,0,0,22075,17782,817,1647,1597,169,25,1402,1394,39,25,23522,18187,1127,2237,1605,260,20,1938,1456,51,20,13655,9655,3788,13968,9655,4313,14763,10265,3458,14441,8713,5174,13489,10103,3167,12514,10718,0,13186,9815,3030,13264,9511,3457,13214,10031,2882,15008,10755,3820,17096,12921,3828,16871,12400,4143,17303,12771,4186
87,87,31607,28526,1110,786,1011,252,40,0,0,31947,26645,1173,2075,1396,601,34,0,0,31811,27200,1536,1191,1141,574,63,32020,26761,1369,1200,2492,366,71,837,2240,33,0,69,701,31223,26282,1423,1688,1532,351,48,24953,22802,731,550,715,199,36,0,0,24790,21766,582,1431,447,554,0,1323,382,31,4,0,25487,22151,1014,888,859,430,42,25487,22151,1014,753,747,69,12,74,667,23985,21804,840,547,506,266,0,0,0,0,0,0,23936,21421,796,985,555,114,4,877,436,32,4,23610,21339,924,652,335,289,14,548,260,32,14,15590,8263,6832,15224,8061,7163,15086,5811,8063,14769,5308,8790,12590,5816,6479,10809,8537,0,12281,5886,6063,12348,5246,6805,12306,6400,5598,14480,5999,7993,16215,6580,9319,15921,7002,8385,15100,5803,8962
88,88,33637,31221,456,424,1386,169,20,0,0,33378,31342,737,600,518,171,75,0,0,31844,29328,714,723,402,475,50,33292,31027,709,667,721,138,76,383,599,33,51,20,471,32065,30004,786,674,436,202,17,25909,23970,297,259,1260,130,8,0,0,25217,24189,337,316,173,151,54,279,140,78,22,0,24411,22780,451,391,277,357,33,24411,22780,451,307,200,32,12,31,598,25192,24050,421,382,216,112,54,0,0,0,0,0,24448,23364,395,411,205,122,0,354,134,20,0,24284,23091,434,424,209,99,8,232,120,4,8,16396,7117,8738,15526,6588,8938,15443,4061,10544,15191,3428,11191,12459,3838,8369,10190,7554,0,12087,4231,7569,12188,3315,8642,12093,4933,6901,14716,4004,10307,16518,4464,11736,16244,4695,10996,15864,3926,11707
89,89,30076,22817,2051,2759,2375,243,49,0,0,33728,24007,2206,4190,3088,385,24,0,0,32071,20360,3136,5197,2871,422,41,32391,22952,2179,4451,2878,395,44,3860,2423,74,7,37,859,32798,22291,2553,4982,2992,401,72,25620,20438,1453,1649,1972,192,35,0,0,24264,20809,851,1378,902,225,6,1279,754,138,130,0,26761,18190,2341,3282,2486,356,35,26761,18190,2341,2958,2152,32,11,115,962,23801,19970,909,1684,1054,171,10,0,0,0,0,0,24291,19677,1280,1808,1330,121,10,1717,1034,47,10,24815,18146,2123,2663,1864,107,4,2394,1332,5,4,16384,12401,3661,16055,12097,3958,15409,11207,2948,14917,9829,4331,13228,10641,2323,12342,10767,0,12901,10210,2327,13015,10086,2603,12947,10448,2174,14846,11287,3029,16386,12958,3053,16110,12532,3211,15764,11802,3625
90,90,28668,25109,953,1060,1427,174,36,0,0,31373,26076,1510,1603,1848,287,61,0,0,31916,25784,1696,1960,1852,412,45,33000,27048,1870,1595,2100,252,55,1370,1676,52,36,158,792,32377,26217,1809,1536,2300,274,31,25067,22220,767,733,1243,130,30,0,0,25660,22579,1026,945,794,240,14,850,588,48,39,0,27683,22857,1376,1346,1573,315,36,27683,22857,1376,1078,1307,21,3,125,916,27404,24153,1058,1009,962,217,0,0,0,0,0,0,26557,23373,1030,894,1075,170,0,763,743,19,0,28058,23934,1383,1226,1294,125,4,1000,908,0,4,18763,13896,4517,17505,12662,4843,18489,13346,3855,17794,11590,5470,15823,12472,3089,14714,12951,0,15438,11975,3062,15544,11736,3468,15480,12313,2792,17044,12804,3726,17337,13684,3323,17112,13283,3529,18889,14275,4231
91,91,28702,27570,483,311,249,139,9,0,0,30162,28094,970,476,526,210,1,0,0,32036,29241,922,659,475,482,48,30027,27502,1091,528,638,283,1,112,326,70,0,0,925,31386,28336,1157,923,633,322,1,21460,20846,263,130,142,93,7,0,0,22841,21766,536,242,231,59,1,185,192,27,0,0,24338,22631,541,354,307,334,16,24338,22631,541,258,206,48,5,64,585,22899,21581,647,151,401,125,0,0,0,0,0,0,23673,22240,722,290,292,137,0,233,191,19,0,24358,22895,619,427,281,135,0,332,163,33,0,15602,8066,7153,15982,8030,7952,16684,6655,8893,16439,5279,10547,14995,6821,7845,12868,9762,0,14631,7302,6972,14753,6089,8312,14623,7616,6633,16895,7030,9354,19380,8490,10500,19122,8351,10246,20260,8647,11262
92,92,30754,27892,1972,429,327,231,39,0,0,31418,28042,2137,766,360,141,13,0,0,31873,27135,2907,801,422,491,24,31463,28050,2129,743,380,170,6,498,255,40,6,0,486,32015,27898,2603,826,349,427,10,22946,21310,1116,199,215,142,22,0,0,22772,21302,840,400,143,108,4,346,104,64,2,0,24086,21196,1739,408,272,355,20,24086,21196,1739,312,215,38,6,62,518,22927,21464,784,311,140,159,8,0,0,0,0,0,23547,21867,855,422,156,152,8,343,102,17,8,23580,21542,1080,380,336,162,0,330,256,20,0,14778,7687,6713,14961,7760,7201,15064,6117,7876,14835,4860,9315,12886,5909,6677,11054,8512,0,12569,6323,5916,12656,5178,7183,12523,6431,5782,14689,6127,8101,16414,7142,8934,16212,6994,8704,16102,6704,9148
93,93,25625,23203,785,557,975,163,20,0,0,28167,23739,968,962,2365,105,0,0,0,31949,26386,1310,1141,2573,449,38,28681,24363,1114,748,2243,124,0,435,1951,17,0,59,737,31692,26495,1200,804,2792,148,30,18979,17506,476,313,599,93,12,0,0,19945,17863,661,497,824,86,0,384,759,9,15,0,23568,20071,807,653,1638,307,23,23568,20071,807,506,1500,27,7,72,578,19927,17855,727,411,877,81,0,0,0,0,0,0,22276,19766,694,443,1301,105,0,266,1249,12,0,22736,20246,693,380,1314,81,14,227,1228,18,14,14899,7068,7649,16130,7246,8884,16955,7142,8602,16687,5721,10367,14561,6560,7775,12325,8589,0,14309,6944,7033,14346,6342,7702,14370,7106,6952,16818,7287,9067,19307,9168,9798,19155,8659,10077,19904,8959,10567
94,94,28992,25823,1137,1317,628,210,27,0,0,31416,26509,1764,2431,608,160,38,0,0,31914,26165,1783,2407,963,597,45,31657,26568,1902,2387,676,101,96,1564,404,42,0,8,1174,32804,26767,1970,2840,815,334,100,21787,19900,651,743,414,118,18,0,0,22952,20671,822,949,402,97,0,712,252,64,30,0,24339,20735,1098,1377,646,413,25,24339,20735,1098,1103,523,34,4,89,753,23061,20788,861,912,304,64,0,0,0,0,0,0,23786,21047,953,1075,422,115,0,786,295,20,0,23695,20827,1191,983,324,111,4,842,253,5,4,17060,8724,8100,17425,8725,8700,16949,7257,8350,16683,6063,9915,14160,6615,7277,12001,8552,0,13882,7110,6407,13955,6413,7230,13991,7229,6449,16459,7337,8560,18651,8956,9285,18442,8638,9260,18172,8211,9642
95,95,32983,29763,2508,297,266,170,33,0,0,32941,28900,2812,331,600,347,17,0,0,31942,27839,2507,440,478,540,38,32784,28751,2790,317,602,346,17,167,469,27,9,38,536,32263,27931,2886,616,485,468,57,24835,22991,1443,111,185,115,17,0,0,24448,22637,1266,158,141,223,10,134,103,73,31,0,24697,22037,1610,219,302,407,18,24697,22037,1610,139,245,29,6,46,585,24462,22672,1306,145,171,200,10,0,0,0,0,0,24096,22129,1320,217,168,262,0,147,110,16,0,23677,21659,1313,237,201,300,5,131,105,22,5,16108,8022,7568,16440,8080,8360,16053,5116,9906,15769,4460,10664,12742,5037,7444,10398,7456,0,12472,5526,6675,12496,4558,7681,12471,5499,6709,15358,5201,9704,17270,5581,11349,17015,5884,10477,16997,4884,11850
96,96,31428,26030,4223,748,314,265,22,0,0,31673,24707,5155,1382,452,326,11,0,0,31778,24493,4915,1391,402,639,7,31487,24495,5058,1338,527,398,12,926,263,46,12,9,674,31513,23846,5431,1412,487,395,0,23198,20097,2412,376,211,183,13,0,0,22816,19239,2811,388,121,220,10,362,86,80,18,0,24226,19607,3101,792,270,441,1,24226,19607,3101,657,220,42,0,51,548,22538,19054,2655,436,165,173,10,0,0,0,0,0,22674,18934,2767,577,168,159,0,506,49,28,0,22554,18694,2814,676,225,131,0,549,84,16,0,14221,8214,5757,14371,8375,5996,14276,6188,6980,14005,5158,8149,10914,5178,5471,9351,7048,0,10771,5609,4872,10728,4979,5465,10727,5599,4852,13320,5928,6870,15002,6906,7727,14829,6878,7359,14274,6097,7886
97,97,32006,23777,2391,5163,696,416,50,0,0,31836,23145,2431,5320,744,290,51,0,0,31753,21684,3087,5869,697,879,46,31831,22789,2594,5204,811,267,31,4365,632,99,21,156,1164,31103,22333,3024,4865,662,324,20,24760,19618,1439,3100,476,260,25,0,0,23992,18798,1297,3410,296,114,39,3138,239,32,42,0,24684,18096,1949,3660,523,566,38,24684,18096,1949,3061,368,55,12,53,1090,23918,18804,1374,3248,257,110,20,0,0,0,0,0,23821,18678,1766,2897,276,135,4,2505,218,45,4,23981,18097,1992,3179,440,172,16,2609,340,47,16,16068,10411,5366,15653,10554,5099,14405,8323,4913,14135,7372,6051,11014,6864,3890,9925,7805,0,10838,7028,3439,10890,6822,3741,10910,7175,3411,13222,7909,4840,14459,9074,5011,14303,8846,4914,13656,7987,5383
98,98,32576,25715,2833,3207,694,454,23,0,0,33052,25365,3743,2943,804,359,25,0,0,31696,23406,3052,3887,698,855,37,32854,24546,3514,3583,976,433,12,2673,844,166,0,62,1053,32250,23964,3739,3310,839,399,65,24829,20670,1699,1837,468,314,14,0,0,25174,20673,2044,1695,459,266,0,1589,434,161,31,0,25044,19440,1982,2485,514,645,26,25044,19440,1982,2048,397,94,12,59,1012,25821,20753,1785,2201,732,373,0,0,0,0,0,0,25265,20428,1833,1961,617,296,25,1539,542,111,25,25330,20186,1826,2435,446,349,21,1908,326,69,21,14965,9542,5131,15100,10222,4878,13977,7190,5637,13675,6307,6609,10491,5934,4311,9187,6940,0,10344,6287,3744,10371,5945,4124,10389,6338,3748,12947,6805,5654,14683,7742,6591,14507,7756,6130,13733,6618,6850
