ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,213304,52319,146063,12213,4009,2354,225,0,0,208524,41603,152011,11141,5180,1897,166,0,0,217050,39839,159958,11818,6047,12017,320,202952,40054,148554,10364,5755,2417,253,8256,4850,52,0,74,1122,207518,40779,153546,9910,5067,4806,368,148483,44444,93205,8404,2906,1588,161,0,0,110589,33997,65996,7509,2748,288,0,7381,2633,75,67,0,161067,34526,113184,8702,4574,8841,236,161067,34526,113184,7241,3872,195,25,462,1562,112679,32801,69860,6617,2866,311,0,0,0,0,0,0,118795,33694,75234,6540,2894,505,0,6185,2775,80,0,117990,32072,74631,7393,3267,566,55,7024,3079,153,55,55396,41212,13297,49804,38421,11383,62480,47090,12042,60637,44150,12425,46698,35134,9452,46586,34149,11033,57484,42591,11981,65523,48760,15525,64500,46331,11519,34616,26056,7864,49010,36047,10973,34566,25181,8726,34684,24454,9254,34502,24498,8998,34675,24919,8873,34393,24538,8867,34110,24801,8086,48233,34321,12283,57269,36619,19465,55159,38683,13550
2,2,218813,57794,130510,28644,6129,3094,563,0,0,218593,65753,125650,22773,8071,2498,221,0,0,217169,63509,123803,23677,9070,8841,472,216899,67582,120558,23478,8813,3151,282,17759,5986,142,25,459,4406,215117,68656,114403,25945,10127,5355,343,161948,51641,88345,19150,4877,2099,415,0,0,135162,52494,62692,14368,4707,628,15,13925,4089,205,269,0,171286,56437,91452,17396,7228,6648,360,171286,56437,91452,13686,5686,166,30,592,3237,137077,53916,62226,14654,5261,633,25,0,0,0,0,0,141181,56655,61988,15595,5903,608,4,14834,4893,42,4,138580,56280,58849,15555,6924,643,10,14499,5831,48,10,65668,56228,8501,58861,51151,7710,74171,62489,7683,71444,56497,10538,59305,49619,7476,59337,48880,8963,70638,57899,9447,81084,67269,12354,79751,62682,9990,45914,38812,6222,61925,51282,8257,45924,38812,6290,46190,38589,6627,45845,37951,6864,45985,38262,6671,45540,37403,7018,44271,38872,5360,61285,49869,9441,70187,53932,14418,67605,55083,12500
3,3,195384,36258,21931,127649,10681,1482,209,0,0,190651,45602,27018,104213,14438,1218,211,0,0,217354,46230,38264,114724,18813,3789,339,194266,47210,29574,101145,16322,1435,228,98094,14382,333,18,726,3928,206248,48191,36335,104483,16977,2402,265,147817,33477,14612,90832,9436,1100,177,0,0,137919,38718,12189,78193,8025,476,15,77292,7292,202,453,0,173464,42980,26341,87654,16411,2789,255,173464,42980,26341,83889,14924,178,54,732,4366,141441,40840,13060,77561,9107,592,20,0,0,0,0,0,150293,41984,17461,80890,8953,630,25,79432,7910,171,25,153314,40941,18702,82029,10515,918,13,80235,9392,192,13,83829,77835,5381,77331,70966,6365,79384,70361,5956,77454,65255,9139,61153,52355,6905,61612,52556,7812,72643,61420,7637,79538,69563,8739,78602,58548,7922,46090,40224,4903,62332,53299,6121,46306,40858,4784,46316,40458,4905,46142,40005,5249,46139,39859,5196,45621,38943,5463,41618,40898,673,60370,51000,6757,68181,56541,10241,64951,55255,9596
4,4,216315,69908,30953,111358,5299,1335,133,0,0,213021,66061,38128,104093,5421,1069,367,0,0,217144,63269,46025,102150,6382,4008,245,210562,64247,40764,101008,5497,1243,462,97046,4020,96,40,661,3688,215736,65008,44098,101378,6045,2038,168,160370,55932,19780,81242,3874,937,95,0,0,154092,51501,19057,79943,3053,359,0,79179,2781,86,236,0,168089,51704,31755,79957,4667,2951,190,168089,51704,31755,77044,3872,166,27,453,3068,151895,50473,20416,77274,3084,257,18,0,0,0,0,0,154228,51918,21304,76872,3238,478,29,75799,2957,108,29,149722,48387,23939,73296,3433,604,21,72017,3182,60,21,106771,87286,18509,98164,79441,18723,100062,79491,16085,98473,74957,19647,79445,59440,17179,79717,60265,18035,92976,70909,17885,101587,81071,19066,100538,70173,17670,63098,49506,12514,81527,63032,15154,63313,49663,12840,63339,49027,12880,63125,48806,13229,63225,48602,13475,62556,47667,13551,58343,49885,8090,79741,61046,15842,89261,67628,20021,86495,66974,18710
5,5,199762,61482,17794,109026,12485,1379,279,0,0,203409,71241,18563,96338,18045,1299,238,0,0,217334,73582,24282,99104,20456,2835,320,203168,71826,20585,90890,20063,1382,205,87201,17168,51,93,678,5557,209567,75227,23255,92147,19606,1569,715,156457,56380,13287,76046,11085,1062,227,0,0,152388,61219,11914,68981,9569,581,84,68016,8686,125,267,0,176578,66775,18288,73348,17436,2126,240,176578,66775,18288,70204,15640,217,42,829,4583,154604,62469,13365,66895,10995,701,95,0,0,0,0,0,159807,65965,15053,66978,10987,659,84,65862,9865,99,84,163883,66428,16569,67923,12022,468,75,66193,10630,84,75,89514,80278,8449,84681,74434,10247,90941,78703,7616,88863,70950,14223,71183,58571,10483,71562,59236,10831,83991,69128,10776,91974,79688,10663,90959,67757,11395,52810,44719,7005,71948,60443,8123,53237,46044,6355,53276,45848,6211,52958,44735,7150,52975,44934,6894,52374,43571,7590,47947,46230,1515,70028,58220,8889,79577,65306,12526,76120,63265,12800
6,6,194047,156563,13579,9522,14203,1086,286,0,0,210583,163561,16553,10360,19874,1325,286,0,0,217449,164554,18045,11397,21080,2444,310,210508,163085,17304,9761,20057,1207,437,7463,15768,80,132,528,6140,212777,163523,18013,9462,19943,1880,442,175183,142679,11400,8364,12394,903,239,0,0,171819,139856,11516,8465,10517,899,61,7693,8967,142,439,0,192245,147561,15148,9927,17471,1916,240,192245,147561,15148,7856,14684,148,47,670,6131,171734,140598,11659,7704,10467,770,73,0,0,0,0,0,173941,141974,12949,7347,10401,751,53,6591,8908,44,53,177055,142144,14103,7843,11850,654,39,6661,9657,80,39,104281,80356,22530,91555,65946,25609,108579,85295,15423,106790,72867,29346,96772,71377,22720,96884,72714,22106,108040,82437,21530,120137,100022,17888,119281,92285,21843,83240,68216,13468,99807,80937,15560,83912,70115,12520,83749,70041,11787,83260,67863,13876,83478,68512,13395,82762,66751,14617,82401,69947,11436,100594,82272,16001,113448,93383,18037,110548,90557,19990
7,7,211747,110008,38914,39682,23807,2689,429,0,0,221695,120561,37312,39412,24527,2556,319,0,0,217225,113656,36960,39044,25949,4777,367,223917,119432,37390,41694,25942,2355,287,36981,20747,345,25,805,8190,220351,116078,37624,41286,25123,3494,517,179131,100303,28257,30862,19711,2069,358,0,0,162328,103812,19217,24465,13481,1150,22,23010,12055,357,441,0,187998,103364,29332,31559,21779,3943,313,187998,103364,29332,27684,19257,333,49,1154,6825,164967,103643,20343,25800,13851,1071,18,0,0,0,0,0,165310,102193,22202,25707,13609,1121,118,23788,11860,127,118,167592,100860,22888,26942,15098,1505,196,24799,12980,248,196,90555,77260,11986,81764,70738,11026,100478,85500,9029,98520,79993,13362,88033,75186,10128,88510,75627,11066,98417,83546,10817,108177,94978,11169,106986,90133,10070,73591,66077,6191,89455,78329,8144,73865,66861,5997,73912,66661,6023,73616,65699,6611,73679,65453,6711,73260,64975,6862,73318,66474,6490,89176,78326,8456,98834,85644,10749,95539,84960,10579
8,8,208509,115107,31526,12242,49993,1601,385,0,0,215862,112151,33905,13734,56168,1551,442,0,0,217570,107938,34009,16142,58612,3493,396,213181,113444,31844,14011,53965,1699,524,11934,47096,420,93,564,7791,222565,111607,34937,15815,59207,3056,668,161592,94099,21321,8123,37897,1054,274,0,0,140814,83061,16904,7711,31845,640,141,7361,29915,311,496,0,169699,87625,24527,11319,45160,2564,290,169699,87625,24527,9543,42617,215,40,891,4241,138872,83452,16185,7198,30442,666,185,0,0,0,0,0,144458,83518,17680,7858,33713,657,122,7237,32321,103,122,141923,82451,17153,8635,32425,568,57,7687,31162,91,57,79366,52261,26001,73101,48174,24927,85266,56662,24105,82452,51718,26702,67746,43616,21342,67568,43428,22557,82206,53072,25856,97000,62346,33277,94219,60519,27396,58391,40429,16897,75018,49410,23328,58552,39303,18472,58658,39588,17870,57928,38070,18780,58176,38739,18325,57641,37915,18604,57913,39532,18009,75417,48338,25123,87978,50048,34787,82579,52740,29838
9,9,206198,142476,14985,20200,28802,1162,253,0,0,207713,137300,17471,20057,33651,1041,377,0,0,216771,137664,19461,21637,36109,2919,325,207059,135748,18029,20419,33637,1428,374,16795,28539,50,33,572,7290,212635,137705,19375,21130,34087,2033,314,158007,111446,9945,14557,22034,763,199,0,0,142142,102643,8813,12604,17380,379,10,12019,16250,98,315,0,168983,110219,13382,16208,27463,2020,253,168983,110219,13382,13915,25353,125,41,834,5114,142550,103341,9591,12075,16812,301,15,0,0,0,0,0,149147,105946,10851,12884,18580,448,31,11960,17435,82,31,148647,103754,11317,12962,19516,468,56,11797,18262,77,56,102509,73395,27890,97914,66246,31668,108868,79988,21597,107519,68653,35207,95390,63526,29316,95474,65315,28619,107097,75479,28253,118754,90846,26034,117767,84542,28725,81555,62241,18006,98157,73836,21566,82041,63122,17911,81706,63021,16812,81572,61595,18712,81702,61624,18695,81163,60663,19225,81403,62627,18770,98205,74114,22156,109208,81680,25252,106639,78596,28039
10,10,212959,152714,43581,3921,13073,1642,322,0,0,217778,145282,51155,5537,16909,1506,273,0,0,217169,137226,55680,6553,17412,4859,346,215933,142187,50173,6039,18256,1531,281,3358,14828,194,87,599,4522,218269,136888,56444,6541,18706,2473,247,169439,127193,29600,2606,9865,1109,226,0,0,151330,108401,30223,2980,9218,467,35,2469,8266,206,51,0,174674,115377,40493,4606,13337,3682,261,174674,115377,40493,2933,11689,220,27,566,3369,150283,106944,29741,3221,9898,517,68,0,0,0,0,0,150693,103485,32757,3366,10331,609,57,2858,9712,134,57,152361,101998,34196,4301,10917,681,78,3290,10202,104,78,82250,50890,29970,74860,46526,28334,88776,51479,32121,86171,49600,31229,71778,42581,25318,71706,41796,27802,86173,49985,31671,100870,57980,41196,98819,56454,32189,65255,41186,22904,80302,46918,30244,65309,39509,24812,65462,38370,25492,64999,37753,25930,65352,38856,25140,64701,37896,25468,64478,38811,24773,81194,46793,31824,94196,50750,41417,88475,52895,35484
11,11,213291,86297,113972,9547,4244,2177,299,0,0,214278,73327,126730,10692,4916,2315,278,0,0,217299,67616,133341,11198,5162,9668,219,213342,71001,127707,10704,4962,2318,247,8830,3822,238,0,343,1396,217418,70038,132352,9697,6272,5020,288,154538,71958,73248,6378,3089,1430,200,0,0,130019,58392,61922,6566,2633,313,0,6400,2405,130,186,0,164118,57665,93979,8086,3934,6965,164,164118,57665,93979,6855,3182,189,25,407,1816,129836,57516,62745,6509,2672,245,0,0,0,0,0,0,136377,57095,69761,6099,3147,309,0,5798,2882,54,0,134300,53111,71337,5732,3639,338,1,5412,3378,62,1,67110,45478,20590,61791,42719,19072,74272,50232,20151,72355,48823,18868,57751,39948,15075,57682,38857,17127,69904,47302,19225,80009,53472,25275,78828,52358,19119,45567,31363,13335,61200,40482,18428,45539,29848,14877,45608,28546,15804,45387,28558,15629,45596,29378,15186,45213,28911,15154,45181,29099,14942,60842,39048,19896,71728,41506,28606,68857,44345,21693
12,12,226674,23861,163264,16117,25300,3233,222,0,0,217071,26549,145797,14702,32085,3073,140,0,0,217115,22397,149780,12740,33294,11907,301,211086,27125,138786,15213,31987,3037,126,12667,30848,79,0,68,1512,212625,26844,140823,15473,31497,5464,227,160999,21449,107181,13058,20167,2146,165,0,0,114551,22375,63573,10867,17359,379,0,10603,16972,103,70,0,165908,20239,108888,10255,26924,8894,211,165908,20239,108888,8603,26017,190,31,413,1527,117968,22648,65708,11450,17754,336,0,0,0,0,0,0,123826,23205,71611,11299,17155,391,35,10926,16569,185,35,129731,22484,76148,12476,17911,443,83,11881,17269,169,83,43140,35788,6678,39263,34063,5200,51124,42483,5790,48707,38658,6612,37631,31610,4521,37323,30389,5813,46875,38053,6346,54189,43757,9240,52763,41355,6085,27648,22782,4181,39961,32199,5975,27576,22248,4727,27816,22137,4975,27416,21306,5135,27631,21976,4782,27319,21438,4882,26186,22266,2798,38976,30193,7267,45024,30269,13423,42903,32223,8475
13,13,198836,44560,24769,117359,13397,1871,188,0,0,212412,51418,27873,116396,17888,1313,131,0,0,217228,51121,27728,119386,19570,3590,329,210710,49478,28923,113316,20234,1309,117,108740,17726,242,0,689,4912,217385,48372,29647,117235,21975,2249,213,159136,41467,17483,88820,11876,1403,141,0,0,154493,44711,15987,85652,7230,766,0,84524,6614,371,413,0,180325,47486,21038,94227,17412,2745,258,180325,47486,21038,89723,15735,217,47,756,5323,153969,43385,16737,83968,9026,635,0,0,0,0,0,0,158254,42492,17400,86804,10619,902,25,84991,9949,202,25,157529,42508,16927,85125,11724,1255,32,82566,10932,185,32,93047,85381,6992,85774,77884,7890,90352,79806,6834,88832,75037,10497,74485,64126,8292,75040,64540,9293,84893,72444,8623,91056,80914,8931,90471,70269,8142,56117,49774,5317,73226,63485,6630,56368,50370,5327,56423,50033,5426,56179,49640,5695,56150,49387,5690,55618,48412,5938,53314,49684,3588,71163,61252,7162,78082,66281,10194,74728,64075,10628
14,14,232183,82718,22770,123075,4221,1477,210,0,0,224044,80036,24275,114916,4945,1720,160,0,0,217162,74546,27387,109970,4869,3006,193,225290,78899,27265,115073,5067,1263,130,111693,4006,129,0,324,2982,217970,75496,27621,110195,4858,1857,216,173121,66843,14403,89004,3025,1006,123,0,0,167954,63964,13228,87348,2627,672,10,86462,2446,129,376,0,170454,62143,18633,85388,3589,2187,147,170454,62143,18633,82934,2967,205,25,477,3070,166149,63052,13751,86175,2487,527,0,0,0,0,0,0,160347,60759,14059,82764,2324,693,35,81683,2231,77,35,154450,57518,14836,77942,3215,1351,52,76526,3046,93,52,117014,93576,22472,107488,85057,22431,104563,77559,23166,102879,76372,22031,80132,59096,17707,80477,59232,19662,95529,69174,21829,104575,76727,26523,103393,66097,22586,64398,47497,15932,83734,59936,20383,64485,47106,16568,64562,45853,17377,64311,46167,17110,64512,46349,16992,63907,45238,17264,63775,45663,18107,81330,57230,20899,91136,61303,27240,86990,61289,25665
15,15,228180,77826,21275,126913,2865,1679,162,0,0,224777,67319,24956,129200,3744,1690,69,0,0,217045,61123,27891,124186,3487,3524,230,223015,65919,26241,127389,3357,1275,201,123849,2332,72,61,481,4058,215992,62409,25912,123052,3802,2179,302,166200,63353,12817,88134,2037,1110,97,0,0,161873,55446,10554,92895,1840,583,29,91915,1583,112,616,0,166764,51803,18208,93487,2485,2526,161,166764,51803,18208,90312,1874,202,31,560,3774,161813,54769,12443,92186,1556,433,70,0,0,0,0,0,157683,52348,12868,89269,1867,673,85,87922,1564,102,85,154332,50385,15484,85257,1826,868,102,83893,1621,240,102,108950,86372,21495,100922,80701,20221,101430,76767,20837,100010,75564,20256,79140,59775,16281,79447,59843,18097,93461,69755,19588,102302,77912,23053,101390,68616,19611,63401,48639,13770,81882,61095,17713,63471,48451,14211,63584,47418,14926,63314,47491,14738,63421,47539,14714,62957,46621,14838,62932,47479,15446,80192,59395,18108,91404,66401,23571,88541,66243,22274
16,16,225148,58360,34899,129909,2815,1630,151,0,0,216750,51655,43833,118727,3162,2021,201,0,0,217174,50188,51299,112757,3458,4722,199,213527,50076,44621,115610,3980,1507,185,112078,2749,199,16,309,3461,213820,49597,50029,110653,4325,3238,122,164033,46881,21827,93571,2006,1110,108,0,0,149004,37151,20494,88967,1487,601,35,88000,1189,95,608,0,165692,40709,34788,87609,2485,3434,142,165692,40709,34788,84840,1699,182,12,484,2978,146160,36059,21444,86240,1945,493,19,0,0,0,0,0,147682,36694,24407,83689,2165,702,4,82404,1742,134,4,143238,34499,26940,78505,2380,778,40,77205,1986,113,40,99087,86703,11591,89600,79339,10261,87355,72279,12406,85434,70114,11640,64383,53393,8547,64932,53423,10281,77939,62387,11637,84241,67688,15530,83285,57683,11880,47108,38324,8015,65579,51705,10852,47101,38057,8438,47222,37116,9163,47044,37432,8737,47120,37335,8848,46710,36615,8860,46297,37285,8804,62485,47835,11735,69231,49148,17859,65689,49565,15534
17,17,225284,48869,31745,144648,1241,2201,165,0,0,217698,39988,32846,144865,1250,1737,136,0,0,217053,34268,36414,145467,1495,3919,234,217031,37846,31690,146179,1820,2042,273,142071,1187,269,9,514,3446,217118,35029,35099,145951,1827,3103,341,168413,41444,20361,106147,863,1505,117,0,0,160608,34367,16367,108449,541,794,40,107618,441,183,420,0,170549,30212,25009,114137,1065,2892,173,170549,30212,25009,110217,549,226,26,623,3687,162235,32956,17175,109865,1100,1018,40,0,0,0,0,0,161105,30138,18677,110499,986,999,44,108818,867,44,44,155760,28903,18946,105666,1288,1076,75,103711,1065,31,75,113076,97211,14843,104123,90863,13260,101348,84403,13831,99824,82670,13432,79344,65967,10525,79876,66274,12280,92488,75289,12808,99275,82599,15469,98530,70005,12278,60161,50640,8623,79302,64463,11396,60155,50494,8952,60271,49459,9719,60143,49831,9368,60169,49654,9407,59654,48790,9450,59418,49638,9774,76650,61765,11757,85821,67889,16594,82691,66914,15732
18,18,216144,156357,19599,34897,5195,1157,175,0,0,214474,143242,26897,38741,6203,688,159,0,0,217318,141238,28885,39505,6029,3175,203,213396,139280,27698,38717,7727,1027,57,35720,5539,98,22,473,4573,217407,139283,29968,39078,7402,2345,54,168113,125469,12486,26171,3733,809,132,0,0,157917,111086,14312,28845,3217,319,41,28512,2902,89,198,0,171400,114720,19514,31072,4432,2342,165,171400,114720,19514,29338,3545,162,31,637,3453,158965,108747,15325,30083,4217,396,21,0,0,0,0,0,160863,109107,16781,29768,4153,1027,29,28414,3727,74,29,158163,104188,18323,30428,3968,1129,12,28824,3468,143,12,106680,62811,42472,98867,57481,41386,105567,58211,41434,103508,59076,38581,86077,49458,31743,86171,48474,35543,100966,56680,39115,113519,64626,47102,112138,60428,40389,77300,46640,29438,93465,52255,37618,77413,44878,31500,77400,42740,32662,77186,42861,32997,77457,43989,32126,76725,43273,32042,76931,43219,33706,93434,51828,38500,105062,55373,46579,100372,57643,42696
19,19,213621,143250,11579,53152,5647,1057,156,0,0,218250,140305,14392,56496,7405,791,68,0,0,217176,135662,15818,57174,6681,2613,135,215928,137890,13812,57760,6364,1037,43,55628,4447,129,0,298,3726,215861,134679,15317,58463,6722,1413,146,156665,108492,7031,37094,3859,692,96,0,0,162807,108652,7857,41695,4027,237,1,41357,3706,75,359,0,168029,108445,10265,43024,4703,1805,90,168029,108445,10265,41317,3967,131,15,444,3445,162117,107440,7960,42294,3620,441,0,0,0,0,0,0,162486,106044,9133,42438,3985,581,29,41755,3210,31,29,162268,104623,9792,43355,3864,609,23,42654,3066,41,23,105974,63527,41256,102017,58291,43726,109444,59231,44445,107693,59296,42468,89604,49085,36019,89648,49097,38620,106165,57959,43404,121283,68043,51566,120042,62972,47446,83424,47603,34596,99990,54690,41925,83802,47035,35664,83807,45580,36120,83482,45494,36588,83595,46061,36193,82924,44586,36818,82805,43858,38947,101074,55067,43077,115374,61372,51179,111307,60680,50620
20,20,223412,74843,125116,11596,14563,3311,472,0,0,222433,81615,113712,12064,17095,2229,426,0,0,217094,78672,109557,12397,17246,8451,432,220471,82250,110891,13140,16285,2573,548,7888,13097,68,41,820,5423,215566,81421,103129,14118,18173,4190,542,170419,65879,86127,7856,11698,2357,343,0,0,138749,65600,55650,6200,10159,862,99,5490,9125,140,371,0,173917,68760,82077,9163,13796,6438,328,173917,68760,82077,6259,11816,265,45,695,4000,140526,65897,57045,6555,9792,757,35,0,0,0,0,0,141969,65754,55960,7668,11358,643,128,6407,10236,86,128,142166,66740,55023,7975,11172,717,93,6602,9853,176,93,65771,54231,10441,61208,51177,10031,78874,65037,8862,76468,59210,12358,66005,54261,9233,66122,54019,10262,77156,62831,10675,88497,73922,12704,87300,70429,10833,53158,45556,6507,68980,57587,8852,53269,45829,6618,53477,45543,6835,53147,44693,7263,53280,45066,7033,52812,44197,7389,52873,45618,7082,68876,57163,9680,78550,62451,13980,76912,64006,12881
21,21,213076,162086,15459,11296,24023,1103,182,0,0,214771,154479,16391,12543,31065,1172,294,0,0,217256,147999,19465,12954,33835,2770,294,216636,152856,18098,13360,31829,1392,335,10660,27906,207,20,209,6666,219288,152669,19139,13335,32862,1727,415,157919,124039,9827,7386,16367,708,128,0,0,150684,118902,8649,7978,14356,489,14,7375,13291,117,234,0,167479,118898,13057,9370,23756,1912,185,167479,118898,13057,8223,22243,104,34,561,4359,151682,117914,9382,8729,14706,533,19,0,0,0,0,0,154064,118194,10230,8490,16366,555,12,7454,15122,110,12,153787,114100,11894,9193,17702,518,65,8059,16563,92,65,105894,57884,46523,100681,50826,49855,108024,59575,39274,107364,53023,48490,94542,46777,43035,94754,49274,43383,107754,58731,44124,121112,74483,43980,120963,69229,46498,87398,52221,33608,102175,60148,38256,88239,53407,33365,87802,52716,32288,87747,51648,34343,87658,51425,34557,86965,49532,35662,87602,53681,33921,103382,61531,38811,114920,67683,42371,113284,67739,45221
22,22,217626,91876,84270,15679,27015,3346,297,0,0,217418,81237,91551,15520,29463,2206,79,0,0,217131,75658,94040,15938,31073,8158,389,216059,78506,91439,15827,30847,2580,200,12192,28184,225,0,723,4790,215534,75310,92601,17003,31466,4187,466,156630,76139,51897,9239,19668,2016,205,0,0,125141,66522,33703,8902,15416,458,15,8316,15019,105,193,0,163547,64767,63417,10571,23772,5752,294,163547,64767,63417,8932,22335,236,34,501,3325,122920,64453,33463,8436,15908,477,0,0,0,0,0,0,124257,61503,35954,8706,17288,595,0,7816,16692,204,0,120929,55578,38723,8473,17039,725,13,7599,16032,261,13,63694,42217,20532,58632,37673,20959,67694,42661,20781,66212,40920,21166,50798,30371,17344,50742,31291,18019,64127,40111,20999,75588,48666,25474,74136,46766,23289,40419,25685,13970,56357,35631,18741,40508,25707,14155,40575,24981,14388,40348,24979,14491,40488,24980,14634,40168,24394,14839,40359,25835,14524,56310,35009,19776,67388,38920,26899,65137,41369,23767
23,23,213998,143019,34774,10443,25736,1444,252,0,0,217942,136287,37557,12748,30951,1648,471,0,0,217147,129325,41384,11752,32541,4031,307,217696,134293,36677,14368,31706,1495,478,12015,28471,203,51,629,5348,217095,129428,40277,13168,32742,2710,414,160471,112544,22067,6795,18861,926,188,0,0,148289,106125,16489,7749,17087,510,53,7052,16541,109,315,0,167398,105008,28310,8226,23940,2909,232,167398,105008,28310,7185,22594,192,41,518,3550,149427,105666,16546,8933,17553,436,46,0,0,0,0,0,151457,103509,19933,8216,19143,384,38,7364,18401,35,38,150307,99850,21818,7661,20160,377,35,6948,19308,29,35,90686,50274,39005,85444,44040,41404,93796,51077,35639,92901,47045,40713,78523,38665,35573,78561,40434,36125,92639,49624,38738,106308,61927,42115,105927,58420,42319,72213,40452,30267,87082,48745,35148,72763,41407,30098,72456,40267,29717,72450,39674,31260,72495,40114,30903,71880,38009,32262,72194,40331,31640,88277,49252,36293,100693,53845,42316,98595,54063,43841
