ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,302143,238308,37044,14258,12035,2527,320,0,0,298638,223401,43522,16095,15763,1151,130,0,0,325301,230251,56329,18963,16161,5576,352,325503,230322,56376,19000,16144,5351,340,296286,223035,41993,14842,15993,1223,330,11580,13922,341,146,1014,4252,320353,232316,51692,18318,16857,3261,262,236233,189797,26165,10548,9127,1836,223,0,0,221335,183243,18452,10665,8190,616,13,10163,7619,317,211,0,264918,194363,39731,15232,12625,4115,246,264918,194363,39731,11918,11021,840,47,1140,5858,222383,183964,19141,10046,8334,645,43,0,0,0,0,0,239146,193414,22746,11557,10000,1091,18,10181,9248,398,18,242492,193132,25421,11588,10768,1201,48,9691,9962,431,48,150074,79873,68282,130223,66865,63358,151873,69962,75577,145572,87644,55211,124477,69882,54557,125203,65866,56437,122775,64622,55883,140450,74735,63141,175317,90752,82034,132136,66109,66016,141612,69782,70573,133349,64326,68514,134614,62010,72509,132178,61973,70191,132389,63759,68608,152882,75050,77112,174282,84717,87354,168678,86098,82020,166982,82039,84943
2,2,321031,263635,28632,12410,16548,1514,217,0,0,318406,256250,30560,11567,19133,748,182,0,0,320423,239652,41382,14297,22842,3713,299,320585,239721,41421,14259,22899,3330,282,317633,254127,32221,11925,19055,1673,206,8701,16025,478,24,1281,4776,319965,247677,35320,13631,21252,2666,270,240434,200795,19407,8570,11560,968,143,0,0,238445,204465,15845,6924,10779,281,30,6372,10174,58,178,0,255445,197963,28399,10357,16791,2565,220,255445,197963,28399,8061,14966,174,29,1107,4746,240495,203630,18670,7064,10274,545,25,0,0,0,0,0,242365,201630,20503,7674,11499,647,0,6803,10456,338,0,246650,199361,22572,9877,13497,739,55,8492,12276,323,55,162536,78904,82006,146341,66827,79514,167468,73050,87810,161716,93142,65821,131350,69056,62252,132017,65339,63858,129988,64026,63517,151810,76173,72944,189604,92404,94435,142475,65324,77128,152764,69844,81600,143490,63374,79631,144618,60708,83803,142507,60568,81911,141777,60948,80811,165175,74129,90142,188999,82744,103102,183204,84583,97919,180859,79970,100889
3,3,324023,240027,47627,25571,12052,3210,333,0,0,327154,228420,59917,27661,12788,2456,380,0,0,324968,212097,64502,31284,15535,5994,448,325503,212268,64616,31135,15574,5258,392,328442,228609,57958,30272,13647,2258,405,22855,11263,599,13,1098,6049,330250,221976,61695,32802,15066,4075,385,245285,188876,31687,16289,8586,2087,226,0,0,239570,186133,30143,15504,6239,1118,59,14442,5511,716,440,0,257751,177735,44734,21650,11804,4330,299,257751,177735,44734,16722,10102,701,48,1269,6440,240531,186119,29364,16506,7230,931,14,0,0,0,0,0,242671,183677,31819,17335,7983,1175,51,15742,7309,642,51,241318,176922,34804,18915,8833,1469,30,16840,8034,487,30,132250,69066,61615,114680,60284,54396,138299,55023,77716,130458,74955,52918,104716,53624,51066,105718,50518,52598,103307,49462,51797,122962,58983,61668,156611,70317,84018,111295,45959,65315,122440,51211,70182,112209,44110,67587,113841,41686,72066,111261,42447,68793,110763,41461,69278,133425,54648,78123,157133,63648,91770,150652,65549,84573,147600,59592,88008
4,4,314571,128147,112829,66834,12587,4307,582,0,0,317625,115546,124877,67929,13955,6867,689,0,0,324787,105331,140139,66104,16156,9229,466,325503,105421,140365,64993,15929,7643,411,317796,111675,128003,67139,15713,4633,778,55913,13212,606,124,1985,6267,326066,111303,134111,69302,17260,4962,1193,234743,104137,78186,46924,9019,2965,429,0,0,204629,94836,58670,42220,6802,1521,116,41132,6551,670,962,0,250035,89990,99660,49898,12153,6550,353,250035,89990,99660,42124,10644,512,36,2010,5059,209317,93589,63617,42167,7939,1467,128,0,0,0,0,0,217171,94911,68584,43056,8673,1435,193,41407,8190,460,193,168533,80235,46226,32030,8567,1069,79,30354,8160,330,79,105354,68181,36092,96204,65399,30805,109059,64253,41200,103262,74016,27363,80867,55409,25439,82341,54531,26272,80242,53113,25818,96037,62573,32020,121814,74127,46195,72905,39117,33778,88573,51527,36434,73783,39358,34080,74832,37828,36960,73202,38139,35051,73038,37547,35475,95771,52525,42770,119067,62509,54872,113183,63179,49400,109248,56869,52379
5,5,320298,254964,29649,6673,29004,1116,196,0,0,319856,235577,36154,9791,38584,1985,152,0,0,325387,221783,42267,9881,49432,2727,306,325504,221853,42294,9826,49526,2662,294,321259,233569,36694,9776,41298,1723,172,6543,38122,193,8,1584,4543,322532,223704,40005,9873,47053,1917,175,247030,200665,20424,4781,20966,688,121,0,0,240388,190640,21640,5467,21464,639,10,5184,20416,268,495,0,258804,183647,29859,7125,36426,1976,246,258804,183647,29859,5011,34148,185,36,1267,4651,241479,189674,21933,5377,23465,595,10,0,0,0,0,0,242034,184952,23661,5670,26577,643,69,5307,25565,214,69,241870,177592,27610,6879,28732,472,111,6249,27896,76,111,161686,78383,81702,141861,69538,72323,166000,72158,87733,159594,96786,60431,126815,67016,59760,125938,63096,60177,125337,61838,61260,148387,75131,70872,188313,89758,95981,134738,60683,74024,147585,66006,80454,135583,58340,76864,136689,54191,82376,134718,54646,80030,133697,55025,78640,159115,68512,89874,183688,76010,105262,177660,78321,98459,176023,77388,98635
6,6,306023,118009,85986,96516,10605,3605,555,0,0,312332,111204,96907,101224,12820,6959,316,0,0,324804,105840,108024,98088,15665,5891,497,325503,105877,108209,97141,15370,5072,439,312948,109413,97035,102442,14065,6119,374,87003,11089,337,74,1173,6823,326773,108849,102831,106384,15480,4690,623,232551,95517,60724,71438,7975,2495,411,0,0,200941,90053,37980,64866,6946,751,83,63160,6587,193,659,0,252926,87973,77389,76989,12149,4493,364,252926,87973,77389,68578,10278,405,64,2206,6033,205489,88951,41915,65400,7694,741,189,0,0,0,0,0,218378,89045,47272,70750,9446,937,158,68787,8786,94,158,220587,85114,50879,71451,11039,1415,178,69535,10290,149,178,128974,86565,41432,116534,79699,36835,129752,85564,39938,125007,93100,30138,101134,72392,28703,100577,70354,28611,100446,69574,29619,116464,81276,33617,143437,96611,45024,92685,57218,35441,108991,70349,37858,93734,57207,36251,94376,54953,39355,93184,55226,37926,92690,54859,37802,116298,72455,43361,139687,85418,52921,135005,85361,49133,134370,84074,50296
7,7,312330,225824,29286,9125,48083,1289,321,0,0,316852,210564,33427,9489,60953,1813,398,0,0,325409,198297,38062,9649,77039,2430,321,325503,198335,38083,9611,77086,2375,308,315862,206873,34512,8841,63559,1723,327,6421,59565,432,70,1990,6000,320738,204244,34459,9139,69388,2358,271,239194,176427,21264,6877,34474,895,243,0,0,224015,165635,16565,6275,34431,735,154,5901,33440,436,360,0,254784,162417,27476,7364,55600,1732,241,254784,162417,27476,5437,52919,211,46,1306,4972,222211,163654,16559,5883,35065,699,85,0,0,0,0,0,228942,163842,18144,5838,39867,798,69,5281,38696,332,69,229522,158966,19046,5795,44306,862,71,4998,43038,260,71,151490,80956,69163,130980,65742,65238,152091,80159,66475,146742,93804,50831,118237,70502,47676,116802,67434,47268,116662,65451,49266,137246,78992,56154,174379,96533,75571,123836,63662,60140,136103,70812,64233,124662,62315,61995,125446,57680,67650,123831,57908,65885,122532,59474,63017,146674,72569,73370,169234,79835,86807,164347,81255,82277,162498,84872,77626
8,8,325500,280600,26354,9719,9205,1263,214,0,0,316081,259698,34898,11621,10053,2093,439,0,0,325305,256958,40201,14036,12034,3143,276,325504,257065,40233,14065,12055,2961,265,314761,253385,37607,13273,10326,2222,609,9549,7865,445,71,880,4974,322858,257343,39247,14583,10805,1892,463,250721,219558,17883,6634,6663,838,154,0,0,243500,209898,19720,6746,5788,945,88,6440,5332,344,357,0,262114,213031,28292,10144,8771,2221,191,262114,213031,28292,7597,7167,192,30,1085,4720,243487,205898,21662,8449,6122,961,70,0,0,0,0,0,251724,213221,22159,9002,6470,688,30,7647,5713,121,30,248031,205852,25860,8742,6444,1057,0,7231,5783,88,0,161059,71004,88375,145559,63574,81985,166225,58816,100915,158557,87053,68912,128065,58609,69427,128533,54163,71381,126517,53080,71082,149229,64534,82120,189212,75643,110861,141463,52839,88591,151440,56187,94052,142459,50104,91872,143992,46795,97072,141307,47120,94153,140816,45392,95367,164266,59386,104206,188135,67481,118938,182138,69139,112504,178680,58619,120061
9,9,307109,196503,44193,43832,23599,1733,425,0,0,313711,175719,55631,54367,29823,1340,294,0,0,325310,176575,58478,53936,35265,3925,472,325504,176629,58510,53820,35217,3748,455,312060,170723,54978,55314,31403,1464,169,47653,27566,331,16,3350,7443,324111,172162,57695,56579,37343,1777,124,237556,158022,31483,31116,17402,1095,300,0,0,227457,140799,32160,35161,18039,539,95,34581,17285,372,760,0,256519,144213,42878,41599,26700,2913,347,256519,144213,42878,35720,24228,369,61,3022,6028,228678,137801,33879,37387,18601,547,18,0,0,0,0,0,237374,138787,35828,39115,22767,487,4,37760,22184,227,4,232404,135071,36818,35400,23759,630,21,33183,23222,59,21,144315,75876,67135,125351,68647,56704,147609,77120,65231,142074,93528,46589,112734,67224,45472,111944,64947,44966,111506,63427,46275,132003,76288,53742,167356,91380,73850,114558,56108,58423,128784,66002,61834,115646,55841,59464,116723,51921,64693,114901,52355,62517,114385,52123,62230,139556,68304,70588,164927,77904,84661,159730,80284,78485,159286,77112,82174
10,10,289053,55311,47762,169517,19209,4566,1303,0,0,318889,57169,58668,171614,29614,3875,1299,0,0,318838,52795,57422,173880,30341,8575,1401,319736,52821,57526,172553,30276,7145,946,317482,57061,57643,168967,32104,4510,1255,154272,27213,1026,207,9939,10119,335485,60901,62269,177960,33091,4808,1872,215983,44229,33410,125058,14557,3017,972,0,0,210608,42623,33380,114940,16862,1533,342,113932,16594,604,1361,0,249312,42003,42503,136705,23786,6675,1146,249312,42003,42503,118509,18752,2365,213,10139,14828,210650,43585,32191,113944,17676,1950,346,0,0,0,0,0,222150,46224,33053,120269,18745,1892,387,118432,18352,945,387,219899,46334,31850,118178,19808,2362,41,115987,19417,1183,41,97262,80368,16378,82707,72696,10011,97331,78450,16896,94581,83135,10196,71200,60551,10611,72707,61011,10707,72040,60843,10409,85957,71460,13629,108744,84785,23082,58937,41701,17188,76371,58498,17474,60606,43248,17091,61241,41910,19262,59982,42027,17909,59586,42169,17340,81002,58402,22292,99605,68871,29803,96651,69534,26633,95406,67675,27731
11,11,304956,111999,55462,41504,93752,3254,1044,0,0,311383,97174,60417,35552,114794,3326,920,0,0,319546,90563,60599,36245,127003,5080,1074,319736,90601,60663,36097,127617,4712,959,312602,94960,61186,36603,115821,3886,717,30210,108940,1031,106,6918,9253,320609,96154,61813,35226,123279,4217,579,247888,97004,43058,34019,71946,2287,802,0,0,209323,81280,36259,24244,65225,1127,272,23704,64333,647,1083,0,261909,79213,47082,30147,100842,3939,916,261909,79213,47082,24043,95372,870,154,7120,8055,210101,78934,37624,24436,66737,1144,154,0,0,0,0,0,219950,80710,39318,23654,73718,1291,225,23077,72528,688,225,213811,76369,35974,23178,75429,1561,377,22253,74237,871,377,98768,66495,31405,87414,63234,24180,104768,71043,30839,100243,78221,20320,72888,53971,18866,73779,53008,19117,72267,51669,18984,90565,64489,24635,119795,78964,39620,68364,40143,28182,83941,53634,29701,69122,41136,27595,69903,38331,31480,68240,38373,29827,68401,39730,28400,90164,52656,36764,109361,58204,48375,106038,61071,43743,104481,61151,43330
12,12,305920,115564,98559,10808,83518,3866,828,0,0,302844,113048,101369,9767,80858,2748,683,0,0,319714,106850,102476,15553,96156,7424,812,319736,106877,102525,14141,95913,6713,690,301451,108056,102777,11042,82841,3008,672,4791,77774,500,0,1101,6448,311173,106099,106862,13519,87608,4713,409,248453,100523,74365,8311,66805,2764,666,0,0,175860,83001,49855,4618,37048,815,95,4116,36161,428,494,0,264732,93684,80975,11846,78779,5886,608,264732,93684,80975,6461,75484,202,92,2221,5613,176824,80449,51800,4886,38305,678,35,0,0,0,0,0,182302,80027,53304,6121,41313,962,10,5185,40042,381,10,180753,78996,50530,6301,42742,1444,122,5319,41447,753,122,75544,54085,20665,69968,54732,15236,88316,65113,19883,83937,67416,13590,63821,52160,11583,64355,49380,11763,63000,49672,11408,77860,59488,16234,103896,73208,29197,55421,36633,18741,70642,50034,19743,56076,37772,17757,56742,35969,20660,55339,35983,19305,55479,37078,18112,76034,49622,25485,94062,56090,35349,90499,58725,30603,88615,58111,30504
13,13,308188,31026,191088,28485,64344,5679,861,0,0,290934,26094,183313,23042,64525,3704,545,0,0,319376,25806,198099,24495,75036,14169,726,319736,25825,198356,21556,72698,11087,484,283407,26789,175025,23716,65223,3604,704,15787,60015,337,103,995,4357,297516,26835,183054,27319,68622,6310,1147,239595,26323,144077,23042,51501,4160,677,0,0,133334,19366,67265,13451,32546,538,4,13107,31914,260,291,0,251241,21742,151542,20369,61135,10634,583,251241,21742,151542,13724,58586,350,44,1941,3312,133390,19560,67476,13393,32149,550,99,0,0,0,0,0,140790,20795,69809,14181,35182,623,44,13291,34549,189,44,137420,20224,66625,15745,33977,517,174,14870,33484,162,174,60630,49731,10527,58053,50499,7554,69805,57937,10013,65630,56877,7228,46932,41389,5505,48233,41190,5558,46843,40488,5340,59175,49416,8686,77819,58602,18504,35370,24622,10726,50429,39019,10968,35935,26080,9570,36802,25115,11627,35478,24936,10512,35294,25106,9737,53242,36030,16731,68656,39915,27394,65054,41570,22725,63542,41164,22378
14,14,294105,59575,46714,156379,35965,3768,988,0,0,312772,54885,51614,159919,44737,2965,1117,0,0,319109,52905,55148,157041,55479,5978,966,319736,52919,55239,156258,55319,4987,789,312720,54939,51687,159138,45019,3175,1091,148091,40561,1208,230,7009,9001,327098,55498,53501,161749,51992,3945,1068,231127,49221,35409,121041,28302,2766,768,0,0,207816,40953,28637,111393,24099,1785,554,110142,23141,1027,916,0,256155,42947,42412,127760,43675,4621,759,256155,42947,42412,113467,39597,902,145,5158,11527,208100,40991,29619,111292,23498,1860,554,0,0,0,0,0,221103,41694,32280,114795,29454,1567,415,113237,28093,925,415,218489,39667,34010,109784,32406,1657,100,107972,30382,1052,100,108727,94446,13617,102835,90492,12343,107613,92493,12510,104758,94140,8838,82039,74257,7706,82813,73957,7286,82290,73897,7320,96859,85257,10367,122849,102711,19080,67905,55832,12020,86553,72642,13344,69063,56633,12099,69771,54755,14895,68575,54917,13609,68402,57377,10936,91644,73167,17923,111674,84462,25482,108828,85538,22428,106998,86579,20419
15,15,299710,104967,87923,31283,72598,5359,1783,0,0,317721,97062,100663,26261,85844,3640,1313,0,0,319456,88530,100046,31456,89614,9709,1475,319736,88592,100171,30398,91507,9048,1196,312618,91585,98589,28053,88735,2881,1157,16164,79682,577,48,13935,12039,324211,89467,104749,32025,90642,5018,1280,235385,88902,64509,23433,56321,3548,1316,0,0,199464,75859,55966,13915,49889,1513,554,13336,49062,863,1780,0,256843,74931,77131,24919,71471,7634,1176,256843,74931,77131,14861,62327,2264,162,12531,12636,198421,72034,56018,14170,52416,1150,406,0,0,0,0,0,206911,70981,59660,17326,55007,1599,322,16509,53495,881,322,202340,68596,58334,17453,54268,1419,271,16271,52311,810,271,79220,51605,26966,75697,54385,21312,89335,60517,26173,84537,65919,16948,58156,43065,15054,59052,42226,15319,57760,41235,15122,75245,53045,20906,103131,65307,36788,53102,29079,23985,68598,42400,25618,53853,30119,23383,54631,27583,26945,53125,27740,25342,52743,29218,23474,74230,41153,32572,92687,46938,44097,88969,49363,38819,86793,48593,38200
16,16,298280,80890,43075,15767,160690,1761,564,0,0,293609,65178,45519,15706,169429,2185,285,0,0,319569,60088,48657,17084,195634,2990,528,319736,60108,48720,16264,195605,2683,470,292388,64321,46177,15621,169197,2068,576,10756,164174,674,129,1195,4960,298670,63901,48151,17015,170836,2311,774,244737,69440,32986,12351,131268,1274,453,0,0,170776,54583,26974,9453,78458,973,70,8751,77336,643,336,0,264197,51991,38112,13699,161498,2282,415,264197,51991,38112,10040,158768,170,34,1430,3652,171747,54373,27784,9631,78436,943,139,0,0,0,0,0,177718,54040,28501,10192,83231,1042,94,9345,81816,669,94,177089,51607,27728,9339,86510,846,168,8571,85357,539,168,78713,50539,27502,70473,49366,21107,76938,49767,24621,70936,53522,15888,52193,36998,15148,53193,36298,15346,51511,35155,14867,65836,44598,19951,90861,55868,33964,49517,26275,23214,61628,36749,24334,50066,27595,22072,51027,24947,25990,49553,25372,24140,50126,30074,20012,65811,35650,29708,78978,39020,38668,75197,41132,33386,73845,44614,29231
17,17,292751,116569,49579,5774,122542,2352,513,0,0,293255,96360,53614,6906,137957,1931,210,0,0,319550,93738,57400,8141,161354,5872,423,319736,93804,57477,7326,160572,5238,322,287626,93422,51056,8232,136434,2076,218,4749,131266,395,28,799,5917,292670,93993,55224,9080,135257,3211,655,228930,96951,35540,4337,93190,1626,395,0,0,158402,64830,20548,3269,68978,571,19,2961,68278,290,229,0,247724,76832,41219,6028,124288,4201,331,247724,76832,41219,3341,120501,155,36,1013,4627,155432,62446,21270,3792,66908,641,29,0,0,0,0,0,156583,63456,21744,4048,66121,765,10,3506,65065,545,10,151316,59515,22597,4781,63163,785,100,4093,62463,499,100,51891,28954,22399,46712,29826,16886,56621,33165,21554,50837,37100,12299,38673,26383,12249,39473,25587,12398,38370,25244,12002,48567,31080,16348,67582,39003,27666,35915,17238,18642,45321,24858,19972,36173,17929,17918,37202,16060,21085,36053,16652,19368,34344,17131,15697,48846,23616,24670,60944,25285,34145,55369,26793,27775,52310,23232,28320
18,18,296430,83571,151999,55316,18089,5277,1167,0,0,305247,103820,138863,56136,21682,3338,674,0,0,319074,112954,135369,53537,25622,8677,1026,319736,112972,135708,46228,24150,6381,645,303219,105547,135984,55247,21196,4058,732,35404,17519,541,58,1910,6250,312508,109582,135540,58271,22486,6633,843,215253,57883,110389,40652,14915,3775,914,0,0,187628,68255,76876,28891,12316,655,18,28055,11249,210,523,0,248190,84051,105570,42729,22233,6886,844,248190,84051,105570,27970,18572,469,132,3418,8008,189249,70177,76281,28696,12540,829,27,0,0,0,0,0,201874,74740,79173,32347,14013,750,48,30581,12557,98,48,201561,78148,73464,33022,15323,911,93,31072,13550,182,93,72194,61527,10139,71131,64799,6332,81877,72309,6826,77205,68906,4835,62268,58410,3797,63499,56099,3621,62582,57810,3443,73897,65082,6737,96218,76953,17993,52514,41749,10655,67118,55766,10596,53622,44105,9094,55413,40243,15058,53419,42493,10835,53430,43653,9654,71519,55461,15169,87972,63857,21635,82645,65090,16401,81768,67125,14643
19,19,292368,18109,54052,221736,11450,3435,839,0,0,299956,18176,54126,227034,10943,1543,212,0,0,318632,16344,61473,236747,17877,4870,768,319736,16362,61666,227346,17078,3109,451,298296,18116,53620,225760,11784,1516,310,208404,9163,205,109,2511,6168,317299,18402,58129,236819,14686,1738,391,215211,15836,37882,161525,8401,2418,625,0,0,194889,14785,30289,143079,5448,702,25,142443,5257,300,841,0,247021,13652,45453,183802,13432,3770,592,247021,13652,45453,159654,11467,658,64,2950,13123,194585,14004,30941,142772,5827,460,35,0,0,0,0,0,211382,14082,35310,153193,7748,303,65,151816,7260,50,65,203548,13724,34414,144633,9129,752,133,142331,8691,132,133,93429,86943,6226,89720,86406,3314,96512,89217,5936,93444,88287,4041,73137,69749,3355,74160,70074,3405,73714,70069,3269,85855,80343,4905,104828,94657,9585,49655,43620,6004,71257,64796,6185,51092,45279,5612,51647,44862,6729,50928,44926,5975,50447,44918,5376,72755,63794,8690,91001,77198,13016,87650,75920,11207,86685,75928,10757
20,20,301861,77086,33508,188913,12478,3004,677,0,0,315513,100666,36423,168881,17963,2494,377,0,0,318855,102709,37399,163476,20349,4117,588,319736,102728,37499,160056,18576,2430,356,315139,102093,36244,164662,19317,2854,283,150071,13592,204,9,2112,10819,326820,109091,40084,163997,20512,3322,197,236387,62193,25153,146554,9851,2221,556,0,0,215954,75295,22442,106828,9654,1098,45,104926,8186,204,953,0,258647,82962,29493,134016,16259,3293,491,258647,82962,29493,116259,12797,329,72,3127,13608,218651,77584,21937,107093,10551,918,7,0,0,0,0,0,229352,81260,24868,109388,12223,1095,4,106668,10047,269,4,225483,82392,23179,106572,11258,1315,43,103523,9369,247,43,115680,107437,7623,111349,105216,6133,122681,111953,7149,119261,109383,5584,103906,98885,4923,103889,93696,4677,103999,97648,4443,114753,105745,6208,134847,122942,10426,86384,77995,8327,104331,95334,8046,88010,79773,7748,88745,79205,9371,87992,79227,8700,85690,78529,2368,108544,97333,10094,127814,110985,13650,124136,111982,10700,121609,109084,10699
21,21,311138,77913,37331,182342,21963,2610,724,0,0,314397,79822,38008,177149,25592,2020,206,0,0,319169,75768,38340,177449,33065,4305,560,319736,75793,38411,174244,32175,3129,387,309452,76932,36695,175805,25215,2466,196,161585,21491,662,10,2244,9837,314180,76537,35511,178617,27734,3167,229,236665,59807,26826,140169,15924,1838,587,0,0,201234,55992,20495,110923,12555,535,0,109850,12047,244,806,0,252373,59242,28957,144058,24313,3365,452,252373,59242,28957,126221,20959,408,48,2852,13686,201657,54986,21247,111561,12372,720,8,0,0,0,0,0,210390,56711,20696,117897,13914,800,23,116347,13253,379,23,200984,52488,20886,110179,15994,1025,104,108245,14936,313,104,104067,85796,17750,101910,86783,15127,107707,88423,16687,104347,92636,9473,83024,73118,9846,83589,71695,9622,83219,72851,9197,96721,82577,12636,118789,96656,21087,68712,53555,15105,86684,70057,15999,70158,54996,14797,70978,53126,17742,69949,54055,15842,66468,54483,6146,90990,70678,19589,110466,82388,25912,106083,82763,22169,103816,81507,22309
22,22,296724,227942,25072,6278,37588,1114,323,0,0,294934,211868,27487,8503,47029,1232,379,0,0,319615,216369,29020,9721,56960,2918,337,319735,216420,29064,9678,57375,2730,314,293501,209514,27065,8982,46681,1459,482,6789,40787,178,319,2211,6635,303117,208266,27905,10493,51354,2729,461,209127,157537,18157,4844,28653,737,243,0,0,170821,127564,13317,5068,24189,496,50,4895,23252,376,152,0,222236,146863,20924,7601,42936,2077,240,222236,146863,20924,5620,38576,128,32,3589,6504,169507,126431,12934,5153,24275,363,122,0,0,0,0,0,173914,125979,13821,6593,26575,690,97,6094,25435,235,97,170221,122764,12666,8274,25520,753,102,7524,24108,300,102,72358,23215,48609,66481,22132,44349,71466,24524,44183,65441,43314,20950,47142,20729,26307,48576,22219,25220,47197,21720,24108,61469,26395,33880,89311,25856,62604,60170,19940,40075,65955,20755,44577,62059,22538,39173,64521,12480,51946,61708,18323,43270,48915,17386,16235,72991,20004,52532,84593,18453,65002,76222,22311,53210,73408,20658,51986
