ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,T_23_ACS_Total,T_23_ACS_White,T_23_ACS_Hispanic,T_23_ACS_Black,T_23_ACS_Asian,T_23_ACS_Native,T_23_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_23_CVAP_Total,V_23_CVAP_White,V_23_CVAP_Hispanic,V_23_CVAP_Black,V_23_CVAP_Asian,V_23_CVAP_Native,V_23_CVAP_Pacific,V_23_CVAP_BlackAlone,V_23_CVAP_AsianAlone,V_23_CVAP_NativeAlone,V_23_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SCC_Total,E_16_SCC_Dem,E_16_SCC_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_18_SCC_Total,E_18_SCC_Dem,E_18_SCC_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SCC_Total,E_20_SCC_Dem,E_20_SCC_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
80,80,184646,30077,151682,2023,1118,1547,141,0,0,200264,30176,166860,2372,944,1939,134,0,0,192601,29731,158377,2452,1154,3004,188,204895,30422,170767,3385,1121,1850,104,1584,1016,136,0,918,194049,27705,162151,2925,1351,2317,81,195197,28257,161944,3120,1557,2224,116,123950,24179,97478,1364,842,1075,93,0,0,113943,23729,88279,916,227,779,0,732,213,124,0,55,0,135888,24064,108349,1790,858,2260,114,135888,24064,108349,1281,613,207,29,1075,118491,24187,91940,1344,490,569,0,0,0,0,0,114009,22325,89067,1438,673,544,0,1155,658,109,0,114611,22754,88933,1683,588,631,0,1348,578,195,0,118183,22793,91990,1734,773,896,11,1462,753,442,11,40540,24781,15037,42409,26122,16287,21633,10885,10748,23257,12500,10757,47017,26468,19094,132841,73507,52024,39578,20870,16486,41044,22963,17721,40671,20461,19747,40008,22517,16352,40111,21968,17266,108828,44713,53949,46463,24165,21423,57270,27099,29572,54957,25873,27298,159356,80247,79109,46076,23093,22061,39702,18249,20611,37530,17495,19035,37566,16748,19426,36877,15866,18904,38879,18781,19009,49839,22089,26840,55837,21191,34203,53750,22784,29442,52886,22733,30153
81,81,154985,64315,81248,7651,1440,2369,223,0,0,180200,59363,108502,10529,2435,2876,150,0,0,184670,58287,111109,10401,3170,4526,511,181751,58035,111034,10164,2459,3132,268,8095,1764,477,38,1989,181325,53857,114266,11152,2919,3340,360,182055,55707,112500,11384,3021,3647,229,110138,51659,51953,4829,996,1677,138,0,0,111510,46235,57825,5444,905,1067,4,5342,770,350,4,34,0,133588,46695,75720,7074,2314,3317,318,133588,46695,75720,5937,1877,518,198,2300,112595,45279,59500,5651,1027,1072,4,0,0,0,0,111375,41934,61555,5586,1032,1208,4,5294,872,386,4,110990,43203,59490,5953,1160,1279,35,5485,1041,307,35,111065,41724,61055,5813,1137,1201,201,5113,959,233,201,41504,10506,30453,36917,9248,27669,16979,2782,14197,17567,3029,14538,41910,11456,29028,123814,32537,85622,34593,9083,24321,34902,10357,24261,34991,9194,25331,34731,10011,23900,34829,10068,23959,99905,19534,74799,40867,10814,29347,50828,12493,37751,49671,11750,36621,147282,36826,110456,39331,10134,28557,29366,6551,22476,29011,6585,21760,29089,6468,21908,28967,6056,22085,3864,523,3144,42804,10219,31987,48543,10820,37314,48038,11668,35332,5553,805,4748
82,82,155499,80799,61072,11084,2171,1940,156,0,0,186629,83672,85127,13508,4527,2568,302,0,0,187676,83857,82353,13863,4918,4914,344,189763,83152,87898,14099,4946,2458,194,11519,3482,762,57,2775,186963,78015,89645,14907,5292,3130,95,189037,82272,85990,16097,5471,3792,94,113093,64213,39153,7518,1547,1390,103,0,0,120135,64650,45155,7949,1148,1078,70,7700,953,472,70,184,0,136280,65334,55471,9649,3304,3523,239,136280,65334,55471,8584,2804,552,112,2977,121380,63904,46995,7865,1213,1029,50,0,0,0,0,120755,59715,49870,7954,1708,1404,44,7464,1274,311,44,123305,62855,48525,8559,1801,1505,19,8014,1477,302,19,124614,61927,50340,8989,1860,1338,70,8399,1740,230,70,52127,11157,40450,49001,9424,39577,25549,3025,22524,26370,3463,22907,54193,11126,41064,159048,29384,121655,46772,8916,36392,47524,10777,36356,47397,9069,37592,47134,10086,35857,47144,10538,35458,135773,19083,110784,53876,11061,41801,64805,13425,50432,64279,12418,50371,189860,38426,151434,52916,10662,41318,44093,7705,35818,43400,7792,34460,43569,7601,34811,43053,6782,35150,3907,0,3434,57653,11222,45522,64567,12265,51579,63704,12818,49474,5297,0,4572
83,83,170810,105035,55088,8019,2276,1909,153,0,0,181832,104857,63987,9418,3254,2884,165,0,0,185969,105330,65004,9599,3704,4547,349,183884,106084,65025,9893,3057,2230,150,6871,2063,309,61,3145,185294,103118,68244,10058,3415,2937,172,187567,106570,66573,9862,3287,3668,174,128184,83887,36346,5714,1588,1368,93,0,0,128922,83241,37226,5773,1393,1425,43,5174,1153,464,43,156,0,140204,84262,44340,6447,2601,3422,205,140204,84262,44340,5399,2089,450,40,3300,129883,83914,38190,5418,1228,1039,43,0,0,0,0,132479,81316,42599,5783,1475,1291,27,5035,1249,259,27,134121,83838,41476,5604,1702,1525,8,4821,1369,302,8,136420,83573,43381,5939,1848,1676,29,5117,1323,316,29,65403,15844,48636,60777,12963,47814,34209,4648,29561,35393,5562,29831,66595,13197,50611,193344,35731,149663,59396,11754,45911,60436,14377,45657,60224,12086,47035,59860,14253,44259,59935,15623,42786,173243,25120,139947,67170,14652,51228,79777,18203,60586,78852,16593,60406,231823,49875,181948,67065,14402,51507,59055,11471,46907,58507,11569,45414,58639,11667,45493,58211,10370,46556,57930,98,47818,74078,15822,57180,83714,17864,65070,83203,18211,63117,79398,0,65519
84,84,175770,89199,62970,18667,4984,2428,361,0,0,188120,88426,74628,19427,6028,3522,479,0,0,187524,78868,73527,24965,8332,5552,350,189078,87171,75698,20250,6584,3412,482,16442,5170,659,193,3670,188649,85012,76133,21416,6723,3268,608,188946,85743,74887,21777,6847,3661,633,133856,75325,41447,12459,4035,1739,289,0,0,137033,73174,48199,12022,2391,985,136,11471,1969,465,136,128,0,144770,66089,51075,18158,6900,4221,224,144770,66089,51075,16469,6120,889,103,3568,138442,73156,48785,12663,2508,1248,139,0,0,0,0,139446,72559,50131,12562,2444,1361,116,11436,2095,411,116,140264,73232,49638,12915,2594,1469,185,11810,2296,357,185,141082,73621,49930,12794,2893,1327,192,11709,2605,297,192,54785,20465,33942,48401,17586,30815,21692,5699,15993,22575,6474,16101,52178,18420,30560,151560,49119,93325,47035,17764,27292,47956,20903,26639,47728,18046,28493,47425,19663,26334,47511,19956,26004,134418,37630,84720,53167,20960,30694,62905,25604,36144,62072,23328,36468,181520,70974,110546,50688,19674,29685,40319,14996,24706,39916,14754,23884,40035,14588,24021,39696,13659,24635,38454,0,25571,55029,20705,33182,62958,22558,39661,62548,22792,37915,57061,0,39628
85,85,174219,94825,46879,26165,6380,1703,140,0,0,199065,97446,56266,29813,15892,1434,88,0,0,202964,96810,57947,28702,17177,4425,220,198700,97760,56874,30014,14352,1508,76,27667,13704,187,20,2329,202675,95119,60037,31836,15660,2797,116,206018,96698,60159,32482,16260,3105,109,130232,76486,29495,19545,4333,1184,93,0,0,134173,78709,25345,21941,7508,605,25,21761,7354,141,25,82,0,154177,79369,38484,22037,11822,3222,151,154177,79369,38484,20987,11360,356,23,3028,136590,79455,27058,22310,6926,814,20,0,0,0,0,140918,77522,30773,23500,7889,1201,18,22894,7609,199,18,142142,79055,30415,23647,7758,1287,31,22817,7395,209,31,143915,79306,31447,22748,8618,1609,53,21833,8155,241,53,66717,22648,43221,65935,19519,46416,39905,8420,31485,41057,10199,30858,76640,22683,51633,223065,64214,152224,68824,19402,48028,69552,22290,46863,69415,19440,49273,68969,22119,45628,69157,22016,46122,194641,41529,143219,76994,23383,52519,90956,28142,61830,89847,26485,61743,264976,78909,186067,76716,22451,53134,68097,17543,49791,67457,17381,48602,67724,17703,48749,67446,15741,50676,67356,16084,50199,85299,24642,59447,96811,27523,67905,95947,28868,65089,94163,25042,67893
86,86,167084,115504,43510,4715,2334,2323,184,0,0,179520,114377,54118,6352,3843,3521,975,0,0,185308,112317,57807,7521,3795,5652,273,181181,113852,55700,6783,3915,3321,638,4319,2659,618,271,3672,186500,113086,59915,8041,3785,4607,819,188497,113790,60676,8753,3983,4826,363,123033,90277,27176,2936,1630,1610,121,0,0,124965,89455,29095,3053,1438,1413,325,2787,1331,501,325,231,0,138631,89743,38049,4678,2602,4224,161,138631,89743,38049,3636,2070,750,38,3983,126490,89610,30450,3252,1453,1484,230,0,0,0,0,130945,89853,33305,3820,1773,1669,174,3136,1453,471,174,132465,90710,33744,4135,1868,1744,53,3337,1512,474,53,134565,90549,35669,4166,2069,1600,117,3211,1536,292,117,65841,12215,53028,60670,9666,51004,33759,3637,30122,34880,4584,30296,66476,10578,53046,196445,28847,158890,58007,9629,46657,58741,11500,46822,58636,9749,48094,58303,11236,45766,58366,12081,44931,170633,20522,142679,65776,11813,52682,77744,15102,61434,77245,13737,61682,228697,42067,186630,65480,11623,52619,57042,9349,47032,56712,9600,45855,56793,9671,45724,56545,8722,46710,56479,9496,46831,71280,13114,57108,79242,14788,63722,79091,15513,62073,2366,0,2113
87,87,193481,101772,68791,14965,7010,3342,264,0,0,190534,90832,74004,15657,9209,3380,563,0,0,187448,85253,73882,16309,8176,7153,238,188239,88736,73916,16539,8770,3360,389,13173,7562,1216,156,3437,186231,85494,74993,16520,8341,4323,376,184515,84400,73883,16771,7942,4637,431,138653,80762,42179,9800,4564,2371,155,0,0,118805,71930,32810,8987,3072,1873,250,8550,2894,902,250,49,0,138418,69386,49016,10864,5377,5329,149,138418,69386,49016,9587,4856,923,26,4073,116990,70585,32955,8871,2725,1782,88,0,0,0,0,117810,68678,35608,8793,2834,1790,125,8228,2275,769,125,117700,68254,35732,8956,2860,1779,129,8331,2162,676,129,116814,67181,35740,8861,3023,1742,163,8115,2240,499,163,54969,12542,41615,48418,9865,38553,25978,3481,22497,26615,4145,22470,52300,10533,39593,151657,29192,115351,42967,8677,32973,43599,9877,33329,43492,8832,34015,43235,9794,32467,43283,10757,31437,125349,18400,100894,49343,10503,37879,58297,12935,44391,57520,11994,44020,170157,36932,133225,48211,9982,37291,39202,6893,31730,38946,7107,30949,39006,7090,30826,38765,6515,31376,39011,7246,31765,51318,10593,39928,56067,11419,44111,55563,11801,42453,0,0,0
88,88,191030,98835,82114,8310,971,2823,146,0,0,193099,90656,91673,9503,1476,3262,218,0,0,186059,86426,88538,7400,1382,4682,352,191906,88529,92550,9019,1376,3442,297,6489,708,697,106,2687,185828,82751,91760,8853,1671,3450,354,185465,84073,89706,8840,1577,4110,225,137015,77794,51788,5809,685,1929,98,0,0,123095,68935,46459,5745,465,1471,102,5171,376,489,102,135,0,135454,67951,59037,5229,922,3523,212,135454,67951,59037,4405,549,564,44,2671,123760,67435,48437,6008,390,1513,57,0,0,0,0,118225,63270,47099,5624,779,1379,65,5150,662,425,65,119660,63450,48159,5744,696,1604,55,5156,561,413,55,119109,62409,48390,5795,779,1616,75,5207,678,439,75,62246,13294,47412,54419,10016,44403,28885,3096,25789,29784,3622,26162,57493,9509,46114,166014,27407,132055,47001,7470,38358,47763,8517,38965,47707,7542,39571,47379,8821,37699,47410,10676,35646,137075,15932,116573,53705,8869,44054,63332,10106,52473,62184,9512,51367,183241,28841,154400,53028,8364,43896,44022,5338,38152,43565,5599,37148,43645,5749,36968,43266,4953,37458,43072,1291,38366,56782,8488,47602,62342,8959,52915,61675,9347,51052,41266,0,35954
89,89,155971,98814,25492,15225,15458,2119,300,0,0,176082,100914,32709,20710,21636,1549,321,0,0,194270,101931,37402,22704,28297,5811,364,179958,100230,32160,23409,23205,1750,225,19519,20578,543,33,6646,198702,105542,35160,28265,26920,3726,488,204745,105588,36827,30564,28354,3901,290,107105,71599,15221,9306,10079,1355,174,0,0,111941,74236,13199,12177,10975,869,63,11755,10391,394,63,475,0,139747,78047,23989,14778,19675,4051,204,139747,78047,23989,13315,18297,603,65,4908,115285,74226,13548,14798,11566,962,31,0,0,0,0,130421,81258,16262,17655,13422,1385,132,16639,12464,394,132,133947,81478,17557,18733,14456,1354,130,17656,13559,345,130,142049,83421,19902,20190,16819,1320,136,19273,15804,315,136,58071,20309,37481,57859,18609,39250,33919,9266,24653,34866,10824,24042,69931,24508,40866,200327,62977,127513,65476,24586,38786,67380,28986,37762,66991,24524,41179,66486,27417,37187,66515,27012,37923,184335,51192,119054,74859,30053,42845,90848,39563,49499,88561,35569,50777,256799,104185,152614,74918,30532,42392,67331,27643,38701,66249,26876,36869,66594,27426,37373,65933,24826,39580,66308,25524,38945,84710,35115,47411,98597,39054,56048,97151,42169,52546,93943,37003,56920
90,90,195392,38346,126374,26773,4624,2398,196,0,0,205149,37448,135558,28470,4399,1653,160,0,0,202379,34331,132813,29085,5740,4983,325,207975,38105,135144,31242,6009,2114,108,27046,4421,397,8,2680,206426,37057,133088,32457,6379,3958,218,202982,37006,129904,32020,6519,4107,166,132369,32290,78510,18284,3321,1630,123,0,0,105107,31334,52118,19329,1676,601,49,19104,1404,319,49,58,0,145431,29462,90297,20627,4125,3778,201,145431,29462,90297,19040,3409,317,61,2487,109963,30898,56126,19841,2302,624,10,0,0,0,0,111606,30755,57442,19910,2456,730,14,18944,2223,279,14,109987,30885,55240,20107,2535,736,24,19064,2292,234,24,110327,29732,54965,21164,3255,646,45,20098,2915,211,45,42325,26891,15033,38319,25102,13217,21065,12959,8106,22154,14472,7682,41718,28195,11626,122085,79144,37268,38929,26570,10865,39746,29031,10443,39491,26817,12029,39168,27773,10533,39242,27534,10847,99003,55006,34544,43586,30228,12455,52108,36025,15294,51305,33855,16001,150573,103266,47307,41461,28541,12028,32930,22324,10143,32553,21832,9698,32638,21808,9828,32417,20736,10347,31725,20794,10544,43940,29179,13987,47693,29961,17123,47241,30979,14988,45911,28677,17229
91,91,172437,111591,38717,10058,10891,2569,634,0,0,189272,108658,49680,15454,14262,3340,1042,0,0,186760,99881,51223,17104,14345,6332,893,189025,109617,48803,14766,14711,2871,681,11841,12570,576,508,4708,187629,104266,50761,16548,14555,4340,800,186504,103819,49046,17794,14509,3574,802,125371,86741,23727,6182,7581,1748,374,0,0,126111,86100,22739,8201,7285,1491,110,7752,6699,662,110,295,0,141029,81308,33961,11229,10751,4704,532,141029,81308,33961,9703,9587,573,302,5066,127840,87447,23391,7933,7417,1246,161,0,0,0,0,129273,84811,25124,9698,8023,1250,247,9219,7556,358,247,128452,84443,24093,10793,7652,1283,242,10270,7132,344,242,129129,83785,25188,10831,7477,1457,271,10188,7054,308,271,60818,20859,39702,56335,17562,38773,33226,9028,24198,34494,10903,23591,63366,20386,39498,186836,56237,120983,57133,19880,35100,58130,23253,34317,57982,19820,37032,57628,22084,33969,57774,21542,34786,160259,41568,108002,64705,23788,39252,76264,29844,45055,75633,27572,45687,221987,83170,138817,63582,23709,38208,54829,20887,32988,54411,20462,31794,54554,20778,31923,54258,19157,33614,54477,20241,34236,68358,26375,40491,74939,28795,45136,74713,30424,42285,73587,27656,45931
92,92,161352,58373,54215,35272,13024,2352,1342,0,0,176354,53516,62071,45828,14063,2500,1716,0,0,188309,51696,61146,54421,18987,5401,1647,176612,51897,60385,47932,15103,2582,1869,42584,13950,356,1502,5341,183753,50419,62398,52539,17335,3119,1846,183715,49181,62913,52721,18223,2757,1555,118999,49647,33961,24555,10013,1692,835,0,0,105196,44732,24051,27854,6575,962,705,27038,6194,448,705,399,0,144186,45038,42095,39701,15149,3976,1094,144186,45038,42095,36823,14002,486,796,4197,105637,43558,24450,28469,7204,935,614,0,0,0,0,112579,42894,26324,32507,8537,913,749,31439,8135,283,749,111832,41736,26453,33076,8555,850,569,32002,8178,191,569,112896,40771,26871,34056,8636,1007,726,32794,8144,181,726,42802,22737,19875,38989,21014,17975,20107,9240,10867,20894,10363,10531,43814,24133,17434,128782,67800,54240,39801,22555,15720,40435,24954,15147,40262,22406,17054,40025,23898,15108,40114,23591,15501,106472,46850,49002,45857,26965,17794,55874,34207,20809,55290,32269,21355,162481,97959,64522,44211,26073,17098,35381,20680,14217,35123,20272,13637,35205,20380,13710,34998,19351,14636,21967,12384,9372,47425,27889,18534,51739,29313,21443,51457,30568,19610,44901,21004,23295
93,93,129220,81607,27522,11181,8463,1779,444,0,0,174348,100833,35857,21181,14852,3789,446,0,0,195785,100779,45965,25558,20292,5987,757,179837,104294,37413,20815,14910,3837,411,17893,12718,778,75,5746,191375,102759,42836,26397,17457,2752,487,200865,106303,43526,28720,19952,2880,448,86221,57223,16249,6641,5556,1102,242,0,0,112787,71963,18154,12972,7482,1760,25,12470,6968,749,25,514,0,137347,74628,29663,16086,13984,4118,494,137347,74628,29663,14087,12460,568,183,5215,119786,77441,19833,12377,7849,1723,35,0,0,0,0,127205,76950,24847,15808,8386,1179,25,14663,7609,232,25,132327,80204,25205,16144,9418,1282,30,14987,8363,157,30,140448,81819,28920,18532,9747,1299,44,16928,8722,57,44,38657,13730,24693,43685,13969,29716,24926,6970,17956,25852,8291,17561,56982,19029,34659,168187,52094,107593,52848,19640,31228,53633,22845,30346,53469,19549,32935,53201,21576,30202,53300,21208,30742,148181,41087,96053,63258,24846,36822,81720,34308,45976,81088,31798,46880,238637,95681,142956,65184,25999,37519,59266,24310,34136,58963,23736,33132,59060,23943,33281,58760,22394,34796,58977,23202,35740,77151,31489,44050,91166,36253,53728,90963,38364,50386,89660,35001,54659
94,94,173053,114297,31332,17357,8559,2478,848,0,0,183548,109870,35917,25265,11172,2286,569,0,0,185756,100645,42366,27304,11550,5689,1336,184275,105592,38542,26623,12287,2457,542,23324,10106,727,319,5191,183872,99870,42716,26846,12773,3023,763,184895,97734,43974,28788,12246,3502,1130,131985,93413,19701,11335,6141,1758,525,0,0,128601,89632,15908,15136,6300,1342,188,14413,5747,616,188,170,0,143762,84719,28190,18566,8678,4274,851,143762,84719,28190,16445,7560,593,612,5127,128708,86370,17540,16113,6811,1547,195,0,0,0,0,128755,83262,19655,16951,6717,1620,410,15891,6184,407,410,129482,82348,20079,18472,6389,1792,415,17058,5782,317,415,131032,81811,22232,17771,7227,1560,372,16503,6456,201,372,75731,27681,47778,70055,24014,46041,42894,13132,29762,44508,15707,28801,74080,27068,42852,218332,73170,134069,67893,26039,39323,69143,30396,38077,68971,25803,41705,68553,29044,37627,68745,28450,38451,189050,54392,120746,75073,30844,42298,85503,37995,45961,84963,35085,47574,248985,105063,143922,72969,30854,40274,62977,27557,34479,62494,27180,32807,62737,27916,32948,62312,25477,35256,31871,13314,18550,76223,33552,40994,81054,35945,43704,80927,37510,41392,67958,17401,50241
95,95,170282,37898,49653,78852,4720,1972,293,0,0,193881,37732,66658,82459,7572,1858,428,0,0,203993,38168,72684,85464,7757,4698,444,199881,38298,70936,82972,8300,2502,416,77440,7213,278,232,5137,204063,39265,78134,80692,6725,3408,482,205857,38402,81454,78769,8212,4024,319,120838,33116,29841,54617,3310,1396,179,0,0,116662,32183,22643,57554,2890,1070,231,56597,2766,276,231,383,0,149313,33840,47058,62092,5457,3436,291,149313,33840,47058,59316,4703,435,95,3447,121921,33051,25651,58618,3139,1200,219,0,0,0,0,125319,34229,30499,56353,2598,1243,200,55392,2417,338,200,126142,33706,32836,55346,2948,1182,151,54490,2755,345,151,125839,32642,33746,54983,3039,1133,166,54042,2844,381,166,57340,43359,13658,51770,39751,12019,29300,21797,7503,30372,23285,7087,49976,37127,11221,148243,108471,34496,45470,33871,10124,45934,35693,9934,45866,33575,11563,45724,34910,9882,45759,34617,10250,112934,69641,32214,51111,38405,11737,60487,45593,14060,59763,43516,14504,176560,133251,43309,48610,36318,11343,38399,28238,9621,38090,27695,9246,38216,27872,9248,37993,27212,9686,31827,23841,7456,51176,37301,12949,55433,38783,15873,55179,39786,14024,50346,32989,17296
96,96,163302,107154,24061,23773,7520,2025,273,0,0,183893,106520,32535,33774,9697,2044,828,0,0,188593,99275,37308,37889,10975,5806,485,186934,105548,31416,38225,9931,2163,1306,34198,7629,406,853,6367,191081,101419,34579,41685,11706,2483,1141,197513,102309,38001,43345,11891,2919,1146,116726,80915,14775,15160,5028,1378,167,0,0,128781,82492,18244,20808,5652,1122,152,20295,5006,383,152,445,0,140738,79950,24346,25582,7730,4231,322,140738,79950,24346,23548,6578,556,114,5148,131721,82694,17412,24351,5374,1166,486,0,0,0,0,134889,80721,18623,26903,6676,1152,516,26092,5569,162,516,137412,81399,19969,27178,6673,1411,480,26182,5854,169,480,138981,81088,22075,27074,6806,1380,397,26189,5949,216,397,66826,24222,42382,65413,23074,42339,39639,12820,26819,40914,14803,26111,72610,26615,42583,214713,73932,131703,66611,25959,38452,67646,29650,37458,67474,25490,40838,67159,28445,37183,67333,28113,37733,184810,54168,118117,75232,31052,42558,88813,39472,48073,88215,36851,49208,259129,110458,148671,73959,31311,41085,63912,27877,35260,63457,27503,33916,63651,28033,34040,63298,26071,35897,3521,2537,984,79774,35083,43171,87224,38310,47591,87086,40311,44783,70118,13587,56175
97,97,158976,111588,25845,15346,5438,1994,283,0,0,180856,114648,35676,22816,7700,1922,166,0,0,189469,110693,39563,26737,8964,5390,459,181380,110809,39842,21130,9413,2038,174,17590,6834,410,117,5162,191030,110950,44511,25828,9360,3066,221,194156,109050,46863,28222,10278,3699,302,123285,91494,16569,10317,3983,1451,205,0,0,132042,94500,17952,14580,3822,996,49,13911,3098,321,49,193,0,147798,91998,26786,18830,6847,4032,304,147798,91998,26786,16969,5635,564,152,5140,130376,91013,20423,13287,4391,1046,35,0,0,0,0,136096,91060,23730,15377,4322,1383,0,14499,3750,219,0,138891,90160,25674,16761,4685,1269,4,15813,4070,188,4,143029,91085,25000,19502,4998,1470,9,18146,4309,173,9,65138,24228,40587,62095,21461,40634,39691,12510,27181,41242,15364,25878,68678,25601,39059,202130,68709,123881,64721,24858,37560,66091,29325,36194,65862,24649,39928,65432,27784,35896,65627,27343,36593,179954,51792,115584,72842,30000,41065,86265,38218,46530,85806,34725,48851,251202,103917,147285,72671,30706,40164,65334,28336,36059,64829,28082,34236,65040,28787,34295,64641,25991,37126,62515,24658,37857,80560,35243,43733,90969,40115,49654,91036,41853,47068,88606,35007,53584
98,98,160805,124018,17651,6890,11092,1785,479,0,0,186813,133420,25100,9750,18489,2200,341,0,0,184798,123244,24410,11644,21009,4802,642,189111,130507,27662,12231,17980,2032,180,8778,15549,529,39,5750,184943,124420,25751,14693,18651,2158,417,185210,121359,25950,14798,20268,2920,710,116215,92237,11232,4598,7167,1214,273,0,0,128200,101584,11807,4788,8711,1010,90,4465,7799,438,90,234,0,141006,98400,16539,8152,14245,3469,457,141006,98400,16539,6968,12885,443,250,4991,130347,100178,12908,7436,8665,998,38,0,0,0,0,128340,96180,12949,8881,8943,927,82,7312,8238,233,82,128744,94713,12994,9241,9937,1194,157,7531,9119,256,157,129720,93579,14014,9140,11121,1247,93,7244,10222,276,93,76267,22471,53567,75204,18980,56224,46416,9920,36496,47923,12403,35520,84785,25636,54498,250777,63786,176212,80131,24204,53494,81714,29945,51114,81388,23768,56064,80914,27838,51115,81119,27210,51947,226648,50807,162871,89002,30156,56845,103093,39097,62412,102780,34539,66066,301362,101985,199377,88475,30909,55528,80022,28309,50613,79511,28128,48406,79761,29026,48746,79385,25528,52296,79736,27758,51978,94442,34129,58525,100702,36392,62723,101015,38154,60847,99983,34357,65626
