ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
53,HAMPDEN10,43567,8571,25908,9515,1654,855,230,0,0,42379,6746,26548,9344,1499,255,66,0,0,43623,6305,27666,10057,1806,1263,166,42571,6749,26803,9954,1337,323,75,7193,1045,115,0,494,42822,6901,27483,10374,1585,313,33,30067,7509,16332,6200,1126,574,135,0,0,28283,5744,17153,4737,535,108,0,4585,513,50,0,35,0,31379,5547,18830,6759,1361,860,110,31379,5547,18830,4887,1187,64,12,679,29026,5619,17831,4846,499,175,0,0,0,0,0,28940,5763,17642,4685,579,166,0,4410,554,59,0,29416,6115,16997,5184,1090,157,3,4764,999,35,3,10959,9164,1641,12571,11248,1323,6121,5100,1021,6634,4645,1395,12565,10649,1350,7348,6233,908,7327,4106,3193,7173,6169,975,6985,5521,926,7185,5555,778,7036,5797,822,9501,7448,1879,11593,8856,2525,11108,8680,2334,9982,6933,2807,9477,7239,2202,9229,7083,0
54,HAMPDEN11,42706,14478,12859,15985,891,703,145,0,0,43109,13116,16398,13956,1049,784,133,0,0,43931,12261,17244,14776,1217,955,161,42137,12167,16545,13598,1215,644,100,11079,1063,129,14,966,43357,11503,17857,14651,977,1029,79,31745,12853,7700,11293,627,474,99,0,0,31962,12003,10647,8414,557,424,8,8041,551,170,8,99,0,33986,11236,11471,11125,919,695,122,33986,11236,11471,9267,724,72,34,998,32260,11224,11483,8734,565,201,14,0,0,0,0,32345,10615,11984,9007,449,354,0,8621,373,100,0,31646,11183,11590,8192,538,149,13,7378,363,63,13,14316,11702,2402,14766,12520,2246,8342,6736,1606,8817,5818,2165,14586,11426,2441,10052,8042,1700,9990,4705,5254,9889,8253,1616,9638,7343,1607,9875,7808,1310,9687,7747,1403,12145,9120,2808,14435,11302,2902,14003,10977,2899,13701,9743,3590,13306,10009,3253,13033,9906,0
55,HAMPDEN12,42545,33797,3684,4150,1258,331,52,0,0,42671,29668,6864,5080,1661,286,103,0,0,43071,30086,6258,5037,1747,674,57,43202,30892,6349,5320,1500,367,140,3821,1046,0,0,1086,43316,29807,7480,5614,1486,459,121,33016,27349,2225,2704,828,216,35,0,0,32940,24845,4122,2899,928,178,0,2674,842,35,0,74,0,34461,25376,4127,3484,1287,514,39,34461,25376,4127,2676,1100,39,9,1011,33100,25486,3918,2805,810,125,0,0,0,0,0,33237,24730,4787,2817,809,92,15,2558,719,0,15,32975,24805,4000,3252,571,161,10,2916,461,5,10,22370,12770,9190,22440,12667,9773,15324,8722,6602,16090,5917,8461,22733,11660,9485,18267,9764,7899,18008,4328,13606,18088,11451,6622,17445,10198,6144,18012,11702,5546,17554,10823,5834,20973,10890,9605,24825,14240,10044,24196,13938,9949,24203,13161,10473,23868,12850,10968,23075,14494,0
56,HAMPSHIRE1,40869,35909,2119,1154,1544,352,47,0,0,41081,35527,2811,1075,1562,373,107,0,0,41850,34378,3029,1601,1992,697,78,41112,35318,2997,1146,1510,408,108,610,971,74,9,1099,40291,34303,2666,1233,1687,330,98,33959,30315,1451,828,1188,285,35,0,0,33597,30024,1841,613,854,168,10,485,611,58,10,123,0,35663,29867,2217,1249,1618,571,51,35663,29867,2217,764,1230,52,15,1344,33424,29862,1794,629,756,205,10,0,0,0,0,32758,29240,1640,783,761,241,4,571,625,81,4,34894,30391,2146,1005,1026,194,15,751,765,42,15,24107,18834,4699,22838,18487,4351,16961,13742,3219,17336,11687,4360,24651,18421,4265,22121,17674,3770,21965,12763,9184,21973,18595,3369,21352,15794,3008,21768,17019,2663,21542,16480,2877,23876,18449,4911,26653,21647,4371,26333,21583,4586,25714,20181,4444,25424,20278,5121,24707,20538,0
57,HAMPSHIRE2,41899,37615,1572,986,1630,267,36,0,0,42111,36637,2082,1535,1771,309,2,0,0,42573,35416,2845,1333,2149,635,61,42235,37538,1930,1226,1439,232,1,698,1150,9,0,812,41741,36194,2679,1364,1667,223,1,34416,31277,1018,711,1304,207,20,0,0,34672,31438,1191,935,968,128,0,737,713,35,0,46,0,36012,30606,1916,943,1800,495,50,36012,30606,1916,605,1556,42,10,1134,35240,32613,1105,660,778,94,0,0,0,0,0,34165,31205,1509,439,892,87,0,306,758,0,0,35387,31782,2134,573,742,100,8,452,640,5,8,22638,14952,7193,22153,14769,7384,15359,10139,5220,15879,7592,6650,23844,14272,7610,20374,13157,6406,20175,7620,12512,20229,14743,5477,19573,12779,4977,19997,14260,4436,19715,13420,4825,22676,14197,7883,26043,17768,7636,25603,17611,7670,25292,16565,7932,25012,16282,8709,23988,16174,0
58,HAMPSHIRE3,40977,30723,2821,2752,4871,383,55,0,0,43007,30556,3124,3250,6104,490,281,0,0,42486,26893,3977,3523,8132,599,98,43043,29763,3174,3411,6719,470,315,2115,5474,69,205,2204,36290,25019,2778,2966,5452,322,160,36506,27960,2187,2211,4214,290,47,0,0,34693,27352,2287,1678,2949,182,49,1304,2590,84,49,213,0,38389,24706,3245,3007,7396,496,71,38389,24706,3245,2051,6611,58,12,1544,34915,26652,2416,2018,3405,129,79,0,0,0,0,29480,22535,2183,1633,2851,105,44,1175,2314,12,44,34404,25612,2537,1892,4053,161,0,1505,3207,15,0,14696,12237,2101,16465,13747,2718,8947,7515,1432,9090,6587,1965,16845,13306,2057,12614,10641,1583,12495,7763,4717,12471,11020,1442,11954,9481,1259,12187,9941,1194,12074,9886,1262,13663,11086,2206,13928,11867,1732,13787,11926,1758,12668,10368,1797,12537,10434,2065,12162,10440,0
59,MIDDLE1,41443,39245,763,388,872,215,21,0,0,43804,40666,1203,581,1267,141,0,0,0,43291,37986,1662,944,1530,566,36,43226,39239,1426,678,1782,114,25,297,1258,0,0,937,42178,37060,1657,1326,1764,206,32,30849,29516,437,225,538,139,13,0,0,33643,31947,586,219,749,72,0,147,586,4,0,40,0,34083,30598,1025,556,1006,413,25,34083,30598,1025,341,746,31,5,1145,33123,31122,722,305,874,54,0,0,0,0,0,32384,29834,828,759,764,95,0,616,607,0,0,32874,30050,1057,766,952,80,0,660,838,0,0,23687,11746,11412,23709,11049,12660,16113,7734,8379,16555,5700,10044,24998,11413,11096,20522,9730,10007,20179,4419,15698,20399,11877,8512,19779,9751,8632,20197,12398,7192,19847,11211,7989,23336,11184,11405,27270,15033,11416,26910,14677,11738,27187,14425,12066,26882,13260,13595,19440,19022,0
60,MIDDLE2,38083,33014,580,300,4061,156,13,0,0,41886,34047,750,400,6501,295,2,0,0,42250,32011,1164,724,7528,394,42,42408,33175,1022,329,7554,320,1,236,6969,35,1,874,42523,32323,1251,438,7760,366,0,27584,24473,346,162,2504,93,6,0,0,29948,26129,554,66,3111,87,3,52,2873,0,3,15,0,32412,25571,716,431,5086,293,32,32412,25571,716,277,4842,32,10,832,29516,25117,565,83,3631,125,1,0,0,0,0,29416,25033,605,154,3511,218,0,100,3276,10,0,29688,24602,801,295,3913,141,4,187,3683,26,4,21838,11950,9549,22440,11532,10908,16267,8787,7480,16740,6345,9646,24335,13830,8334,20874,11859,8272,20588,5212,15324,20737,14003,6729,19996,11410,7378,20526,14387,5623,20079,13046,6437,23324,13360,9345,27047,17920,8334,26627,17313,9123,26018,16803,8454,25714,15539,10143,20416,20039,0
61,MIDDLE3,40656,36711,1400,743,1298,197,25,0,0,43078,38838,1803,504,1496,91,28,0,0,43677,35772,2268,1172,2018,453,18,43278,37249,1928,728,2367,107,28,453,1907,0,0,1159,43382,36125,1906,964,2862,573,22,30847,28220,901,460,864,138,18,0,0,31515,29485,783,370,820,49,0,350,690,0,0,15,0,34450,28898,1513,742,1437,328,14,34450,28898,1513,484,1248,17,4,1707,31050,28415,884,612,1069,70,0,0,0,0,0,31525,28315,950,515,1395,240,10,281,1140,35,10,32601,28836,1364,783,1332,160,17,425,1093,31,17,22197,13105,8599,21065,12223,8842,16386,9588,6798,16827,7333,8656,24489,14487,7743,21195,12932,7490,20946,6118,14750,21062,14863,6188,20424,12273,6711,20846,14862,5233,20530,13812,5971,23525,14133,8750,27095,18436,7922,26739,17999,8438,26410,17429,8185,26211,16559,9600,20538,20235,0
62,MIDDLE4,38759,29446,4028,1527,2194,256,74,0,0,41234,28703,6048,2447,2471,173,49,0,0,42106,25609,6504,2203,2840,685,41,40942,28791,5605,2431,2450,153,97,1720,2227,11,0,1011,42390,26353,6991,2755,2528,507,53,30434,23786,2692,1082,1606,173,48,0,0,26629,22115,2327,946,1189,77,0,769,1148,12,0,10,0,33740,21650,4506,1545,2219,536,28,33740,21650,4506,1054,2019,39,3,2667,27453,22749,2615,993,1082,75,0,0,0,0,0,27503,22322,3054,1089,984,120,0,877,724,45,0,27334,20977,3635,1481,1181,111,0,1193,855,21,0,16696,9859,6524,17578,10457,7121,11629,6903,4726,11907,5239,6047,18799,11260,6024,14915,8929,5402,14771,4277,10465,14815,10418,4390,14382,8836,4555,14643,10569,3589,14425,9804,4103,17097,10227,6440,19856,13283,6126,19556,13212,6188,19029,11832,6701,18742,11316,7401,14422,14179,0
63,MIDDLE5,39490,33573,1158,961,3563,154,45,0,0,43010,34034,1833,885,6196,60,38,0,0,43778,33083,2005,1298,6281,370,49,42641,33132,1651,1031,6856,120,42,715,5801,57,6,1208,43347,33637,1741,993,6621,113,39,29937,25922,736,665,2440,103,25,0,0,28930,25311,895,490,2139,52,4,450,2020,39,4,14,0,34033,26416,1353,913,4520,265,42,34033,26416,1353,660,4204,39,1,1035,29181,25571,819,498,2175,72,4,0,0,0,0,29797,25967,1007,481,2246,71,10,442,2081,55,10,29835,25576,1138,505,2447,91,0,451,2366,43,0,21703,14095,7222,22592,14412,8180,15936,10236,5700,16293,7927,7703,23857,16327,5684,20609,14061,5887,20465,6851,13591,20522,15891,4627,19540,13307,4925,20110,15558,3930,19797,14736,4470,22884,15341,7051,26174,19785,5793,25918,19048,6753,24963,18281,5946,24664,17042,7575,19698,19469,0
64,MIDDLE6,39434,21227,7613,3516,2682,344,86,0,0,42345,21746,10021,4652,3778,514,190,0,0,41819,17004,9869,4389,3168,850,59,41794,21108,10362,4528,4027,433,164,2779,3658,66,33,1606,41228,18236,10225,4612,3113,340,106,31375,17742,5245,2564,2138,248,76,0,0,24429,15474,4444,2363,1655,387,65,2042,1517,240,65,75,0,32867,14410,6983,3173,2644,671,40,32867,14410,6983,2287,2405,50,11,3332,24340,15861,4479,1946,1806,189,35,0,0,0,0,22567,14833,4067,2031,1531,66,25,1903,1413,3,25,20970,13860,3505,2020,1463,64,9,1839,1356,27,9,11269,7777,3267,11728,8384,3344,7536,5304,2232,7705,4364,3017,12877,9253,2726,10016,7187,2533,9910,4026,5856,9962,7835,2116,9705,6896,2178,9899,7778,1759,9783,7495,1968,11709,8185,3269,13886,10337,3244,13712,10441,3157,12012,8167,3501,11758,8131,3591,9733,9415,0
65,MIDDLE7,38056,30627,2052,1403,3209,172,38,0,0,39960,31440,2553,1811,3785,263,83,0,0,41772,28793,2994,2220,4911,399,39,41242,31459,2579,2236,4615,244,86,1792,4194,76,0,785,41695,28881,3622,2419,5255,201,0,29366,24115,1385,963,2271,119,32,0,0,29253,24697,1459,926,1979,181,0,855,1938,59,0,68,0,33264,23886,2097,1577,3566,298,34,33264,23886,2097,1170,3333,33,7,1695,30411,24833,1505,1421,2342,175,0,0,0,0,0,30018,23953,1912,1429,2403,90,0,1346,2295,72,0,29785,23384,2388,1519,2254,72,5,1389,2151,43,5,19704,12450,6926,18311,11528,6783,13381,8303,5078,13672,6504,6590,21115,13806,5857,17870,11624,5644,17775,5550,12205,17800,13410,4382,17154,11431,4648,17570,13335,3715,17310,12693,4158,20236,13003,6811,23635,16963,6163,23348,16602,6603,22589,15613,6384,22349,14868,7453,19535,16742,0
66,MIDDLE8,37771,35028,658,399,1513,109,16,0,0,41927,35987,1389,839,3676,92,27,0,0,43813,34944,1591,759,5373,303,38,42698,36381,1312,826,4051,118,23,511,3570,24,0,864,43690,35714,1338,830,5049,270,0,26835,25149,411,252,908,73,11,0,0,29514,26478,800,478,1619,48,0,448,1459,0,0,75,0,32510,26947,954,481,3338,198,22,32510,26947,954,334,3106,12,5,906,29547,26811,708,483,1492,49,0,0,0,0,0,30691,27538,780,351,1802,32,0,293,1576,0,0,30556,27011,942,298,2076,64,9,231,1786,0,9,22263,12576,9315,22633,12023,10610,16364,7923,8441,16664,6446,9596,23782,14171,7345,20642,12185,7761,20471,5250,15188,20540,14385,6147,19721,11966,6474,20237,14385,5269,19882,13296,6055,23038,13616,8800,26685,18426,7509,26361,17341,8852,26607,17807,7968,26390,16196,10162,23911,18425,0
67,MIDDLE9,40447,28856,4379,2616,4491,200,60,0,0,42277,29527,4278,3321,5592,267,16,0,0,43654,27850,5806,3348,5997,425,50,41681,28612,4505,3304,5822,367,17,2455,5236,32,5,808,42973,28270,5084,3572,6326,473,39,34248,25165,3250,1957,3773,145,53,0,0,30761,24761,1881,1618,2404,87,0,1395,2230,14,0,26,0,37021,24385,4261,2637,5140,349,42,37021,24385,4261,2288,4826,33,13,958,31143,24543,2050,1627,2860,155,9,0,0,0,0,32767,24877,2719,1845,3297,102,26,1623,3068,42,26,32878,23519,3018,2189,3921,236,42,2068,3419,149,42,17632,10943,6368,18426,11553,6873,12116,8040,4076,12532,6182,5828,19667,12496,5952,16315,10415,5281,16148,5800,10296,16137,11970,4159,15510,10042,4425,15907,11950,3393,15572,11162,3857,18418,11733,6307,21417,14826,6101,21084,14912,6059,19617,13163,6043,19378,12766,6612,14793,14793,0
68,MIDDLE10,38582,27225,4982,2240,3991,214,126,0,0,42012,27473,6064,2938,5420,504,34,0,0,42348,25772,6594,2996,5948,476,43,42904,27673,5902,3617,5723,328,48,2812,5043,46,25,1262,43896,27641,5778,3760,6223,331,58,32599,23814,3729,1680,3232,159,105,0,0,29589,22914,2596,1285,2657,75,0,1106,2462,41,0,34,0,35409,22700,4653,2311,4825,354,30,35409,22700,4653,1939,4527,46,8,1042,29973,22972,2151,1582,3023,77,15,0,0,0,0,30611,22877,2576,1715,3214,117,29,1390,2930,26,29,30103,21645,2428,2226,3440,91,41,1853,3040,27,41,15432,10369,4778,16226,11044,5182,10276,7360,2916,10620,5812,4290,17592,12129,4291,14485,10190,3763,14326,6075,8204,14308,11284,3007,13865,9663,3169,14177,11069,2538,13887,10567,2794,16237,11212,4666,18621,13737,4417,18299,13842,4351,17358,12202,4621,17055,11973,5061,13549,13403,0
69,MIDDLE11,42285,34115,1856,1333,4902,183,43,0,0,43910,32355,2346,1870,7287,169,22,0,0,44056,31589,2196,2075,7396,277,41,44026,32462,2274,1841,7379,221,34,1188,6298,53,0,1604,43799,32245,1678,1800,6931,313,126,33492,27561,1367,998,3498,129,36,0,0,31758,25456,1448,1269,3535,56,0,1042,3179,14,0,13,0,35424,26183,1568,1691,5358,191,34,35424,26183,1568,1318,4997,16,8,985,32315,26006,1445,1224,3557,38,0,0,0,0,0,32732,26509,1132,1280,3687,52,10,1081,3244,14,10,32924,25952,1308,1198,4291,119,12,1000,3722,34,12,21017,15979,4712,19734,14470,5264,15021,11499,3522,15486,9237,5426,22195,17520,3393,19248,14946,3641,19165,8806,10314,19140,16202,2919,18317,13744,3092,18760,15413,2526,18567,15202,2790,21076,16035,4663,23684,19595,3611,23377,19101,4168,22101,17606,3791,21645,16396,5167,18142,17574,0
70,MIDDLE12,44351,34674,1693,1589,6333,164,44,0,0,45063,32471,2316,2147,8208,203,46,0,0,46052,31499,2342,1853,9670,256,51,44739,32043,2008,1833,8785,177,45,1182,7411,24,6,1914,44987,31971,2011,1494,9101,319,31,34434,27584,1165,1222,4394,110,33,0,0,31539,24994,1243,988,4210,59,0,763,3927,0,0,68,0,35599,25368,1652,1289,6756,188,42,35599,25368,1652,898,6336,23,17,1090,31807,25018,1163,880,4712,77,4,0,0,0,0,31769,24942,1099,706,4871,69,4,536,4383,0,4,31463,24166,1085,597,5482,42,13,471,5043,4,13,23765,18041,5370,23573,17038,6535,17158,12874,4284,17675,10121,6829,25149,19715,3936,21966,16723,4518,21926,9329,12551,21830,18172,3645,20757,15325,3744,21325,17290,3237,21224,17317,3329,24029,17923,5676,27053,22155,4347,26710,21517,5091,24709,19383,4439,24233,17626,6526,20286,19738,0
71,MIDDLE13,39940,35053,1072,674,2815,98,37,0,0,42061,34745,1574,1036,4484,107,67,0,0,42742,33942,1882,1029,4524,304,54,42113,34507,1424,969,4800,96,57,586,4060,0,27,1333,42153,33780,1204,986,4999,205,40,28707,25601,664,445,1754,59,21,0,0,29732,25730,823,547,2533,75,10,444,2363,7,10,4,0,32444,26585,1198,661,3012,218,34,32444,26585,1198,384,2699,13,13,1168,29484,25557,761,604,2506,79,25,0,0,0,0,29819,25946,615,538,2609,116,25,447,2348,23,25,29916,25846,874,326,2567,192,24,287,2239,51,24,23885,15714,7813,24618,15240,9378,17588,11091,6497,18035,8575,8923,25322,17859,5532,22304,15361,6237,22162,7373,14756,22175,17101,5068,21297,13791,6061,21779,16547,4535,21429,15769,5105,24687,16703,7428,28377,21864,5792,28085,20712,7224,26921,20398,5681,26631,18748,7829,21626,21239,0
72,MIDDLE14,41242,34235,1249,1058,4540,135,32,0,0,43866,33622,2145,1233,6929,203,48,0,0,45428,33081,2099,1751,7483,374,35,44642,34457,2360,1961,5907,246,45,1495,5228,0,0,1079,44665,33215,2172,2141,6487,385,22,31151,26277,913,845,2950,99,22,0,0,31475,25995,1319,866,3147,116,0,775,2985,0,0,55,0,35337,26761,1448,1247,5135,268,32,35337,26761,1448,955,4817,14,9,1099,31519,26285,1412,881,2703,132,0,0,0,0,0,31090,25739,1290,871,2873,183,0,679,2718,12,0,31393,25602,1198,881,3455,188,0,790,3254,15,0,23346,14629,8330,23061,13676,9385,16692,10160,6532,17132,7870,8556,24697,16175,6461,21316,13957,6585,21114,6894,14172,21208,15772,5424,20574,12674,6647,20927,15516,4734,20589,14663,5308,23713,15326,7787,27284,19970,6628,26918,19265,7458,26219,18848,6593,25937,17625,8266,21036,20691,0
73,MIDDLE15,41351,31877,999,1088,7266,147,38,0,0,42999,29516,946,1204,11265,222,90,0,0,44393,27810,1614,1428,12673,262,50,42804,28562,1122,1354,11760,200,97,813,10701,7,0,1302,43498,27495,1186,1807,12242,213,0,31404,25180,644,686,4796,93,27,0,0,28827,22629,602,589,4905,40,0,428,4709,10,0,60,0,34031,22855,1056,971,8507,171,32,34031,22855,1056,721,8161,17,1,993,28380,22238,604,537,4797,64,0,0,0,0,0,29278,22189,691,881,5311,114,0,649,5098,2,0,29558,21616,1054,602,5995,255,3,479,5751,0,3,23093,15324,7432,23745,15347,8398,16736,11557,5179,17159,9050,7611,23647,16385,6018,20363,13880,5809,20095,7636,12434,20181,15441,4733,19291,12899,5079,19823,15166,4068,19445,14385,4572,22650,15320,6942,26073,19464,6101,25714,19053,6525,24442,17497,6065,23954,16618,7307,18629,18369,0
74,MIDDLE16,41525,28488,5375,2827,4812,236,68,0,0,43083,26432,6454,4218,6157,198,151,0,0,44714,24487,8099,4630,6631,572,50,42476,26894,6435,4336,5287,172,133,3452,4959,0,75,585,44151,26281,7628,4167,6421,396,105,31667,23158,3213,1782,3378,156,46,0,0,29855,21627,3398,1673,2985,111,32,1501,2900,55,32,45,0,34953,20740,5300,3190,4934,432,39,34953,20740,5300,2539,4682,37,14,1170,29770,21883,3382,2187,2206,43,18,0,0,0,0,31613,22279,3829,1974,3220,107,29,1849,3070,4,29,31997,21001,4862,2241,3651,61,0,2233,3444,0,0,16455,9710,6453,16873,9879,6994,10247,6134,4113,10705,4591,5557,17527,9829,6354,13165,7590,5022,12962,3671,9279,13034,9036,3996,12594,7225,4473,12925,9301,3133,12616,8620,3482,15633,8977,6275,18955,11763,6739,18362,11952,6299,17481,10057,7003,17017,10027,6959,13676,13147,0
75,MIDDLE17,41060,24556,6608,2715,6690,277,117,0,0,42811,24721,7123,3143,7238,581,111,0,0,44424,21104,9070,4253,8178,561,110,43305,24974,7439,4036,6678,610,201,2985,6003,419,62,1230,44187,24556,6345,4452,7955,333,86,31595,20376,4257,1828,4593,200,90,0,0,28795,19099,4013,1366,3844,374,25,1248,3774,337,25,39,0,34608,18035,6297,2875,5892,430,66,34608,18035,6297,2038,5618,44,12,1686,29298,19310,4322,1600,3547,400,60,0,0,0,0,30049,19542,3778,1832,4664,140,15,1792,4591,97,15,30364,18949,4573,1808,4726,184,0,1732,4572,3,0,13969,8803,4897,14350,9338,5012,9070,5964,3106,9429,4593,4408,15698,9659,4882,12006,7357,4130,11891,3912,7966,11889,8533,3356,11483,6816,3650,11782,8559,2609,11438,7992,2859,14014,8573,5139,16857,11019,5473,16200,10995,5097,15377,9232,5697,14858,9349,5473,12105,11475,0
76,MIDDLE18,39149,16481,6754,3155,12573,265,104,0,0,41495,16992,7052,3390,14379,536,29,0,0,42499,13908,8655,4736,14175,425,103,41682,17178,6647,4021,14419,568,47,2861,13559,193,9,1185,42581,15965,7090,5249,14436,428,75,29812,14154,4339,2162,8835,193,83,0,0,27175,13270,4351,1491,7798,196,15,1362,7654,153,15,25,0,33577,12330,6389,3367,10599,313,87,33577,12330,6389,2661,10213,17,24,1329,28202,14072,4065,1983,7814,169,14,0,0,0,0,28862,13911,4306,2247,8115,127,24,2096,7925,70,24,27965,13527,4167,2280,7867,47,8,2157,7694,2,8,9483,6555,2770,10896,7991,2905,5935,4290,1645,6256,3428,2467,12142,8480,2866,8005,5696,2043,7875,3101,4774,7764,5907,1857,7483,4907,1885,7730,5964,1333,7494,5602,1465,9889,6659,3034,12268,8348,3695,11463,8440,2966,11099,6926,3877,10355,7094,3234,8628,8240,0
77,MIDDLE19,40507,37621,786,500,1395,164,26,0,0,42002,37721,694,1125,2247,83,17,0,0,42310,36901,1332,1026,2182,341,56,41058,36655,695,1562,2085,32,35,1008,1609,0,0,1048,41101,35816,1239,1600,2173,129,16,30859,28964,492,307,939,100,18,0,0,32327,30065,428,480,1278,45,0,455,1123,0,0,4,0,34135,30287,878,668,1608,250,42,34135,30287,878,471,1458,12,12,866,31834,29641,410,571,1141,34,0,0,0,0,0,31916,29257,836,585,1180,55,0,471,1029,0,0,32041,29588,765,408,1168,108,0,299,934,12,0,21607,10620,10605,22796,10967,11829,15394,8301,7093,15853,5620,9513,23953,10764,11315,19575,8670,10070,19224,3948,15157,19428,11628,7786,18667,9650,7974,19187,12433,6363,18755,11166,7123,22404,10580,11262,26456,13984,11880,26082,14496,11382,25599,12676,12331,25185,11901,13245,18487,17987,0
78,MIDDLE20,41831,39072,810,389,1425,154,14,0,0,44688,40909,880,775,2048,253,22,0,0,44766,39569,1296,582,2476,293,26,44942,41068,670,1043,2113,290,21,555,1455,0,0,1109,44822,39173,1278,941,2876,213,63,31190,29313,565,283,934,106,8,0,0,33222,31385,481,295,976,40,0,263,936,0,0,67,0,34455,31019,818,357,1674,207,22,34455,31019,818,240,1502,29,1,705,33313,31218,435,406,1086,110,0,0,0,0,0,33186,30594,699,344,1407,53,0,343,1232,10,0,33710,30869,1026,197,1504,92,0,189,1271,7,0,24030,11494,12212,25375,11263,14112,17834,8710,9124,18451,5818,12050,26045,12427,11858,21807,10039,10969,21383,4232,17111,21624,12940,8681,20626,10352,8977,21316,13233,7691,20798,12007,8345,24666,11898,12229,28948,16003,12314,28364,15774,12389,28499,14873,13049,27996,13318,14660,19969,19721,0
