ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
27,ESSEX4,37714,14556,21126,3363,966,669,157,0,0,39917,10581,27033,3420,666,394,41,0,0,42510,10824,28657,4982,925,1038,127,38685,10594,25690,3641,597,388,9,1001,483,0,0,669,41167,10782,27916,3842,831,557,12,27675,11923,14340,2373,698,462,102,0,0,23814,8958,13469,927,445,18,0,743,441,0,0,4,0,32146,9140,20820,3655,774,786,96,32146,9140,20820,992,593,31,4,411,23712,8845,13581,899,359,31,0,0,0,0,0,24588,8995,14258,812,380,30,0,609,366,0,0,24804,8546,14909,829,391,53,14,778,375,4,14,11670,8185,3308,12902,9415,3487,7650,5381,2269,8047,4682,3037,13958,9924,3441,9422,6561,2565,9295,3826,5435,9259,6930,2315,9031,6203,2310,9274,6852,1946,9092,6705,2056,11475,7649,3646,13810,9206,4345,13402,9495,3769,12323,6812,5228,11869,7697,4143,9605,9221,0
28,ESSEX5,44381,42087,1020,479,546,212,47,0,0,46521,43639,882,970,868,146,0,0,0,45791,41200,1779,838,787,476,64,46731,43489,1103,1034,761,165,0,579,611,23,0,636,45863,41982,1465,879,995,244,56,35793,34311,642,294,338,153,28,0,0,37100,35730,383,476,418,104,0,247,298,15,0,10,0,38101,34929,1143,512,555,348,41,38101,34929,1143,260,409,27,13,1059,37170,35780,511,442,295,116,0,0,0,0,0,36510,34895,649,414,388,130,0,204,324,24,0,36927,35131,945,357,412,68,5,215,333,0,5,25601,16321,8819,26220,16207,10013,18291,11309,6982,18905,8845,9209,27167,16451,8438,23045,14183,8029,22881,6628,16190,22969,16489,6469,22003,13366,6648,22574,15850,5847,22171,15146,6193,25825,15694,9486,29765,20361,8711,29378,20040,9154,28953,18978,9269,28502,17771,10695,23245,22710,0
29,ESSEX6,42093,38555,1447,956,893,229,56,0,0,44518,39214,2358,1688,1337,149,133,0,0,45176,38136,2859,1659,1526,541,62,44694,38789,2446,2333,1403,135,101,1106,1065,51,9,1164,44921,38167,2874,2407,1563,192,81,33892,31492,917,614,629,180,32,0,0,35193,32560,1268,678,592,88,8,508,489,4,8,12,0,37298,32377,1915,1058,1118,397,48,37298,32377,1915,722,913,24,11,1105,35023,32231,1267,848,562,100,8,0,0,0,0,34782,31653,1599,789,631,75,8,546,469,30,8,35552,32128,1445,1056,760,163,0,751,527,39,0,21561,12843,8340,22351,13034,9317,14924,9099,5825,15439,6680,8078,23239,13913,7315,19705,11895,6983,19456,5702,13738,19610,14092,5517,18886,11163,5348,19345,13614,5084,18981,13114,5280,22162,13429,8182,25762,17589,7592,25459,17358,7960,24481,16149,7700,24217,15132,9070,19328,19259,0
30,ESSEX7,41340,31377,6465,2694,1344,434,97,0,0,43240,31069,7708,3752,1502,437,236,0,0,44480,30477,8785,3739,1740,614,96,43279,30608,7951,3944,1734,330,238,2006,1132,54,0,1403,44466,30630,8474,4030,1877,558,111,33612,26931,4163,1800,988,310,69,0,0,34265,26790,4985,1520,714,195,0,1150,630,140,0,69,0,37321,27112,6255,2727,1336,473,59,37321,27112,6255,1427,1049,42,9,1184,34540,26609,5255,1737,733,119,0,0,0,0,0,35286,27125,5544,1596,837,132,0,1280,732,40,0,35323,26794,5632,1697,982,121,36,1255,811,27,36,19073,13080,5601,19791,13905,5886,12767,9180,3587,13241,7052,5528,21908,14950,5458,18618,13162,4763,18437,7660,10733,18519,14720,3790,17951,12486,3824,18335,13933,3554,18069,13815,3547,20849,14448,5919,24018,18023,5433,23712,18154,5368,23158,16536,5967,22786,16381,6387,18883,18677,0
31,ESSEX8,39980,35111,2464,1409,1062,210,36,0,0,42375,35459,3623,2228,1473,73,0,0,0,43329,34518,4670,2357,1471,426,47,42332,35531,3650,2185,1564,196,54,1191,1100,24,0,744,43007,35136,4148,2500,1385,407,0,30660,27412,1629,965,672,130,22,0,0,30577,27233,1731,840,707,68,0,817,649,30,0,0,0,34012,27906,3128,1716,1020,295,23,34012,27906,3128,1053,824,17,3,851,31119,27565,1772,802,657,100,0,0,0,0,0,31722,27961,1820,840,784,184,0,741,689,105,0,32125,27640,2168,1167,847,164,4,994,768,77,4,22745,14266,8118,23717,14135,9582,17215,10775,6440,17892,7314,10115,24248,15568,6956,21040,13156,7142,20947,5450,15461,21013,15469,5538,20081,12683,5702,20745,14441,5701,20340,14573,5245,23334,14556,8294,26713,19138,7027,26376,18587,7616,25204,17158,7391,24855,15748,9065,20439,20013,0
32,ESSEX9,42100,38300,1375,906,1250,198,23,0,0,44329,38515,3018,825,1831,109,0,0,0,44893,35690,3214,1871,2439,472,37,44528,38306,2916,1032,2006,100,19,822,1721,17,19,569,44807,36548,3565,1465,2129,135,25,33608,31006,913,590,888,136,14,0,0,34773,31773,1501,546,942,47,0,516,752,16,0,0,0,36705,30198,2151,1261,1774,346,30,36705,30198,2151,941,1626,43,5,1294,34358,30866,1556,848,1101,74,20,0,0,0,0,33533,29766,1715,1067,890,51,25,974,708,4,25,34058,29515,1657,1423,1287,113,35,1262,1111,7,35,22256,11703,10152,22929,11866,11063,16252,9422,6830,16876,6441,9758,24225,11475,11262,19255,9039,9548,18780,4353,14378,19036,11665,7364,18126,9479,7514,18861,12168,6295,18280,11109,6714,22192,10978,10758,26353,14395,11469,25708,14909,10547,25162,12599,12033,24507,12032,12453,16877,16565,0
33,ESSEX10,39074,17547,13531,6365,2797,640,120,0,0,42868,13228,20945,7788,3208,739,229,0,0,44399,13971,21095,7171,3122,1430,93,42576,13372,21349,7667,2705,1030,442,4422,2019,51,83,1035,45601,14410,21700,8199,3240,1115,377,28856,14747,8769,4134,1891,414,71,0,0,23386,11427,6648,3232,1851,119,50,2911,1752,45,50,70,0,33029,12003,14239,5131,2275,1004,65,33029,12003,14239,3482,2067,23,12,921,24424,11319,8247,3245,1363,80,45,0,0,0,0,26935,12374,9108,3678,1466,133,0,3441,1413,10,0,26327,11838,9536,3258,1322,171,56,3013,1242,41,56,12386,8549,3629,13787,10196,3591,8068,6007,2061,8420,4869,3196,14005,9473,3755,10126,6886,2889,10032,3960,6026,10029,7634,2383,9735,6477,2487,9984,7491,2066,9789,7352,2090,12248,8201,3807,14849,10408,4164,14565,10833,3621,13058,7794,4892,12751,8409,4301,10686,10252,0
34,ESSEX11,41815,19402,13568,6256,3684,589,153,0,0,41508,15609,16405,7682,3852,273,44,0,0,46082,15649,20004,7666,3833,1124,83,42434,16031,16700,8550,3781,592,258,5012,3190,91,0,1100,44388,16709,18022,8349,3117,877,281,31535,16617,8736,4189,2581,392,107,0,0,24254,13152,6059,2728,2163,97,0,2576,2099,30,0,44,0,34944,13686,13500,5586,2874,806,51,34944,13686,13500,3797,2690,34,4,969,25588,13520,6515,3388,2094,75,0,0,0,0,0,27431,14383,7586,3465,1901,134,0,3057,1740,9,0,28270,13602,8440,3466,2605,108,1,2906,2554,25,1,13509,9441,3810,14792,10895,3897,9072,6756,2316,9471,5491,3635,15097,10229,4088,11087,7608,3144,10999,4334,6632,10955,8389,2558,10592,7137,2647,10880,8179,2265,10649,7976,2297,13435,8970,4215,16493,11420,4761,16069,11857,4073,14669,8940,5361,14259,9321,4889,11816,11300,0
35,ESSEX12,42159,36384,3002,1406,932,170,51,0,0,43718,35103,4792,2571,747,309,20,0,0,45482,33974,5128,2734,1412,412,50,44373,35372,5789,2310,709,174,10,1633,484,120,0,916,45184,35220,6028,2161,922,559,0,34183,30245,1973,886,659,117,41,0,0,33392,28873,2600,1316,316,280,0,1156,266,180,0,30,0,37344,29204,3510,1855,1036,312,34,37344,29204,3510,1179,917,44,4,1721,33871,29115,3175,1024,383,174,0,0,0,0,0,34521,29494,3210,1030,576,239,0,892,413,55,0,34126,27472,3998,1467,925,183,0,1289,762,8,0,20612,12125,8156,19801,11612,8189,14638,9134,5504,15166,6476,7969,22499,11993,9099,17555,9192,7679,17310,4126,13100,17435,11527,5891,16861,9550,6061,17241,11672,5146,16926,11098,5388,20352,10884,9030,23942,13925,9588,23549,14493,8866,22759,11944,10339,22368,11691,10628,17223,16562,0
36,ESSEX13,43864,40826,1301,699,959,174,26,0,0,45841,41012,2461,1363,1168,258,34,0,0,45912,40220,2211,1247,1298,390,55,45195,40169,2617,1272,1334,215,33,640,894,22,0,740,45256,39964,2239,1277,1443,169,92,34737,32532,940,497,688,135,22,0,0,35956,32929,1624,394,687,222,0,323,619,4,0,104,0,37277,33193,1618,825,935,284,37,37277,33193,1618,594,794,25,2,856,35590,32753,1437,367,807,164,0,0,0,0,0,35595,32500,1132,623,1099,93,65,520,909,4,65,35611,32217,1379,860,1010,112,49,614,839,5,49,23439,12295,10784,25408,12478,12930,16968,9045,7923,17533,6169,10671,25697,12459,11348,21077,10008,10234,20676,4193,16383,20963,12893,8060,20178,10444,8141,20681,12916,7321,20244,12151,7606,23956,11795,11623,28068,15613,11890,27676,15606,11874,27533,14338,12565,27130,13134,13958,19859,19351,0
37,ESSEX14,42784,38822,1587,697,1613,180,20,0,0,45886,40801,2364,1396,1443,162,8,0,0,45425,38518,2705,1280,2025,419,52,47071,41344,2836,1393,1595,177,9,726,1161,0,0,984,45814,38817,2948,1092,1992,319,16,32246,29694,1005,447,1039,117,12,0,0,34594,31663,1514,616,773,67,0,494,604,10,0,10,0,35868,31193,1774,857,1387,310,35,35868,31193,1774,561,1194,32,11,900,35751,32234,1856,677,938,58,0,0,0,0,0,35114,31159,1968,574,1307,90,0,480,1014,0,0,35628,31524,1796,674,1460,177,0,579,1139,5,0,23935,12534,11001,23049,11035,12014,16853,8294,8559,17322,6036,10626,25317,13182,10204,21291,10963,9416,20971,4902,16020,21146,13424,7717,20315,11039,7889,20861,13375,6934,20458,12428,7454,24055,12681,10794,28139,17017,10405,27863,16623,11044,27100,15890,10494,26784,14707,12048,20377,20074,0
38,ESSEX15,40944,34502,3963,1256,1392,229,45,0,0,42408,32238,7083,1745,1569,216,51,0,0,44948,32997,7091,2660,1984,531,53,42957,31428,7655,2056,1669,158,51,1464,1332,10,0,1056,45024,31451,7839,2907,1955,693,10,31315,27117,2460,813,974,149,32,0,0,31412,26241,3279,900,864,85,0,851,719,20,0,35,0,35897,27698,4723,1798,1460,387,37,35897,27698,4723,1059,1288,39,8,867,32295,26690,3452,963,1053,79,0,0,0,0,0,34349,27370,3926,1589,1345,90,0,1481,1155,10,0,34324,26707,4635,1506,1404,128,0,1314,1274,5,0,19971,10473,9177,20984,10378,10606,13981,7275,6706,14403,5242,8587,22152,10469,10234,17498,8402,8361,17235,3937,13218,17363,10489,6866,16831,8769,7077,17245,10727,6081,16904,9971,6388,20464,10024,9966,24675,13313,10847,24159,13602,10272,24332,12221,11576,23899,11883,11975,17333,16804,0
39,ESSEX16,35996,14632,18426,2846,1835,546,128,0,0,38399,11871,23432,3133,1388,264,127,0,0,43728,11469,28223,4710,1849,760,156,38907,11314,24247,3399,1953,605,126,1087,1748,0,0,340,43282,11293,28320,4555,2042,571,82,26311,12232,11914,1972,1363,370,88,0,0,24894,10444,12672,897,804,89,0,858,764,0,0,3,0,33020,9944,19972,3497,1442,560,127,33020,9944,19972,1138,1272,25,5,450,24749,10044,12814,763,960,136,0,0,0,0,0,25791,10236,13477,1001,999,104,0,872,906,14,0,24678,8852,13587,893,1165,94,5,861,1146,14,5,11350,7651,3494,12253,8617,3636,7432,5226,2206,7718,4235,3184,13465,9281,3543,8836,5962,2551,8771,3255,5483,8719,6536,2175,8539,5688,2318,8713,6311,1909,8561,6232,1965,11246,7364,3701,14179,9410,4530,13829,9762,3941,13323,7287,5682,12875,8186,4656,10498,10054,0
40,ESSEX17,37788,12007,23313,3053,1494,703,162,0,0,39429,11217,25740,2354,1598,139,94,0,0,42269,10502,28376,4918,1803,1035,124,39506,10469,26297,2946,1814,183,41,743,1620,0,0,254,41600,10735,27879,3578,1798,451,28,26892,9604,15623,2097,1024,502,117,0,0,23076,8977,12990,323,757,24,0,312,692,5,0,30,0,31323,8642,20331,3600,1314,707,100,31323,8642,20331,672,1178,21,0,342,22561,8221,13095,290,904,38,0,0,0,0,0,23688,8514,13640,504,995,24,0,456,1008,1,0,23909,8379,14057,554,928,38,0,493,906,9,0,12007,8744,3104,13283,9662,3621,8044,5615,2429,8364,4890,3207,13910,10274,2977,9968,7124,2519,9899,4081,5789,9800,7558,2233,9502,6587,2293,9758,7320,1917,9580,7194,2036,11921,8199,3511,14214,10058,3889,13823,10059,3630,13004,7899,4762,12484,8391,4070,10009,9733,0
41,ESSEX18,40929,35276,1182,588,3833,131,27,0,0,45194,34774,2224,1689,6474,174,27,0,0,46086,35063,2378,1368,6612,261,46,46019,35110,3024,1553,6429,179,20,970,5690,9,0,1122,46463,35041,3451,1384,6085,246,25,29632,25935,741,376,2557,81,18,0,0,32018,26792,1059,729,3273,129,0,527,3120,9,0,43,0,35411,27890,1544,935,4527,196,32,35411,27890,1544,683,4246,12,4,879,33268,27568,1568,736,3284,126,0,0,0,0,0,34174,28455,1793,570,3226,122,0,428,3125,25,0,34813,29417,1343,846,3057,225,0,701,2897,41,0,22882,12003,10554,22598,10696,11902,16100,7892,8208,16521,5597,10436,24510,13212,9443,20850,10905,8923,20522,4807,15642,20708,13257,7443,19994,10882,7804,20441,13303,6660,20088,12324,7298,23640,12705,10323,27917,17385,9849,27625,16721,10663,26441,15601,10083,26076,14431,11600,19943,19479,0
42,FRANK1,43118,39821,1303,793,866,528,47,0,0,42507,38611,1524,988,940,506,210,0,0,42982,37186,2141,1174,1293,913,50,42393,38127,1664,875,1200,451,278,291,752,44,70,1402,43187,38458,1818,863,1346,566,111,35217,33008,836,495,596,386,29,0,0,34348,32276,904,442,331,352,0,315,158,128,0,54,0,36031,31758,1451,792,1007,696,27,36031,31758,1451,438,770,66,5,1350,34687,32373,952,451,504,274,0,0,0,0,0,35602,33036,1094,513,574,327,0,365,436,12,0,35108,32244,1344,550,599,320,14,438,514,9,14,23947,17827,5456,22685,17345,5340,16003,12083,3920,16319,9770,5071,24098,15867,5773,20590,14846,4974,20495,9504,10963,20490,15940,4541,19936,13692,4142,20342,15080,3672,20079,14520,3934,22891,15795,6435,26295,19356,6167,25972,19314,6313,25909,18168,6754,25606,17903,7666,24764,18952,0
43,FRANK2,42713,39709,1481,782,498,388,37,0,0,42899,39118,1956,1028,782,233,0,0,0,42851,37328,2281,1221,737,938,70,42883,38951,2029,1080,709,228,0,446,389,67,0,940,42781,38515,2075,997,819,270,35,33093,31334,791,422,325,287,18,0,0,33924,31857,936,525,338,210,0,425,253,63,0,70,0,34379,30749,1365,733,493,724,46,34379,30749,1365,401,337,56,8,1346,33698,31572,1060,537,337,181,0,0,0,0,0,33278,31132,1082,474,366,181,0,278,263,20,0,33661,31389,1158,540,264,209,4,332,192,16,4,19893,12480,6902,19031,12032,6999,13199,8029,5170,13596,6050,6356,20444,10220,8101,16557,9229,6571,16484,5088,11366,16472,10517,5949,16037,9146,5570,16314,10585,4900,16122,9920,5194,19043,10135,8279,22529,12870,8948,22141,12946,8655,23088,12306,10122,22732,11971,10731,21438,13820,0
44,HAMPDEN1,41167,38811,1005,588,528,330,36,0,0,41856,38315,1445,1248,861,272,4,0,0,42200,37053,2049,1078,786,918,84,41942,37722,1710,1368,864,205,22,820,764,8,0,861,42342,37505,1740,1553,886,554,22,31983,30564,548,312,342,241,18,0,0,32384,30283,915,543,468,80,0,494,399,4,0,90,0,33902,30471,1304,640,515,680,64,33902,30471,1304,390,396,89,18,1119,32027,29643,1055,705,487,83,0,0,0,0,0,33042,30400,1227,675,375,268,0,502,316,29,0,34052,31530,1095,791,314,238,0,588,295,14,0,20950,11068,9283,17784,9166,8618,13854,6837,7017,14408,4762,8239,21569,8783,10816,17333,7591,8798,17093,3559,13471,17197,9150,8041,16781,8035,7285,17083,9678,6720,16847,8912,7049,19995,8679,10714,23764,11488,11625,23359,11466,11537,23780,10669,12555,23493,10223,13240,22182,12311,0
45,HAMPDEN2,43015,38549,1712,1162,1613,155,43,0,0,44885,37632,3089,1847,2132,280,56,0,0,43507,35492,2994,1874,2646,547,45,44363,36955,3218,1705,2345,449,22,1484,2081,69,0,521,43191,36394,2975,1587,1955,520,47,32891,30003,1064,758,1035,108,32,0,0,34280,30082,1871,1075,1122,131,0,1003,965,35,0,37,0,34405,29077,1879,1240,1804,404,36,34405,29077,1879,865,1616,18,8,830,33646,29582,1668,1075,1172,122,0,0,0,0,0,33204,29449,1787,955,861,108,0,787,831,10,0,32125,28073,1600,1033,1107,86,0,796,1020,0,0,23975,13105,10415,23384,11948,11436,16867,8912,7955,17584,6003,9981,24551,12105,10567,20198,10308,9090,19969,4532,15371,20031,12213,7803,19257,10772,7219,19711,12368,6688,19352,11462,7090,22949,11511,10885,26955,15169,11132,26336,14736,11349,25836,13674,11527,25401,13023,12337,24448,15271,0
46,HAMPDEN3,44282,41606,1139,681,707,274,35,0,0,44569,40813,1790,944,947,218,12,0,0,43714,38663,2096,992,1071,710,51,44696,40600,1636,1045,1145,254,11,611,816,58,0,912,43737,39495,1992,1169,855,256,19,35058,33296,690,441,468,213,27,0,0,35532,33151,1006,711,466,205,0,565,378,74,0,12,0,35970,32337,1409,664,796,564,40,35970,32337,1409,404,620,52,6,1043,35858,33394,895,692,644,225,0,0,0,0,0,35264,32720,1081,707,552,198,0,556,427,55,0,35257,32748,1074,701,410,191,5,614,287,16,5,23058,11742,10694,22475,10981,11494,15822,7521,8301,16452,4842,9717,23859,9458,12557,19408,8227,10405,19124,3537,15519,19200,10010,9184,18550,8765,8467,18954,10359,7895,18635,9415,8287,22092,9093,12443,26011,11883,13533,25288,11483,13406,25644,10917,14153,25303,10477,14781,24219,12210,0
47,HAMPDEN4,43316,39046,2700,858,675,308,46,0,0,43865,38522,3361,901,1128,84,80,0,0,43505,36589,3549,1283,1231,705,54,43813,37767,3832,1170,1047,181,57,514,964,48,0,624,43198,36185,3668,1173,1958,247,36,34327,31496,1730,569,459,207,24,0,0,34826,31484,2210,602,463,66,0,393,402,35,0,15,0,35547,30636,2443,921,860,523,33,35547,30636,2443,526,692,57,8,1076,34640,30886,2392,824,397,81,0,0,0,0,0,33067,29326,2293,619,625,149,0,406,570,8,0,33811,30003,2461,442,605,242,10,249,527,31,10,19569,10548,8566,19783,10559,9224,13683,7137,6546,14267,4728,7904,21311,9336,10029,16937,7781,8517,16645,3643,12964,16741,9358,7374,16078,8160,6639,16519,9748,6032,16169,8793,6448,19576,8850,10110,23249,11616,10879,22706,11342,10869,22580,10815,11212,22274,10327,11931,21238,11842,0
48,HAMPDEN5,43968,20970,20825,2807,649,654,138,0,0,44774,18891,23378,3033,728,331,35,0,0,42158,17758,21437,3145,743,837,154,44560,18830,23544,2719,852,257,0,1159,486,31,0,477,42814,18592,22007,3539,772,439,15,32285,17938,12811,1730,455,422,87,0,0,32903,16140,15204,1127,337,96,0,977,312,55,0,4,0,32612,15636,14741,2128,575,640,107,32612,15636,14741,988,411,41,23,639,33026,15936,15407,1146,368,56,0,0,0,0,0,32036,16370,14080,1127,307,69,0,873,294,29,0,31622,15804,14201,1110,315,120,0,870,228,10,0,16628,11916,4351,17212,13253,3959,10594,7617,2977,11100,5869,4018,18296,12519,4605,13249,9096,3671,13111,5394,7691,13130,9818,3305,12781,8561,3042,13080,9150,2504,12833,9017,2730,15486,10130,5039,17939,12062,5516,17491,11920,5430,16143,10122,5524,15713,10323,5381,15116,10238,0
49,HAMPDEN6,43719,35581,4719,1816,1681,320,64,0,0,43442,33453,6075,1937,1915,456,247,0,0,44351,31406,7387,2704,2691,683,60,43585,32926,6642,1816,1949,455,292,988,1696,111,0,1183,44511,32788,7249,2266,2158,428,305,34011,28740,2806,1194,1212,237,50,0,0,33012,26394,4108,1028,1093,302,0,924,1027,75,0,95,0,35274,26147,4995,1903,1925,533,40,35274,26147,4995,1264,1600,48,6,1077,33009,26150,4555,1065,945,340,0,0,0,0,0,33879,26533,4985,1315,869,260,0,1121,793,70,0,33404,25477,5059,1567,1115,197,0,1360,1039,34,0,18164,10221,7488,17477,9839,7638,11663,6316,5347,12225,4176,6562,18426,8781,8161,14037,7005,6436,13871,3281,10563,13933,8344,5582,13474,7432,5099,13764,8512,4653,13504,7823,4935,16667,8125,8114,20233,10769,9060,19787,10625,8832,19347,9426,9433,18945,9443,9477,18171,10576,0
50,HAMPDEN7,41917,38224,1707,1044,729,257,47,0,0,42392,37876,2226,760,1409,245,4,0,0,42450,36450,2635,1385,1037,673,52,42612,37380,2755,999,1122,390,3,508,745,10,3,936,42354,36472,3141,1238,1228,565,59,32942,30274,1248,772,469,177,28,0,0,32825,30200,1348,422,694,144,4,273,594,33,4,15,0,34830,30482,1871,991,740,490,32,34830,30482,1871,664,558,19,6,1119,34140,30895,1714,626,698,212,4,0,0,0,0,34305,30640,2100,662,673,202,4,382,629,4,4,34358,30287,2448,867,508,195,0,616,454,37,0,21694,13593,7590,20994,12874,8120,14304,8680,5624,14778,6389,6824,22722,11775,9114,18749,10642,7338,18470,5929,12504,18553,12036,6509,18016,10634,5874,18361,12124,5326,18093,11287,5680,21380,11644,9195,25415,14767,10072,24823,14797,9734,25013,13778,10644,24642,13425,11191,23541,14922,0
51,HAMPDEN8,43045,35510,5083,1862,778,311,70,0,0,43294,32063,7772,2405,1190,235,69,0,0,43280,30343,8769,2902,1022,844,128,42781,31298,7679,2929,972,274,21,2266,781,19,0,728,42422,30173,8324,3070,1137,290,27,34599,29623,3169,1277,548,223,46,0,0,33930,26937,4756,1390,682,133,0,1233,556,24,0,40,0,35160,26137,5925,2011,750,617,105,35160,26137,5925,1282,568,65,25,1057,33663,26692,4375,1819,583,163,0,0,0,0,0,33491,25371,5470,1823,670,160,0,1599,482,4,0,33523,24299,6405,1637,868,326,4,1325,663,11,4,18621,11271,6831,18156,11418,6738,12524,7686,4838,12949,4795,6365,19384,9669,8145,14792,7942,6184,14634,3664,10897,14688,9456,5212,14397,8385,4899,14645,9547,4300,14402,8863,4571,17431,9006,7936,20856,11620,8682,20406,11646,8418,19859,10186,9171,19579,10308,9225,19042,11578,0
52,HAMPDEN9,40649,15975,16636,8562,865,715,125,0,0,41723,13921,19855,8991,1071,538,74,0,0,41809,11698,21430,9533,965,1155,179,41956,13310,20639,8961,1182,584,69,6067,977,3,0,835,42486,11696,22437,9617,1070,642,62,29432,13630,10384,5452,598,454,91,0,0,28935,11594,12119,4692,333,142,0,4442,308,4,0,99,0,31360,10256,14691,6611,695,823,144,31360,10256,14691,4835,522,52,12,834,28987,11067,12739,4364,655,160,0,0,0,0,0,29668,10094,14373,4491,663,79,0,4236,630,4,0,30488,9422,15775,4690,501,83,2,4465,410,0,2,14107,10685,3187,14463,11714,2749,8160,6240,1920,8580,4853,2742,14787,10755,3200,9826,7261,2213,9815,4272,5515,9721,7693,2008,9489,6804,1976,9723,7198,1635,9546,7178,1754,12263,8542,3480,14993,10681,4033,14554,10606,3810,14248,8930,4918,13868,9438,4394,13553,9748,0
