ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep
24,24,45917,38793,2057,1451,3397,250,39,0,0,55908,46312,2787,1769,4946,276,84,0,0,68483,52917,3720,3077,7560,937,112,61976,49053,4283,3428,5275,442,73,2354,4278,49,0,100,1862,67808,51781,5327,3641,6159,717,103,31148,26962,1206,812,2046,154,25,0,0,37520,33426,897,963,2023,117,0,849,1912,63,79,0,47695,38015,2221,1851,4771,627,67,47695,38015,2221,1513,4473,60,27,144,1242,41028,35278,1377,1981,2286,54,0,0,0,0,0,0,46045,38504,2005,2309,3090,110,25,1418,2859,14,25,51374,41177,2366,3654,3995,98,20,2820,3531,24,20,19393,7176,11975,21506,6700,14806,26839,9734,15201,26726,9429,16178,26625,10154,15824,25799,7868,17931,24815,11020,13063,29536,11923,16814,36833,16644,19426,36819,10947,22301,35727,14600,21127,29341,12107,16461,25942,10654,14175,25714,9866,15024,25798,11300,12440,25677,10514,15163,37866,16734,20356,42633,19300,22586,39603,16601,22177,42540,18976,22238,39612,18085,21527
25,25,50483,44262,1367,2957,1702,226,43,0,0,61175,51903,1763,3898,3139,536,11,0,0,67357,53538,2973,5499,3994,1061,99,61612,52297,1356,3926,3547,526,9,3440,3065,42,0,135,1283,68723,57800,1904,4447,3832,359,51,34738,30994,767,1786,1048,142,27,0,0,41976,37277,669,2278,1391,329,0,2199,1296,125,45,0,48016,39167,1827,3468,2579,715,61,48016,39167,1827,3090,2297,50,21,167,1397,42392,37210,596,2618,1607,289,0,0,0,0,0,0,47959,41898,916,2728,2028,289,0,2588,1730,15,0,50318,42068,1550,4164,2237,225,12,4000,1875,4,12,24567,9341,14966,26042,8837,17205,31233,11479,17119,31056,11165,18459,30935,12298,17772,29816,9367,20449,27046,12223,14043,32348,13308,17987,37503,17345,19283,37559,11369,22483,36589,15315,21274,31042,13102,16945,23532,10051,12278,23393,9413,13117,23432,10761,10527,23350,10039,13311,35331,16234,18259,38372,18251,19366,37363,16327,20092,37637,17605,18723,37531,17839,19692
26,26,61865,46589,2899,2329,9853,339,86,0,0,71853,48946,3969,3343,15229,513,161,0,0,67808,42984,4741,3581,15448,780,2793,73120,50007,4162,3625,14816,463,144,2831,13580,234,71,387,1849,67970,46292,4504,3940,12634,377,54,53820,41056,2169,1793,8634,273,82,0,0,49718,41289,1929,2280,3753,375,64,1928,3198,272,74,0,57677,36987,3643,2520,13655,587,2768,57677,36987,3643,2086,10192,96,26,237,4410,51763,42874,1974,2342,4154,322,75,0,0,0,0,0,50188,40070,2473,2515,4792,209,8,2092,4379,97,8,51718,40182,2957,2397,5810,215,21,2030,5290,48,21,22611,13453,8942,15949,8642,7307,18450,10112,6641,18363,9875,7527,18283,10293,7359,17676,9067,8609,15730,9835,5304,18580,10732,7137,20423,12549,7366,20467,9599,9703,20224,11676,8548,17471,10234,6651,12027,6987,4778,11923,6603,4993,11941,7137,4356,11915,7020,4895,17461,10509,6622,18602,11336,6908,17895,10397,7071,18031,10910,6540,18042,10917,7125
27,27,66342,51625,8178,4989,1290,664,71,0,0,69960,51706,9645,7089,1304,421,103,0,0,68038,46289,9973,8658,1557,1591,70,69821,51017,9370,7267,1800,521,166,6311,1243,79,0,290,1510,69283,50601,8450,7369,2630,796,44,50835,41861,4802,2853,1054,472,40,0,0,50199,42613,2955,3933,408,302,0,3820,301,124,36,0,52187,38117,6390,5108,1294,1197,50,52187,38117,6390,4478,1034,132,10,224,1802,50028,42241,2859,3907,662,277,0,0,0,0,0,0,49748,41937,2746,3883,705,334,0,3660,513,56,0,48641,39814,3509,4348,572,305,0,4063,435,45,0,25441,14861,10239,20896,11036,9860,23115,10466,10652,22957,11305,9950,22759,11744,10057,22122,10207,11915,17964,9712,7269,22824,11563,10238,25489,13274,11478,25229,10128,12426,25007,12903,12104,21070,10723,9545,12413,6247,5821,12332,6024,5854,12351,6393,5451,12324,6363,5961,20902,10981,9402,22716,11933,10327,21602,11200,9658,21493,11430,8933,21684,11679,10005
28,28,59051,56558,874,739,599,294,44,0,0,63982,58617,1124,2610,1304,221,25,0,0,67230,60291,1797,2175,1231,1389,94,67722,61552,1168,2898,1701,199,52,2333,1320,27,0,242,1081,68006,61456,1429,3044,1253,473,65,43476,41964,516,418,361,212,27,0,0,47555,44637,496,1577,640,172,1,1470,578,63,25,0,50324,46006,1080,1172,798,992,61,50324,46006,1080,942,621,92,22,129,1432,50151,47146,593,1447,787,156,0,0,0,0,0,0,50623,47730,666,1303,610,323,4,1202,423,19,4,51856,47771,1041,1910,798,283,13,1784,551,0,13,27525,9217,17907,26426,7018,19408,30793,6711,22168,30379,8038,20676,30253,9278,20034,29220,6074,23146,25230,7331,16921,31138,8422,21722,35953,9879,25298,35769,6557,21552,34781,9532,25249,29384,7916,20522,20429,5200,13672,20366,4832,14581,20321,5845,12022,20301,5290,15011,32120,9257,21968,35024,10260,24202,33675,9133,23485,34023,10292,21552,33839,10463,23376
29,29,54730,49227,1980,1898,1359,283,70,0,0,63931,56313,2702,2689,1927,350,56,0,0,68223,57262,3648,3468,2409,1172,87,64336,56496,2272,2977,2038,473,58,2365,1736,69,19,121,1259,68928,58956,2473,4271,2551,476,36,38451,35152,1166,1102,847,188,43,0,0,45106,41077,1352,1570,815,259,15,1471,778,84,37,0,49871,42840,2195,2142,1653,793,58,49871,42840,2195,1778,1366,53,21,181,1437,45335,41114,1059,1923,831,325,20,0,0,0,0,0,48744,44021,990,2370,1013,302,15,2188,906,24,15,51271,45443,1487,2599,1399,309,0,2254,1270,21,0,24555,9115,15211,25253,7828,17425,29959,9476,18231,29726,9712,18450,29584,10681,17977,28602,8030,20572,26153,10315,14755,31208,11303,18832,36889,14708,21419,36625,9870,22675,35265,12998,22267,30142,11051,18072,23275,8195,13824,23111,7589,14586,23117,8876,12184,23070,8176,14894,33705,13388,19499,37238,15165,21348,34249,13056,20252,36721,15209,20207,33827,13966,19861
30,30,66979,57422,1918,6420,753,691,57,0,0,65293,54284,2417,7055,1027,653,90,0,0,67417,53938,2664,7883,1124,1679,87,65525,53855,2504,7388,1167,763,88,6230,954,295,12,222,1453,67182,54698,2802,7653,1329,1262,58,51128,45202,1112,3942,482,505,36,0,0,50365,43669,1412,4387,404,411,14,4183,324,252,39,0,52418,43507,1639,4935,836,1289,44,52418,43507,1639,4278,662,155,8,145,2024,50138,43168,1401,4512,520,429,8,0,0,0,0,0,51363,43805,1571,4610,659,561,4,4257,565,64,4,51328,43281,1774,4903,701,602,8,4260,559,16,8,29736,14220,15010,27258,12340,14918,28405,9092,17411,28206,11469,14805,28100,12558,14504,27288,9693,17595,21713,8883,11746,27852,10571,16230,30915,10678,19517,30835,8043,17893,30214,10785,19429,26078,9591,15710,18196,5710,11872,18098,5478,11952,18076,6288,10766,18055,6018,12037,27524,9455,17376,29133,9631,18940,28791,9350,18457,28955,10302,16751,28635,10380,18255
31,31,71345,61899,2531,5923,617,570,61,0,0,67903,57841,2915,6063,813,659,93,0,0,67916,55740,3406,6387,772,1576,56,67503,57267,3013,6217,797,803,47,4620,588,41,0,25,1949,67893,57156,3205,6238,838,975,87,55876,49904,1509,3693,428,430,46,0,0,53164,46936,1717,3684,327,457,15,3286,259,83,80,0,53906,45603,2174,4187,580,1219,39,53906,45603,2174,3530,428,127,16,147,1881,53001,46686,1794,3726,347,455,15,0,0,0,0,0,52933,46597,1691,3781,350,460,0,3273,274,43,0,52135,45598,1690,2465,422,1913,29,2127,294,125,29,27172,11734,14908,25168,9887,15281,26125,7222,17346,25824,8584,15545,25611,9535,15170,24809,7194,17615,20534,6943,12619,25222,8022,16330,27563,8149,18827,27456,5963,17093,26588,8054,18534,23537,7266,15650,16244,4074,11644,16120,3959,11656,16096,4495,10780,16096,4268,11828,23663,6859,16294,25719,7248,17988,23602,6344,16684,25298,7587,16054,23549,7209,16340
32,32,61824,50779,3101,3861,3885,296,51,0,0,69398,55236,2477,5839,5945,452,0,0,0,68182,51070,4574,5622,5684,1070,68,70452,55353,2477,6832,5274,381,1,5430,4432,114,0,672,1971,67030,52359,2876,5678,5410,335,27,46021,38787,1994,2558,2532,206,35,0,0,50708,43067,1402,3809,2181,283,0,3549,1926,136,10,0,53192,41241,3009,4008,3928,757,45,53192,41241,3009,3413,3516,56,14,220,1723,51498,43108,1153,4653,2284,261,0,0,0,0,0,0,49896,41662,1377,3962,2542,210,25,3656,2276,8,25,50167,42071,1953,3262,2487,192,55,2946,2210,12,55,31682,13770,17686,30224,11689,18535,33115,14358,16220,33063,13887,17607,32937,14943,17094,31873,12037,19836,28625,14617,13047,33667,15852,16714,37751,19662,17260,37797,13749,21122,36768,17646,19122,32286,15517,15739,24835,11984,11743,24723,11359,12460,24714,12583,10016,24683,11955,12728,33329,17333,15215,35411,18872,15770,33207,16743,15593,35441,18824,15540,33160,17854,15306
33,33,71534,68693,1530,561,291,480,52,0,0,68798,64922,1833,770,395,699,25,0,0,67932,62661,2459,845,415,1328,60,68331,64315,1936,855,312,633,30,253,233,116,2,394,1079,68639,64194,2004,1113,327,880,51,54609,52987,843,260,180,344,27,0,0,52928,51043,903,325,153,472,0,232,110,67,29,0,52910,49606,1443,428,254,960,31,52910,49606,1443,234,145,104,8,90,1280,52745,50945,883,327,138,436,4,0,0,0,0,0,52796,50883,962,417,106,372,19,235,60,52,19,52530,50254,1137,402,197,503,15,171,62,18,15,31208,14473,15934,28017,11334,16683,29535,7516,20404,28984,10082,16999,28860,11076,16589,27918,7518,20400,23491,7792,14198,28689,8686,18897,31397,7896,22839,31180,5564,20160,30382,8160,22222,26876,7697,18428,20088,4701,14692,19913,4507,14613,19884,5418,13307,19898,5110,14788,28178,7283,20283,30174,7344,22283,28676,6753,21120,28905,8203,18758,29024,8013,21011
34,34,72319,60282,1552,8854,1138,664,136,0,0,71098,58001,2288,9250,1335,568,130,0,0,67720,52586,2788,9500,1297,1384,124,70810,57627,2243,9113,1445,663,77,7322,1132,73,27,92,2294,68339,54647,2541,8773,1682,668,167,59249,50914,1034,5993,918,483,87,0,0,57940,49268,1290,6217,621,348,60,5828,461,62,120,0,55819,44683,2085,6757,1044,1069,79,55819,44683,2085,5830,785,113,29,204,2090,57987,49295,1328,6221,553,448,25,0,0,0,0,0,56451,47306,1784,6179,593,514,0,5427,457,32,0,55666,46734,2017,4838,622,1330,4,4112,427,22,4,27429,17527,9486,23194,14061,9133,23599,11537,10298,23244,12484,9228,23093,13302,8868,22249,11243,11006,19151,10965,7131,22907,12319,9646,24532,12843,11215,24395,10204,11834,23982,12637,11345,21297,11405,9221,14499,7168,6875,14397,6973,6943,14394,7549,6109,14400,7432,6968,21323,11133,9747,22762,11609,10739,21719,10966,10101,21919,11889,9111,21876,11748,10128
35,35,68281,65104,1193,1058,573,337,64,0,0,66721,62985,1549,1081,871,265,198,0,0,67554,61703,1648,1608,842,1436,69,66665,62709,1635,1188,890,197,127,583,587,37,29,74,1004,66939,62749,1244,1528,804,384,50,52226,50374,668,541,375,261,37,0,0,52062,50062,841,678,236,176,30,555,201,41,65,0,52543,48787,982,900,541,1087,48,52543,48787,982,660,407,73,23,74,1537,51199,49208,710,657,384,190,30,0,0,0,0,0,51834,49741,609,784,404,258,20,501,362,6,20,52480,49192,781,1047,508,853,0,692,450,35,0,32590,15756,16143,29506,12485,17021,31363,9144,20266,31065,11435,17627,30905,12713,17063,29892,9048,20844,26031,9834,14681,30279,10540,18557,31611,9983,21068,31550,7058,19589,31016,10357,20659,28535,9647,17981,21485,6304,14159,21328,6002,14467,21326,7296,12455,21328,6682,14646,30226,9605,19937,32662,9795,22277,31788,9211,21635,32149,11248,19057,31918,10710,21208
36,36,68518,55104,2845,9719,477,582,67,0,0,67113,52646,3335,10108,747,456,9,0,0,67349,50701,4456,9713,629,1711,56,66758,51353,3681,10045,791,651,20,8556,480,140,0,357,2198,67318,51135,4401,10229,503,739,48,53266,44543,1609,6469,325,424,39,0,0,51860,43317,938,6913,320,351,0,6171,212,144,41,0,52883,41639,2613,6768,455,1300,33,52883,41639,2613,6094,313,136,10,162,1916,51786,42674,1265,6980,388,469,0,0,0,0,0,0,52437,42654,1962,7178,199,418,0,6687,163,37,0,52476,42828,2094,6061,275,1419,4,5166,221,123,4,30285,17189,12614,26245,14036,12209,27434,11143,14577,27178,12654,12641,27033,13378,12580,26285,10864,15421,22062,10680,10171,25838,11882,12912,25933,11519,13895,25935,8746,13792,25618,11926,13692,24100,10944,12382,17416,7142,9549,17324,6946,9678,17299,7968,8190,17298,7506,9792,24622,10748,13290,26190,11126,14575,26017,10820,14413,26053,11666,13040,25904,11834,14070
37,37,51279,43435,1919,3226,2530,253,62,0,0,59568,49719,2077,4194,3503,110,0,0,0,67973,52354,3774,5449,5014,1194,88,60683,51974,2218,2742,3663,107,0,2360,3015,41,0,48,1023,68847,56950,1980,3659,5244,344,18,34609,30037,1067,1824,1537,179,33,0,0,40587,34670,1422,2800,1608,90,0,2495,1393,30,0,0,47655,38007,2197,3261,3269,808,48,47655,38007,2197,2772,2926,68,15,156,1514,41425,36761,1379,1838,1333,69,0,0,0,0,0,0,46583,41190,1166,2208,1727,264,20,1989,1402,30,20,46742,40603,1403,2563,1779,331,25,2153,1420,42,25,22441,8649,13547,23696,7829,15867,28614,10066,16578,28402,9984,17078,28319,10803,16604,27375,8354,19021,24626,10586,13199,30065,11804,17330,35936,15545,19661,35883,10530,21468,34632,13809,20823,29122,11579,16659,23004,8705,13153,22891,8218,13877,22881,9257,11675,22816,8690,14126,32465,13757,17997,35457,15343,19492,32493,13124,18560,35301,15383,18665,32545,14218,18327
38,38,67528,64496,1548,721,440,353,37,0,0,67553,63428,2125,1058,540,401,94,0,0,67552,62067,2126,1175,671,1189,70,67445,62968,2584,923,542,472,91,491,301,124,0,26,951,67196,61993,2965,1174,533,466,124,51213,49436,883,395,281,252,23,0,0,51304,49110,970,588,226,367,4,380,146,158,65,0,52213,48693,1250,672,449,892,39,52213,48693,1250,513,307,95,11,108,1236,51540,49267,1127,539,165,396,0,0,0,0,0,0,51511,48875,1354,715,180,303,0,553,126,46,0,52518,49857,1324,733,186,299,10,525,115,20,10,32989,13417,18871,29740,10159,19581,32766,7454,23392,32657,10060,20504,32548,11425,20011,31547,7442,24105,26645,8074,17336,32381,9116,22163,35512,8887,25981,35507,6137,22820,34927,9259,25668,30605,8288,21484,22984,5260,16776,22870,4941,16996,22839,6043,15243,22827,5666,17161,32607,8424,23482,34674,8669,25423,33949,8104,24856,34207,9591,22369,34126,9420,24706
39,39,59288,51307,1575,1751,4462,247,55,0,0,72505,59813,2766,2793,6835,360,140,0,0,68262,54852,3085,2630,6538,714,87,69657,56652,2640,2669,7080,537,138,1864,6423,234,57,292,1496,70554,56425,3405,3106,6895,378,94,42107,37115,928,1100,2843,154,33,0,0,50497,44008,1344,1806,3020,198,19,1598,2797,135,109,0,51603,42370,2097,1788,4516,526,48,51603,42370,2097,1441,4091,44,11,171,1378,48554,42216,1232,1539,3232,290,54,0,0,0,0,0,49989,42932,1908,1759,3296,147,60,1423,2936,59,60,50891,43755,2398,1564,3175,90,9,1113,2776,9,9,29184,10723,18232,32031,10054,21977,34689,13320,18872,34681,12427,20969,34542,13383,20377,33463,10353,23110,30899,14080,16059,35991,15084,19930,41240,20006,20485,41264,12891,25860,40022,17228,22794,34918,15066,18923,28303,12325,14913,28073,11350,15823,28130,13024,12845,28012,12047,15965,37381,17599,19057,39924,19501,19648,37327,16628,19977,40027,19024,20005,37366,18126,19240
40,40,54261,45908,2309,3843,2020,332,83,0,0,61764,49344,3888,6172,2560,295,0,0,0,68361,50406,4176,8117,4115,1300,135,63459,48928,4626,7204,2486,308,2,5445,1990,88,0,288,2092,68021,50187,4725,8741,3529,319,202,38824,33700,1373,2304,1294,223,49,0,0,45008,37848,2075,3576,1224,177,0,3344,1149,136,110,0,50861,39066,2675,5091,2819,919,91,50861,39066,2675,4579,2455,89,24,192,1781,45651,37725,2532,4213,954,203,0,0,0,0,0,0,48770,38800,2654,5193,1655,258,0,4894,1576,135,0,51542,40227,2871,5759,2141,519,4,4973,2012,108,4,23753,9686,13763,24174,8562,15612,29410,9844,17464,28915,10403,17026,28714,11390,16450,27816,8903,18913,24410,10188,13307,29783,11567,17222,34245,14220,19212,34126,10556,18945,33290,13376,19914,27947,10974,16070,18148,6896,10202,18053,6479,10837,18077,7366,9014,18026,6918,11108,29042,12237,16030,31277,13453,17270,30003,12270,16881,30206,13165,15651,30280,13373,16907
41,41,65333,58360,5542,592,517,434,44,0,0,67197,59176,5963,1238,624,387,69,0,0,68149,56452,8138,1172,849,1399,100,67674,58979,6235,1451,880,402,45,693,577,16,12,110,1046,68293,57769,6990,2054,1292,402,38,48293,44365,3094,274,304,303,22,0,0,48255,45408,1756,517,239,292,34,391,180,67,29,0,51337,43970,4977,631,550,1026,60,51337,43970,4977,427,407,110,9,93,1344,48271,45023,2070,594,320,291,10,0,0,0,0,0,48645,44710,2459,708,473,266,0,635,417,22,0,47571,43206,2963,594,406,310,0,437,305,18,0,26531,10898,15097,22728,7545,15183,27045,6720,18513,26593,8373,16435,26465,9269,16195,25656,6288,19368,21257,6722,13397,26721,8016,17673,30040,8661,20682,29897,5916,18419,29304,8552,20752,25006,7323,16865,17141,4370,11818,17020,4102,12151,16997,4766,10814,16976,4481,12495,26896,8030,18125,29574,8706,20341,28039,7745,19309,28352,9230,16939,28285,9010,19275
42,42,69731,67394,765,914,274,373,47,0,0,67671,64753,774,1209,297,643,38,0,0,67336,63453,1002,972,415,1162,61,67439,64210,1198,1169,357,429,12,610,180,104,8,15,1119,66889,63057,1099,1352,522,703,99,53567,51980,477,650,161,281,32,0,0,52606,50775,367,701,165,585,4,477,95,160,33,0,52256,49544,633,621,284,898,31,52256,49544,633,439,182,123,13,48,1274,52448,50758,501,668,188,371,10,0,0,0,0,0,52504,50377,558,814,172,473,14,557,99,44,14,52436,50043,550,916,292,523,4,615,165,30,4,27787,13484,13566,27434,10826,16608,29248,7477,20350,29012,11892,15313,28901,12577,15423,27759,8609,19150,23735,7926,14384,28614,9366,18301,31583,8014,22984,31362,5844,20933,30048,8681,21367,26977,8196,18111,20269,5095,14577,20001,5007,14192,19975,5718,13211,20019,5687,14332,28628,7429,20605,30671,7419,22669,29150,7279,21079,29678,8023,19882,29687,8016,21671
43,43,69050,59561,1432,6340,1171,696,87,0,0,68698,58492,1428,7053,1387,682,35,0,0,67509,55180,2097,6742,1457,1523,97,68779,58308,1740,6930,1466,596,63,5471,1044,30,0,112,2073,67655,56510,1866,6780,1773,495,54,54278,47775,905,4225,951,515,45,0,0,53258,46721,867,4618,541,388,0,3940,293,34,202,0,53574,44659,1403,4716,1191,1168,67,53574,44659,1403,4028,931,131,19,343,2060,53276,46574,953,4637,666,334,0,0,0,0,0,0,52071,45242,1103,4630,721,377,90,4100,483,30,90,51815,44859,1314,4252,900,485,52,3267,670,44,52,27259,16744,9935,23319,13066,10253,23653,10604,11624,23450,13355,8713,23365,13749,8897,22405,11483,10922,18357,9792,7598,22892,11831,10293,25571,12072,12963,25419,9457,14055,23649,11563,12086,21407,10723,10144,15148,6878,7885,14886,6784,7462,14937,7509,6715,14956,7523,7433,22482,10510,11538,23423,10620,12332,23040,10597,11845,23215,10975,11319,22973,10952,12021
44,44,68942,63529,2259,2106,622,466,60,0,0,68535,62597,2458,1705,1379,530,109,0,0,67922,60540,2950,1808,900,1352,139,68599,62420,2544,1800,1514,477,81,1234,1241,103,22,45,992,67872,61248,2582,1724,1427,501,49,53666,49709,1472,1730,451,341,42,0,0,52898,49731,895,1275,459,423,24,1104,357,128,115,0,53678,48249,1990,1385,705,1052,100,53678,48249,1990,1196,508,115,13,141,1466,53118,49738,1039,1255,601,406,29,0,0,0,0,0,52252,48989,934,1311,577,349,15,1134,374,51,15,53026,49174,1323,1753,394,356,4,1351,226,34,4,27095,11300,15267,24771,8017,16754,26963,6250,19233,26758,8002,17124,26679,9349,16412,25796,5820,19976,21984,6504,14394,26971,7466,18582,30428,7533,22270,30348,5294,17855,29479,7483,21996,25366,6808,17774,17748,4130,12539,17644,3837,12974,17653,4698,11355,17583,4236,13347,27601,6998,19846,29970,7341,22080,29110,6777,21435,29392,7833,19148,29224,7913,21311
45,45,71170,68349,807,1237,303,489,21,0,0,69762,66349,1076,1434,461,559,89,0,0,67912,63282,1183,1362,396,1400,69,69416,65703,1129,1372,533,444,100,978,266,27,62,82,1164,68065,63932,1146,1537,339,658,32,54825,52761,493,1017,193,373,16,0,0,54183,51733,592,1018,296,462,50,914,172,18,56,0,52992,49636,675,1076,238,1042,55,52992,49636,675,925,144,130,13,102,1367,54455,52007,544,1021,421,383,60,0,0,0,0,0,53199,50871,565,1067,177,509,25,945,56,14,25,53497,50772,738,1026,154,767,0,858,89,24,0,30060,12957,16260,27706,9783,17923,29639,6412,21882,29130,11627,15999,29410,14999,13795,27117,7666,19451,23912,7520,15163,28715,9192,18779,31221,6960,23699,31010,5062,20941,30255,8212,22043,27152,8008,18579,20544,4527,15359,20227,4548,14887,20255,5114,14033,20265,5092,15173,28265,6572,21132,30589,6548,23540,28580,6444,21380,29370,7344,20067,29183,7092,22091
46,46,66635,60949,1378,2637,1171,516,30,0,0,67360,60997,1463,2542,1694,805,143,0,0,67267,59360,1677,2781,1451,1602,64,67910,61455,1445,2619,1622,863,71,2243,1294,256,37,35,1142,68148,61941,1473,2617,1169,783,18,51754,47270,1085,2202,824,389,18,0,0,52197,47964,891,1862,691,646,45,1813,528,228,118,0,53186,47200,1171,2195,1071,1213,42,53186,47200,1171,1946,896,180,10,128,1655,52282,48004,946,1942,570,703,34,0,0,0,0,0,53032,48775,974,2083,649,581,19,2024,455,79,19,53153,48509,1026,2293,868,469,9,1954,683,83,9,26355,12108,13754,25824,9845,15979,28056,8364,18068,27910,10758,15453,27780,11998,14904,26653,8578,18075,23276,8818,13307,28013,10043,17005,31597,10400,20582,31457,7903,19013,30176,10383,19793,26652,9319,16550,20183,6440,12883,19922,6151,12844,19947,7033,11566,19906,6800,13106,29379,9925,18727,31664,10558,20564,30759,10015,19658,31072,10786,18326,30867,10923,19944
47,47,61259,58302,1278,877,491,367,37,0,0,64630,60672,1453,1164,747,324,205,0,0,68397,61732,2091,1604,1364,1277,67,67053,62851,1216,1587,770,274,244,1252,461,6,26,252,992,67979,62354,1432,2386,1205,441,41,46125,44272,745,528,323,274,21,0,0,49499,47270,770,694,335,317,0,609,259,24,105,0,52191,48026,1186,859,883,930,41,52191,48026,1186,666,747,104,12,152,1298,50975,48584,719,857,385,260,0,0,0,0,0,0,51671,48770,829,1249,517,284,0,1042,464,8,0,52606,49539,862,1219,712,211,4,1020,639,14,4,25192,9272,15522,24549,7359,17190,28434,6481,20200,28295,8005,18630,28164,9037,18201,27425,6075,21350,22614,6878,14812,28692,7946,19775,33203,8861,23622,33038,6177,20566,31752,8525,23227,27219,7410,18943,19887,4992,13646,19838,4658,14252,19821,5598,12150,19777,5130,14647,30472,8445,21147,34353,9443,24319,30644,7860,21765,33751,9801,21579,31052,9319,21733
