ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_SEN_ROFF_Total,E_16_SEN_ROFF_Dem,E_16_SEN_ROFF_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_GOV_ROFF_Total,E_19_GOV_ROFF_Dem,E_19_GOV_ROFF_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_19_LTG_Total,E_19_LTG_Dem,E_19_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_16-23_COMP_Total,E_16-23_COMP_Dem,E_16-23_COMP_Rep,E_23_GOV_Total,E_23_GOV_Dem,E_23_GOV_Rep,E_23_AG_Total,E_23_AG_Dem,E_23_AG_Rep,E_23_AG_ROFF_Total,E_23_AG_ROFF_Dem,E_23_AG_ROFF_Rep,E_23_LTG_Total,E_23_LTG_Dem,E_23_LTG_Rep,E_23_SOS_Total,E_23_SOS_Dem,E_23_SOS_Rep,E_23_TREAS_Total,E_23_TREAS_Dem,E_23_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
32,District 32,44896,34821,637,8179,300,1070,27,0,0,44124,35032,1831,6341,312,1062,32,0,0,42409,31956,2340,6226,370,1578,66,44675,35041,2124,6454,266,1055,27,5478,176,549,0,117,1189,42645,32065,2223,6838,254,1097,27,34312,26714,386,6353,202,705,16,0,0,32952,26944,551,4770,76,695,0,4455,69,373,16,0,32435,24386,2059,4655,266,1084,51,32435,24386,2059,4382,168,477,9,69,885,32871,26962,622,4525,82,692,0,0,0,0,0,0,30384,24820,641,4118,72,833,0,3764,62,353,0,30882,24251,742,5053,73,784,6,4720,65,288,6,17491,4496,12487,17061,3983,13078,18294,3183,14620,17505,3068,14025,6387,1543,4844,12910,3767,9033,12612,3911,8701,12669,2165,10504,12655,2171,10484,17540,3114,14140,22553,3691,18575,21971,3195,18139,16788,2915,13606,12819,1653,10927,4347,330,3950,15413,2180,12868,9011,745,7254,8777,1057,7720,4885,654,4231,8851,693,7884,8797,888,7821,8688,1128,7560,15648,2095,13242,19741,2641,16908,18521,29,18492
33,District 33,41943,36456,1163,3561,361,476,60,0,0,42123,36190,1910,3237,396,483,4,0,0,44243,35835,2708,3976,682,1020,48,43261,37010,2339,3104,349,729,2,2593,238,175,0,0,906,44130,38133,2247,2571,479,309,4,30835,27363,737,2190,240,333,32,0,0,30228,27014,611,2073,204,288,0,1948,193,59,0,0,32848,27331,1752,2540,489,702,40,32848,27331,1752,2245,403,131,17,44,925,30903,27636,730,2117,159,259,0,0,0,0,0,0,31463,28794,714,1659,270,119,0,1631,128,29,0,30070,26882,1003,1812,316,111,4,1702,176,0,4,16146,3653,12079,15861,3179,12682,17219,2509,14003,16555,2232,13940,5311,1103,4208,10039,2996,6954,9867,3181,6686,9980,1509,8471,10038,1426,8612,15143,2543,12250,18819,3253,15160,18581,2799,15027,14167,2408,11432,10730,1456,9056,10664,1099,9326,13342,1914,10952,7682,633,5902,7443,942,6501,3343,465,2878,7590,554,6769,7485,778,6614,7386,1253,6133,13240,1882,10946,16551,2362,13956,15890,413,15477
34,District 34,42528,9035,972,32058,274,531,36,0,0,43211,8467,1572,32528,409,817,29,0,0,45879,8671,1964,34381,543,667,81,43414,8782,1348,32805,208,865,71,31610,134,112,0,125,1301,44788,8359,1677,34062,366,875,94,31443,7829,694,22487,197,371,26,0,0,32411,7601,738,23373,142,239,0,23231,130,145,367,0,34506,7485,1290,25041,392,496,58,34506,7485,1290,24098,307,87,25,196,1018,32679,7454,857,23750,90,235,0,0,0,0,0,0,33564,7307,1025,24471,186,287,0,23967,178,42,0,30066,7402,1102,21396,116,229,29,20723,111,41,29,18076,14842,2983,17538,14757,2781,17155,13834,2845,16389,11238,4657,5906,4787,1119,11228,9806,1347,12508,11203,1305,10581,8218,2363,10357,7926,2431,13679,10763,2604,14188,11784,2117,12997,9782,2478,12427,9997,2157,8835,6610,1929,8775,5973,2448,11230,8744,2064,7671,4878,1436,7359,5643,1716,3585,2759,826,7295,4672,2388,7463,5299,2054,7350,5919,1431,10860,8368,2094,14933,11601,3070,13621,10144,3477
35,District 35,40634,33730,997,5159,354,459,46,0,0,41223,34889,949,4784,182,298,81,0,0,45975,36027,2100,6162,627,969,42,39669,33210,717,5170,202,305,62,4993,181,183,0,122,267,42078,34920,838,5183,484,453,43,29702,25155,616,3381,225,322,22,0,0,30960,26861,513,3184,98,217,10,3168,80,90,66,0,34300,27467,1387,4240,402,682,21,34300,27467,1387,3868,293,167,5,104,1009,30575,25902,468,3746,133,284,0,0,0,0,0,0,32590,27272,560,3961,382,354,0,3869,329,36,0,33887,27957,721,4347,409,333,5,4203,351,37,5,18261,4059,13842,16858,3484,13374,16924,3039,13158,16361,2527,13458,6006,1339,4667,11661,3527,8041,11208,3855,7353,11493,1968,9525,11517,1856,9661,15504,2874,12305,18678,3478,14853,18202,2792,14790,14856,2785,11765,12398,1940,10229,10345,1371,8705,14018,2273,11221,9360,1005,6646,9073,1383,7690,4866,784,4082,9157,881,7926,9068,1234,7706,8968,1712,7256,14126,2241,11442,17699,2979,14483,17052,1668,15384
36,District 36,37998,30731,1221,4264,1424,351,74,0,0,43412,32646,1597,6813,2024,347,0,0,0,45062,31079,3124,7550,2425,893,115,43209,32056,1899,6906,2061,296,0,6337,1933,12,0,9,963,45273,34131,2224,6575,1877,542,0,29600,24489,851,2932,1062,255,44,0,0,31628,25649,794,4100,733,310,0,3895,689,180,0,0,35106,25139,2212,5269,1771,696,85,35106,25139,2212,4753,1612,145,49,152,1044,31039,24927,997,4156,721,284,0,0,0,0,0,0,32504,26452,1216,4088,454,322,0,3841,453,117,0,32261,25102,1171,5107,711,264,0,4706,684,52,0,17699,4191,13217,17523,3727,13796,18564,3808,13773,18175,3140,14675,7514,1649,5865,12058,4408,7592,12985,5201,7784,11954,2372,9582,11981,2161,9820,14063,3284,10441,12052,3283,8458,11887,2736,8647,13037,3172,9550,11923,2467,9246,11847,1809,9792,12119,2513,8951,9459,1168,6124,9150,1655,7495,5978,1108,4870,9270,1069,7862,9153,1487,7529,8999,2084,6915,11879,2556,8793,17189,4065,12811,16528,3476,13052
37,District 37,43342,33991,769,7999,180,466,21,0,0,43956,33728,1078,8594,233,378,24,0,0,45672,34439,1260,8783,330,872,73,42506,32695,990,8350,172,409,24,7521,111,242,0,0,946,44711,33494,1259,9347,50,636,85,31730,25552,519,5250,115,306,15,0,0,31855,25214,585,5673,59,318,0,5434,39,235,25,0,33849,26270,816,5934,199,598,49,33849,26270,816,5527,124,154,3,108,847,31284,25097,525,5225,54,269,0,0,0,0,0,0,33116,26213,709,5645,15,351,30,5465,0,75,30,33041,25571,852,5739,95,406,23,5345,90,80,23,18319,5372,12470,18310,4754,13556,19752,4347,14818,19132,3623,15083,7722,2019,5703,12879,4363,8441,13686,5001,8685,12619,2609,10010,12604,2541,10063,17981,3987,13681,22456,5140,16999,21815,4213,16951,17153,3814,13067,13883,2418,11192,13817,1966,11601,16418,3117,12901,11120,1333,8422,10844,1715,9129,8758,1516,7242,10900,1199,9408,10866,1514,9189,10641,2070,8571,16439,3079,13014,19430,3888,15308,18868,3438,15430
38,District 38,44480,30809,1456,11487,297,553,23,0,0,43568,29748,1987,10663,526,804,53,0,0,42309,28425,2250,10443,383,835,32,43835,29807,1916,10893,565,709,45,9904,514,326,14,303,1048,41465,27720,2150,10131,451,852,46,32419,23186,916,7769,194,400,11,0,0,32118,23308,717,7279,293,606,20,7071,284,265,4,0,31867,22028,1552,7369,279,632,17,31867,22028,1552,7034,221,166,4,94,768,32247,23294,695,7407,361,497,15,0,0,0,0,0,30002,21487,643,7063,316,555,24,6526,289,92,24,29428,20906,771,7140,160,453,9,6683,143,36,9,21128,6978,13617,21075,6553,14522,20604,5269,14888,18984,4260,14170,7029,1950,5079,15883,5151,10617,17491,6111,11380,14845,3029,11816,14839,3306,11533,18810,4509,13994,22253,5445,16501,21046,4258,16088,18118,4307,13541,15167,3145,11559,5268,693,4575,17017,3700,12980,12487,2211,9589,11673,2301,9372,5594,922,4672,11901,1564,10008,11801,2017,9656,11418,2273,9145,17114,3615,13184,20690,4633,15839,17475,733,16742
39,District 39,39789,26029,1945,11186,399,346,27,0,0,41539,25762,2922,12210,512,197,6,0,0,42262,24691,3186,13278,545,692,39,43674,27647,2543,13082,163,181,9,12682,90,27,0,91,595,41537,24900,1764,14095,224,413,58,28803,19917,1411,7039,255,233,17,0,0,29028,19524,862,8267,182,190,0,8160,172,73,43,0,31043,19430,1987,8821,363,472,24,31043,19430,1987,8438,272,85,13,114,704,30998,20948,847,8821,33,135,0,0,0,0,0,0,30078,19682,525,9378,80,276,25,9024,70,23,25,29941,19097,831,9396,222,304,32,9048,201,33,32,16302,5404,10618,15333,4865,10468,18419,5563,12282,17667,4387,12773,7856,2298,5558,11503,4226,7217,13515,5404,8111,11304,3052,8252,11255,2872,8383,16697,5009,11335,21106,6992,13822,20399,5912,13704,15906,4881,10718,12867,3551,9059,12851,2843,9698,15430,4436,10623,10124,2438,7212,9887,2238,7649,8598,2529,6069,9965,1374,8390,9789,2358,7329,9609,2610,6999,15962,4612,11036,21514,6596,14695,20335,6570,13765
40,District 40,46402,19726,638,25530,279,355,23,0,0,45833,19469,659,25304,82,185,19,0,0,45296,17791,936,25916,294,458,27,43845,18119,723,24559,65,227,55,24356,16,141,36,205,242,45092,18425,860,25124,483,310,187,33563,15447,421,17289,183,240,11,0,0,33388,15176,275,17715,39,128,0,17615,39,58,55,0,34012,14338,613,18563,212,344,21,34012,14338,613,17960,162,65,6,138,730,31566,13828,286,17249,4,151,35,0,0,0,0,0,32891,14557,385,17381,187,189,175,17144,187,41,175,33154,14642,568,17435,159,199,179,17076,159,33,179,23858,13791,9705,22641,13522,9119,21478,11900,9117,19805,8712,10524,8141,4720,3421,14899,8669,6156,16715,10578,6137,13874,6564,7310,13915,6632,7283,18755,9640,8750,22118,12161,9556,20750,9802,10041,17784,9274,8186,14305,6630,7186,0,0,0,16500,8326,7783,10734,4713,5550,10151,4736,5415,5768,2731,3037,10465,3135,7140,10272,4753,5402,9952,4996,4956,16069,8038,7661,18707,10166,8289,18220,10370,7850
41,District 41,45526,34300,1262,9456,179,286,10,0,0,46611,34418,2002,9861,150,817,11,0,0,44744,32138,2045,9722,301,574,25,47749,34485,2372,10529,138,1477,6,9030,75,2,0,26,1763,45794,33446,2366,9428,76,1217,0,33162,25496,927,6383,124,187,5,0,0,33419,25852,598,6569,74,325,0,6309,55,20,69,0,33068,24405,1356,6650,203,426,13,33068,24405,1356,6333,164,80,0,75,655,33856,25771,840,6821,100,702,0,0,0,0,0,0,32627,25423,807,6239,34,596,0,5627,30,15,0,32842,25181,816,6680,55,513,4,6112,34,18,4,20900,6158,14325,20678,5653,15025,21749,4966,16352,20803,4007,16372,8797,2165,6632,13966,3749,10183,15591,4663,10928,13556,2555,11001,13589,2610,10979,18778,3942,14583,21925,4718,16963,21190,3903,16668,17789,3710,13856,14919,2651,12012,7784,724,6975,16738,3143,13303,10924,1505,8782,10661,1549,9112,5526,970,4556,10756,949,9630,10668,1499,9079,10359,1869,8490,16643,3029,13370,21031,4254,16639,19833,4120,15713
42,District 42,47893,36951,921,9614,196,296,19,0,0,49213,37226,1228,10462,1,277,0,0,0,45662,33865,1554,9375,254,612,26,49632,38087,1039,10197,7,335,0,8564,1,9,0,104,1827,47047,35898,717,9525,219,401,24,34920,27646,613,6368,135,199,12,0,0,35271,27843,502,6741,4,170,0,6633,4,12,11,0,34194,26220,975,6397,172,415,14,34194,26220,975,6071,127,91,4,41,665,36457,29297,399,6550,9,318,0,0,0,0,0,0,35326,28013,501,6432,80,338,0,6139,68,15,0,34200,27066,800,5862,122,335,8,5477,96,25,8,20015,5675,13864,19899,5307,14592,20189,4622,15066,19408,3455,15517,8999,2095,6904,13174,3747,9353,14310,4476,9834,12844,2324,10520,12769,2329,10440,17839,3720,13812,21490,4748,16422,20774,3837,16140,17029,3583,13152,14312,2500,11493,14253,1952,12021,16284,2893,13043,11001,1256,9213,10915,901,10014,6538,935,5603,10783,791,9738,10777,1146,9549,10499,1574,8925,16397,2792,13294,20683,4105,16347,20184,3585,16599
43,District 43,37258,29640,1396,5073,897,262,50,0,0,42060,33434,1580,6051,928,215,49,0,0,42630,30725,2834,6896,1438,786,38,40471,31657,1275,6114,1191,209,33,5336,970,10,0,172,1052,41817,31329,1427,7004,1630,367,32,28554,23268,998,3443,652,193,29,0,0,31793,26219,753,4284,338,109,0,4266,258,56,74,0,33443,24929,2067,4841,1016,633,32,33443,24929,2067,4446,857,131,7,93,913,30252,24964,689,4092,428,124,0,0,0,0,0,0,31090,24947,614,4691,575,224,0,4225,510,0,0,31856,24915,1313,4861,497,258,3,4391,461,11,3,16698,3439,13002,13969,2733,11236,18196,3492,13883,17743,2637,14727,8175,1454,6721,11685,3052,8562,13576,3904,9672,11673,2117,9556,11653,1800,9853,15810,3209,12253,18083,4439,13243,17823,3686,13535,15012,3234,11453,12820,2721,9880,12695,1831,10645,14319,2886,11050,9829,1634,7740,9650,1478,8172,8103,1717,6386,9688,842,8560,9491,1475,7932,9391,1821,7570,14046,3064,10672,16268,4512,11433,16109,4261,11848
44,District 44,46244,16056,1249,28434,433,348,33,0,0,47131,15017,1831,29649,695,694,172,0,0,42506,12951,2218,26566,502,530,41,44873,14521,1777,27864,420,700,308,26935,175,51,166,9,1239,41793,13248,1874,26014,343,389,94,35208,13866,921,19954,372,244,27,0,0,34755,12746,732,20732,252,233,0,20553,224,46,173,0,32928,11296,1447,19576,390,366,28,32928,11296,1447,19000,302,73,7,94,709,35138,13472,758,20501,83,341,55,0,0,0,0,0,32429,12044,727,19258,193,289,0,18953,63,57,0,30706,10880,609,18717,223,220,9,18370,67,38,9,18729,12808,5591,19632,13836,5796,18601,12702,5185,17511,9716,7231,6748,4391,2357,10934,7915,2966,13031,9878,3153,10337,6559,3778,10137,6202,3935,15449,10105,4935,18403,12849,5178,17204,10875,5391,14168,9485,4333,9945,6020,3640,9899,5201,4267,13346,8622,4311,8480,4822,3139,8018,4522,3496,7719,4930,2789,8066,2719,5095,7978,4529,3319,7880,4895,2985,13091,8338,4394,16829,10959,5572,15529,10841,4688
45,District 45,45603,36034,2182,5975,1128,343,57,0,0,46252,34417,2358,7197,1849,662,33,0,0,43372,30814,3388,6933,1459,796,56,49032,36737,2676,7348,1928,575,81,6966,1601,198,0,67,785,46738,34384,3462,7216,1292,441,26,37040,30050,1625,4219,896,250,42,0,0,36342,28880,1149,5215,787,288,0,5141,709,189,39,0,35008,25900,2422,4916,1171,576,43,35008,25900,2422,4492,1001,86,18,117,972,37877,30711,1093,5037,801,267,0,0,0,0,0,0,35395,28752,1380,4546,495,303,0,4370,454,69,0,35135,27214,2024,4944,746,185,0,4762,678,26,0,21764,5318,16020,22328,5197,17131,20963,5509,14012,20578,4319,15712,10177,2723,7454,13363,4776,8482,15136,5917,9219,13137,3421,9716,13137,2717,10420,18666,5301,12807,22301,7374,14298,22061,6449,14617,17712,5354,11824,14888,4606,9977,14712,3082,11295,17279,4836,11816,12055,2728,8629,11743,2376,9367,11457,3310,8147,11794,1280,10083,11623,2469,9042,11386,2981,8405,17398,5106,11800,21608,7170,13890,21523,7069,14454
46,District 46,43377,32150,834,9696,343,356,21,0,0,45633,31996,1580,11246,543,333,0,0,0,43596,31230,1287,10122,425,564,36,45551,32469,1525,10895,548,201,58,10103,512,96,0,62,793,43770,29907,1714,11303,393,419,84,31886,24327,571,6520,221,222,12,0,0,33592,24895,517,7655,332,216,0,7402,310,78,3,0,32857,24350,871,6954,280,396,26,32857,24350,871,6632,193,95,6,79,631,33351,25208,502,7293,335,124,0,0,0,0,0,0,31854,23288,553,7475,245,324,30,7053,241,113,30,30450,22127,566,7181,275,246,18,6799,210,51,18,21032,6479,14142,21807,6468,15339,22718,5683,16565,21219,4183,15990,10504,2541,7963,17236,5219,11904,17588,5885,11703,16629,3160,13469,16524,3223,13301,21190,4985,15799,25407,6396,18708,24343,5295,18295,20348,4801,15260,16210,3245,12685,10648,1749,8727,19159,4183,14644,13574,2227,10905,13070,2328,10742,8125,1267,6858,13144,1389,11489,12938,2150,10659,12723,2545,10178,19392,4158,14938,24101,5525,18351,23101,5478,17623
47,District 47,43520,37602,934,4005,655,311,33,0,0,46099,37651,2235,5259,744,199,49,0,0,46480,36792,1888,6153,956,632,69,47404,38138,2509,5118,1260,317,68,4685,973,139,68,0,901,46031,37338,1810,4808,952,599,127,32513,28626,592,2608,451,206,19,0,0,33953,29252,878,3326,355,141,0,3218,304,110,0,0,34796,28432,1179,3945,677,469,45,34796,28432,1179,3682,583,117,8,94,701,34881,29710,1055,3162,664,204,10,0,0,0,0,0,34568,29495,879,3099,499,382,90,3057,416,113,90,33438,27556,753,3713,359,518,82,3706,318,95,82,20308,4429,15362,19972,3678,16294,21307,3370,17266,20634,2899,17197,9115,1749,7366,16193,3980,12086,15535,4082,11453,15791,2107,13684,15739,2003,13736,19736,3051,16331,23011,3481,19217,22292,2841,18713,18793,2881,15606,15122,1943,12963,15066,1401,13474,18140,2269,15392,14353,1090,11759,13908,1437,12471,10175,1273,8902,14015,831,12751,13908,1251,12520,13588,1877,11711,18351,2261,15676,22354,3192,18914,21077,2104,18973
48,District 48,41512,31791,1042,7241,1186,317,41,0,0,42662,32363,1569,6818,1645,525,5,0,0,45339,31842,2450,8762,1648,703,56,42423,30188,1432,8840,1615,539,6,8223,1383,298,0,14,881,44444,31921,1823,9040,1389,454,9,30510,24012,720,4808,785,214,22,0,0,30852,24660,652,4449,784,296,0,4323,764,101,78,0,34074,24674,1695,6083,1128,512,44,34074,24674,1695,5721,1012,110,11,107,744,30822,23511,755,5344,757,316,0,0,0,0,0,0,32485,24317,1002,5984,770,232,0,5880,759,39,0,33783,24986,1461,6134,832,258,12,6030,811,39,12,19114,4246,14499,19938,3980,15958,20788,3677,16462,19895,2993,15622,9985,1639,8346,15060,3624,11359,16274,4036,12238,14851,2338,12513,14761,2282,12479,18697,3422,14868,21287,4327,16666,20748,3581,16595,17862,3331,14272,14882,2626,12046,14831,2007,12588,16980,2885,13781,12420,1599,10405,12088,1644,10444,6879,1100,5779,12151,1039,10847,11921,1635,10195,11766,1849,9917,16952,3014,13674,20528,4413,15873,20092,4030,16062
49,District 49,38773,32408,1307,3971,712,392,27,0,0,43476,34671,2421,5062,1103,603,0,0,0,45670,35671,2904,5180,1149,763,31,45318,37034,2313,4826,1341,317,0,3886,1100,93,0,58,835,46322,38065,2179,4805,1108,268,0,28078,23805,914,2593,473,261,18,0,0,30349,25448,971,2946,488,358,0,2906,459,159,134,0,33423,26819,1931,3362,765,541,14,33423,26819,1931,3101,652,144,4,77,695,31150,26416,1122,2847,492,240,0,0,0,0,0,0,32945,27974,1218,3042,374,194,0,2793,374,39,0,34742,28996,1433,3576,376,123,4,3392,375,45,4,17177,3388,13424,18101,3074,15027,20248,2774,16870,19326,2227,15779,8542,1229,7313,14323,2928,11308,15655,3408,12247,14060,1721,12339,13958,1630,12328,18686,2693,15556,22671,3642,18718,22060,3026,18384,17882,2651,14956,14429,1936,12290,14404,1398,12852,17279,2289,14658,12553,1220,10848,12184,1345,10839,8321,1112,7209,12386,761,11361,12168,1317,10753,11851,1692,10159,17570,2437,14863,21857,3618,18053,21396,3342,18054
50,District 50,47729,27928,1611,16725,457,1243,45,0,0,44926,26356,2138,15136,654,1206,50,0,0,43190,23742,2787,14653,436,1693,77,44504,25819,1981,15185,645,1235,53,14088,404,708,8,124,1368,43138,25090,1886,14502,836,1332,224,35640,21778,1148,11706,324,826,30,0,0,33687,20860,944,10838,301,736,8,10648,272,455,55,0,32989,19143,1842,10596,266,1179,51,32989,19143,1842,10171,187,627,11,103,905,33404,20519,953,10751,305,861,8,0,0,0,0,0,32451,19985,884,10284,201,978,15,9989,177,492,15,31330,18813,1277,9841,222,962,19,9471,75,534,19,20602,8582,11610,21008,8687,12321,20679,7370,12888,19419,6249,12350,8268,2363,5905,13562,5673,7768,14820,6662,8158,13091,4112,8979,13024,3930,9094,17910,6152,11373,21004,7387,13325,20104,6185,13033,16858,5744,10812,13052,3787,8976,12845,3167,9195,15816,5069,10406,10522,2864,7173,10137,2968,7169,6801,1874,4927,10240,2026,7959,10129,2837,7166,9961,3000,6961,15584,4920,10350,19019,6482,12346,17830,5505,12325
51,District 51,45294,30224,2609,10323,903,1447,57,0,0,45249,29028,3849,10386,794,1616,86,0,0,46319,28215,4340,10965,837,2161,46,45178,29116,3851,10264,614,1644,83,9344,522,1325,0,32,991,45381,27416,4094,12036,1044,1538,91,33346,23289,1736,6885,649,869,32,0,0,33244,23626,1456,6501,385,1255,0,6363,369,1147,35,0,34750,22521,2771,7499,611,1434,29,34750,22521,2771,7194,513,785,6,69,891,33796,23708,1477,6926,383,1350,0,0,0,0,0,0,33342,22259,1596,8254,350,812,0,7778,344,547,0,33598,22430,1175,8455,397,1023,4,7999,377,734,4,16088,5068,10664,15434,5042,10392,18327,4819,13011,17290,4391,12304,6534,1535,4999,11804,4334,7339,13216,5182,8034,11382,2523,8859,11382,2479,8903,16499,4317,11830,20640,5423,14933,19738,4422,14497,15637,4009,11313,12194,2589,9309,11344,358,9890,14621,3406,10848,8701,1542,6630,8475,1724,6751,6058,1280,4778,8504,1150,7152,8371,1571,6671,8236,1730,6506,14839,3438,11076,19513,5001,14297,18037,4749,13264
52,District 52,41754,31875,1779,5907,732,1671,68,0,0,42936,31367,2151,6904,738,2033,0,0,0,43163,29813,2798,7111,949,2794,55,43052,30270,2025,8071,662,2144,0,7737,455,1605,0,16,946,43949,30883,2629,7680,669,2320,18,31136,24514,1265,3891,526,1028,40,0,0,30795,23609,716,4917,227,1292,0,4754,164,1089,55,0,32675,23693,1858,4792,632,1802,31,32675,23693,1858,4462,530,1089,11,76,956,30810,22998,581,5298,305,1505,0,0,0,0,0,0,31548,23536,1190,4994,362,1576,20,4850,303,1178,20,31671,22996,1573,4899,475,1859,12,4447,389,1324,12,17057,3372,13342,18287,3835,14452,17479,3134,13771,16849,2898,13487,6938,991,5947,11483,3385,7982,12051,3727,8324,11305,1718,9587,11318,1610,9708,15116,2863,11948,17146,3401,13440,16820,2779,13472,14310,2708,11344,11891,1873,9798,11661,968,10152,13512,2216,10987,9273,1054,7697,8994,1234,7760,8026,1107,6919,9088,755,8133,8911,1188,7605,8759,1296,7463,13299,2227,10806,16050,3097,12719,15304,2996,12308
53,District 53,47301,30063,1767,10017,480,5182,188,0,0,46058,29394,1899,9611,521,5202,194,0,0,43160,25169,2982,9584,625,5288,55,44514,29593,2083,8026,551,4594,28,7562,500,3712,22,0,1042,42727,27668,1823,7834,523,5127,24,34864,23410,1242,6636,353,3301,136,0,0,33385,22997,542,6498,196,3117,24,6304,156,2565,150,0,32374,20193,1866,6550,483,3432,37,32374,20193,1866,6221,381,2527,11,67,1108,32518,23216,805,5657,235,2702,25,0,0,0,0,0,31968,22397,820,5332,210,3307,4,5117,192,2667,4,29500,20649,1081,4966,117,2715,13,4724,79,2048,13,15798,5369,9976,15657,5371,10286,16988,4632,11874,15946,4109,11102,5890,1421,4469,10879,4066,6655,11470,4382,7088,10385,2337,8048,10486,2288,8198,15059,3889,10804,18771,4672,13850,17792,3673,13337,13999,3557,10155,9533,2019,7307,9458,1934,7330,12990,2941,9720,7774,1273,6050,7511,1551,5960,6441,1277,5164,7634,1054,6398,7432,1340,5961,7324,1486,5838,12731,2797,9653,15264,3687,11417,13901,3433,10468
