ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137,2016,41,57,49,3,0,37,46,0,0,2292,2130,54,65,78,4,0,45,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,23148,4233,5536,12995,1102,327,75,0,0,22749,4040,5734,12373,1286,147,101,0,0,22562,3577,5525,13147,1045,433,46,22842,3592,5589,13339,1048,433,46,21887,4292,5212,12126,924,112,96,10615,706,6,0,114,941,22341,4007,6234,12780,418,400,81,17963,3942,3964,9565,859,237,57,0,0,15290,3669,3572,7541,360,77,0,7312,319,4,145,0,17953,3275,4105,10153,840,359,37,17953,3275,4105,9063,694,54,3,110,649,14854,3831,3017,7635,275,77,0,0,0,0,0,0,16192,4953,3676,7129,273,118,0,6819,219,30,0,15815,5089,3641,6556,316,291,67,6153,224,22,67,6850,6340,459,6774,6273,501,6709,6011,501,6315,5729,448,4728,4292,381,4880,4205,472,4612,4026,476,5587,4977,482,6340,5645,622
2,2,20128,15717,2217,798,1188,109,14,0,0,22268,17056,1981,2100,1447,126,13,0,0,24167,16535,3344,1585,1814,323,13,24188,16553,3344,1585,1814,323,13,22534,16755,2327,2228,1386,134,14,1793,1085,1,14,70,486,23608,15324,3351,2407,1486,123,0,15587,12547,1480,531,833,73,11,0,0,16402,13463,851,1228,841,67,15,1039,831,2,10,0,19448,14010,2237,1086,1337,250,5,19448,14010,2237,745,1220,14,0,346,876,16550,13771,976,1124,711,60,15,0,0,0,0,0,20912,14778,2580,2650,825,49,0,2547,802,15,0,21039,14629,2654,2448,1215,18,0,2353,1185,0,0,10453,5919,4426,9809,5362,4447,10943,5558,4854,10606,5641,4736,9466,5497,3866,9542,4784,4553,9322,4880,4365,10434,5632,4593,12744,7397,5175
3,3,23612,2766,15206,5782,693,358,91,0,0,23151,3172,14090,7279,586,366,4,0,0,22825,1955,14369,6055,847,582,67,23031,1965,14502,6101,848,583,67,24274,3100,15284,8433,656,311,12,4597,429,0,0,170,692,23994,2787,16214,9451,456,492,39,16880,2514,10203,4011,554,262,72,0,0,14639,2332,8699,3341,219,20,0,3284,208,0,25,0,17237,1760,10478,4424,684,449,52,17237,1760,10478,3387,593,45,9,359,606,15632,1899,9861,3523,212,0,0,0,0,0,0,0,15942,2193,10218,3188,138,55,0,3000,93,32,0,15544,2101,9626,3438,241,179,0,3154,117,50,0,5910,5341,524,3907,3737,170,5884,5278,471,5375,4884,380,3736,3366,322,3877,3331,439,3459,3014,391,4656,4094,486,5690,4706,946
4,4,24365,4748,13890,5505,1236,375,89,0,0,24068,4346,13105,6565,1401,193,84,0,0,23476,3894,12582,6089,1902,509,66,23748,3912,12747,6159,1912,512,67,22964,4287,12676,6346,1412,431,86,4272,1303,2,0,103,320,23225,4497,12183,6756,1461,484,165,18315,4444,9559,3839,1006,270,69,0,0,16113,3883,8393,3523,276,49,0,3437,235,2,23,0,18266,3695,9149,4414,1544,358,49,18266,3695,9149,3415,1386,31,3,160,427,15296,3959,8014,2983,338,97,0,0,0,0,0,0,13998,3755,7119,2740,427,176,0,2521,365,19,0,13351,3827,6441,2703,411,163,0,2520,333,20,0,5451,4917,499,7745,6975,770,5635,4978,510,5091,4508,478,3555,3152,354,3709,3135,447,3312,2850,427,4436,3846,510,5305,4423,832
5,5,24564,7490,3484,13273,862,299,54,0,0,24975,7020,3958,13540,851,396,122,0,0,24363,5738,4366,13217,1559,319,50,23667,5534,4120,12977,1550,315,47,24826,6593,4607,13544,716,372,94,12107,617,6,15,49,833,25176,6089,4870,13586,1528,354,78,18426,6371,2186,9515,596,208,40,0,0,18039,6166,2502,8856,438,153,15,8694,415,2,74,0,18928,5022,2947,10112,1022,223,30,18928,5022,2947,9293,932,23,0,122,589,17932,5568,2872,9030,257,148,15,0,0,0,0,0,18376,5293,3433,9122,363,179,0,8698,280,15,0,17601,4760,3774,8536,393,40,0,8119,283,10,0,11607,9575,1927,9555,7379,2176,11002,8787,1888,10713,8904,1630,8891,7209,1588,9024,6748,1880,8662,6652,1922,9950,7933,1832,11535,9340,2066
6,6,23994,5769,12945,5205,902,315,98,0,0,24185,3837,14565,6281,882,338,18,0,0,23505,3655,13696,5705,1317,507,96,23648,3660,13790,5733,1318,507,96,23999,3922,13305,7794,680,227,15,5594,539,4,0,113,525,22892,3792,13459,7142,351,188,49,17606,5033,8829,3489,680,220,70,0,0,14788,2827,8739,2689,396,58,0,2594,396,2,123,0,17767,3212,9948,4051,971,350,72,17767,3212,9948,3088,805,33,9,223,449,15060,2916,8051,3564,349,49,0,0,0,0,0,0,15851,3115,8893,3544,201,125,0,3444,202,4,0,16237,3744,8057,4032,354,52,0,3937,321,0,0,7006,5881,1065,5772,5268,504,6986,5928,891,6578,5792,682,4647,4000,616,4839,3912,768,4553,3731,773,5790,4867,841,7246,5861,1327
7,7,23533,2814,5276,15885,389,282,67,0,0,21994,2698,5312,14347,285,247,57,0,0,22659,2165,5636,15165,333,407,36,22938,2176,5714,15362,334,407,36,22691,2595,6150,14607,444,235,45,13120,316,0,0,95,418,21892,2822,5485,14371,510,192,20,17562,2721,3466,11489,313,197,50,0,0,15464,2644,3118,9487,106,70,10,9422,89,0,64,0,17319,2069,3812,11466,270,297,22,17319,2069,3812,10588,224,43,3,167,413,15822,2526,3879,9319,84,77,0,0,0,0,0,0,13590,955,3046,9410,82,73,0,9347,56,7,0,14167,1042,3441,9060,363,23,25,9049,113,2,25,7393,7105,253,7827,7549,278,6900,6529,249,6372,6069,197,4550,4391,132,4785,4470,223,3955,3714,211,5538,5235,236,6689,6224,414
8,8,24211,22783,656,349,298,171,12,0,0,23226,21693,850,297,367,42,0,0,0,23442,20859,1017,432,442,448,27,23464,20881,1017,432,442,448,27,23209,21529,624,210,655,46,0,69,398,0,0,305,287,23032,20806,1053,369,656,372,0,18635,17752,386,201,197,122,7,0,0,18238,17362,526,167,134,22,0,117,130,0,11,0,18886,17156,633,272,297,334,18,18886,17156,633,147,213,36,0,88,613,18603,17895,452,33,204,21,0,0,0,0,0,0,18451,17260,693,124,221,80,0,100,116,2,0,18403,17101,756,172,189,127,0,155,57,2,0,13292,7641,5412,12737,7127,5610,13703,6234,6580,13542,7741,5429,12312,6370,5742,12457,5154,6318,12139,5353,6614,13202,6459,6280,15227,7868,6971
9,9,22885,13228,3662,4235,2035,193,26,0,0,23119,11189,5031,4984,1920,540,0,0,0,23352,10599,5242,5442,2331,440,56,23418,10622,5254,5456,2333,440,56,22886,11137,5409,4520,1957,476,0,3469,1768,235,0,42,832,23391,11590,5286,4561,1985,406,91,17966,11426,2368,2769,1496,135,22,0,0,16473,9577,3061,2754,800,212,0,2686,770,181,50,0,18405,9447,3525,3724,1686,358,42,18405,9447,3525,3171,1585,49,2,118,508,16262,9657,3212,2352,781,242,0,0,0,0,0,0,16375,10026,3224,2319,611,164,30,2094,572,85,30,16400,9028,3196,3170,919,127,23,2887,890,0,23,10411,6996,3289,6983,4860,2123,10089,6289,3351,9742,6929,2569,8272,5437,2716,8425,4768,3109,8120,4908,3089,9278,5965,3064,11101,7450,3500
10,10,24021,10541,6428,6501,1078,258,62,0,0,23599,8315,7997,6674,1156,443,22,0,0,23570,7495,8090,7452,957,474,65,23676,7516,8125,7485,957,474,65,22996,8276,7590,6387,1239,181,21,5537,1053,0,0,30,509,22863,8214,7843,6666,913,439,19,18620,9489,4201,4363,782,192,41,0,0,16272,7032,4765,3920,424,118,0,3769,424,4,30,0,18441,6853,5643,5268,765,326,45,18441,6853,5643,4619,678,39,1,132,476,16486,7147,4969,3837,477,77,0,0,0,0,0,0,16507,7086,5221,3813,395,24,0,3751,360,4,0,16396,6839,5600,3443,478,68,0,3235,417,6,0,9533,6990,2408,9384,7262,2122,8885,6189,2418,8540,6615,1731,6747,4892,1747,6957,4463,2118,6600,4430,2076,7852,5569,2102,9523,6801,2535
11,11,23249,9189,5423,6586,2517,246,64,0,0,23481,6840,6954,6757,3067,194,143,0,0,23435,6711,6655,7356,3138,540,41,23512,6723,6683,7380,3139,540,41,24076,6515,8209,6405,3374,272,70,5054,3056,109,0,206,930,23828,6570,7742,6987,2938,191,4,17663,8108,3533,4302,1900,164,45,0,0,14224,5837,4104,3704,519,53,0,3505,450,21,36,0,18416,6146,4656,5281,2481,386,34,18416,6146,4656,4604,2379,27,2,125,477,14715,5802,4580,3583,694,50,0,0,0,0,0,0,16114,6040,4858,4384,737,47,0,4320,656,4,0,16529,6136,5126,4043,1071,80,0,3948,997,20,0,8407,6286,2033,7321,5572,1749,7306,5177,1837,6989,5423,1414,5560,4077,1417,5696,3742,1685,5456,3750,1633,6527,4729,1665,8311,6181,2043
12,12,23327,15853,2652,3052,1972,204,40,0,0,22324,13320,3310,3833,1943,327,64,0,0,24275,12807,4438,5007,2164,482,43,24349,12843,4448,5017,2166,482,43,22055,13627,2982,3907,1622,253,49,3058,1467,84,0,45,783,23566,13533,4237,4285,1782,227,24,18524,13554,1624,1952,1450,139,23,0,0,16214,11356,2158,1838,724,121,0,1575,704,51,44,0,19072,11214,2913,3296,1596,349,26,19072,11214,2913,2739,1484,42,5,120,555,16380,11517,2032,2131,634,142,0,0,0,0,0,0,18237,11931,3030,2399,718,99,0,2131,663,20,0,18713,11942,3450,2374,807,66,0,2164,742,0,0,10783,7266,3363,9355,5929,3426,10377,6340,3468,10088,7005,2804,8746,5710,2906,8845,4981,3244,8654,5184,3354,9772,6269,3218,12104,8409,3507
13,13,23445,17291,2349,2488,1499,221,25,0,0,22907,14417,3149,3395,2080,328,34,0,0,23418,14725,3431,3564,1833,453,31,23483,14756,3439,3576,1833,453,31,22570,13824,3994,3860,1750,334,27,2493,1617,23,0,86,536,23549,13404,4896,4561,1819,151,40,18078,14143,1438,1545,1004,145,17,0,0,16711,11764,1968,1675,1161,100,0,1426,1109,25,59,0,18618,12607,2218,2372,1323,326,22,18618,12607,2218,1876,1188,31,4,78,616,16712,11621,2368,1650,964,115,0,0,0,0,0,0,17230,11408,2827,1903,1014,41,0,1745,1016,0,0,17037,11983,2142,1690,1119,53,0,1520,1140,0,0,11913,7603,4132,11987,7740,4247,11188,6630,3925,10925,7258,3401,9723,6112,3475,9826,5150,3876,9603,5450,4046,10587,6469,3781,12379,8199,3954
14,14,22581,18591,945,1049,2004,101,20,0,0,22839,17309,1332,1383,3151,38,4,0,0,23643,16264,1349,1379,4330,242,34,23664,16283,1349,1379,4330,242,34,23081,17251,1240,1089,3592,169,0,778,3057,9,0,59,688,23460,15160,1619,1355,5082,131,0,17078,14444,590,709,1326,62,12,0,0,16467,13640,603,794,1249,25,0,770,1125,6,140,0,18219,13334,868,919,2835,161,16,18219,13334,868,744,2714,13,7,58,481,16570,13567,614,623,1676,34,0,0,0,0,0,0,16115,12661,865,906,1602,69,0,838,1437,0,0,16280,12824,755,671,1995,82,0,607,1730,0,0,12753,7757,4819,12108,6921,5187,12341,6852,4892,12270,8610,3412,10786,6516,4150,10901,5185,4851,10670,5594,4959,11747,6876,4524,13710,8510,4935
15,15,22468,8437,1251,12404,667,258,38,0,0,22922,7936,1836,12811,668,204,0,0,0,23703,8324,1893,12879,825,326,40,23775,8331,1894,12937,825,326,40,22717,7610,1855,12705,1067,202,0,11755,1036,9,0,76,376,23082,7603,1883,12946,1130,183,0,18420,7783,837,9405,510,170,31,0,0,18232,7246,1217,9266,453,92,0,9152,453,18,10,0,20154,7797,1388,10329,669,245,37,20154,7797,1388,9571,559,34,3,155,647,18222,7097,1098,9167,801,90,0,0,0,0,0,0,18578,7071,1040,9608,787,135,0,9318,748,0,0,18878,7427,1292,9218,743,103,0,8896,712,5,0,13259,11078,2094,13173,10868,2305,12656,10383,1919,12402,10396,1800,11228,9358,1763,11366,8626,2125,11047,8729,2211,12085,9889,1962,13964,11846,1984
16,16,23511,21118,737,515,1094,99,13,0,0,24799,21614,1164,683,1121,297,20,0,0,24517,20341,1335,829,1611,321,22,24527,20349,1335,829,1611,321,22,25025,20807,1522,950,1301,368,37,829,984,251,0,62,570,24617,20139,1802,868,1401,213,23,17066,15609,431,311,672,65,8,0,0,18235,16585,570,428,505,143,0,373,445,124,4,0,18850,16173,823,533,1053,201,16,18850,16173,823,366,938,6,3,75,466,17945,15890,775,523,562,177,0,0,0,0,0,0,17870,15635,970,372,692,175,0,318,644,19,0,18249,16010,846,417,825,154,0,321,761,0,0,14065,7982,5935,13938,7075,6863,13984,7825,5357,13858,8122,5428,12893,7635,5125,12983,5940,5816,12627,6527,5964,13728,7728,5540,16174,10296,5575
17,17,23904,21669,717,365,1090,122,13,0,0,23699,19748,1154,515,2128,63,0,0,0,24275,19937,1091,670,2078,231,16,24278,19940,1091,670,2078,231,16,23999,20153,1130,561,1868,161,0,407,1679,27,0,165,429,24285,20145,1083,470,2054,398,0,17644,16325,398,222,653,76,9,0,0,17362,15622,568,265,906,15,0,230,891,15,0,0,18854,16054,702,432,1322,169,15,18854,16054,702,304,1226,14,3,51,500,17685,16104,602,290,698,27,0,0,0,0,0,0,17116,15275,676,256,752,140,0,258,745,30,0,16980,14780,694,303,987,145,0,300,909,11,0,13918,7614,6143,13007,6279,6728,14015,7338,5960,13888,7750,5891,12801,7104,5586,12914,5531,6421,12687,6134,6440,13631,7192,6053,15664,9320,6059
18,18,24674,18278,2459,2012,1995,176,50,0,0,23954,18216,2397,2028,1765,206,27,0,0,24371,16861,2666,2272,2267,290,32,24398,16880,2668,2272,2267,290,32,24164,17901,2579,2502,1539,281,23,1859,1269,63,0,30,462,24764,17143,3094,3099,1404,284,0,19224,14752,1653,1411,1390,113,28,0,0,17950,14299,1662,1063,812,65,0,1040,665,11,20,0,19667,14078,1987,1666,1690,194,15,19667,14078,1987,1335,1532,10,0,156,569,18327,14161,1881,1371,783,129,0,0,0,0,0,0,17896,13704,2072,1344,749,104,0,1243,617,30,0,17943,13741,1709,1810,675,95,4,1582,543,19,4,12449,9080,3232,13936,9629,4307,12248,9155,2527,12070,9108,2665,10918,8448,2359,10989,7168,2886,10762,7657,2961,11640,8611,2671,12917,10138,2607
19,19,23592,20509,816,748,1492,91,20,0,0,24808,20054,1360,743,2660,212,0,0,0,24704,19592,1250,1046,2494,204,23,24714,19600,1250,1046,2494,204,23,24574,19090,1254,756,3570,264,0,532,3180,1,0,59,469,24739,19394,1195,1102,2891,385,0,17739,15721,519,488,981,58,10,0,0,17220,14765,752,464,1163,50,0,444,1123,15,30,0,18895,15547,801,683,1614,140,12,18895,15547,801,486,1444,19,0,116,482,16873,14224,668,428,1455,42,0,0,0,0,0,0,17600,15183,614,516,1157,65,0,480,1027,0,0,18104,15416,611,586,1410,53,0,547,1272,0,0,14856,9390,5301,12838,7554,5284,14471,9676,4121,14443,9496,4677,13327,9090,4117,13410,7324,4819,13158,8123,4903,14128,9230,4470,16042,11606,4183
20,20,24773,17611,3042,1873,2364,178,26,0,0,25245,16937,3506,1830,2674,242,9,0,0,24780,15801,3576,2124,3023,298,47,24801,15814,3577,2124,3023,298,47,24642,16670,3626,2132,2240,287,7,1429,2063,17,0,216,618,25062,16294,4374,2510,1996,309,0,19412,14587,1980,1215,1634,127,20,0,0,18613,14007,1945,1066,1481,126,0,953,1439,18,29,0,19959,13435,2503,1492,2275,235,30,19959,13435,2503,1138,2125,21,2,186,549,18097,13578,2105,1144,1143,231,0,0,0,0,0,0,18191,13075,2290,1566,1135,191,0,1260,1096,0,0,18356,13330,2292,1401,1269,132,0,1164,1224,0,0,12485,8286,4017,11922,7703,4219,12154,7536,4080,11828,8214,3345,10591,7015,3451,10708,5874,4002,10330,6212,3981,11491,7278,3881,13519,8841,4449
21,21,22995,19399,876,694,2027,81,19,0,0,22860,17640,1463,655,2882,113,81,0,0,23917,17497,1363,1075,3664,216,14,23930,17508,1363,1075,3664,216,14,22991,16965,1595,1077,3122,109,67,829,2927,53,0,102,519,23934,17059,1620,974,4175,57,67,17959,15566,559,458,1357,53,16,0,0,16548,14098,834,461,1098,30,0,426,1063,20,52,0,18979,14611,881,756,2499,143,12,18979,14611,881,578,2346,7,2,61,493,16811,13651,1082,764,1221,38,0,0,0,0,0,0,16712,13129,1181,612,1761,34,0,518,1713,20,0,17048,13585,1190,573,1676,66,0,448,1551,19,0,12636,7230,5264,10089,5245,4844,12979,6936,5417,12851,7490,5114,11441,6640,4696,11586,5288,5467,11206,5754,5341,12400,6795,5258,14387,8640,5514
22,22,23733,20747,1310,823,795,124,18,0,0,23955,19594,2377,712,1319,197,10,0,0,23732,18805,2231,1043,1281,330,26,23786,18852,2232,1043,1281,330,26,23749,19544,2224,684,1271,156,8,456,1206,4,0,4,309,23617,18728,2458,843,1502,175,76,18901,16891,845,564,538,87,14,0,0,18535,15901,1645,443,536,9,0,403,511,9,8,0,19506,16021,1536,736,890,260,17,19506,16021,1536,496,801,25,4,51,572,18851,16192,1604,486,589,0,0,0,0,0,0,0,19795,16425,1911,510,807,55,20,393,714,35,20,20176,16832,1674,602,923,52,26,354,819,22,26,11843,6846,4824,9750,5514,4236,12040,5328,6154,11764,6953,4594,10109,5158,4836,10328,3918,5685,9944,4217,5601,11237,5367,5572,13473,6648,6601
23,23,23289,21612,729,216,576,100,12,0,0,22863,20801,1019,432,339,145,29,0,0,23285,20693,1140,327,640,213,40,23305,20713,1140,327,640,213,40,22638,20931,853,295,363,46,6,138,302,9,6,112,286,23329,20645,1377,228,440,208,0,18734,17617,497,145,367,61,9,0,0,18435,17532,407,153,191,99,30,109,191,4,34,0,19817,17935,775,218,468,154,29,19817,17935,775,127,393,18,7,111,451,18489,17783,361,125,170,63,4,0,0,0,0,0,19329,18324,644,98,166,87,0,93,162,15,0,19522,18567,607,87,204,40,0,70,146,0,0,14331,8228,5939,13565,7439,6126,14199,7433,6166,14091,8715,5168,12929,7328,5487,13065,5881,6490,12817,6200,6505,13848,7518,6042,16393,9636,6523
24,24,23058,11117,8274,3718,612,235,39,0,0,23605,10044,9643,4232,613,414,0,0,0,23653,8574,10455,4661,704,430,71,23798,8610,10523,4680,704,430,71,24220,8930,10788,4723,481,419,0,3062,333,0,0,63,1038,24068,9172,10791,4181,409,326,0,17497,9719,5223,2386,438,146,30,0,0,16012,8017,5496,2145,315,18,0,1991,295,0,28,0,18103,7643,6986,3271,535,289,54,18103,7643,6986,2424,445,11,4,119,471,16123,7378,5917,2475,289,18,0,0,0,0,0,0,16148,7416,6162,2278,198,33,0,2040,194,10,0,17088,8464,5861,2497,232,124,4,2145,205,8,4,8437,6112,2219,6447,4884,1563,8241,5566,2384,7788,5903,1696,6340,4474,1801,6528,4012,2200,5771,3805,1883,7243,4947,2137,8896,5914,2883
25,25,23467,8215,11409,4291,480,300,62,0,0,23170,5542,13659,4077,461,156,54,0,0,23675,5799,13551,4901,549,507,57,23939,5842,13715,4945,549,507,57,22602,6091,12623,3859,743,108,100,2783,561,0,12,58,475,24186,6775,13512,4256,737,308,88,17314,7442,7143,2778,352,191,38,0,0,15196,4330,8494,2109,220,23,0,2003,150,0,10,0,17535,5021,9241,3376,399,370,45,17535,5021,9241,2446,288,13,8,75,443,14762,4495,8063,1894,269,9,10,0,0,0,0,0,15724,4962,8539,1920,181,20,25,1718,173,0,25,15524,5620,7748,1647,361,76,7,1488,186,11,7,5841,4717,1056,5636,4685,951,5992,4652,1155,5519,4554,805,4047,3181,815,4186,2994,1040,3670,2727,888,4911,3740,1061,6095,4351,1668
26,26,23594,14365,5962,2592,1025,157,37,0,0,23022,12611,6846,2505,1434,100,0,0,0,23704,12168,7134,3569,1167,311,49,23796,12213,7165,3572,1169,311,49,22400,12101,6369,3126,1292,165,0,2155,1112,14,0,48,601,22573,11168,7107,3550,1389,312,26,19114,12748,3921,1805,783,113,29,0,0,16353,10063,4214,1648,381,62,0,1500,362,15,2,0,19607,10977,5065,2715,907,216,40,19607,10977,5065,2149,781,16,6,184,429,16150,10330,3748,1694,299,63,0,0,0,0,0,0,16155,9664,4418,1420,568,86,0,1288,515,0,0,17444,9727,4870,2097,568,171,0,1916,463,29,0,7309,5212,1983,8665,6492,2173,7216,4598,2323,6663,4874,1608,5356,3702,1588,5549,3255,2019,4839,3086,1680,6282,4097,2020,8089,5070,2890
27,27,24304,18569,2919,1586,1373,157,24,0,0,23560,16444,3297,2231,1710,171,34,0,0,24426,16496,4064,2186,1666,322,22,24465,16524,4068,2188,1666,322,22,24128,16418,3255,2322,1931,257,47,1225,1478,0,0,253,1504,24678,15984,3931,2696,2171,411,23,19189,15398,1861,996,948,102,18,0,0,17686,13791,2045,971,690,48,0,826,653,21,130,0,19804,14173,2791,1469,1248,257,15,19804,14173,2791,1090,1143,6,4,114,483,18577,14272,1866,1326,1008,131,0,0,0,0,0,0,19354,14053,2555,1203,1180,254,0,706,1120,0,0,19897,14411,2683,1288,1193,208,0,865,1123,4,0,11935,7656,4110,10282,6364,3918,11838,6589,4719,11593,7745,3627,10062,6135,3828,10207,5103,4403,9691,5243,4344,11069,6435,4356,13129,7793,5162
28,28,23643,20173,1941,831,744,93,22,0,0,23264,18770,1941,1389,1343,413,93,0,0,24217,18658,3065,1213,1167,280,29,24232,18668,3068,1213,1167,280,29,23018,18274,1960,1718,1193,378,123,1130,873,20,0,118,645,23982,18836,2978,1207,1110,248,82,18627,16303,1266,561,510,55,16,0,0,17555,14739,1299,693,634,190,0,637,567,19,0,0,19340,15399,2118,883,842,192,19,19340,15399,2118,626,729,12,6,87,363,17343,14369,1277,977,538,180,0,0,0,0,0,0,18881,15696,2080,595,446,10,0,562,442,10,0,18295,14799,2055,598,765,12,0,577,741,0,0,13153,7617,5376,12491,7049,5442,13013,6793,5604,12664,7882,4524,11225,6543,4571,11444,5279,5296,11294,5666,5488,12307,6763,5209,14418,8425,5776
29,29,22734,18146,1305,1034,2223,134,16,0,0,23075,16747,939,1382,4097,112,31,0,0,23926,16481,1678,1248,4349,246,11,23946,16498,1678,1248,4351,246,11,23197,16260,1412,1419,3914,67,43,1131,3768,0,43,231,350,23915,16821,1704,1622,3603,49,26,18460,15133,899,808,1582,100,10,0,0,16880,13901,725,823,1166,78,30,754,1123,0,170,0,19487,14208,1228,943,2949,188,10,19487,14208,1228,729,2821,16,0,61,424,17257,14206,1170,952,767,60,45,0,0,0,0,0,17089,13769,1255,1094,943,30,25,782,913,0,25,17768,14057,1670,1279,779,19,0,999,713,0,0,11617,6982,4465,11156,6286,4870,11047,6031,4521,11225,7150,3863,9790,5631,4057,9895,4487,4711,9666,4803,4761,10733,5908,4536,12799,7302,5307
30,30,23333,21433,855,328,668,110,17,0,0,24214,21590,1249,222,1125,58,10,0,0,23435,20056,1360,607,1000,251,18,23459,20080,1360,607,1000,251,18,23670,20652,1329,189,1362,56,14,97,1164,5,0,95,333,23043,19721,1446,252,1336,120,0,18255,17025,523,210,448,64,9,0,0,18537,17068,708,168,586,36,0,164,570,5,0,0,18895,16569,898,371,750,171,12,18895,16569,898,259,688,9,3,51,418,18160,16470,858,95,768,39,0,0,0,0,0,0,17517,15781,714,149,844,38,0,113,822,0,0,18026,16274,925,328,497,22,0,261,431,0,0,12624,6806,5648,15124,7554,7570,13161,5599,6999,12851,7274,5373,11341,5513,5730,11543,4271,6526,10929,4474,6326,12410,5703,6409,14748,7058,7504
