ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_ROFF_Total,E_18_SEN_ROFF_Dem,E_18_SEN_ROFF_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_19_LTG_Total,E_19_LTG_Dem,E_19_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_16-23_COMP_Total,E_16-23_COMP_Dem,E_16-23_COMP_Rep,E_23_GOV_Total,E_23_GOV_Dem,E_23_GOV_Rep,E_23_AG_Total,E_23_AG_Dem,E_23_AG_Rep,E_23_AUD_Total,E_23_AUD_Dem,E_23_AUD_Rep,E_23_LTG_Total,E_23_LTG_Dem,E_23_LTG_Rep,E_23_SOS_Total,E_23_SOS_Dem,E_23_SOS_Rep,E_23_TREAS_Total,E_23_TREAS_Dem,E_23_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,24382,18537,898,4807,64,114,7,0,0,23163,17249,912,4893,56,53,15,0,0,23504,17731,931,4301,76,451,12,24507,18612,1012,4737,60,67,14,4660,35,2,0,5,181,23475,17934,1080,4242,9,100,0,18303,14321,513,3370,43,90,5,0,0,17567,13660,190,3629,32,20,0,3629,32,2,30,0,18224,14075,565,3175,47,353,9,18224,14075,565,3047,32,36,2,12,455,18005,14419,186,3391,33,25,0,0,0,0,0,0,17231,13945,254,3049,3,92,0,3020,3,16,0,17909,14276,334,2997,15,265,8,2960,15,4,8,11834,3258,8384,11392,3146,8246,11182,2450,8513,8363,1705,6510,8090,2055,6035,8363,2022,6341,8998,2912,5978,8908,2257,6651,8902,2426,6476,8794,2161,6555,12133,2596,9410,12115,3039,8824,6590,972,5618,9955,2295,7560,8191,2378,5685,8093,1680,6413,8086,1771,6315,8066,1640,6426,8077,1599,6478,8060,1691,6369,10535,2307,8175,11565,2187,9283,11376,2168,9208,11430,2084,9346
24,24,16149,12717,336,2772,288,65,10,0,0,20919,16373,530,3368,597,53,134,0,0,24177,17094,819,4943,873,401,29,20968,16230,461,3657,540,69,113,3510,346,65,0,0,355,22462,15279,778,5674,701,114,91,11523,9238,185,1887,179,46,7,0,0,15187,12207,225,2415,217,35,0,2382,186,32,80,0,17680,12684,492,3564,567,315,13,17680,12684,492,3446,476,35,5,62,480,14937,11575,263,2858,225,45,0,0,0,0,0,0,15891,11295,401,3800,330,63,0,3746,210,10,0,16740,11938,521,3740,342,56,0,3708,244,10,0,7985,1955,5946,6510,1555,4955,9072,2082,6742,7315,1858,5300,6113,1985,4128,7209,1971,5238,5473,1793,3614,5439,1485,3954,5435,1499,3936,7237,2139,4997,11819,3573,8066,11822,3951,7602,5274,1519,3755,8667,2584,5951,6070,2148,3861,6046,1883,4163,6031,1910,4121,6006,1890,4116,6034,1881,4153,6042,1874,4168,10319,3293,6928,13302,4152,8875,13144,4082,9062,13137,4088,9049
25,25,23208,15972,1615,5194,295,199,30,0,0,24459,15419,1980,6739,314,113,42,0,0,24635,14373,1885,7376,398,570,39,23244,13486,1692,7633,313,133,40,7185,240,33,0,69,536,23791,13643,1827,7808,368,110,128,17171,12458,977,3428,204,138,16,0,0,17658,12057,599,4720,94,87,0,4637,90,57,102,0,18772,11715,1138,5158,267,442,16,18772,11715,1138,4986,199,44,10,46,634,17347,10982,630,5248,98,122,0,0,0,0,0,0,18166,11511,808,5312,103,123,0,5278,92,51,0,19067,11002,682,6796,175,134,3,6722,110,22,3,8325,2755,5485,7253,2746,4507,7946,2706,4987,6072,2137,3789,5135,2203,2932,5981,2213,3768,4412,1651,2689,4375,1477,2898,4373,1438,2935,5834,2204,3529,9193,3505,5486,9191,3884,5096,4163,1300,2863,6904,2610,4157,4571,1818,2685,4548,1644,2904,4544,1669,2875,4512,1662,2850,4555,1653,2902,4550,1658,2892,7687,2932,4655,9404,3343,5803,9258,3334,5924,9242,3344,5898
26,26,28368,6829,311,21144,151,75,14,0,0,25056,5491,75,19292,147,62,17,0,0,23068,5361,516,17047,158,146,18,24274,5125,383,18556,134,135,18,18457,117,94,0,11,84,22455,4702,436,16837,53,390,9,21100,5821,228,14993,108,61,9,0,0,19204,4724,48,14277,73,50,0,14277,65,40,23,0,17890,4717,407,12640,136,111,12,17890,4717,407,12381,85,16,0,20,264,18725,4605,242,13703,53,95,0,0,0,0,0,0,17125,4261,124,12473,7,204,0,12414,4,70,0,15955,3784,259,11523,18,378,0,11416,18,136,0,9955,6913,2879,9651,7040,2611,8274,5814,2356,5762,3489,2113,6364,4636,1728,6160,4216,1944,4556,3094,1411,4446,2911,1535,4395,2783,1612,5430,3836,1556,7885,5486,2304,7907,5780,2078,3495,2404,1091,6513,4551,1901,4894,3642,1185,4706,3171,1535,4706,3075,1631,4736,3199,1537,4692,3130,1562,4650,3280,1370,6301,4389,1875,6345,4337,1944,6238,4159,2079,6338,4551,1787
27,27,25952,8286,1629,15593,82,587,55,0,0,25755,8520,2321,14440,136,452,0,0,0,24990,6689,2155,15560,137,686,19,25933,8425,2266,14975,45,362,0,14639,45,318,0,1,245,24460,8577,1717,13901,56,345,0,18699,6589,1101,10716,63,371,40,0,0,17961,6941,359,10326,36,310,0,10260,36,284,15,0,18306,5447,1198,11257,107,390,11,18306,5447,1198,11063,79,247,1,25,246,18307,5809,442,11679,16,259,0,0,0,0,0,0,17875,5758,276,11461,8,245,0,11289,8,150,0,17722,4978,420,12254,33,184,7,12052,20,118,7,11859,7677,4034,10838,7215,3623,10078,6491,3472,7594,4602,2845,8199,5620,2579,7932,5152,2780,7631,5130,2447,7560,4830,2730,7489,4518,2971,7757,5068,2640,10779,6876,3780,10796,7168,3533,5730,3469,2261,9070,5856,3136,7686,5201,2380,7591,4770,2821,7558,4736,2822,7566,4476,3090,7554,4709,2845,7582,4854,2728,9220,5851,3324,9337,5646,3620,9309,5569,3740,8806,4746,4060
28,28,20455,17322,522,2277,249,102,20,0,0,23976,19833,870,2925,198,158,0,0,0,25161,20611,889,2596,448,520,48,24524,20073,936,3115,206,167,0,3057,147,17,0,21,275,26004,20886,936,3488,556,45,0,14950,12755,339,1633,163,75,13,0,0,17700,14838,320,2324,77,135,0,2283,50,35,4,0,18730,15484,559,1908,295,388,31,18730,15484,559,1817,215,29,11,39,576,17939,15447,185,2174,115,118,0,0,0,0,0,0,18765,15899,214,2430,313,40,0,2412,159,0,0,19219,16392,366,2155,555,84,0,2086,277,0,0,9754,2087,7576,11246,2363,8883,10566,1909,8351,8337,1435,6635,6885,1624,5261,8251,1626,6625,6551,1777,4690,6523,1226,5297,6538,1283,5255,8238,1714,6383,12990,2483,10303,12956,2931,9641,6459,956,5503,9617,1934,7506,6542,1637,4832,6513,1215,5298,6508,1262,5246,6462,1223,5239,6504,1228,5276,6502,1211,5291,11215,2286,8809,14286,2749,11292,14088,2606,11482,14067,2592,11475
29,29,26895,8438,490,17784,204,88,33,0,0,24619,7228,505,16720,204,58,15,0,0,24854,7073,677,16791,218,213,7,25006,7361,512,16913,262,52,0,16768,145,38,0,26,166,25241,7152,528,16854,202,147,0,20027,6980,330,12575,149,62,26,0,0,18405,5895,185,12203,82,42,0,12185,57,32,14,0,18892,5767,515,12344,171,169,2,18892,5767,515,12058,142,16,0,25,369,18697,5682,157,12372,113,51,0,0,0,0,0,0,18967,5831,234,12466,101,155,0,12360,58,14,0,18016,5480,329,11926,89,120,4,11824,62,20,4,12282,8584,3492,12074,8823,3251,10725,7548,3041,8160,5353,2647,8454,6255,2199,8531,6002,2529,7805,5573,2144,7560,5161,2399,7494,4951,2543,7820,5531,2236,10656,7382,3144,10657,7709,2874,5881,4058,1823,8743,6127,2546,6550,4788,1687,6233,4143,2090,6287,4302,1985,6278,4171,2107,6237,4103,2134,6267,4307,1960,8341,5710,2592,8144,5302,2786,8022,5110,2912,8128,5504,2624
30,30,27944,10188,978,16571,170,174,22,0,0,25908,8900,1414,15248,268,173,11,0,0,24871,8106,657,15996,69,209,23,26236,8489,839,16725,194,89,26,16598,104,42,26,38,99,25017,8040,328,16343,95,149,0,21184,8287,928,11772,150,148,20,0,0,19759,7417,1079,11039,130,137,10,11010,130,87,0,0,19150,6825,526,11702,50,155,16,19150,6825,526,11436,28,18,3,9,305,20053,6723,545,12701,93,95,25,0,0,0,0,0,18935,6328,113,12434,28,135,0,12348,24,18,0,17821,5909,124,11704,14,124,0,11597,4,34,0,13363,8044,5138,12826,8092,4734,11279,6704,4451,8018,4495,3377,8326,5380,2946,8247,5107,3140,8389,5304,2951,8201,4923,3278,8098,4817,3281,8301,5072,3161,11128,6598,4387,11154,6989,4042,5854,3532,2322,9448,5744,3617,7822,5303,2392,7572,4429,3143,7577,4691,2886,7572,4557,3015,7561,4444,3117,7581,4672,2909,9431,5656,3723,9583,5497,4013,9534,5283,4251,9663,5896,3767
31,31,27542,7446,426,19577,126,87,19,0,0,25218,7080,616,17285,147,70,0,0,0,24485,6988,466,16776,210,193,17,23894,6566,508,16640,88,70,0,16518,88,45,0,82,79,23789,6151,540,16872,126,102,0,20080,6143,283,13580,90,69,13,0,0,18235,5634,166,12313,44,68,0,12271,44,38,0,0,18818,5761,315,12531,157,157,17,18818,5761,315,12264,126,13,0,25,314,17455,5674,262,11638,17,68,0,0,0,0,0,0,17464,5277,173,12040,24,54,0,12012,27,15,0,17077,5008,202,11770,65,31,0,11708,57,0,0,12187,8163,3806,12123,8558,3565,10875,7126,3631,8337,4966,3195,8386,5707,2679,8642,5633,3009,7357,4879,2421,7274,4571,2703,7168,4393,2775,7818,5185,2586,10934,7200,3616,10934,7476,3403,5535,3494,2041,9047,5972,2995,6813,4830,1882,6606,4276,2330,6594,4448,2146,6649,4363,2286,6620,4294,2326,6595,4423,2172,8733,5694,2997,8744,5596,3089,8621,5013,3608,8718,5842,2876
32,32,27307,4989,652,21598,147,122,24,0,0,24580,3631,629,20185,114,23,3,0,0,23696,2988,745,19852,157,125,11,24368,3633,644,20137,96,7,3,19946,76,0,0,0,74,22989,2871,638,19445,81,46,0,19785,4207,439,15061,110,88,14,0,0,17400,3080,97,14182,30,24,0,14178,26,0,14,0,17345,2568,490,14173,132,88,2,17345,2568,490,13867,100,13,0,15,292,17298,2889,285,14065,22,6,0,0,0,0,0,0,16241,2278,381,13555,14,32,0,13479,4,4,0,15941,2071,403,13409,29,63,0,13236,29,12,0,10628,8119,2389,9072,7255,1817,8999,7057,1847,6601,4788,1674,6947,5557,1390,6930,5399,1531,6214,4860,1155,6074,4688,1386,5922,4320,1602,6388,5057,1284,8726,6822,1810,8734,7043,1650,4823,3776,1047,7343,5819,1468,5782,4941,777,5629,4344,1285,5614,4394,1220,5647,4270,1377,5632,4397,1235,5632,4471,1161,7255,5732,1494,7420,5750,1599,7345,5562,1783,7476,5942,1534
33,33,22190,15830,928,4706,583,280,53,0,0,25970,16601,938,7627,513,337,13,0,0,25385,15208,1345,7442,692,701,99,25813,15391,950,8600,268,539,29,8214,148,262,0,22,828,24923,15169,853,8282,515,162,79,16159,11978,607,3007,416,194,36,0,0,18546,12434,461,5033,320,305,0,4954,232,163,3,0,18937,12135,842,4832,527,517,58,18937,12135,842,4541,357,115,29,67,851,18629,11639,452,5791,182,551,0,0,0,0,0,0,18294,11665,462,5654,207,168,0,5507,171,23,0,17940,11698,535,5233,202,155,0,4906,179,4,0,6840,2215,4543,7334,2716,4618,7503,2453,4842,6048,2158,3791,5500,2252,3248,6021,2289,3732,5041,2036,2941,5020,1942,3078,5028,1835,3193,5874,2218,3572,8960,3313,5518,8950,3640,5075,4821,1525,3197,6896,2634,4159,5014,2235,2700,4961,1989,2972,4944,1962,2982,4958,1810,3148,4967,1898,3069,4949,1975,2974,7708,2968,4670,9234,3345,5804,9142,3228,5914,9118,3111,6007
34,34,25269,16157,266,8718,99,117,10,0,0,25199,15791,265,8902,50,115,29,0,0,25236,16029,347,8397,163,364,25,24776,15588,395,8514,29,107,5,8413,26,49,0,178,130,25394,15591,402,8996,41,164,4,19257,12738,168,6250,61,89,6,0,0,19322,12485,178,6542,23,85,14,6518,23,42,7,0,20026,13115,244,6319,108,302,20,20026,13115,244,6125,74,41,5,6,416,19148,12579,280,6142,0,72,0,0,0,0,0,0,19756,12700,314,6579,35,111,0,6508,14,29,0,19572,12687,194,6404,82,267,0,6222,18,44,0,13556,5305,8076,12896,5271,7625,12519,4521,7800,9413,3376,5892,9063,3754,5309,9456,3663,5793,9982,4365,5462,9834,3842,5992,9875,4049,5826,9777,3806,5894,13349,4885,8328,13324,5340,7790,8445,3081,5364,11178,4283,6789,9441,4289,5007,9299,3374,5925,9274,3524,5750,9296,3401,5895,9290,3293,5997,9296,3456,5840,11623,4334,7228,12277,4200,7964,12202,4122,8080,12244,4510,7734
35,35,24137,16562,237,7092,69,242,13,0,0,22817,15067,218,7236,75,235,10,0,0,23092,15697,375,6694,112,324,20,22709,14837,275,7239,161,198,8,7146,158,142,6,0,135,22827,14651,349,7534,157,136,3,18288,12959,163,5004,46,153,8,0,0,17539,11878,155,5201,67,229,10,5201,63,149,0,0,17998,12617,223,4902,70,239,11,17998,12617,223,4769,33,42,1,21,292,17592,12218,203,4884,110,180,4,0,0,0,0,0,18014,12281,250,5368,93,122,0,5345,73,64,0,18037,12064,197,5681,64,157,0,5632,57,68,0,12443,3937,8305,12225,3850,8375,11413,3180,8067,8710,2238,6312,8458,2669,5789,8814,2488,6326,8710,2865,5753,8648,2478,6170,8630,2418,6212,8670,2539,6068,11887,3284,8476,11854,3607,8017,7044,1486,5558,9889,2862,6935,7968,2742,5106,7874,2165,5709,7865,2283,5582,7857,2148,5709,7879,2146,5733,7881,2174,5707,10185,2817,7322,10979,2678,8216,10840,2652,8188,10497,1697,8800
36,36,25038,10033,321,14528,159,125,35,0,0,24711,9283,307,14633,464,193,7,0,0,23110,9144,342,13172,238,215,21,25034,9373,380,14946,318,238,0,14559,157,99,0,69,403,23718,8434,377,14617,212,185,0,18613,8077,225,10203,116,87,20,0,0,18664,7487,127,10614,323,92,0,10573,306,63,48,0,18289,7724,250,9987,190,151,17,18289,7724,250,9819,125,27,5,27,312,18952,7875,140,10756,139,123,0,0,0,0,0,0,17761,7211,219,10216,114,98,0,10143,102,7,0,17526,7564,195,9673,87,110,5,9581,73,10,5,13028,8038,4823,11921,7453,4468,11262,6694,4414,8610,4820,3670,8916,5687,3229,8736,5135,3601,8266,5145,3069,8181,4898,3283,8094,4592,3502,8479,5139,3273,11685,6884,4629,11765,7239,4403,6661,3356,3305,9920,5956,3876,8235,5372,2790,8096,4718,3378,8078,4904,3174,8112,4590,3522,8093,4769,3324,8112,4909,3203,10109,5987,4065,10543,5987,4458,10519,5841,4678,10349,5558,4791
37,37,23561,17510,256,5576,139,121,12,0,0,24336,16687,460,6989,137,75,5,0,0,23677,16818,435,5890,157,366,14,25314,17227,351,7435,230,111,6,7049,222,55,0,0,418,25240,16914,309,7663,133,175,5,17609,13367,171,3920,90,86,10,0,0,18277,12728,126,5261,89,70,0,5197,89,29,10,0,18131,13165,264,4317,93,279,8,18131,13165,264,4192,47,35,0,20,408,18886,13632,154,4877,98,68,0,0,0,0,0,0,18775,13504,143,4772,77,129,0,4731,57,3,0,17437,12374,174,4285,67,344,0,4169,43,11,0,11607,3309,8164,12846,3776,9070,11294,2991,8110,8927,2309,6481,8398,2670,5728,8887,2537,6350,8299,2685,5535,8266,2374,5892,8235,2258,5977,8720,2561,6078,12383,3504,8712,12356,3868,8286,7608,1681,5927,10205,2980,7113,8215,2844,5287,8152,2348,5804,8123,2453,5670,8147,2199,5948,8144,2275,5869,8147,2369,5778,10776,3143,7553,11788,3210,8482,11729,3094,8635,11734,3063,8671
38,38,24922,12266,314,11790,507,112,19,0,0,25835,12462,445,11954,961,166,38,0,0,25167,9227,542,14338,817,285,13,24306,10592,355,12394,937,39,71,12212,852,5,55,0,238,24320,10292,380,12635,974,62,55,19740,10566,231,8493,399,93,11,0,0,20026,10435,352,8891,230,95,20,8784,200,21,37,0,19816,7776,415,10770,646,219,10,19816,7776,415,10532,560,27,1,51,454,18669,7667,290,10583,129,35,22,0,0,0,0,0,18526,7477,248,10716,158,37,15,10675,149,0,15,19052,7723,290,10777,269,181,4,10639,226,4,4,10056,6064,3887,10304,6309,3995,10043,5947,3745,7712,4423,3140,7652,5095,2557,7813,4755,3058,6976,4625,2281,6897,4252,2645,6835,4029,2806,7346,4614,2626,10163,6292,3646,10183,6583,3460,5284,2804,2480,8509,5255,3112,6651,4463,2121,6537,3916,2621,6513,3939,2574,6550,3701,2849,6535,3862,2673,6516,3941,2575,8579,5267,3233,9024,5317,3560,8910,5021,3889,6533,547,5986
39,39,23645,18918,447,3998,218,123,15,0,0,23937,18082,230,5333,257,79,7,0,0,23415,17612,563,4546,347,339,23,22815,16685,268,5454,301,59,10,5161,264,19,0,98,327,22775,16460,640,5075,419,108,8,18247,14844,311,2882,171,94,7,0,0,18398,14293,180,3690,152,69,0,3676,134,8,9,0,18352,14034,364,3402,265,261,15,18352,14034,364,3283,201,37,7,20,406,17791,13452,205,3757,260,47,0,0,0,0,0,0,17514,13210,334,3619,183,83,0,3393,187,7,0,17418,13011,322,3752,178,162,0,3476,170,19,0,10585,2425,7985,9340,2297,7043,10209,2199,7810,7819,1696,6004,7382,1945,5437,7838,1960,5878,7737,2372,5295,7691,1917,5774,7677,1736,5941,7901,2012,5813,11102,2710,8243,11114,3084,7797,5865,1083,4782,9040,2286,6658,7088,2351,4682,7037,1674,5363,7010,1730,5280,7026,1522,5504,7034,1611,5423,7026,1663,5363,9457,2360,7037,10319,2282,7949,10238,2178,8060,10252,2131,8121
40,40,23330,12152,2100,8650,310,230,31,0,0,22997,9491,1516,11555,447,143,19,0,0,23951,7586,1939,13762,293,393,41,24311,9513,1942,12597,353,132,17,12198,299,67,11,37,243,23097,8805,1737,12360,287,144,11,15957,9109,1318,5215,208,146,17,0,0,16217,7360,837,7761,169,120,15,7709,144,45,5,0,17203,6225,1219,9251,208,297,26,17203,6225,1219,9035,157,19,17,58,473,17044,7348,941,8515,151,102,10,0,0,0,0,0,16633,6629,772,8905,169,101,10,8823,154,74,10,16013,5736,1009,9218,78,76,1,9039,73,5,1,6811,3373,3373,7163,4062,3101,6021,3190,2665,4259,2435,1723,3683,2428,1255,4181,2419,1762,2823,1611,1164,2812,1571,1241,2810,1514,1296,4056,2399,1590,6413,3866,2405,6408,4175,2093,2327,1207,1120,4757,2852,1819,2768,1762,957,2732,1662,1070,2734,1658,1076,2721,1684,1037,2729,1666,1063,2739,1685,1054,4976,3057,1847,5913,3392,2258,5805,3477,2328,5796,3530,2266
41,41,24199,8005,282,15736,174,114,17,0,0,22481,8197,288,13726,182,125,29,0,0,23102,6617,437,15685,237,214,17,22077,7503,317,14001,189,117,25,13637,159,70,8,31,334,22277,7392,394,14274,135,71,0,17876,6803,193,10740,128,81,11,0,0,17338,6843,295,10016,105,107,10,9950,90,53,0,0,17840,5705,333,11517,192,159,10,17840,5705,333,11257,130,27,5,19,364,16773,5895,318,10306,136,103,10,0,0,0,0,0,17082,5959,287,10812,86,49,0,10761,69,7,0,17610,5787,310,11363,91,147,0,11296,67,11,0,10847,7152,3543,10009,7288,2721,9453,6323,2967,6966,4489,2382,7067,5096,1971,7063,4729,2334,6145,4261,1840,6089,4076,2013,6025,3851,2174,6857,4765,2035,9781,6815,2840,9790,7065,2620,4735,2869,1866,8024,5591,2346,6213,4635,1489,6136,4271,1865,6116,4328,1788,6138,4094,2044,6119,4247,1872,6129,4348,1781,7987,5625,2311,8106,5594,2420,8033,5396,2637,7978,5420,2558
42,42,25805,8392,203,17048,67,179,10,0,0,23751,7711,271,15665,18,153,1,0,0,23231,7196,291,15496,60,307,23,23881,8098,271,15438,25,98,1,15205,25,85,0,0,194,23227,8121,243,14743,76,145,1,19043,6695,143,12089,45,133,7,0,0,18026,6179,86,11625,9,133,0,11601,9,133,1,0,17773,5864,178,11561,31,207,18,17773,5864,178,11278,18,121,1,12,301,18110,6021,77,11893,14,91,0,0,0,0,0,0,17616,6028,149,11267,35,91,0,11215,10,93,0,16992,5950,79,10794,37,138,0,10703,12,84,0,14269,9710,4392,13217,9360,3857,12288,8355,3824,9073,5687,3270,9351,6534,2817,9168,5964,3204,8595,5881,2660,8522,5606,2916,8426,5366,3060,8929,6027,2852,12304,8134,4038,12321,8418,3827,6913,4062,2851,10432,7011,3348,8604,6149,2368,8344,5411,2933,8317,5629,2688,8393,5390,3003,8363,5496,2867,8362,5654,2708,10439,6864,3532,10667,6756,3822,10514,6440,4074,7077,779,6298
43,43,21036,13813,358,5986,834,121,23,0,0,22254,14431,398,6746,671,100,14,0,0,24691,18019,698,4591,949,318,31,23583,15725,512,6424,720,132,26,6179,626,50,26,37,428,24761,16756,542,6321,929,162,77,17807,12217,276,4588,669,90,13,0,0,18127,12473,344,4995,215,60,10,4928,166,18,23,0,21392,15920,584,3735,755,276,20,21392,15920,584,3582,660,51,5,152,438,19243,14776,345,3838,174,113,3,0,0,0,0,0,20706,15723,353,4041,329,119,0,3987,243,24,0,20143,15117,420,3754,535,290,0,3708,423,19,0,7610,3140,4374,6757,2894,3863,7137,2965,3849,5677,2378,3182,5360,2655,2705,5717,2575,3142,4959,2526,2385,4927,2179,2748,4925,2104,2821,5657,2661,2902,8563,4037,4309,8578,4296,4130,4249,1574,2675,6735,3112,3497,5342,2719,2566,5282,2276,3006,5247,2253,2994,5298,2047,3251,5277,2171,3106,5269,2199,3070,7265,3353,3840,7969,3498,4326,7887,3284,4603,6384,62,6322
44,44,24701,16405,404,3647,131,4317,10,0,0,24697,15245,376,4274,173,4910,8,0,0,24361,15186,362,4209,125,4657,17,24443,15226,409,4183,140,4677,10,3967,119,4436,10,0,274,24459,14923,21,4720,214,4432,25,17690,12618,229,2221,81,2601,6,0,0,17600,11924,65,2765,80,2875,10,2659,70,2734,0,0,17786,11893,244,2712,105,2893,11,17786,11893,244,2577,75,2660,1,35,301,17549,12222,124,2405,83,2820,10,0,0,0,0,0,17434,11994,19,2665,108,2600,15,2603,96,2500,15,17929,12022,96,2863,126,2808,4,2775,104,2633,4,9442,1758,7535,8752,1626,7126,8833,1643,7053,6676,1181,5388,6182,1332,4850,6718,1401,5317,6765,1893,4794,6790,1526,5264,6797,1714,5083,6936,1571,5310,9851,2125,7627,9781,2389,7182,5136,771,4365,7683,1627,5976,5697,1418,4186,5689,1194,4495,5688,1168,4520,5654,1135,4519,5695,1088,4607,5696,1150,4546,8132,1739,6349,9119,1746,7300,9043,1674,7369,8387,50,8337
45,45,24557,9518,292,13507,124,1236,17,0,0,23972,9956,507,12532,227,839,6,0,0,23077,8241,322,13060,180,1401,19,23822,9892,491,12551,88,848,16,12261,80,751,6,14,328,23231,9815,460,11998,109,865,1,18031,7670,179,9399,78,780,11,0,0,18161,8178,221,9048,140,610,0,8991,140,550,4,0,17561,6850,199,9588,110,858,13,17561,6850,199,9403,91,720,4,28,266,18235,7741,188,9560,86,625,0,0,0,0,0,0,17906,7440,172,9420,99,733,0,9236,39,690,0,17269,7728,173,8668,104,612,0,8313,26,518,0,11076,6288,4634,11017,6495,4522,9608,5169,4333,7258,3695,3452,7064,4026,3038,7283,3794,3489,7628,4441,3094,7535,4169,3366,7482,4066,3416,7496,4213,3229,10345,5717,4515,10329,5949,4261,5195,2257,2938,8551,4691,3792,7029,4001,2931,6886,3597,3289,6867,3646,3221,6877,3473,3404,6884,3503,3381,6903,3613,3290,8763,4674,4038,9089,4551,4475,9010,4351,4659,6731,0,6731
