ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_ROFF_Total,E_18_SEN_ROFF_Dem,E_18_SEN_ROFF_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_19_LTG_Total,E_19_LTG_Dem,E_19_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_16-23_COMP_Total,E_16-23_COMP_Dem,E_16-23_COMP_Rep,E_23_GOV_Total,E_23_GOV_Dem,E_23_GOV_Rep,E_23_AG_Total,E_23_AG_Dem,E_23_AG_Rep,E_23_AUD_Total,E_23_AUD_Dem,E_23_AUD_Rep,E_23_LTG_Total,E_23_LTG_Dem,E_23_LTG_Rep,E_23_SOS_Total,E_23_SOS_Dem,E_23_SOS_Rep,E_23_TREAS_Total,E_23_TREAS_Dem,E_23_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
106,106,24643,19747,522,3956,149,309,27,0,0,24512,19792,399,3891,196,236,60,0,0,23975,18664,786,3592,173,650,25,23870,19284,380,3661,149,343,15,3565,35,39,0,27,536,24540,20126,428,3342,103,416,7,18579,15126,373,2766,101,218,17,0,0,18708,15231,249,2775,144,193,0,2761,39,22,95,0,18572,14610,520,2716,140,503,17,18572,14610,520,2574,83,74,0,32,679,18201,14723,281,2745,106,276,0,0,0,0,0,0,18979,15594,317,2827,37,246,0,2792,12,16,0,19008,15620,451,2683,35,239,0,2601,36,34,0,10162,2392,7577,9212,2194,7018,9633,1909,7503,6941,1479,5275,6017,1546,4471,6881,1606,5275,6089,1552,4424,6044,1322,4722,6060,1372,4688,6989,1504,5383,10423,2039,8241,10308,2423,7557,5916,984,4815,7825,1680,6018,5047,1271,3665,5015,1091,3924,5007,1108,3899,4991,1083,3908,5009,1037,3972,5016,1102,3914,8652,1783,6780,10640,1915,8598,10431,1909,8522,10472,1810,8662
107,107,23771,20485,414,2605,92,190,12,0,0,24618,20388,627,3358,138,146,2,0,0,25177,20908,652,2729,203,582,26,24616,19890,738,3589,222,242,0,3394,201,11,0,0,382,25891,20941,782,3480,388,254,58,17719,15422,264,1844,60,131,8,0,0,18412,15455,304,2412,84,135,2,2370,67,19,6,0,19164,16097,383,1989,124,462,25,19164,16097,383,1915,80,81,10,46,552,18387,15439,310,2164,104,169,0,0,0,0,0,0,19270,16196,384,2084,223,171,0,1920,142,24,0,19836,16764,309,2210,146,232,0,1895,89,14,0,9790,1755,7852,9983,1629,8354,9999,1298,8498,7380,1047,6112,6369,1132,5237,7310,1282,6028,6234,1317,4830,6192,1047,5145,6171,1070,5101,7421,1217,6124,11320,1650,9527,11238,2185,8762,6846,768,5930,8512,1333,7050,5790,1104,4576,5728,849,4879,5693,945,4748,5705,856,4849,5708,759,4949,5695,834,4861,9407,1474,7863,11314,1492,9719,11134,1490,9644,11176,1373,9803
108,108,25369,19679,845,4356,192,348,34,0,0,24956,19104,1018,4421,159,522,27,0,0,25442,18520,1164,4629,284,747,18,25484,19059,1128,4612,131,635,37,4468,94,24,0,176,546,24914,18091,1124,4880,129,702,5,19124,15302,557,2890,130,258,26,0,0,18872,15131,477,2973,91,183,0,2958,20,12,25,0,19539,14708,758,3207,202,571,11,19539,14708,758,3049,120,100,0,62,742,19450,15401,536,3119,57,201,0,0,0,0,0,0,18908,14663,539,3205,130,263,0,3166,90,3,0,18956,14482,664,3425,85,258,5,3316,47,31,5,10184,2257,7790,10264,2409,7855,9732,1998,7514,6995,1565,5260,5824,1508,4316,6798,1641,5157,5574,1408,4092,5515,1239,4276,5551,1296,4255,6964,1588,5285,10757,2328,8299,10560,2712,7513,5762,1006,4674,7880,1796,5957,4815,1216,3506,4780,1075,3705,4772,1095,3677,4766,1076,3690,4801,1062,3739,4788,1080,3708,8670,1974,6618,10652,2174,8378,10438,2191,8247,10455,2060,8395
109,109,23143,21596,306,925,92,216,17,0,0,22698,20915,322,1275,51,140,0,0,0,23765,21490,423,939,145,645,24,22026,20495,250,1191,12,78,0,1014,12,18,0,1,231,22720,21198,423,864,133,120,0,16810,15757,180,648,59,166,11,0,0,16897,16185,236,357,23,99,0,357,3,47,0,0,17826,16208,280,647,102,479,16,17826,16208,280,569,54,79,3,25,608,16568,16102,137,325,0,49,0,0,0,0,0,0,17354,16373,358,515,31,75,0,493,8,5,0,17447,15889,416,461,47,585,4,402,17,84,4,9675,1021,8551,9980,881,9099,10109,740,9186,7716,680,6894,6546,683,5863,7645,891,6754,6232,684,5482,6214,626,5588,6181,592,5589,7312,690,6543,10886,920,9861,10785,1331,9191,6929,410,6374,8259,769,7378,5203,605,4517,5181,470,4711,5166,478,4688,5142,445,4697,5181,406,4775,5176,441,4735,8942,854,8016,10867,867,9931,10753,893,9860,10800,782,10018
110,110,25630,7264,2046,16153,272,172,27,0,0,24682,6753,2503,15001,146,330,12,0,0,23705,5524,2635,15285,224,362,42,24642,6038,2957,15205,220,302,0,14924,154,98,0,208,253,24391,6107,2630,15237,261,115,13,19344,6130,1384,11683,205,130,22,0,0,18911,5928,1089,11636,54,210,0,11596,53,141,14,0,18416,4725,1746,11698,177,268,35,18416,4725,1746,11324,120,34,1,31,435,18597,4803,1399,12294,50,127,0,0,0,0,0,0,17878,4726,1266,11871,37,95,0,11786,27,11,0,16829,4918,1264,10355,113,154,0,10270,83,0,0,11452,8116,3216,10793,7686,3107,8997,6353,2504,6753,4602,2048,6660,4936,1724,6837,4806,2031,5502,3917,1539,5466,3867,1599,5373,3632,1741,6231,4444,1734,8774,6150,2513,8778,6379,2309,4751,3011,1698,7067,5014,1978,4634,3432,1156,4562,3174,1388,4567,3196,1371,4575,3055,1520,4571,3102,1469,4575,3259,1316,6795,4763,1993,7007,4754,2203,6994,4662,2332,6946,4241,2705
111,111,24128,18837,1180,3641,388,198,48,0,0,24019,17341,1214,4659,510,221,152,0,0,25341,18037,2106,4086,541,663,55,24484,17441,1466,4441,716,257,118,4111,325,137,0,387,628,23752,16971,1330,4317,714,233,0,18051,14776,738,2183,265,147,29,0,0,18237,14113,507,3243,200,157,0,3178,187,57,0,0,19311,14451,1311,2681,386,493,33,19311,14451,1311,2459,252,82,11,51,694,18326,14164,685,2768,334,224,0,0,0,0,0,0,18363,14232,781,2740,342,154,0,2516,194,67,0,20778,15811,977,2671,567,598,4,2476,267,107,4,10039,1986,7919,9198,1997,7201,9121,1917,6982,7232,1625,5470,6343,1630,4713,7175,1821,5354,5850,1520,4252,5821,1410,4411,5812,1272,4540,6691,1674,4920,9853,2427,7211,9761,2827,6679,5939,1018,4817,7616,1908,5583,4922,1454,3396,4894,1226,3668,4858,1181,3677,4873,1064,3809,4888,1096,3792,4880,1160,3720,8001,2068,5857,9461,2278,7085,9375,2187,7188,9397,1962,7435
112,112,24585,16635,1145,6168,463,306,27,0,0,25283,16474,2352,5562,918,278,0,0,0,25470,15839,2113,6323,595,681,70,26164,16694,2685,5751,696,318,13,5564,607,142,0,200,275,26461,15803,2612,7044,788,547,34,18045,12988,728,3835,324,211,19,0,0,18782,12776,1648,3795,445,106,0,3791,413,74,26,0,19486,12781,1373,4398,449,490,61,19486,12781,1373,4126,337,98,24,58,689,19491,13303,1720,3926,258,258,0,0,0,0,0,0,19807,12779,1580,4811,328,265,10,4781,314,115,10,19554,12789,1273,4038,349,1109,5,3947,294,307,5,9227,2862,6246,9105,2907,6198,7958,2249,5513,6598,1957,4499,6098,2136,3962,6609,2168,4441,5446,1809,3559,5414,1737,3677,5379,1581,3798,6218,2001,4131,9350,2942,6263,9315,3288,5789,5549,1352,4102,7133,2280,4734,4852,1722,3063,4820,1518,3302,4793,1491,3302,4818,1395,3423,4823,1431,3392,4810,1493,3317,7636,2440,5119,8823,2627,6093,8725,2507,6218,8736,2316,6420
113,113,24296,19904,988,2106,1136,246,33,0,0,25908,20410,1722,2310,1430,370,72,0,0,25207,19265,1462,2566,1211,723,43,24934,20270,1283,2093,1180,138,60,1754,976,8,0,65,579,25697,19953,2172,2147,1522,176,24,18315,15379,624,1397,768,164,27,0,0,18814,15428,900,1522,730,182,0,1464,633,19,64,0,19425,15243,973,1757,885,521,26,19425,15243,973,1566,703,77,7,53,803,18861,15609,894,1527,668,102,0,0,0,0,0,0,19428,15572,1336,1563,759,100,0,1470,579,4,0,19591,15102,1683,1562,926,323,4,1489,826,14,4,9307,2412,6762,9108,2305,6803,8611,2116,6160,7562,2203,5181,6832,2271,4561,7503,2376,5127,6483,2336,4042,6431,2154,4277,6439,1912,4527,6909,2183,4607,10045,3082,6780,9992,3418,6293,6370,1566,4676,7888,2432,5294,5680,2103,3497,5587,1768,3819,5550,1664,3886,5603,1451,4152,5590,1578,4012,5567,1627,3940,8616,2736,5783,10253,3120,6974,10159,2909,7250,10158,2747,7411
114,114,22810,18118,802,2307,1411,243,36,0,0,25286,19469,1295,3220,1187,331,184,0,0,25224,17728,1429,3488,1784,784,66,25723,20179,1036,2907,1453,255,270,2579,1288,72,185,0,379,25683,20576,1142,2388,1286,670,94,17057,13961,544,1446,954,181,26,0,0,18890,15154,539,2227,699,204,40,2172,664,100,45,0,19273,14106,961,2305,1240,581,52,19273,14106,961,2059,1091,88,29,61,878,19942,15808,764,2084,1043,141,100,0,0,0,0,0,20019,16349,853,1601,894,238,20,1409,877,47,20,20118,15825,981,2030,763,453,11,1717,615,78,11,6697,1593,5005,6938,1632,5306,6993,1417,5343,5283,1238,3939,4811,1291,3520,5259,1386,3873,4572,1289,3177,4553,1230,3323,4539,1088,3451,5364,1383,3879,8144,2008,5998,8096,2378,5458,4879,899,3871,6152,1551,4484,4309,1234,2994,4276,1048,3228,4256,1054,3202,4269,919,3350,4279,966,3313,4266,996,3270,7008,1781,5140,8597,1988,6509,8532,1964,6568,8518,1812,6706
115,115,25030,14606,2385,5900,2034,351,131,0,0,26082,13196,2123,8153,2288,508,75,0,0,25317,12528,2838,7542,2057,561,117,25479,13275,2258,7900,1986,252,81,7276,1547,140,21,65,897,25872,14954,2975,6194,1849,525,134,19556,12077,1793,4065,1526,252,104,0,0,19165,10825,1141,5589,1141,295,0,5414,966,246,178,0,19297,10354,1822,5120,1659,406,74,19297,10354,1822,4726,1451,45,39,68,792,18744,11097,1059,5427,848,150,20,0,0,0,0,0,18484,11799,1256,4117,1005,172,20,3713,843,23,20,17443,11046,1212,4071,877,162,34,3606,732,11,34,6290,2710,3482,6466,2905,3561,5798,2404,3237,4649,1981,2568,4352,2110,2242,4624,2096,2528,3999,1901,2025,3976,1836,2140,3969,1723,2246,4485,2034,2379,6667,2909,3639,6662,3152,3334,3409,1239,2087,5085,2283,2720,3509,1786,1673,3439,1587,1852,3420,1552,1868,3443,1410,2033,3420,1511,1909,3434,1553,1881,5514,2464,2993,6430,2732,3621,6334,2593,3741,6305,2469,3836
116,116,19920,16605,649,1715,802,210,39,0,0,22095,18277,715,1962,985,133,115,0,0,23970,17837,1175,2890,1388,700,68,23373,18583,976,2325,1625,49,94,1811,1023,0,0,0,979,23503,18047,952,3033,1369,370,118,14893,12703,440,1069,548,161,20,0,0,16743,14328,487,1155,672,80,0,1136,657,63,36,0,18306,14199,786,1794,935,547,47,18306,14199,786,1626,750,60,9,54,822,17414,14598,668,1195,886,10,0,0,0,0,0,0,17850,14310,580,1903,615,179,0,1784,543,74,0,18430,14036,538,2428,805,255,0,2093,710,43,0,6443,1190,5161,6734,1204,5530,6782,1044,5565,5680,1063,4518,5055,1061,3994,5654,1175,4479,5085,1252,3765,5056,1111,3945,5084,996,4088,5856,1208,4574,9322,1858,7337,9292,2145,6867,5446,891,4440,6875,1434,5344,5200,1363,3784,5161,1173,3988,5130,1162,3968,5155,1035,4120,5158,1061,4097,5154,1105,4049,8176,1806,6301,10115,2149,7866,10000,2086,7914,10012,1991,8021
117,117,21109,14287,1592,4162,959,231,83,0,0,21657,14666,1558,4305,1200,130,69,0,0,23482,14414,2065,5327,1268,598,66,21355,14623,1206,4436,1122,217,84,3656,861,33,41,8,927,23585,14751,1331,5876,1212,218,0,16353,11593,1160,2755,732,166,56,0,0,16611,12153,990,2571,769,35,20,2508,686,15,55,0,18541,12101,1405,3722,907,460,51,18541,12101,1405,3423,694,61,19,79,759,16405,12054,727,2596,815,93,40,0,0,0,0,0,18090,12394,817,3860,907,90,0,3657,819,0,0,17312,12189,880,3267,867,77,5,3135,799,11,5,7035,2359,4619,5888,1964,3924,7455,2264,4924,6014,1934,3966,5545,2061,3484,5978,2088,3890,5284,1930,3270,5261,1786,3475,5267,1671,3596,5877,2048,3717,8725,3005,5540,8709,3343,5096,4851,1314,3432,6689,2324,4234,4630,1810,2783,4587,1558,3029,4551,1540,3011,4586,1378,3208,4577,1484,3093,4568,1531,3037,7223,2550,4598,8444,2895,5447,8339,2680,5659,8301,2556,5745
118,118,22013,15044,1226,5132,520,212,57,0,0,23666,14216,1848,7112,316,374,14,0,0,24865,14713,2020,6973,676,641,66,24859,15371,1646,7194,564,194,179,6567,386,44,0,17,829,26123,15874,1854,7302,773,319,186,16887,12067,884,3452,384,158,32,0,0,17029,11309,681,4654,165,193,0,4654,165,105,15,0,19119,12174,1289,4777,487,453,44,19119,12174,1289,4519,342,45,20,28,702,17673,11831,773,4577,285,150,0,0,0,0,0,0,19136,12637,894,4854,425,216,15,4633,411,10,15,19795,13038,1078,4954,489,278,11,4586,459,6,11,8693,2872,5724,8912,3135,5777,8679,2761,5638,7130,2427,4584,6647,2558,4089,7112,2567,4545,6176,2456,3595,6144,2226,3918,6166,2095,4071,6823,2552,4154,10038,3754,6101,10029,4081,5681,5697,1700,3875,7900,2942,4829,5887,2484,3325,5808,2162,3646,5782,2068,3714,5805,1872,3933,5804,1984,3820,5789,2059,3730,8480,3222,5169,9635,3526,5994,9534,3288,6246,9511,3198,6313
119,119,23900,7787,1175,14506,418,233,64,0,0,25046,8530,1307,14603,511,224,38,0,0,24714,6251,1460,16258,435,503,80,24238,7525,905,15055,452,313,16,14459,260,189,0,154,745,24481,7136,709,16265,570,351,49,17544,6356,830,9989,306,169,43,0,0,18221,6863,621,10340,196,169,0,10157,176,138,48,0,18341,5311,952,11460,315,369,50,18341,5311,952,11049,224,73,30,59,643,17797,5844,494,11132,167,251,0,0,0,0,0,0,17709,5538,344,11724,135,241,0,11215,91,31,0,17322,5243,505,11311,186,243,0,10826,108,20,0,7942,6237,1600,7356,5675,1681,6815,5251,1424,5161,4002,1089,5223,4379,844,5180,4121,1059,4323,3439,812,4289,3445,844,4282,3307,975,5018,3985,979,7466,5758,1597,7497,6011,1356,3337,2512,783,5817,4611,1139,4167,3480,623,4072,3217,855,4044,3216,828,4076,3058,1018,4060,3136,924,4060,3262,798,5888,4564,1275,6102,4538,1484,6053,4384,1669,6004,4211,1793
120,120,22455,17226,1034,3348,713,264,51,0,0,23774,17571,1436,3911,897,60,7,0,0,24260,17619,1492,3556,919,735,69,23819,17761,1617,3479,1116,36,101,3156,636,7,15,17,607,24552,17628,1128,4497,1133,278,124,17002,13558,676,2107,526,184,34,0,0,17942,14339,685,2473,338,51,0,2401,248,19,49,0,19048,14392,1032,2372,651,555,44,19048,14392,1032,2100,509,77,29,64,845,18308,14700,773,2017,512,29,15,0,0,0,0,0,18878,14529,679,2525,612,191,15,2473,420,22,15,19117,14132,1021,2966,474,218,22,2821,354,16,22,8386,2114,6131,8530,2261,6269,8402,2068,6060,6912,1916,4876,6218,1993,4225,6863,2045,4818,5902,2032,3776,5871,1839,4032,5896,1671,4225,6550,2010,4421,9732,2903,6630,9733,3278,6087,5481,1207,4145,7602,2260,5208,5582,1862,3636,5539,1576,3963,5491,1529,3962,5553,1381,4172,5525,1428,4097,5524,1469,4055,8321,2506,5715,9746,2733,6881,9655,2569,7086,9667,2453,7214
121,121,20993,15931,653,3575,614,317,34,0,0,25064,18142,738,5292,892,622,72,0,0,25138,17264,1132,5237,845,664,65,26089,18712,1181,5690,712,531,62,4910,284,130,21,14,842,25550,18617,1431,4469,902,566,132,15930,12496,432,2401,405,213,28,0,0,18583,14176,432,3396,330,330,17,3172,233,53,88,0,19385,13834,751,3631,605,485,47,19385,13834,751,3370,436,105,26,54,809,19815,14801,704,3649,280,396,10,0,0,0,0,0,19721,15325,734,2885,390,253,4,2767,248,118,4,20988,15548,974,3675,480,184,0,3536,381,80,0,7825,2463,5253,8698,2751,5947,8685,2431,6026,7388,2354,4896,6586,2368,4218,7344,2449,4895,6330,2330,3914,6318,2197,4121,6309,2017,4292,7066,2332,4648,10694,3371,7197,10667,3712,6662,6330,1720,4503,8376,2767,5494,6593,2571,3934,6532,2260,4272,6513,2211,4302,6512,1994,4518,6524,2105,4419,6520,2169,4351,9543,3176,6290,11422,3568,7723,11341,3423,7918,11324,3263,8061
122,122,23947,19370,881,3065,368,363,25,0,0,26835,21336,1139,3752,372,328,0,0,0,24742,18570,1054,3892,398,767,34,27601,21644,1267,3974,559,387,0,3571,460,224,0,0,441,24528,19779,504,3298,375,413,0,18143,15037,592,2046,244,271,17,0,0,21018,17297,607,2527,276,297,0,2432,265,142,0,0,19430,15084,763,2645,289,589,29,19430,15084,763,2438,208,109,5,57,766,21768,17402,730,2853,445,294,0,0,0,0,0,0,19588,15970,300,2687,267,343,0,2448,147,210,0,19909,15882,635,2797,205,360,0,2597,155,140,0,8907,2539,6153,8224,2607,5617,9025,2293,6467,7080,2508,4469,5960,2042,3918,6827,2385,4442,6144,2099,3942,6077,1850,4227,6058,1797,4261,6991,2094,4799,10741,2991,7572,10626,3636,6687,5866,1455,4315,7883,2438,5328,5139,1786,3272,5093,1564,3529,5062,1568,3494,5082,1443,3639,5082,1468,3614,5077,1523,3554,8699,2573,6059,10320,2697,7504,10204,2616,7588,10157,2481,7676
