ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_SEN_SPEC_Total,E_24_SEN_SPEC_Dem,E_24_SEN_SPEC_Rep
49,49,475810,69310,148116,7128,254960,4852,1528,0,0,482655,59462,148722,8612,266210,6667,2431,0,0,473503,50982,145136,8971,271109,9965,1574,474851,51145,145855,9636,270433,9951,1553,481093,57620,144378,9448,270768,7798,2570,5875,261069,1187,1324,744,8892,468718,55163,143953,9991,260597,10860,2205,373046,59718,105546,4993,204112,3470,1151,0,0,305507,49611,85551,4868,162162,1578,901,4262,160425,972,944,0,384610,45221,109827,6563,223444,7834,1143,384610,45221,109827,4363,217666,463,190,1160,5720,305337,48609,85320,5672,162261,1719,876,0,0,0,0,0,303277,48104,88490,5902,157897,1357,531,5081,155705,622,531,300772,43570,87812,5954,159983,1494,504,5039,157602,858,504,141142,88383,52302,133255,88303,44952,140043,95486,37084,119912,79115,40797,117104,79806,37298,141206,95180,43605,189162,126430,59289,121138,79602,40062,100521,65413,35108,100909,63885,37024,97849,61070,36779,97936,61724,36212,97920,61956,35964,98526,64454,34072,133229,84452,47695,161575,97282,58917,151850,92768,59082,152023,92587,59436
50,50,468827,113831,269796,45052,44063,8271,2868,0,0,492576,106187,290397,50728,50552,8966,2848,0,0,488463,94532,290882,47567,57303,18013,3117,489965,94785,291693,47838,57680,19115,3221,494859,104343,292498,47811,53706,10199,2880,37063,44251,1306,1386,1861,12157,488499,95350,294941,47049,52336,13249,2665,329398,92921,173861,30714,32362,5619,1822,0,0,307920,85374,161575,31458,25115,2283,1093,29555,23429,931,1554,0,366511,79596,206989,34615,43772,13280,2101,366511,79596,206989,28991,38565,954,878,1787,8751,312541,84949,166336,30528,26268,2375,1094,0,0,0,0,0,312133,78298,170099,31426,27477,2423,1103,28948,25368,1196,1103,314336,74906,171742,31605,31785,2100,1064,29351,29520,948,1064,123836,75402,48022,121281,75859,45422,141468,87798,45684,113895,68888,45007,112637,70962,41675,138034,85370,49865,185174,113910,67148,115330,67879,45680,91087,51793,39294,93170,51404,41766,91917,50755,41162,91797,51019,40778,92010,51738,40272,91433,49710,41723,130125,73580,55384,163369,87202,71337,158281,86532,71749,152492,82112,70380
51,51,478704,298342,82844,22112,74523,4838,1823,0,0,489514,290937,86487,29442,81840,6321,2103,0,0,496232,291117,86944,29493,82314,9720,2109,497330,291269,87402,29557,81880,9461,2029,491084,284155,90015,29469,86579,7237,2340,20381,68972,843,348,2896,23477,481308,274664,88720,31580,83318,7277,1958,416085,265680,65614,18823,64539,3984,1552,0,0,364146,237679,51862,20775,48744,2171,436,17808,42423,541,2770,0,437482,261752,72533,25363,71331,8060,1593,437482,261752,72533,18426,60633,646,436,3514,19542,367216,235453,56051,20725,49558,2364,321,0,0,0,0,0,366321,231523,56613,23370,50108,2431,397,20142,42505,772,397,378167,230996,58831,26229,56822,2938,485,22421,48312,825,485,209255,164502,44224,199388,154593,44795,221984,176840,34023,198809,162848,35961,196066,162575,33491,217836,175528,38862,256511,200111,52191,192146,151065,38936,170645,135991,34654,169804,131063,38741,166156,126332,39824,165121,128447,36674,165825,129198,36627,163231,125468,37763,203483,156290,45654,234496,174547,52549,225693,169734,55959,225462,169309,56153
52,52,536717,114523,335527,12940,77175,8426,1630,0,0,542886,134594,318031,14361,79367,12370,1812,0,0,516098,133584,294161,15684,73593,18810,1955,518060,133732,295448,17274,73981,18772,2060,540953,138478,311064,15259,79561,13097,2251,8649,67507,1110,755,1504,11883,520378,136465,292431,15634,77875,16996,1860,410069,100685,236858,9788,64004,6279,1283,0,0,335149,103562,168095,9136,50949,1702,407,8024,48235,820,1279,0,420612,117867,226799,12481,62595,15203,1410,420612,117867,226799,8271,54976,837,252,1709,9901,341848,107514,170833,9184,50608,1806,660,0,0,0,0,0,335477,107641,164770,9765,50310,1563,501,8057,46730,690,501,331130,110832,158240,10132,48943,1614,363,7933,45019,693,363,153639,124793,28396,153096,129895,23201,182162,149892,22136,158153,134486,23667,156819,137200,19619,179365,150063,25888,221717,178808,38302,152604,126868,23550,129461,110110,19351,128649,107152,21497,126111,105034,21077,124684,103511,21173,126005,105756,20249,123412,100904,22508,163082,131169,30124,192667,143820,40529,182370,142102,40268,182406,141345,41061
53,53,449559,83399,296980,33407,39345,8318,2351,0,0,482608,78645,321460,31425,53144,14607,3003,0,0,477425,68803,315022,33199,62500,19680,2617,475714,67821,314721,33450,62902,19926,2610,481541,75442,322719,33836,53716,13896,3650,25800,44524,1222,1014,1018,9803,477924,66718,322875,32694,60246,15323,3644,319465,70819,194797,24146,30328,5619,1484,0,0,289830,67597,166640,21464,29718,3310,616,19644,28400,1053,1358,0,363249,60180,227319,24955,49903,14707,1856,363249,60180,227319,20445,45112,930,626,1652,6985,293465,65207,172809,21772,29466,2332,777,0,0,0,0,0,295089,58423,178712,20349,33149,2451,888,18335,31494,963,888,299375,53954,181962,22674,36469,2042,843,20922,34486,864,843,110851,70701,39744,108081,71195,36886,125702,81787,36789,104181,66465,37716,102883,68221,34662,125625,81314,41831,171077,108871,58333,104865,63617,39697,83190,48420,34770,84708,47303,37405,83362,46984,36378,83230,46631,36599,83442,47463,35979,83073,46034,37039,120190,69433,49670,153322,83567,65166,147730,81480,66250,143528,79031,64497
54,54,506195,32128,347113,23534,106786,8422,1385,0,0,526972,39250,352127,27481,109293,8193,2081,0,0,504393,42963,323434,29016,110628,22773,1691,505678,42854,324353,30547,111758,19365,1949,528203,40218,349038,29929,110895,8948,2190,24325,104837,1179,764,1056,6799,511595,40540,334699,30227,107417,14904,1943,384958,28979,245713,19420,92630,6389,1016,0,0,258198,34242,138988,20804,60783,1975,712,19526,59662,1217,944,0,407319,39849,244426,24666,98907,17848,1211,407319,39849,244426,19686,94099,716,283,1683,6577,269520,35070,145971,22193,62581,1882,579,0,0,0,0,0,270783,35748,146032,22531,62974,1927,430,20576,61472,941,430,274819,35777,144562,24115,66917,1976,533,21381,65193,865,533,82157,64010,17831,91790,78030,13760,113239,94159,12804,96324,79963,16361,95106,81865,13241,113861,93611,17923,151507,118532,29446,92194,73613,17117,72958,58175,14783,73233,57671,15562,70641,54856,15785,70240,54033,16207,70599,55573,15026,69648,53170,16478,101809,77265,23272,126623,88351,32839,117744,86160,31584,117069,84816,32253
55,55,465061,125798,163159,128945,50690,7551,2015,0,0,472543,135824,163918,116984,56989,6988,2074,0,0,474285,141535,161013,110951,60270,14513,2082,476444,141663,161746,110795,60484,13559,2019,471139,138004,160597,116111,57876,6606,2121,102548,47468,456,573,3858,17630,462601,134469,159917,110837,57537,8147,1858,368615,109445,115313,102168,42674,5666,1526,0,0,318708,108900,78800,92887,34087,2230,668,89658,30720,614,2028,0,392865,123422,123356,92818,50935,11677,1541,392865,123422,123356,80768,43163,657,473,3625,17401,322249,111750,80473,91137,35157,2028,480,0,0,0,0,0,317817,110839,81173,85858,35955,2131,580,81495,31398,427,580,324388,114587,81469,84839,39043,2574,639,79325,33681,378,639,185306,159073,25779,184010,159434,24576,199306,170034,19964,178644,154588,24056,176495,154677,21818,197531,169869,24563,237225,200378,32577,170140,143721,24492,147873,125430,22443,147477,122545,24932,143392,118478,24914,143003,117924,25079,143535,120412,23123,141518,117182,24336,180299,148916,29945,208636,165832,36039,199482,160594,38888,199308,160098,39210
56,56,496642,67898,296984,9871,125549,7107,1934,0,0,505283,58193,298472,9581,140356,6059,2325,0,0,491476,49589,292687,10107,141252,16815,2061,493173,49741,293792,11797,141457,17412,2123,498736,55958,287359,10692,144377,8030,2970,7266,137165,1519,975,2608,5886,489087,51602,286228,9906,140069,12427,2656,372597,59099,207412,7068,100159,5123,1373,0,0,325669,50516,179085,5874,87226,1414,629,5512,86021,1034,910,0,389563,44232,221726,7623,116190,13040,1467,389563,44232,221726,5183,111245,708,397,1211,4861,325355,49234,175261,6378,90333,2030,693,0,0,0,0,0,322353,46023,177617,5646,88759,2261,647,5271,87191,1667,647,317084,41981,175467,6353,89310,2237,632,5801,87444,1524,632,160235,102021,57747,151515,100354,51161,163216,109531,44792,138241,89759,48482,135852,92078,43774,161570,107227,51364,210349,137736,68519,133753,84237,47678,108256,65916,42340,108921,64364,44557,105908,61944,43964,106301,63011,43290,106026,63032,42994,106151,62850,43301,146965,88591,57106,180099,103180,71221,170616,98413,72203,171249,97923,73326
57,57,476455,18623,342742,103903,15612,7377,1160,0,0,514037,21721,380061,93837,20854,7743,917,0,0,503462,26839,359394,95173,24019,20768,1523,507191,26949,360880,97618,26448,21053,1836,515511,21972,383096,92171,21482,9613,1267,83883,17949,918,281,1738,5672,513345,22493,382478,88508,24431,14285,1396,331383,17333,224101,77570,14474,5233,788,0,0,238035,19418,136116,69816,10649,1732,182,68434,9776,770,621,0,377407,24891,256376,74757,21774,15808,1071,377407,24891,256376,67167,18959,774,353,2081,6806,248054,19693,146928,68538,10690,1886,277,0,0,0,0,0,251789,20150,151708,65321,12360,1761,282,63426,11062,574,282,247287,20145,148686,63231,12743,1484,372,60954,11387,359,372,86473,79441,6653,92445,87243,5202,105531,95196,5728,82111,72558,9553,81036,73900,7136,99069,87828,9503,128407,109774,15833,71497,62259,8244,49680,42944,6736,49878,42211,7667,48006,40494,7512,47891,38776,9115,48082,40794,7288,47625,39470,8155,78114,63647,13724,100527,75109,22181,94272,71434,22838,93491,70461,23030
58,58,462457,133015,267566,31464,31445,9415,3220,0,0,504161,123553,312994,31432,39944,8810,2944,0,0,494481,109045,305991,33893,44296,19846,3421,496636,109496,307217,34839,45052,20822,3434,512628,120514,320223,31041,44420,10081,3210,22850,35724,1092,1053,1141,10040,501384,112081,316945,32182,43873,12246,3343,326203,110468,169785,21480,23170,6506,2075,0,0,308944,103597,159101,20273,21879,2290,822,19031,20445,994,1171,0,369972,92956,214904,24678,33785,14507,2309,369972,92956,214904,19919,29058,1272,1081,1882,8900,316059,101090,167280,20127,23575,2399,808,0,0,0,0,0,316515,94221,173657,19961,24543,2147,1043,18543,23068,819,1043,322408,89034,180411,21542,27212,2243,778,19776,25621,701,778,114755,65463,48798,115510,67303,48207,136047,77926,49824,116962,66611,50351,115782,68481,47301,137727,80014,54847,183232,107021,72005,115223,63437,50058,93538,49747,43791,95246,48958,46288,92036,47167,44869,93871,48740,45131,93713,49303,44410,93452,47009,46443,130170,69387,59697,162377,81845,75294,157760,81602,76158,150491,77461,73030
59,59,447498,232709,112300,12474,90136,5231,2170,0,0,462846,216204,126422,13107,107810,6321,1998,0,0,471260,196726,130433,15099,126059,11141,2879,470576,196461,130307,15010,125555,11463,2805,468822,214843,125789,14500,115040,7161,2689,9787,98968,739,592,1238,16865,471584,202338,130124,14970,124674,7815,3181,340034,187753,75641,8819,66578,3722,1490,0,0,328130,177598,74239,7942,64428,2396,589,7194,61079,695,1143,0,372330,167201,94176,11231,95294,8308,2014,372330,167201,94176,8386,87430,715,550,1655,12217,332801,177005,74717,9533,67281,2154,532,0,0,0,0,0,332276,168626,78940,9792,71024,1926,440,8505,66292,261,440,334328,162023,80075,10380,78083,1791,346,8849,73027,213,346,203876,84624,118831,200722,78150,122572,209780,91365,106399,193122,81297,111825,189797,82802,106995,213447,95494,113868,261913,126479,130202,193117,84987,105482,172783,74716,98067,171239,71639,99600,171946,71287,100659,168775,71848,96927,172409,73031,99378,171442,70616,100826,208610,92643,114189,240058,108408,123751,236350,103498,132852,233178,102125,131053
60,60,419865,106177,232425,59899,23990,9034,3081,0,0,457783,95069,278353,60074,24825,6743,2140,0,0,467518,81849,295088,64606,26936,19521,3727,469942,82324,296167,64651,27542,20654,3671,460437,88242,288311,61499,24149,6843,2540,52478,18866,1308,1364,1001,8862,467547,82488,297572,64723,25293,10665,3701,285788,87093,142501,38298,17394,5815,1797,0,0,272488,76676,138718,40004,13755,2219,584,38229,12696,1080,763,0,337215,68754,200549,45002,20333,13909,2472,337215,68754,200549,38235,16382,1327,1325,1640,9003,277056,71971,147585,40810,13121,2059,793,0,0,0,0,0,286559,68546,157982,42109,13827,2309,999,39356,12510,811,999,296750,67767,167774,40455,15248,2557,1408,37356,13546,709,1408,98732,59020,39252,103359,65563,37796,117220,72180,38633,90461,53859,36602,89706,55746,33960,111970,68980,40948,151985,94108,54687,92545,54451,36818,72008,40681,31327,73254,40086,33168,70736,38801,31935,72263,39492,32771,72165,40466,31699,71855,38557,33298,105312,59403,45100,135026,71305,59956,130961,71418,59543,123877,67110,56767
61,61,472271,84743,212136,149862,28215,6831,3780,0,0,486649,86932,224765,142139,34423,7546,4455,0,0,489139,90342,223153,138599,37394,16528,3620,491779,90469,223994,138386,37905,16165,3612,487112,90029,223740,140786,35127,8509,4579,127583,26515,837,2410,2489,13507,481284,89075,220476,136721,37742,12543,3548,354853,75389,143623,113553,22529,4953,2544,0,0,302442,71128,104253,103069,19200,2433,1387,100354,17353,714,1783,0,387174,80259,164207,110671,30332,12852,2646,387174,80259,164207,99688,24708,703,1518,2883,13208,304071,73308,104537,101213,19580,2189,1725,0,0,0,0,0,305575,72367,107304,98479,22322,2543,1106,94904,19406,920,1106,307243,71159,108711,98350,24114,2257,984,94653,20795,777,984,159604,135040,24065,159911,137422,22489,170309,143704,18844,147748,124703,23045,145567,124812,20755,167703,141454,23496,208412,172563,31589,136317,112446,22179,111057,91341,19716,111239,89178,22061,108008,86325,21683,107872,85168,22704,108108,87681,20427,107177,85530,21647,146932,117559,28148,176881,135988,35445,168767,130142,38625,168550,129489,39061
62,62,476479,57283,355414,36354,29245,6999,3448,0,0,479145,48712,366180,33716,32169,4942,3082,0,0,470768,43842,358053,35094,34613,20369,3261,472817,44009,359283,37126,36130,20802,3583,475191,47312,363746,32747,33056,6958,3304,26670,27537,864,1721,926,6415,467611,43276,358689,33721,32811,11922,3676,333101,48382,237088,25434,22131,4846,2221,0,0,259521,40529,174447,23031,18910,1138,1144,22294,17842,640,555,0,356209,37981,263516,26447,27207,15809,2385,356209,37981,263516,22519,23626,642,1345,1207,5373,262006,40155,177872,21844,19129,1271,1138,0,0,0,0,0,266117,37696,182639,22947,19529,1249,1243,22081,18551,489,1243,264076,36868,183337,20863,19688,1296,938,20030,18582,331,938,104394,74710,29298,116832,89222,27610,133676,101824,24846,107125,79026,28099,105484,81165,24319,128085,95670,29785,166614,120679,41953,98453,69975,26825,73205,50304,22901,73704,49096,24608,71680,47638,24042,71736,47373,24363,71750,48418,23332,71440,46259,25181,109386,73457,34827,140029,87896,47615,133030,85088,47942,132072,83599,48473
63,63,417059,200577,137237,30631,48809,6824,3011,0,0,473215,201979,175024,37551,59831,7123,3992,0,0,481049,192303,178978,40396,66765,15956,4477,478438,191897,177798,38997,66170,16366,4228,477316,198188,175809,39846,64647,9061,5299,30901,50693,1075,1910,1736,17014,481374,188053,187199,39572,65528,12338,4844,304993,157985,88084,21203,36038,4588,1809,0,0,322306,159126,99404,23916,33912,3092,1319,22309,30851,1118,1761,0,366879,157532,124400,29551,50254,11673,2960,366879,157532,124400,24121,42929,1357,1145,1798,13597,326883,158151,101786,25772,34868,2691,1498,0,0,0,0,0,333541,152022,112761,26136,36514,2827,1344,23809,33359,828,1344,347209,149965,121997,28370,41150,2675,1024,26110,37414,529,1024,136813,63689,72584,144408,63950,80458,168066,71538,87934,147792,62060,85732,145894,63852,82042,172495,75832,93806,229514,105754,119523,159998,68664,89520,141098,59810,81288,143451,58487,84964,138806,56646,82160,141714,58617,83097,141557,58980,82577,140837,57363,83474,182177,77848,103073,224522,94561,123229,219004,91851,127153,208415,87394,121021
64,64,512281,89018,365744,16017,44024,8319,2495,0,0,519240,75819,376942,16148,51879,6221,2475,0,0,510608,66282,374641,17597,53054,21349,2577,512311,66470,375760,19496,54167,22315,2791,513955,76056,369367,18165,52318,8092,2726,13268,45444,1107,1158,1367,6181,507124,70405,368403,17377,53580,12542,3053,369492,76351,247253,11017,35005,5901,1623,0,0,314403,64516,204794,9589,32451,1437,888,9080,31196,809,818,0,394300,57988,278321,13046,43647,16755,1887,394300,57988,278321,9672,39200,1042,817,1556,5704,318145,65167,206530,10754,32419,1684,853,0,0,0,0,0,319425,60566,212034,10802,33385,1080,1037,10044,32075,443,1037,318264,55628,214338,11057,34691,1037,954,10095,33401,346,954,145139,91143,53530,141810,93795,48015,161208,109063,43129,131580,86691,44889,129662,89078,40584,156437,104594,48695,204452,133592,66256,126217,79518,44716,98702,59880,38822,99305,58166,41139,96958,56691,40267,96852,56618,40234,97055,57482,39573,96728,54975,41753,140552,84202,54973,177103,100011,71337,169135,96858,72277,168843,95898,72945
65,65,489321,39816,294792,121106,35194,7501,6537,0,0,508560,35692,318899,113558,41044,9335,5354,0,0,501352,34880,315692,110297,41984,17482,5535,503396,34512,316444,111602,42927,19068,5490,503800,34982,317523,110861,42907,8489,4067,100405,37021,732,2260,1889,8986,497746,33744,314495,107933,44308,12332,4193,340574,34819,189384,87641,27936,5216,4174,0,0,281346,31323,138870,81861,24420,2095,1776,80210,23520,900,1606,0,374861,30930,223703,84674,34551,13501,4058,374861,30930,223703,77340,30128,717,2621,1706,7716,283039,30637,142220,80139,25531,1833,1545,0,0,0,0,0,291473,29519,150332,79410,27329,1799,1949,77186,26047,244,1949,289347,28275,153245,73942,28935,1916,1853,71758,27417,409,1853,126695,106557,19613,130790,113393,17397,139493,115389,17545,109882,89748,20134,108354,90848,17506,131349,107306,21635,169002,133451,31533,101818,81040,19322,76634,60378,16256,76875,59022,17853,74785,57664,17121,74729,55879,18850,74906,58056,16850,74473,56643,17830,111490,84048,26421,140783,98899,37626,133412,94986,38426,133063,94290,38773
66,66,460482,234141,87430,22413,116779,5131,3996,0,0,464502,213800,97347,25104,129045,7416,3904,0,0,472694,207430,101161,27704,132755,10530,4343,474015,207619,101741,27714,131782,10534,4162,460228,205291,96982,24658,134570,6706,2925,17744,113606,937,806,1818,23048,469649,201207,102591,25952,138059,8312,3824,360860,194185,60768,15825,88511,3659,2622,0,0,325284,172306,59774,15749,72032,2280,1147,14137,66969,877,2332,0,379339,176546,74554,20499,102696,8026,3164,379339,176546,74554,15732,91585,731,1123,2345,16723,319828,167604,59901,15064,72255,2210,731,0,0,0,0,0,327175,166440,62320,16068,76916,2506,714,14036,70671,812,714,322296,161860,61677,14905,78032,2391,830,12962,71512,616,830,209986,117704,91660,201483,110614,90869,210639,124697,72162,189828,111441,78387,185953,111786,74167,211053,127764,78683,259598,163318,90262,190181,113588,73654,169339,101184,68155,169694,97446,72248,164735,93535,71200,165648,96945,68703,164918,96085,68833,163695,93110,70585,203685,121565,80423,235541,141236,86376,227176,132713,94463,227936,132369,95567
67,67,459651,122443,177103,20128,140509,6795,4173,0,0,473116,105408,191134,23469,154023,5925,4516,0,0,472184,94619,190733,21409,164585,13946,4496,473294,94855,191354,22059,164422,13978,4448,472701,104423,188858,23273,157755,7029,4336,17324,143961,932,2274,1423,13511,470579,98822,190489,22656,160359,9040,4287,343608,104244,115889,13899,108246,4741,2708,0,0,292689,90211,88090,14746,94226,1854,1758,13986,91463,868,1732,0,370990,82983,136899,15890,132299,10572,3272,370990,82983,136899,12600,125299,775,1620,1461,9353,297937,90008,91849,13689,96910,1736,1879,0,0,0,0,0,302029,84064,98720,12949,101125,1506,1797,12142,97659,516,1797,295959,76846,98965,11107,103992,1575,1653,9807,100026,462,1653,142237,77229,64647,135540,76164,59376,150057,89103,52424,129892,74091,55801,127894,75600,52294,150925,88721,59296,196983,116126,76783,130706,74158,54665,110112,60875,49237,109661,59581,50080,109019,58613,50406,107640,58274,49366,109362,59519,49843,108820,58100,50720,144272,79842,63142,173481,93059,74954,168419,90952,77467,166708,90083,76625
68,68,485319,83997,350655,11423,41397,7187,2497,0,0,503754,84145,357910,10221,51981,5572,2617,0,0,483589,75161,343260,11371,53044,24216,2826,485224,75394,344456,13491,54570,22193,3045,505723,84516,355779,9603,56183,6707,2305,5946,50255,850,1069,507,6802,486039,76956,343618,10697,55276,11353,1865,343912,73352,229650,8156,33170,5001,1676,0,0,258110,72816,144575,5371,32283,1277,1082,4849,30792,676,725,0,369129,67314,247259,8679,44019,18220,2019,369129,67314,247259,5896,39370,692,837,1191,6570,274317,74490,156609,5156,34992,1160,799,0,0,0,0,0,277172,67901,163882,6337,36744,1094,530,5330,34707,530,530,281026,65748,165806,6254,40735,1075,550,5233,37958,425,550,102325,63581,38368,103184,66421,36763,123530,83459,32665,102598,67206,35392,102054,69342,32712,121117,81268,37372,157628,105155,48950,99794,64334,33875,80091,50204,29887,79452,48640,30812,79508,48303,31205,78277,48033,30244,79880,49518,30362,79427,46917,32510,111450,69588,40834,138537,82504,51677,135276,82808,52468,133771,81486,52285
69,69,471598,140656,183499,60920,85949,7869,8177,0,0,473901,136791,189727,58579,88201,9061,7092,0,0,477955,127244,194750,63094,91764,16037,7379,479919,127412,195581,62872,90970,15896,7071,470158,135127,192641,58501,84758,8123,6065,48681,73303,1018,3119,1348,14920,472212,130857,199045,57095,86424,11050,6184,358981,123707,121965,43774,66849,5825,5325,0,0,320407,117793,97283,41242,56159,2996,3152,39091,53516,1198,2258,0,384959,114094,143287,48468,74786,12580,5652,384959,114094,143287,40640,65969,984,3376,2115,14494,318879,116102,101378,41212,53164,2783,2316,0,0,0,0,0,325838,113167,110034,40063,55308,2764,2316,37477,52448,985,2316,325026,109164,111403,39342,57481,2971,2102,36073,54037,1067,2102,160852,109961,50375,158842,111685,47157,173035,120756,40968,149761,105483,44278,147238,106383,40855,170868,121383,45611,214800,153167,56448,145182,101833,40914,122142,86092,36050,122330,83383,38947,118908,81560,37348,119325,81298,38027,119615,82543,37072,118181,79976,38205,156932,108537,46933,187508,126340,54759,178826,120751,58075,179234,120592,58642
70,70,462890,130768,155406,8127,167793,5843,4053,0,0,473658,117891,160239,9280,186119,5021,4302,0,0,471258,103951,159734,8836,195928,11496,4137,472278,104171,160286,9611,195951,11985,4085,473398,116686,156176,9220,190751,4941,4302,5026,180210,740,1672,960,11924,466664,109045,158440,9099,187318,6097,4370,347624,110045,101808,5415,128676,4068,2653,0,0,310037,98702,76280,4925,125695,1863,1016,3978,123291,851,1657,0,374003,90336,114626,6329,158858,8579,2966,374003,90336,114626,4139,152758,577,1535,1333,8699,313609,98964,77237,4892,128118,1774,936,0,0,0,0,0,310442,93191,80650,4652,127479,1754,1417,3826,123985,731,1417,308877,88972,78508,4863,131774,1888,1649,4107,127877,860,1649,149697,69950,79359,142714,73570,69144,153828,85727,59924,136609,69953,66656,134018,70692,63326,157389,81935,72670,205813,101406,100717,139895,69259,68879,120827,57440,63387,119719,57787,61932,119823,55802,64021,117696,56339,61357,120282,57300,62982,119558,54509,65049,154685,74441,79155,184700,86962,92768,179289,87208,92081,177238,85710,91528
