ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC1_Total,E_22_SC1_Dem,E_22_SC1_Rep,E_22_SC2_Total,E_22_SC2_Dem,E_22_SC2_Rep,E_22_SCC_Total,E_22_SCC_Dem,E_22_SCC_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC1_Total,E_24_SC1_Dem,E_24_SC1_Rep,E_24_SC2_Total,E_24_SC2_Dem,E_24_SC2_Rep,E_24_SC3_Total,E_24_SC3_Dem,E_24_SC3_Rep
45,45,116894,93260,6058,11642,5499,755,248,0,0,120405,91093,7101,14819,6942,1285,53,0,0,123472,86454,8813,16259,9571,2581,235,121113,90768,6967,14597,7547,1399,79,12053,6287,152,11,561,4316,123032,88721,6845,16183,9514,1262,96,87117,71682,3863,7438,3816,523,149,0,0,85502,71085,2076,8404,3223,481,4,7915,3082,160,334,0,94335,69312,5433,10873,6851,1841,143,94335,69312,5433,9822,6218,120,95,325,3010,85658,71459,2326,7768,3235,419,10,0,0,0,0,0,86671,70818,2060,8973,4047,508,25,8369,3799,57,25,87569,68047,3452,9808,5395,578,32,8451,4868,41,32,61082,21436,38876,60341,20878,39463,61016,21396,36791,60134,16136,41762,49591,20809,28782,49566,18370,29889,48345,18632,29713,55678,20303,34200,65838,26575,38275,52455,19596,32305,46229,18567,27662,46307,14486,31821,46249,15783,30466,45830,15867,29963,46196,15686,30053,45885,15814,30071,46255,16983,29272,46082,16792,29290,46098,16909,29189,46207,16945,29262,54952,21097,33281,62995,25090,37254,62468,25989,34250,61220,23767,37453,61694,23437,38257,61152,23894,37258,60872,24150,36722
46,46,111161,95300,3335,9759,2347,687,91,0,0,115222,95867,4512,10916,3707,541,111,0,0,121992,94153,7553,13067,4438,2888,138,116403,96079,5120,12026,3343,516,194,8576,2030,28,33,168,4368,122258,98800,5872,13244,3613,823,229,80237,70690,1844,5893,1465,502,47,0,0,83413,72719,1512,6907,1782,381,14,6393,1467,50,121,0,90573,72733,4475,8196,3033,2021,91,90573,72733,4475,7014,2618,135,41,299,3258,85082,73502,1881,7646,1492,377,29,0,0,0,0,0,89670,77257,2079,8171,1479,623,10,6809,1179,12,10,89487,74302,3127,8812,2521,588,45,7109,1766,31,45,50860,19351,30751,49720,18608,31112,52295,16913,33118,51359,13036,36155,41083,16218,24865,40999,14212,25626,39965,14424,25541,47344,15939,30395,58906,21029,37072,45511,15578,29526,40513,15108,25405,40563,11656,28907,40583,12721,27862,40336,12918,27418,40576,12714,27486,40381,12897,27484,40625,13705,26920,40458,13587,26871,40473,13720,26753,40614,13704,26910,49600,17129,32041,59099,20595,38054,58497,21570,34844,57287,19701,37586,57545,19646,37899,57213,19734,37479,56920,19996,36924
47,47,119732,102104,5020,9443,2568,874,154,0,0,122498,100144,5886,11117,4291,1353,363,0,0,123473,94708,8462,12541,4683,2905,381,122966,97474,6062,12440,5287,924,329,8477,4754,111,20,344,5722,121389,94083,7251,12661,5325,912,413,93520,81942,2962,6109,2027,650,77,0,0,93506,81551,2166,7347,1593,819,140,6486,1454,155,40,0,98354,78331,5335,8455,3809,2212,254,98354,78331,5335,7294,3225,204,178,262,3525,93746,80140,2361,8085,2264,891,20,0,0,0,0,0,91618,77606,2676,8118,2460,562,35,6628,2038,63,35,92617,76869,3776,8359,2825,501,40,6709,2257,59,40,52363,22198,29327,48087,19973,28114,50019,18367,29590,48717,14514,32164,37738,16515,21223,37643,14551,21920,36648,14735,21913,43578,16377,26266,51160,19618,30787,40075,15004,24729,34107,13352,20755,34187,10774,23413,34173,11474,22699,33895,11676,22219,34152,11423,22407,33927,11617,22310,34238,12316,21922,34044,12123,21921,34050,12221,21829,34196,12162,22034,42055,15621,26083,49990,18717,30843,49359,19590,27961,48385,17987,30398,48569,17812,30757,48190,18145,30045,47924,18260,29664
48,48,124253,114986,1656,5728,1267,746,58,0,0,124206,114181,1733,6280,1713,707,23,0,0,124669,109714,2856,7011,1636,2455,95,123694,113584,1863,5930,1892,594,24,4161,928,90,0,149,2928,124226,113069,1799,6371,1734,826,59,95630,89652,1047,3672,835,491,38,0,0,96988,90642,881,4186,756,468,0,3617,588,104,112,0,98362,88183,1903,4600,1161,1763,69,98362,88183,1903,3718,798,156,22,291,3291,96973,91085,1018,3630,802,304,0,0,0,0,0,0,97005,90649,1072,3957,784,497,0,3373,467,86,0,96428,89135,1684,4004,855,657,3,3071,434,75,3,64644,29859,33582,61175,26938,34237,61870,21796,37234,61169,18194,39774,50615,23145,27470,50840,20028,29311,50007,20497,29510,57019,21536,34166,68524,25803,41781,54877,20309,34143,49891,20058,29833,49860,15046,34814,49978,16092,33886,49406,16631,32775,49864,15727,33636,49450,17068,32382,49406,18863,30543,49590,17652,31938,49605,18235,31370,49749,18319,31430,58487,21361,36733,67383,24698,42097,66617,26366,38058,65324,24508,40816,64188,24496,39692,64773,23879,40894,64349,24161,40188
49,49,116725,89355,2548,22180,1714,1523,123,0,0,114128,84050,4162,22829,2204,1398,12,0,0,116324,82019,4743,24251,2333,3123,153,113436,82206,4366,23862,2208,1295,12,18426,1764,27,12,489,6140,115901,82905,4832,25077,2228,1897,50,89169,71777,1568,13938,1186,1047,78,0,0,86675,68651,1695,14271,1131,719,10,12818,998,40,315,0,90045,67541,2867,15725,1629,2114,79,90045,67541,2867,13632,1284,208,26,463,4024,85648,66540,1816,15313,1202,735,10,0,0,0,0,0,86911,67269,1932,15795,1065,908,10,13376,953,24,10,86254,65485,2490,15994,1342,941,55,13399,1082,40,55,55888,32630,22011,52648,30564,22084,49456,24160,22950,48841,20707,25298,38964,22102,16862,39117,19875,17986,38517,20297,18220,44229,22156,20976,52139,26060,25272,40689,19814,20517,35150,17700,17450,35185,14049,21136,35251,15216,20035,34887,15545,19342,35213,14926,19921,34934,15893,19041,34816,17515,17301,35048,16269,18779,35062,16581,18481,35110,16620,18490,42357,20253,21769,49119,23694,24975,48448,24312,22214,48060,23979,24081,46908,23452,23456,47249,22876,24373,47012,23302,23710
50,50,113968,104956,1617,5950,712,894,54,0,0,113079,103217,1591,6590,752,1084,9,0,0,113282,99380,2707,6677,942,2782,117,113715,103571,1477,6404,842,1324,0,4613,520,269,0,247,3015,113584,102904,1985,5852,1120,1320,121,88545,82848,979,3719,444,648,36,0,0,89016,82852,851,4112,437,718,10,3476,318,187,53,0,90083,80698,1693,4297,607,2083,80,90083,80698,1693,3446,405,201,25,198,3417,90262,83916,935,3927,462,923,0,0,0,0,0,0,90711,84326,1243,3640,491,900,0,2858,338,130,0,91222,84272,1866,3761,520,750,4,2930,328,106,4,57261,29869,25978,54401,27726,26675,53315,19536,31295,52553,17145,32160,41786,20229,21557,42001,17546,22839,41377,18011,23366,48085,18919,27894,58376,21303,36167,45774,17114,28300,40763,16255,24508,40777,12336,28441,40949,13128,27821,40534,13849,26685,40863,12946,27497,40596,14297,26299,40477,15012,25465,40701,14358,26343,40684,15002,25682,40792,14917,25875,48816,17499,30929,57062,20171,36421,56276,21829,32071,54859,20489,34370,54155,20608,33547,54688,19915,34773,54228,20245,33983
51,51,113222,108814,1911,1340,496,740,229,0,0,113310,107464,2857,1991,634,763,69,0,0,113841,104401,4172,1688,652,2996,78,112836,106724,3034,1804,611,775,78,547,401,77,0,98,1955,113328,106642,3288,1789,664,812,88,86874,84149,1207,703,309,547,175,0,0,86501,83820,857,893,262,578,0,563,161,169,79,0,88466,82484,2374,951,428,2088,44,88466,82484,2374,590,275,125,18,115,2485,86077,83384,942,873,302,501,0,0,0,0,0,0,86833,83851,1139,902,330,572,4,541,239,70,4,85843,82559,1324,943,327,554,4,590,229,68,4,53333,26130,25626,50294,22576,27718,51301,14842,33827,50418,13541,33811,40081,17138,22943,40062,14149,24379,39574,14519,25055,45765,14861,29708,54810,15627,38335,42961,13173,29478,38037,12469,25568,37628,9336,28292,38083,9893,28190,37621,10381,27240,38054,9926,27679,37881,10713,27168,37820,10585,27235,37920,11024,26896,37778,11498,26280,38063,11358,26705,45654,13122,32245,53613,14559,38637,53024,16428,34417,51009,14838,36171,50938,15515,35423,51651,15015,36636,50794,15014,35780
52,52,115795,97154,4926,11577,1985,1022,110,0,0,120380,98224,6954,13292,2367,826,138,0,0,122559,96950,7969,12471,2853,2582,144,121079,98320,7566,13177,2362,796,105,9777,1346,235,12,141,3674,122900,98424,9052,12919,2221,1701,146,87094,75597,2772,7042,1317,701,61,0,0,89990,76434,4060,8041,927,541,10,7246,730,245,34,0,94914,77940,4896,8104,1971,1834,96,94914,77940,4896,6587,1545,137,11,296,3502,91177,77041,4452,8303,863,508,10,0,0,0,0,0,93435,78132,5591,8012,1050,760,10,6616,894,78,10,94472,78276,5944,8074,1446,653,0,6348,1243,51,0,55739,31173,23594,53170,29797,23373,54408,25109,26688,53299,20666,29776,44488,26030,18458,44759,22436,20988,43018,22681,20337,50343,24519,24595,62608,30302,31413,49050,23530,25053,44747,23122,21625,44299,17642,26657,44558,19030,25528,43786,19566,24220,44317,18692,25167,43704,19590,24114,43762,20767,22995,43960,20815,23145,44189,21262,22927,44206,21464,22742,53662,25444,27736,63744,30267,32860,62670,32252,28405,59182,27809,31373,58828,29691,29137,57230,28261,28969,58716,29242,29474
53,53,114465,80932,18609,14851,1168,1370,119,0,0,115504,78734,21522,15846,1944,1671,120,0,0,119135,78567,22487,16110,1748,2774,170,116130,78989,20873,15803,2150,1570,191,10412,1600,355,77,180,3654,118990,79868,20906,15824,2418,1688,20,85286,64221,11596,8783,747,881,82,0,0,86751,63303,13506,8273,899,715,60,7433,720,298,125,0,91548,64177,14936,10285,1183,1995,108,91548,64177,14936,8063,862,176,23,192,3119,87434,63543,13458,8373,1142,826,75,0,0,0,0,0,90062,65427,13526,9295,1244,749,10,7860,957,85,10,92173,66520,14413,9755,800,581,0,8360,557,104,0,55238,34380,19917,53698,33243,20455,51052,27028,21750,49978,22623,24432,40797,25781,15016,41045,23021,16885,39509,22863,16646,46389,25181,20107,56590,29792,26031,43735,23071,20314,38473,21282,17191,38172,16615,21557,38304,18007,20297,37765,18520,19245,38226,17880,19923,37717,18634,19083,37743,19465,18278,37940,19575,18365,38070,19873,18197,38165,20026,18139,46745,23960,22454,55582,28291,26786,54559,29912,22878,51539,26492,25047,51186,27808,23378,49655,26507,23148,51024,27388,23636
54,54,123490,111257,4878,5535,1068,1032,86,0,0,122988,109499,5727,5788,1357,1138,87,0,0,122551,106593,6270,5168,1243,2769,131,122666,108524,6492,5745,1336,1334,156,3856,688,152,8,113,2836,122303,106823,6874,5318,1381,1373,187,95526,87014,2858,4256,769,730,51,0,0,97492,88661,3204,4211,710,663,4,3776,508,132,104,0,98021,86778,3885,3878,913,2075,97,98021,86778,3885,3190,577,223,19,193,3156,97520,88454,3684,3921,697,687,4,0,0,0,0,0,97174,87643,4131,3599,703,879,25,2569,387,128,25,97278,87519,4513,3436,772,909,15,2638,521,106,15,58591,30198,27060,55080,27937,27143,56674,21052,32782,55458,18031,33919,45170,22853,22317,45467,19014,24712,44239,19551,24688,51303,20368,29525,62102,22295,38842,49327,18755,30164,44624,17969,26655,44271,13908,30363,44664,14613,30051,43974,15169,28805,44441,14469,29435,43902,15113,28789,44032,15749,28283,44145,15961,28184,44089,16425,27664,44247,16346,27901,53432,19282,33724,63509,22127,40838,62481,24454,35598,59606,20608,38998,59127,22090,37037,58181,21253,36928,58973,22003,36970
55,55,104674,98668,1628,2012,1868,620,70,0,0,114303,106785,2643,2365,2187,703,49,0,0,120633,107767,2998,3628,3257,2432,154,114856,106611,2834,1895,2879,748,5,1120,1978,0,0,38,2275,121088,110159,3546,2696,3690,1246,24,76349,72779,917,1153,1097,423,38,0,0,83704,79849,1212,1014,1167,443,0,841,889,0,50,0,90655,82383,1810,2108,2128,1780,98,90655,82383,1810,1597,1658,109,25,156,2917,84990,80670,1386,909,1415,537,0,0,0,0,0,0,90867,85320,1983,1205,1643,576,0,1019,1162,39,0,92900,85627,2243,2228,2192,474,9,1644,1769,42,9,54554,16360,37493,54446,15327,39119,60627,14608,43402,59355,10587,46039,51502,16063,35439,51478,13428,36662,50382,13814,36568,57270,14669,41377,70782,19703,50079,56542,14996,41073,52435,15512,36923,52421,11450,40971,52509,12728,39781,52000,12759,39241,52308,12579,39198,52002,12714,39288,52383,14760,37623,52145,13661,38484,52087,13877,38210,52353,13996,38357,62535,17044,44910,74008,20716,52654,73391,21995,48928,72044,21501,50543,71441,19514,51927,71449,19441,52008,71721,20007,51714
56,56,108067,90684,3156,5993,7682,531,150,0,0,115030,90816,3681,7396,12524,474,137,0,0,121704,90460,4740,7225,16702,1946,240,117684,91991,3937,8161,13095,435,181,6948,12201,157,0,299,2151,122101,93571,4051,8246,14668,403,105,77907,66274,1840,4675,4755,355,90,0,0,81927,69556,1700,5623,4637,315,0,5281,4428,50,115,0,91598,70396,2958,5403,10942,1384,149,91598,70396,2958,4789,10241,96,84,283,2751,83405,70440,2049,6025,4553,261,0,0,0,0,0,0,85473,72225,2166,6115,4677,278,0,5431,4380,65,0,88094,74254,2203,5541,5548,577,4,4583,5098,80,4,51810,17044,34205,55031,17562,37469,56137,19122,34241,55300,13240,39809,48070,19752,28318,48041,17292,29528,46970,17435,29535,53245,18854,33219,65313,26366,37909,52641,19760,32315,48905,20458,28447,48994,15620,33374,48912,17256,31656,48233,17110,31123,48632,17074,30965,48269,17013,31256,48852,19615,29237,48524,18360,30164,48554,18494,30060,48749,18738,30011,57134,22259,34270,65585,26412,38478,65474,27355,35868,64562,27115,37447,63984,24373,39611,63832,24904,38928,63980,25549,38431
57,57,124090,111285,6382,4598,1446,655,94,0,0,123757,108262,8291,6078,1844,664,77,0,0,124936,105267,9018,5647,1988,2473,109,122643,107249,8303,5505,1829,591,61,3480,1033,78,22,63,2420,124096,107279,8239,6025,2015,903,56,94495,86929,3573,2683,953,459,55,0,0,93585,86568,2814,2737,937,442,8,2252,625,122,119,0,98663,86005,5415,3549,1364,1744,77,98663,86005,5415,2846,1032,95,12,244,3014,92828,86121,2735,2600,917,399,4,0,0,0,0,0,94847,87115,3070,3055,1044,482,25,2588,854,56,25,96354,87113,4375,3048,1238,489,38,2525,899,51,38,64628,30844,32717,61484,28920,32564,61934,23205,35923,59956,18616,38203,50530,24688,25842,50791,20613,28639,50151,21606,28545,57095,22683,33070,69670,27501,41276,55608,21769,33350,50758,21564,29194,50818,16375,34443,50751,17281,33470,49929,17713,32216,50525,17001,33108,49881,17939,31942,50525,17309,33216,50074,19056,31018,50228,19549,30679,50382,19892,30490,59892,23195,36200,69597,27213,41769,68434,29295,36937,65621,21631,43990,64885,26473,38412,65257,26433,38824,64797,26313,38484
58,58,127152,84326,7567,34841,942,1229,115,0,0,122625,79406,9625,33944,1209,1002,148,0,0,118730,75541,8864,32284,1046,2247,133,121653,79028,9564,33504,1036,1027,83,27927,612,168,8,140,4206,118644,75830,9729,33086,1013,1427,112,99493,69652,5132,24070,693,887,74,0,0,97105,67032,6262,22619,504,493,4,21543,409,193,271,0,94955,64103,5817,23075,730,1637,111,94955,64103,5817,21202,484,187,34,265,2863,96495,66755,6243,22409,374,514,10,0,0,0,0,0,93640,64539,5971,21903,444,609,4,20134,300,131,4,91941,63155,6102,21177,673,547,11,19423,387,70,11,64966,45419,18181,60235,43999,16236,56241,32964,21408,54819,29597,22437,42957,29166,13791,43102,26924,15044,42378,25803,16575,49174,29351,18838,56438,31659,24089,44997,24850,19864,38830,21571,17259,38505,15921,22584,38345,18030,20315,37625,19271,18354,38380,18369,19622,37883,19459,18424,38461,19760,18701,37968,20165,17803,38111,19825,18286,38261,20484,17777,45887,23843,21755,52361,27195,24774,51766,28451,21568,51150,25443,25707,49538,27578,21960,49085,26727,22358,49216,27298,21918
59,59,119719,108801,3619,5705,1444,608,70,0,0,114934,102841,4197,6195,1840,744,199,0,0,117494,100785,5312,7401,1952,1891,110,114245,100221,4824,6646,1998,714,307,4783,1510,196,23,235,2453,116764,101564,5209,7015,2103,811,237,94205,87048,2287,3716,964,378,48,0,0,91079,83092,2868,3756,800,475,0,3455,602,183,119,0,94729,83291,3439,4976,1350,1348,59,94729,83291,3439,4124,1047,92,14,182,2540,90525,82055,3321,3789,801,440,25,0,0,0,0,0,92550,83971,3536,3652,828,433,30,3308,662,29,30,92511,83524,3688,3914,820,397,39,3369,631,23,39,66264,35135,29715,63268,34279,28989,62724,25214,35320,61447,22317,36235,50650,26475,24175,50982,23664,26033,50034,22232,27802,56988,24423,31449,66875,26899,39210,54854,21556,32977,50348,20622,29726,49963,14012,35951,49820,16235,33585,48895,17534,31361,49869,16459,32941,49225,17720,31505,50045,18261,31784,49325,18658,30667,49550,18356,31194,49718,19392,30326,57400,21415,35647,64602,24251,39921,63949,26347,35630,63432,22283,41149,61373,25099,36274,60958,24191,36767,61236,24817,36419
60,60,87727,75373,1970,3421,6742,412,74,0,0,101309,82240,2555,4266,11901,462,101,0,0,113615,85781,3615,5697,16521,1443,130,101628,80951,2497,4743,12792,511,21,3471,11413,159,8,172,2966,113349,88118,3286,6351,14073,595,102,60616,52918,1115,2072,4316,230,34,0,0,67936,59570,1453,2191,4492,241,10,2073,4095,95,10,0,82363,64128,2239,3732,10918,947,75,82363,64128,2239,3138,10328,70,14,292,2154,67802,59494,1329,2622,4140,252,0,0,0,0,0,0,76986,65986,1762,3730,5141,322,0,3233,4575,14,0,80371,67007,1886,4649,6501,308,5,4023,5906,60,5,47329,18303,28537,49813,18233,31580,54171,22520,29179,53972,15889,36636,50271,24642,25629,50716,22032,27844,50173,20629,29544,54306,23087,30347,67018,32768,33339,54769,24586,29754,52730,26000,26730,52638,20029,32609,52646,21603,31043,52030,21651,30379,52523,21265,30871,52041,21755,30286,52483,24550,27933,52330,23566,28764,52279,23899,28380,52539,24267,28272,60791,28414,31969,70301,34585,35117,70108,35494,32933,68944,32950,35994,68524,32866,35658,68783,32524,36259,68289,32465,35824
61,61,105829,97407,1842,3883,2050,706,87,0,0,118900,107082,2898,5331,3057,818,370,0,0,120927,104741,3665,5064,4311,2337,168,123309,110145,3230,5460,3626,829,437,3582,2745,57,21,210,3319,123184,108121,3191,5125,5038,1059,414,77473,72258,1046,2440,1288,492,53,0,0,87810,81193,1416,3152,1265,521,19,2729,1101,40,272,0,90248,79903,2157,3161,2805,1640,109,90248,79903,2157,2507,2347,101,35,246,2952,91129,83822,1558,3226,1520,507,25,0,0,0,0,0,91877,83760,1804,3081,2286,514,45,2750,1628,36,45,96128,87250,2454,3239,2404,646,24,2877,1638,32,24,54941,21559,32524,56802,22056,34746,59301,20561,35629,58797,15870,40654,52042,22564,29478,52495,19645,31522,51950,18316,33634,57285,20688,35391,70117,27513,41448,57298,21405,35368,54549,22390,32159,54371,17479,36892,54628,18003,36625,53967,18633,35334,54493,18149,35876,53969,18884,35085,54395,19863,34532,54212,19960,34252,54172,20397,33775,54469,20603,33866,63537,24340,38707,74564,29626,44189,74325,31076,40982,73150,27696,45454,72405,28558,43847,72783,28065,44718,72203,28094,44109
62,62,117280,110359,2050,2167,1974,778,66,0,0,121836,112441,2895,3274,2629,680,87,0,0,124425,111175,3314,3433,2861,2816,138,122903,112562,2942,3791,2980,721,81,1908,2226,74,42,146,3003,124528,112746,3184,3970,2866,1021,41,87310,82985,1247,1269,1263,561,45,0,0,91280,86515,1507,1831,896,383,35,1582,692,110,90,0,96383,87464,2139,2087,1963,2055,73,96383,87464,2139,1560,1556,143,22,269,3230,92740,87545,1567,2093,930,447,40,0,0,0,0,0,94470,88760,1602,2254,1162,601,0,1729,797,27,0,96879,90345,2104,2103,1621,588,0,1553,1200,31,0,59399,19711,38892,58858,18845,40013,61317,17958,40313,60955,12483,45779,49901,18473,31428,50200,15905,32569,49829,16689,33140,56691,17447,37835,68256,23255,43833,54904,17979,36287,50022,18408,31614,50125,14334,35791,50141,15437,34704,49686,15553,34133,50039,15277,34203,49673,15482,34191,50143,15690,34453,49870,16511,33359,49805,16742,33063,49987,16774,33213,59365,20171,38492,69438,24380,44379,68774,25246,40687,67040,22946,44094,67300,22318,44982,64686,22375,42311,66180,23418,42762
63,63,109999,106098,1004,1417,713,763,87,0,0,111401,106399,1397,1869,1000,897,124,0,0,113544,104136,1959,2453,1049,3119,120,111717,106502,1500,1871,956,821,132,842,654,123,0,429,1667,113847,108141,1492,2050,1286,661,121,81827,79429,580,789,453,580,45,0,0,85625,82542,886,1008,370,699,0,805,267,150,103,0,87011,80913,1170,1344,694,2299,72,87011,80913,1170,939,458,198,18,176,3139,85957,82807,1083,908,468,658,0,0,0,0,0,0,88445,85103,1001,1064,679,540,0,774,476,58,0,88640,84616,1052,1495,693,497,18,1031,454,22,18,49364,16658,31793,48266,16042,32224,50421,11539,36991,49840,8817,38737,39460,12257,27203,39583,10285,27921,39280,10785,28495,45678,11177,33515,56195,13665,41760,43815,10780,32717,39252,10808,28444,39112,8091,31021,39471,8618,30853,39187,8965,30222,39396,8592,30379,39170,8869,30301,39418,8813,30605,39269,9414,29855,39172,9633,29539,39319,9516,29803,48436,11884,36127,59015,14413,44183,58319,15575,40429,57269,13785,43484,56863,13622,43241,54991,13685,41306,55977,14113,41864
64,64,129488,110442,1821,15649,948,1003,71,0,0,123358,104590,2306,15105,1148,754,174,0,0,124049,100646,2620,15911,1156,2911,113,122822,103142,2439,15366,1310,686,137,13014,890,91,16,237,2991,124311,103125,2719,15653,1376,954,33,100323,87769,1086,10272,686,694,38,0,0,97278,84483,1377,10328,556,463,0,9762,488,69,105,0,98855,82728,1643,10950,817,2018,73,98855,82728,1643,9876,568,142,17,230,3651,97424,84364,1385,10525,641,364,4,0,0,0,0,0,98672,85007,1731,10480,677,590,20,9562,478,67,20,98201,84174,1984,10602,547,673,67,9293,226,30,67,64210,39940,22687,59459,38162,21297,56577,26627,27555,55396,23893,28391,43221,26105,17116,43099,23158,18752,42446,23034,19412,49844,24979,23697,59064,27264,31037,47052,21984,24719,41754,20391,21363,41523,14677,26846,41365,16895,24470,40688,18011,22677,41347,16841,24049,40845,17908,22937,40975,18021,22954,40754,18772,21982,40934,18398,22536,41087,19254,21833,49045,21620,27043,55951,24127,31364,55415,26082,27106,53154,22551,30603,52538,25182,27356,53566,24821,28745,52404,24709,27695
65,65,126600,118713,1708,4857,750,773,62,0,0,121462,111835,2353,5413,808,1127,114,0,0,122811,110568,2524,5601,969,2283,95,120722,111013,2194,5385,784,1404,332,3618,333,134,160,59,3215,122460,111893,2391,5506,515,1030,218,97777,92452,1023,3314,515,571,38,0,0,94448,88087,1437,3544,445,864,18,3134,315,92,88,0,97417,88738,1618,3955,695,1694,72,97417,88738,1618,3322,417,129,16,199,2978,93796,87515,1391,3417,439,902,51,0,0,0,0,0,95787,89344,1393,3778,373,699,74,2913,229,119,74,94414,87786,1560,3829,564,599,23,3002,433,86,23,63409,34250,27505,59645,33093,26552,58648,22360,33909,57504,20110,34154,46960,24093,22867,47006,20846,24598,46229,20520,25709,53087,21868,29953,63096,23711,38537,51029,19510,31150,46389,18696,27693,46083,13413,32670,46147,14991,31156,45376,16161,29215,46124,15198,30391,45591,16125,29466,45812,16020,29792,45624,16919,28705,45737,16901,28836,45913,17387,28526,53915,19486,34032,61665,21804,39376,60969,23960,34665,58869,19618,39251,58084,22823,35261,58983,22223,36760,57791,22195,35596
