ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC1_Total,E_22_SC1_Dem,E_22_SC1_Rep,E_22_SC2_Total,E_22_SC2_Dem,E_22_SC2_Rep,E_22_SCC_Total,E_22_SCC_Dem,E_22_SCC_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep,E_24_SC1_Total,E_24_SC1_Dem,E_24_SC1_Rep,E_24_SC2_Total,E_24_SC2_Dem,E_24_SC2_Rep,E_24_SC3_Total,E_24_SC3_Dem,E_24_SC3_Rep
87,87,116113,112092,1647,1116,611,753,63,0,0,113551,108310,2198,1805,656,892,46,0,0,113452,106223,2151,1538,711,2199,94,112940,107535,2220,1609,774,863,40,856,681,108,25,27,1484,112399,106530,2248,1691,770,785,19,88098,85743,960,498,382,539,35,0,0,87656,84834,1126,927,270,551,0,608,173,70,75,0,88365,83675,1323,756,460,1595,57,88365,83675,1323,438,309,118,20,160,2322,87591,84512,1337,815,329,570,0,0,0,0,0,0,87521,84525,1211,845,380,532,0,492,334,62,0,87747,84503,1367,921,334,497,7,388,255,48,7,57130,21867,33583,52932,20400,32532,53766,12572,38513,53106,11239,38845,41719,14830,26889,41892,11726,28631,41092,11595,29497,47991,12383,34401,58580,13439,44178,46276,11250,34710,42012,10958,31054,41854,8033,33821,42338,8159,34179,41841,8840,33001,42208,8251,33455,42049,9496,32553,42322,9356,32966,42049,9316,32733,41896,9855,32041,42203,9662,32541,49949,11597,38070,58587,13228,44886,57902,15051,40547,57074,12538,44536,55748,13544,42204,56383,13273,43110,55778,13278,42500
88,88,117689,104266,7959,4431,720,784,60,0,0,114379,99516,8694,4976,876,762,48,0,0,113965,96432,8954,5392,1004,2196,114,114052,98611,8912,5097,939,937,63,3128,587,343,12,159,2300,113947,97581,9265,5233,1026,1034,58,89453,81398,4705,2442,500,572,45,0,0,87840,78965,5187,2746,350,529,10,2458,282,159,46,0,88981,77644,5644,3129,695,1623,86,88981,77644,5644,2326,455,125,37,236,2514,87615,78740,5287,2770,321,398,10,0,0,0,0,0,88495,78555,5787,3069,493,563,4,2623,269,159,4,88218,77983,6056,3053,464,549,21,2163,162,136,21,58021,28688,28013,52850,25865,26985,51969,17333,31141,51148,13869,34172,40814,19728,21086,40858,15178,23894,40070,15440,24630,46459,16596,28477,55875,18862,35982,44080,15228,28431,39193,14499,24694,39329,9950,29379,39523,11064,28459,39101,11493,27608,39473,11011,27975,39053,11761,27292,39339,14378,24961,39166,12159,27007,39145,12603,26542,39391,12470,26921,46963,15398,31194,54975,17904,36552,54345,19291,32371,54187,17224,35595,52619,18043,34576,51838,17036,34802,52315,17744,34571
89,89,116901,102821,4144,8664,773,1003,50,0,0,113850,98676,4796,9054,939,1051,133,0,0,114672,96452,4960,9686,1070,2413,86,113857,97725,5187,9270,1055,1126,66,6944,698,438,9,298,2553,114504,97001,5423,9262,1114,1025,39,91271,82348,2496,5378,531,720,31,0,0,90357,80772,2991,5473,423,616,4,5020,297,336,113,0,92237,79978,3206,6247,741,1809,46,92237,79978,3206,5217,505,137,17,179,2998,90564,80777,3044,5541,506,672,8,0,0,0,0,0,91499,81063,3313,5915,534,663,24,5382,439,150,24,90561,80278,3187,5939,306,714,22,5103,227,79,22,62701,34168,27341,59276,32305,26971,58145,23576,31627,57316,19528,34579,47321,25388,21933,47303,21582,23856,46865,21717,25148,53093,22842,28851,62864,25751,36100,50819,21152,29222,45957,20579,25378,46061,15000,31061,45999,16745,29254,45419,17153,28266,45846,16289,29103,45414,17325,28089,45798,23109,22689,45457,18147,27310,45548,18420,27128,45799,18671,27128,53921,21730,31774,62267,25035,36668,61575,26840,32299,61257,26149,32987,58658,24712,33946,59332,24414,34918,58896,24638,34258
90,90,122979,116688,1242,3101,442,1599,66,0,0,118410,112367,1441,3104,419,1187,15,0,0,115793,107207,1439,3323,577,2735,111,117630,110810,1562,3174,583,1509,18,2397,433,171,6,92,2159,115416,107733,1861,3398,680,1604,36,94268,89861,731,2160,311,1269,44,0,0,91495,87553,681,2083,220,946,4,1921,167,222,50,0,90179,84086,803,2367,393,2099,54,90179,84086,803,1932,278,296,10,161,2613,91053,86683,709,2155,314,1176,4,0,0,0,0,0,89090,84392,850,2236,346,1198,8,1835,272,173,8,87930,83160,784,2229,406,1192,34,1705,329,104,34,51145,21841,27974,47854,21609,26245,48686,13029,33996,48254,13704,32756,37471,14986,22485,37798,12330,24487,36832,12032,24800,43159,13021,29382,51278,12788,37936,39976,10866,28898,34622,9555,25067,34559,7278,27281,34712,7982,26730,34403,8410,25993,34685,8106,26313,34515,8424,26091,34842,8159,26683,34537,8687,25850,34588,8625,25963,34650,8775,25875,42430,10394,31818,50712,11525,38906,49637,12996,34932,48612,11739,36873,48022,12128,35894,47954,11953,36001,47787,11877,35910
91,91,115748,110446,1127,2665,508,1156,47,0,0,113522,106952,1287,3328,922,990,19,0,0,113883,105595,1493,2891,715,2774,154,113774,107124,1458,3140,899,1067,126,1727,666,304,109,92,2289,113706,106410,1538,3146,1069,1145,312,86876,83506,658,1585,324,889,31,0,0,85932,82193,619,1990,241,827,14,1388,157,272,23,0,86890,81328,923,1745,450,2084,99,86890,81328,923,1152,290,277,22,174,2724,86007,82338,697,1805,183,859,44,0,0,0,0,0,86002,82065,776,1784,162,894,50,1348,49,170,50,86235,82020,792,2035,361,835,63,1326,206,69,63,49725,19846,28593,45428,18533,26895,47323,11727,33861,46615,11357,33232,35266,12512,22754,35551,10277,24227,35091,10345,24746,41580,11175,29616,51298,11503,39194,38880,9436,29240,33829,8595,25234,33598,6377,27221,34054,6606,27448,33654,7095,26559,33970,6668,26964,33722,7142,26580,33916,7013,26903,33766,7437,26329,33588,7626,25962,33906,7690,26216,42297,9426,32664,51387,10660,40397,50723,12488,36443,49387,10569,38818,49029,11001,38028,48735,11149,37586,48845,11030,37815
92,92,120444,111871,1001,5887,595,1262,75,0,0,117572,108734,1369,5857,545,1383,102,0,0,116490,105405,1280,5704,827,2741,76,117612,108414,1479,5928,435,1294,32,4424,242,40,27,127,2868,116826,106649,1444,6147,626,1528,32,92386,85965,635,4559,382,908,54,0,0,91919,85662,780,4342,353,820,59,3690,195,46,88,0,91617,83471,775,4331,562,2001,61,91617,83471,775,3622,369,196,16,123,3045,92357,85987,865,4392,236,917,24,0,0,0,0,0,92019,85269,968,4405,408,1002,8,3850,177,82,8,91528,84592,870,4273,583,1003,42,3730,482,118,42,50259,23719,25198,46927,23521,23406,48124,15500,30533,47350,14812,30170,36815,16656,20159,36963,13787,21984,36296,13636,22660,42815,14952,26900,52380,15734,35936,40308,13059,26967,35445,11973,23472,35277,9250,26027,35616,9656,25960,35156,10426,24730,35515,9735,25361,35177,10389,24788,35230,10551,24679,35261,10629,24632,35108,10921,24187,35398,11011,24387,43321,12977,30024,51514,14654,36438,50905,16549,32377,49329,14649,34680,48997,15276,33721,48812,14839,33973,48841,15069,33772
93,93,126609,120793,985,3174,655,1144,48,0,0,122722,116208,1344,3380,652,1078,178,0,0,120113,111806,1186,3242,710,2649,76,122336,115671,1370,3540,627,881,211,1883,454,175,114,170,2499,119833,112800,1402,3282,930,1053,110,96453,92662,594,1971,430,892,30,0,0,94285,90290,667,2077,374,745,35,1606,356,115,70,0,92917,87172,779,2059,492,1967,46,92917,87172,779,1497,367,230,5,172,2695,94215,90140,729,2254,305,647,65,0,0,0,0,0,92330,88090,880,2110,387,895,40,1329,373,143,40,91271,87042,822,2164,324,886,23,1522,287,108,23,54741,21436,31881,50691,20397,30294,53157,12828,38460,51916,15366,34286,40056,15234,24822,40488,12311,27243,39568,11751,27817,46721,13442,32434,56716,13790,42260,42322,10922,31154,35483,9194,26289,35105,7241,27864,35425,7981,27444,35111,8093,27018,35365,8031,26986,35236,8027,27209,35230,8433,26797,35241,8412,26829,35191,8367,26824,35319,8463,26856,44721,10641,33826,53997,12059,41576,53165,13450,37692,52151,12471,39680,51654,13181,38473,51915,12537,39378,51894,12702,39192
94,94,119515,114739,907,2109,790,1157,71,0,0,117638,111935,1158,2445,993,1221,76,0,0,114144,106642,1241,2487,797,2473,89,117219,111418,1228,2530,991,1126,51,1270,680,319,1,33,2267,113679,107600,1220,2510,924,1303,9,93793,90494,546,1380,569,858,48,0,0,93548,89885,667,1590,324,955,1,1208,129,269,132,0,90905,85494,827,1620,553,1937,70,90905,85494,827,1051,354,221,8,231,2719,92923,89765,685,1399,263,863,0,0,0,0,0,0,90008,86853,758,1111,277,833,1,842,168,138,1,89425,85912,786,1311,474,742,5,939,214,97,5,55329,25448,28498,52806,24624,28182,53852,16425,35003,52238,18659,31038,42787,19065,23722,43049,15718,26062,41915,15427,26488,48412,17166,30166,58166,18374,38934,46059,15235,30498,41297,14151,27146,40929,11619,29310,41316,12242,29074,41010,13044,27966,41167,12401,28298,40865,12553,28312,41029,12591,28438,40991,13062,27929,40933,13308,27625,41157,13328,27829,48529,15237,32973,56099,16850,38805,55029,18228,34740,53464,17077,36387,52595,17573,35022,52533,16659,35874,52890,17029,35861
95,95,119053,109257,1254,5457,2299,1107,68,0,0,117662,106757,1587,5986,2724,624,108,0,0,114106,101190,2026,6526,1966,2042,99,117789,106859,1677,5938,2551,714,86,4497,1646,221,45,236,2612,113553,102873,1966,5032,2396,1028,56,97553,89556,961,4450,1955,844,49,0,0,95477,87948,1108,4619,1265,470,19,4053,820,176,105,0,94230,83552,1566,5562,1602,1596,82,94230,83552,1566,4594,1199,238,21,216,2844,95989,88298,1150,4569,1276,599,14,0,0,0,0,0,92848,85594,1377,3871,1132,791,23,3162,711,88,23,92516,84442,1601,4200,1209,845,9,3160,502,64,9,56433,29169,25660,50207,24533,25674,54187,19496,32252,52433,18284,31562,42138,21142,20996,42367,17477,23594,41397,17992,23405,47256,18572,27631,52588,17659,34298,43088,15839,26916,37271,14164,23107,37024,11551,25473,37316,11919,25397,36909,12532,24377,37243,12114,24713,36810,12414,24396,37203,11944,25259,36948,12864,24084,36865,13088,23777,37163,13249,23914,44145,15131,28785,51178,16771,34012,50699,18490,30449,48859,16460,32399,48589,17511,31078,48490,16816,31674,48439,17188,31251
96,96,122707,114397,1001,6118,564,767,63,0,0,117147,107885,1485,6537,755,766,51,0,0,114020,101733,1653,6451,829,2373,123,116234,106674,1389,6603,918,832,37,4882,639,97,0,97,2456,113924,103374,1503,7001,902,783,80,97751,92252,667,3942,386,564,41,0,0,93933,87748,861,4301,409,514,0,3767,306,120,71,0,91725,83311,1070,4221,555,1746,72,91725,83311,1070,3404,350,143,28,193,3226,93536,87031,897,4364,555,656,0,0,0,0,0,0,91624,84757,992,4720,542,530,4,3301,409,63,4,90157,83369,916,4645,567,561,13,3184,368,79,13,60867,31177,28088,55683,27017,28666,55240,16461,36621,54086,18232,32604,42340,20384,21956,42237,15594,25377,41720,17748,23972,48694,17495,30095,57815,16852,40224,45090,14562,30235,39209,13355,25854,39049,9968,29081,39099,10905,28194,38620,11593,27027,38898,11180,27290,38618,11522,27096,39202,10537,28665,38717,11820,26897,38830,11763,27067,38929,12531,26398,46785,13730,32759,53961,14393,39073,53204,16774,34412,51717,15794,35923,51362,16249,35113,52089,15779,36310,51154,15874,35280
97,97,115509,107558,904,5657,621,1096,71,0,0,114780,105564,1350,6124,903,1042,219,0,0,114521,102808,1398,6328,847,2641,81,114216,104803,1410,6250,928,1132,245,3159,586,180,57,410,3610,114633,104664,1482,6404,1036,925,67,87971,83152,503,3329,386,775,39,0,0,88122,82639,764,3542,400,594,35,2663,235,198,197,0,89051,81306,848,3932,590,1942,48,89051,81306,848,2710,403,180,12,265,3327,87962,82321,769,3602,454,638,55,0,0,0,0,0,88255,82436,668,3803,487,681,0,2745,338,112,0,88178,82329,696,3871,442,641,24,2575,252,47,24,51978,23510,27085,48144,22602,25542,48799,14523,31973,48118,11795,34144,37872,16248,21624,38163,12718,24267,37708,13092,24616,43800,13897,28949,53526,15594,37122,41002,12331,28361,35833,11363,24470,35725,8152,27573,36112,8624,27488,35626,9445,26181,36019,8868,26773,35529,9373,26156,36142,8430,27712,35731,9715,26016,35623,10031,25592,35949,10244,25705,43870,12324,31220,51944,14146,37401,51420,15621,33595,51184,11961,39223,48708,14481,34227,48515,14078,34437,49311,14196,35115
98,98,120842,116923,1202,1466,628,627,77,0,0,122930,118431,1535,1692,738,734,0,0,0,123138,116413,1803,1953,772,1841,124,122805,117776,1641,1587,829,721,24,893,447,268,0,156,1615,123100,117210,1775,1931,824,902,26,87715,85206,715,857,456,471,44,0,0,90264,87447,998,1006,347,498,0,744,182,187,12,0,90974,86442,1121,1138,527,1373,86,90974,86442,1121,703,364,157,14,188,1985,90384,87434,1076,977,376,524,0,0,0,0,0,0,90922,87699,1144,1123,315,606,0,775,180,86,0,91225,87754,1255,961,395,742,16,581,246,81,16,46760,18635,26752,45183,16952,28231,45191,11763,31396,44925,10396,32145,35377,12689,22688,35403,10437,23833,35042,10552,24490,40745,11207,28582,49948,12162,37030,38621,10111,28253,34548,9717,24831,34187,7443,26744,34688,7607,27081,34212,8060,26152,34575,7641,26538,34248,8055,26193,34451,8067,26384,34370,8393,25977,34128,8809,25319,34435,8656,25779,41741,10409,31102,49250,11833,37000,48881,13238,33873,47714,11118,36483,46795,12133,34662,47247,11881,35366,46820,11829,34991
99,99,127456,117778,3472,4779,890,811,89,0,0,125500,114693,4371,5473,1012,646,160,0,0,124649,110053,4685,5400,1137,2291,127,124980,113583,4695,5421,1140,825,372,3479,569,176,7,375,2094,124715,110917,4930,5403,1314,1183,485,96419,90335,1947,3128,571,553,57,0,0,97454,90640,2464,3343,445,436,11,3004,377,115,195,0,97519,87622,2891,3702,805,1681,76,97519,87622,2891,3014,510,99,9,207,3167,97090,90036,2634,3058,448,442,7,0,0,0,0,0,96871,89194,2778,3261,494,576,9,2821,355,60,9,97149,89124,2841,3507,637,546,8,3015,431,50,8,61983,30337,30503,59442,28486,30956,57735,21350,33810,57245,18023,35913,47356,22664,24692,47328,18835,26814,46547,19436,27111,53142,20664,31141,63422,23889,38630,50878,19239,31214,46132,18672,27460,45668,14240,31428,45915,14737,31178,45351,15638,29713,45995,14959,30522,45591,15628,29963,45988,15169,30819,45694,16817,28877,45581,17024,28557,45835,17156,28679,53901,19793,33740,61915,22563,38836,61366,24641,34786,59467,18423,41044,58829,22574,36255,58751,22032,36719,58544,22280,36264
