ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
135,RO30,8662,8266,125,87,112,61,0,0,0,8830,8354,113,111,154,67,11,0,0,8401,7685,195,129,127,127,7,8843,8018,142,194,364,75,6,194,76,0,0,0,413,8443,7706,177,233,265,60,0,7042,6783,87,43,75,45,0,0,0,7310,7035,75,40,130,15,0,40,100,0,10,0,7123,6617,118,75,91,97,4,7123,6617,118,52,65,13,3,19,236,7345,7035,125,70,103,15,0,0,0,0,0,0,7085,6830,124,75,28,30,0,75,8,0,0,7018,6608,181,93,60,52,0,93,54,0,0,4044,1987,1998,4238,2028,2210,4535,1595,2743,4436,1875,2341,4336,1587,2520,3141,1114,1993,4703,1654,2929,4639,1973,2595,4846,2181,2555,4892,1144,3665,5207,1996,3166,5058,1684,3221,4964,2144,2815
142,ST1,6786,6540,52,68,60,62,11,0,0,6930,6646,89,42,131,22,0,0,0,6722,6113,118,118,73,221,9,6952,6586,85,208,75,40,0,138,63,0,0,0,80,6762,6152,62,139,194,89,0,5165,5019,28,25,37,49,7,0,0,5455,5330,55,0,45,20,0,0,0,0,0,0,5469,5026,85,65,52,167,4,5469,5026,85,27,38,26,3,19,245,5405,5275,85,4,10,40,0,0,0,0,0,0,5315,5165,65,4,0,90,0,4,0,0,0,5685,5416,43,0,104,118,4,0,70,0,4,3035,1626,1379,2976,1546,1430,3147,1127,1785,3107,1296,1630,3046,1206,1656,2245,784,1410,3300,1153,2032,3433,1365,2000,3393,1572,1727,3406,789,2541,3668,1405,2232,3593,1289,2209,3561,1583,1977
151,ST2,9556,9204,109,104,74,82,5,0,0,9775,9246,82,39,318,118,0,0,0,9901,9009,222,148,164,259,9,10254,9757,119,41,287,78,0,0,273,0,0,0,106,10393,9749,98,77,323,77,14,7524,7322,66,44,41,57,3,0,0,7845,7580,70,21,65,97,0,4,65,0,18,0,8232,7537,173,100,134,220,4,8232,7537,173,44,95,25,1,24,333,8154,7872,99,21,84,63,0,0,0,0,0,0,8324,7952,89,32,165,33,0,31,125,0,0,8593,8176,111,73,147,28,0,30,93,4,0,4792,2532,2224,4682,2354,2328,4971,1891,2738,4904,2160,2473,4812,1962,2584,3706,1281,2365,5241,1951,3116,5437,2347,2987,5380,2720,2506,5396,1292,4003,5786,2397,3302,5710,2110,3450,5651,2644,3004
152,ST3,4390,4269,37,26,29,37,1,0,0,4480,4274,40,72,39,55,0,0,0,4516,4247,46,42,28,80,6,4172,3921,47,71,50,83,1,39,8,52,0,0,105,4248,3944,49,45,100,71,1,3367,3285,25,15,19,27,0,0,0,3510,3375,29,20,25,55,0,20,0,25,0,0,3684,3490,33,24,21,67,0,3684,3490,33,13,18,8,0,4,118,3290,3120,44,20,29,74,0,0,0,0,0,0,3435,3265,39,25,53,49,0,25,4,25,0,3601,3513,31,8,36,13,0,0,22,0,0,2418,1168,1226,2425,1105,1320,2610,867,1583,2586,993,1475,2550,938,1446,2041,672,1335,2782,904,1801,2906,1105,1752,2870,1256,1553,2869,602,2226,3086,1124,1920,3042,962,2012,3007,1241,1766
153,ST4,12567,12119,155,85,135,83,4,0,0,13203,12570,253,51,315,28,0,0,0,13556,12519,240,134,236,223,19,13316,12311,233,61,460,146,0,30,423,0,0,0,319,13600,12084,322,274,367,181,0,9566,9276,93,51,86,64,4,0,0,10035,9670,140,10,190,30,0,10,190,0,0,0,10583,9885,152,78,146,179,10,10583,9885,152,42,99,11,0,34,360,10245,9560,155,15,380,149,0,0,0,0,0,0,10595,9735,215,190,304,144,0,190,214,15,0,10710,9824,300,167,254,165,0,167,178,9,0,7185,3890,3241,7272,3797,3475,7854,3493,3765,7852,3629,3886,7732,3496,3824,6393,2746,3538,8429,3645,4535,8787,4472,4141,8774,4882,3670,8685,2712,5862,9312,4644,4536,9193,4001,4985,9146,4876,4267
154,ST5,5048,4772,69,54,112,45,6,0,0,4973,4704,20,140,77,69,0,0,0,5387,4922,112,70,138,88,8,4869,4669,6,113,65,33,0,98,50,9,0,0,34,5089,4866,21,75,106,42,0,3914,3750,40,28,67,28,4,0,0,3779,3691,10,28,22,49,0,11,22,20,9,0,4434,4119,70,32,95,70,1,4434,4119,70,22,73,11,0,3,136,3757,3711,1,14,16,27,0,0,0,0,0,0,4059,3916,3,38,74,14,0,39,40,4,0,4313,4065,36,93,85,22,0,95,46,0,0,2556,1356,1178,2323,1190,1133,2713,1083,1422,2686,1191,1334,2629,1133,1345,2147,846,1268,2892,1158,1641,3013,1447,1499,2988,1606,1315,2992,822,2134,3069,1524,1510,3051,1335,1648,3018,1637,1381
155,ST6,4975,4712,95,56,93,34,3,0,0,5326,5033,167,66,32,44,20,0,0,5388,4845,144,105,150,122,3,5157,4653,432,35,0,5,33,0,0,0,33,0,38,5204,5028,98,35,4,6,30,3923,3753,51,32,69,27,2,0,0,4328,4195,65,41,0,21,14,3,0,0,15,0,4452,4093,98,64,102,83,1,4452,4093,98,36,75,1,0,2,147,4041,3894,125,34,0,5,0,0,0,0,0,0,4242,4170,64,34,0,7,0,5,0,0,0,4377,4263,111,9,10,23,0,4,9,0,0,2602,1357,1222,2660,1331,1329,2735,1130,1406,2690,1196,1375,2661,1125,1391,2086,780,1265,2820,1128,1599,2894,1372,1474,2866,1519,1258,2862,771,2035,2978,1430,1507,2930,1234,1609,2904,1539,1360
156,ST7,4520,4260,82,60,78,38,8,0,0,4627,4267,149,50,87,60,33,0,0,5390,4831,140,103,133,118,5,4669,4300,142,75,26,66,76,2,20,0,76,0,131,5221,4593,217,96,95,76,90,3607,3447,52,29,56,26,5,0,0,3535,3367,79,4,26,35,21,4,26,0,0,0,4369,3981,78,73,106,79,4,4369,3981,78,38,74,8,4,20,166,3636,3433,73,4,17,41,70,0,0,0,0,0,4207,3856,110,26,74,56,60,0,75,0,60,4563,4251,109,22,88,28,0,0,80,0,0,2361,1271,1074,2241,1121,1120,2385,937,1263,2365,1023,1202,2328,976,1210,1778,691,1056,2650,1046,1505,2821,1319,1438,2783,1445,1249,2791,780,1945,2787,1250,1506,2738,1095,1546,2713,1346,1364
157,ST8,4905,4603,102,98,59,46,1,0,0,5266,4817,255,79,28,92,0,0,0,5498,4827,236,183,111,126,22,5530,5079,172,159,29,82,0,84,28,0,0,0,165,5672,5101,130,299,75,27,6,3670,3500,52,50,38,31,0,0,0,3855,3650,122,20,5,51,0,20,5,0,2,0,4326,3875,130,112,88,93,17,4326,3875,130,67,64,7,5,3,175,4206,3977,68,85,10,53,0,0,0,0,0,0,4327,4063,100,64,61,24,0,60,30,0,0,4179,3862,127,87,74,18,0,81,23,0,0,2232,1253,959,2204,1240,964,2422,1050,1192,2411,1168,1107,2367,1103,1118,1847,781,1019,2577,1120,1369,2677,1374,1251,2655,1517,1056,2659,807,1799,2800,1336,1423,2757,1234,1441,2723,1474,1245
158,ST9,5346,4951,132,122,100,66,9,0,0,5608,5006,166,224,186,158,0,0,0,5410,4708,224,169,136,132,10,5463,4959,107,85,299,22,0,32,107,0,0,0,261,5503,4839,105,108,411,41,0,4109,3874,71,59,69,46,6,0,0,4553,4152,118,149,56,69,0,76,36,0,46,0,4366,3896,146,104,93,96,7,4366,3896,146,66,75,12,0,15,156,4186,3928,87,96,47,17,0,0,0,0,0,0,4266,3928,78,126,111,21,0,100,70,0,0,4421,4138,90,49,143,12,0,53,150,0,0,2309,1364,927,2406,1347,1059,2314,1023,1107,2291,1135,985,2240,1044,1027,1737,737,969,2441,1066,1281,2542,1288,1194,2512,1436,1002,2515,762,1693,2684,1349,1294,2664,1225,1346,2625,1484,1139
143,ST10,14638,13522,300,196,598,46,18,0,0,16481,14786,328,256,989,157,0,0,0,15490,13046,653,466,1078,179,30,16476,14729,383,219,933,112,0,90,744,0,0,9,521,15073,13180,486,209,882,127,0,13384,12401,271,181,507,40,17,0,0,14400,13245,319,178,504,149,0,105,374,0,10,0,14108,11929,606,452,934,145,23,14108,11929,606,201,740,50,10,12,560,14395,13250,364,153,515,108,0,0,0,0,0,0,13295,12080,404,112,600,92,0,49,415,4,0,13308,11906,572,146,566,108,4,35,435,8,4,7253,5363,1838,7292,5077,2215,9631,6501,2450,9472,6287,2967,9109,5896,2913,6552,4806,1618,8244,5541,2448,7810,5970,1712,7577,5836,1525,7496,4332,3020,8452,6047,2270,8119,5554,2413,7969,6030,1926
144,ST11,11212,10432,179,195,382,64,12,0,0,11897,10476,290,310,815,160,0,0,0,11877,10426,314,192,613,182,12,12326,10738,211,145,1219,105,0,29,954,4,0,0,389,11889,10154,359,97,1130,73,0,8627,8140,107,104,233,49,8,0,0,8925,8306,128,75,341,41,0,60,281,4,35,0,9494,8472,223,129,408,163,9,9494,8472,223,73,350,6,0,49,321,9490,8822,84,58,479,40,0,0,0,0,0,0,8946,8295,124,39,448,45,0,14,351,0,0,9292,8467,205,77,509,18,0,16,474,0,0,6595,4079,2477,6691,4096,2595,6973,4028,2402,6931,3996,2695,6821,3874,2665,5850,3276,2493,7410,4117,3076,7713,4949,2630,7652,5117,2355,7592,3308,4169,7777,4938,2703,7683,4338,3177,7624,5023,2596
145,ST12,14293,12790,320,331,712,185,13,0,0,14488,12286,340,660,1192,19,29,0,0,14452,12023,583,425,1023,280,34,14612,12335,514,705,1084,13,23,452,778,13,0,0,520,14591,12433,579,454,898,137,0,10981,10003,203,155,511,115,12,0,0,10945,10120,195,380,209,20,0,335,165,20,30,0,11674,9944,375,243,778,231,19,11674,9944,375,157,692,29,7,37,433,11375,10375,350,380,229,15,0,0,0,0,0,0,11770,10505,379,274,515,68,0,270,325,4,0,11576,10273,488,263,389,72,0,152,213,0,0,7007,4266,2683,6629,3855,2774,7004,3412,3100,6959,3618,2998,6836,3430,3061,5344,2534,2713,7512,3639,3631,7807,4373,3285,7782,4762,2801,7744,2829,4794,8175,4507,3555,8089,4012,3865,8025,4822,3198
146,ST13,5371,4570,133,139,512,35,14,0,0,5762,5135,252,92,181,115,0,0,0,5511,4587,196,177,441,62,14,5752,4981,377,96,223,66,0,75,192,0,0,0,126,5773,4987,345,85,318,26,0,4197,3628,97,100,356,26,11,0,0,4341,4038,96,70,84,52,0,61,84,4,4,0,4432,3760,154,135,300,38,13,4432,3760,154,103,270,7,0,14,124,4249,3884,151,70,61,49,0,0,0,0,0,0,4370,3975,215,53,78,14,0,50,77,0,0,4231,3883,185,64,67,8,0,54,66,0,0,2537,1512,1005,2176,1164,1012,2637,1362,1102,2603,1343,1166,2551,1284,1167,2138,1051,1060,2768,1400,1284,2870,1728,1085,2841,1838,938,2824,1063,1715,3343,1967,1328,3291,1676,1562,3286,2041,1244
147,ST14,5107,4515,115,138,313,47,7,0,0,5109,4287,280,35,501,2,5,0,0,5482,4616,171,157,386,98,7,5474,4599,251,242,330,10,9,21,287,1,0,0,317,5771,4694,180,224,529,3,18,4293,3846,86,98,238,43,6,0,0,3909,3588,115,34,167,2,0,19,120,1,5,0,4616,3943,134,103,298,77,5,4616,3943,134,65,250,11,0,15,198,4495,3976,121,242,158,7,0,0,0,0,0,0,4751,4064,179,228,285,4,0,87,173,0,0,4786,3953,204,234,397,0,0,59,168,0,0,2767,1957,789,2720,1854,866,2898,1896,755,2875,1913,835,2837,1842,857,2286,1547,687,3208,2058,1023,3375,2450,847,3370,2524,721,3358,1777,1495,3413,2451,908,3361,2234,1061,3338,2547,789
148,ST15,4930,4437,122,170,164,55,9,0,0,5372,4785,101,112,283,67,33,0,0,5422,4709,175,146,293,60,11,5310,4796,108,115,274,7,21,79,190,5,0,0,131,5632,5006,279,184,146,17,39,4088,3742,81,103,128,39,8,0,0,4430,4017,58,85,168,59,0,85,80,8,35,0,4568,4025,129,107,221,52,10,4568,4025,129,72,192,0,0,20,130,4507,4216,45,50,153,4,0,0,0,0,0,0,4845,4476,160,81,83,3,0,37,10,0,0,4900,4483,120,79,110,11,0,29,94,0,0,2493,1726,755,2835,1925,910,2919,1856,875,2943,1870,950,2861,1761,982,2383,1519,815,3032,1873,1061,3101,2165,883,3084,2240,737,3068,1551,1458,2953,2018,873,2917,1839,1015,2898,2075,821
149,ST16,4680,4328,52,66,205,28,7,0,0,5183,4629,187,119,230,25,0,0,0,5447,4759,135,123,289,89,13,5338,4824,119,141,212,1,0,14,185,0,0,56,143,5378,4704,248,265,97,6,0,3770,3535,37,38,138,22,3,0,0,4073,3753,142,39,107,24,0,11,82,2,0,0,4444,3959,100,72,202,68,6,4444,3959,100,46,163,0,0,22,154,4243,3945,114,63,126,2,0,0,0,0,0,0,4414,3966,229,141,107,2,0,121,48,0,0,4548,4191,86,113,182,8,0,126,126,0,0,3011,1760,1237,3027,1689,1338,3190,1819,1173,3184,1776,1306,3119,1715,1302,2737,1443,1264,3456,1863,1506,3618,2287,1284,3594,2359,1158,3580,1473,2054,3484,2151,1276,3445,1835,1546,3420,2191,1227
150,ST17,4788,4156,147,179,277,44,7,0,0,4644,4080,232,108,231,16,0,0,0,5440,4412,205,210,465,105,17,4491,3914,145,96,230,104,0,78,194,1,0,0,157,5166,4535,212,153,212,49,0,3514,3155,90,71,173,29,5,0,0,3562,3168,124,78,172,18,0,52,163,1,0,0,4204,3470,121,143,343,93,11,4204,3470,121,92,315,12,3,16,175,3466,3082,84,94,160,41,0,0,0,0,0,0,4009,3539,152,76,212,31,0,40,210,0,0,4041,3587,100,110,198,17,0,82,180,0,0,2315,1501,797,2111,1282,829,2597,1419,954,2583,1429,1035,2544,1388,1030,2036,1099,907,2715,1435,1183,2792,1710,1027,2767,1786,894,2768,1121,1599,2921,1835,1019,2876,1668,1155,2866,1939,926
159,SU1,2985,2863,53,17,38,13,0,0,0,2819,2763,10,2,0,43,0,0,0,3404,3095,64,28,87,67,6,2891,2853,12,2,1,25,0,2,0,24,0,0,1,3388,3356,24,2,0,2,2,2346,2275,29,10,22,10,0,0,0,2298,2263,7,1,0,26,0,1,0,25,0,0,2770,2552,35,16,61,56,3,2770,2552,35,8,43,12,1,13,106,2254,2212,12,5,0,25,0,0,0,0,0,0,2605,2571,25,5,0,0,2,2,0,0,2,2798,2772,30,0,0,7,2,0,0,5,2,1982,1202,761,1967,1136,831,2096,1265,699,2095,1214,834,2069,1162,855,1843,1087,731,2304,1356,897,2447,1669,747,2432,1686,690,2394,1158,1210,2466,1660,768,2436,1472,933,2433,1641,791
160,SU2,4004,3870,42,24,33,32,3,0,0,4338,4145,18,36,130,25,0,0,0,4075,3714,71,37,90,96,3,4414,4149,0,14,123,10,0,12,92,0,0,120,41,4392,3982,33,18,232,28,0,3161,3069,29,15,21,25,1,0,0,3465,3310,18,15,105,10,0,15,95,10,10,0,3381,3122,44,32,60,77,2,3381,3122,44,19,40,0,0,13,143,3530,3400,0,10,105,0,0,0,0,0,0,0,3535,3355,25,4,120,10,0,4,55,0,0,3478,3305,12,8,134,19,0,8,51,0,0,2582,1691,856,2462,1605,857,2587,1527,858,2528,1496,941,2486,1439,958,2145,1258,857,2708,1545,1087,2794,1814,930,2762,1837,862,2798,1285,1483,2842,1815,987,2808,1587,1168,2777,1784,993
161,SU3,13292,12867,126,85,71,153,6,0,0,13006,12183,236,87,201,299,0,0,0,12623,11580,213,136,112,380,23,12990,11996,256,110,282,344,0,75,148,84,0,2,429,12720,11823,408,57,95,306,0,10498,10222,68,50,49,113,5,0,0,10615,10040,220,14,115,230,0,14,115,85,0,0,10310,9579,130,79,73,286,19,10310,9579,130,34,50,31,0,27,459,10515,9835,225,50,149,260,0,0,0,0,0,0,10765,10040,355,30,89,244,0,30,89,55,0,10511,9973,80,44,0,261,0,34,0,0,0,6357,3708,2570,5759,3229,2530,6173,2407,3297,6095,2677,3058,6007,2592,3071,4358,1664,2609,6330,2366,3739,6511,2821,3543,6436,3093,3131,6433,1617,4698,6765,2735,3908,6656,2463,3926,6532,2888,3637
162,SU4,4666,4519,48,22,27,58,4,0,0,4442,4172,97,60,70,66,0,0,0,4610,4260,89,40,35,130,4,4462,4242,62,28,58,68,0,8,10,0,0,2,138,4720,4522,54,14,58,53,0,3779,3686,22,17,17,42,1,0,0,3645,3480,64,27,35,64,0,4,10,0,0,0,3808,3550,64,23,18,101,2,3808,3550,64,11,8,10,1,21,143,3490,3340,43,33,35,69,0,0,0,0,0,0,3715,3595,46,8,23,40,0,4,4,8,0,3824,3639,17,26,53,44,0,26,33,5,0,2715,1459,1200,2568,1354,1214,2803,1084,1525,2762,1179,1481,2687,1115,1471,2131,865,1239,2893,1088,1716,2985,1273,1659,2943,1384,1480,2952,838,2066,3144,1307,1786,3075,1164,1842,3010,1338,1670
163,SU5,4676,4529,48,14,35,52,4,0,0,4533,4482,5,11,30,5,0,0,0,4601,4204,92,37,72,100,5,4667,4588,32,11,31,5,0,9,31,0,0,0,7,4316,4129,80,3,79,0,0,3702,3604,28,11,18,38,1,0,0,3645,3605,4,4,30,4,0,0,30,0,0,0,3814,3531,57,29,49,77,5,3814,3531,57,12,32,8,0,31,143,3895,3830,29,4,30,4,0,0,0,0,0,0,3765,3600,80,4,75,0,0,0,25,0,0,3993,3770,112,10,74,10,0,0,0,0,0,2858,1489,1330,2756,1278,1478,2954,1272,1466,2956,1257,1566,2914,1232,1541,2498,975,1485,3186,1360,1734,3320,1746,1522,3296,1781,1442,3294,1062,2186,3445,1766,1605,3419,1460,1894,3393,1780,1610
164,SU6,14119,13439,176,176,173,174,6,0,0,13966,13207,308,339,120,53,0,0,0,13750,12270,293,221,235,530,20,13749,12946,361,315,86,48,0,137,48,0,0,0,256,13820,12556,211,503,163,109,4,11054,10619,109,87,112,135,3,0,0,10992,10552,96,213,90,48,0,183,25,0,0,0,10943,9912,190,112,160,387,14,10943,9912,190,55,133,45,3,36,569,11131,10738,107,174,65,39,0,0,0,0,0,0,11060,10409,115,286,165,82,2,255,125,0,2,11152,10368,406,255,29,79,4,234,29,11,4,6218,3700,2452,5918,3545,2373,6070,2655,2951,6007,2871,2769,5898,2704,2869,4280,1875,2337,6178,2620,3335,6323,3067,3107,6283,3402,2694,6251,1889,4229,6559,3034,3430,6413,2716,3492,6315,3166,3147
