ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_17_SEN_SPEC_Total,E_17_SEN_SPEC_Dem,E_17_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC5_Total,E_22_SC5_Dem,E_22_SC5_Rep,E_22_SC6_Total,E_22_SC6_Dem,E_22_SC6_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,49213,43099,1059,4281,461,382,39,0,0,49641,42443,1225,5245,448,357,69,0,0,49457,41296,1513,4860,529,1162,58,49858,42341,1072,5162,574,496,64,4511,367,235,58,83,1197,49740,42203,1396,4735,667,510,71,38712,34503,631,2948,359,306,25,0,0,39582,34770,550,3672,203,335,30,3581,199,96,30,0,39536,33721,978,3469,376,908,35,39536,33721,978,3170,285,126,10,73,1173,39627,34827,622,3476,279,355,35,0,0,0,0,0,39550,34866,648,3271,276,350,15,2931,173,68,15,40358,35738,689,3041,333,367,10,2510,202,36,10,19982,6708,12888,18654,5894,12760,20683,5207,14556,20269,6097,14153,12187,5350,6641,16200,5449,10722,16045,5737,10292,16036,5189,10833,18478,5886,12383,23220,6369,16465,23079,7409,15629,17728,4544,12880,13382,2971,10128,13388,2581,10347,13307,3010,10288,11673,0,10179,11792,0,10298,13277,2910,9999,13338,2934,10116,13217,3089,10121,10706,0,10495,18077,4600,13230,22483,5583,16563,17903,0,17537
2,2,47729,43173,1384,2384,221,580,30,0,0,49000,42721,1801,3403,451,622,35,0,0,49685,42780,2276,2714,435,1446,51,48743,42354,1717,3705,436,415,5,3174,384,149,5,0,959,50413,43914,1433,3803,413,613,261,36725,33610,791,1745,133,459,19,0,0,37976,33960,720,2502,324,473,4,2438,294,229,4,0,39316,34465,1383,1951,286,1133,34,39316,34465,1383,1772,190,166,9,55,1276,37382,33833,427,2474,199,367,3,0,0,0,0,0,39091,35363,444,2479,231,470,65,2176,159,71,65,39170,35296,746,2274,271,500,50,1914,185,82,50,20704,5785,14525,21409,6024,15385,22415,4008,17635,21945,4917,17005,12483,3978,8288,17523,4274,13220,17353,4529,12819,17337,3882,13453,19921,4499,15270,25290,4663,20281,25225,5845,19328,19829,3353,16175,15781,2191,13223,15824,1867,13390,15681,2322,13339,14316,0,13133,14540,0,13323,15598,2139,13013,15741,2156,13192,15539,2340,13181,13514,0,13398,20549,3421,16877,26235,4304,21627,22059,0,21769
3,3,45976,32869,1290,11048,455,503,33,0,0,46106,33392,1934,9913,569,444,48,0,0,49510,33176,2173,12206,734,1263,40,46286,33403,2085,9819,541,465,58,9235,380,159,41,12,969,49273,34627,2163,11127,711,657,58,35843,26378,813,8002,358,401,21,0,0,35064,26832,647,7055,160,316,35,6940,110,177,42,0,39001,27198,1353,8912,557,981,27,39001,27198,1353,8452,462,145,10,62,1319,35773,27327,756,7167,166,380,41,0,0,0,0,0,38472,28649,797,8193,343,468,40,8128,175,111,40,39074,28290,993,9020,315,415,0,8818,190,53,0,19935,8751,10765,13715,6694,7021,19591,7044,11752,19193,7695,11471,11907,6479,5276,16126,7082,9019,15941,7405,8521,15926,6817,9098,17755,7605,9980,21805,8411,13051,21643,9218,12381,16576,5968,10352,12450,3907,8310,12455,3554,8486,12374,3941,8422,9962,0,8276,10017,0,8490,12326,3826,8162,12432,3789,8360,12307,4012,8290,8912,0,8690,16788,5962,10626,20352,6927,13156,14568,0,14230
4,4,38610,29694,2274,4920,1343,568,54,0,0,43831,33034,2681,6594,1086,574,15,0,0,49921,34854,3627,7348,2630,1551,115,42466,31961,3060,6145,920,478,25,5788,709,146,0,196,607,49621,36097,3135,7923,2032,914,31,29092,23168,1405,3372,845,409,29,0,0,32061,25492,988,4600,533,438,0,4578,349,222,10,0,37793,27458,2265,5125,1710,1197,69,37793,27458,2265,4725,1454,215,29,113,1534,31714,25067,1380,4418,482,363,0,0,0,0,0,0,36165,27815,1572,5343,857,510,4,5286,668,165,4,37272,27583,2429,5713,893,550,28,5534,593,81,28,16863,4787,11820,17690,5210,12480,19759,5243,13326,19472,5505,13934,13366,5971,6975,16881,5836,11023,16760,5841,10909,16771,5383,11380,18717,6384,12022,23158,7344,15279,23010,8163,14788,18247,5345,12449,14741,3873,10368,14749,3499,10515,14624,4060,10551,12762,0,10398,12955,0,10528,14605,3853,10125,14715,3882,10289,14544,4115,10422,11425,0,11134,19169,5842,12926,24469,7997,15920,18767,0,17910
5,5,41905,31440,2997,6665,445,515,51,0,0,48586,36845,3287,7283,635,755,164,0,0,49268,35852,3881,7304,717,1561,102,49185,37947,3406,6655,554,979,109,6050,378,369,19,0,1005,50253,37701,4180,7359,460,1126,153,32109,24778,1763,4953,311,389,28,0,0,37058,29510,1042,5493,384,582,55,5354,266,293,25,0,38314,28954,2291,5390,490,1159,63,38314,28954,2291,5032,341,158,28,101,1409,38137,30680,1259,5289,478,629,20,0,0,0,0,0,39337,30953,1647,5991,367,578,17,5747,328,160,17,42138,32773,1617,6676,449,617,3,6185,409,138,3,17628,5324,12041,12287,2884,9403,20051,4824,14418,19692,5208,14453,12409,4909,7245,16804,5193,11588,16686,5337,11342,16695,4799,11890,18825,5713,12890,23762,6625,16710,23656,7552,16063,18761,4753,13654,15243,3288,11540,15246,2934,11710,15151,3505,11632,13388,0,11502,13603,0,11703,15119,3254,11330,15203,3247,11476,15063,3471,11582,12361,0,12143,19807,5142,14356,25678,6941,18372,20380,0,19813
6,6,43627,33869,1249,7081,785,793,67,0,0,46778,33943,1976,9054,1241,775,71,0,0,50166,34659,2349,10312,1124,1748,113,48624,35830,1579,9127,1132,945,79,8605,694,389,26,152,1363,49761,36365,1533,9906,1091,906,112,32049,25255,748,5049,507,553,37,0,0,35400,26523,898,6793,557,554,0,6575,430,287,85,0,38850,27506,1420,7753,791,1283,63,38850,27506,1420,7373,480,236,25,122,1688,36719,27507,918,7017,575,687,0,0,0,0,0,0,38525,28845,846,7632,521,558,6,7393,299,70,6,39249,28724,1246,7820,420,774,11,7523,303,148,11,17780,5350,12220,18995,6048,12947,21021,6024,13833,20715,6269,14407,13851,6488,6981,17845,6463,11353,17741,6599,11128,17746,6318,11411,20322,7259,12720,25815,8500,16740,25758,9505,16206,20271,6453,13345,16491,4995,11022,16491,4558,11192,16369,5172,11184,13907,0,11070,14131,0,11226,16337,4935,10776,16454,4833,11005,16255,5179,11067,12330,0,11847,21311,6983,13917,26692,9099,17098,20143,0,19116
7,7,47176,36099,986,6585,172,3455,30,0,0,45329,34345,1084,6362,208,3501,34,0,0,46018,33997,1537,6204,274,4033,55,46185,34416,1302,7065,188,3356,22,6696,79,2062,22,36,1566,45658,34092,1309,6810,194,3558,52,36425,28472,541,4984,108,2372,15,0,0,35597,27481,375,5075,87,2521,29,5047,72,1645,13,0,36300,27336,942,4913,186,2899,40,36300,27336,942,4717,86,1128,7,58,2026,36413,27591,433,5656,84,2497,20,0,0,0,0,0,35953,27144,484,5525,118,2604,15,5413,108,1447,15,36372,27188,620,5612,172,2706,0,5265,152,1069,0,20464,7666,12427,21880,8883,12997,20572,5471,14551,20058,6263,13774,11981,4741,7146,16828,5609,11191,16578,6150,10420,16503,5138,11360,18295,5637,12562,22347,5666,16474,22244,6505,15698,18018,4273,13540,14679,2955,11409,14742,2663,11498,14592,3016,11564,12575,0,11342,12720,0,11380,14451,2931,11058,14671,2913,11435,14430,3118,11297,11626,0,11501,18313,4153,14015,22190,4658,17360,17677,0,17493
8,8,45906,28259,5959,10662,487,681,90,0,0,44747,26708,5971,11121,206,729,3,0,0,46640,25225,7834,11869,618,1337,69,45280,27693,6049,10697,270,477,146,9931,99,93,0,76,1353,46988,28010,7055,10858,431,882,173,34450,22724,3676,7304,327,518,51,0,0,32241,22352,1426,7735,131,594,0,7561,108,91,18,0,35536,20991,4708,8491,413,1034,50,35536,20991,4708,8121,274,147,33,76,1186,32749,23497,1462,7396,91,413,0,0,0,0,0,0,33169,23406,1829,7186,133,568,0,7063,93,102,0,33474,23119,2180,7444,289,538,6,7120,206,78,6,18517,6765,11571,12344,4410,7934,17596,5796,11159,17277,6063,11194,10930,5184,5529,13934,5443,8473,13868,5482,8381,13874,5097,8771,15550,6094,9282,18704,7073,11354,18615,7694,10890,14372,4940,9194,10546,3078,7229,10562,2883,7319,10510,3158,7342,8499,0,7286,8620,0,7337,10489,3077,7115,10541,3091,7202,10450,3197,7241,7799,0,7631,14393,5001,9205,17531,6152,11159,12423,0,12086
9,9,44839,40814,1310,1575,235,939,25,0,0,45260,40098,1680,1970,614,989,69,0,0,45703,39632,1848,1859,427,1728,50,45090,39396,1712,1986,605,1369,171,1831,457,328,171,2,1186,45399,39823,1614,2341,447,1217,61,34214,31510,783,1055,157,714,17,0,0,34192,31317,310,1454,400,652,15,1442,291,235,30,0,35378,31325,1078,1227,258,1329,17,35378,31325,1078,1063,135,228,7,65,1477,33808,30586,337,1561,438,897,40,0,0,0,0,0,34109,31081,314,1779,249,892,0,1570,195,64,0,34754,31935,558,1321,196,802,5,995,189,155,5,19170,3808,15003,25125,5926,19199,20198,2794,16698,19904,3328,16551,11711,2811,8653,15189,2837,12324,15122,2891,12224,15107,2427,12670,17286,2946,14168,21133,2989,17855,21080,3720,17315,16600,2127,14212,12827,1326,11101,12838,1148,11130,12768,1419,11342,12064,0,11122,12173,0,11202,12743,1312,11013,12818,1351,11108,12709,1465,11235,11487,0,11396,16979,2172,14585,21808,2963,18597,19187,0,18957
10,10,38227,24711,3136,8100,2011,617,119,0,0,44933,28970,2733,10371,2504,950,128,0,0,50200,28675,5232,11822,3305,1634,179,47716,30979,2871,10898,2477,1015,105,9765,2027,123,16,26,1903,49821,30201,3632,12882,2592,1129,362,29508,20001,2155,5612,1487,461,82,0,0,32964,23427,1089,6513,1315,561,15,6179,1191,59,188,0,39003,23650,3389,8591,2377,1202,92,39003,23650,3389,7927,1993,130,42,207,1665,35166,24656,976,7407,1415,585,15,0,0,0,0,0,36892,24207,1593,8994,1247,573,75,8614,1113,226,75,37470,24818,1850,8575,1354,836,81,7988,1130,202,81,15407,6134,9060,11471,4325,7146,19109,7499,9955,18823,7617,11152,13582,8127,5048,16820,8091,8705,16671,8106,8547,16702,7900,8797,18669,9170,9057,23012,11078,11253,22888,12005,10830,18069,8154,9301,14651,6227,7848,14615,5694,8052,14497,6497,7978,11489,0,7974,11706,0,8055,14504,6211,7553,14617,6183,7815,14405,6570,7824,9572,0,9006,19088,8917,9677,24800,12083,12083,16640,0,15290
11,11,45876,42286,2370,433,200,575,51,0,0,46564,41981,3115,622,411,528,34,0,0,48376,42514,3274,535,305,1442,70,46364,41878,2603,739,429,627,37,431,258,78,27,0,1088,47829,42059,3471,871,427,921,162,34938,32700,1376,247,141,466,37,0,0,35354,33329,1066,314,214,393,25,281,180,55,8,0,37530,33686,1958,313,188,1123,34,37530,33686,1958,223,138,170,13,55,1287,35748,33695,1076,382,224,426,25,0,0,0,0,0,36120,33562,1291,468,208,576,70,325,152,112,70,37247,34217,1676,498,360,567,5,303,332,106,5,19149,3103,15627,20017,2907,17110,20421,1882,18037,20037,2650,17361,11322,1969,9177,15271,2056,13190,15200,2115,13072,15202,1772,13420,17752,2110,15539,22561,2237,20118,22507,2919,19533,17474,1419,15845,13682,902,12313,13703,744,12332,13648,915,12728,13187,0,12454,13312,0,12545,13605,864,12349,13605,612,12532,13570,1003,12557,12698,0,12639,17945,1446,16331,22816,1940,20688,20965,0,20819
12,12,40999,37633,2041,661,243,439,25,0,0,42911,39105,1986,886,324,629,42,0,0,46033,40719,2181,954,496,1467,70,44102,39620,2452,847,260,801,37,592,100,140,0,22,1177,47043,43032,1808,785,290,801,90,31591,29365,1251,469,176,350,19,0,0,32151,30275,703,588,97,367,0,578,80,109,98,0,35689,32054,1346,625,339,1126,47,35689,32054,1346,536,262,99,19,50,1323,33066,31104,736,569,98,513,0,0,0,0,0,0,36347,34449,615,563,103,526,4,507,82,152,4,36505,34531,645,629,127,548,11,474,42,105,11,18819,3241,15228,15782,2339,13443,19791,2161,17018,19483,2855,16591,11104,2435,8501,15116,2466,12630,15051,2513,12529,15018,2059,12953,17320,2489,14696,21852,2563,19000,21771,3136,18589,17284,1767,15235,13849,1157,12182,13871,997,12194,13792,1226,12558,13122,0,12278,13263,0,12394,13775,1130,12236,13865,1113,12397,13733,1306,12418,12594,0,12523,17884,1828,15836,22899,2358,20310,20764,0,20571
13,13,49398,44271,1180,3273,230,490,63,0,0,47432,41810,1350,3494,331,575,22,0,0,48294,41267,1923,3475,374,1275,33,47264,41454,1442,3284,331,630,42,2874,215,91,0,62,1128,48164,41913,1756,3112,287,558,71,38203,34664,786,2245,161,381,40,0,0,36521,33207,364,2353,188,409,0,2279,158,45,20,0,38075,33102,1212,2493,254,985,20,38075,33102,1212,2298,187,109,0,39,1128,36368,33065,422,2261,179,441,0,0,0,0,0,0,36769,33464,506,2085,253,414,0,2065,100,65,0,36028,32570,593,2191,145,396,0,2125,127,46,0,20747,5253,15138,20261,4633,15628,21477,3332,17591,21124,4084,17007,12012,3233,8576,16990,4043,12922,16827,4084,12730,16794,3227,13555,18676,3756,14781,22685,3627,18804,22597,4465,18090,17423,2566,14619,12954,1550,11018,12961,1414,11029,12925,1640,11280,11934,0,11099,12049,0,11216,12887,1556,10985,12966,1511,11178,12873,1668,11201,11522,0,11416,17523,2539,14811,21856,3117,18570,19242,0,19015
14,14,48621,46176,619,1141,144,560,56,0,0,47299,44403,798,1276,130,624,32,0,0,47980,43934,881,1413,155,1383,38,46490,43438,715,1488,169,546,37,1071,106,95,15,47,1018,47411,43910,688,1744,229,563,0,37821,36167,388,757,96,431,35,0,0,37119,35463,228,785,75,548,9,750,53,93,24,0,38074,35206,523,905,114,1121,28,38074,35206,523,801,77,151,15,56,1245,36692,34915,268,924,72,484,14,0,0,0,0,0,37373,35267,343,1153,113,381,0,962,45,50,0,38035,36072,312,997,93,450,6,814,45,33,6,21036,4182,16407,22688,3653,19035,21965,2239,19277,21637,3084,18520,12208,2286,9774,16762,2812,13910,16635,2862,13760,16614,2208,14393,19141,2584,16452,24038,2445,21349,23982,3210,20726,18583,1653,16720,14497,1082,12988,14544,970,13008,14471,1097,13367,13823,0,13104,13924,0,13150,14443,1058,13021,14486,964,13183,14419,1159,13249,13411,0,13356,18904,1636,17111,23449,2134,21162,21649,218,21273
15,15,40097,30297,1555,6652,1450,209,28,0,0,42210,28294,1220,10238,2217,224,47,0,0,50195,31360,2248,12718,2899,908,49,43413,29147,1287,10679,1881,541,51,10126,1664,25,13,37,1115,48913,30516,1778,14213,2057,443,2,29394,22844,1024,4444,965,159,13,0,0,31202,22578,518,6918,992,165,10,6777,981,55,46,0,38361,24911,1491,9157,2044,682,34,38361,24911,1491,8866,1859,70,14,135,1015,32257,23647,465,6873,951,319,15,0,0,0,0,0,35867,24174,523,9654,1155,294,0,9599,1101,4,0,36728,23572,998,10675,1184,225,0,10590,1078,0,0,19859,5022,14649,18594,5244,13350,20531,6472,13130,20314,6649,13620,14280,7336,6663,18229,7671,10533,18146,7486,10649,18130,7120,10997,20234,8128,11851,25248,9556,15282,25239,10304,14898,20137,7329,12375,16723,5996,10183,16723,5613,10329,16655,6158,10485,13231,0,10502,13437,0,10595,16656,5935,10154,15458,3535,10394,16571,6156,10407,11691,0,11262,21097,8073,12674,26257,10788,14951,26008,10934,15057
16,16,44471,39502,499,4004,131,333,10,0,0,43060,38021,836,3960,252,351,43,0,0,45981,39093,1175,4289,255,1111,51,43412,38588,684,3730,323,298,13,3236,254,51,4,1,595,44960,40036,567,3632,209,352,77,34460,30602,313,3208,84,263,8,0,0,34102,30384,337,3008,135,254,0,2889,134,50,27,0,36201,31006,695,3393,175,885,28,36201,31006,695,3158,93,132,9,49,1059,34497,30987,201,2899,196,222,0,0,0,0,0,0,35680,32198,180,2884,121,288,0,2570,95,57,0,36472,32424,301,3077,127,479,25,2750,71,61,25,18735,3386,15002,19353,3074,16279,21228,2523,18197,20941,2915,17999,12053,2614,9257,17711,3768,13920,17448,3521,13913,17408,2844,14555,19032,3112,15800,23301,3028,20066,23300,3683,19589,18286,2087,16002,14468,1442,12674,14498,1298,12676,14426,1459,12965,13525,0,12769,13617,0,12821,14409,1382,12697,14440,1417,12712,14385,1500,12880,13116,0,13036,18629,2123,16368,22826,2685,19986,21098,927,20075
17,17,50614,45858,1118,3070,130,452,49,0,0,48654,43734,1394,3011,142,454,1,0,0,48495,42381,1556,3165,235,1095,36,48435,43329,1417,3021,95,453,1,2771,39,148,1,11,710,47958,42517,1401,3154,213,574,8,39531,36182,654,2230,100,365,26,0,0,37714,34573,476,2174,92,348,1,2118,69,125,45,0,38241,33986,914,2267,146,837,28,38241,33986,914,2057,78,110,19,42,1035,37333,34185,436,2234,69,368,1,0,0,0,0,0,37307,34055,555,2261,109,302,10,2183,105,30,10,36827,33419,778,2176,90,322,18,2024,78,26,18,21758,4616,16630,18987,3794,15193,21981,2660,18876,21485,3338,18115,11330,2262,8954,16712,3057,13629,16471,3188,13272,16440,2457,13974,18641,2731,15817,23203,2658,20335,23103,3197,19885,17936,1654,16099,13990,1109,12616,14018,1002,12572,13951,1113,12828,13253,0,12678,13368,0,12676,13919,1076,12588,14014,1081,12669,13866,1185,12674,12897,0,12843,18149,1580,16427,22540,2194,20174,20381,0,20238
18,18,46087,38218,4920,2368,140,583,27,0,0,45363,36510,5824,2383,256,881,20,0,0,46256,36125,6584,2274,204,1590,57,45355,36297,5939,2179,416,866,29,2067,321,182,23,7,520,45869,36508,6383,2217,168,625,33,35024,29956,2914,1727,89,427,19,0,0,32896,28930,1675,1832,60,338,15,1829,37,136,35,0,35185,28652,3943,1623,128,1119,23,35185,28652,3943,1483,84,141,4,46,832,32571,28428,1876,1778,94,362,19,0,0,0,0,0,33122,28753,2210,1698,82,367,25,1697,29,82,25,32631,28266,2204,1599,85,462,17,1544,13,27,17,17956,5431,12135,20914,6501,14413,18208,3382,14263,17531,4403,13106,9401,2897,6421,13838,3624,10181,13498,4271,9217,13467,3304,10155,15612,3579,11934,19747,3407,16158,19622,4220,15364,15364,2385,12811,12017,1437,10367,12045,1196,10489,11918,1494,10416,11088,0,10315,11124,0,10373,11894,1410,10178,12002,1488,10271,11844,1572,10258,10505,0,10440,15589,2249,13218,19219,2632,16399,16659,0,16524
19,19,43143,15192,1581,25586,673,586,94,0,0,45821,17363,2329,25207,1036,404,55,0,0,49738,16842,3055,28044,1164,1253,122,47793,19352,2287,25268,995,498,62,24118,762,204,40,65,962,53217,20719,2426,28610,1162,791,145,33229,12457,1020,19149,481,426,67,0,0,35179,14445,797,19239,432,214,44,19050,358,69,47,0,39267,14330,2001,21387,896,981,91,39267,14330,2001,20529,603,162,27,171,1444,36737,15814,873,19270,423,204,42,0,0,0,0,0,41234,17437,992,21811,441,419,0,21202,333,79,0,44419,19158,1291,22602,539,722,10,21660,461,124,10,19779,14386,5253,21204,14963,6241,19047,12773,5372,18799,12681,6084,13546,10815,2528,16485,11970,4494,16409,12016,4371,16422,11904,4505,18372,13270,4878,22587,15836,6386,22317,16210,6076,17040,11431,5296,12844,7943,4588,12847,7674,4696,12790,8090,4689,7912,0,4804,8072,0,4873,12767,7889,4401,12835,7846,4616,12742,8153,4579,6292,0,5758,17715,11759,5685,22834,14845,7583,12261,0,11070
20,20,44319,38924,1169,1811,1903,560,96,0,0,45793,39181,1407,2891,2013,479,181,0,0,50198,41273,2109,3106,2199,1402,116,45373,38579,1219,2901,2420,473,169,2329,1948,191,81,69,956,48152,41143,1640,2671,2127,634,75,34256,30502,784,1230,1360,402,50,0,0,35540,31017,968,1696,1365,403,70,1567,1255,199,69,0,39977,33723,1407,2073,1597,1023,67,39977,33723,1407,1797,1205,144,28,114,1559,36158,31425,868,1744,1695,365,73,0,0,0,0,0,38580,33704,1117,1844,1489,418,4,1744,1206,102,4,39661,34293,1741,1619,1281,588,30,1502,968,131,30,24700,6778,17590,29610,7410,22200,25729,6940,16803,25409,6642,18708,19378,9273,9356,23032,8183,14812,22845,7920,14901,22825,7427,15388,25160,9143,15409,29997,10620,18535,29979,11915,17975,24120,7613,15723,19830,5555,13532,19802,4797,13821,19637,5977,13632,16943,0,13453,17308,0,13639,19601,5658,12987,19794,5607,13386,19437,6076,13345,14838,0,14373,24763,8260,15867,29246,10706,17769,21940,0,20494
21,21,43044,35990,966,4626,760,816,46,0,0,47586,37879,1415,6312,1325,861,46,0,0,50216,38237,2048,6814,1252,1924,92,48492,38141,1524,6725,1444,754,27,6286,1082,379,9,31,1053,52989,39797,1641,8748,1542,1356,94,33431,28440,625,3301,529,595,32,0,0,37360,30507,877,4703,693,557,0,4611,566,326,49,0,40137,31353,1305,5124,894,1422,55,40137,31353,1305,4732,603,249,21,90,1784,38427,31601,777,4662,848,544,0,0,0,0,0,0,42232,33716,825,5810,993,1017,0,5410,738,360,0,42419,32706,1333,6484,925,1168,4,5922,630,282,4,22431,7259,14872,16795,5074,11721,23255,7056,14714,22887,7067,15782,16500,8539,7416,20471,8133,12288,20329,7960,12353,20295,7559,12727,22538,8798,13322,27539,9995,16916,27545,11172,16303,21935,7598,13773,17935,5877,11503,17898,5269,11726,17781,6241,11525,14630,0,11428,14987,0,11571,17726,5910,11018,17887,5930,11266,17643,6319,11301,12700,0,12256,23024,8358,14199,29329,11559,17157,20969,0,19600
22,22,41410,35945,907,3020,474,1178,56,0,0,46371,39789,881,3319,768,1714,149,0,0,50117,40276,1799,4360,1040,2486,98,46068,38807,843,4349,519,1588,102,3775,393,548,16,94,1581,48323,41311,893,3833,839,1288,67,31078,27328,545,2126,303,817,37,0,0,34909,30271,358,2482,481,1330,40,2269,348,512,76,0,38162,31304,1126,3049,653,1859,67,38162,31304,1126,2738,390,424,20,131,2029,34491,29754,276,2922,254,1335,12,0,0,0,0,0,36124,31872,372,2554,340,967,0,2508,107,320,0,36189,31048,874,3129,437,709,1,2818,215,264,1,17741,4492,12946,20777,4784,15993,21092,4267,15723,20624,4485,16116,13275,4914,7976,17118,4723,12358,17017,4647,12356,16980,4276,12698,20128,5422,14401,26360,6522,19343,26372,7646,18671,20270,4602,15225,16226,3265,12492,16224,2873,12615,16129,3421,12692,14517,0,12462,14684,0,12600,16124,3284,12229,16181,3303,12246,16020,3536,12475,13299,0,13070,21610,5103,16139,28411,7039,20931,23011,0,22200
