ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_14_AG_Total,E_14_AG_Dem,E_14_AG_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
46,23B,41668,35243,4330,1112,828,258,63,0,0,41917,33237,4799,1728,1762,239,340,0,0,42316,31806,5260,2026,2335,626,306,41811,32712,4990,1843,2071,286,51,1465,1928,54,47,619,42417,31941,5464,1945,2443,366,207,31237,27669,2408,515,536,142,41,0,0,28985,26551,1282,641,371,164,1,580,287,35,1,46,0,31634,25410,3031,1115,1433,404,178,31634,25410,3031,953,1329,51,159,618,28909,26290,1305,592,591,151,2,0,0,0,0,29533,25842,1777,847,874,164,20,658,734,12,20,29479,25141,1940,940,1262,132,74,653,1166,18,74,20807,12619,7534,19383,12020,7363,12811,7263,4913,12434,6586,5362,12520,0,0,18990,7981,9468,15883,9124,6114,15819,7932,6975,15851,8361,6913,15555,7040,7437,15530,7293,6965,15590,7708,7173,17751,8504,8343,20716,9504,10760,20217,9056,9262,17605,8274,8583,15258,7058,7675,15134,6936,8190,15051,6293,7865,15056,7173,7873,15261,7406,7351,18487,8597,9297,20296,8827,11074,19872,10069,9009,19698,8339,11349
47,24A,37704,35534,1208,341,474,187,40,0,0,40082,37286,1437,519,701,188,16,0,0,42300,37955,1752,688,1016,601,48,40433,37340,1459,427,961,213,18,116,722,80,4,601,42204,38194,1760,554,1138,311,39,26969,25831,634,133,272,94,23,0,0,28352,27230,582,202,235,120,4,140,211,55,4,16,0,31058,28479,1020,339,624,360,29,31058,28479,1020,236,469,44,7,739,29021,27645,701,211,409,85,4,0,0,0,0,30413,28718,726,302,564,166,0,163,473,53,0,31076,29013,857,520,584,147,0,325,459,8,0,19813,8716,10550,19746,8847,10899,14313,6148,7275,13875,5277,8094,13825,0,0,21232,6755,12427,18484,8967,8918,18423,7443,10192,18454,7918,9953,18118,6473,10624,18035,6614,10117,18070,6863,10328,20789,8118,11629,24709,9437,14647,24246,9091,13263,20978,8121,11990,18976,7482,11001,18768,7092,11672,18645,6517,11358,18646,7334,11303,18903,7034,11259,22816,8999,13172,25527,9610,15343,25128,11182,13180,24866,8943,15904
48,24B,36175,28869,2029,2596,2593,224,27,0,0,39575,30498,2744,3144,3132,217,26,0,0,42322,31200,3278,3579,3505,575,66,40743,31311,3101,2580,3396,143,0,2051,2978,43,0,1068,41362,32017,2472,2781,3374,168,0,26763,22488,1161,1358,1660,144,16,0,0,27338,23597,817,1389,1469,64,0,1358,1370,48,0,0,0,32116,25090,1974,2088,2384,370,52,32116,25090,1974,1830,2140,35,8,946,27807,23985,854,1262,1599,50,0,0,0,0,0,29347,24959,908,1554,1720,122,0,1370,1555,24,0,29952,24547,1146,1936,2083,149,8,1663,1901,27,8,18848,9708,8800,19343,10009,9334,13188,6469,6182,12840,6015,6477,12698,0,0,20733,9763,8964,18890,11261,7094,18849,10018,8182,18863,10462,7927,18443,8997,8578,18298,9025,8130,18489,9456,8304,20664,11059,8616,23888,13518,9815,23197,12351,9289,20323,11149,8342,17712,10232,7117,17567,9765,7795,17409,9264,7583,17457,10074,7376,17675,9925,7306,21382,12187,8586,23220,13276,9375,22782,13955,8149,22446,12289,10139
49,25A,35687,28961,986,2178,3369,206,46,0,0,38670,29872,949,3438,4404,83,0,0,0,42869,31101,1912,4443,4659,615,48,38983,30031,1220,3599,4119,107,9,2878,2945,22,0,1851,41535,30501,1784,4857,4059,206,20,25558,21624,568,1117,2120,124,25,0,0,26853,22997,474,1427,1880,58,0,1143,1613,30,0,4,0,31681,24348,1204,2432,3122,412,32,31681,24348,1204,2201,2858,86,11,872,27153,22996,790,1409,1892,48,0,0,0,0,0,28618,23290,1095,1983,2099,97,0,1653,1934,8,0,30320,24193,1309,2463,2159,118,0,2224,1943,32,0,18585,9374,8844,18717,9441,9276,12281,5894,5893,11946,5487,6137,11716,0,0,20478,9563,8731,18323,10974,6867,18288,9767,7930,18300,10094,7755,17867,8613,8442,17723,8604,7995,17907,9135,8051,20307,10833,8485,23739,13429,9764,23149,12300,9325,20202,11027,8344,17940,10211,7337,17789,9741,8039,17639,9179,7917,17654,9969,7677,17887,9867,7531,21804,12331,8837,24358,13763,9892,23888,14481,8682,23528,12817,10689
50,25B,41345,32776,2598,3155,2623,395,53,0,0,43044,32056,3191,4253,2987,645,195,0,0,42321,30378,2993,4711,3392,777,86,43409,31101,2882,5478,3237,636,205,4797,2642,294,112,1533,44239,31276,3336,5259,3651,442,205,32824,27141,1680,1976,1832,286,41,0,0,31244,26352,1183,1931,1211,350,105,1778,972,175,105,77,0,34088,25848,2026,2963,2572,548,68,34088,25848,2026,2611,2281,144,29,1030,31983,26089,1310,2292,1672,414,115,0,0,0,0,32844,26469,1424,2469,1964,320,105,2311,1739,136,105,32664,25541,1805,2856,2050,310,0,2644,1751,103,0,21269,11867,8923,20964,12285,8679,13228,7465,5199,12815,7011,5427,12673,0,0,20514,10844,7437,17881,11636,5534,17829,10614,6354,17857,11066,6139,17460,9577,6773,17321,9501,6382,17475,10185,6457,19662,11647,6826,22489,14033,7833,21755,12718,7169,19062,11581,6517,15964,10233,5267,15842,10031,5803,15701,9474,5607,15754,10262,5488,15944,9968,5422,19668,12389,6594,21304,13413,7293,20791,13872,6164,20443,12687,7732
51,26A,44219,41298,762,814,1123,254,21,0,0,43361,39590,1321,1061,1066,524,17,0,0,42169,37636,1331,1357,1061,547,48,43320,39404,1288,1085,1203,573,11,576,1015,161,0,854,42334,38053,1393,1168,1191,575,58,36305,34290,513,476,834,189,13,0,0,35392,33587,615,448,409,242,0,385,366,155,0,109,0,34909,31733,931,811,815,420,37,34909,31733,931,589,650,70,0,861,35465,33512,600,467,587,252,0,0,0,0,0,34764,32559,715,442,752,288,8,229,579,102,8,34829,32384,817,640,751,246,0,406,529,87,0,24454,14609,9232,23017,13372,9645,13399,7136,5503,12868,6848,5639,12958,0,0,22497,10252,9992,18372,10648,6753,18270,9827,7365,18344,10532,7098,17943,9232,7569,17843,9068,7281,18023,9742,7508,20363,10514,8634,23107,11910,10660,22419,10587,9673,20050,10141,8908,17288,8756,7969,17121,8606,8504,17086,8060,8232,17040,8848,8179,17231,8345,8142,21064,10562,9835,23664,11542,11614,23061,11846,10485,22679,10960,11706
52,26B,42612,41524,369,327,265,177,11,0,0,42558,40891,619,555,292,205,21,0,0,42834,40627,652,445,348,497,27,42640,40496,655,499,498,229,26,296,239,34,2,847,42728,40346,738,500,472,257,16,32457,31867,222,130,134,115,7,0,0,32320,31554,254,289,92,136,8,266,73,46,8,16,0,32813,31444,424,214,191,352,21,32813,31444,424,125,128,44,6,581,32221,31390,292,223,129,172,4,0,0,0,0,32484,31503,367,253,165,218,0,151,120,56,0,32528,31580,324,242,222,104,6,104,175,16,6,23753,12483,10511,22262,11633,10629,17193,8494,7443,16586,7715,8267,16583,0,0,23151,8391,12877,19956,10092,9097,19824,8803,10081,19938,9476,9852,19576,7811,10705,19516,7906,10317,19533,8243,10487,22016,9255,11748,25184,9855,14754,24742,9649,13210,21892,8895,12149,19525,7774,11176,19320,7599,11711,19284,6937,11443,19227,7792,11422,19500,7478,11343,23125,9258,13272,25438,9603,15336,24982,10826,13410,24776,8954,15807
53,27A,38457,36557,705,501,450,300,29,0,0,41213,38495,1124,817,441,475,28,0,0,42685,38405,1130,1123,810,762,69,42447,40172,836,775,350,416,12,503,174,101,0,635,43448,40175,1116,1030,581,445,15,26568,25604,349,217,237,182,13,0,0,29722,28379,511,379,193,256,0,260,163,135,0,26,0,31375,28754,639,705,465,497,43,31375,28754,639,579,319,152,1,829,30820,29572,504,381,154,193,0,0,0,0,0,31639,29802,687,583,305,241,0,501,173,88,0,31886,29964,731,517,458,153,0,416,358,28,0,20014,7560,12024,20001,7370,12631,13676,5032,8001,13307,4537,8318,13396,0,0,21731,5390,14541,17418,6715,10133,17369,5598,10944,17371,5654,10979,17196,4829,11277,17073,5074,10696,17176,5339,11040,20432,6090,13268,24924,7283,17045,24418,6726,15650,21012,6167,13958,18953,5581,12707,18867,5277,13584,18682,4921,12722,18333,5932,12388,18914,5304,13531,23070,6839,15468,25904,7388,18011,25393,8698,15705,25217,7006,18160
54,27B,39857,38017,585,381,436,514,23,0,0,41616,39203,784,450,760,418,39,0,0,42907,39053,1004,603,695,1050,39,42374,39148,984,616,1098,415,56,276,485,105,0,1331,42946,39292,1096,688,793,530,25,28296,27312,311,161,231,303,15,0,0,29936,28856,363,211,271,209,0,146,191,78,0,27,0,31724,29412,555,291,392,697,23,31724,29412,555,165,267,129,6,1093,30720,29463,314,321,319,247,0,0,0,0,0,31469,30041,417,338,248,349,0,183,151,67,0,32789,30987,584,269,524,404,0,94,374,116,0,20530,7893,12122,20143,7494,12649,12874,4886,7421,12512,4462,7613,12510,0,0,21249,4960,14663,16920,6519,9650,16852,5190,10633,16870,5329,10751,16703,4542,11013,16533,4741,10365,16558,5020,10821,19994,5665,13196,24623,6654,17446,24091,6126,15626,20502,5691,13869,18288,5085,12514,18142,4795,13334,17982,4375,12448,17794,5348,12432,18226,4854,13334,22744,6302,15660,26132,6845,18837,25443,8248,16194,25076,6645,18405
55,28A,39084,37125,665,440,483,468,32,0,0,39994,37431,891,633,622,539,9,0,0,42711,38807,974,707,818,933,57,40142,37293,1016,642,657,563,5,222,599,105,5,906,42359,38810,1212,729,927,656,0,28690,27604,351,205,270,288,18,0,0,30287,28852,490,310,309,303,0,161,280,86,0,43,0,32372,29968,557,369,489,630,35,32372,29968,557,241,388,168,11,919,30152,28827,386,301,291,340,0,0,0,0,0,32005,30345,378,432,429,388,0,290,365,122,0,33201,31172,576,418,569,445,5,232,487,128,5,20456,8730,11168,20152,8502,11650,14141,6275,7218,13666,5796,7422,13802,0,0,21509,6000,13749,17946,7961,9205,17875,6415,10409,17880,6493,10547,17705,5578,10802,17596,5832,10199,17574,6211,10636,20709,6826,12648,24974,7645,16686,24528,7237,14867,21142,6817,13290,19163,6188,12111,19042,5897,13131,18819,5380,12023,18886,6673,12201,19087,5947,13128,23460,7455,15160,26901,8044,18337,26322,9569,15823,25988,8030,17933
56,28B,40019,38273,590,347,480,359,37,0,0,42045,39636,927,355,718,501,41,0,0,42233,38372,1072,562,858,888,45,42480,39803,952,412,854,493,41,83,550,177,8,905,42641,39351,1075,579,939,625,64,29481,28495,333,165,260,242,16,0,0,31831,30457,508,116,374,305,8,90,336,133,8,75,0,32165,29850,610,287,497,573,16,32165,29850,610,145,394,109,1,982,32083,30582,615,144,421,287,8,0,0,0,0,32376,30688,653,125,479,307,8,50,408,129,8,32926,30934,715,273,659,285,21,76,586,115,21,22481,9831,12106,21938,9578,12360,15725,6982,8130,15272,6495,8279,15348,0,0,23198,7324,13933,19867,9473,9609,19806,7715,11028,19813,7947,11018,19520,6718,11375,19128,6817,10631,19498,7637,11063,22382,8248,12878,26496,9346,16489,25848,8674,14891,22499,8178,13306,19959,7367,11887,19792,6832,12951,19616,6423,11956,19608,7685,11914,19885,7061,12811,24255,8701,14800,27129,9308,17316,26626,10616,15229,26370,9051,17295
57,29A,39305,37623,767,353,384,232,21,0,0,41373,38810,1287,573,430,321,24,0,0,43001,39592,1149,657,585,607,25,41992,39486,1249,360,634,324,19,216,338,136,0,527,42958,39889,1121,408,534,526,2,28502,27603,425,154,179,156,10,0,0,30042,28930,517,171,239,141,0,118,110,53,0,61,0,31766,29668,705,329,329,406,11,31766,29668,705,188,211,75,4,799,30617,29381,690,122,227,192,0,0,0,0,0,31304,29975,633,125,224,379,0,65,128,72,0,32691,31369,555,208,207,363,0,60,143,48,0,21536,8634,12339,21603,8382,13221,15029,5881,8460,14609,5362,8726,14660,0,0,22263,6287,14071,19322,8583,10062,19242,6713,11515,19261,6874,11572,19013,5911,11896,18810,6001,11277,18742,6327,11562,21845,7324,13395,26089,8426,17040,25605,7807,15743,22542,7411,14216,21220,6905,13697,21006,6364,14627,20732,5961,13538,20860,7420,13423,21094,6411,14572,24745,8100,15898,27756,8706,18475,27133,10389,15828,26940,8095,18823
58,29B,39752,37075,1263,644,479,345,24,0,0,42079,39161,1416,674,574,256,37,0,0,42733,37978,1879,1029,817,743,38,42627,39124,1626,776,830,327,44,366,481,93,0,934,43514,39178,1972,689,1303,461,59,28295,26839,699,288,264,226,14,0,0,30620,29082,542,379,412,192,15,228,291,57,15,0,0,31472,28600,1096,520,512,498,21,31472,28600,1096,337,364,74,10,883,31306,29495,637,439,481,231,25,0,0,0,0,31505,29522,878,227,616,182,30,128,502,39,30,31575,29378,996,273,643,248,0,150,524,86,0,20493,8751,11254,20243,8337,11906,13600,5633,7361,13166,5161,7561,13238,0,0,20903,6385,12744,17588,8309,8599,17502,6657,9864,17528,6804,9927,17259,5883,10166,17124,5979,9689,17140,6328,9919,20106,7279,11669,23947,8472,14840,23427,7748,13596,20332,7283,12119,18268,6545,11045,18147,6220,11906,17872,5612,11123,17971,6953,11001,18156,6138,11908,22244,7982,13490,25305,8823,15916,24631,10040,13688,24313,8064,16208
59,30A,35374,32628,740,843,965,235,37,0,0,40700,36983,848,1417,1137,328,6,0,0,42966,37387,1209,2024,1327,630,72,40764,36616,802,2065,766,298,8,1738,687,10,8,696,43330,37976,927,2549,929,158,11,23676,22169,394,396,569,140,16,0,0,27128,25210,383,721,567,190,4,721,492,21,4,40,0,29329,26163,668,1059,774,382,38,29329,26163,668,873,640,57,14,832,27382,25206,418,1024,532,181,10,0,0,0,0,29893,27239,515,1464,571,110,4,1174,516,30,4,31617,28449,550,1725,733,113,0,1450,657,56,0,18995,7266,11394,19129,7054,12075,12665,4526,7665,12352,4167,7829,12186,0,0,20819,6082,12892,17686,7919,9233,17599,6293,10489,17622,6480,10505,17323,5412,10853,17067,5569,10240,17089,5921,10415,20458,7205,12229,25110,9155,15378,24523,8170,14483,21509,7617,13014,20693,7551,12482,20493,6857,13616,20118,6230,12708,20298,7800,12489,20556,6954,13536,24470,8964,14750,28400,10425,17385,27700,11621,15199,27305,9403,17871
60,30B,37570,34632,971,889,789,392,35,0,0,39665,35904,1096,1341,830,506,28,0,0,42801,36969,1495,1841,1240,858,65,41016,37033,1323,1064,797,441,27,796,658,173,0,716,43537,37986,1412,1977,661,807,104,26691,24975,613,458,453,230,19,0,0,28516,26748,433,617,390,323,0,560,358,183,0,17,0,31656,27945,945,1135,756,593,42,31656,27945,945,960,609,159,8,956,29476,27730,526,461,442,299,0,0,0,0,0,32449,29772,741,959,414,418,0,675,393,147,0,33299,30054,887,1231,724,350,0,981,719,55,0,19395,7781,11239,20522,7929,12593,13903,5393,7991,13561,5034,8098,13511,0,0,21600,6458,13361,18207,8129,9502,18131,6525,10702,18161,6701,10765,17922,5713,11124,17780,6042,10448,17786,6258,10796,20959,7356,12543,25416,8957,15880,24853,8200,14674,21589,7637,13072,19905,7344,12001,19746,6718,13021,19501,6338,12091,19346,7499,11840,19808,6768,12987,23989,8696,14563,27372,9812,17016,26738,11110,14788,26335,9027,17274
61,31A,38750,35334,884,1131,1123,386,21,0,0,42692,37570,1639,1700,1731,332,0,0,0,42896,35718,1416,2759,1792,886,51,43018,37701,1248,1938,1762,381,24,1456,1423,85,2,1053,42888,36878,850,2662,1733,396,68,27653,25765,477,568,632,242,15,0,0,31260,28758,680,700,860,236,0,596,800,87,0,15,0,32012,27672,832,1506,1091,592,35,32012,27672,832,1301,864,119,5,1108,31491,28753,517,976,959,245,4,0,0,0,0,31781,28733,469,1290,990,225,14,1025,845,61,14,32074,28788,509,1531,964,221,18,1199,826,27,18,21501,8711,12361,22103,9079,13024,14340,5808,8034,14010,5476,8179,14101,0,0,22993,7767,13169,19391,9401,9289,19348,7818,10566,19352,7974,10590,19193,6967,11028,19081,7288,10299,18978,7515,10654,22101,8718,12176,26242,10590,15022,25747,9503,13946,22235,8784,12449,19749,8061,11103,19618,7427,12184,19470,7061,11253,19550,8359,11175,19633,7547,12046,23977,9715,13458,26586,10733,15302,26056,11916,13226,25684,10056,15589
62,31B,39411,37190,592,435,857,365,39,0,0,41677,38664,665,636,1360,457,0,0,0,42967,38226,1024,819,1602,873,56,42692,39164,823,639,1669,427,0,312,1098,166,0,1050,42752,38946,830,654,1585,466,52,28927,27677,325,210,477,242,20,0,0,31479,30031,311,221,639,281,0,161,541,175,0,19,0,32603,29641,619,435,946,592,40,32603,29641,619,279,751,115,13,1086,32439,30599,418,213,932,234,0,0,0,0,0,32680,30889,376,240,873,215,4,199,687,62,4,33510,31218,471,342,1109,233,6,289,802,37,6,22810,9057,13233,22295,8899,13396,15017,5866,8569,14616,5392,8779,14728,0,0,23482,6782,14825,20011,8562,10724,19923,6935,12002,19951,7029,12068,19757,5985,12483,19620,6321,11678,19512,6627,11982,22792,7589,13979,27135,8979,17510,26618,8154,16207,23166,7708,14461,21068,7123,13218,20892,6553,14327,20705,6092,13250,20802,7466,13319,20966,6610,14313,25114,8372,15925,27891,9019,18308,27309,10408,15998,26919,8462,18416
63,32A,35508,30952,844,1240,2194,325,28,0,0,40342,32971,1304,1996,3646,553,48,0,0,42983,33341,1730,3164,3645,907,51,40487,32349,1459,3000,3207,579,71,2450,2622,222,0,1316,42805,33836,1423,2744,4189,442,91,25927,23252,456,639,1364,216,20,0,0,28685,24990,509,800,2058,309,20,651,1871,179,20,10,0,31672,25861,1014,1665,2320,574,39,31672,25861,1014,1469,2101,116,2,982,28781,24807,584,1497,1615,322,30,0,0,0,0,30386,25839,535,1450,2289,271,40,1301,2044,119,40,32104,26086,537,2765,2514,179,1,2596,2390,52,1,19894,8972,10516,20882,9516,11366,13447,5941,7053,13152,5569,7232,13223,0,0,21820,8387,11528,18947,10002,8303,18881,8425,9581,18917,8568,9587,18742,7575,9980,18632,7833,9344,18551,8145,9587,21382,9373,10858,25288,11465,13221,24782,10275,12528,21628,9611,11081,19577,9053,9947,19474,8437,11015,19274,7844,10310,19354,9264,10071,19462,8523,10905,23617,10730,12067,26650,11942,13848,26133,13227,11877,25716,11177,14489
64,32B,36383,29631,1354,1612,3371,560,38,0,0,39303,30072,2186,2830,3797,717,76,0,0,42976,31270,2624,3434,4611,997,64,40329,30412,2498,2922,4102,863,85,2292,3589,308,3,1202,43539,32500,2261,3756,4287,900,51,26806,22766,763,807,2160,349,26,0,0,27939,23147,847,1220,2292,388,0,1001,2173,233,0,49,0,31960,24621,1584,1966,3036,669,34,31960,24621,1584,1658,2809,152,10,1041,29029,23773,1015,1235,2407,489,0,0,0,0,0,31436,25526,1160,1717,2506,473,0,1503,2397,145,0,31845,25412,1329,2195,2273,441,0,2018,2129,150,0,19444,9930,9076,19616,10113,9503,12637,6173,6005,12329,5846,6106,12430,0,0,21040,9204,9899,18348,10691,7005,18291,9125,8261,18342,9274,8276,18197,8266,8692,18023,8435,8143,18026,8918,8321,20756,10207,9337,24713,12653,11411,24213,11185,10807,20676,10275,9418,17971,9261,8164,17858,8608,9228,17699,7999,8610,17793,9462,8312,17892,8636,9226,22193,11141,10198,24525,11950,11692,23989,13147,9879,23532,11236,12244
65,33A,37882,35040,797,712,1055,312,58,0,0,41287,37049,1468,1291,1321,314,98,0,0,42707,37142,1418,1348,1655,825,44,41663,36907,1276,1353,1763,499,94,923,1522,84,20,784,42388,37004,1692,1675,1598,589,53,27591,26032,422,323,608,198,38,0,0,30840,28729,718,496,695,119,22,422,619,58,22,60,0,31880,28580,826,702,976,530,26,31880,28580,826,520,833,75,3,925,31077,28794,549,527,965,190,20,0,0,0,0,31410,29117,709,518,870,219,0,393,827,34,0,32127,29597,632,651,970,261,10,582,936,37,10,21971,10058,11538,22510,9886,12624,15895,6968,8392,15542,6480,8627,15483,0,0,23366,9113,12215,21211,11446,9079,21146,9197,11012,21120,9597,10789,20696,8074,11321,20582,8401,10724,20669,8933,10854,23220,10274,11819,26912,12214,14077,26320,11157,13440,23350,10491,11950,21378,9962,10825,21181,9077,12093,20943,8596,11270,21091,10184,10898,21218,9595,11613,25081,11435,12931,27687,12516,14584,27142,13680,12543,26686,11905,14753
66,33B,40564,37275,839,1304,686,528,13,0,0,42459,37901,1276,1554,1014,830,19,0,0,42335,36940,1248,1780,1151,952,113,42545,37858,1440,1537,996,781,16,1322,472,302,5,1081,41796,36273,1885,1931,1089,628,12,31245,28839,540,1077,403,428,6,0,0,32998,29975,735,1084,575,646,3,980,386,338,3,0,0,33715,29903,767,1364,720,712,95,33715,29903,767,1205,458,275,12,1000,33484,30256,869,1154,580,643,0,0,0,0,0,32662,29177,1003,1339,622,485,0,1192,455,207,0,32434,29216,988,1212,540,437,14,1084,381,204,14,24257,12551,11250,24022,12205,11817,17823,9194,8085,17416,8639,8356,17442,0,0,24822,11642,10972,22695,13749,8254,22684,11525,10231,22631,11783,10037,22108,10304,10452,22073,10650,9934,22228,11208,10115,24398,12573,10659,27510,14572,12336,27024,13396,11958,24457,12853,10680,22544,12258,9718,22332,11445,10876,22126,10827,10200,22280,12488,9787,22380,12122,10244,25595,13634,11290,27324,14549,12179,27004,15576,10688,26600,14248,12323
67,34A,36861,32711,1019,1585,1318,309,35,0,0,41571,35329,1478,2814,1926,275,21,0,0,42169,34488,1729,2959,2031,672,60,42623,36913,1430,2811,1141,279,19,2448,988,31,0,761,42845,35533,955,3150,2222,399,26,26334,23946,571,840,816,182,24,0,0,29017,26885,447,1050,539,101,0,984,434,18,0,30,0,31441,26748,1045,1697,1290,445,43,31441,26748,1045,1492,1122,96,5,807,30220,27967,449,1211,478,143,0,0,0,0,0,30479,27555,313,1443,884,239,0,1344,727,55,0,30593,26855,995,1639,867,144,4,1532,718,48,4,20557,8896,11303,20941,8850,12091,14221,5920,7795,13854,5497,7974,13760,0,0,21626,8451,11209,19688,10704,8429,19621,8652,10160,19601,8752,10137,19387,7620,10647,19190,7937,9883,19234,8269,10106,22121,9878,11099,26539,12578,13313,26031,11182,12848,22764,10481,11344,21514,10469,10447,21337,9504,11811,21010,9010,10991,21226,10740,10474,21391,10509,10874,25727,12377,12548,29728,14647,14397,29200,15812,12445,28625,13861,14736
68,34B,36569,23178,1204,6194,5783,426,41,0,0,37345,21169,858,7980,7291,245,144,0,0,42869,22225,2252,9607,8137,736,82,36014,20044,931,7263,7534,178,63,6230,6727,44,51,1930,40028,21184,1552,8707,8037,464,64,26235,18111,689,3569,3693,243,30,0,0,25652,17048,463,3554,4320,100,40,3210,4176,45,40,135,0,31546,18243,1432,5942,5393,485,63,31546,18243,1432,5446,5098,115,3,1058,25036,16548,491,3119,4616,138,25,0,0,0,0,28052,17381,866,4162,5297,234,0,3739,5058,55,0,28024,17315,1155,5032,4178,280,8,4712,4098,65,8,20257,11254,8678,20332,11679,8653,13203,7167,5625,12938,6797,5840,12883,0,0,20743,11494,7592,18803,12472,5671,18731,11069,6775,18692,11166,6822,18524,10280,7196,18392,10317,6721,18428,10845,6798,20594,12218,7289,23681,14765,8368,23148,13036,8126,19985,12055,7040,16923,10598,5796,16808,10044,6741,16588,9395,6243,16705,10820,5861,16871,10668,6188,20936,12895,7296,22836,14218,7959,22262,14714,6749,21799,13669,8091
