ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_14_SEN_Total,E_14_SEN_Dem,E_14_SEN_Rep,E_14_GOV_Total,E_14_GOV_Dem,E_14_GOV_Rep,E_14_AG_Total,E_14_AG_Dem,E_14_AG_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_SEN_SPEC_Total,E_18_SEN_SPEC_Dem,E_18_SEN_SPEC_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_AUD_Total,E_18_AUD_Dem,E_18_AUD_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1A,43550,40949,902,384,634,774,19,0,0,43227,39826,1203,658,764,904,29,0,0,42570,38247,1382,583,794,1371,77,42994,39387,1294,652,798,921,18,390,595,560,0,745,42497,38404,1377,710,795,906,0,32925,31453,487,171,378,466,9,0,0,32720,30980,571,249,391,534,20,193,365,340,20,22,0,32733,30050,822,329,491,846,48,32733,30050,822,188,399,291,18,869,32540,30760,638,231,393,518,0,0,0,0,0,32325,30265,734,276,456,583,0,238,440,322,0,32066,29759,983,347,446,512,15,199,436,137,15,22162,10294,10987,20383,8988,11395,16571,7788,7854,15980,7257,8115,15921,0,0,21721,6051,14008,18320,8288,9407,18196,7047,10371,18223,6619,10945,17899,6309,10785,17902,6280,10583,17970,6582,10793,20201,6949,12423,23450,7057,15864,23115,7501,14018,20174,6449,13035,17955,4912,12377,17700,5006,12686,17642,4775,11989,17688,5329,12349,17857,4369,12385,21204,6662,14035,23411,6620,16344,23003,8958,13377,22846,6226,16597
2,1B,43679,39737,2114,469,359,1190,31,0,0,43087,37897,2565,1135,477,1262,44,0,0,42605,36810,2406,1290,430,1631,77,42958,37413,2636,1220,483,1345,23,786,338,593,5,976,42591,36657,2672,1284,444,1415,91,33231,30943,1181,243,232,696,15,0,0,32114,29330,1294,515,223,760,8,446,191,537,8,32,0,32267,28748,1397,753,275,1018,41,32267,28748,1397,634,144,402,0,864,32118,29114,1523,509,206,767,4,0,0,0,0,31808,28720,1550,402,274,832,8,355,236,440,8,31378,28326,1501,495,238,828,5,302,173,303,5,21833,11433,9566,19989,9726,10263,14106,7249,6125,13604,6829,6324,13596,0,0,20483,6723,12112,16680,8448,7721,16544,7285,8533,16529,6837,9073,16235,6494,8933,16241,6453,8768,16280,6764,8880,18692,7363,10500,21772,7747,13587,21328,8060,11668,18358,6832,10876,15436,4952,9919,15210,4965,10235,15118,4746,9657,15116,5226,9878,15351,4435,9990,19194,6963,11759,21402,7021,13931,20974,8816,11551,20705,6658,14029
3,2A,41758,31379,618,537,463,9117,24,0,0,43074,31220,1030,1112,473,10044,39,0,0,42871,30297,1067,951,573,10141,47,43396,31680,878,1021,602,9778,54,370,250,7766,36,2405,43399,31188,1015,1030,530,10023,54,31469,25196,329,241,304,5511,16,0,0,32080,25338,476,321,137,5783,14,270,90,4952,14,4,0,32340,24491,685,585,382,6137,34,32340,24491,685,410,221,5172,4,1279,32142,25514,437,301,221,5711,10,0,0,0,0,32258,25239,519,356,247,5868,45,256,157,4780,45,32662,25377,578,426,294,5948,21,256,166,4895,21,21034,11276,9200,20071,10974,9097,14445,7679,6050,13850,7275,6123,13892,0,0,20063,7894,10236,16555,8837,7028,16526,7937,7670,16488,8028,7753,16371,7390,7974,16338,7444,7675,16295,7886,7837,18837,8569,9150,22308,10380,11394,21941,9029,10598,18840,8414,9465,16358,7193,8473,16271,7150,9097,16120,6486,8626,16167,7617,8533,16312,7297,8989,20294,9244,10354,22772,10378,11966,22456,11193,10472,22244,10253,11975
4,2B,41349,29235,656,253,206,11449,22,0,0,42231,29129,1030,540,446,11772,60,0,0,42590,28720,681,419,261,12569,72,42509,28664,1327,571,448,11905,64,163,253,8371,10,3337,42072,28421,1455,508,561,11580,85,30693,23380,266,85,115,6984,9,0,0,31204,23588,493,228,247,6708,31,117,195,5632,31,46,0,31919,23420,364,209,147,7642,34,31919,23420,364,54,89,6163,7,1710,31590,23625,636,240,217,6843,22,0,0,0,0,31327,23401,698,222,211,6769,20,93,162,5067,20,31123,23597,540,163,184,6617,9,43,128,4852,9,20947,10355,9969,20060,10066,9994,15191,7480,6960,14637,7049,7093,14681,0,0,20168,7026,11690,17723,8509,8525,17629,7440,9234,17645,7548,9392,17467,6853,9580,17436,6862,9298,17462,7394,9486,19641,7875,10875,22996,8967,13588,22673,8321,12612,19796,7650,11420,17947,6504,10764,17819,6368,11437,17708,5927,10855,17713,6883,10824,17879,6515,11348,21161,8070,12576,23184,8466,14340,22838,9528,12659,22609,8357,14239
5,3A,43805,40792,396,284,223,2176,41,0,0,42746,39085,563,361,205,2609,39,0,0,42417,37934,611,524,328,2667,66,42580,37809,677,347,264,2351,17,224,174,1658,2,1146,42014,37859,810,457,322,2251,36,35849,33894,222,157,150,1456,19,0,0,35407,33011,340,213,95,1751,20,150,72,1177,20,26,0,35341,32203,372,360,220,1856,34,35341,32203,372,220,149,1152,6,1139,35605,33287,414,236,101,1581,8,0,0,0,0,35026,32668,453,257,118,1513,8,144,87,1033,8,34933,32577,524,266,160,1365,0,149,82,888,0,26571,14868,10774,24674,13943,10731,20634,12068,7554,19833,11631,7577,20146,0,0,24706,10364,12348,21908,12506,8654,21826,11284,9547,21814,11274,9728,21564,10394,10070,21473,10434,9533,21428,10885,9757,23770,11466,11259,27037,12476,14003,26480,11967,12784,23839,11253,11701,21774,10370,10560,21662,9996,11654,21522,9554,10789,21623,10643,10963,21836,10007,11806,24882,11786,12467,26653,12106,13986,26244,13577,11922,26218,11746,14452
6,3B,40848,38946,445,464,353,692,31,0,0,41965,39529,742,559,353,807,29,0,0,42337,39034,533,543,516,1166,47,41635,39032,814,492,492,755,14,295,223,330,13,928,42181,39225,545,674,596,945,19,31793,30458,293,331,219,524,18,0,0,32573,31156,385,314,181,508,16,306,155,315,16,8,0,33397,31127,340,352,329,833,28,33397,31127,340,228,206,284,6,1132,32165,30655,394,372,238,458,6,0,0,0,0,32860,31208,324,380,307,630,0,310,232,381,0,33087,31338,402,279,331,718,5,203,249,352,5,24158,14678,8957,23832,14505,9327,17392,10522,6327,16936,10025,6491,17054,0,0,24428,11694,10793,21907,13652,7745,21797,12219,8806,21818,12145,9014,21525,11297,9279,21461,11227,8870,21286,11677,8930,23857,12715,10186,27193,14087,12588,26712,13410,11713,23773,12540,10422,21432,11482,9235,21304,10914,10366,21029,10245,9669,21175,11535,9626,21471,11083,10359,25134,13259,11245,27264,13936,12809,26878,15531,10683,26955,13431,13502
7,4A,37321,32932,1523,1071,995,938,47,0,0,39952,33800,1972,2378,1090,849,69,0,0,42472,33710,2272,3542,1076,1855,72,41351,34622,1969,2652,1253,1006,133,2220,788,612,100,1036,42400,34720,2117,3550,1115,1361,145,29544,26685,914,632,781,571,28,0,0,29914,26845,1017,1012,431,602,50,937,300,481,50,20,0,32226,26776,1347,2022,788,1160,49,32226,26776,1347,1764,583,533,13,1144,30740,27405,969,1055,528,661,100,0,0,0,0,31560,27577,1159,1418,589,698,110,1066,409,392,110,32199,27766,1208,1920,523,737,29,1562,390,292,29,18100,10629,7102,17600,10117,7483,10677,6347,3886,10281,5925,4011,10271,0,0,18153,8954,7313,14838,9659,4543,14746,8689,5217,14747,8426,5551,14539,8021,5555,14490,7751,5474,14482,8324,5538,16792,9405,6288,19623,11270,7827,19179,10099,6992,16312,9201,6201,13234,7638,5031,13104,7567,5527,13022,7090,5136,12998,7706,5276,13157,7023,5317,17421,9980,6749,20058,11294,8271,19558,11983,6783,19211,10561,8621
8,4B,39035,36517,740,318,301,1251,34,0,0,42045,38183,1229,581,406,1726,57,0,0,42530,37941,1111,655,406,2236,76,41108,37287,1282,583,338,1496,38,365,239,766,24,936,42247,38364,1305,547,516,1388,54,29127,27716,375,119,181,765,21,0,0,31049,28958,704,169,220,963,13,130,123,688,13,16,0,31956,29288,598,333,243,1284,46,31956,29288,598,224,145,513,10,1106,30737,28763,813,263,177,813,10,0,0,0,0,31448,29414,778,275,249,784,4,208,197,382,4,31683,29525,776,277,253,856,0,217,175,394,0,20805,10340,9834,20710,9400,11310,13876,6946,6290,13497,6253,6810,13397,0,0,21024,7139,12241,18049,9306,8079,17904,7915,9123,17928,7449,9766,17647,7243,9461,17588,7074,9318,17548,7348,9494,20188,8178,11049,23688,9089,14063,23200,8834,12541,20012,7885,11336,17307,6417,10269,17179,6359,10807,16670,5831,9987,17004,6531,10453,17246,5751,10497,21443,8331,12521,23916,8744,14669,23534,10286,12615,23267,8179,15068
9,5A,40992,39184,472,251,173,963,23,0,0,41980,39443,846,382,308,1069,33,0,0,42553,39113,764,428,302,1591,54,42363,39195,878,406,359,1297,50,229,210,661,5,1173,42814,38992,1041,636,405,1319,50,31642,30595,258,101,95,605,13,0,0,32389,31049,314,176,156,703,12,135,141,461,12,28,0,32998,30910,411,207,204,989,26,32998,30910,411,90,120,351,7,1046,32677,31137,312,199,197,781,8,0,0,0,0,33208,31428,429,254,158,861,0,191,98,388,0,34058,32387,329,285,147,874,9,163,68,257,9,23022,9334,13011,21978,8558,13420,17159,7097,9165,16663,6619,9545,16785,0,0,22636,6085,15081,19710,8037,11056,19663,6717,12098,19685,6755,12239,19434,6050,12423,19375,6179,12093,19410,6391,12383,21993,7046,14084,25693,7741,17459,25358,7541,16235,22496,6969,14811,21074,6270,14069,20960,6096,14851,20826,5763,14132,20852,6783,14062,20967,5772,14495,24448,7502,16380,27219,7869,18871,26848,9314,16873,26596,7596,18978
10,5B,41991,39424,1532,423,249,451,61,0,0,41421,38330,1903,581,237,529,10,0,0,42849,38447,2549,636,319,777,106,41610,37834,1977,590,239,678,7,251,176,164,7,1170,42891,38424,2237,530,226,493,60,31815,30414,814,185,133,279,42,0,0,30856,29653,574,244,126,298,4,145,87,176,4,6,0,32343,29639,1520,366,189,506,65,32343,29639,1520,152,122,117,51,673,30965,29586,671,240,130,391,4,0,0,0,0,31880,30472,715,259,141,364,48,129,91,92,48,32464,30573,1112,296,110,313,43,241,43,64,43,21341,8822,11788,19823,7873,11950,15204,6481,7932,14786,5891,8367,14803,0,0,20822,4908,14625,16831,6589,9799,16778,5326,10820,16786,5301,10965,16636,4620,11227,16575,4899,10836,16545,4958,10987,19398,5535,13143,23131,5929,16784,22816,5918,15291,20033,5436,13979,18687,4700,13290,18580,4581,13987,18469,4312,13255,18469,5362,13095,18567,4178,13486,21645,5684,15435,24167,5565,18183,23722,7548,15482,23540,5580,17946
11,6A,41193,39519,373,283,226,855,22,0,0,42186,39994,635,363,255,1087,13,0,0,42298,39257,457,414,339,1341,39,42967,40408,588,421,191,1113,47,150,117,372,35,1165,43404,39965,643,582,316,1214,34,32861,31904,216,110,131,512,9,0,0,33959,32563,405,138,149,742,0,79,126,284,0,14,0,34125,32248,264,211,191,812,24,34125,32248,264,117,112,303,3,978,34594,33192,371,176,148,750,35,0,0,0,0,34966,33389,408,276,185,705,14,165,65,322,14,35338,33906,323,309,189,600,16,184,98,285,16,24038,11405,11971,23314,10935,12379,18930,9326,8918,18396,8925,9023,18502,0,0,24071,8199,14180,21506,10479,10361,21418,8830,11639,21434,8886,11798,21185,7735,12261,21043,8048,11615,21066,8389,11935,23384,9101,13307,26474,9802,16200,26180,9444,15186,23638,9021,13832,22041,8364,12967,21924,7832,14082,21747,7502,13181,21548,8756,12784,22028,7961,14057,25299,9538,15185,27805,10041,17284,27416,11508,15233,27234,9639,17579
12,6B,39303,37453,481,468,297,667,26,0,0,39939,37730,484,727,388,624,3,0,0,42265,38737,702,700,497,1167,50,40466,38126,661,757,370,549,3,470,218,351,0,630,42225,39509,826,653,367,590,12,29665,28591,273,217,194,407,20,0,0,30492,29308,284,297,230,337,0,249,189,218,0,16,0,32621,30422,437,334,333,757,28,32621,30422,437,209,216,288,12,935,30964,29673,380,317,230,336,0,0,0,0,0,32602,31149,487,290,198,436,0,197,190,226,0,33764,32087,560,351,164,519,5,122,143,248,5,21240,9676,11063,20473,8985,11488,15888,7063,8139,15346,6599,8289,15524,0,0,21830,6847,13276,19051,8726,9580,18963,7201,10756,18981,7367,10772,18808,6498,11138,18673,6619,10622,18676,6996,10951,21160,7758,12328,24553,8784,15238,24168,8206,14003,21374,7764,12727,19549,7116,11730,19392,6762,12617,19218,6255,11839,18793,7447,11335,19486,6871,12603,23034,8376,13961,25616,9012,16118,25142,10277,14045,24849,8879,15956
13,7A,43346,41316,403,373,203,1142,25,0,0,43069,39533,759,831,499,1570,80,0,0,42472,38682,619,654,304,1818,69,42628,39060,647,758,641,1400,108,421,406,800,17,1222,42575,39061,569,886,295,1257,52,34211,32985,233,155,123,745,14,0,0,33315,31336,536,291,247,895,4,238,222,543,4,31,0,33798,31391,361,336,207,1164,43,33798,31391,361,211,116,388,10,1250,33533,31865,406,235,273,745,19,0,0,0,0,34309,32630,346,363,194,771,10,226,84,442,10,34566,32936,290,399,176,671,31,318,108,227,31,24278,14511,8967,22572,13696,8876,17913,11084,6095,17361,10714,6147,17602,0,0,22772,9328,11563,20237,11629,7775,20141,10271,8665,20132,10314,8872,19893,9316,9218,19781,9519,8573,19728,9978,8889,21911,10236,10532,24697,10529,13630,24280,10217,12250,21762,9776,11079,19357,8520,9959,19216,8181,11020,19040,7835,9974,19052,8914,10126,19339,8170,11164,22690,9861,12211,24637,9891,14238,24281,11410,12199,24186,9731,14429
14,7B,43314,41164,379,523,277,1073,41,0,0,42718,40724,307,571,304,940,27,0,0,42258,38730,568,769,339,1608,31,42834,40352,263,606,357,1084,26,281,134,469,16,1090,42684,40179,316,546,367,1143,33,34546,33251,213,250,173,689,16,0,0,34594,33291,133,287,179,672,21,170,131,398,21,44,0,33902,31650,323,430,204,1049,17,33902,31650,323,289,124,451,3,983,34502,33023,122,311,229,809,16,0,0,0,0,33983,32547,143,262,224,871,8,185,142,538,8,33776,32255,232,244,166,832,6,118,75,469,6,25576,16573,8155,24158,15580,8578,19341,11996,6348,18762,11952,6285,18970,0,0,23705,10617,11158,20852,12711,7422,20767,11470,8236,20771,11549,8409,20542,10515,8793,20463,10622,8187,20249,11077,8379,22481,11384,10032,25207,11722,12866,24724,11288,11605,22291,10878,10519,19932,9500,9503,19841,9345,10468,19641,8837,9494,19746,10062,9667,19954,8919,11005,23085,10986,11442,24841,10997,13285,24587,12891,10979,24589,10657,13916
15,8A,41286,36030,688,1866,653,2332,34,0,0,40308,34841,812,1980,895,2068,56,0,0,42553,34806,1004,2679,825,3195,83,40527,34865,1030,1958,721,2293,20,1106,479,1015,0,2005,40796,34971,1200,1780,772,2230,29,33077,29788,390,955,484,1536,28,0,0,31893,28754,351,1064,408,1208,0,859,306,742,0,102,0,34860,29698,623,1520,630,2181,53,34860,29698,623,1148,437,1124,13,1719,32129,28724,471,1102,327,1451,0,0,0,0,0,33175,29616,699,980,380,1430,0,703,256,736,0,33752,30040,782,1055,362,1477,17,741,260,673,17,23224,16350,6320,21429,15449,5980,13869,9768,3620,13349,9294,3692,13615,0,0,20925,12401,6550,18635,13583,4245,18585,12578,4896,18588,12638,5035,18404,11855,5249,18315,11635,4964,18180,12409,4996,20319,13309,5717,23156,15548,6964,22635,13920,6303,19842,13087,5673,16988,11541,4611,16906,11534,5340,16743,10572,4791,16851,11959,4879,17005,11704,5277,20846,13968,6018,22905,15242,7150,22558,15932,5739,22560,15052,7476
16,8B,43410,39685,605,1132,1055,1119,43,0,0,43716,39291,1123,1342,1124,1017,64,0,0,42602,36796,1035,1787,1290,1424,81,43680,39029,1087,1536,1150,969,93,995,697,328,30,1516,44417,39179,1195,1673,1352,982,84,36008,33496,404,625,823,730,29,0,0,35999,33210,648,696,729,735,14,568,478,373,14,9,0,35093,30702,792,1396,961,1029,57,35093,30702,792,1113,748,385,12,1221,36011,33151,595,708,777,691,14,0,0,0,0,36336,33216,591,858,789,742,4,738,578,344,4,35725,32664,487,799,929,705,0,642,727,242,0,27912,18656,8712,26308,17646,8662,17599,11873,5221,16999,11336,5270,17094,0,0,26692,16022,7917,23760,17517,5381,23652,16216,6421,23660,16382,6454,23312,15298,6785,23158,14939,6410,23076,15723,6522,24859,16729,6804,26256,18340,7262,25757,16759,7022,23908,16289,6471,20601,14622,5199,20478,14473,5971,20187,13439,5555,20351,14971,5355,20616,14795,5771,24238,16950,6460,26432,18470,7309,25907,19057,5973,25838,18025,7775
17,9A,41723,38939,1365,519,353,615,55,0,0,41222,37579,1648,998,457,659,24,0,0,42345,37424,1912,1128,533,1215,70,41409,37335,1799,1189,611,794,27,633,239,335,0,1050,42853,38286,1902,1154,517,934,68,32311,30706,774,250,216,380,34,0,0,31506,29700,733,424,192,451,0,387,120,267,0,33,0,32761,29809,1168,576,333,715,47,32761,29809,1168,450,218,267,16,782,31768,29695,799,592,242,493,0,0,0,0,0,32880,30551,922,468,293,613,15,294,156,217,15,32711,30258,971,622,273,521,20,385,215,181,20,23248,10522,11898,21541,9245,12296,16107,7484,7835,15620,6928,8230,15590,0,0,22152,6901,13565,18716,9022,9096,18620,7739,10091,18598,7301,10604,18361,6806,10670,18294,6808,10399,18342,7058,10577,20767,7783,12099,23986,8466,15048,23545,8398,13471,20779,7541,12481,18609,6306,11561,18423,6195,12203,18316,5801,11551,18311,6526,11769,18535,5508,11791,21713,7925,13211,23533,8125,14893,23084,9899,12473,22776,7500,15249
18,9B,40182,39031,475,201,151,375,17,0,0,41316,39697,656,350,166,448,10,0,0,42467,39843,957,337,250,687,30,41421,39700,767,273,137,498,7,113,59,155,0,595,42065,39650,906,363,248,490,11,31678,31032,269,64,89,245,7,0,0,32310,31519,309,169,117,282,4,148,82,131,4,5,0,33460,31879,559,164,143,427,19,33460,31879,559,96,82,108,5,654,32409,31567,394,96,76,304,0,0,0,0,0,33123,32026,497,197,145,322,0,153,120,95,0,32863,31959,399,101,125,280,0,40,83,59,0,24072,10045,13251,22801,8941,13860,16723,7062,8882,16337,6379,9471,16285,0,0,24231,6503,16072,20479,8774,11193,20401,7338,12379,20416,7019,12825,20186,6401,12965,20115,6655,12489,20164,6702,12754,23098,7484,14790,27278,8222,18567,26880,8157,17147,23711,7387,15602,22005,6389,14961,21889,6223,15653,21744,5921,14992,21733,6805,14909,21898,5757,15038,25542,7931,17080,28093,8176,19409,27684,10307,16729,27494,7626,19813
19,10A,43009,39834,518,336,224,2229,43,0,0,42525,39099,825,585,275,1861,16,0,0,42950,38645,708,514,298,2500,43,42261,38808,721,567,344,1893,14,112,166,1277,8,1058,42747,38956,786,506,378,1996,11,33432,31617,289,137,126,1298,23,0,0,33411,31519,348,271,192,1115,10,171,132,819,10,9,0,33940,31287,410,223,187,1566,23,33940,31287,410,112,110,1061,4,890,33259,31446,349,174,171,1161,10,0,0,0,0,33634,31706,394,193,155,1232,12,84,99,874,12,33952,31910,449,255,180,1086,22,138,142,810,22,23220,10377,12158,22101,9913,12188,17531,8480,8223,16954,7596,8780,17008,0,0,22992,6449,15104,19410,8595,10210,19346,6960,11497,19359,6933,11738,19128,6018,12018,18965,6308,11388,18947,6605,11641,21681,7145,13653,25350,7630,17306,24851,7350,15608,22042,6982,14343,20249,6057,13502,20128,5841,14275,19973,5483,13465,19760,6674,13073,20148,5695,13966,23626,7307,15735,26376,7617,18305,25896,9387,15659,25635,7513,18088
20,10B,40763,39675,383,196,175,344,26,0,0,41991,39963,876,314,393,579,17,0,0,42869,40617,649,318,305,662,26,42233,40238,720,335,378,597,24,143,195,93,17,747,43262,41001,815,445,350,499,34,29710,29096,212,91,96,223,10,0,0,30506,29504,338,144,201,360,4,113,124,99,4,0,0,31640,30264,389,155,180,422,24,31640,30264,389,69,102,101,5,646,30814,29676,347,149,242,450,10,0,0,0,0,31805,30496,445,293,240,390,14,168,96,96,14,32532,31146,469,263,254,362,9,142,120,71,9,20888,7977,12150,20166,7432,12734,15143,6314,7984,14630,5528,8528,14640,0,0,21899,4387,16124,17633,6454,10595,17542,5141,11596,17589,5151,11828,17354,4382,11986,17213,4630,11413,17267,4802,11762,20469,5188,14423,24836,5373,18950,24336,5495,17123,21101,5006,15373,19439,4307,14454,19319,4120,15185,19137,3869,14358,19173,4867,14297,19320,4099,14956,23148,5249,17324,26140,5257,20460,25579,7045,17766,25304,5252,20031
21,11A,41773,37115,561,732,301,3247,34,0,0,42082,36973,732,1003,368,3297,22,0,0,42546,36247,716,931,407,4002,83,42154,36981,737,1355,384,2968,27,982,255,1882,10,1296,42519,37081,793,1080,425,3355,30,31928,28829,331,571,176,2066,17,0,0,32415,29062,424,663,150,2139,4,594,95,1567,4,23,0,33113,28840,445,676,270,2607,59,33113,28840,445,587,146,1794,12,1218,32450,29135,384,932,170,1881,4,0,0,0,0,32946,29434,424,776,233,2137,8,697,99,1260,8,33275,29733,505,815,224,2043,0,753,96,1028,0,21657,13452,7647,20886,13211,7675,16196,10072,5436,15614,9514,5587,15867,0,0,21294,9818,9612,19169,11835,6729,19086,10616,7560,19054,10506,7796,18819,9677,8055,18746,9756,7573,18701,10206,7766,20792,10783,9013,23886,11743,11588,23400,11158,10548,20709,10455,9434,18625,9196,8611,18525,8921,9580,18317,8353,8809,18436,9500,8925,18657,8928,9708,22108,10958,10489,24482,11516,12427,24002,12891,10314,23894,11209,12658
22,11B,43326,39498,950,1224,332,1464,33,0,0,42635,38256,1096,1523,469,1501,45,0,0,42604,37256,1012,1335,596,2096,72,42676,38197,1133,1587,459,1436,25,1095,299,813,16,1042,42903,38180,1192,1514,574,1477,10,33598,30787,655,1017,199,1003,20,0,0,33869,30730,764,1117,220,961,8,991,145,616,8,68,0,33850,30055,648,1057,361,1413,43,33850,30055,648,932,258,825,1,1058,34124,31060,773,1128,210,895,14,0,0,0,0,34113,31088,781,1040,238,913,10,899,193,472,10,34587,31555,637,1061,253,1010,20,929,212,570,20,21289,9780,10769,20017,9358,10659,15157,7423,6974,14657,6821,7316,14845,0,0,20302,6230,12513,16915,7960,8323,16854,6522,9403,16861,6593,9478,16648,5789,9698,16545,5906,9278,16646,6350,9545,19379,6795,11585,23348,7378,15474,22892,6887,13981,19732,6653,12287,17900,5864,11308,17797,5589,12194,17590,5092,11300,17654,6316,11326,17846,5523,12311,21611,7003,13994,24389,7287,16681,23829,8923,14118,23591,7258,16314
