ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
46,FRA-1,7890,7640,90,39,51,66,7,0,0,8369,7985,215,12,89,89,0,0,0,8949,8222,176,78,121,238,11,8530,8010,299,25,133,91,0,1,83,2,0,132,8933,8486,130,46,111,147,0,5801,5650,55,14,32,47,4,0,0,6107,5922,89,0,67,35,0,0,32,0,0,0,0,6786,6303,108,51,86,164,9,6786,6303,108,31,58,18,4,248,6216,5935,150,1,89,50,0,0,0,0,0,6514,6294,84,2,70,70,0,3,65,0,0,6771,6462,150,80,28,62,0,2,28,0,0,4055,2390,1566,4269,1875,1763,4329,2265,1890,4334,1290,2950,4193,2647,1444,4257,1535,2669,3687,0,1448,3712,1043,2557,3671,2261,1317,3718,0,2254,4642,2182,2254,5357,2880,2279,5323,825,4303,5119,3063,1882,4699,0,0,5248,1954,3054,5101,2578,1900,5167,1671,3168,5584,2909,2470,5531,2797,2519,5550,668,4688,5314,2442,2664,5245,2600,2637,5431,1920,3374,5270,2436,2826,5320,2576,2738,5320,2627,2280
47,FRA-2,4190,3987,52,44,29,83,1,0,0,4132,3962,24,17,91,46,0,0,0,4612,4170,84,92,60,180,4,3796,3644,14,14,89,38,0,11,51,0,0,76,4000,3580,217,9,144,30,16,3244,3116,33,24,18,54,0,0,0,3416,3300,23,5,39,41,0,5,39,0,0,4,0,3749,3417,62,68,37,138,4,3749,3417,62,52,28,27,3,157,3220,3132,8,10,39,36,0,0,0,0,0,3370,3060,215,4,50,29,15,4,25,4,15,3422,3165,156,13,25,68,0,0,7,33,0,1978,1183,766,2035,923,850,2037,1146,796,2041,582,1411,1979,1281,640,2025,610,1382,1779,0,673,1798,472,1269,1776,1150,593,1805,0,1057,2176,1055,1023,2468,1350,1052,2448,372,1956,2349,1443,836,2174,0,0,2402,860,1406,2347,1133,834,2348,830,1387,2467,1279,1106,2439,1229,1107,2444,277,2058,2336,1083,1173,2303,1116,1182,2387,858,1476,2332,1037,1288,2328,1141,1181,2338,1171,976
48,FRA-3,4778,4442,85,78,65,114,11,0,0,4667,4339,88,188,22,30,0,0,0,4622,4000,124,112,113,232,8,4741,4444,88,163,0,46,0,84,0,0,0,120,4743,4360,62,127,13,163,8,3643,3434,50,43,40,79,7,0,0,3679,3423,65,144,22,26,0,124,11,0,0,5,0,3597,3156,83,82,68,172,8,3597,3156,83,62,60,43,1,180,3743,3500,60,114,2,26,0,0,0,0,0,3742,3469,65,83,17,74,0,38,2,29,0,3769,3510,74,50,34,61,0,24,23,12,0,1834,1239,562,1735,891,559,1732,1094,531,1735,673,1015,1693,1170,469,1709,713,967,1461,0,411,1454,518,874,1420,1011,363,1427,0,670,1830,1030,686,2058,1332,635,2036,481,1443,1974,1349,529,1842,0,0,1998,926,922,1977,1037,499,1970,902,878,2125,1336,711,2081,1316,665,2093,435,1549,2027,1156,782,1986,1200,784,2060,990,1008,2023,1196,827,2025,1225,800,2034,1228,632
49,FRA-4,8615,8065,86,61,55,358,2,0,0,8889,8426,82,65,43,384,0,0,0,8837,7894,115,103,51,597,1,8978,8569,69,48,79,297,0,1,79,29,0,231,9091,8589,140,61,150,278,0,6513,6153,55,29,35,246,1,0,0,6894,6544,70,0,39,229,0,0,39,44,0,0,0,6879,6211,87,47,31,426,1,6879,6211,87,33,18,115,1,401,6875,6585,60,4,39,188,0,0,0,0,0,6975,6655,100,30,50,156,0,30,35,28,0,7063,6693,131,38,34,167,0,20,16,25,0,3518,2144,1323,3485,1406,1569,3484,1858,1485,3498,917,2484,3423,2165,1177,3461,912,2500,2800,0,1127,2828,594,2121,2775,1718,978,2804,0,1753,3691,1634,1879,4243,2001,2078,4195,539,3428,4058,2307,1603,3786,0,0,4143,1324,2605,4042,1764,1661,4075,1325,2449,4513,1969,2394,4461,2010,2257,4474,421,3839,4328,1727,2397,4256,1797,2452,4389,1365,2910,4282,1655,2616,4301,1809,2488,4285,1801,2034
50,FRA-5,8943,8459,60,55,32,337,4,0,0,9516,8906,141,68,32,418,2,0,0,8728,8022,132,53,56,425,8,9174,8637,188,82,12,322,3,7,12,100,0,217,9142,8378,183,146,13,315,3,6673,6341,40,22,26,242,4,0,0,7117,6657,89,44,0,325,0,0,0,185,0,0,0,6778,6268,80,35,28,336,6,6778,6268,80,21,14,113,1,270,6970,6555,104,39,0,239,0,0,0,0,0,7065,6605,79,108,0,268,0,8,0,23,0,7345,6970,61,45,26,227,0,6,18,6,0,3563,2061,1428,3450,1236,1691,3457,1756,1549,3466,848,2516,3375,1979,1300,3428,973,2403,2796,0,1230,2798,624,2036,2743,1551,1104,2787,0,1768,3625,1496,1944,4133,1734,2264,4112,577,3239,3961,2144,1675,3699,0,0,4034,1250,2564,3970,1609,1740,3957,1305,2415,4375,1661,2564,4319,1834,2310,4342,366,3704,4167,1484,2508,4122,1570,2547,4261,1220,2960,4157,1411,2742,4176,1536,2633,4143,1573,2072
51,FRA-6,4496,4325,66,29,28,64,3,0,0,4490,4162,94,34,40,161,0,0,0,4663,4296,81,34,32,168,2,4534,4183,135,26,41,147,0,5,19,58,0,134,4277,3953,166,9,66,66,0,3332,3231,36,8,11,46,3,0,0,3574,3369,40,19,29,108,0,4,14,29,0,0,0,3638,3369,65,16,16,125,2,3638,3369,65,4,5,17,1,167,3640,3390,75,14,34,118,0,0,0,0,0,3450,3195,135,10,55,63,0,10,35,4,0,3365,3199,88,0,18,60,0,0,14,0,0,2281,1504,737,2242,1120,787,2233,1363,770,2247,724,1463,2151,1463,639,2211,889,1287,1984,0,644,1994,634,1273,1949,1359,535,1997,0,1031,2360,1238,1016,2660,1514,1037,2652,503,2042,2548,1643,816,2381,0,0,2605,1066,1417,2557,1378,839,2571,1022,1343,2781,1501,1158,2762,1468,1167,2761,365,2253,2631,1291,1213,2622,1377,1245,2706,980,1657,2627,1277,1347,2632,1319,1309,2665,1404,1048
52,FRA-7,3975,3786,60,26,21,91,0,0,0,3537,3241,53,86,58,96,0,0,0,3994,3647,92,33,29,161,5,3783,3325,9,53,63,330,0,53,27,5,0,361,3833,3503,23,16,59,207,0,3036,2909,36,13,11,72,0,0,0,2715,2550,28,50,25,70,0,50,25,10,0,0,0,3104,2861,60,14,20,120,3,3104,2861,60,8,14,23,1,128,2835,2595,8,35,29,174,0,0,0,0,0,2950,2730,20,10,29,152,0,0,29,12,0,3078,2886,8,14,34,136,0,7,0,0,0,1882,1199,628,1853,804,660,1851,1100,611,1850,642,1126,1781,1171,543,1822,815,976,1657,0,528,1662,541,1041,1616,1080,478,1641,0,821,1876,953,798,2030,1089,868,2017,442,1461,1932,1187,650,1825,0,0,1975,808,1048,1938,958,688,1923,764,992,2108,1018,1004,2083,1093,897,2092,311,1635,2009,919,973,1987,962,1022,2045,775,1178,1999,903,1093,2014,960,1050,2014,955,813
53,FRA-8,3949,3702,61,56,38,88,3,0,0,4451,4082,77,132,77,83,0,0,0,4631,4151,101,113,80,158,5,4747,4439,16,198,70,26,0,25,70,0,0,199,5125,4787,0,258,1,51,9,3032,2881,33,28,23,61,2,0,0,3440,3242,32,25,59,81,0,25,45,0,0,3,0,3672,3350,71,53,54,115,4,3672,3350,71,29,41,18,0,149,3772,3633,21,90,43,27,0,0,0,0,0,4143,3991,0,115,2,44,0,0,2,0,0,3679,3506,0,112,27,50,0,0,16,0,0,1913,1214,672,1849,889,666,1865,1121,675,1864,624,1197,1812,1219,550,1842,633,1181,1627,0,549,1630,465,1118,1619,1094,483,1637,0,891,2038,1076,864,2325,1426,816,2313,439,1773,2237,1490,668,2099,0,0,2289,956,1188,2241,1140,661,2237,938,1137,2302,1357,862,2269,1294,877,2286,366,1841,2185,1107,995,2168,1162,999,2234,896,1270,2169,1106,1059,2189,1170,1018,2182,1222,760
54,GI-CHI,8283,7866,95,50,43,242,10,0,0,8375,7849,140,95,49,247,18,0,0,8675,7958,152,103,88,307,25,8628,8041,144,92,57,263,25,63,38,119,0,220,8960,8285,147,115,103,235,0,6548,6261,61,28,27,173,7,0,0,6815,6375,124,36,46,235,0,32,32,38,0,0,0,7175,6659,91,61,61,231,22,7175,6659,91,37,36,36,1,306,7085,6625,128,40,56,245,0,0,0,0,0,7295,6860,108,57,51,228,0,53,12,129,0,7264,6842,112,22,54,208,0,17,10,84,0,4941,3057,1790,4832,2404,1789,4833,2706,1905,4869,1621,3135,4729,3196,1420,4774,2025,2672,4321,0,1514,4348,1280,2913,4271,2920,1251,4335,0,2388,5127,2638,2269,5714,3346,2194,5674,1035,4473,5496,3578,1739,5024,0,0,5607,2434,2985,5478,3174,1821,5429,2703,2285,5864,3392,2273,5786,3271,2312,5812,847,4784,5571,2883,2505,5493,2955,2530,5678,2234,3311,5524,2823,2693,5563,2995,2563,5610,3150,2062
55,LAM-1,3792,3627,81,24,43,17,5,0,0,3927,3654,38,1,102,132,0,0,0,4551,4083,152,104,74,72,8,3930,3731,103,1,0,100,0,1,0,86,0,14,4614,4431,51,1,0,94,0,3008,2900,54,15,28,14,2,0,0,3061,2867,0,3,103,95,0,3,103,80,0,0,0,3591,3275,107,65,53,44,8,3591,3275,107,48,33,6,0,109,3096,3013,0,4,0,87,0,0,0,0,0,3363,3281,17,4,0,54,0,4,0,20,0,3412,3309,77,0,0,30,0,0,0,10,0,2413,1722,658,2502,1735,493,2509,1715,696,2461,1250,1208,2336,1636,635,2449,1356,1048,2268,0,506,2323,966,1300,2198,1658,485,2253,0,782,2645,1718,827,2972,2359,522,2956,764,2140,2733,1999,620,2457,0,0,2848,1649,1110,2751,1921,635,2685,1698,770,2720,2120,518,2647,1915,614,2669,507,2104,2474,1682,727,2425,1588,832,2551,1242,1243,2462,1641,818,2518,1675,843,2560,1855,556
56,LAM-2,8424,8009,97,108,61,146,4,0,0,8701,8358,98,108,91,56,12,0,0,8539,7800,153,135,82,302,19,8711,8406,91,80,78,56,14,49,53,21,0,93,8533,8122,139,202,39,81,16,6591,6308,69,72,38,97,3,0,0,6948,6719,88,40,28,45,0,38,24,35,0,31,0,6868,6325,100,108,58,225,15,6868,6325,100,66,37,31,0,288,6755,6535,81,46,34,58,0,0,0,0,0,6583,6321,108,88,10,58,0,43,4,8,0,6519,6145,116,171,18,74,0,90,11,16,0,3912,2751,1081,3809,1929,1231,3801,2230,1339,3813,1403,2287,3648,2408,1095,3727,1945,1704,3330,0,931,3336,1305,1917,3249,2220,902,3305,0,1408,3975,2184,1567,4419,2780,1473,4382,1083,3149,4201,2736,1235,3876,0,0,4289,2058,2046,4210,2479,1322,4157,2342,1422,4541,2696,1686,4499,2695,1572,4491,759,3527,4285,2281,1792,4212,2329,1876,4390,1854,2377,4255,2248,2004,4277,2371,1899,4309,2435,1501
57,LAM-3,4332,4190,36,28,23,53,7,0,0,4533,4350,88,42,31,45,10,0,0,4525,4179,96,75,27,131,13,4570,4219,116,149,22,81,14,3,0,22,0,208,4506,4117,78,179,4,86,0,3291,3197,24,16,14,38,4,0,0,3502,3393,57,20,10,27,0,3,10,13,0,0,0,3564,3340,62,46,12,89,9,3564,3340,62,14,5,8,0,113,3349,3134,56,128,0,38,0,0,0,0,0,3418,3173,44,144,4,62,0,134,4,20,0,3422,3237,31,116,0,44,0,116,0,16,0,2252,1551,666,2303,1228,666,2299,1390,748,2310,928,1314,2219,1542,595,2269,1195,1023,2124,0,568,2141,852,1208,2077,1496,505,2129,0,912,2419,1378,902,2653,1748,796,2635,615,1929,2509,1724,673,2323,0,0,2580,1289,1184,2518,1534,707,2488,1360,878,2652,1683,850,2619,1657,871,2627,417,2091,2482,1398,965,2457,1460,996,2551,1132,1341,2485,1424,1059,2484,1475,1008,2547,1552,812
58,LAM-WAS,8508,8138,112,90,54,109,2,0,0,8699,8096,241,326,42,198,12,0,0,8884,7968,281,187,95,226,8,8590,7957,178,381,17,186,20,191,15,24,9,209,8589,7848,249,263,121,171,1,6658,6432,70,48,26,79,2,0,0,6609,6231,188,72,41,39,0,68,41,29,0,42,0,7215,6551,196,109,62,187,6,7215,6551,196,57,47,21,1,312,6820,6488,135,87,18,27,0,0,0,0,0,7021,6650,173,5,46,55,0,5,44,4,0,7246,6735,241,6,138,95,0,2,115,0,0,4685,3340,1242,4708,2773,1225,4730,2979,1453,4752,2029,2593,4529,3164,1209,4641,2546,2000,4207,0,1027,4232,1753,2372,4135,3039,959,4200,0,1576,4927,2983,1688,5449,3886,1380,5430,1443,3783,5158,3663,1264,4766,0,0,5321,2912,2194,5202,3489,1314,5120,3245,1430,5458,3800,1427,5362,3671,1405,5378,1162,3963,5093,3157,1683,5020,3250,1763,5232,2623,2423,5068,3183,1878,5114,3341,1765,5206,3465,1313
59,ORA-1,4204,4047,35,44,23,67,8,0,0,4373,4072,71,88,23,123,0,0,0,4207,3823,70,53,29,174,2,4570,4222,106,65,22,146,0,61,6,48,0,114,4410,4077,93,66,29,64,0,3355,3256,23,17,16,39,5,0,0,3645,3385,59,74,24,113,0,74,14,49,0,0,0,3388,3108,46,35,20,142,2,3388,3108,46,20,12,20,0,177,3935,3635,94,59,16,135,0,0,0,0,0,3825,3605,75,63,27,53,0,63,8,10,0,3609,3421,74,53,13,43,0,33,13,0,0,2187,1304,828,2115,900,888,2122,992,1025,2137,679,1402,2039,1192,758,2080,865,1113,1801,0,666,1804,525,1177,1767,1087,615,1798,0,895,2194,1025,1052,2477,1290,1091,2455,541,1784,2338,1305,917,2122,0,0,2434,993,1356,2359,1197,982,2339,1218,946,2599,1255,1218,2567,1277,1172,2576,391,2042,2461,1042,1304,2449,1161,1284,2511,879,1548,2479,1213,1264,2465,1153,1310,2474,1164,1059
60,ORA-2,4431,4283,39,22,36,53,3,0,0,4569,4352,129,54,56,77,0,0,0,4399,4012,78,46,48,160,4,4617,4348,116,56,113,85,0,6,86,5,0,53,4735,4445,156,67,85,92,1,3395,3294,23,13,22,43,3,0,0,3580,3455,74,0,40,18,0,0,25,4,0,0,0,3524,3240,55,31,29,120,4,3524,3240,55,18,17,11,2,161,3670,3465,80,0,99,28,0,0,0,0,0,3795,3590,104,4,75,28,0,4,65,4,0,3763,3667,32,0,40,18,0,0,40,0,0,2215,1470,702,2059,1135,655,2044,1204,718,2067,926,1083,1968,1281,598,2001,1053,825,1742,0,464,1755,695,995,1702,1166,495,1722,0,664,2182,1213,858,2472,1554,834,2454,636,1727,2344,1467,757,2141,0,0,2440,1412,950,2346,1348,778,2334,1281,831,2536,1529,915,2503,1518,864,2513,468,1937,2414,1327,969,2377,1321,1052,2452,1151,1207,2464,1521,935,2399,1341,1055,2407,1386,795
61,ORA-3,4082,3931,59,30,22,41,2,0,0,4226,4108,29,12,14,67,0,0,0,4201,3893,68,30,28,123,4,4093,3979,32,6,22,48,1,6,2,0,0,73,4118,4009,9,40,13,42,1,3219,3131,28,13,15,32,1,0,0,3436,3370,14,10,15,30,0,10,0,0,0,0,0,3405,3171,54,13,15,103,0,3405,3171,54,8,10,12,0,131,3206,3140,19,4,34,15,0,0,0,0,0,3243,3177,4,20,8,29,0,4,4,4,0,3244,3132,36,33,17,23,0,20,9,6,0,2013,1144,821,1956,830,824,1964,893,979,1973,503,1434,1881,1106,710,1925,718,1173,1609,0,635,1615,357,1182,1578,971,565,1600,0,905,2041,901,1035,2297,1129,1062,2298,339,1840,2191,1245,856,1995,0,0,2248,737,1441,2190,1087,937,2172,1108,916,2339,1066,1151,2315,1066,1125,2340,240,1988,2225,856,1263,2203,967,1227,2281,662,1541,2221,937,1275,2237,995,1236,2239,1010,1021
62,ORA-CAL,4411,4258,35,22,27,60,7,0,0,4300,4050,52,29,47,90,28,0,0,4476,4105,59,39,56,144,6,4056,3852,59,12,47,65,22,6,2,0,22,97,4163,3894,35,12,84,106,0,3435,3332,25,12,16,47,4,0,0,3345,3195,49,12,25,43,10,8,10,20,10,20,0,3577,3325,41,24,28,94,5,3577,3325,41,18,24,16,0,142,3275,3160,54,12,19,28,4,0,0,0,0,3415,3270,34,14,39,60,0,14,24,0,0,3464,3260,87,8,32,52,0,8,16,4,0,2150,1197,884,2121,913,911,2119,1038,970,2148,715,1367,2017,1104,838,2086,815,1068,1691,0,650,1693,520,1082,1657,926,681,1681,0,842,2133,970,1054,2409,1203,1118,2370,451,1796,2292,1270,924,2059,0,0,2367,1140,1155,2288,1092,1000,2274,1123,980,2505,1191,1213,2475,1236,1123,2475,386,1966,2385,997,1257,2350,1070,1277,2424,880,1464,2411,1194,1214,2382,1075,1305,2362,1090,1026
63,ORA-WAS-ADD,8305,8012,79,64,68,79,2,0,0,8060,7754,88,66,80,52,0,0,0,8204,7493,156,120,91,234,7,8343,8065,59,75,22,44,0,21,8,19,0,143,8620,8231,60,126,24,99,0,6697,6507,55,33,44,57,2,0,0,6749,6501,68,55,78,44,0,35,4,19,0,0,0,6748,6219,117,72,59,182,5,6748,6219,117,44,38,28,3,273,6868,6667,46,74,28,47,0,0,0,0,0,7013,6758,52,98,20,73,0,10,12,28,0,7019,6686,113,54,27,89,0,0,27,17,0,4264,2824,1321,4119,2095,1332,4126,2295,1597,4147,1638,2388,3974,2467,1315,4048,2027,1923,3641,0,1074,3641,1262,2201,3570,2361,1072,3618,0,1542,4277,2345,1704,4757,3042,1532,4731,1152,3409,4528,2986,1333,4198,0,0,4691,2225,2267,4564,2762,1374,4528,2640,1475,4959,3083,1647,4911,3026,1626,4908,998,3707,4692,2566,1866,4660,2686,1964,4780,2072,2509,4697,2692,1998,4703,2742,1959,4748,2874,1500
64,ORL-1,4615,4480,34,34,33,39,1,0,0,4335,4120,80,14,92,8,0,0,0,4579,4280,74,49,33,112,5,4256,4043,72,2,129,10,0,0,41,0,0,100,4566,4442,42,67,5,8,0,3593,3515,20,12,17,31,1,0,0,3314,3169,40,30,65,4,0,20,55,0,0,0,0,3713,3496,48,28,18,94,4,3713,3496,48,13,7,14,0,131,3230,3125,24,4,60,10,0,0,0,0,0,3665,3545,39,69,4,10,0,54,0,0,0,3746,3586,20,77,46,17,0,69,42,0,0,2310,1391,869,2182,885,1004,2180,1073,980,2184,527,1591,2097,1161,872,2139,814,1284,1776,0,735,1800,483,1251,1743,1038,652,1791,0,979,2250,981,1156,2515,1167,1280,2471,414,1924,2368,1305,976,2150,0,0,2432,846,1508,2378,1120,1043,2348,1039,1119,2678,1154,1445,2615,1163,1331,2637,265,2257,2523,993,1438,2488,1059,1429,2592,662,1877,2505,960,1545,2523,1067,1456,2509,1020,1047
65,ORL-2,4590,4291,83,90,41,92,12,0,0,4277,3974,75,89,0,132,8,0,0,4455,4012,76,108,67,178,5,4244,3963,76,68,0,135,7,44,0,21,7,133,4431,4177,47,68,0,93,5,3682,3457,61,69,28,75,8,0,0,3486,3221,75,50,0,139,10,25,0,14,10,0,0,3679,3350,68,60,51,137,4,3679,3350,68,29,30,37,0,152,3505,3275,75,55,0,84,4,0,0,0,0,3765,3605,50,45,0,56,4,35,0,8,4,3792,3555,14,78,6,139,0,78,6,65,0,1715,1088,593,1543,721,614,1533,797,634,1539,489,970,1496,892,550,1508,664,808,1280,0,472,1290,389,847,1276,761,464,1287,0,648,1616,800,735,1842,1033,757,1805,379,1309,1757,1055,623,1604,0,0,1790,707,1005,1752,914,653,1751,893,692,1925,1037,814,1877,1056,723,1884,276,1501,1833,920,805,1800,946,853,1860,654,1156,1815,912,901,1811,947,863,1833,941,567
66,ORL-3,4147,3989,36,46,28,69,2,0,0,4008,3787,18,56,41,112,0,0,0,4271,3916,63,41,41,185,4,3855,3609,56,112,11,70,0,51,4,25,0,110,4322,4028,126,69,36,50,0,3268,3166,18,18,22,50,2,0,0,3184,3019,8,23,29,108,0,19,4,29,0,4,0,3385,3150,22,26,22,144,3,3385,3150,22,12,6,33,0,159,3050,2925,38,16,8,77,0,0,0,0,0,3395,3225,85,16,25,56,0,12,10,33,0,3401,3216,150,6,16,13,0,6,5,5,0,1921,1189,678,1676,751,711,1670,859,721,1685,470,1152,1605,866,688,1643,650,959,1385,0,528,1391,415,920,1360,825,499,1384,0,699,1750,824,842,2026,1031,937,1980,380,1463,1898,1129,709,1760,0,0,1949,714,1167,1903,978,758,1896,935,804,2128,1044,1018,2088,1068,923,2102,302,1705,2001,868,1024,1982,914,1067,2070,543,1475,1995,884,1110,2004,939,1065,2012,921,776
67,ORL-4,4031,3874,56,48,22,41,1,0,0,3855,3688,87,47,14,24,3,0,0,4244,3941,90,59,38,82,9,3784,3606,90,24,22,23,3,8,2,0,0,73,3917,3594,105,59,55,110,2,3227,3131,40,12,14,31,1,0,0,3075,2965,60,18,8,24,0,4,4,0,0,4,0,3454,3245,65,38,26,54,4,3454,3245,65,13,16,6,0,101,2995,2880,69,12,16,28,0,0,0,0,0,3000,2845,74,16,16,61,0,12,8,8,0,3049,2882,75,40,5,47,0,20,5,6,0,2304,1591,643,2148,1203,625,2135,1273,734,2156,723,1314,2047,1300,663,2107,1056,988,1830,0,503,1847,787,997,1788,1263,462,1831,0,735,2208,1276,816,2471,1610,770,2441,645,1684,2314,1571,620,2146,0,0,2383,1240,1054,2315,1427,658,2304,1387,714,2528,1563,842,2493,1563,812,2510,466,1909,2381,1383,902,2366,1444,921,2446,932,1447,2378,1391,984,2394,1468,924,2421,1472,702
68,ORL-LAM,8764,8478,77,45,41,115,4,0,0,9674,9271,132,104,38,130,0,0,0,8891,8224,135,58,68,312,3,9816,9358,116,110,17,165,0,94,4,90,0,140,9058,8420,142,132,157,146,0,6742,6566,46,20,18,90,3,0,0,7605,7395,39,52,22,91,0,48,12,53,0,0,0,7071,6588,84,32,50,243,3,7071,6588,84,22,43,70,0,244,7695,7490,36,74,4,104,0,0,0,0,0,7195,6855,68,56,101,120,0,33,79,41,0,7038,6806,97,41,45,49,0,13,39,4,0,3899,2398,1394,3955,1480,1864,3917,1856,1815,3961,966,2867,3778,2158,1501,3847,1544,2241,3082,0,1309,3092,832,2135,3048,1694,1224,3082,0,1740,4019,1703,2093,4576,2051,2379,4512,806,3386,4335,2299,1875,3943,0,0,4447,1494,2768,4330,1948,1986,4299,1891,2059,4841,1959,2703,4746,2074,2443,4742,460,4034,4576,1704,2684,4528,1758,2764,4696,1248,3356,4575,1694,2877,4579,1816,2756,4542,1725,2080
