ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_LTG_Total,E_16_LTG_Dem,E_16_LTG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_LTG_Total,E_20_LTG_Dem,E_20_LTG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_GOV_Total,E_24_GOV_Dem,E_24_GOV_Rep,E_24_AG_Total,E_24_AG_Dem,E_24_AG_Rep,E_24_AUD_Total,E_24_AUD_Dem,E_24_AUD_Rep,E_24_LTG_Total,E_24_LTG_Dem,E_24_LTG_Rep,E_24_SOS_Total,E_24_SOS_Dem,E_24_SOS_Rep,E_24_TREAS_Total,E_24_TREAS_Dem,E_24_TREAS_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,CHI-6,3843,3687,47,43,51,21,1,0,0,4077,3795,58,61,160,5,0,0,0,4261,3869,92,61,123,77,2,4657,4350,62,6,242,2,0,3,175,0,0,71,4655,4219,88,34,240,47,0,2973,2874,27,23,31,18,1,0,0,3196,3049,18,38,89,1,0,38,64,0,0,1,0,3450,3185,63,38,78,50,1,3450,3185,63,25,61,6,0,84,3599,3385,12,2,186,3,0,0,0,0,0,3660,3356,45,7,205,48,0,7,195,0,0,3604,3237,73,24,169,58,0,21,181,0,0,2512,1884,601,2619,1930,445,2635,1972,589,2635,1509,1088,2515,2008,466,2544,1547,945,2350,0,466,2390,1098,1240,2321,1905,376,2367,0,754,2712,1909,723,2974,2463,453,2947,902,2008,2797,2327,389,2561,0,0,2896,1845,951,2806,2224,430,2764,2025,567,3012,2485,439,2970,2348,540,2961,769,2123,2812,2161,579,2798,2177,618,2847,1706,1033,2817,2187,628,2846,2257,587,2890,2327,437
24,CHI-7,3975,3784,61,39,71,24,1,0,0,4240,3985,186,31,17,69,0,0,0,4250,3784,99,81,132,90,12,3750,3514,102,47,49,48,0,35,37,17,0,41,3911,3564,115,65,130,47,3,2991,2864,42,22,46,16,1,0,0,3179,3041,82,21,16,13,0,21,16,10,0,3,0,3332,3021,63,50,81,66,10,3332,3021,63,28,63,7,7,131,2891,2730,53,36,59,24,0,0,0,0,0,2940,2729,79,29,85,19,0,11,60,0,0,3055,2762,103,81,66,31,4,30,54,0,4,2460,1701,737,2525,1660,606,2520,1706,738,2509,1165,1296,2430,1844,535,2455,1293,1131,2169,0,554,2204,837,1325,2161,1690,431,2186,0,848,2610,1662,866,2898,2205,631,2858,692,2116,2718,2101,546,2478,0,0,2797,1572,1155,2701,1990,577,2657,1722,762,3018,2291,629,2953,2085,760,2964,632,2282,2827,1943,811,2742,1926,806,2822,1455,1277,2766,1900,860,2833,2023,807,2856,2108,604
25,CHI-8,3307,2982,53,52,202,12,3,0,0,3601,3165,16,21,377,0,0,0,0,4230,3510,121,78,403,61,6,3824,3382,35,38,346,0,0,35,289,0,0,70,3968,3281,107,70,417,23,11,2526,2305,38,30,134,11,1,0,0,2608,2394,15,0,203,0,0,0,190,0,0,0,0,3224,2738,71,52,288,48,5,3224,2738,71,38,257,4,1,104,2731,2471,24,8,208,0,0,0,0,0,0,2779,2465,66,18,212,13,0,18,191,0,0,2872,2402,113,16,319,24,0,16,300,0,0,2085,1417,640,2249,1519,512,2231,1549,626,2238,1054,1149,2147,1659,461,2176,1163,987,2038,0,503,2060,802,1219,2019,1620,370,2025,0,744,2468,1593,806,2854,2203,580,2825,636,2152,2686,2148,478,2413,0,0,2752,1595,1082,2652,1973,538,2605,1704,702,3011,2320,601,2929,2055,771,2974,553,2363,2774,1874,836,2699,1870,821,2827,1438,1319,2742,1878,860,2790,1950,833,2826,2100,608
26,CHI-9,3459,3056,61,75,247,23,6,0,0,3586,3033,306,130,94,27,0,0,0,4009,3376,141,148,257,58,8,3176,2723,190,34,192,36,0,34,128,36,0,64,3023,2516,113,38,271,21,47,2767,2487,44,46,172,18,4,0,0,2774,2501,116,78,58,27,0,78,56,27,0,0,0,3297,2857,93,89,195,48,6,3297,2857,93,74,168,6,3,85,2617,2333,142,33,88,35,0,0,0,0,0,2397,2209,98,30,32,20,20,31,24,0,20,2520,2328,5,19,130,30,13,19,125,0,13,1840,1288,529,2142,1487,440,2133,1505,544,2140,1118,982,2051,1624,391,2070,1207,827,1975,0,420,1991,871,1059,1938,1584,316,1962,0,639,2265,1520,663,2525,1978,466,2498,695,1739,2364,1918,371,2134,0,0,2419,1463,862,2342,1753,424,2304,1541,558,2487,1982,428,2434,1858,471,2430,686,1673,2283,1712,499,2242,1717,520,2326,1414,827,2264,1693,567,2292,1734,552,2356,1839,404
27,CHI-10,4146,3734,83,128,173,37,0,0,0,3853,3459,150,77,133,59,0,0,0,4170,3343,151,222,322,98,5,4014,3135,184,445,179,147,0,359,90,0,0,246,4332,3472,144,284,319,267,3,3367,3103,62,66,121,23,0,0,0,3064,2884,31,18,73,33,0,18,71,8,0,28,0,3464,2859,109,135,241,77,2,3464,2859,109,113,220,3,1,139,2932,2631,90,0,69,125,0,0,0,0,0,3374,2952,105,55,134,159,0,0,134,0,0,3168,2754,141,105,66,165,0,41,66,0,0,2235,1514,681,2139,1359,503,2118,1386,601,2131,1069,1010,2051,1581,420,2065,1188,839,1848,0,408,1860,812,986,1822,1446,337,1851,0,617,2238,1454,682,2507,1887,552,2466,787,1620,2383,1864,429,2134,0,0,2428,1409,888,2359,1688,474,2324,1484,591,2554,1882,567,2500,1806,556,2501,677,1720,2391,1656,633,2360,1698,651,2438,1413,918,2359,1666,685,2387,1720,661,2438,1761,498
28,CHI-11,3248,2828,67,102,214,38,4,0,0,4205,3604,92,48,339,129,0,0,0,4066,3242,163,239,343,68,5,4393,3740,30,38,435,159,0,25,368,55,0,173,4832,3650,98,298,685,125,5,2813,2518,50,68,154,26,1,0,0,3573,3106,35,43,253,130,0,23,225,65,0,7,0,3550,2921,128,164,265,57,4,3550,2921,128,137,229,5,1,121,3890,3393,10,28,312,135,0,0,0,0,0,3945,3344,67,93,311,80,4,66,287,20,4,4119,3421,186,61,337,80,0,55,251,51,0,1654,1227,406,1795,1301,305,1786,1314,378,1797,1082,679,1708,1394,268,1732,1156,537,1691,0,285,1688,873,757,1656,1371,237,1672,0,446,1997,1414,502,2301,1874,367,2270,814,1402,2144,1775,285,1985,0,0,2215,1424,677,2147,1647,318,2128,1473,434,2161,1774,323,2119,1702,337,2101,704,1331,1987,1492,407,1968,1551,413,2021,1319,607,1989,1542,445,1998,1575,415,2041,1646,291
29,CHI-12,4533,4022,82,115,298,29,6,0,0,4691,4196,153,73,241,37,0,0,0,4627,3938,124,138,322,68,9,4687,4064,171,114,217,136,0,50,184,0,0,218,4826,4108,166,107,392,108,0,3646,3302,57,70,208,18,4,0,0,3628,3364,100,35,97,30,0,20,96,0,0,0,0,3795,3297,80,88,238,46,2,3795,3297,80,69,210,2,1,122,3672,3415,92,45,115,25,0,0,0,0,0,3662,3256,89,65,225,30,0,65,213,20,0,3722,3324,67,36,265,26,0,26,244,20,0,2483,1807,648,2582,1899,433,2577,1938,560,2588,1478,1076,2495,2056,388,2508,1546,919,2294,0,421,2331,1146,1126,2268,1934,292,2295,0,675,2714,1937,697,3031,2513,443,2993,966,1981,2848,2419,361,2635,0,0,2929,1916,913,2848,2284,404,2781,2001,580,2973,2442,431,2916,2285,534,2884,845,1968,2753,2115,573,2706,2109,591,2781,1712,966,2713,2122,588,2764,2166,592,2816,2266,443
30,CHI-13,7906,7026,213,355,247,114,12,0,0,7350,6433,135,174,512,93,2,0,0,7982,6647,291,472,377,125,6,7127,6427,127,331,174,96,0,179,132,35,0,203,7688,7225,95,169,139,7,0,6597,6012,145,197,174,85,10,0,0,5937,5456,104,88,217,50,2,71,189,25,2,10,0,6608,5713,196,284,272,89,2,6608,5713,196,212,201,10,0,242,5780,5367,75,195,74,47,0,0,0,0,0,6363,6056,84,114,120,6,0,53,21,0,0,6087,5761,76,61,185,2,0,42,88,0,0,4017,3412,537,4514,3596,422,4438,3624,552,4448,3166,1150,4249,3691,421,4298,3231,946,4187,0,395,4198,2695,1361,4064,3633,295,4109,0,663,4570,3599,765,4910,4372,403,4791,2222,2475,4599,3990,347,4262,0,0,4691,3521,861,4580,3740,387,4511,3546,502,4852,4255,382,4718,4137,416,4661,1980,2532,4463,3699,583,4366,3816,538,4401,3072,1086,4406,3827,570,4458,3878,576,4619,4035,373
31,CHI-14,7474,6646,217,261,291,70,9,0,0,7801,6783,259,370,393,54,9,0,0,8185,7034,317,256,496,61,7,8555,7420,270,303,535,62,6,149,427,0,6,277,8015,7002,228,198,576,37,0,6878,6189,199,196,247,57,9,0,0,7384,6690,235,240,177,29,11,177,108,4,11,4,0,7956,6853,302,238,479,51,6,7956,6853,302,175,352,9,0,241,7921,7214,257,204,199,32,4,0,0,0,0,7494,6830,230,169,253,18,0,107,97,0,0,7805,6939,242,268,363,15,0,147,112,0,0,3424,2987,377,2465,2035,171,2382,1949,235,2385,1810,490,2221,1905,208,2295,1815,397,2678,0,171,2681,1909,628,2598,2304,166,2615,0,296,2651,2148,354,2934,2638,197,2830,1552,1178,2641,2211,175,2478,0,0,2748,2064,367,2659,2083,179,2624,2000,258,1780,1549,111,1712,1479,122,1659,894,658,1563,1285,157,1540,1374,160,1571,1186,264,1553,1392,159,1569,1401,165,1635,1408,120
32,CHI-15,7656,6676,251,335,354,75,11,0,0,8171,6978,268,575,377,40,0,0,0,8172,6727,355,411,521,99,4,8450,6805,291,815,571,29,0,746,179,0,0,412,9034,7682,318,520,551,31,0,7133,6327,226,236,298,63,11,0,0,7068,6441,266,247,72,20,0,237,32,4,0,14,0,7471,6308,305,265,442,87,3,7471,6308,305,208,327,8,0,282,7081,6185,279,326,257,14,0,0,0,0,0,8095,7256,316,200,313,4,0,200,90,0,0,7679,6793,307,182,340,17,0,128,152,0,0,3182,2823,296,2144,1771,136,2059,1698,177,2072,1614,380,1911,1655,161,1984,1606,301,2415,0,129,2404,1758,514,2323,2055,135,2349,0,233,2471,1999,324,2847,2579,181,2765,1522,1144,2587,2143,162,2443,0,0,2674,2003,338,2594,2022,169,2575,1930,245,3060,2705,182,2989,2672,177,2925,1574,1183,2794,2364,268,2731,2460,266,2798,2153,459,2731,2449,278,2770,2461,307,2885,2568,177
33,CHI-16,7528,6268,223,510,448,112,12,0,0,7707,5800,235,940,683,106,12,0,0,8044,5860,336,803,782,248,7,6812,5371,340,604,466,57,27,513,386,0,1,204,7756,6094,397,666,518,51,26,6592,5710,175,299,324,90,10,0,0,6324,5371,178,454,240,66,1,419,206,8,1,13,0,7036,5419,283,511,584,198,5,7036,5419,283,400,513,16,0,364,5880,5038,258,265,261,31,0,0,0,0,0,6734,5734,313,403,236,31,0,373,168,4,0,6754,5579,261,589,250,58,0,530,161,5,0,3714,3233,393,3285,2537,247,3178,2559,278,3208,2448,602,2992,2541,252,3123,2601,420,3171,0,195,3181,2331,686,3077,2705,190,3127,0,317,3491,2799,445,3899,3466,298,3809,2292,1400,3582,2964,244,3393,0,0,3712,2746,514,3608,2752,252,3569,2634,317,3545,3002,314,3466,3032,241,3393,1859,1319,3254,2642,378,3162,2772,383,3270,2457,545,3198,2800,390,3184,2775,398,3374,2907,242
34,CHI-17,3596,3067,84,211,206,44,4,0,0,3702,2968,133,252,299,71,2,0,0,4045,3271,139,237,283,105,5,4246,3162,230,289,465,39,0,238,403,0,0,209,4452,3674,196,237,262,21,0,2949,2605,59,109,144,36,4,0,0,2987,2608,64,158,84,61,0,149,77,2,0,2,0,3388,2824,97,162,211,82,5,3388,2824,97,121,176,11,1,145,3226,2700,133,218,133,38,0,0,0,0,0,3453,3056,113,122,149,8,0,98,108,0,0,3799,3329,125,125,209,8,0,86,153,0,0,2052,1602,409,2095,1557,251,2059,1595,310,2072,1432,579,1968,1652,232,2019,1493,466,2040,0,221,2044,1304,680,1979,1705,187,2020,0,375,2317,1758,435,2628,2258,278,2593,1268,1286,2465,2051,241,2324,0,0,2533,1784,559,2472,1950,278,2441,1810,349,2682,2230,326,2638,2230,316,2599,1095,1400,2518,1974,412,2456,2048,405,2506,1702,654,2487,2061,421,2524,2098,423,2593,2171,291
35,CHI-18,8257,7344,156,361,358,68,11,0,0,7692,6208,286,611,538,85,9,0,0,8315,6696,221,599,590,192,13,7455,6053,345,408,657,26,9,285,507,4,0,261,7701,6690,223,524,248,44,0,6539,5987,97,176,240,55,6,0,0,5740,5089,192,184,191,87,0,136,172,4,0,0,0,6687,5657,161,293,414,137,7,6687,5657,161,235,366,14,1,221,5782,5101,295,146,218,28,0,0,0,0,0,6466,5748,183,243,239,28,0,172,143,4,0,6454,5621,159,146,416,75,0,80,266,0,0,4349,3200,1074,4434,3023,855,4404,3219,988,4428,2476,1827,4271,3497,648,4317,2695,1525,3955,0,702,3991,1951,1924,3902,3252,544,3948,0,1191,4575,3173,1203,5000,3925,936,4933,1744,3065,4762,3861,683,4420,0,0,4846,3073,1538,4739,3605,748,4673,3237,924,4748,3673,908,4650,3656,846,4615,1384,3072,4398,3188,1017,4339,3347,988,4483,2670,1577,4337,3256,1077,4383,3376,1003,4495,3524,723
36,CHI-19,8055,7654,115,95,132,70,8,0,0,7823,7149,224,217,167,19,0,0,0,8707,7667,202,221,338,215,8,7916,7248,287,144,167,13,0,127,77,0,0,102,8375,7425,309,380,209,208,0,6275,5998,75,60,93,51,4,0,0,6145,5814,191,82,52,20,0,82,32,20,0,0,0,7003,6302,133,145,209,168,8,7003,6302,133,106,180,5,5,264,6260,5883,212,73,49,35,0,0,0,0,0,6487,5986,239,133,75,58,0,95,65,1,0,6812,6320,199,111,98,66,0,61,76,11,0,4486,2819,1611,4469,2554,1437,4513,2803,1529,4528,1831,2577,4330,3181,1031,4387,2129,2194,3884,0,1246,3900,1291,2498,3828,2764,970,3874,0,1793,4826,2757,1893,5496,3643,1688,5441,1171,4165,5194,3732,1295,4730,0,0,5330,2577,2595,5162,3450,1375,5102,2854,1743,5444,3638,1601,5331,3494,1657,5365,1015,4211,5081,3110,1805,5013,3171,1833,5204,2551,2494,5029,3072,1955,5077,3274,1795,5114,3367,1436
37,CHI-20,9048,8335,156,218,307,54,11,0,0,9486,8643,254,290,274,47,4,0,0,8817,7560,244,365,392,171,10,9356,8237,250,227,519,131,0,162,243,1,0,433,9187,7937,247,319,589,69,0,7571,7002,127,147,257,44,8,0,0,7719,7148,235,115,171,44,4,111,163,0,4,0,0,7315,6361,209,246,297,136,10,7315,6361,209,200,246,20,7,251,7613,6989,230,96,207,97,0,0,0,0,0,7296,6596,222,161,243,54,0,150,168,3,0,7111,6331,286,246,197,61,0,219,112,0,0,3540,2402,1082,3294,1929,988,3317,2134,1027,3322,1353,1901,3207,2347,768,3226,1609,1564,2751,0,766,2781,993,1690,2724,2023,642,2761,0,1236,3554,2093,1312,4098,2808,1164,4058,928,3022,3890,2829,908,3558,0,0,3982,1991,1852,3896,2610,980,3816,2164,1212,4168,2766,1263,4085,2702,1238,4102,820,3143,3910,2384,1387,3851,2454,1390,3975,2000,1833,3879,2411,1460,3905,2511,1388,3917,2575,1058
38,CHI-21,7231,5894,161,605,502,102,7,0,0,7184,5411,197,216,1222,79,14,0,0,7997,5633,247,873,992,223,15,7304,5972,149,292,837,33,12,250,832,17,0,63,8106,6469,220,410,934,60,14,5932,5065,112,322,370,79,7,0,0,5256,4583,149,53,414,64,0,49,400,19,0,0,0,6749,5075,186,503,768,183,11,6749,5075,186,413,695,19,3,331,5622,5158,118,94,214,29,0,0,0,0,0,6372,5588,159,240,320,59,0,240,320,0,0,6842,5742,145,251,634,69,0,251,582,9,0,2856,2138,669,3068,2105,536,3006,2180,606,3034,1885,1057,2878,2309,446,2935,1999,859,2797,0,383,2812,1637,1062,2732,2296,343,2764,0,661,3281,2342,754,3701,3005,585,3623,1575,1947,3486,2763,454,3206,0,0,3560,2303,918,3491,2603,476,3453,2352,595,3596,2839,571,3545,2905,476,3498,1448,1866,3378,2578,598,3320,2688,624,3371,2267,880,3345,2676,662,3398,2799,593,3429,2756,433
39,CHI-22,8225,7427,165,196,390,66,4,0,0,9632,7873,242,220,1326,6,0,0,0,9133,7582,231,316,789,165,9,9558,7586,249,168,1638,9,0,120,1088,0,0,517,9328,7335,180,385,1389,20,0,6300,5817,107,93,254,36,2,0,0,6845,6254,164,110,308,0,0,95,279,0,0,4,0,7319,6200,170,224,555,122,6,7319,6200,170,156,503,3,3,264,6681,6202,141,55,322,7,0,0,0,0,0,6842,6067,102,115,501,7,0,85,433,0,0,7221,6376,158,253,401,10,0,205,359,0,0,4308,2866,1392,4588,2771,1206,4572,2987,1426,4594,2049,2456,4412,3216,1101,4476,2313,2090,4055,0,1021,4064,1675,2263,3981,3012,874,4009,0,1574,4835,2981,1655,5413,3950,1277,5335,1313,3885,5107,3844,1103,4692,0,0,5229,2888,2137,5072,3552,1169,5030,2922,1327,5404,3889,1342,5314,3759,1336,5292,1335,3795,5016,3295,1514,4937,3431,1497,5087,2775,2128,4966,3336,1624,5031,3484,1541,5085,3595,1149
40,CHI-23,7319,6753,121,142,270,39,4,0,0,7780,6764,161,379,351,230,13,0,0,8687,7408,264,290,498,159,11,8243,7502,73,264,175,192,12,217,66,11,0,265,8698,7589,177,320,499,90,0,5542,5187,75,79,175,29,3,0,0,5736,5305,73,143,128,67,0,119,124,22,0,37,0,6881,6013,170,171,355,119,10,6881,6013,170,137,325,16,4,194,6376,5896,67,243,48,71,0,0,0,0,0,6699,5894,132,305,336,26,0,276,339,0,0,6843,5620,265,409,514,18,0,408,471,0,0,4206,2699,1456,4217,2535,1130,4209,2754,1319,4225,1807,2341,4075,2989,999,4137,2118,1946,3626,0,1021,3663,1297,2262,3575,2658,846,3621,0,1551,4560,2737,1647,5221,3688,1376,5185,1175,3896,4942,3651,1143,4534,0,0,5052,2612,2263,4934,3367,1245,4865,2734,1425,5126,3596,1332,5042,3456,1377,5048,1050,3825,4753,3052,1529,4694,3116,1573,4874,2509,2209,4407,3041,1365,4766,3169,1596,4822,3281,1219
41,CHI-24,4043,3767,49,62,142,20,6,0,0,4107,3778,45,106,131,46,0,0,0,4274,3749,82,106,207,82,5,3871,3557,53,91,131,26,0,69,69,10,0,112,4069,3638,20,42,350,8,0,2993,2830,30,32,85,15,3,0,0,3119,2936,33,62,68,13,0,56,42,8,0,8,0,3319,2983,49,56,139,63,5,3319,2983,49,36,94,9,0,135,2933,2757,47,47,58,10,0,0,0,0,0,3144,2974,21,10,153,0,0,9,113,0,0,3021,2834,23,11,182,0,0,12,167,0,0,2367,1518,812,2404,1447,694,2406,1541,783,2415,1008,1372,2328,1695,588,2360,1188,1141,2107,0,641,2113,757,1303,2077,1529,518,2098,0,913,2511,1483,939,2780,1935,762,2758,597,2093,2651,1928,651,2410,0,0,2709,1402,1232,2632,1783,701,2614,1442,811,2768,1893,782,2741,1795,859,2729,523,2146,2618,1599,951,2573,1623,945,2652,1266,1319,2596,1582,1009,2616,1683,929,2640,1735,780
42,CHI-25,4160,4017,32,39,40,42,1,0,0,4500,4398,53,13,36,0,0,0,0,4197,3877,62,68,58,96,4,4505,4311,52,30,107,3,0,15,2,0,0,123,4577,4215,113,57,120,69,0,3125,3040,18,19,22,36,1,0,0,3626,3556,39,4,20,0,0,0,0,0,0,0,0,3423,3191,46,31,43,81,4,3423,3191,46,15,16,4,2,139,3518,3410,33,14,75,5,0,0,0,0,0,3690,3465,57,16,85,50,0,4,0,0,0,3701,3414,78,15,126,38,0,1,13,0,0,2120,1329,760,2301,1159,796,2268,1330,852,2287,795,1432,2200,1495,651,2241,1009,1182,1995,0,661,2006,624,1315,1949,1323,558,1998,0,1144,2387,1279,1006,2639,1629,921,2615,532,2019,2498,1673,738,2209,0,0,2559,1145,1318,2465,1473,782,2462,1208,1017,2826,1666,1069,2783,1615,1068,2790,458,2236,2647,1380,1157,2614,1438,1170,2706,1152,1467,2636,1383,1246,2641,1455,1179,2653,1479,963
43,CHI-FRA,7818,7538,49,92,66,78,3,0,0,8291,7947,6,175,87,134,0,0,0,8116,7348,135,189,124,242,2,8174,7807,14,187,117,49,0,165,45,43,0,101,7876,7328,26,370,41,100,16,5838,5667,29,36,37,65,3,0,0,6322,6182,6,30,32,55,0,30,28,55,0,15,0,6356,5824,100,92,84,185,2,6356,5824,100,61,61,29,2,261,6321,6130,26,68,46,42,0,0,0,0,0,6036,5721,43,175,25,78,0,162,30,15,0,6471,5982,88,267,11,81,0,230,6,0,0,3702,2116,1528,3808,1694,1565,3763,2016,1609,3834,1109,2623,3701,2443,1160,3748,1458,2232,3322,0,1329,3369,822,2429,3287,2095,1116,3367,0,2324,4086,1957,1940,4647,2523,1965,4594,765,3658,4422,2766,1492,3931,0,0,4523,1682,2654,4404,2351,1607,4362,1778,2193,4590,2468,1959,4491,2450,1884,4527,641,3717,4308,2061,2071,4246,2190,2050,4409,1727,2563,4247,2037,2209,4325,2192,2109,4298,2248,1685
44,ESX-CAL,4334,4201,47,27,17,51,1,0,0,4158,3984,60,14,41,59,6,0,0,4112,3813,53,23,48,122,7,4242,4024,78,10,30,63,20,3,4,6,0,125,4137,3948,38,12,29,76,0,3472,3376,32,17,11,41,0,0,0,3319,3202,37,10,10,52,0,2,0,23,0,2,0,3329,3110,35,11,42,90,4,3329,3110,35,2,18,3,0,156,3371,3239,62,8,4,60,0,0,0,0,0,3332,3229,29,8,14,64,0,4,14,6,0,3211,3103,28,0,22,66,0,0,22,4,0,2125,1216,854,2060,765,996,2035,983,936,2060,568,1426,1972,925,982,2000,731,1201,1594,0,671,1626,440,1099,1569,802,723,1592,0,859,2026,869,1052,2315,1114,1132,2273,424,1723,2179,1108,944,1967,0,0,2247,836,1337,2167,989,969,2174,952,998,2386,1138,1155,2341,1122,1056,2341,312,1889,2248,955,1197,2215,969,1240,2281,759,1470,2230,975,1253,2238,988,1247,2240,1028,924
45,ESX-ORL,4902,4717,59,16,25,89,1,0,0,4403,4171,43,82,34,62,7,0,0,4609,4331,66,29,15,143,6,4394,4200,23,66,24,75,6,46,0,9,0,113,4546,4363,47,1,13,91,5,3935,3803,40,5,14,71,1,0,0,3544,3380,39,59,14,44,0,45,0,8,0,0,0,3806,3599,37,15,12,111,3,3806,3599,37,8,7,15,0,135,3632,3485,17,34,25,61,0,0,0,0,0,3741,3613,45,0,10,71,0,0,0,4,0,3875,3745,96,7,0,22,0,0,0,0,0,2436,1370,994,2227,820,1136,2199,991,1039,2212,559,1567,2101,1051,949,2151,784,1292,1797,0,802,1814,438,1277,1767,927,795,1781,0,1018,2231,899,1204,2567,1121,1366,2453,406,1878,2353,1186,1040,2138,0,0,2462,886,1478,2390,1017,1125,2375,986,1139,2682,1040,1487,2638,1130,1359,2644,308,2205,2549,952,1494,2496,984,1510,2605,672,1887,2527,967,1559,2546,1004,1541,2550,1010,1112
