ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_LTG_Total,E_18_LTG_Dem,E_18_LTG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_SEN_SPEC_Total,E_20_SEN_SPEC_Dem,E_20_SEN_SPEC_Rep,E_21_SEN_ROFF_Total,E_21_SEN_ROFF_Dem,E_21_SEN_ROFF_Rep,E_21_SEN_SPECROFF_Total,E_21_SEN_SPECROFF_Dem,E_21_SEN_SPECROFF_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_LTG_Total,E_22_LTG_Dem,E_22_LTG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
45,45,154706,100761,17872,23596,12376,1303,200,0,0,182398,107145,22910,34871,17412,1415,33,0,0,190692,100571,27963,37542,22833,3933,325,186575,105720,26930,35410,18686,1469,21,31517,16986,94,0,390,4940,194158,101062,31833,39144,21961,2391,212,109095,73899,11333,15427,8269,844,138,0,0,120313,79801,9641,21042,8832,705,0,20655,8354,218,312,0,140706,78049,18367,26149,16444,2789,197,140706,78049,18367,23726,15319,185,43,701,4316,123593,80438,10758,22627,8907,790,0,0,0,0,0,0,130098,77966,14021,26171,10838,975,0,25067,10171,244,0,132625,75928,14408,29221,11864,826,46,28043,11060,159,46,57646,17366,39711,60385,17083,43302,69705,22534,44332,66887,18865,44476,66966,24969,41127,65939,24488,41451,64831,24064,40767,74938,27188,45968,90638,36938,52302,90102,35344,52274,88534,35001,51177,79257,33046,46211,79263,33521,45742,75552,29085,44790,67768,28233,37639,68104,25506,42026,67734,26134,40373,67666,26022,39921,67603,24380,40942,67437,26543,40894,80297,32266,46664,97639,41439,55300,95584,38874,56710
46,46,155417,114030,8498,26268,6338,944,204,0,0,176554,123386,11071,33521,8183,728,445,0,0,190312,127961,15197,35180,8943,3495,246,181382,124567,11678,36374,7886,813,144,34330,6423,128,75,822,3363,188414,125128,13266,38214,9321,3258,461,118650,89729,5489,18289,4838,653,145,0,0,130204,97999,5103,22062,4189,487,38,21578,3590,148,395,0,146713,102559,10255,24793,6609,2618,144,146713,102559,10255,22941,5642,316,28,737,4235,133483,99308,5744,23891,3798,540,35,0,0,0,0,0,138966,101697,6582,24674,4299,1630,45,23934,3656,135,45,146242,101945,8808,28148,4872,2342,22,26670,4073,327,22,66067,24559,40664,64807,22348,42459,74122,26700,44357,71876,22431,45965,73422,28284,44353,72084,27607,44477,71103,27200,43903,79296,29610,48029,92995,37354,54250,92495,35486,54756,91628,35523,54059,83683,33757,49926,83653,34201,49452,81521,30801,49080,76622,30298,44428,77047,27169,49307,76481,27801,47429,76403,27936,46694,76371,25704,48300,76248,27955,48293,86311,33162,51853,102710,40819,61044,101529,37915,63614
47,47,164715,112793,15992,31172,4353,1176,187,0,0,180241,120786,19302,34932,4326,983,267,0,0,190607,123258,21390,35538,6442,4139,273,180605,120248,19896,33613,5325,1315,163,31675,3872,99,52,792,3962,190414,126248,21332,34805,5967,2304,447,124727,89709,9772,21635,3232,840,126,0,0,130682,96825,5864,25080,2071,677,79,24547,1578,144,105,0,146599,98893,14032,25543,4974,3043,203,146599,98893,14032,23947,4085,256,63,737,4586,132189,97075,7139,24431,2763,781,54,0,0,0,0,0,139752,101926,7937,25486,3089,1132,45,24441,2491,76,45,145802,104500,9372,26674,3936,1289,0,25275,3405,46,0,63171,26969,35344,60594,23764,36830,68702,26175,40085,66158,22826,40164,67612,27048,39832,66224,26798,39426,64935,26009,38926,73872,28658,43728,88288,35419,51571,87610,34018,51244,87043,34136,50891,77768,32317,45451,77787,32659,45128,76919,29701,45741,72545,29003,41850,72904,26539,45786,72348,27065,44066,72250,26976,43610,72089,25324,44293,72140,27202,44938,82647,31954,49465,102232,39576,61953,100311,37003,63308
48,48,155632,101532,10287,12990,30707,769,154,0,0,183551,103657,13407,17254,49214,1139,291,0,0,190123,93177,14418,18879,61264,2224,267,186048,105026,13004,16235,52016,909,189,13530,48644,242,0,997,4604,187398,98591,12949,17296,56863,1457,142,105023,70502,6342,8094,19882,486,92,0,0,108148,73488,6227,9372,18347,567,0,9074,17675,227,238,0,136995,71575,9584,12968,41142,1502,180,136995,71575,9584,11311,39800,152,53,643,3877,111640,76039,6090,9376,19400,507,0,0,0,0,0,0,115051,73866,6358,10921,23287,522,0,10165,22623,95,0,116882,69618,7292,11103,28137,426,9,10101,27340,88,9,66685,21362,44825,65841,18793,47048,76114,29247,43729,73632,22223,47939,72451,31165,40295,71370,29945,41425,70604,29695,40909,81231,33740,45712,97431,46522,49680,96710,43343,51240,95268,42738,50006,88466,41446,47020,88410,42100,46310,81714,35888,44149,73363,34874,36453,73775,30246,42973,73277,31188,40949,73224,31463,40053,73294,27718,43406,73205,32273,40932,85427,38734,45316,98193,46273,50649,96231,41567,54664
49,49,167033,108493,41442,13168,3635,1516,279,0,0,185313,115566,49580,15153,4336,1360,283,0,0,189355,115222,49692,16099,5128,4840,203,188589,115913,51088,16091,4518,1428,154,13383,3552,275,7,510,3855,191563,115520,52680,16330,5013,1940,247,120917,85024,24136,8914,2435,1069,166,0,0,118984,92516,12887,10253,2367,766,8,9784,2047,198,228,0,144123,94600,31557,11475,3776,3570,128,144123,94600,31557,10266,3204,231,62,412,3791,121867,93775,14175,10657,2392,770,8,0,0,0,0,0,126035,94702,16748,10781,2690,895,4,10015,2220,58,4,132712,98082,18305,11732,3388,953,17,10844,2791,38,17,57053,13535,42847,57751,12134,45617,67167,15158,49793,64416,12697,48307,64551,16124,47666,63357,16178,47179,62305,15403,46902,71812,17588,52672,86491,23548,61671,85794,22043,61401,85539,21916,61743,75766,20596,55170,75735,20999,54736,74963,18427,55000,70275,18333,49842,70789,15514,54649,70337,16369,52770,70294,16289,52329,70157,14857,52639,70061,17154,52907,80141,20420,58438,97455,26820,70023,95730,24474,71256
50,50,179252,148986,16049,10685,2404,1652,240,0,0,185512,148957,20084,12219,2954,1495,297,0,0,189320,148825,20977,11726,3035,5199,252,187700,150768,20251,12605,3057,1623,550,9983,2479,280,3,279,3666,189856,149953,22572,12509,3263,1904,680,137137,117806,9304,7490,1604,1228,132,0,0,138175,120432,6508,8443,1446,1245,48,8117,1224,294,124,0,148799,121337,13060,8341,2219,3912,166,148799,121337,13060,7486,1842,350,49,351,4324,140416,122162,7100,8408,1366,1223,8,0,0,0,0,0,141891,123025,7414,8568,1493,1279,19,8092,1260,160,19,146410,126040,8177,8373,1787,1664,17,7584,1603,84,17,68971,15539,52294,64508,12204,52304,71542,11981,57748,67967,10714,54278,68214,11329,56275,66818,11948,54870,65819,11314,54505,74860,12643,61101,89483,16426,72111,88646,15386,71197,88039,15248,71141,77680,14505,63175,77651,14736,62915,78051,13078,63731,73373,12971,58574,73831,10566,62629,73333,11559,60639,73270,11455,60440,72934,10189,59806,73217,12053,61164,83118,14092,68031,101006,17882,82707,98855,16172,82683
51,51,169756,157997,7093,1878,1004,1981,184,0,0,183418,165742,9025,2772,1428,4803,245,0,0,190167,168764,10318,2835,1888,5920,168,187290,168585,9499,3126,1653,4822,187,2007,934,685,63,131,5385,191329,172547,10454,3349,1801,3604,447,133848,126143,4368,1200,693,1509,122,0,0,145377,136243,3218,1952,728,3084,54,1663,593,532,162,0,155571,140394,6745,1876,1408,4517,126,155571,140394,6745,1307,946,520,38,421,5200,149964,139360,4236,2055,864,3255,39,0,0,0,0,0,154003,143668,4956,1884,1006,2266,90,1477,700,287,90,160915,149181,5926,2009,1356,2266,79,1636,896,164,79,71410,15473,54684,69923,11969,57954,80509,12291,66085,76662,11041,61710,77835,12000,65020,76236,12945,63291,75159,12198,62961,85559,13555,70536,103158,17863,84142,102071,16727,82790,101553,16774,82953,92417,16260,76157,92394,16540,75854,91908,14904,75477,88737,15779,70653,89316,12576,75961,88642,13974,73350,88623,13885,73002,88178,12223,72133,88430,14160,74270,98364,16313,80794,119558,21096,97832,116066,18156,97910
52,52,179482,137669,14823,23974,2116,1626,274,0,0,185113,137914,17185,26031,2683,1808,82,0,0,190799,136991,19292,27096,2894,5244,204,187479,138369,18039,25600,2740,1728,180,21635,1798,205,62,1765,5609,190011,139447,19747,25788,3211,2538,295,133311,106030,8785,16275,1464,1182,166,0,0,133688,108513,5276,17685,1104,962,4,17197,972,231,148,0,146620,109583,12083,19120,2099,3957,121,146620,109583,12083,17714,1660,329,30,423,4798,136572,109982,6622,17623,1064,1150,29,0,0,0,0,0,139491,111488,7481,17863,1149,1234,101,16781,960,157,101,145024,113698,9794,18202,1583,1197,282,16826,1162,131,282,64615,18926,44696,63289,17024,46265,68808,16350,50363,65365,14202,48061,63552,16035,46827,62256,16342,45914,61904,15880,46024,71665,17760,52579,86423,22672,62608,85664,21760,61652,84953,22016,60861,73868,20115,53753,73881,20438,53443,73692,18117,54226,67456,17400,48324,67843,15079,52204,67357,15738,50493,67240,15668,50070,67100,14460,50174,66825,17614,49211,78159,19527,57533,94600,24323,69743,91943,23752,68191
53,53,188397,170015,5275,9479,2052,1717,247,0,0,189860,168444,7250,10165,2568,1596,111,0,0,190236,163183,7571,10924,2583,5358,301,190647,167866,7608,10928,2595,1811,153,8068,1932,289,53,518,4314,190820,166230,7623,11758,2633,1979,124,143574,131202,3147,6613,1429,1267,155,0,0,144644,132585,2481,7024,1157,1287,44,6516,1008,380,105,0,148201,129390,4781,7558,1814,4058,172,148201,129390,4781,6658,1466,378,93,330,5105,145403,132796,2771,7272,1255,1220,55,0,0,0,0,0,146939,132567,3693,7727,1555,1237,39,6783,1180,167,39,148655,132956,4292,6288,1755,3147,41,5573,1251,163,41,67832,17396,49347,61702,14828,46874,68807,12236,54384,63301,10997,49139,61452,11290,49474,60047,11591,48456,58774,11362,47412,69603,12903,55336,83994,16661,66147,82951,15991,64494,81587,15130,63904,70490,14468,56022,70474,14413,56061,70630,13125,56198,63328,12821,49027,63657,10263,52805,63145,11344,50802,63039,11160,50595,62840,9534,51203,62644,14931,47713,74816,14357,59414,92595,19081,73010,90647,23604,67043
54,54,189984,134901,44968,7077,2381,1899,309,0,0,193494,131125,51106,7829,2639,2850,301,0,0,192443,126457,51300,8128,2823,7288,165,193184,130399,51286,8050,2563,3267,222,5991,1993,196,25,139,3153,192706,127584,53134,8126,2959,5637,345,137027,104115,25987,4723,1601,1301,179,0,0,125483,103472,14665,5131,1015,1025,44,4822,945,317,191,0,143843,100668,32559,5450,1973,5146,111,143843,100668,32559,4422,1654,311,32,295,3902,127070,103467,16257,5294,909,967,24,0,0,0,0,0,129866,101953,20391,5234,1194,863,58,4676,1090,81,58,132886,102546,21828,5572,1665,926,179,4759,1238,32,179,53614,14717,38031,51490,12625,38865,58870,12545,44681,54160,10987,40659,53526,11493,41552,52106,11713,40393,50870,11082,39788,60083,13131,45970,72554,16830,54923,71628,16154,53657,70237,15433,52799,61960,14693,47267,61937,14704,47233,60655,12669,47030,54214,11371,41646,54511,9434,44628,53917,10170,42983,53825,10028,42739,53652,8952,42948,53425,13214,40211,64533,13621,50141,80797,17812,62615,78355,19965,58390
55,55,171465,49475,11302,104422,7491,1626,334,0,0,189271,44198,13262,124043,8618,1505,190,0,0,192235,40300,18046,122600,11965,3296,305,192332,43731,12282,126640,10110,1605,649,121780,8898,167,196,896,4388,202031,44024,14642,132761,11601,1945,749,124725,41206,7220,71347,5433,1091,219,0,0,134464,37714,5503,85989,4507,861,58,84978,4172,115,320,0,145915,34507,11832,90728,8755,2433,196,145915,34507,11832,86087,7842,275,47,837,4488,136762,37523,5873,87394,4970,1020,68,0,0,0,0,0,144494,37234,6794,93150,5995,941,111,92113,5758,138,111,142898,33951,8075,92535,7215,928,83,91314,6809,146,83,74266,50937,22826,78439,56324,22115,79852,58596,19203,76550,52053,21638,78883,60913,17378,77520,59528,17992,75507,57974,17533,83619,62830,19448,95068,73658,20396,94303,72001,20224,93773,72231,19721,88426,70165,18261,88420,70528,17892,81068,62022,17785,72587,57135,14227,72835,55528,16853,72212,55184,15884,72041,54961,15429,72208,53339,17489,71867,55934,15933,83304,64149,18057,93077,71396,20742,91700,70846,20854
56,56,166162,135374,10305,11090,8782,1033,182,0,0,181500,142684,13380,14248,11074,1394,219,0,0,191226,141310,16498,15455,13666,3457,225,183194,142025,14060,14769,11596,1384,412,11373,9311,179,32,941,5271,187767,142420,14511,15520,13102,1767,572,122759,102357,6600,7420,5854,708,113,0,0,128909,107823,6407,8871,4976,629,27,8011,4498,159,409,0,144448,110031,11058,10940,9296,2421,153,144448,110031,11058,9202,7953,172,40,915,5077,130729,108092,6851,9653,5490,681,8,0,0,0,0,0,134066,109598,7014,9793,6665,517,30,8998,6104,42,30,136715,109624,8212,10269,7265,721,97,9307,6572,58,97,96989,31501,64507,87558,24147,63411,95601,33024,57721,93939,25130,63612,90273,35016,53766,89016,33932,55084,88324,33746,54578,100485,37308,60457,117575,50508,64979,116813,46280,67533,115833,46579,66137,107738,44262,63476,107682,45335,62347,102524,40443,59453,95012,41048,50745,95654,35402,59318,94885,36596,56448,94806,36909,55148,94955,32535,59173,94556,36893,57663,106610,43620,60963,120036,51921,66756,114461,41958,72503
