ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,107719,20896,42803,43883,1037,2120,201,0,0,100952,20481,45129,35043,730,1613,284,0,0,90509,16180,41620,32097,837,3195,163,98869,21148,43705,33840,670,1669,292,30145,322,447,120,725,2258,89478,16907,40303,32065,610,1982,233,74507,16419,25985,31677,698,1409,118,0,0,57816,15316,15783,25680,321,759,105,24974,167,337,82,0,63938,12714,26659,23805,623,2261,110,63938,12714,26659,22035,292,219,10,236,1773,57505,16181,15871,24364,281,815,120,0,0,0,0,0,53592,13293,15639,23602,298,793,55,22474,129,262,55,53068,13834,16826,21526,198,822,4,20474,141,189,4,33465,30515,2572,30034,28126,1908,23340,20598,2237,17490,15287,1759,17514,15488,1586,17167,14868,1609,20812,18136,2185,25192,21597,3335,24857,20886,3086
2,2,88173,69817,10653,5824,1126,1298,85,0,0,85625,61257,14111,7671,2315,1194,46,0,0,93168,61982,17437,9472,1910,2890,123,85032,60923,13746,7400,2579,1113,39,6038,1440,262,0,295,2329,91940,61378,18005,9967,2281,1710,7,67675,55942,6495,3796,793,898,48,0,0,62557,49470,6964,4245,944,815,0,4141,657,227,193,0,71913,50533,11427,6563,1409,2148,84,71913,50533,11427,5615,941,243,35,237,2882,62451,49583,6902,4216,924,607,0,0,0,0,0,0,66490,49387,9307,5990,1014,635,0,5586,708,109,0,64520,46746,9292,6548,942,824,189,5848,627,46,189,42133,25968,15341,38749,24345,14404,38384,19374,17095,32105,18633,12705,32209,18989,12114,31193,17318,12234,36928,20366,15421,44461,24052,19707,43767,23855,18585
3,3,80851,64354,3309,8516,4196,478,216,0,0,82129,66044,3521,7917,3862,735,78,0,0,92503,73241,4511,9006,4119,779,91,81680,65353,3304,8176,4199,415,55,7450,1986,121,4,381,3087,89804,71326,3326,8997,4909,565,54,54558,43902,2201,5410,2685,336,141,0,0,46868,38130,1391,5387,1557,328,4,5290,720,155,91,0,64206,50780,3023,6256,3023,570,44,64206,50780,3023,5751,1935,75,4,329,2309,46695,38149,1626,4989,1634,251,4,0,0,0,0,0,53543,44052,1889,5492,1760,298,4,5359,911,108,4,53526,45422,1928,4618,1306,229,4,4429,616,37,4,28023,20965,6514,27895,22322,5573,25786,18780,5842,20979,16313,4283,21116,16356,4226,20575,15613,4258,24633,18751,5304,30219,22941,6919,29432,22494,6238
4,4,98559,4723,1329,92461,333,901,77,0,0,95752,4616,1786,87990,402,1314,233,0,0,92435,3977,2275,85666,520,1227,121,95591,4919,1937,87480,354,1949,108,84950,71,524,16,517,2657,91268,4590,2279,83751,274,1411,185,71359,4004,819,66372,240,632,57,0,0,68067,3373,543,63292,118,689,14,62943,59,374,188,0,67194,3151,1425,62216,310,875,82,67194,3151,1425,60235,93,160,13,266,1851,69165,3832,901,63189,69,812,18,0,0,0,0,0,66886,3729,1202,60969,60,471,18,59854,50,148,18,64958,3941,1640,58402,88,472,34,57296,79,73,34,50437,49004,1157,43846,43410,436,36508,35195,833,27468,25767,1085,27456,26119,848,27012,25303,800,32181,30605,999,38013,36160,1535,37769,35143,1498
5,5,89665,11267,871,76943,831,911,71,0,0,93097,12170,1063,78571,914,861,14,0,0,90105,11728,1350,75845,904,1147,64,93122,11061,1184,77888,1636,821,16,75970,1198,238,0,1461,2009,92062,12306,770,76344,1698,1095,52,67876,9038,619,57696,623,668,47,0,0,71247,9879,619,59754,541,608,0,58793,427,225,124,0,69643,9668,927,58045,663,854,46,69643,9668,927,56182,432,136,11,404,1883,70223,9181,785,59044,727,594,0,0,0,0,0,0,69677,9944,573,57692,716,625,30,56818,588,194,30,69713,10338,772,57014,737,547,56,56078,594,175,56,51148,47861,2976,45486,42804,2682,44103,40557,2760,37455,33994,2826,37548,34522,2402,36774,33232,2354,41860,38130,3014,48257,43747,4124,47990,42842,4069
6,6,89143,78739,1871,5590,2570,682,97,0,0,92411,79165,2760,5946,4290,488,78,0,0,91847,77038,3062,5819,4107,1215,93,92274,78217,3236,6051,3906,530,72,5386,2577,119,0,218,2524,92224,76543,3853,6326,4195,743,89,71250,63902,1291,3851,1868,470,66,0,0,72065,63501,1721,4231,2201,350,11,4087,1845,87,60,0,75083,64119,2161,4424,2961,916,65,75083,64119,2161,3862,2360,102,9,240,2230,72084,63418,2104,4078,2065,420,16,0,0,0,0,0,72894,63291,2500,4120,2467,394,0,3825,1949,54,0,72682,61632,2645,5046,2641,414,0,4458,2078,50,0,56047,34214,20939,54627,31794,22833,55668,33431,19071,52459,33481,18334,52597,34365,17076,51290,31121,17229,56306,35698,19136,63407,41973,20541,63040,39790,22614
7,7,100469,17006,1086,72170,10255,1080,107,0,0,90483,19651,928,56004,13242,559,252,0,0,91202,23034,1331,51081,15329,1043,100,90696,20775,1256,54457,13223,566,261,53330,11996,313,129,477,2421,91892,23578,1055,50969,14205,512,197,72108,12536,752,52383,6395,746,74,0,0,58978,11049,629,41934,4847,356,69,41519,4508,232,134,0,65916,15724,849,38526,10484,750,65,65916,15724,849,37066,9478,125,14,329,2331,59339,11850,668,40985,5343,318,89,0,0,0,0,0,59229,13997,457,38093,6204,370,39,37602,5625,279,39,58683,15361,560,35716,6373,613,16,34931,5622,278,16,42648,41009,1318,36551,35716,835,29942,28169,1274,22346,20570,1214,22395,20777,1089,21950,20128,998,26674,24733,1373,32186,29742,2141,31868,28969,1961
8,8,105313,21589,1422,81475,917,1274,88,0,0,94664,23798,1342,67987,1289,1051,99,0,0,91113,21896,2009,65334,1289,1455,131,94196,24275,1370,66462,1779,1001,44,64564,1117,237,0,398,2235,90695,22861,1845,63832,1698,928,73,81294,18667,997,60862,707,946,69,0,0,74310,20683,929,51301,748,562,25,50705,618,157,218,0,72043,19462,1464,49580,976,1127,92,72043,19462,1464,47731,621,112,23,312,2318,74775,21571,995,50651,1105,591,0,0,0,0,0,0,71210,20603,1410,47747,961,543,0,46955,778,39,0,69685,20435,1378,46394,937,696,4,45457,771,51,4,56828,52610,3708,46722,43703,3019,43206,38395,3455,36307,32012,3500,36424,32673,2937,35695,31215,3013,40152,35706,3500,45146,40523,4106,44952,39472,4359
9,9,95943,10077,1533,82582,1918,1301,105,0,0,96269,20189,1906,70390,3736,832,54,0,0,91712,18978,2518,66301,3464,1400,142,96067,21297,2114,68233,4394,897,195,66453,3838,170,18,252,1923,89763,18216,2168,65854,3501,1019,260,77493,9560,1213,64952,1741,1018,85,0,0,77638,18530,1424,55312,1700,534,4,54709,1552,150,215,0,77775,18116,2004,53978,3222,1091,94,77775,18116,2004,51935,2766,179,18,405,2352,77937,19387,1661,54103,2189,539,4,0,0,0,0,0,73033,16610,1464,52776,1708,649,4,51894,1587,146,4,73561,17791,1749,51372,2046,718,18,50111,1839,150,18,46224,44662,1225,39037,38067,970,36054,33946,1348,30046,27643,1772,30086,28137,1332,29467,27009,1365,33329,31002,1616,37578,35260,1956,37295,33990,2326
10,10,94248,48553,1537,42524,1549,779,76,0,0,90807,44609,1314,42624,1712,971,27,0,0,93243,44215,2125,44369,1839,1132,73,91093,44115,1220,43160,2108,849,53,41323,1168,239,14,163,2855,92592,45674,1396,42679,1722,1036,116,68356,38159,946,28037,1073,513,55,0,0,65793,35139,722,28513,917,556,10,27893,824,135,82,0,70397,36081,1325,31103,1292,815,48,70397,36081,1325,29891,1009,128,9,223,1731,65005,34723,606,27973,1181,509,85,0,0,0,0,0,67678,36823,722,28565,1032,594,60,27533,549,138,60,68072,35853,1061,29399,1175,493,56,28428,703,59,56,53525,34818,18122,50373,33191,17182,49103,31803,15611,43222,27765,14940,43292,28580,13949,42347,26395,14520,47572,31160,15535,54076,37022,16517,53875,35327,17760
11,11,104826,29593,1788,70794,2459,1287,83,0,0,92042,20980,1816,65868,3293,1268,18,0,0,92381,20573,2103,65139,3609,1651,94,93413,21893,2052,65939,3388,1422,22,63865,3103,82,0,179,2238,91615,21637,1843,64405,3389,1175,23,75557,23825,1122,48794,1575,851,56,0,0,67748,17878,820,47004,1547,398,0,46519,1504,82,211,0,67929,17320,1324,45993,2454,1211,73,67929,17320,1324,44180,2186,175,24,279,2441,68481,18604,820,47002,1547,394,0,0,0,0,0,0,68115,18503,698,46615,1764,540,0,45795,1605,100,0,67381,17384,1050,45838,2036,728,10,44581,1904,174,10,45479,40081,4862,39914,36493,3421,34356,28969,4638,26391,22160,3537,26422,22483,3230,25921,21509,3272,30776,25802,4224,36432,30165,5869,36158,29588,5354
12,12,94550,49922,1420,41424,1326,1028,56,0,0,87430,42024,1491,42210,696,1046,44,0,0,89618,39198,2079,45690,1359,1495,78,87525,41160,1451,43461,877,753,20,41971,660,173,0,203,1906,88077,39368,1805,44946,1116,841,97,70240,41044,886,27050,878,669,29,0,0,67204,35078,887,29945,393,807,0,29643,311,375,104,0,68914,33681,1344,31818,959,1138,58,68914,33681,1344,30660,714,144,12,274,2085,67629,34614,872,31111,404,576,0,0,0,0,0,0,68085,33772,1215,31912,590,492,0,31153,363,75,0,67543,33078,1334,31774,860,458,0,30978,571,48,0,48996,34645,13520,44850,32869,11981,42598,27679,13291,35308,24300,10282,35384,24597,9868,34599,23017,10025,40174,27187,11974,47097,31985,14522,46712,31555,14017
13,13,90789,77282,1671,8943,2198,1021,76,0,0,91953,71174,2661,14482,2849,934,53,0,0,92063,67604,2392,16082,3527,2162,101,90989,68554,3479,15189,3025,737,89,13961,2414,157,27,136,2261,92906,68486,3153,16371,3684,1033,77,71450,62439,1080,5842,1545,672,40,0,0,72052,57867,1565,10053,1852,660,20,9727,1654,264,81,0,73820,56749,1563,11061,2492,1591,62,73820,56749,1563,10239,2120,190,11,218,2730,70522,55499,1965,10689,1762,571,25,0,0,0,0,0,72695,56293,2006,11569,2090,661,20,11011,1890,118,20,71395,53645,1850,12551,2608,660,4,11859,2178,46,4,46763,26790,18985,37914,21619,16295,44046,20418,21526,37670,20692,16181,37718,20840,15641,36591,18889,15857,42734,22018,19453,50737,25478,24511,50030,25817,23002
14,14,90619,72339,2013,9826,5619,1200,141,0,0,92904,66975,2433,13927,8749,1331,191,0,0,91347,61250,2823,14252,10753,2025,78,91756,64364,2218,14371,9794,1295,171,12226,9273,310,25,141,3199,90150,61022,2368,13841,11076,1250,191,71103,58529,1343,6462,4089,838,109,0,0,69976,53467,1523,9512,4496,783,4,9117,4332,236,201,0,74488,52337,2039,10303,7902,1582,49,74488,52337,2039,9368,7316,225,5,261,2937,69930,52473,1188,10083,5406,796,4,0,0,0,0,0,69700,51647,1292,9789,6154,832,30,9019,5825,137,30,69949,49499,1430,10952,7345,756,30,10035,6981,72,30,41404,25078,15400,34772,21651,13121,39796,20875,16868,34148,20503,12715,34277,20988,12093,33284,19119,12250,39224,22657,15312,47490,27209,19519,46734,27182,18337
15,15,84763,72069,3984,5868,2289,773,91,0,0,80708,68661,3668,5848,2018,681,95,0,0,92301,74654,4831,8247,2656,1493,95,80678,68156,4048,6053,2085,516,5,5186,1297,123,0,104,1758,92364,77552,4515,7440,2029,878,36,63889,55651,2482,3701,1583,526,65,0,0,57458,50117,2207,3798,807,353,90,3574,492,114,54,0,69652,57221,3271,5659,1968,1154,72,69652,57221,3271,4999,1304,164,12,249,2432,57441,50015,2348,3963,738,354,0,0,0,0,0,0,65686,56354,2748,4982,961,523,10,4360,690,53,10,64777,54560,2912,5843,854,616,11,5141,500,5,11,42489,24899,16704,40574,25101,15473,38614,21198,15235,32290,20411,11297,32436,20601,10933,31562,18985,11235,36725,22371,13332,43406,26700,16093,42648,26393,15149
16,16,92629,40200,1964,49102,1244,980,54,0,0,91929,35378,2621,52457,1169,803,62,0,0,91767,32471,2666,54224,1419,1655,73,91982,34114,3459,51898,1479,1294,70,49582,680,325,32,1142,2647,93773,32251,3191,56372,1373,1836,38,69535,32472,1223,34813,848,657,39,0,0,69775,28493,1433,38556,736,481,20,38077,458,216,162,0,71299,27417,1747,40257,1041,1219,47,71299,27417,1747,38805,734,183,12,300,2101,68736,27531,1611,38047,840,582,29,0,0,0,0,0,69944,26414,1699,40307,652,592,0,39364,535,138,0,69093,26826,1684,39231,605,533,10,38197,494,69,10,50386,38333,11394,48864,37525,11339,45228,33179,10442,39782,30213,8832,39925,30939,8098,39091,29336,8313,43732,32936,9777,49596,37403,11568,49215,36607,11430
17,17,91191,49403,1851,37779,1814,979,37,0,0,90839,43937,1979,42502,1947,969,53,0,0,90737,41338,2812,42910,2283,1816,59,88774,41061,3394,41231,2584,1010,9,39252,2022,360,9,468,2211,88169,39312,3070,41788,2920,1223,48,70015,40036,1173,27163,1319,674,30,0,0,69153,36003,932,30562,1087,682,4,30170,904,294,79,0,71354,34891,1882,31690,1731,1342,41,71354,34891,1882,30277,1381,184,9,328,2402,68493,34275,1903,30005,1499,821,10,0,0,0,0,0,68262,34093,1870,29794,1657,780,20,28942,1487,271,20,67529,33177,1807,29787,1862,818,15,28809,1693,212,15,49316,34146,14430,45652,31852,13800,43339,28150,13432,37511,25404,11390,37604,25784,10816,36814,24212,11145,41945,28183,12732,48833,33178,15003,48397,32409,14911
18,18,88282,36554,1470,46814,3469,857,103,0,0,88774,33671,1761,49198,3904,1260,82,0,0,92169,33638,2499,50550,4663,1404,74,88274,33952,1572,48727,3714,1426,95,44794,3050,253,39,553,4060,91945,37088,1398,48380,4344,1232,375,69742,30357,1003,35790,2492,618,78,0,0,68812,26973,1163,38351,1593,734,25,37142,1490,203,375,0,75714,28345,1817,41245,3574,1080,62,75714,28345,1817,39493,3118,126,29,423,2363,69043,27723,964,38188,1476,964,40,0,0,0,0,0,72124,29961,752,38276,2162,827,145,36398,1925,173,145,72372,29707,1203,38499,2107,901,98,36420,1862,82,98,52560,40993,10997,49807,39321,10486,51784,40039,10079,46264,36490,9120,46312,37050,8421,45233,35157,8584,50385,39520,9905,56788,44650,11606,56455,43808,11743
19,19,86622,57869,1356,20898,6344,528,82,0,0,88723,54924,1926,23930,7770,856,90,0,0,90931,55129,2544,23957,8241,894,63,89141,53535,1821,24143,8785,652,59,22097,7358,169,15,388,3759,91412,54454,2050,24679,8906,643,5,67025,45921,874,15568,4481,346,65,0,0,65182,42251,939,18409,3135,617,19,17822,2725,205,92,0,72930,44772,1704,19308,6388,641,43,72930,44772,1704,18311,5834,75,13,322,1899,66088,42287,934,19056,3390,424,14,0,0,0,0,0,68405,43496,1208,19504,3793,481,4,18065,3357,68,4,68600,44032,1304,18896,3994,430,6,17388,3666,25,6,51509,31827,19162,51828,30778,21050,53447,34034,17589,49255,32289,16499,49322,32810,15811,48239,30626,16162,53223,34845,17515,59863,40496,18742,59661,38789,20315
20,20,90867,72610,1814,8737,7294,433,157,0,0,92893,71554,1903,10247,8533,1087,89,0,0,93017,70323,2489,10526,7965,1056,89,92868,70631,2351,10181,8760,885,93,9429,7789,159,0,249,2258,92655,68699,2850,10986,8579,717,112,69290,56476,1189,6174,5109,314,128,0,0,68873,54901,1078,7549,4749,318,0,7310,4406,89,313,0,74684,57364,1684,8177,6120,724,61,74684,57364,1684,7615,5539,73,19,329,2061,68928,54887,1214,7682,4685,370,0,0,0,0,0,0,69741,55245,1560,8193,4383,263,0,7937,3971,48,0,69435,54411,1949,8718,4103,308,17,8367,3733,52,17,51698,29845,21254,52311,27877,24434,53393,28400,23073,47677,27653,19489,47827,28179,18807,46631,26294,18918,53158,29792,22460,62249,34683,26989,61709,33580,27490
21,21,74719,52227,1831,7844,12562,461,60,0,0,84090,51505,2994,7769,21440,357,172,0,0,93876,53576,3266,8061,27340,1079,86,85566,52165,3299,8014,22011,642,162,6625,20194,64,90,209,2917,93071,55099,3695,8997,24729,788,62,56045,40576,1193,5698,8385,300,38,0,0,52277,39134,1074,6008,5793,107,75,5738,5552,22,45,0,71599,42928,2198,6157,19142,775,63,71599,42928,2198,5647,18616,94,14,273,1829,53495,39724,1129,5228,6778,112,90,0,0,0,0,0,58623,42875,1659,5827,7467,294,35,5502,7040,79,35,59168,41762,1769,6267,8527,385,21,5933,8024,114,21,39962,20607,18855,41027,20215,20812,41745,20958,18976,38280,20592,17279,38403,21028,16700,37310,18991,17123,42380,22684,18900,49620,28014,21047,49278,26484,22320
22,22,90806,82175,1969,2399,3839,508,50,0,0,88992,77823,2046,2612,5788,724,129,0,0,91654,77948,2920,2738,6212,1270,59,88090,77527,2083,2081,5543,765,115,1820,4658,184,13,77,1727,90272,78245,2865,2720,5560,793,32,72153,66169,1285,1737,2631,357,38,0,0,69777,63627,1185,1973,2453,500,10,1825,2189,118,44,0,75487,65400,2072,2030,4482,987,38,75487,65400,2072,1689,4027,91,5,214,1989,69904,64046,1319,1713,2395,426,15,0,0,0,0,0,71654,64857,1609,1935,2816,416,0,1835,2410,36,0,70297,62566,1719,2203,3318,446,6,2097,2795,71,6,55773,26691,28207,54074,23661,30413,55715,24996,27903,52389,26441,25435,52439,26842,24535,51075,23995,25383,56260,27691,27382,63586,32755,29982,63086,31238,31122
23,23,79491,60959,2446,4224,11530,510,77,0,0,85338,62897,3402,4492,14446,532,61,0,0,90719,64054,4003,5470,15539,1069,135,87213,64323,3299,4786,14458,577,155,3941,12682,52,86,88,2742,90120,65004,3607,4648,15999,653,135,65521,50666,1861,3269,9442,394,60,0,0,64903,51767,2344,3602,6845,254,19,3368,6166,42,77,0,76266,54644,3158,4499,12604,801,116,76266,54644,3158,3647,11247,102,58,436,2974,66264,52480,2347,3784,7154,247,85,0,0,0,0,0,69472,54207,2498,3665,8443,373,20,3252,7588,108,20,67694,52028,2846,3431,8738,372,4,2773,7555,100,4,41448,26021,14874,39515,22287,17228,41353,25003,14599,36447,22775,13280,36465,23041,12777,35635,21427,13096,40913,25506,14631,48226,31266,16421,47745,29546,17660
24,24,83320,58351,2469,8936,13287,606,80,0,0,85141,56107,2352,8460,17688,537,58,0,0,91480,55972,3377,10606,19756,1438,80,86846,57870,2614,8375,17661,707,59,7079,16372,119,0,74,2721,91811,57868,3480,10763,19590,736,72,60449,43956,1525,5896,8827,388,51,0,0,58629,42719,1280,5617,8615,231,0,5292,8250,75,141,0,69996,44470,2302,7585,14281,1057,54,69996,44470,2302,6889,13718,125,5,271,2216,60584,44205,1539,5709,8611,345,0,0,0,0,0,0,64228,44732,1997,6878,9986,487,0,6277,9531,77,0,65310,44082,2125,6988,11405,578,10,6343,10928,100,10,42610,24094,17897,42409,23522,18887,44642,24413,18220,40699,24274,15920,40754,24808,15163,39795,22659,15819,45413,26794,17693,53762,32931,20226,53238,31691,20856
25,25,88128,65466,3206,15201,3631,1060,72,0,0,86901,62626,3250,15546,5219,908,64,0,0,90562,58079,4044,20990,5128,2392,99,85138,58595,2950,17973,4672,1391,68,15623,3977,458,7,223,3302,88498,57326,3363,21619,4643,1687,31,68988,53056,2060,10635,2701,744,49,0,0,64985,49823,1694,10861,1977,571,0,10491,1828,208,87,0,73216,48850,2799,15553,4062,1803,75,73216,48850,2799,14364,3630,257,14,318,2984,63530,47080,1620,12164,1893,900,0,0,0,0,0,0,66253,46256,1889,15137,2088,1067,0,14423,1652,275,0,68482,46594,1819,16683,2523,872,8,15795,1974,278,8,41981,26757,14472,39054,25066,13988,40429,22302,16074,34529,21293,12371,34655,21720,11832,33716,20040,12043,39349,23340,14805,46956,27598,18684,46229,27120,17861
26,26,90954,52772,2953,33206,1508,1355,104,0,0,86419,49367,3375,31561,1618,1423,28,0,0,91723,46338,3853,37967,1527,2486,128,87121,48141,3796,33570,1415,1579,66,30556,1099,280,3,92,3153,91045,47131,4288,38251,1360,1656,138,67989,41858,1797,22747,1055,962,75,0,0,63785,39261,1817,21097,820,817,0,20496,602,203,178,0,70678,38243,2549,26960,1169,1871,81,70678,38243,2549,25318,803,259,9,279,3218,63532,38033,1937,22042,783,933,0,0,0,0,0,0,66975,37961,1920,25485,750,894,0,24128,527,136,0,66959,35822,2455,26847,717,1463,25,24791,498,172,25,42901,31817,10350,34467,24674,9793,37796,24130,12056,31748,21758,9166,31796,22255,8486,31126,20918,8672,36505,24263,11157,43965,28513,14810,43461,28173,13926
27,27,91100,82731,4025,2299,1277,1020,69,0,0,87922,79297,4744,2196,1266,704,41,0,0,90457,76278,5757,3873,1657,2578,103,87953,78230,4585,3268,1173,803,38,2514,741,71,0,125,1686,90161,76690,6025,4541,1789,1036,39,72028,66472,2502,1522,930,713,48,0,0,70228,64220,3198,1613,727,408,0,1470,650,89,65,0,73737,63626,3939,2697,1179,1941,78,73737,63626,3939,2160,893,275,14,205,2625,69814,63317,2953,2314,697,509,0,0,0,0,0,0,71190,62668,3878,2946,926,711,15,2592,637,43,15,69614,61230,3601,3002,956,788,19,2498,565,56,19,50001,28046,20992,42385,23204,19181,47015,20490,24249,42201,21633,19823,42287,22263,18854,40863,19901,19083,46694,22581,22888,54710,25830,28064,53916,25477,27342
28,28,87055,71785,4057,7545,2930,1065,54,0,0,87547,69566,5151,9158,3019,1103,43,0,0,91598,68684,5716,10501,3690,2593,97,87886,69402,4796,9412,3720,978,60,8153,3072,155,0,83,2231,90855,70405,5289,10469,3702,904,80,65002,55192,2511,4709,2002,750,39,0,0,66109,54123,3472,5993,1693,803,0,5825,1506,147,43,0,71385,55282,3827,7199,2623,1984,72,71385,55282,3827,6522,2308,235,10,194,3007,66310,54583,3165,5800,2030,709,0,0,0,0,0,0,68857,56306,3414,6491,1954,627,15,5850,1703,122,15,68525,54710,4660,6701,1841,618,44,5525,1550,103,44,40820,23849,16177,39978,22864,17114,41541,18369,21252,36186,18922,16633,36317,19542,15760,35165,17544,16047,41418,20204,20118,50234,23412,26082,49387,23348,24877
29,29,90753,73800,3951,10895,1259,1288,72,0,0,89516,70329,4114,12914,1215,1216,26,0,0,92583,67100,6184,14593,1793,2791,102,88934,69457,3976,13235,1044,1332,23,12365,812,313,0,87,1924,93553,69903,4624,16032,1603,1601,67,68527,58210,2379,6336,908,877,47,0,0,68817,56729,2488,8225,633,760,0,7983,555,276,33,0,72381,55049,4065,9544,1285,2105,71,72381,55049,4065,8561,1010,237,19,300,3140,69347,56726,2575,8621,609,830,0,0,0,0,0,0,71462,57538,2777,9267,851,891,10,8588,518,142,10,69356,56111,2819,8510,995,823,17,7685,664,39,17,41442,24237,16324,38526,22405,16121,39521,17257,20396,33361,17077,15545,33405,17500,14785,32348,15674,14963,38583,18389,19033,47068,21370,24958,46271,21503,23544
30,30,93904,86930,2963,2536,783,883,47,0,0,92012,84541,3283,2452,919,873,17,0,0,93460,81702,3799,3684,1015,2548,57,92390,84299,3459,2543,1049,855,127,1527,511,290,0,98,2199,93496,83974,3639,3480,824,1050,138,71345,67170,1760,1383,511,606,33,0,0,71247,66751,2036,1335,492,597,10,1130,388,105,31,0,73606,65952,2365,2178,702,1814,41,73606,65952,2365,1694,494,182,15,150,2754,71251,66458,2112,1491,522,586,0,0,0,0,0,0,72699,67193,2283,2019,475,656,0,1542,275,54,0,73338,67344,2420,2008,604,762,5,1553,382,30,5,47849,24541,22410,43786,22124,21662,45693,17063,26181,36731,15837,20186,36829,16336,19439,35788,14569,19572,43014,17283,24541,52572,20256,31482,51312,19824,30383
