ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_SEN_Total,E_24_SEN_Dem,E_24_SEN_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
23,23,124670,65638,26475,23668,9926,1411,385,0,0,138254,65147,34863,26454,14305,1227,196,0,0,134751,60441,32716,27083,14667,2313,388,134937,60471,32753,26317,14645,2037,313,140889,63070,35482,28989,16168,1403,324,22761,13713,205,36,1798,3819,146583,66205,37713,29758,16680,1331,350,96332,53017,19007,17407,7439,967,292,0,0,95039,50389,20295,15602,7776,485,64,15357,7613,120,457,0,105761,48780,24687,20832,11308,1832,308,105761,48780,24687,16681,9828,341,43,2141,3260,95898,48883,20485,16392,9017,621,28,0,0,0,0,0,99957,50539,21583,16919,9828,566,35,16418,9513,75,35,98334,50301,20385,16781,10098,606,58,16073,9808,81,58,41512,22629,18537,30481,18910,11571,42828,22768,18804,41133,29864,10691,30117,18372,11725,30769,18244,11896,30221,17947,11616,37489,22203,14725,50202,26070,23606,31709,13534,18149,36672,17769,18646,32412,13928,18330,32888,12572,20278,32050,12863,19168,31977,13382,18563,40194,17860,22129,47840,20310,26869,46140,21371,24498,45477,20216,25261
24,24,126828,27106,28211,23852,44935,2658,996,0,0,135511,24301,31939,21422,48559,2138,939,0,0,132016,21746,29134,21791,52058,4240,740,132122,21762,29164,21979,53354,4021,611,134236,24507,30592,21568,48986,2132,821,17062,45155,926,23,9987,5976,134139,25619,29106,22749,48724,2911,805,99935,22920,21510,18807,34688,1766,759,0,0,83774,20014,17069,14040,30045,1028,464,13661,29682,801,1189,0,106628,18064,22732,18037,41732,3389,615,106628,18064,22732,13314,36850,1154,98,7538,6878,83403,20662,16348,13735,30310,983,352,0,0,0,0,0,85820,21475,16607,14728,30709,805,315,14382,30189,637,315,85335,19733,17377,15136,31004,665,115,14485,30057,482,115,34991,26188,8528,34309,27286,7023,39061,30208,7928,37440,31146,5660,25416,20890,4515,25795,20698,4530,25316,20283,4502,32807,25887,6441,44064,32127,11521,21814,14507,7287,29120,21048,7864,22174,14978,7079,22426,14029,8343,21865,14041,7806,21679,14541,7112,31215,20241,10671,39301,22612,15574,37985,23784,13694,36955,23379,13576
25,25,120239,33467,15112,7178,65289,663,212,0,0,123160,27965,17498,8260,70105,842,108,0,0,129217,26023,17384,7640,78780,1151,225,129259,26029,17399,7539,78799,1092,216,122375,26877,17657,8902,70328,706,306,6933,67739,380,50,522,2212,123614,27288,17468,9099,70849,873,158,97676,28869,11676,5839,51762,504,168,0,0,76305,22956,11522,5555,35539,571,35,5173,35004,397,204,0,105582,22220,13748,6293,63625,889,182,105582,22220,13748,4760,62279,67,12,715,1781,76278,22690,11657,5705,35627,442,45,0,0,0,0,0,77387,23072,11623,5491,36491,430,49,5178,35899,221,49,73588,21889,10560,4792,35851,282,85,4380,35228,131,85,33759,21759,11712,29617,20718,8899,33427,21824,10475,30840,23211,7016,22607,16138,6447,22943,15773,6465,22259,15376,6259,28438,19437,8439,38779,24286,14043,21129,11419,9699,26426,15968,10238,21369,11880,9343,21700,10760,10904,21160,10908,10238,21395,13157,8218,28012,15336,12475,33549,16665,16233,32047,17591,14129,31334,19245,12089
26,26,124828,64622,12844,3773,43826,439,157,0,0,125110,54511,15639,4272,50678,1026,110,0,0,129591,51248,16042,4948,57306,960,248,129632,51266,16053,4899,57348,926,244,126210,53038,17429,4626,51090,1248,54,2730,49193,214,45,974,2594,129841,53366,18496,4683,53325,1088,46,103193,56503,9904,2972,33904,321,127,0,0,90123,47391,10102,2735,29471,340,25,2526,29052,131,45,0,108800,46082,12463,4016,46026,703,203,108800,46082,12463,2776,44826,75,25,732,1821,90032,45747,11077,2513,30360,300,20,0,0,0,0,0,94227,46411,12144,2598,32784,219,0,2354,32127,119,0,93568,43532,12310,3031,34004,502,16,2872,33427,385,16,47063,28707,17898,40726,25981,14745,47391,28359,17470,45185,32981,11385,34374,23142,11205,34670,22435,11378,33914,21534,11381,41764,26940,14046,55346,33213,21481,34636,18922,15699,40228,23235,16653,34907,19215,15473,35256,17724,17481,34535,17795,16716,34699,18930,15746,43057,23483,19315,50102,25967,23378,48670,26935,21377,48181,27750,20431
27,27,117336,56200,23654,9522,29168,820,258,0,0,120651,48766,28362,9949,35031,944,448,0,0,128701,45301,31194,11277,41902,1798,289,128799,45314,31236,10683,41917,1570,257,120482,47539,30303,9418,34321,961,366,6753,32478,138,61,366,2843,129435,48526,33646,11566,36445,1354,451,92610,45245,17685,7178,23213,612,191,0,0,75506,36418,16088,5585,16844,419,90,5250,16203,95,164,0,101683,36344,23813,8695,33479,1367,233,101683,36344,23813,6350,32093,103,17,827,2136,77027,35639,18400,5793,16642,399,54,0,0,0,0,0,83873,36823,20126,6711,19329,514,61,6346,18643,140,61,81663,35527,19134,5780,19764,1011,82,5376,18767,748,82,35416,21465,13645,31575,20097,11478,35245,21189,12822,33179,24699,7807,24039,16136,7876,24383,16184,7559,23747,15716,7413,30372,19559,10243,41830,23431,17961,24097,12710,11372,28908,15766,12886,24103,12106,11858,24663,10743,13869,23962,10969,12977,24194,13509,10544,31551,15393,15970,38236,17030,20718,36716,18074,18401,36095,20091,16004
28,28,128013,78633,20720,4606,24649,716,262,0,0,134098,73399,25783,6732,29566,1363,180,0,0,136954,69658,26878,7191,33198,1754,259,137009,69682,26898,6985,33293,1584,235,133233,70232,27013,7146,30065,1337,115,3710,27087,190,6,1138,3859,139845,69261,29900,8103,32773,1705,196,106515,66929,16212,3715,19985,532,206,0,0,92421,56306,16055,3385,15866,618,15,2894,15314,169,243,0,112990,59366,21191,5697,26527,1309,196,112990,59366,21191,3654,24323,61,13,1123,3259,91219,53577,17026,3714,16109,624,4,0,0,0,0,0,95870,53143,18588,4484,18619,663,29,3957,17378,179,29,95125,51485,18883,4864,19429,300,74,4234,17823,113,74,45006,27629,16881,39848,25732,14116,46944,29411,15652,44704,32978,10554,34589,24819,9721,34770,23646,9767,34206,23371,9773,41805,28082,12709,55765,34244,20800,35440,20929,14487,40754,24907,15382,35834,21354,14239,36149,19769,16316,35440,19861,15547,35474,21561,13886,44247,25663,18231,52030,28854,22290,50513,29865,20242,49353,29859,19494
29,29,126463,3684,18138,87549,17429,2111,523,0,0,130918,3226,17087,87263,22459,1322,398,0,0,139597,3209,20915,87769,26613,2944,574,139909,3210,20955,87510,26698,2496,489,131400,3493,15470,88068,23406,1247,375,83334,21349,456,81,3645,3577,135939,3934,16332,88705,24119,1257,306,97369,3339,13469,67281,13289,1501,406,0,0,85877,2907,9217,59948,12542,685,74,59563,12385,448,701,0,110941,2711,15600,70917,20460,2357,480,110941,2711,15600,63671,18301,645,124,3863,6026,86799,2835,8781,60762,13074,771,66,0,0,0,0,0,91861,3278,9053,63195,14907,669,132,62410,14496,381,132,89826,3032,9316,61981,14525,629,155,61034,14105,204,155,44240,41918,2130,43042,41641,1401,45830,42857,2247,44908,42472,1874,34671,33475,1182,35231,33709,1193,35008,33674,1162,40997,38839,1881,51000,46850,3874,25650,23282,2354,34960,32394,2446,26245,23991,2160,26400,23633,2737,25983,23603,2368,25810,23519,2260,36415,32234,3996,45167,37488,6914,44187,37838,6000,43593,37253,6340
30,30,128535,32130,35696,2768,58669,1556,378,0,0,122889,29156,34218,3065,56846,1228,292,0,0,138969,26445,37853,4225,70838,2778,314,139023,26459,37881,3920,70581,2583,277,123286,27161,35059,3081,58985,893,317,1461,56559,321,0,430,2289,131908,26906,41062,3332,61054,1555,196,104066,27780,27667,2223,46868,1083,302,0,0,63908,21639,14845,1458,25280,392,10,1343,24955,213,327,0,113548,22989,29938,3164,57639,2130,227,113548,22989,29938,1829,56370,88,26,706,1602,63255,19877,15392,1291,26014,334,0,0,0,0,0,0,66768,19710,16955,1517,27880,451,0,1278,27470,281,0,67213,18902,16279,1880,29357,460,0,1525,28964,246,0,27708,18345,9117,27449,20515,6934,34203,24340,8769,32248,25498,5921,23013,17883,5107,23361,17313,5205,22719,17021,5042,29309,21524,7130,40305,27076,12730,20201,11828,8357,26454,17422,8765,20436,12310,7932,20708,11389,9284,20112,11449,8645,20183,12222,7924,28776,16988,11488,36362,19192,16268,34965,20543,14000,33757,20194,13563
31,31,122611,6761,26577,73474,15457,2591,864,0,0,133983,7235,30360,72190,22021,1839,1007,0,0,132877,5829,28505,74474,19410,4964,803,133271,5837,28561,73248,19740,4362,574,130385,7580,27888,69909,23335,2273,1028,62402,19769,779,187,5440,6347,139727,7475,29844,74119,25948,3212,1557,89498,5824,18527,52829,11667,1639,643,0,0,85585,5558,18079,46701,13492,729,300,46246,13333,483,895,0,103110,4835,21133,57389,15509,3904,666,103110,4835,21133,48213,11832,1643,113,6975,8366,84196,6185,16350,46289,12772,822,337,0,0,0,0,0,90090,6323,16387,49768,14527,1269,310,48846,14391,953,310,87998,6623,15548,48393,14059,1513,161,47438,13948,1193,161,34891,32202,2535,30227,28802,1425,35877,32700,2606,34756,32381,1928,24914,23489,1412,25467,23788,1426,25193,23629,1358,30886,28440,2200,39501,34639,4603,17808,15001,2797,25838,22865,2863,18318,15678,2559,18481,15349,3107,18144,15299,2828,17906,15118,2760,27211,22599,4510,35151,27255,7527,34076,27384,6465,33494,26617,6877
32,32,116669,1960,22479,82736,10537,2503,605,0,0,128431,2710,23946,80404,16401,1540,499,0,0,134632,2449,26638,81748,21346,4358,646,135108,2453,26703,81878,21320,3468,410,126320,3334,24232,76886,16785,1606,532,71916,15594,217,100,7170,3757,136233,3907,25872,82474,18324,2076,797,87707,1609,16020,62795,7851,1728,444,0,0,80130,2192,11459,56986,8386,722,205,56498,8306,297,447,0,106101,1933,19880,65878,16320,3353,516,106101,1933,19880,57886,14298,1102,109,4383,6510,79429,2752,11874,55056,8806,833,214,0,0,0,0,0,85412,2892,12772,58254,9903,960,308,57407,9850,638,308,85247,2467,13136,56719,11745,1013,36,55742,11636,543,36,40061,38918,996,39263,38603,660,40902,38707,1601,39944,38153,1294,29887,29081,794,30339,29246,792,30303,29347,795,35925,34222,1430,44402,40753,3333,21513,19438,2049,30220,28135,1958,22173,20233,1833,22392,20071,2292,21892,19942,1935,21656,19666,1960,31416,27611,3648,39565,32279,6723,38516,32441,5804,37895,31871,6024
33,33,123623,11469,15968,75890,20915,1696,538,0,0,132807,10015,17589,76491,25867,1592,724,0,0,130308,8388,17547,73316,29227,2615,502,130560,8397,17572,73497,29297,2313,418,133444,9766,17879,75987,26611,1673,690,71261,23910,650,43,5118,4819,136355,8556,19178,75495,30228,1749,335,96518,10166,11793,58935,15895,1196,418,0,0,91657,8977,11212,54378,15479,720,435,53921,15306,455,671,0,106483,7504,13518,60340,23343,2041,408,106483,7504,13518,54049,20963,592,89,4101,5667,92753,8783,11767,54453,16149,632,340,0,0,0,0,0,95815,7951,12939,55049,18810,497,50,54537,18701,217,50,92827,6675,12262,51798,20623,483,0,51065,20507,109,0,48771,43284,5239,45045,41201,3844,48341,42345,5076,47164,43009,3515,36243,33316,2901,36727,33195,3026,36452,33187,2935,43129,38667,4056,54390,46894,7079,28558,23771,4766,37690,32514,5004,29182,24545,4497,29415,23966,5413,28905,23920,4964,28751,23931,4789,39738,32490,7028,49283,37522,10744,48061,38137,9430,47385,37964,9421
34,34,135513,40142,69191,6463,21432,1881,337,0,0,127038,36626,66072,6384,19675,1331,94,0,0,137133,37886,68598,6879,24072,4481,356,137269,37900,68695,5819,23515,3547,269,124849,36092,63058,7053,19997,1347,145,4415,18470,70,30,364,2355,129586,34714,65642,8700,22188,2208,667,109280,35181,53393,5121,16924,1420,272,0,0,72517,29134,28138,3494,11495,147,40,3267,11030,58,123,0,112301,32994,54296,5415,19728,3461,280,112301,32994,54296,2796,18439,111,30,1213,2422,72372,28298,28142,3649,11713,108,30,0,0,0,0,0,74033,27141,29168,4029,12939,140,0,3648,12577,88,0,72479,28207,27947,3099,12255,187,164,2746,11951,110,164,34294,26667,7307,31314,25983,5331,37248,29008,6900,35167,29255,4783,26724,22665,4037,27082,21913,4031,26441,21875,3870,32563,26008,5750,42794,31344,10894,21868,14786,7060,28887,21316,7226,22180,15404,6556,22594,14780,7761,21929,14712,7196,21978,14579,6920,30549,20311,9869,37794,22398,14415,36108,23211,12399,35698,22763,12935
35,35,118991,19673,64348,21148,16925,2172,347,0,0,116291,16214,64964,16899,21413,1281,310,0,0,128669,15910,73062,18043,23683,5156,301,128837,15925,73152,16614,23112,4016,208,112708,16624,60507,16521,22391,1301,254,12583,19976,206,27,657,2130,119943,16362,66313,18209,23015,2771,188,92406,16312,47568,17079,13766,1599,273,0,0,57426,11621,24281,10646,10465,309,4,10442,10150,155,152,0,100268,13080,54639,15068,19195,3902,241,100268,13080,54639,11629,17689,168,26,929,2108,56838,11744,23401,10435,10974,244,25,0,0,0,0,0,59297,11805,24861,10822,11701,338,22,10494,11051,100,22,59911,11197,22974,13125,12500,335,26,12803,11865,76,26,25920,21441,4327,24743,21050,3693,27779,22546,4570,26262,22701,3068,18610,16199,2400,19136,16342,2389,18604,15929,2325,23618,19383,3893,31503,22600,8636,14260,9545,4710,20239,15129,4967,14517,10075,4355,14852,9717,5125,14351,9654,4687,14351,9940,4242,21502,14012,7365,27704,15754,11586,26234,16277,9742,25579,16266,9313
36,36,118707,50165,34925,13716,20665,1564,275,0,0,113376,50348,29592,11767,22387,1144,444,0,0,141107,59171,35261,16033,30219,2831,363,141276,59196,35313,14600,30374,2414,268,113644,50424,28792,12024,23426,1140,516,8582,21090,235,9,679,3834,116425,50358,30062,11905,24346,1928,344,98805,45391,26777,10185,16706,1130,233,0,0,77547,39435,18893,7159,11561,289,70,6675,11076,81,177,0,122425,53490,29032,12665,26335,2284,269,122425,53490,29032,9083,24466,162,38,1620,4534,77470,39813,18177,7077,11639,348,20,0,0,0,0,0,80522,40821,18442,6963,13176,502,4,6288,12488,255,4,84276,42288,18687,7773,14184,601,91,6724,13410,310,91,37105,30773,5940,34177,29573,4604,43217,35661,5872,41456,35361,4479,33497,29794,3661,33816,28214,3734,33380,28855,3607,39478,33263,5071,51522,41738,9056,29512,23321,6163,36299,29630,6216,29869,23872,5758,30137,23422,6644,29622,23279,6306,29588,23076,6013,39494,30739,8257,48708,35800,11542,47285,36358,10290,46770,35661,11109
37,37,128929,54351,47914,5082,23110,1643,327,0,0,139922,60677,49765,4831,25982,1023,223,0,0,141438,58173,48161,7503,28257,3436,347,141348,58172,48157,6892,28185,3132,303,137306,58672,49359,5397,25681,1228,292,2310,22672,103,0,568,3622,139949,57296,47545,6801,29701,2257,242,104571,47226,35731,4004,18655,1199,264,0,0,81860,43177,24362,2233,11569,373,35,1964,11092,175,142,0,117425,50629,37987,5887,23334,2752,271,117425,50629,37987,3263,21696,98,60,1010,2682,82436,42717,25015,2324,11745,268,25,0,0,0,0,0,84532,42431,24513,3045,13812,459,10,2517,13153,89,10,84065,42248,23753,3113,13782,868,55,2574,13018,477,55,32105,23458,8284,30955,24563,6392,41229,31469,8141,39483,32214,5776,32136,27104,4984,32349,25452,5050,31809,25852,4967,37611,29673,6826,48772,35979,12061,28436,20502,7914,34701,26056,8214,28744,21116,7387,29053,20371,8629,28439,20293,8127,28483,20752,7702,37627,26642,10503,46227,30557,14268,44653,31506,12573,43978,31276,12702
38,38,122258,29550,61413,12319,20410,2739,660,0,0,131223,29020,68780,8211,26424,1131,249,0,0,130157,25745,65330,13070,26173,4943,628,130308,25766,65424,11717,26392,4354,451,126603,27004,66790,9685,25458,1115,190,4156,22709,45,0,2491,3403,131075,26686,67967,11368,26214,2047,247,92280,25091,43665,8875,15596,1811,473,0,0,76168,21917,35473,3233,14959,181,50,3151,14625,154,369,0,103097,22112,49976,10164,20761,3773,487,103097,22112,49976,4983,18433,712,52,3473,3356,76171,20733,36038,3656,15193,177,35,0,0,0,0,0,80141,21117,37158,4908,16297,298,35,4707,15877,166,35,77266,20558,35244,5173,15594,349,28,4886,15190,147,28,27496,20133,7157,26729,21520,5209,32571,24501,7030,31000,25502,4680,21456,17540,3908,21887,17208,4003,21441,17013,3946,27548,21336,5685,37166,26238,10533,16925,10341,6564,23736,16566,6938,17156,10821,6179,17396,10093,7268,16938,10224,6693,16804,10389,6387,25490,15812,9442,33052,18252,14024,31544,19279,11908,31088,19300,11788
39,39,126922,19383,70566,4277,34709,2136,323,0,0,119932,17232,66489,2984,34763,1704,248,0,0,130727,16401,72268,4142,39011,5645,267,130839,16409,72357,3358,37999,4494,186,119273,17521,66315,3915,34537,1506,379,1206,31699,132,55,222,2122,124574,18280,68582,5020,36037,2197,348,100034,16738,53482,3458,27998,1532,253,0,0,55502,13085,23809,1184,17122,242,0,1073,16886,80,87,0,103879,14131,55360,3381,31973,4213,216,103879,14131,55360,1469,30844,130,9,615,1321,57004,13480,25374,1181,16745,251,54,0,0,0,0,0,61647,14702,27322,1476,17827,215,22,1104,17356,35,22,59927,14776,26121,1594,16942,174,47,1223,16413,42,47,25065,18628,6249,23563,19048,4515,29555,22912,5782,27588,22821,4014,20121,16731,3367,20545,16341,3388,19976,16126,3331,25197,19774,4883,33393,23657,9412,16748,10984,5753,22346,16125,6010,16997,11519,5323,17343,10987,6323,16778,10933,5833,16634,11228,5319,23794,15231,8335,29971,16804,12561,28433,17567,10538,27593,17324,10269
40,40,119137,21742,19323,4173,74746,727,244,0,0,113480,16249,18515,3691,75795,851,138,0,0,128620,15335,20375,4355,89213,1080,185,128688,15343,20405,4064,89214,958,155,114333,16844,17832,3632,76818,1002,109,2293,75052,294,79,428,1511,115655,16180,17079,3685,78454,915,387,99671,18903,14949,3382,63030,505,200,0,0,57039,14017,9975,2059,30573,284,35,1940,30196,210,120,0,108447,13613,16061,3607,75595,828,144,108447,13613,16061,2565,74754,51,11,427,965,57214,14386,9518,2008,30539,421,94,0,0,0,0,0,60327,14063,9814,1921,33728,435,119,1756,33222,349,119,64275,14047,10089,2249,37058,382,199,2060,36906,282,199,25412,16474,8734,23172,17079,6093,24745,16415,7596,22391,17088,4807,16225,11640,4568,16661,11489,4701,16019,11048,4525,20864,14266,6204,29247,17899,11042,15751,8098,7641,19712,11804,7726,15972,8880,6944,16433,7905,8505,15764,8072,7678,16070,9719,6338,21246,11408,9682,25922,12543,12994,24337,13199,10917,24088,14560,9528
41,41,129962,72751,9819,32516,16241,630,181,0,0,136855,69254,11398,35252,22618,531,90,0,0,138539,67778,11298,34940,25098,1320,143,138682,67803,11327,34381,24978,1072,119,134248,66773,10649,35227,22749,667,124,31753,19991,93,89,745,4153,137346,67280,10929,34126,25804,1023,64,101904,58016,7195,25217,12451,447,143,0,0,90228,47266,6938,22896,12806,233,15,22610,12175,90,107,0,109067,53497,8499,28049,19330,985,112,109067,53497,8499,24416,17166,106,19,957,4407,89059,45945,7006,22822,12885,274,60,0,0,0,0,0,91837,46771,7236,23277,14074,311,55,22868,13438,110,55,87807,43920,6925,23044,13357,289,81,22411,12769,94,81,40924,24784,15843,37849,24069,13780,41156,24106,15845,38859,29849,8328,28861,19581,9258,29046,19488,8987,28770,19407,8785,35727,23061,12094,47809,25903,21377,28662,14957,13686,34215,18733,15190,29087,15205,13740,29649,13465,16152,28954,14158,14771,25902,14384,6734,36712,18489,17972,43700,20696,22349,41305,21472,19468,40244,20557,19687
42,42,127753,19349,20740,86910,5685,1281,342,0,0,125084,25220,19150,76949,6859,697,60,0,0,127609,24143,20392,77650,8735,2177,271,127923,24148,20428,75437,8029,1431,163,122900,24373,18412,75794,6915,907,62,69984,5642,399,0,837,3257,128647,24994,17783,80682,7612,1803,63,96045,14383,14666,66334,4250,897,295,0,0,76481,17754,9110,46028,3135,192,0,45605,2807,77,302,0,101654,19193,15413,63016,6730,1679,214,101654,19193,15413,54597,5548,174,25,1138,5566,76831,17084,9108,46894,3048,325,0,0,0,0,0,0,83100,18151,9118,51626,3461,372,15,50861,3120,245,15,79772,17934,9450,47112,4564,491,79,46276,3876,191,79,40669,35679,4809,38970,34975,3995,42012,36716,4261,40792,37391,2280,33028,30370,2636,33310,29664,2456,33161,30416,2290,38295,34273,3331,47577,41053,6117,26407,22501,3879,33993,29431,4305,27077,23133,3794,27410,22466,4902,27007,22866,4118,25525,22971,0,35828,30121,5420,43923,35645,7429,42163,35575,6133,41241,35051,6190
43,43,134588,21211,13136,103003,2771,1186,328,0,0,137457,33725,14188,88587,5125,1141,107,0,0,140765,36420,15002,85565,5843,1709,238,141202,36430,15062,84315,4894,812,120,135350,33802,14418,86200,4748,1158,61,79112,3382,82,0,707,3850,141835,35865,16527,87988,5658,1276,133,103894,14790,9975,80989,2291,878,265,0,0,91749,23289,8966,56011,2734,573,0,55234,2355,62,416,0,114279,27836,12188,71092,5064,1430,195,114279,27836,12188,62166,3791,169,24,1838,6267,93143,24605,8960,56487,2522,351,0,0,0,0,0,0,98782,25859,10361,58759,3152,348,4,57458,2731,45,4,95268,26631,9026,55934,3017,533,13,54411,2501,57,13,45655,42133,3394,44170,41318,2852,47708,42640,3744,46188,42063,2599,40698,38301,2358,40968,37179,2010,40959,38675,1750,45249,41229,3075,55026,48548,5947,32593,27825,4749,40660,35839,4476,33303,28647,4470,33881,28374,5438,33519,28542,4958,32548,28734,0,42826,36676,5717,51605,42411,7949,49700,43589,5524,49061,42920,6141
44,44,130628,70568,20825,17916,22810,1491,241,0,0,134984,76799,20034,14993,24030,1299,201,0,0,140119,73126,19890,16157,30273,2162,211,140224,73137,19919,16102,29960,1792,173,136360,77032,18890,16093,25622,1606,198,11702,21015,59,0,921,6732,138673,78239,19241,16100,26269,1394,31,101960,56463,15529,14228,16789,1035,172,0,0,90100,54929,11882,10168,12297,215,0,9523,11490,53,561,0,108360,57484,15163,13065,22174,1682,167,108360,57484,15163,10317,19604,104,20,1135,4533,92202,55896,11737,10571,13121,155,0,0,0,0,0,0,94064,56965,11815,10573,14060,307,0,9779,12832,25,0,92918,55680,12669,9795,14177,314,9,8844,12936,93,9,50008,41510,8020,47401,40748,6653,54615,46208,6385,52781,46156,4338,45629,41452,4130,45285,38047,4125,45267,39858,4085,50779,43886,5303,61021,51523,8749,43489,37381,6063,48922,42004,6376,44072,38164,5605,44341,37203,7045,43814,37450,6317,41333,36602,2233,51643,43255,7694,59291,47222,9968,57382,47986,8488,55272,45439,8077
45,45,122719,89713,11501,3377,18235,538,142,0,0,124738,82939,14552,4345,22671,1013,168,0,0,132611,84457,14059,4987,28372,1247,180,132683,84481,14084,4814,28391,1161,165,124110,82074,14249,4754,22291,653,190,3545,18800,21,166,1173,4080,123874,79321,13891,5766,24199,487,123,95311,70468,8311,2497,14055,378,114,0,0,75721,54722,6863,2279,11342,520,0,2114,10960,250,59,0,102030,65884,10109,3752,21694,924,122,102030,65884,10109,2841,19285,60,17,747,3087,76404,55045,7134,2474,11270,380,0,0,0,0,0,0,76606,54011,7101,2941,12261,155,0,2718,11601,55,0,74928,53097,5635,3810,11973,329,14,3494,11049,169,14,28449,10807,17409,24523,9436,15087,29787,11110,17736,26900,17333,9030,19544,9209,10308,19917,9495,9885,19410,8900,9937,25478,11356,13650,37478,12116,25003,22858,7499,15347,26049,8438,17411,23078,6825,16142,23704,5423,18251,22970,5882,17076,19447,6123,9775,28685,7916,20605,33908,8282,25164,31212,8961,21989,29835,8300,21535
