ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
48,48,108127,82199,11701,2644,11517,583,120,0,0,108390,78231,13537,3525,13250,954,356,0,0,108566,74640,15479,3265,14094,1684,117,108020,76331,15048,3532,13082,904,397,2564,11878,75,52,81,1978,107860,72703,16224,3542,14525,887,286,84550,66247,7782,1725,8627,411,90,0,0,81394,63987,7261,1975,7614,200,58,1887,7265,86,252,0,87354,62424,10791,2281,10851,1243,79,87354,62424,10791,1868,10203,78,17,245,1728,80772,62498,7669,2032,7791,222,57,0,0,0,0,0,78234,58796,8194,2038,8803,214,49,1693,8506,10,49,77793,57484,8453,2108,9108,258,101,1778,8711,3,101,48207,26477,21049,44595,22575,22020,49757,24316,22280,49012,23461,22783,39661,18081,19262,39597,19047,19566,48444,23569,22752,56799,28758,27070,56232,27879,25575,37949,19369,17934,46062,22946,21644,38212,19425,18258,38134,18878,18130,38032,18681,18620,38080,19063,18329,37768,18085,18919,37819,19573,18246,46784,23096,22507,53936,25022,27493,52772,27587,25177
49,49,108343,64515,26532,5295,12254,889,96,0,0,108658,59012,29681,5597,14915,796,67,0,0,108753,55861,29399,5973,16540,2571,144,109406,57319,29733,6157,16388,988,88,4614,15484,67,21,319,1858,108585,56028,28575,6525,17277,1343,195,78409,49972,16462,3202,8764,541,63,0,0,70412,46954,11450,2984,8745,158,20,2708,8680,19,87,0,82742,45837,19737,3965,12265,1812,101,82742,45837,19737,3315,11591,95,11,228,1928,70634,45145,12059,3812,9369,188,4,0,0,0,0,0,70686,44251,12561,4251,9212,256,0,3644,9000,34,0,69952,43239,12081,3956,10197,209,2,3418,9865,26,2,40806,23538,16693,38319,20524,17795,42488,22945,16571,41900,21431,17857,34948,17812,14967,34934,18542,15407,41954,22692,17315,49070,28232,19858,48589,27136,19213,31346,17738,13010,39010,21791,15886,31560,17860,13167,31501,17438,13139,31406,17223,13488,31409,17257,13486,31205,16614,13857,31159,17446,13713,39648,22035,16546,46124,24304,20383,44985,25034,19900
50,50,125654,45197,65077,12389,3808,1174,129,0,0,126566,43385,67525,11382,4694,1354,280,0,0,108660,35334,57802,10000,5397,4314,137,125355,42603,67255,11447,4726,1240,253,9284,4034,93,152,699,1239,110458,37083,59960,8838,4522,2683,387,85998,35646,40083,8084,2433,757,82,0,0,71605,35740,26305,7076,2058,286,10,6746,1998,116,132,0,79966,29732,39008,7080,3751,2943,105,79966,29732,39008,6202,3367,100,37,184,1336,72572,34735,28375,6911,2162,260,0,0,0,0,0,0,66151,30511,27198,5678,2384,322,0,5484,2177,118,0,66771,29468,28407,5575,2879,377,5,5369,2586,152,5,33351,21466,11377,32793,20784,12009,34491,21892,10114,33895,20359,11411,27186,15740,9683,27156,16218,10224,32730,20392,10696,37097,24731,11519,36799,23371,11298,22846,14652,7766,29392,18860,9411,22903,14625,7839,22880,14278,7782,22836,14320,7999,22842,14260,8082,22688,13920,8262,22905,15029,7876,29340,18771,9746,33981,21371,12035,33591,22089,11497
51,51,104944,85377,5895,1561,11987,360,88,0,0,105398,80718,7066,2499,15436,538,190,0,0,108489,79735,7722,2290,17443,1072,127,106037,80482,7009,2496,16201,736,155,1398,14429,32,13,103,2560,108189,80638,6150,2997,17402,857,147,78086,65167,3847,986,7952,227,71,0,0,73667,62071,2770,1262,7200,145,15,1187,6901,43,222,0,83795,64024,5224,1559,11979,776,75,83795,64024,5224,1166,11333,80,21,168,1779,73761,62399,3037,1254,6839,226,19,0,0,0,0,0,76456,63440,3155,1814,7634,373,19,1609,7287,43,19,77635,62957,4128,2019,7971,340,14,1646,7441,55,14,52197,26264,25273,50429,22122,28307,54506,26847,23205,53730,22659,28432,47560,20502,24938,47533,21984,24498,54436,26354,25856,61884,34434,26207,61388,31542,27740,44556,24650,19213,51902,27748,22468,44815,24836,19353,44695,24755,18647,44567,24143,19664,44674,24248,19673,44374,23271,20346,44387,24088,19835,52549,28610,22737,58389,32076,24757,56859,30847,26011
52,52,105302,87079,8864,1487,7669,496,76,0,0,106550,83319,11088,1910,9898,367,199,0,0,108647,82234,12346,2273,10265,1653,139,107717,82333,11985,2135,10680,645,229,1571,9107,39,195,257,2229,109519,82178,12768,2507,11186,677,128,78224,66341,5526,881,5280,335,51,0,0,77530,65496,4743,1180,5758,183,114,1094,5350,35,24,0,84323,66291,8069,1400,7342,1129,80,84323,66291,8069,981,6661,68,4,183,2066,78194,65626,5283,1289,5622,344,135,0,0,0,0,0,79523,65772,5986,1461,5969,197,90,1210,5468,8,90,78439,63203,7128,1494,6295,289,9,1184,5788,6,9,51915,25310,25858,50758,21703,29055,55159,25162,25674,54736,22247,29458,47345,19459,25522,47400,20829,25373,54962,25012,27592,62791,32570,28922,62514,29755,30463,44465,22849,20760,52226,25906,24571,44668,22913,21019,44556,22878,20166,44481,22356,21234,44515,22413,21247,44293,21515,21879,44395,22758,21500,53104,26846,24911,60068,30634,27647,58993,29785,29150
53,53,105681,72584,17012,3131,12935,788,114,0,0,105240,69678,17324,4460,13630,1093,199,0,0,108563,68880,17687,4007,17189,1706,98,105165,68531,18766,3943,14173,1112,113,2838,12199,134,61,268,2367,107751,67648,19417,4233,15846,1164,48,81708,58550,11240,2126,9690,476,86,0,0,68397,53568,5730,2155,6323,452,29,2011,6110,105,120,0,85255,56565,12120,2876,12999,1206,77,85255,56565,12120,2290,12289,47,14,249,1681,68021,52187,6600,1929,6546,438,39,0,0,0,0,0,69542,51738,7717,2397,7095,403,15,2189,6649,79,15,69115,49610,8600,2299,8150,275,5,1953,7665,39,5,42079,23882,17673,39842,21262,18580,44082,24607,16304,43292,21712,19249,36162,18109,16209,36152,18995,16272,43108,23464,17768,50043,29522,19591,49142,27860,18995,32708,19495,12666,40196,23238,15612,32860,19429,12960,32754,19116,12741,32705,18945,13176,32794,19002,13216,32549,18556,13418,32558,19186,13130,40776,23619,16201,47583,26923,19779,45674,26957,18717
54,54,107092,79527,16087,2838,8633,558,103,0,0,108246,74328,19478,3257,11347,703,225,0,0,108589,73844,18186,3470,12315,1719,103,106633,71558,20059,4411,10536,974,200,3062,9682,62,35,63,2120,106744,69566,20160,5035,11616,1116,529,82866,64483,10104,1812,6343,366,66,0,0,70159,57629,6103,1612,4631,126,25,1369,4390,23,103,0,85542,61364,11974,2394,9009,1200,82,85542,61364,11974,1936,8384,65,16,213,1590,69576,56209,6790,2269,4192,147,35,0,0,0,0,0,71532,55245,7807,2817,5325,225,70,2570,5016,28,70,71384,54528,8301,2670,5611,155,63,2517,5247,6,63,47604,27140,19889,44790,23247,21543,48722,27008,17949,47904,23254,22291,40589,20145,18553,40616,21130,18523,47602,25824,19779,54345,32772,20534,53578,30561,20774,36632,22524,13516,44371,26153,16738,36790,22391,13900,36684,22316,13368,36572,21892,14038,36697,21916,14157,36383,21312,14447,36344,21961,14135,44653,26589,17042,50205,29643,19648,48543,28912,19627
55,55,104843,72327,12810,2906,16784,667,118,0,0,105763,68178,14287,3815,19342,715,466,0,0,108686,68530,14711,3743,21066,1612,103,106815,68279,14114,4635,19736,698,334,3910,18015,188,6,329,1964,108481,67702,14523,4801,21394,1130,203,82428,58947,8456,2003,12888,449,92,0,0,70392,50472,7161,2557,9651,293,55,2356,9131,202,206,0,86450,56082,10430,2732,16583,1148,78,86450,56082,10430,2176,15705,58,11,354,1634,70952,51367,7087,3059,8907,290,6,0,0,0,0,0,72550,51667,7250,2774,10167,427,0,2586,9684,185,0,70521,49210,8202,2399,10244,229,5,2182,9804,35,5,40243,23615,16081,38109,21182,16927,43863,25184,16038,42583,22405,17997,34426,17944,14906,34404,18376,15207,41980,23122,17140,48999,28087,20174,47868,26753,18441,30232,17779,11896,38479,22016,15239,30315,17711,12148,30289,17403,12074,30169,16987,12580,30279,17303,12393,30025,16771,12655,29987,17323,12375,38792,21778,16034,45502,23731,20735,42769,23855,18910
56,56,102931,65967,16146,4310,16489,996,122,0,0,102506,58874,19258,4212,19712,918,318,0,0,108413,59217,21318,5089,22196,2130,132,101078,58091,18478,5781,18613,973,141,4597,17046,204,18,255,2395,106541,59516,20940,6880,19146,1730,102,80477,55030,10255,2729,12339,622,84,0,0,67233,46436,7864,2583,9843,300,100,2361,9533,140,108,0,85509,50173,14459,3527,16669,1500,91,85509,50173,14459,2896,16006,72,28,230,1645,66735,45278,8172,3236,9655,198,19,0,0,0,0,0,69303,45547,9026,3731,10409,326,8,3369,9800,58,8,68527,43535,9598,3613,10965,399,16,3308,10265,29,16,39157,24095,14518,36832,21572,15260,41363,23942,14780,40413,22437,15580,32141,17291,13063,32081,18055,13086,39653,22641,15235,46573,27566,18223,45606,26606,16710,27539,16617,10435,36000,21125,13675,27620,16536,10666,27579,16100,10755,27477,16012,10895,27581,16129,10908,27399,15713,11139,27492,16691,10760,36211,21017,14263,42375,23123,18284,40766,24713,16053
57,57,104838,74696,15605,1837,12690,629,100,0,0,105877,70296,16633,2472,16267,553,204,0,0,108417,69820,17643,2266,17719,1575,81,104836,70222,15638,3000,15645,452,107,2328,14510,85,0,319,1736,108604,71956,17401,2865,15421,699,60,80219,59477,9881,1289,9510,392,70,0,0,69178,53969,6090,1505,7333,183,0,1342,7180,126,97,0,84926,57270,11989,1592,13258,1098,71,84926,57270,11989,1219,12676,62,18,300,1392,71200,55331,6515,1510,7698,106,0,0,0,0,0,0,73685,56333,7747,1498,7754,192,0,1285,7454,57,0,72481,54171,6962,1851,9004,193,20,1538,8604,53,20,46872,29110,17241,44190,24798,19392,48497,29809,15428,47796,24234,21697,40770,22034,17444,40790,23059,16906,47782,27841,18341,54923,35048,19073,54124,32865,19477,36078,23381,12163,44233,27959,15033,36243,23541,12224,36109,23532,11643,36042,22923,12526,36159,23062,12516,35866,22432,12891,36026,23789,12227,44633,28188,15576,50496,31220,18384,49254,30677,18558
58,58,107641,88577,8807,4419,5740,612,225,0,0,105006,83829,9704,4053,7567,489,114,0,0,108398,82494,11287,5112,8122,1308,268,106344,83336,10389,4645,7819,725,112,3428,6430,157,28,158,2415,108416,84211,10936,5122,7370,1056,190,81165,67293,6047,3490,4197,480,179,0,0,76847,64405,4970,2801,4319,210,15,2541,3939,57,178,0,85058,65729,8293,4146,5887,897,203,85058,65729,8293,3380,5160,124,85,328,1959,78685,64778,5796,2952,4684,273,15,0,0,0,0,0,81085,65962,6532,3369,4650,337,25,2973,4181,70,25,81782,64889,7443,3447,5257,375,77,3093,4605,153,77,54119,34616,18988,51584,29102,22482,53997,35463,14607,53907,27532,24873,48026,27006,19739,48037,28757,18527,53540,33088,18920,59030,41624,16473,59006,38261,19363,45098,31464,13021,51201,35266,14572,45447,32261,12655,45254,32532,11428,45119,31485,12965,45179,31552,12934,44936,30540,13750,45364,33288,12076,51644,35851,14813,56417,38815,16050,56027,38192,17682
59,59,103133,64000,20669,2695,15762,742,122,0,0,105247,57206,22420,2740,22480,1005,145,0,0,108549,55271,23100,3310,25996,1920,129,104531,56752,21792,2954,22505,1119,134,2297,21090,349,63,255,1935,107047,56150,21326,3310,25373,2284,112,76337,50707,12839,1768,10940,446,82,0,0,62807,44894,7463,1817,8176,328,15,1568,7762,164,94,0,82422,45867,15571,2348,17881,1314,105,82422,45867,15571,1906,17237,67,24,260,1490,63045,44763,7316,2013,8241,472,15,0,0,0,0,0,64830,44600,8242,2150,9206,493,0,1850,8834,295,0,65511,42699,8632,2808,10797,524,17,2295,10047,224,17,41071,26344,14255,39026,23120,15906,42302,26547,12960,41831,22337,17730,35020,20029,13547,35038,20780,13504,41245,24961,14837,46896,30930,15185,46573,29118,16120,31345,20737,10141,38269,24794,12397,31493,20888,10176,31452,20919,9639,31322,20435,10307,31394,20335,10475,31254,19968,10722,31393,21282,10111,38537,25014,12709,43656,27732,14803,42933,27463,15341
60,60,109542,28534,52577,24920,4251,1835,217,0,0,109271,25354,55072,24448,5003,1353,268,0,0,108705,21439,59294,22886,5022,4875,248,106591,25257,52218,24580,4833,1658,298,21792,3945,111,78,733,2470,107588,25533,53911,24032,5396,2917,251,77065,24250,32734,16976,3121,1190,147,0,0,61016,22031,19010,16920,2249,475,54,16221,2067,80,450,0,80694,18962,40561,16777,3835,3455,167,80694,18962,40561,15226,3333,108,46,706,1752,62434,21907,20723,17073,2294,340,80,0,0,0,0,0,65249,22763,23173,16103,2744,547,20,15145,2604,60,20,64649,20025,26117,15002,2956,420,45,14252,2735,64,45,33015,24488,8138,29854,21934,7920,31363,22730,6804,30934,21041,8334,22739,15584,5982,22773,15890,6320,28388,19959,7093,31650,23267,7685,31350,21153,7627,17465,12572,4553,24316,17334,6046,17552,12456,4796,17559,12243,4749,17453,12196,4840,17454,12213,4856,17384,11929,4982,17489,12713,4776,23733,16679,6300,27503,18795,8082,26904,18819,7977
61,61,108538,66583,19862,14748,7472,1114,184,0,0,106791,61474,22727,14307,8027,1219,163,0,0,108652,54102,28932,16334,8266,3202,257,106012,59112,25090,13302,7863,1437,87,10849,6956,296,0,353,3338,108832,57636,28293,15166,8036,2278,103,77431,50992,11904,9262,5052,712,118,0,0,74303,49287,10560,9074,4628,490,0,8657,4147,216,291,0,82496,44919,19159,11013,6076,2318,179,82496,44919,19159,9730,5355,176,38,471,2648,73919,48264,11634,8619,4761,439,0,0,0,0,0,0,76989,48352,13767,9460,4648,395,0,8785,4202,174,0,75934,45315,15183,9643,5296,326,8,8828,4811,90,8,47769,27301,19777,44358,23898,20460,47386,25156,18640,46814,23778,20434,37552,19022,16056,37625,19723,16866,45140,24224,18763,51082,30034,19996,50692,27562,20514,32679,18895,13169,41064,22974,16607,32822,18743,13556,32801,18420,13291,32658,18247,13705,32700,18364,13612,32560,17648,14114,32692,19094,13598,41103,23242,16735,46926,26362,19303,46111,26445,19501
62,62,108201,68102,26943,4831,8325,1253,155,0,0,107508,66250,28133,6044,7370,1153,214,0,0,108565,59377,33250,6264,8500,3085,198,107599,65599,27740,6397,7827,1098,105,5049,6706,177,50,315,1978,108617,61144,30429,6708,9671,1841,247,75730,51214,16159,2670,5505,757,92,0,0,71410,52152,12040,3260,3494,430,0,2981,3289,149,98,0,81251,47862,22200,3896,6116,2168,137,81251,47862,22200,3228,5404,89,43,279,2146,71575,50568,12311,3680,4214,404,0,0,0,0,0,0,71959,47917,14091,3867,5449,354,15,3633,4881,97,15,71844,47012,15229,3828,5177,333,48,3599,4428,42,48,42228,24784,16861,39732,21824,17908,43825,24486,15704,43293,22315,18446,35551,18345,14987,35611,19291,15263,42788,23880,16866,49535,30624,17817,49185,28148,19048,32059,19341,12109,39738,23439,14849,32234,19387,12334,32160,19125,11923,32045,18948,12420,32071,18916,12471,31959,18272,12956,32112,19857,12255,40113,23879,15163,45759,27075,17374,44971,26963,17842
63,63,108616,89960,13992,1620,2788,685,83,0,0,107820,87732,14811,2749,2502,446,30,0,0,108529,83280,17425,2301,3234,2284,112,107473,88086,13971,2078,2767,754,35,1099,1881,36,0,85,2310,109215,86715,15943,2106,3704,1093,45,79650,68160,8533,879,1850,430,56,0,0,78409,68953,6400,1374,1407,273,0,1089,1158,30,52,0,84666,67675,11504,1386,2337,1633,79,84666,67675,11504,1007,1888,104,22,222,2244,79890,69791,6960,1251,1552,340,0,0,0,0,0,0,81089,69216,8164,1379,1911,400,0,1039,1571,58,0,81204,68851,8258,1563,2018,280,25,1254,1655,46,25,49699,26198,22605,47483,22045,25438,49802,22242,24123,49815,21121,24993,40932,17764,20768,41005,18886,20917,49278,22690,24187,57535,28902,27381,57099,27145,27082,41267,20968,19366,47954,23430,22758,41426,21118,19423,41349,20823,18977,41260,20591,19662,41281,20570,19638,41099,19819,20147,41218,20942,20276,49258,24460,23377,57247,28185,27734,56358,27758,28547
64,64,109169,96148,8303,1971,2333,754,105,0,0,107166,90861,10239,2616,3068,965,110,0,0,108575,87917,12069,2982,3198,2263,199,107966,88878,12262,2459,3947,1238,170,1310,2644,61,19,147,2643,108780,87473,13387,3300,3778,1464,170,82175,74230,4987,1076,1519,530,68,0,0,80681,72211,5091,1273,1487,458,0,1159,1257,92,167,0,85426,71731,7722,1783,2217,1607,129,85426,71731,7722,1268,1675,103,11,165,2751,80727,72020,5610,883,1927,371,20,0,0,0,0,0,81733,72125,6125,1280,1888,349,20,1070,1460,31,20,81187,70461,6913,1502,1924,367,37,1309,1507,45,37,49949,25176,23923,45483,20613,24870,49895,19295,27042,49430,19727,26043,40592,15655,21886,40579,16469,22754,49007,19879,26611,57170,24694,31376,56650,23434,30503,40756,18357,21536,47598,20195,25700,40962,18285,21880,40944,17868,21472,40744,17749,22014,40765,17779,21943,40599,16817,22679,40765,18354,22411,48849,21044,26488,57138,24204,31722,56015,23941,31965
65,65,102695,86376,8452,2252,5543,624,83,0,0,106124,85684,10487,3411,6428,847,108,0,0,108537,83085,12502,3037,8251,1951,94,106588,84110,11449,3968,6720,782,53,3012,5521,50,2,92,2337,109230,81798,14695,3547,8400,743,123,73528,63356,5106,1332,3612,375,53,0,0,77062,65233,5493,2071,3903,267,12,1739,3677,69,111,0,82669,65568,8109,1955,5720,1295,53,82669,65568,8109,1524,5056,52,8,239,2113,79323,65917,6466,2333,4107,255,4,0,0,0,0,0,81599,65884,8257,1782,5150,277,6,1534,4650,25,6,81374,65303,7999,1923,5561,372,44,1639,4936,47,44,50296,23721,25906,47542,19389,28153,52579,22972,26099,52289,20908,28247,46504,18872,24724,46532,20011,25394,53551,23703,27528,62081,30748,30095,61624,28693,30519,44637,22060,21837,51680,24660,25419,44803,22166,21916,44723,21872,21518,44692,21605,22306,44737,21484,22467,44488,20827,22874,44681,22274,22407,53073,25771,26132,61020,29740,30417,60310,29614,30691
66,66,104075,78374,14997,3463,7254,805,93,0,0,108832,76782,19113,3514,9020,1588,103,0,0,108650,72073,21467,4998,8634,2606,118,108689,76020,19386,4225,8708,1520,105,2820,7699,93,14,222,2432,108582,74480,21001,4980,7728,1225,54,76578,60159,9346,2081,4860,508,68,0,0,77655,61005,9077,2134,4891,510,10,1863,4726,124,53,0,84127,59050,14235,3274,6216,1809,80,84127,59050,14235,2630,5575,95,12,264,2266,77902,60081,9607,2563,5167,470,4,0,0,0,0,0,78835,59368,11253,3036,4896,337,4,2310,4344,107,4,78289,58036,11654,3180,4966,318,0,2320,4387,81,0,45548,24893,19939,41739,20646,21093,46766,23287,20455,46536,22014,21357,39065,18663,17907,39181,19689,18419,46661,23543,20871,54538,29632,23743,54157,27918,23437,37031,20066,16210,44425,23415,19436,37145,20076,16320,37095,19843,16049,37053,19692,16585,37060,19676,16548,36866,19020,16983,36966,20002,16964,45403,24122,20056,52697,27531,24190,52153,27991,24160
67,67,117081,69667,17889,27279,2391,1409,122,0,0,109103,61337,19494,26226,2325,1222,118,0,0,108458,55339,21077,27608,2882,2953,136,108340,59637,19238,27665,2670,898,91,23544,2109,91,1,105,3622,108593,57527,18960,29264,3006,1534,75,86271,56805,10412,17180,1612,923,84,0,0,75768,50694,7643,15665,991,668,0,15227,845,211,120,0,82540,47050,13643,18189,2026,2175,89,82540,47050,13643,16618,1666,219,24,289,3031,75340,49883,7637,16187,1162,493,0,0,0,0,0,0,75966,48436,8154,17414,1420,470,10,16325,1220,61,10,75349,46117,10155,15819,1335,1744,26,14398,1116,191,26,43004,27634,14382,41259,25721,15538,38805,21451,14754,38095,20337,15054,29143,15842,10112,29094,15787,12434,35432,19562,13979,39416,22486,16122,38896,21517,15590,25272,13812,10766,31996,17665,13205,25314,14043,10747,25395,13656,10907,25227,13029,11458,25272,13049,11491,25197,13213,11282,25218,13656,11555,31780,17521,13422,37102,20347,15895,33291,14786,18273
68,68,108686,75972,17862,10453,4342,1134,115,0,0,108086,68835,21024,13709,4844,1003,119,0,0,108450,64367,22627,14827,5139,2721,125,107941,67950,21894,13018,5279,772,134,10256,4326,78,3,233,3197,108728,67329,24048,12191,4958,1242,27,81925,61971,10475,6357,2922,730,71,0,0,76803,57234,8596,8432,2198,237,4,7781,1970,23,149,0,83344,54401,14571,9171,3697,1951,90,83344,54401,14571,8094,3180,141,17,264,2676,76817,56816,9652,7587,2407,175,4,0,0,0,0,0,77531,56550,10933,7299,2313,238,20,6878,1838,20,20,77883,55285,11860,7063,2738,772,35,6577,2179,81,35,46988,25580,20545,42653,22458,20195,44522,21520,19645,43938,20184,20961,35637,17096,14822,35560,16866,17725,42202,20899,19139,47312,25517,20811,46796,24245,20756,32556,16749,15036,39258,20139,17764,32542,17102,14813,32666,16818,14844,32454,15703,15861,32468,15577,15983,32411,15923,15634,32419,16586,15829,39391,20544,17821,44876,23877,19883,41234,19090,22004
69,69,105305,85488,13938,2009,3603,807,95,0,0,106758,84357,15062,3254,4072,777,167,0,0,108538,81459,17734,2828,4311,2252,101,106926,82975,15987,4266,3768,703,62,3096,2854,99,1,191,1744,107978,82265,16603,4789,3902,1198,30,75784,64091,8065,1070,2290,484,60,0,0,75333,64279,6696,1725,2335,245,0,1575,2205,101,67,0,81673,64157,11162,1674,2980,1583,60,81673,64157,11162,1215,2524,110,6,209,2290,75104,63571,7108,2015,2122,278,0,0,0,0,0,0,75924,64295,7098,2004,2177,388,0,1793,2037,49,0,77329,63121,9439,1639,2666,457,8,1450,2295,35,8,47227,23211,23156,44658,19310,25348,48678,19182,26287,48395,18725,26311,39210,14982,21296,39305,15683,22568,47684,19297,26093,55784,24219,30401,55331,23020,29746,40176,17138,22159,46634,19505,25554,40313,17394,22129,40377,16896,22065,40168,16397,22855,40195,16522,22696,40021,16013,22968,40045,16726,23319,47930,20285,26362,56024,23771,31002,50697,14630,35587
70,70,97638,83196,7958,2175,4209,517,93,0,0,106135,88418,9515,3628,5084,485,9,0,0,108589,86020,11771,3543,5345,1950,133,105548,87705,9492,3331,5434,523,9,2355,4241,21,0,4,1742,109788,88435,11612,4637,5179,890,2,70552,61798,4708,1259,2622,333,57,0,0,77530,67272,5136,1878,2846,155,2,1788,2658,9,263,0,81987,67471,7376,2107,3593,1306,94,81987,67471,7376,1638,3094,75,15,203,2115,77787,67939,4425,1863,3281,142,0,0,0,0,0,0,80472,69521,5536,2144,2825,247,0,1899,2489,30,0,80689,68460,6470,1741,3349,395,5,1444,2919,7,5,46137,22217,23170,44137,18477,25660,49811,20722,25586,49453,19838,26189,44002,17392,23590,43962,18373,24326,51345,22041,26841,60899,28802,30898,60557,27165,30553,45005,21450,22762,50956,23239,26042,45234,21374,23098,45150,20860,22778,45032,20729,23400,45053,20661,23510,44851,19760,24155,45126,21544,23576,53071,24577,27206,61986,28463,32466,61296,28898,32370
