ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_AUD_Total,E_22_AUD_Dem,E_22_AUD_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_22_SC1_Total,E_22_SC1_Dem,E_22_SC1_Rep,E_22_SC2_Total,E_22_SC2_Dem,E_22_SC2_Rep,E_20-24_COMP_Total,E_20-24_COMP_Dem,E_20-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,28518,18798,5520,367,280,3932,44,0,0,27370,16135,6043,574,434,4448,72,0,0,28162,15643,6171,474,465,5874,76,28220,15980,6524,610,408,5114,69,290,274,3609,56,1290,29015,15389,7066,293,447,6437,59,20761,14682,3388,178,187,2437,26,0,0,19739,13066,3633,231,171,2638,50,161,129,2527,50,25,0,20833,12607,3960,252,312,3850,51,20833,12607,3960,107,226,3006,16,803,20228,13750,3617,215,113,2622,54,0,0,0,0,20776,13377,3894,53,127,3349,4,44,85,2906,4,21686,13016,3792,101,118,4593,12,57,98,3850,12,12077,3377,8612,12237,2600,9637,12645,2170,9253,12267,3018,9249,10338,2311,6215,10303,2388,7915,10268,2961,6812,12472,2800,9254,13995,3237,10440,13924,2992,10574,12739,2738,9603,11038,2338,8395,10931,2646,8285,9517,3022,0,10957,2623,7969,10867,2475,8392,10951,2701,8250,10850,2462,8388,10842,2450,8392,13009,2949,9805,14258,3462,10547
2,2,30962,13756,7488,436,207,9795,68,0,0,30477,12153,7049,588,319,11391,37,0,0,28237,10304,6798,476,306,11130,59,28862,11269,6800,596,497,10852,12,289,138,9738,0,618,28589,10914,6785,593,383,10753,13,22091,10965,4678,240,135,6367,41,0,0,21343,9615,4107,294,88,7238,0,231,67,6995,0,53,0,20683,8474,4452,273,226,7568,42,20683,8474,4452,144,152,6726,12,644,20306,8884,4151,200,100,6949,0,0,0,0,0,20107,8667,4068,286,102,6906,10,200,70,6533,10,20229,9243,3722,325,88,6795,18,161,75,6118,18,9726,3243,6406,9473,2824,6649,9521,2276,6174,9223,3077,6146,7523,2272,3902,7516,2390,5126,7478,2744,4329,9392,2827,6182,10710,3303,7135,10643,3141,7164,9575,2793,6416,8102,2294,5480,8001,2616,5385,7118,2821,0,8020,2477,5194,7949,2461,5488,7997,2647,5350,7952,2381,5571,7917,2447,5470,9913,3006,6676,11243,3346,7669
3,3,31543,18483,8758,266,198,4412,24,0,0,30482,16475,9298,381,293,4763,41,0,0,28323,14603,8154,300,276,5441,45,29376,15749,9596,418,379,3903,21,88,172,3152,0,558,27393,13969,9021,682,208,4066,13,22605,14354,5482,133,136,2768,16,0,0,21611,13216,5365,129,73,2835,15,59,69,2636,15,0,0,21091,11903,5434,139,191,3491,26,21091,11903,5434,54,109,2828,13,642,20802,12715,5367,106,97,2524,0,0,0,0,0,19782,11561,5281,332,38,2599,0,311,31,2418,0,19265,11767,4383,287,32,2763,11,255,22,2492,11,11212,3383,7746,10501,2480,8021,11333,1945,8348,10923,2852,8071,8956,2109,5422,8947,2163,6784,8910,2668,5843,11149,2466,8311,12778,2829,9676,12686,2634,9674,11484,2410,8715,9843,2028,7527,9718,2287,7431,8395,2564,0,9762,2232,7176,9698,2177,7521,9752,2384,7368,9669,2133,7536,9662,2168,7494,11803,2578,8993,12954,2974,9754
4,4,29127,4064,2752,253,158,22608,40,0,0,28428,3314,2940,216,255,22799,12,0,0,28168,2963,2331,316,336,22857,52,28796,3694,3274,348,214,22290,11,155,182,20903,8,569,27307,3472,3306,270,291,21006,13,19964,3247,1560,137,92,15187,16,0,0,20182,2866,1310,133,79,15777,10,118,75,15572,10,10,0,20298,2457,1528,205,239,16153,32,20298,2457,1528,114,178,15607,7,379,21004,2879,1674,279,75,16013,10,0,0,0,0,20222,2662,1880,137,85,15442,10,38,70,15234,10,20354,2503,1751,196,109,15855,2,55,89,15503,2,9395,5145,4154,8638,5024,3614,9040,4201,3492,8680,4843,3837,7379,3820,2033,7367,4184,3183,7281,4270,2557,9272,5087,3762,10797,6052,4447,10733,5926,4460,9441,5107,3911,7788,4112,3237,7635,4394,3241,7171,4503,0,7666,4096,3162,7623,4417,3206,7667,4494,3173,7560,4109,3451,7552,4209,3343,9771,5343,4154,10712,5398,4977
5,5,28323,2667,2910,218,302,22984,30,0,0,29021,2874,3599,320,446,22804,9,0,0,28631,2146,2781,305,468,23764,41,28652,2619,2889,330,305,23180,25,52,245,22365,18,442,28528,2431,3145,353,279,23824,22,19840,2210,1804,117,223,15812,15,0,0,20689,2226,1927,112,133,16276,15,92,98,16175,15,25,0,21044,1768,1848,186,341,17280,27,21044,1768,1848,99,280,16665,8,320,20638,2074,1666,61,88,16793,21,0,0,0,0,20859,1929,1580,105,105,17233,14,78,100,17125,14,20350,1814,1294,149,110,16961,0,105,105,16790,0,10597,7634,2828,9764,7371,2393,9922,6287,2118,9344,6723,2621,8489,5677,1237,8468,6120,2348,8328,6068,1780,10225,7057,2734,11844,8226,3280,11770,7841,3567,10527,7068,3012,9038,6171,2468,8799,5909,2890,8394,6144,0,8806,5759,2536,8730,6162,2568,8844,6320,2524,8655,5820,2835,8649,5781,2868,10756,7224,3279,11428,7274,3796
6,6,28765,4696,5851,253,187,18451,29,0,0,29192,3957,6446,307,166,19347,66,0,0,28185,4496,4673,292,275,19188,46,27980,3871,6502,136,120,18293,70,49,88,17017,14,428,27991,3725,6460,157,122,18420,67,20806,3983,4366,135,128,12496,19,0,0,21450,3437,4520,202,25,13244,4,95,25,13073,4,36,0,21052,3962,3409,212,204,13664,39,21052,3962,3409,115,143,13073,1,327,21005,3552,4530,73,17,12772,15,0,0,0,0,21076,3438,4398,44,8,13028,4,32,8,12856,4,21530,3723,3415,83,51,14242,12,61,43,14000,12,9750,6567,3026,8796,6113,2683,8928,5026,2749,8526,5551,2975,7769,4809,1681,7767,4907,2860,7651,5347,1957,9209,5678,3205,10678,6609,3798,10605,6211,4060,9386,5613,3440,8078,4744,3056,7901,4864,3037,7436,4957,0,7925,4623,2930,7828,4799,3029,7898,4720,3178,7815,4632,3183,7782,4665,3117,9671,5735,3735,10600,5900,4381
7,7,31041,9324,20532,510,280,1253,87,0,0,31213,7846,21670,204,217,1652,0,0,0,29884,7894,20373,476,319,1580,73,30181,7194,21827,129,301,1232,0,25,14,410,0,679,30782,6935,22453,284,361,1516,0,22162,7570,13733,302,180,797,48,0,0,21765,6722,13956,84,44,940,0,80,0,712,0,0,0,22194,6638,14385,291,219,1078,56,22194,6638,14385,157,64,349,11,471,21341,6384,14057,59,65,777,0,0,0,0,0,21420,6175,14421,155,45,623,0,120,0,199,0,21167,6524,13317,373,129,773,5,368,34,401,5,9947,5798,4076,8908,5070,3838,9311,3924,4094,9048,4831,4217,7921,3956,2595,7900,4095,3805,7899,4847,2727,9487,4538,4603,10771,4944,5573,10718,4707,5731,9608,4286,4992,8136,3387,4561,8059,3890,4169,7468,4060,0,8051,3710,4125,7999,3602,4397,8049,3620,4429,7985,3558,4427,7980,3713,4267,9890,4391,5325,10790,4532,6051
8,8,30038,12292,16019,649,379,1367,67,0,0,30541,11601,16992,692,859,1335,59,0,0,31124,11173,17517,762,459,2066,51,30864,12131,16810,676,804,1623,107,492,276,760,0,390,30857,11684,17139,562,583,1949,159,22661,10229,11147,439,246,957,33,0,0,22797,9817,11763,286,164,736,0,263,112,578,0,35,0,24155,9533,12750,534,323,1485,37,24155,9533,12750,316,156,690,5,572,23186,10077,11846,317,65,801,0,0,0,0,0,22883,9755,11728,246,99,983,0,173,50,668,0,24253,9844,12342,503,223,1150,65,383,208,796,65,12463,6167,6211,11589,5497,6092,12474,4634,6245,12178,5878,6300,11284,5078,4279,11259,5141,6118,11246,6349,4407,13012,5610,6961,14583,6189,8117,14510,5726,8490,13165,5268,7496,11590,4365,7032,11527,4893,6634,10513,5327,0,11525,4854,6376,11420,4573,6847,11508,4702,6806,11418,4541,6877,11401,4662,6739,13625,5471,7952,14946,5910,8767
9,9,27920,3260,5862,420,384,19386,35,0,0,27626,2345,5776,380,467,20206,20,0,0,28195,2493,5188,401,586,20812,52,28661,2334,6349,381,573,21175,88,270,474,18103,88,1020,27353,2282,6111,431,716,19586,26,18915,2782,3893,234,266,12342,19,0,0,18956,2138,3598,257,53,12952,20,213,53,12459,20,3,0,20241,2148,3735,269,453,14272,38,20241,2148,3735,166,372,13352,19,408,19312,2078,3654,194,102,13179,90,0,0,0,0,18424,2027,3561,187,178,12396,30,158,133,12054,30,18519,1888,3048,151,235,13159,54,101,192,12917,54,8547,5865,2543,7418,5250,2168,7734,4598,2070,7334,4928,2406,6428,4177,1177,6429,4486,1943,6338,4523,1511,7890,5153,2444,9179,5965,3012,9091,5727,3075,7985,5060,2650,6551,4227,2128,6423,4010,2413,6004,4253,0,6400,3968,2118,6335,4151,2184,6418,4352,2066,6294,3998,2296,6279,3995,2284,8226,5153,2916,9049,5157,3622
10,10,31584,7224,22033,1433,435,1287,83,0,0,31067,6604,22444,1024,625,1287,13,0,0,30697,6538,21858,1201,507,1478,93,30747,6216,22555,938,782,981,18,501,204,573,0,612,28565,6209,20656,839,715,1019,13,23132,6047,15269,1002,302,954,58,0,0,20256,5638,13225,538,170,642,0,482,144,533,0,24,0,23530,5570,16131,902,382,1038,65,23530,5570,16131,641,215,377,27,450,20595,5641,13612,474,420,415,0,0,0,0,0,19362,5480,12685,430,351,369,0,381,88,234,0,20778,5682,13806,418,305,519,33,358,61,284,33,9586,6645,2876,8835,6018,2817,9208,5250,2860,8788,5879,2909,7490,4718,1697,7472,4950,2522,7443,5363,1758,9416,5789,3294,10940,6683,4049,10825,6262,4278,9518,5575,3644,7824,4363,3361,7724,4700,3024,6949,4679,0,7722,4683,2886,7618,4367,3251,7746,4536,3210,7627,4372,3255,7611,4494,3117,9815,5733,3943,11026,6117,4681
11,11,31004,10025,18318,930,457,2188,83,0,0,32137,10511,19156,788,741,2302,51,0,0,30889,10308,16704,1337,772,3026,77,30835,9929,18218,870,499,2400,39,494,301,1272,3,476,30290,9855,17396,1376,457,2397,131,24814,9008,13691,619,348,1643,66,0,0,23852,9336,12652,375,258,1169,4,366,180,1074,4,64,0,25549,9387,12986,907,582,2392,51,25549,9387,12986,570,337,1369,15,724,23344,8752,12279,504,326,1310,4,0,0,0,0,23292,8920,12059,642,288,1206,15,545,191,986,15,23022,9713,10831,812,274,1126,0,646,207,932,0,14058,10853,3147,12794,9841,2953,13292,9086,2630,12793,9977,2816,12014,8859,1531,12011,9461,2550,11914,9676,1756,13526,10107,2927,14769,11218,3228,14668,10600,3681,13355,9843,3082,11589,8734,2724,11451,8899,2552,10906,8817,0,11482,8976,2297,11309,8535,2774,11494,8827,2667,11306,8518,2788,11276,8644,2632,13552,10081,3230,14189,10320,3429
12,12,31809,3704,26794,758,292,1116,60,0,0,32092,3306,27563,716,202,1067,88,0,0,30913,3185,26315,670,332,1466,71,31106,3308,26714,749,135,796,133,296,87,394,77,217,31251,3151,26923,503,251,1188,55,21759,3124,17714,463,188,732,38,0,0,18813,2961,14866,271,147,534,20,225,109,470,20,15,0,22693,2697,18914,431,250,1028,44,22693,2697,18914,241,116,375,10,248,18917,2970,15089,300,96,428,25,0,0,0,0,19370,2853,15532,290,189,471,24,256,98,358,24,19467,2868,15881,320,56,302,16,288,18,160,16,7815,5790,1985,7320,5449,1871,7659,4799,2036,7277,5133,2144,6121,4033,1194,6104,4308,1796,6091,4623,1268,7707,5165,2299,8899,5896,2840,8799,5684,2913,7674,4932,2523,6061,3634,2326,5962,3882,2080,5452,3883,0,5976,3805,2003,5907,3691,2216,5986,3758,2228,5815,3594,2221,5852,3770,2082,7876,4986,2773,8765,5082,3511
13,13,27516,3264,22341,1119,399,1341,64,0,0,31334,3170,25721,1631,325,1343,85,0,0,31134,3469,24826,1489,637,2107,81,31734,3883,25598,1221,313,1135,0,750,174,725,0,500,32268,3815,25849,1766,543,1490,68,17665,2571,13756,656,267,827,36,0,0,17976,2300,13911,859,122,709,56,805,73,622,56,32,0,21616,2785,16717,937,477,1425,52,21616,2785,16717,623,323,747,11,339,18781,2715,14462,745,153,714,0,0,0,0,0,19871,2864,15031,915,223,735,0,834,164,547,0,18462,2730,13240,797,264,1280,18,725,242,1116,18,6350,4544,1764,5703,4049,1654,7101,4220,1928,6765,4603,2162,5670,3598,1112,5669,3968,1701,5634,4181,1233,7455,4831,2335,8907,5756,2965,8794,5451,3104,7456,4597,2577,5675,3271,2273,5607,3493,2114,5103,3482,0,5613,3407,2043,5529,3358,2171,5613,3435,2178,5490,3263,2227,5517,3401,2116,7825,4767,2926,9323,5159,3975
14,14,31055,5303,23904,1155,324,1240,63,0,0,29557,4569,22697,1212,371,1942,136,0,0,30166,5385,22185,1360,534,1975,121,28913,4468,22488,1012,269,1660,11,652,82,917,0,296,28804,3999,22857,1121,572,1885,149,22616,4697,16460,798,237,875,46,0,0,19139,4107,13649,528,38,678,124,443,28,648,124,16,0,23420,4804,16540,931,377,1529,85,23420,4804,16540,606,202,672,19,458,19454,3958,14320,512,44,668,0,0,0,0,0,19776,3745,14885,516,38,504,0,437,23,314,0,20081,4225,14290,619,99,765,0,500,58,584,0,9900,7846,1985,8935,7137,1798,9510,6483,1903,9114,7012,2102,8099,5849,1132,8090,6323,1767,8039,6478,1227,9782,7164,2247,11121,8120,2752,11010,7772,2884,9704,6899,2456,7860,5512,2186,7756,5704,2052,7297,5720,0,7771,5691,1889,7676,5522,2154,7771,5663,2108,7679,5519,2160,7686,5656,2030,9902,7009,2700,10859,7132,3397
15,15,31673,12324,16969,690,720,1678,69,0,0,32638,12663,17129,1056,614,1855,16,0,0,31025,11392,16083,1128,992,2398,75,32296,12573,16579,1010,803,2212,18,844,555,887,0,570,30458,11894,15541,916,810,2312,0,24470,10544,12264,433,507,1082,40,0,0,25284,10985,12311,812,244,956,0,778,219,790,0,4,0,24798,10023,12254,657,699,1656,52,24798,10023,12254,392,484,868,5,634,25953,11267,12495,744,456,1068,0,0,0,0,0,24194,10950,11395,543,530,851,0,445,501,698,0,23725,10888,11381,194,657,695,0,155,586,481,0,14993,9716,5210,13715,8593,5122,14103,7942,4407,13568,9082,4486,12650,7807,2787,12607,8383,4224,12516,8943,3008,14563,9191,4847,16155,10393,5387,16121,9751,6013,14619,8990,5154,12791,7897,4722,12635,8226,4409,11663,8186,0,12699,8371,4062,12489,7768,4721,12682,8113,4569,12494,7704,4790,12464,7881,4583,14890,9301,5339,15594,9761,5468
16,16,29838,8483,18505,1225,694,1803,88,0,0,30320,9633,17887,1813,491,1494,47,0,0,30663,8300,18763,1442,881,2413,96,30981,9378,18787,1595,408,1598,29,931,280,1161,0,339,31579,8962,19375,1890,637,2223,92,22353,7198,13061,810,501,1214,58,0,0,23544,8350,13085,1027,239,828,20,962,168,717,20,24,0,24274,7360,14175,990,667,1731,58,24274,7360,14175,679,456,956,21,552,23983,8544,13560,861,222,800,0,0,0,0,0,24547,8102,14137,820,247,1246,10,729,193,1141,10,23648,8016,13277,534,364,1415,9,412,245,1256,9,12909,8307,4558,11876,7424,4452,12689,6858,4222,12193,7883,4310,10934,6634,2560,10920,7073,3847,10866,7759,2689,13036,7975,4562,14698,9174,5170,14575,8501,5717,13084,7724,4897,11101,6493,4456,10986,6866,4120,9999,6934,0,11021,6946,3820,10829,6426,4403,10994,6714,4280,10735,6321,4414,10794,6566,4228,13380,8006,5136,14459,8509,5665
17,17,29670,13846,12066,1395,1101,2104,102,0,0,29595,13002,13209,1334,926,1636,43,0,0,30908,12700,12955,1643,1609,2990,110,29817,12363,13735,1323,820,2022,50,791,635,1530,0,553,30277,12020,13624,1493,1244,2929,291,22226,11149,8253,902,770,1525,61,0,0,22745,10806,9524,869,460,1060,0,738,370,978,0,34,0,24660,10859,9696,1199,1208,2228,85,24660,10859,9696,861,908,1425,40,734,22678,10267,9717,843,498,1357,0,0,0,0,0,22960,10240,9443,919,624,1729,0,797,536,1508,0,23990,10556,10269,676,750,1557,0,576,578,1258,0,13080,6819,6217,12638,6279,6359,13055,5875,5482,12558,6919,5639,11563,5877,3735,11538,6299,5239,11470,6978,3985,13847,7275,6023,15757,8734,6678,15667,7895,7368,13929,7128,6309,11789,6058,5587,11667,6299,5368,10612,6529,0,11722,6441,4985,11538,5959,5579,11672,6230,5442,11525,5955,5570,11499,6101,5398,14270,7519,6488,15111,8217,6543
18,18,32167,17382,10362,1424,1611,2155,93,0,0,30190,15543,10676,1349,1878,1440,102,0,0,31064,15306,10110,1736,2069,2848,129,30266,14405,11404,1605,2176,1552,343,1021,1397,930,0,961,29552,14677,10580,1444,1713,1869,334,27422,15735,8042,1095,1344,1689,64,0,0,23942,13847,7620,519,954,849,10,476,744,736,10,136,0,26778,13970,8079,1258,1761,2328,97,26778,13970,8079,807,1307,1347,38,1031,24057,12925,8333,515,1091,1038,0,0,0,0,0,24398,13524,8166,567,977,1068,10,475,782,879,10,24018,12898,7760,1099,647,1517,0,833,457,975,0,16427,13317,3027,14553,11738,2815,14788,10999,2041,14259,11856,2403,13329,10542,1230,13293,11227,2066,13181,11070,1422,14643,11815,2221,15705,12901,2385,15584,12364,2728,14343,11549,2273,12400,10354,1895,12262,10371,1891,11874,10197,0,12337,10516,1578,12125,10041,2084,12342,10459,1883,12156,10135,2021,12149,10174,1975,14386,11764,2323,15139,12180,2360
19,19,32421,8980,18364,2194,1040,3156,110,0,0,31635,8597,17988,2452,630,3429,23,0,0,30681,8779,16005,2445,1022,3830,99,31235,9229,17053,2774,931,2592,72,1366,445,1584,17,1232,30691,8710,17168,2514,1149,2546,58,24364,8175,12358,1513,827,2214,83,0,0,20707,7703,9266,1226,356,2234,15,901,285,2085,15,1,0,24414,7916,11845,1766,791,2863,73,24414,7916,11845,1273,571,1907,23,745,20107,8457,8485,1049,674,1392,20,0,0,0,0,19867,7971,8930,790,663,1388,15,687,336,1234,15,19846,7858,8513,1102,940,1329,9,983,513,1189,9,9350,6948,2334,8135,6128,2007,8162,5240,1830,7808,5918,1890,6861,4819,1033,6838,5184,1654,6810,5281,1145,8118,5784,1946,9068,6568,2236,8927,6210,2399,7974,5610,2021,6439,4655,1632,6339,4746,1593,5958,4664,0,6360,4823,1384,6250,4610,1640,6376,4738,1638,6265,4596,1669,6260,4664,1596,8019,5729,2108,8404,5881,2261
20,20,29501,15820,9273,1504,1781,1867,85,0,0,30463,15171,11002,1608,2192,1588,30,0,0,30886,14876,10522,1804,2246,2411,105,29902,15187,9955,1347,2372,1723,39,879,1665,877,0,1188,29702,15580,9539,1118,2372,2065,60,22997,13609,6284,970,1268,1187,58,0,0,23805,13361,7417,792,1443,765,0,744,1117,632,0,30,0,24767,13004,7601,1228,1724,1695,81,24767,13004,7601,857,1369,979,32,822,23958,13798,7007,811,1485,849,0,0,0,0,0,23794,13720,6924,591,1508,911,0,542,1252,772,0,24034,14127,6499,748,1213,1306,8,625,1063,1052,8,13624,7045,6532,10964,5478,5486,13575,6188,5531,13073,7281,5792,11982,6225,3770,11929,6532,5397,11870,7266,4024,13944,7378,5975,15535,8657,6490,15409,7781,7200,14097,7335,6224,12405,6560,5624,12284,7003,5281,11181,7066,0,12329,7152,4865,12153,6579,5574,12300,6940,5360,12136,6470,5666,12143,6589,5554,14389,7750,6345,15295,8692,6223
21,21,29384,12358,12835,1733,1412,2068,135,0,0,31254,11330,14842,1837,1550,2965,34,0,0,30064,11106,13771,1880,1660,2703,133,31253,10906,15391,1513,1439,3429,62,669,1124,1939,0,1177,31519,10198,16002,1904,1176,3760,139,22206,10565,8650,1125,990,1345,77,0,0,21372,9408,9070,629,592,1673,0,460,540,1531,0,30,0,23308,9522,9880,1274,1277,1886,90,23308,9522,9880,843,1000,1108,33,810,22090,9386,9529,679,750,1810,0,0,0,0,0,22429,9059,10069,657,738,1910,29,533,644,1746,29,21798,8934,9296,1199,885,1454,56,1080,768,1233,56,10624,6276,4302,8645,5007,3638,9995,4848,3625,9591,5877,3714,8474,4720,2294,8445,5093,3352,8376,5523,2394,10311,5856,3963,11791,6936,4540,11690,6366,4944,10266,5643,4162,8302,4567,3577,8177,4830,3347,7403,4850,0,8213,4915,3078,8075,4562,3513,8198,4776,3422,8018,4489,3529,8049,4601,3448,10394,5898,4269,10913,6337,4299
22,22,31694,21495,8777,501,389,914,56,0,0,31635,21195,8737,246,942,712,81,0,0,30820,19600,9080,481,564,1380,78,32095,20256,9812,308,1055,846,277,218,502,385,0,870,32032,20331,9808,455,649,1143,235,25174,17982,6171,317,273,659,39,0,0,25483,17899,6300,189,532,488,0,151,381,375,0,40,0,25143,16845,6631,324,398,1038,42,25143,16845,6631,157,225,280,4,809,25407,17384,6684,240,453,503,0,0,0,0,0,25141,17331,6712,175,284,529,0,79,158,161,0,26282,17802,7042,307,310,769,0,241,140,449,0,13412,6341,6844,15299,6534,8765,16442,6042,8198,15981,7673,8308,14918,6480,5841,14867,6880,7987,14822,7790,6164,17094,7391,9033,18995,8337,10169,18967,7658,10811,17451,7236,9619,15856,6503,9007,15716,7009,8707,14115,7176,0,15787,7148,8242,15589,6594,8995,15735,6886,8849,15548,6489,9059,15534,6696,8838,17949,7611,10008,19025,8300,10241
23,23,25742,14710,8679,891,685,1225,98,0,0,28678,14616,11252,991,526,1775,128,0,0,30924,15734,11740,1063,1106,2062,164,30122,14651,12138,1327,509,1724,115,1134,349,1186,86,508,32586,15442,13039,1650,951,2296,148,19369,11894,5823,576,461,819,59,0,0,22747,12436,8054,649,307,1278,49,446,233,1022,49,80,0,23996,13225,8204,728,786,1404,100,23996,13225,8204,491,497,659,36,785,23333,12429,8675,639,259,1221,50,0,0,0,0,24953,12850,9198,907,471,1358,20,779,384,1012,20,25481,13730,8449,647,571,1871,0,542,342,1389,0,12175,5727,6389,11133,4766,6367,13993,5342,6819,13655,6362,7293,12604,5577,4855,12564,5980,6584,12531,6885,5115,14952,6765,7640,17015,7962,8687,16962,7234,9342,15348,6753,8097,13668,6210,7294,13612,6506,7106,12348,6992,0,13613,6574,6751,13502,6302,7200,13564,6442,7122,13480,6191,7289,13465,6304,7161,15881,7219,8413,17317,8245,8717
24,24,31215,17882,9989,1316,1169,1635,76,0,0,31875,16382,11241,1859,778,2158,168,0,0,30954,15197,11302,1511,1358,2581,134,32118,15739,12137,1704,648,2386,175,1358,511,1553,117,655,32008,15377,12927,1509,1009,2037,329,24953,15273,7200,865,843,1118,56,0,0,24995,14049,8166,1073,402,1227,49,1008,299,1140,49,20,0,25172,13374,8383,1059,992,1836,94,25172,13374,8383,686,750,951,21,874,24899,13458,8395,1105,296,1584,65,0,0,0,0,25283,13601,9153,992,276,1316,0,806,175,1100,0,25634,13847,8910,978,347,1545,5,751,248,1256,5,16270,8906,7294,14515,7821,6694,15021,7003,5593,14413,8779,5634,13253,7152,3576,13202,7766,5436,13127,8543,3873,15226,8518,5935,16771,9849,6446,16665,8964,7159,15184,8331,6157,13025,7439,5411,12907,7746,5161,11786,7753,0,12956,7991,4656,12724,7333,5391,12962,7782,5180,12700,7224,5476,12699,7369,5330,15305,8749,6214,16055,9557,6019
