ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_20_TREAS_Total,E_20_TREAS_Dem,E_20_TREAS_Rep
38,38,61528,52610,2554,1319,4405,712,305,0,0,66705,54440,3523,2055,5961,1020,420,0,0,70710,54730,4212,2196,7369,1579,487,69544,53085,4588,2451,8568,1013,508,1449,5858,216,136,111,4095,71108,53883,4865,2344,8759,1211,556,49103,42891,1759,809,3108,500,212,0,0,51011,43731,2312,1082,3103,495,125,965,2264,108,143,0,57510,45964,3069,1455,5223,1220,340,57510,45964,3069,928,4011,338,118,290,2792,51974,43243,2940,1303,3754,385,130,0,0,0,0,0,53656,44616,3164,1090,3854,413,110,761,3220,73,110,52375,43187,3325,905,4306,347,66,594,3623,29,66,38250,26394,11289,37883,25052,12831,40991,28230,8969,40121,28289,9099,39803,25086,13311,37789,25551,11356,38807,24364,13412,43888,31622,10668,46948,35865,9805,46117,34298,10332,44685,32653,11212,45021,30001,12481,44820,29122,13720
39,39,59043,43722,6014,1601,6965,1104,468,0,0,68697,49078,7475,1746,9150,1476,1160,0,0,70690,45896,8851,2645,11002,2294,744,70508,50239,8206,1763,9172,1280,1148,804,6960,131,178,302,3691,71334,48826,8337,2637,10292,1669,1024,44122,34175,3589,944,4800,730,292,0,0,50697,39142,3450,1030,5462,777,237,627,4865,333,599,0,54396,36930,5848,1728,8046,1618,515,54396,36930,5848,1138,6987,292,247,285,2669,52420,40189,4090,1071,5392,695,161,0,0,0,0,0,52756,39360,4621,1392,5941,630,200,784,5233,145,200,53916,39155,5338,1632,6649,598,204,987,5860,130,204,24386,13532,10411,24715,13235,11480,30288,15285,11707,29495,16416,10472,29369,14400,13337,27914,15083,11906,27791,13063,13099,34062,18393,14069,37960,21544,15294,36647,20568,14658,35344,19419,15078,35910,17953,15737,35449,17928,15282
40,40,65042,56018,5071,1014,1815,1377,346,0,0,71559,60472,5405,1683,2233,1835,432,0,0,71184,56412,6712,1738,2976,2790,551,72399,60970,5396,1406,2629,1715,501,693,1383,633,38,308,2969,70538,59239,5131,1415,2597,1606,451,49708,44064,3000,518,1225,920,227,0,0,54541,48058,2727,895,1330,1153,70,697,979,538,341,0,56153,46028,4357,1097,2081,2027,350,56153,46028,4357,607,1366,376,144,275,3000,55372,48675,2704,739,1618,1162,34,0,0,0,0,0,54773,48330,2739,708,1692,994,14,464,1167,224,14,54375,46979,3417,777,1732,1145,23,504,1177,142,23,32024,17769,13562,30088,16303,13785,34947,16539,14138,34055,18793,11967,33950,16281,15604,32216,17259,13819,32511,15267,15066,38384,20242,16120,42141,23056,17599,40838,22629,16550,39463,21416,16872,40031,19538,17695,39593,19879,16864
41,41,65428,56074,4112,1214,2978,1426,297,0,0,70777,58925,6117,1181,4141,1063,231,0,0,70626,55927,5436,1872,4441,2267,545,71118,59176,5875,1530,3915,1180,356,742,2369,130,55,176,2596,72331,58028,6861,2080,3760,1392,493,52731,46360,2581,740,2191,1024,182,0,0,55489,48313,3311,590,2407,609,60,465,1825,273,193,0,58345,47378,3893,1303,3224,1805,392,58345,47378,3893,722,2190,304,159,334,3365,56278,48655,3601,844,2107,646,43,0,0,0,0,0,56931,48498,4233,1148,1972,749,94,720,1421,158,94,56666,47551,4094,1419,2251,1118,78,876,1575,248,78,36325,26775,8789,34321,25568,8753,39401,27499,7847,38437,27485,6591,38124,26467,9647,36375,26938,8299,37881,26811,9505,42891,32130,8874,46149,35648,9172,45244,34630,8743,43812,33629,9228,44207,31083,9898,43776,31031,9725
42,42,60944,51016,3275,1904,3827,1311,212,0,0,69449,55727,4498,2350,5704,1478,520,0,0,70010,53431,5590,2571,5808,2144,460,70710,55625,5467,2341,6051,1176,633,1421,4197,101,215,609,3078,68573,53288,5725,2180,6395,1056,825,52617,44847,2567,1363,2998,1058,169,0,0,57493,47899,3108,1532,3510,858,160,1029,2822,133,445,0,60958,47285,4617,2047,4686,1810,313,60958,47285,4617,1280,3156,270,73,426,3851,59014,48653,4166,1478,3436,746,171,0,0,0,0,0,57984,47451,4382,1510,3506,540,107,1123,2473,84,107,57978,45834,5161,1769,3957,631,93,1196,2621,66,93,39405,35090,3383,36821,33745,3076,42669,36353,2444,41350,33373,2180,40860,35270,3816,38975,34787,3196,41417,36389,3940,45910,41153,2914,48762,44599,2810,48116,43324,2732,46627,42790,3072,46892,39636,3438,46340,39154,3731
43,43,61759,41896,4892,11725,2607,1566,388,0,0,70866,51945,4993,9384,3968,1434,293,0,0,70754,47748,6578,9623,4578,2464,512,72741,52490,5064,9882,4400,1413,247,7718,2913,341,45,510,3647,72002,50573,6112,9218,4616,1849,476,50565,35966,3259,8772,1926,1128,251,0,0,56159,42797,3018,7092,2368,729,53,6434,1732,221,214,0,59444,41252,4964,7702,3585,1911,361,59444,41252,4964,6365,2353,335,145,388,3642,58220,43800,3569,7239,2683,830,43,0,0,0,0,0,57693,42730,4290,6764,2766,851,78,5896,1907,336,78,58438,43033,4619,6321,3098,819,182,5543,1984,236,182,38477,34774,2958,37027,34150,2877,41249,35727,2323,40023,33095,2127,39548,34310,3754,37772,33796,3085,39820,35037,3849,43931,39660,2809,46685,42970,2685,45987,41656,2604,44628,40962,2997,44855,38355,3325,44337,37840,3612
44,44,64780,40541,9800,9032,3951,2316,1208,0,0,71097,45451,11046,8441,4923,2336,976,0,0,71316,43410,11919,7991,5059,3276,1220,71481,44414,9850,10142,5105,2702,1105,8011,3428,582,679,328,4200,69541,41885,9631,9953,5468,3018,1406,51199,35243,5940,5802,2851,1584,868,0,0,53216,38616,4684,5058,3177,990,286,4482,2479,488,408,0,58795,38154,8304,5728,4063,2434,923,58795,38154,8304,4603,2730,432,515,381,3676,54683,38667,4503,6114,3252,1195,469,0,0,0,0,0,53946,37660,4831,5578,3365,1279,570,5144,2634,376,570,54552,37113,5565,5457,3686,1141,760,4878,2848,284,760,31370,26258,4374,30479,26587,3892,36185,29198,3529,35099,27575,2767,34834,28400,4632,33149,28248,3876,34843,28999,4446,38827,33144,3998,41351,36014,4085,40682,35090,3834,39493,34481,4238,39776,32132,4422,39383,31859,4636
45,45,66462,47968,5489,5384,6546,1584,632,0,0,70276,52063,5778,3830,7466,1445,599,0,0,69962,47376,6811,5954,7297,2558,713,70495,52241,5713,4397,6520,1470,447,3342,5402,391,159,423,2824,69115,49765,5521,4829,7171,1879,557,53342,40520,3582,3500,4778,1145,401,0,0,54633,43538,3305,2522,4398,713,46,2332,3910,290,160,0,57257,40439,4804,4289,5628,1950,462,57257,40439,4804,3270,4562,400,231,297,3254,56024,44734,3203,3176,3968,854,91,0,0,0,0,0,55050,42896,3253,3305,4535,1029,131,2780,3895,412,131,54592,41412,3972,3338,4561,944,323,2746,3598,290,323,35710,28305,6692,34334,28141,6193,38397,29897,5071,37332,28969,4250,36862,28556,6709,35046,28489,5595,36717,28717,6785,40807,33320,5917,43379,36270,6044,42646,35344,5699,41229,34326,6156,41577,32174,6627,41147,31876,6675
46,46,65387,43548,7445,3554,9472,1826,618,0,0,71014,46295,7667,4128,11243,2030,835,0,0,69938,42851,8550,4474,11293,2710,785,72102,47607,7266,4472,11086,1709,894,3025,9024,564,417,134,4071,70421,45556,6928,4280,12173,2447,674,51333,36629,4644,1990,6947,1215,407,0,0,52316,38535,3548,2166,6385,1178,111,1752,5728,488,430,0,56714,36543,6044,2899,8857,2076,560,56714,36543,6044,2033,7728,412,328,359,3267,54360,39876,3598,2426,6947,1040,104,0,0,0,0,0,53954,38985,3529,2606,7404,946,99,1893,6465,357,99,53040,36989,4542,2758,7432,801,128,1934,6441,235,128,28076,21571,5761,27185,21974,5211,32796,24029,5061,31652,23275,3805,31413,23691,5677,29735,23706,4918,31737,24599,5562,36134,28373,5874,39069,31233,6514,38111,30310,5908,36850,29729,6150,37212,27535,6510,36814,27251,6466
47,47,64571,40750,9783,5678,7188,1654,755,0,0,67739,38126,10097,7943,9656,1584,1542,0,0,69944,37828,11166,8450,10005,2747,1289,66167,36803,10703,6828,9737,1905,1454,5335,8856,676,1172,204,2422,66364,36291,10049,8194,9668,2733,955,49089,33646,5854,3445,5146,1133,454,0,0,45672,31097,3752,4126,4870,915,644,3754,4540,493,238,0,55566,32422,7560,5685,7700,2100,869,55566,32422,7560,4534,6814,476,610,272,2878,45073,30554,3969,3699,5086,1043,615,0,0,0,0,0,47313,30667,4315,4302,6229,1232,324,3709,5748,569,324,47312,29961,4623,4698,6484,1308,141,3969,6001,461,141,24736,16125,8058,22854,15577,7277,25920,15900,7207,25124,16696,5519,24909,15411,7840,23438,15679,6902,23731,14599,7669,28521,18645,8392,31233,20853,9437,30443,20469,8539,29448,19643,8998,29742,18209,9248,29407,18094,8982
48,48,64026,44432,7365,3579,7418,1501,678,0,0,71287,44972,9018,5202,10213,2002,1140,0,0,70049,41393,9629,5326,11069,2614,1023,70111,43173,8933,5170,10661,2003,1350,3415,9492,474,1043,71,3510,69226,43396,9549,4742,9326,1721,1031,47011,34699,4205,1913,5211,993,392,0,0,48550,35817,3478,2537,5327,852,248,1838,4941,374,298,0,53957,34006,6254,3240,8298,1930,672,53957,34006,6254,2503,7525,359,481,241,2588,47619,34836,3538,2302,5360,878,323,0,0,0,0,0,49326,36302,3972,2586,5301,699,209,2025,5071,289,209,49574,35573,4464,2873,5477,711,361,2346,5170,148,361,23628,13490,9636,23750,13625,10125,27788,14019,10827,26933,15320,8781,26801,13640,11461,25211,14142,10141,25839,13022,11175,30799,16729,12561,33847,18819,13963,32843,18500,13047,31740,17525,13340,32195,16329,13819,31759,16222,13313
49,49,65976,43240,13476,3841,4121,1795,874,0,0,67976,39657,16078,5584,4854,1930,1117,0,0,70439,39606,16293,5909,5627,3425,1328,67277,38743,16835,5301,4407,2142,987,3583,3408,663,571,165,3303,70064,37727,19241,5301,5219,2411,1457,48486,34554,7788,2335,2803,1200,541,0,0,44426,32533,4702,3213,2560,1018,164,2597,2119,523,235,0,54146,33142,10569,3876,4176,2443,893,54146,33142,10569,2953,3332,442,625,232,2851,43875,31691,5281,2963,2258,1143,210,0,0,0,0,0,46279,31669,6881,2871,3008,1067,292,2245,2363,369,292,46948,32190,7147,3265,2641,1039,164,2960,2064,311,164,23562,13931,9130,22990,13512,9478,25799,12821,9939,24837,14294,7687,24754,12551,10474,23190,13015,9296,23007,11436,9949,28252,15511,11204,31187,17747,12363,30204,17316,11531,29257,16471,11947,29598,15123,12226,29320,15279,11751
50,50,64722,46812,10881,2429,3384,1633,582,0,0,68286,45166,13528,4321,3983,2389,805,0,0,70417,44448,13863,4177,5310,3151,870,70823,48546,13200,4128,4271,2672,743,1720,2699,827,320,22,3483,71843,48493,12767,4182,5260,3309,975,47617,36726,6199,1429,2352,1029,336,0,0,46083,35997,4359,1991,1968,1071,409,1618,1685,561,320,0,53754,36462,8719,2631,3860,2255,582,53754,36462,8719,1808,3034,426,348,217,2740,47952,38136,4453,1555,2188,1106,255,0,0,0,0,0,49560,38221,4731,1648,2888,1246,392,1290,2367,542,392,48208,36032,5104,1805,3553,1149,267,1296,2913,293,267,25001,14153,10326,24029,13386,10643,27239,13191,10856,26320,14815,8779,26175,12846,11610,24563,13424,10336,24333,11617,11093,29849,15868,12439,32883,18142,13645,31927,17712,12888,30952,16869,13236,31323,15527,13689,31017,15730,13077
51,51,63223,54481,5827,523,1243,1358,233,0,0,67263,57903,5746,744,1935,1318,194,0,0,71223,57407,7820,856,2009,2647,398,67386,57976,5929,490,1964,1320,119,188,1036,328,0,58,1877,69618,58268,6543,480,2026,1607,110,47832,42630,3283,248,811,935,140,0,0,50826,46186,2285,358,1023,717,0,226,778,284,246,0,55562,46334,4960,470,1358,1958,259,55562,46334,4960,220,824,377,62,226,2559,51081,46339,2470,276,1083,712,0,0,0,0,0,0,53107,47262,3212,270,1242,1023,0,149,939,434,0,54376,47568,4098,220,1352,1084,0,69,925,308,0,31574,14980,15869,30342,13627,16715,35082,12803,18510,34277,15637,15602,34310,12797,19591,32432,13847,17468,32735,11507,19080,39489,15637,21948,43598,17706,24423,42362,17682,23207,41048,16499,23315,41636,14927,24192,41150,15420,22863
52,52,66472,51525,11626,537,1388,1473,396,0,0,70143,53037,13607,858,1651,1242,268,0,0,70170,50544,13653,818,1966,2648,586,68953,51666,13744,977,1434,1201,286,300,810,393,168,56,1820,69448,50887,14033,1060,1463,1465,72,50577,41357,6981,298,930,1005,235,0,0,49449,42544,4554,433,821,942,108,306,582,382,62,0,55024,41707,9088,451,1317,1921,366,55024,41707,9088,191,825,411,182,251,2369,48831,42155,4562,499,744,841,93,0,0,0,0,0,50043,42348,5159,599,854,1034,18,311,496,173,18,51055,41504,6479,548,1112,1032,226,283,665,155,226,31453,17510,13205,29746,16078,13668,33921,15745,14438,33197,18489,11510,33096,15879,15268,31066,16139,13808,32319,15302,15117,37136,19127,16256,40155,21331,17489,39260,21191,16626,38229,20092,17081,38677,18662,17533,38282,18899,16948
