ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
47,47,36519,30150,1376,4313,418,386,29,0,0,38870,31428,1712,4369,786,378,61,0,0,42120,32994,2286,4858,722,1297,38,41340,33215,1842,4917,574,405,29,4456,459,215,0,902,41715,33243,2808,4684,438,361,34,27465,23236,835,2946,247,257,19,0,0,29102,24453,406,3651,277,297,0,3588,269,173,0,31,0,32285,25996,1399,3447,497,911,19,32285,25996,1399,3119,386,122,4,1186,31468,26448,664,3594,197,338,0,0,0,0,0,31656,26649,1175,3112,226,282,2,2847,140,80,2,32502,27086,1270,3365,392,426,14,3014,291,81,14,14025,4427,9340,14491,4508,9983,16444,4045,11715,16003,4229,11125,10844,0,10655,13211,3696,9501,13172,3722,9442,13174,3530,9640,13178,3628,9259,16894,4635,11938,21466,5915,15283,21467,6260,14664,12427,0,12258,16924,4538,12126,14679,3598,11070,14722,3803,10670,12453,0,12241,14677,3473,11196,13415,0,11342,14706,3518,10954,18153,4961,12984,23552,6434,16831,22778,5858,16885
48,48,32279,24955,2048,4378,698,320,65,0,0,41204,30240,3497,6197,798,469,9,0,0,42231,30245,3157,6493,1341,1019,63,40451,31123,3394,4666,689,492,20,4265,638,206,0,570,41244,31626,2499,5551,921,550,3,24289,19296,1338,3020,485,211,37,0,0,30235,23548,1667,4274,500,248,0,4182,460,154,0,9,0,32542,24154,2074,4616,947,722,43,32542,24154,2074,4227,756,102,19,1060,29116,23772,1545,3189,373,213,0,0,0,0,0,30402,24530,1302,3567,633,315,0,3406,585,113,0,31998,24651,1230,4688,905,272,0,4494,682,31,0,14268,5242,8815,15200,5384,9816,18410,6067,11331,17972,5682,11678,11689,0,11356,15075,5624,9443,15017,5519,9494,15028,5394,9622,15015,5325,9322,18742,6737,11615,23045,8671,13956,23056,8913,13787,12940,0,12706,18628,6665,11623,16162,5272,10876,16205,5602,10279,12997,0,12686,16137,5167,10962,14554,0,11369,16174,5202,10701,19616,7172,12195,24167,9026,14788,23446,8127,15276
49,49,38130,16627,1100,19927,372,388,31,0,0,39698,17101,1434,20511,368,369,7,0,0,40633,15425,2150,22009,493,756,87,39857,16650,1259,21307,400,405,7,20632,253,61,7,882,39080,16150,1345,20679,584,557,14,28887,13429,710,14365,278,283,25,0,0,29836,13827,530,15115,179,145,9,14978,151,48,9,27,0,31331,12771,1434,16345,332,550,64,31331,12771,1434,15809,237,103,31,828,29712,12426,509,16457,185,166,4,0,0,0,0,29419,12273,624,16055,300,269,4,15539,190,92,4,30217,12278,887,16188,396,343,14,15513,310,142,14,14307,9602,4513,13319,9103,4216,14095,8783,4778,13726,8571,4796,5959,0,5644,12292,8231,4056,12301,8243,4052,12274,8093,4174,12293,8115,3964,14706,9478,5011,18100,11496,6351,18070,11720,6128,5855,0,5650,13812,8712,4917,10287,6028,4251,10294,6108,4008,5899,0,5649,10261,5943,4314,7285,0,4632,10319,5992,4165,14493,9065,5281,18022,10833,6943,17148,9979,7142
50,50,45126,18940,1239,24514,403,327,56,0,0,43859,19168,1763,22401,440,449,13,0,0,41038,17687,1492,20944,388,697,82,43717,19501,1552,21893,611,516,30,20909,275,206,5,1233,40567,17661,1126,20972,659,619,46,34744,15189,780,18400,293,233,30,0,0,33680,15155,945,17122,163,371,4,16724,105,88,4,56,0,32951,14602,929,16684,285,526,44,32951,14602,929,16236,181,105,9,829,34226,15554,894,16914,354,490,4,0,0,0,0,31760,14413,543,16044,349,593,34,15443,145,20,34,31804,14496,750,15958,302,466,44,15449,197,28,44,20814,12615,7843,20932,13108,7824,19526,11153,7899,18971,10727,7881,7731,0,7576,15219,9140,6074,15217,9111,6103,15188,8903,6282,15203,8912,6170,18371,10665,7505,20676,11859,8578,20679,12073,8354,7618,0,7514,17003,9659,7182,13042,6769,6267,13084,6941,5990,7685,0,7531,13025,6662,6356,8752,0,6757,13049,6711,6172,16992,9458,7389,19520,9958,8940,18739,9640,9048
51,51,43248,14721,1328,26604,543,325,80,0,0,41864,13229,2025,25940,749,295,59,0,0,40539,12343,1567,25684,603,683,100,40312,12506,1947,25350,622,217,65,24608,434,92,36,574,40153,11975,2203,25531,605,278,21,32114,11777,897,18981,369,229,53,0,0,30603,10672,802,18561,366,164,39,18310,328,49,39,25,0,31188,10330,1064,19093,425,508,61,31188,10330,1064,18534,292,92,17,799,30132,10133,928,18482,297,125,34,0,0,0,0,29830,9801,1003,18458,274,212,0,18079,233,36,0,29049,10062,887,17612,245,165,45,17274,211,30,45,17841,12287,5337,18710,13232,5478,17226,11593,5221,16833,11102,5421,5632,0,5459,12799,8783,4011,12827,8872,3951,12785,8703,4081,12816,8702,4007,15996,10860,4991,18199,12311,5717,18203,12496,5527,5490,0,5337,14533,9750,4660,10515,6619,3885,10560,6737,3703,5556,0,5344,10508,6548,3956,6901,0,4398,10546,6620,3835,14297,9462,4746,15738,9831,5693,15140,9379,5527
52,52,39562,20289,1783,16942,557,346,54,0,0,44407,20404,2185,21006,680,269,561,0,0,42210,19178,2526,19334,671,873,84,45811,20218,1971,22678,871,305,569,21167,579,82,32,1574,44682,19454,2987,21236,616,796,646,29459,16038,1160,11794,406,263,35,0,0,32646,16387,1076,14335,181,241,80,14161,148,98,80,348,0,32731,15895,1619,14262,474,630,46,32731,15895,1619,13591,325,100,33,1050,33567,16685,1122,14811,386,265,30,0,0,0,0,32347,16302,1422,13561,195,588,60,13227,144,158,60,32706,15390,1783,14436,456,652,0,14043,366,110,0,17077,9811,7104,17239,10199,7040,17600,9602,7307,17143,8725,7987,8264,0,7967,14501,9027,5458,14491,8941,5543,14443,8572,5862,14467,8579,5701,17549,10218,7074,20768,12409,8083,20779,12612,7888,8194,0,7947,16715,9874,6626,13352,7679,5660,13415,8014,5230,8188,0,7806,13337,7502,5827,10185,0,6589,13378,7825,5466,17264,10318,6799,20794,12229,8271,20195,11596,8097
53,53,43002,30331,1561,10720,137,388,37,0,0,41671,29076,1509,10352,315,479,47,0,0,40677,27689,1940,10075,227,894,23,41743,28278,1584,11244,179,643,39,10246,106,89,35,1322,40332,26671,1523,11528,217,741,74,32555,23630,1016,7617,93,284,19,0,0,32254,23589,410,7655,163,427,30,7505,92,101,30,14,0,31851,22429,1297,7398,147,653,13,31851,22429,1297,7086,71,134,0,799,32422,23196,559,8378,83,411,20,0,0,0,0,31435,22200,509,8386,65,302,0,8187,44,63,0,31614,22274,715,8098,87,306,0,7852,79,60,0,15912,6448,9130,16204,6471,9733,16338,5241,10705,15731,5396,9901,8999,0,8888,12050,4228,7818,12035,4100,7931,12031,3893,8134,12042,4106,7786,15528,5160,10188,18541,5707,12669,18521,6016,12180,9840,0,9767,14886,4594,10156,12125,3146,8967,12154,3321,8692,9868,0,9779,12128,3062,9062,10399,0,9204,12136,3217,8862,15296,4604,10599,18601,5171,13268,17968,4859,13101
54,54,44709,19560,980,23073,227,1185,33,0,0,41518,18089,1420,20919,352,1030,35,0,0,40407,17363,891,20689,348,1393,42,41486,18326,1426,20774,279,917,47,19991,227,409,0,1075,39936,17356,1326,19859,322,1339,86,34537,15753,784,17192,164,823,21,0,0,32352,14611,706,16219,156,634,0,16131,156,298,0,48,0,32549,14427,708,16292,279,1012,32,32549,14427,708,15731,218,483,10,925,32611,14564,873,16302,100,623,0,0,0,0,0,31440,13853,912,15699,169,909,0,15184,165,455,0,30243,13468,531,15286,151,1067,0,14649,145,471,0,16688,10038,6345,15798,9765,6033,15971,9056,6600,15412,8611,6547,6400,0,6283,12079,7123,4949,12024,7119,4901,11985,6875,5106,12012,7009,4855,15314,8709,6471,18239,10024,8036,18270,10316,7683,6846,0,6760,14336,7877,6340,10961,5254,5697,11000,5427,5438,6884,0,6767,10921,5200,5718,7801,0,5995,10945,5440,5494,14472,7764,6609,16436,8250,7989,15671,7741,7896
55,55,45154,19607,1035,22846,154,1796,35,0,0,43113,18153,974,22769,156,1700,1,0,0,40334,16753,1084,20623,195,1965,59,42624,17956,920,22008,200,1738,0,21472,121,979,0,1161,41291,17511,1035,21060,184,1695,76,33347,15560,607,15979,99,1255,25,0,0,32120,14546,177,16199,67,1185,0,16080,52,846,0,37,0,30841,13641,681,15130,147,1379,29,30841,13641,681,14711,89,927,2,739,32313,14466,394,16241,109,1195,0,0,0,0,0,30993,14227,323,15308,30,1133,0,14952,30,946,0,30629,13760,332,15572,15,968,1,14990,15,642,1,19421,11392,7675,18267,11211,7056,17161,9329,7514,16234,8308,7649,6639,0,6498,12398,6936,5457,12359,6978,5379,12329,6806,5518,12337,6897,5325,15943,8624,7190,18695,9953,8615,18695,10256,8249,6769,0,6674,14825,7901,6824,11131,5359,5766,11188,5479,5606,6876,0,6750,11076,5300,5770,7640,0,6007,11069,5505,5554,14809,7703,7039,16818,8149,8500,16056,7805,8233
56,56,26407,21617,1614,2303,728,236,38,0,0,35928,29228,2060,3518,944,330,18,0,0,42307,33235,2623,3896,1398,837,62,38178,31401,2179,3345,1137,185,39,2652,899,33,0,870,42772,33885,3010,3746,1322,345,27,20596,17292,1088,1569,521,160,22,0,0,26906,23055,941,2223,528,168,0,2162,468,62,0,31,0,33848,27544,1716,2705,1011,605,45,33848,27544,1716,2284,822,86,18,1168,28814,25023,1016,2078,556,110,0,0,0,0,0,32617,27349,1354,2832,880,192,0,2542,625,24,0,37926,31801,1539,3115,989,299,28,2804,803,49,28,9284,3598,5561,10673,3780,6893,14557,4196,9832,14062,3601,10114,9443,0,9244,12528,4546,7977,12530,4489,8031,12494,4292,8196,12524,4280,8082,15982,5260,10492,21207,7320,13640,21181,7486,13393,12914,0,12762,16893,5496,11208,16043,4525,11512,16106,5044,10915,12981,0,12777,16019,4478,11536,14010,0,12009,16004,4836,11132,18843,6161,12530,26137,8140,17736,25087,7387,17663
57,57,43451,20464,1140,21462,255,380,28,0,0,41943,19539,974,20957,295,318,0,0,0,40261,17934,1174,20445,249,608,46,41043,19387,898,20280,239,323,8,20005,223,157,0,357,40476,19438,1516,19108,174,151,5,32778,16459,709,15301,187,261,11,0,0,31560,15720,131,15254,211,256,0,15228,192,142,0,3,0,31288,14750,703,15309,183,425,29,31288,14750,703,14893,116,120,2,662,31147,15298,145,15197,174,295,0,0,0,0,0,30109,15192,225,14443,81,114,0,14303,77,28,0,30634,15558,330,14403,58,226,8,14080,13,99,8,19718,11073,8309,19319,11280,8039,19052,10014,8681,18267,9301,8711,7866,0,7726,14308,7638,6654,14316,7720,6592,14291,7524,6764,14314,7582,6616,17764,9270,8352,20090,10352,9584,20110,10522,9394,8106,0,8008,16370,8250,8000,12236,5302,6929,12272,5419,6725,8173,0,8051,12232,5223,7004,8972,0,7315,12267,5450,6801,16426,8032,8321,19374,8685,10480,18601,8250,10244
58,58,33120,22833,1407,8512,198,376,26,0,0,39754,27688,1752,9842,319,217,26,0,0,40943,28436,2469,8675,433,999,67,41263,29483,2146,8909,410,214,24,8634,365,21,0,515,43437,29628,1498,10882,798,274,0,24769,17822,857,5810,133,250,21,0,0,30049,22276,497,6962,147,146,0,6861,144,50,0,23,0,31808,23057,1501,6138,344,741,44,31808,23057,1501,5760,214,123,19,1059,31281,23825,376,6650,338,158,0,0,0,0,0,33153,24788,296,7581,346,143,0,7436,342,5,0,34839,25619,1150,7174,504,213,4,6899,493,17,4,11355,3835,7320,11631,3943,7688,13717,3925,9434,13350,3783,9311,8258,0,8158,11013,3629,7370,11004,3636,7363,10984,3479,7500,10999,3547,7320,14215,4383,9675,18360,5671,12515,18339,5890,12176,10119,0,10034,14313,4257,9942,12401,3167,9231,12450,3429,8930,10181,0,10067,12423,3122,9298,10753,0,9519,12412,3327,9062,15533,4618,10826,20741,5813,14742,20011,5433,14556
59,59,41821,17130,822,23467,301,398,32,0,0,41697,16857,1366,22627,493,518,18,0,0,40380,15353,1057,23194,319,675,50,41461,15519,1584,23614,486,495,4,23132,401,202,3,576,41284,15112,1684,23973,405,394,31,31761,13818,495,17111,190,282,15,0,0,30890,13178,438,16707,293,318,2,16575,269,157,2,2,0,31143,12643,676,17214,233,474,42,31143,12643,676,16738,144,87,18,748,30184,12307,559,16923,207,337,3,0,0,0,0,30658,12371,826,17100,111,298,0,16800,52,169,0,30354,12241,771,16891,166,518,31,16254,83,34,31,17171,10628,6304,16790,10873,5917,16338,9722,6244,15965,9063,6671,6452,0,6305,13027,8155,4864,13043,8211,4826,13036,8073,4958,13066,8109,4838,15719,9496,6076,17957,10810,6954,18027,11089,6761,6459,0,6323,14455,8608,5719,10804,5851,4949,10846,5964,4762,6507,0,6335,10780,5770,5006,7534,0,5452,10798,5969,4821,14475,8517,5857,16425,9155,7041,15633,8652,6966
60,60,41881,26999,1058,13364,280,306,14,0,0,40939,26441,859,13163,184,254,100,0,0,40927,25462,1313,13086,476,664,22,41016,26074,700,13636,292,227,84,13300,278,76,18,457,41281,24709,1165,14531,504,325,92,31153,20814,639,9401,166,227,9,0,0,30797,20834,226,9410,65,227,20,9325,60,59,20,20,0,31488,20292,848,9589,336,462,15,31488,20292,848,9324,277,89,4,603,30430,20498,219,9442,55,186,20,0,0,0,0,30534,19601,343,10210,120,197,15,10115,119,63,15,31090,19599,434,10435,284,312,0,10141,261,94,0,17757,6656,10856,17743,6846,10897,18485,6246,11829,18082,5813,11953,9948,0,9836,13908,5337,8563,13897,5276,8619,13861,5048,8810,13892,5118,8660,17238,6226,10853,19517,7242,12105,19530,7423,11868,9699,0,9604,16136,5791,10212,12655,4057,8592,12697,4336,8229,9768,0,9613,12685,3992,8691,10547,0,8958,12646,4239,8390,16294,5878,10314,19293,6742,12339,18642,6344,12269
61,61,32194,24840,2426,4234,528,322,58,0,0,39855,29742,2827,6293,676,414,17,0,0,42264,30131,4279,5940,882,901,52,41290,30590,2750,7003,652,260,24,6542,557,114,0,634,41704,31168,2957,6011,683,440,25,26225,21072,1614,3004,392,230,38,0,0,31420,25279,1164,4302,447,206,0,4236,395,135,0,48,0,35410,26437,2908,4519,688,711,44,35410,26437,2908,4093,521,91,19,1171,33471,26639,1384,4941,525,177,0,0,0,0,0,34029,27701,1638,4053,403,281,0,3870,280,66,0,35986,29579,2127,3607,447,281,0,3375,298,48,0,11698,4366,7152,11582,4156,7426,13615,4156,8885,13161,3714,9129,7993,0,7797,10732,3974,6750,10731,3988,6740,10721,3781,6933,10726,3762,6811,13865,4731,8912,17555,6203,11128,17526,6391,10837,9556,0,9423,13901,4701,9012,12070,3615,8445,12127,3918,8079,9585,0,9415,12092,3593,8495,10462,0,8826,12051,3847,8177,14706,5033,9543,18303,6115,12001,17572,5597,11944
62,62,44568,20283,818,23237,139,275,14,0,0,45427,19382,1025,24581,251,320,22,0,0,40691,17643,926,21458,222,617,40,44495,19023,834,24179,329,266,38,23509,177,45,9,906,41852,18426,1119,21963,261,173,16,33499,16307,524,16494,99,191,10,0,0,34351,15775,267,17939,165,224,10,17710,131,45,10,24,0,31409,14431,563,15912,147,447,27,31409,14431,563,15514,91,67,5,671,34289,15661,220,17725,209,183,10,0,0,0,0,32755,15004,500,16749,167,156,10,16657,121,34,10,31293,13736,546,16605,64,194,0,16368,47,6,0,18110,10562,7259,18527,11416,7111,18110,10152,7579,17652,9629,7740,7263,0,7116,13880,8065,5810,13868,8070,5794,13854,7920,5931,13886,7998,5771,17220,9736,7332,19842,11061,8596,19859,11297,8342,7113,0,7019,15827,8697,7017,11684,5618,6059,11678,5795,5793,7150,0,7021,11646,5539,6102,7967,0,6378,11675,5757,5908,15823,8542,7206,18194,9302,8690,17611,9032,8563
63,63,37002,26191,763,8687,1272,211,24,0,0,38948,25863,916,10603,1398,289,111,0,0,40290,25374,1516,11060,1869,605,45,38963,26052,1209,10015,1411,343,53,9835,993,197,6,495,39368,25070,987,11237,1516,337,85,28468,20840,490,6166,876,162,21,0,0,29819,20599,541,7715,732,192,8,7655,692,144,8,24,0,31565,20743,996,8081,1333,462,23,31565,20743,996,7725,1239,60,9,718,29642,20945,606,7110,685,233,7,0,0,0,0,29439,20084,616,7715,636,257,0,7704,614,115,0,29494,19659,1061,7861,755,151,6,7732,694,34,6,16525,5357,10971,15764,5396,10368,16293,5666,9881,15979,4656,10992,10446,0,10255,13751,5385,8350,13670,5138,8516,13665,4899,8755,13670,4920,8574,16678,6138,10294,20266,7993,11975,20305,8060,12025,10988,0,10821,16283,6030,10026,13728,4381,9334,13746,4987,8579,10980,0,10725,13701,4259,9432,11965,0,9887,13672,4740,8901,16882,6356,10363,19625,7585,11745,18977,6953,11998
64,64,45846,20618,1143,23705,388,292,21,0,0,45259,20676,1074,22931,471,296,18,0,0,41157,19341,1238,19682,412,669,42,45569,20941,1099,22935,362,356,15,22509,293,130,0,582,41920,19771,1106,20394,389,402,2,35131,16737,729,17337,271,219,17,0,0,34907,16916,356,17123,277,234,0,17019,192,50,0,30,0,32677,15955,815,15202,308,500,26,32677,15955,815,14755,223,138,6,715,35675,17206,413,17644,206,266,0,0,0,0,0,33009,16221,450,15850,193,245,0,15714,132,74,0,33060,16453,553,15620,207,213,4,15186,157,67,4,20279,11739,8254,21145,12489,8656,19921,10511,9031,19350,9912,9104,8406,0,8316,15503,8600,6898,15523,8618,6898,15460,8309,7145,15509,8376,6997,18776,9963,8650,21302,11046,10087,21297,11237,9805,9142,0,9048,17713,9066,8517,14177,6367,7804,14232,6600,7507,9173,0,9051,14151,6289,7856,10259,0,8267,14211,6565,7607,17778,8888,8793,20438,9361,10845,19874,9206,10266
65,65,43271,31737,822,10234,229,322,26,0,0,42596,30863,813,10313,284,365,54,0,0,40970,29306,1216,9369,330,824,32,43553,31313,990,10654,246,456,105,9713,102,99,0,1335,41719,29500,977,10477,290,536,69,33469,25024,535,7544,156,239,17,0,0,33083,24414,369,7918,77,347,0,7727,53,185,0,19,0,32335,23702,742,7041,234,606,23,32335,23702,742,6774,181,103,1,773,33111,24816,384,7703,60,306,0,0,0,0,0,31584,23835,514,6993,123,236,0,6786,85,30,0,31800,23963,561,6845,308,329,17,6616,221,57,17,18460,6426,11717,18857,6551,12306,18837,5674,12566,18240,5477,12297,11151,0,11048,14655,4937,9710,14568,4733,9831,14557,4490,10058,14556,4573,9805,17685,5463,11968,19673,5785,13643,19694,5968,13353,10830,0,10738,16521,4878,11457,13109,3219,9881,13141,3512,9478,10843,0,10718,13100,3086,10007,11487,0,10213,13091,3316,9710,16608,4804,11686,19472,5268,13999,18889,5067,13800
66,66,25078,21853,834,1376,865,156,27,0,0,36343,28977,2153,3254,1965,64,0,0,0,40255,29360,2623,3588,3931,699,26,38160,29078,2922,3211,2886,149,7,2744,2688,0,0,711,42126,30518,3323,4182,3825,390,72,17676,15678,496,865,528,107,18,0,0,24764,20729,1165,2078,762,30,0,1958,732,25,0,0,0,28528,21583,1616,2360,2474,431,19,28528,21583,1616,2056,2300,50,4,826,25649,21318,1276,2135,806,71,0,0,0,0,0,28693,23084,1440,2726,1282,192,0,2486,1186,0,0,29914,23345,2000,2931,1417,226,0,2724,1229,0,0,12756,4576,8012,14798,5173,9625,17493,6316,10043,16982,5410,10973,11134,0,10848,14836,6224,8605,14769,6134,8631,14764,5941,8815,14743,5810,8585,17884,7206,10281,21674,9486,11772,21647,9676,11696,11388,0,11165,17560,7257,9970,14922,5763,9148,14957,6185,8511,11424,0,11122,14863,5605,9250,13200,0,9826,14924,5813,8897,18440,7821,10394,22670,9646,12603,21948,8928,12963
67,67,38308,25607,1539,10128,862,415,77,0,0,38766,24838,1394,11451,911,378,40,0,0,41338,24958,1878,12411,1387,860,123,39784,24865,1491,12195,1017,343,61,11212,734,68,0,1348,40952,24827,1680,12766,1050,808,158,28311,19556,980,7018,618,273,43,0,0,29418,19493,646,8467,508,274,0,8202,466,45,0,81,0,31626,19895,1248,8899,985,640,87,31626,19895,1248,8418,684,93,39,1157,29109,19424,855,8076,557,242,0,0,0,0,0,30620,19726,897,9009,632,254,40,8395,493,32,40,31093,18887,1063,9839,834,324,89,9244,714,46,89,15246,5394,9675,15967,6042,9925,15793,5561,9624,15495,5126,10060,9417,0,9243,13054,5395,7649,12993,5219,7769,12968,4961,8000,12973,4946,7860,15968,6173,9572,19325,7862,11223,19365,7963,11075,9657,0,9501,15450,6018,9241,12817,4600,8207,12862,4991,7728,9661,0,9452,12824,4555,8264,10787,0,8721,12824,4664,8017,16018,6344,9543,19001,7550,11248,18366,6995,11246
68,68,30425,24731,2415,2502,565,349,84,0,0,41583,33552,3775,3272,801,234,0,0,0,42124,33425,3328,3351,924,985,104,44325,36053,3793,3169,961,273,0,2658,740,85,0,882,45000,36231,3868,3682,1043,378,60,23773,20005,1608,1598,386,221,51,0,0,31739,27681,1423,2008,466,146,0,1924,333,46,0,2,0,34013,28071,2116,2227,693,751,66,34013,28071,2116,1919,526,107,34,1158,34088,29943,1206,2148,636,170,0,0,0,0,0,35152,30654,1154,2500,586,252,0,2198,394,26,0,36912,31999,1989,2060,443,267,0,1895,239,71,0,10579,3951,6485,11996,4024,7972,14820,4117,10201,14302,3659,10269,9239,0,9047,12218,4362,7842,12240,4350,7884,12190,4110,8072,12199,4093,7949,16007,5104,10684,21333,6939,14184,21302,7178,13773,12218,0,12100,16660,5260,11221,15193,4226,10957,15230,4722,10369,12266,0,12112,15146,4178,10962,13345,0,11424,15162,4485,10658,18155,5779,12241,23803,7257,16321,22852,6580,16242
