ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_CMPTR_Total,E_18_CMPTR_Dem,E_18_CMPTR_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_18_SOS_Total,E_18_SOS_Dem,E_18_SOS_Rep,E_18_TREAS_Total,E_18_TREAS_Dem,E_18_TREAS_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
102,102,33707,15933,1184,15897,319,563,32,0,0,38299,19561,1328,16215,609,723,132,0,0,40338,20072,1985,16409,821,1202,90,39939,21202,1011,16401,828,657,126,14937,490,175,37,2074,42217,23182,2010,15164,1164,773,122,25804,12591,736,11929,216,421,21,0,0,28918,14986,612,12601,248,487,32,12403,82,143,32,16,0,30649,15452,1235,12626,513,897,47,30649,15452,1235,12180,320,340,12,999,30510,15442,529,13759,332,438,23,0,0,0,0,31586,16767,815,12808,542,486,37,12262,476,195,37,34407,18313,1440,13150,783,710,14,12329,657,224,14,13379,7862,5291,13281,7668,5613,14665,7310,6828,14242,6461,7506,6854,0,6705,11964,6560,5387,11987,6565,5419,11949,6321,5624,11967,6306,5476,15060,7783,7067,18756,9797,8675,18734,10030,8393,8217,0,8080,14839,7630,7013,12567,5814,6742,12656,6386,6106,8297,0,8100,12528,5836,6683,9436,0,7127,12576,6182,6232,15999,8084,7750,21353,9899,11120,20671,9549,11015
103,103,40917,18178,1300,20924,435,310,42,0,0,40992,20314,1345,18703,551,388,45,0,0,40263,18422,1814,19187,437,540,69,39447,18755,1277,18816,516,345,44,18223,277,59,0,804,40981,19132,1332,19792,446,485,45,30625,14383,832,14963,343,227,31,0,0,30386,15420,605,13914,184,217,0,13791,134,22,0,46,0,31911,15187,1312,14722,336,393,47,31911,15187,1312,14398,219,58,19,653,30636,14956,820,14466,249,278,0,0,0,0,0,32091,15746,802,15203,276,353,0,15030,234,93,0,32224,15941,1081,14666,400,202,4,14489,312,102,4,18029,11378,6399,17888,11451,6437,17862,10451,7013,17435,9885,7306,6430,0,6321,13530,8286,5238,13571,8324,5244,13540,8161,5376,13567,8234,5229,16484,9683,6651,18194,10410,7616,18236,10606,7432,6625,0,6536,15233,8716,6402,11757,6095,5661,11806,6340,5363,6726,0,6597,11729,6035,5689,7660,0,5947,11726,6223,5467,15340,8562,6693,18329,9345,8748,17539,8920,8597
104,104,32392,25849,1310,4686,300,332,40,0,0,38005,30287,1566,5132,755,301,0,0,0,42277,33827,1995,4958,547,864,67,38620,30215,1335,6043,818,217,0,5879,778,80,0,330,40930,32445,1913,5445,592,361,0,27185,22537,900,3315,225,261,30,0,0,31848,27004,617,3762,237,215,0,3725,222,104,0,11,0,36903,30676,1313,3729,381,677,44,36903,30676,1313,3439,297,163,25,900,32267,26519,579,4715,296,167,0,0,0,0,0,34469,29070,679,4210,265,251,0,4175,222,54,0,38288,32194,1021,4397,265,307,4,4210,203,75,4,15067,5879,8932,15923,5663,10260,18530,5612,12378,17900,4948,12547,12074,0,11937,16396,5641,10749,16413,5655,10754,16367,5369,10994,16412,5396,10855,20041,6405,13406,25830,8367,17252,25820,8505,16979,17001,0,16884,21423,6580,14654,20984,5452,15526,21030,5918,14961,17088,0,16931,20956,5400,15551,18324,0,16161,20966,5776,15162,23630,7233,16256,31885,9511,22101,30751,8551,22171
105,105,31583,22684,1622,6854,215,355,35,0,0,36799,27261,1598,7412,230,292,35,0,0,40569,29649,2405,7121,423,1078,58,38302,28535,1923,7271,287,325,46,6925,86,107,36,661,38364,28204,2327,6996,397,434,13,24353,18338,999,4684,161,251,23,0,0,29599,23551,437,5242,119,202,35,5206,69,100,35,25,0,32796,25070,1530,5108,304,800,43,32796,25070,1530,4752,218,144,15,993,29846,24224,570,4361,95,234,35,0,0,0,0,30191,24292,864,4435,211,339,0,4245,197,162,0,34097,26382,1406,5659,302,388,151,5399,273,97,151,12170,4361,7590,12929,4625,8304,15288,4382,10519,14831,4132,10389,9477,0,9376,12613,4091,8508,12606,4068,8533,12591,3887,8696,12609,3914,8559,16071,4902,10991,20664,6309,14183,20670,6509,13828,12684,0,12591,16694,4899,11653,15596,3923,11661,15630,4262,11246,12729,0,12617,15596,3884,11707,13541,0,11979,15592,4138,11434,18452,5386,12950,25471,7078,18170,24602,6485,18089
106,106,34012,31212,983,1068,463,281,75,0,0,43936,38986,1266,1914,907,770,107,0,0,42059,37290,1415,1525,771,831,117,44832,40746,682,1578,784,996,72,1253,742,501,71,695,43473,39258,1376,962,1009,899,46,28921,26950,699,723,308,226,46,0,0,37461,34251,656,1397,517,600,50,1277,478,455,50,0,0,37237,33681,983,1077,588,677,87,37237,33681,983,866,419,68,56,1078,39044,36136,387,1142,626,704,40,0,0,0,0,37441,34960,458,793,663,550,15,751,506,308,15,41459,37847,632,1468,978,447,46,1364,679,64,46,16404,5546,10591,17135,5344,11791,20398,5474,14264,19637,4547,14713,13438,0,13217,17335,5600,11729,17306,5582,11714,17278,5205,12068,17314,5184,11910,21308,6272,14789,26763,8281,18258,26767,8351,18063,16600,0,16456,21961,6437,15314,20435,5240,15190,20515,5890,14455,16705,0,16519,20390,5218,15171,18056,0,15786,20415,5686,14699,23395,6954,16300,28745,8396,20094,27673,7536,20084
107,107,33011,23136,4360,4378,746,412,123,0,0,39600,27822,4927,5711,979,448,35,0,0,42040,28776,5089,5852,1353,863,91,40791,27442,5970,6500,1090,462,59,5546,755,70,0,995,43463,30021,5267,7038,799,460,21,27091,20029,3164,3008,556,293,86,0,0,28712,23238,937,3724,404,244,0,3714,307,50,0,137,0,35377,25915,3408,4260,945,655,64,35377,25915,3408,3852,694,121,27,1173,29348,23095,1067,4263,377,259,0,0,0,0,0,33459,25877,1728,5078,415,323,4,4731,276,6,4,33437,25458,1933,4992,500,351,19,4484,409,30,19,12311,5131,6967,12766,5016,7750,15137,5506,9101,14632,4708,9578,8991,0,8778,12683,5117,7558,12655,4990,7663,12618,4786,7828,12652,4757,7738,15991,6032,9750,20503,7917,12355,20514,7995,12281,11835,0,11673,16528,6089,10275,15310,4859,10439,15385,5348,9902,11901,0,11689,15282,4763,10512,13067,0,11066,15271,5151,10072,17835,6525,11185,22659,8034,14385,21814,7263,14516
108,108,35183,27124,1196,6506,266,169,20,0,0,39132,29502,1317,7754,366,164,11,0,0,40316,32347,1432,5576,325,577,42,39226,30538,1455,6766,349,148,11,6663,272,30,0,273,39884,32573,1541,5267,465,217,0,28936,23018,788,4857,184,134,13,0,0,32591,25846,380,5971,207,158,0,5968,162,34,0,10,0,34433,28437,952,4269,248,473,20,34433,28437,952,4028,190,74,5,679,32994,26888,394,5318,195,142,0,0,0,0,0,33855,28524,807,4230,189,101,0,4114,124,36,0,35225,29247,1080,4601,187,175,15,4353,67,0,15,18812,6948,11585,19301,6805,12496,20322,6567,12973,19964,5438,14228,13034,0,12873,17726,6672,11041,17645,6408,11229,17623,6038,11583,17659,5917,11521,21150,7258,13650,25694,9352,16067,25731,9282,16185,15991,0,15842,21754,7467,14063,20618,6143,14455,20754,7099,13466,16070,0,15842,20580,6136,14442,17799,0,15173,20571,6736,13788,22970,7936,14873,27490,9341,17830,26660,8344,18269
109,109,40994,14585,3761,21644,1040,384,103,0,0,42119,15873,4665,20117,946,534,53,0,0,42020,13541,5879,20761,1417,840,147,42514,14902,4387,22026,800,561,59,21510,574,168,0,855,44093,13954,4457,23960,1250,502,112,30330,12140,2547,14791,796,287,70,0,0,30937,13376,1285,15177,669,396,55,14971,589,118,55,58,0,32179,11644,3879,15135,1105,673,107,32179,11644,3879,14443,871,119,53,1029,31449,12828,1096,16399,506,437,0,0,0,0,0,32044,11732,992,18083,692,357,25,17888,614,159,25,33124,13223,1753,17236,550,354,24,16836,484,101,24,13322,8647,4514,14044,9378,4666,14691,9224,4842,14409,8176,5917,5860,0,5583,11741,7860,3872,11760,7970,3787,11704,7687,4016,11760,7664,3915,14308,9293,4772,16626,11150,5174,16639,11376,5016,5133,0,4939,13005,8515,4280,9201,5495,3686,9243,5897,3206,5197,0,4927,9153,5526,3617,6780,0,4102,9190,5790,3385,12971,8507,4312,14400,9130,5005,14029,8596,4766
110,110,38138,33446,921,3066,604,176,28,0,0,40988,35925,1032,3069,867,281,18,0,0,40297,34942,1317,2551,796,454,33,42172,36982,1036,2695,1376,200,21,2305,997,41,0,796,39321,34578,1027,2317,970,123,17,31999,28469,684,2261,482,147,20,0,0,32675,29245,596,2264,376,181,0,2181,174,79,0,45,0,33452,29308,985,1973,623,369,30,33452,29308,985,1808,412,39,10,817,34300,30714,654,2276,692,115,0,0,0,0,0,32357,29151,758,2023,492,101,0,1880,400,37,0,33100,29214,1013,2116,547,153,10,1954,467,29,10,19769,8377,11070,19971,7720,12251,21114,9186,10205,20797,6449,13796,12743,0,12405,18335,9265,9048,18164,8962,9187,18023,7916,10091,18063,7431,10273,21221,9657,11126,24691,12295,11919,24758,11975,12598,12995,0,12701,20758,9822,10566,17980,7177,10771,18254,9376,8731,12957,0,12335,17912,7202,10698,15505,0,11823,18164,8838,9208,21212,10194,10861,23509,11249,11848,23184,10534,12461
111,111,42620,16986,1060,23839,665,320,98,0,0,43311,19788,1273,21429,756,152,12,0,0,41665,19938,1605,18697,981,626,139,43363,21208,1102,20068,865,142,14,19685,656,44,0,615,44721,23205,1139,19044,961,283,21,35067,15856,856,17670,584,264,66,0,0,35575,18118,807,16075,437,81,0,15978,289,28,0,69,0,34955,18143,1222,14377,797,485,107,34955,18143,1222,13876,596,80,47,906,35854,19449,666,15252,542,106,0,0,0,0,0,37655,21515,747,14647,633,210,0,14265,533,19,0,37103,21152,1066,13938,742,229,46,13407,553,22,46,16999,14169,2556,16571,13622,2949,17579,13697,2800,17266,11862,4959,5399,0,4918,13796,11529,2256,13785,11530,2240,13721,11128,2582,13747,10977,2501,16708,13262,3131,19074,15418,3266,19122,15621,3346,5002,0,4673,15364,12363,2744,11343,8516,2806,11523,9392,1992,5122,0,4583,11265,8507,2749,7715,0,3515,11409,9070,2327,15289,12169,2972,17146,12516,4243,16784,11826,4146
112,112,28543,23746,554,3781,340,174,14,0,0,36171,29870,1067,3995,1305,304,2,0,0,41846,35136,1383,3441,1189,478,47,41673,35033,1112,4513,1018,438,0,4146,816,58,0,466,43763,37314,988,4585,871,318,0,22819,19150,396,2948,230,124,9,0,0,27863,23748,430,2917,600,172,0,2910,408,45,0,0,0,32903,27934,907,2773,775,348,32,32903,27934,907,2584,588,37,11,732,31735,27272,470,3179,460,226,0,0,0,0,0,33853,29339,549,3192,521,156,0,3158,287,15,0,34348,30608,567,2526,477,108,0,2481,365,17,0,15700,6651,8823,16854,6422,10432,19348,7737,10365,18920,5454,13056,11924,0,11695,17362,8147,9192,17186,8001,9176,17074,7145,9922,17132,6890,9953,21126,8964,11808,27077,12343,14300,27152,12094,14783,14972,0,14708,21967,9585,12069,20578,7654,12896,20789,9706,10904,15036,0,14530,20420,7730,12667,17577,0,13799,20698,9099,11394,23508,10332,12988,28410,12235,15772,27900,11496,16364
113,113,36103,10943,5061,19562,479,417,97,0,0,41919,14247,5547,21469,494,703,76,0,0,42302,14207,7607,19023,1030,1001,95,42217,14968,6358,19780,686,686,87,18720,423,185,7,1311,40854,14644,4921,20153,989,578,139,26946,9481,3506,13460,374,298,66,0,0,28843,11986,1026,15244,190,534,8,14925,116,117,8,29,0,32395,12152,5043,13937,821,757,72,32395,12152,5043,13241,595,129,35,1030,28323,12229,932,14562,242,586,4,0,0,0,0,28414,12113,893,14702,458,266,15,14433,371,40,15,29699,11989,1370,15218,646,233,4,15025,512,21,4,11722,8577,2932,12502,9462,3040,13768,9389,3695,13504,8383,4817,4255,0,4028,9712,7267,2436,9707,7327,2379,9684,7085,2592,9718,7048,2496,12738,9031,3493,14943,10810,3838,14963,11051,3734,4147,0,3960,11624,8374,3072,8245,5598,2632,8327,6054,2159,4226,0,3918,8205,5564,2635,5987,0,3068,8242,5887,2348,11610,8357,3129,13594,9271,4015,13234,8719,3825
114,114,31205,24260,1071,4925,854,246,38,0,0,39456,30251,1298,6779,832,217,0,0,0,41956,31006,2222,6085,1540,1027,78,40503,31262,1015,7034,920,252,0,6583,708,100,0,746,43360,32191,1892,7989,987,286,17,23433,18691,693,3357,588,174,16,0,0,29917,23413,656,5149,526,118,0,4949,450,0,0,45,0,32338,24551,1462,4409,1076,733,32,32338,24551,1462,4050,825,88,9,1211,30716,24357,597,5108,502,131,0,0,0,0,0,33340,25763,1008,5775,554,275,15,5497,554,20,15,34425,27286,1345,4977,479,275,11,4712,422,59,11,13714,5129,8387,14523,5266,9257,16968,6064,9727,16655,4635,11631,9834,0,9603,13666,6059,7592,13601,6050,7547,13533,5506,8022,13546,5395,7894,17951,7154,10418,23430,9990,12951,23433,10145,12963,12227,0,11977,18374,7651,10379,16415,6178,10213,16559,7511,8852,12284,0,11911,16334,6280,10043,14371,0,10740,16410,6987,9315,20003,8480,11301,26547,10938,15166,25919,10273,14994
115,115,35082,27728,1418,5358,400,235,30,0,0,39738,31625,721,6299,904,232,19,0,0,41176,33118,1753,4734,733,691,40,39452,31189,921,6225,903,244,38,6117,671,58,0,474,38835,30572,1193,5744,879,190,9,29488,23851,1036,4144,305,173,23,0,0,33427,27188,458,4938,564,178,0,4893,504,82,0,77,0,34349,28155,1221,3746,549,531,35,34349,28155,1221,3555,364,74,11,865,33233,27139,444,4630,617,173,0,0,0,0,0,32254,26413,441,4313,609,210,0,4173,397,52,0,33154,27462,650,4379,441,238,19,4136,299,5,19,18394,8802,9294,18092,7997,10095,22091,9993,10478,21636,7688,13370,12326,0,11947,19214,10507,8685,19091,10363,8715,18942,9574,9352,18978,9148,9404,22460,11054,10957,26555,14015,12059,26624,13914,12426,13602,0,13240,22410,11443,10590,20212,9331,10847,20466,11261,9018,13692,0,13068,20120,9319,10794,16946,0,11965,20360,10630,9550,23364,12146,11005,27259,13836,12918,26725,13242,13456
116,116,31427,16631,1488,12752,453,231,26,0,0,39346,23664,2056,12886,702,168,16,0,0,41966,25564,2697,11968,1110,723,60,36739,21533,2137,12493,575,107,17,12119,344,0,0,592,38664,23760,2250,11626,798,768,57,24980,13821,948,9769,330,179,22,0,0,31811,19985,791,10454,411,72,0,10348,266,0,0,111,0,34070,21425,1770,9542,812,543,43,34070,21425,1770,9221,584,70,19,892,29737,17766,887,10610,342,68,0,0,0,0,0,30591,19519,915,9354,563,166,15,9164,369,15,15,32344,21567,1090,8630,732,166,17,8469,579,39,17,14832,8359,6208,15386,8222,7164,18363,8907,8584,17840,7597,9899,9185,0,8969,15196,8286,6891,15164,8310,6848,15102,7841,7252,15147,7663,7183,18993,9668,9032,23854,12498,10945,23908,12618,11016,11093,0,10888,19142,9809,9072,16951,7781,9155,17075,8876,8013,11229,0,10872,16868,7731,9127,13413,0,9885,16963,8446,8443,20303,10376,9742,25068,12251,12408,24567,11559,12366
117,117,27883,19335,2044,5687,564,504,59,0,0,36201,24538,2702,7676,1119,444,113,0,0,42176,26259,4484,8973,1253,1264,107,37987,25268,3216,8029,1240,473,9,7014,544,148,0,1517,41642,26979,3398,9748,1326,726,32,20453,14862,1271,3677,402,358,42,0,0,26805,19390,1302,5268,480,289,50,4917,235,154,50,74,0,31639,21146,2794,5873,819,913,81,31639,21146,2794,5360,524,197,27,1433,28103,20317,1464,5392,581,308,0,0,0,0,0,30931,21753,1644,6457,707,395,14,6198,364,118,14,33409,23524,2169,6268,799,482,34,6109,483,102,34,9504,3719,5638,9985,3801,6184,11752,4068,7002,11491,3500,7696,7112,0,6940,9992,4344,5638,9993,4375,5612,9953,4099,5850,9972,4112,5680,13274,5170,7843,18273,7312,10649,18279,7477,10414,10461,0,10287,14240,5562,8438,13656,4716,8930,13722,5447,8090,10535,0,10295,13616,4778,8828,11821,0,9330,13659,5223,8239,16223,6432,9606,23397,9218,13879,22762,8888,13832
118,118,28125,20233,4636,2827,446,182,31,0,0,34936,27052,4773,2490,606,129,6,0,0,41375,29727,6650,3485,925,715,47,36867,28956,4985,2265,551,112,2,1969,321,35,2,480,40951,32074,4459,3187,770,424,5,22786,17712,2903,1849,307,126,16,0,0,27050,23292,1783,1591,322,40,4,1456,242,36,4,10,0,33386,25609,4236,2471,613,498,17,33386,25609,4236,2181,473,68,3,742,28460,24576,1664,1765,288,44,4,0,0,0,0,31916,27363,1682,2321,385,126,4,2080,269,6,4,34500,28942,2183,2502,562,163,0,2171,318,7,0,13037,5488,7408,13818,5288,8530,14540,5408,8502,13984,4474,9202,9709,0,9548,13936,5912,8018,13870,5701,8167,13886,5623,8256,13880,5635,8043,17183,6803,10148,23416,9649,13460,23456,9714,13525,12611,0,12449,18189,7129,10862,16974,5887,11081,17012,6443,10436,12698,0,12481,16922,5914,10993,14187,0,11600,16997,6334,10525,20036,7917,11991,25646,10129,15272,24952,9389,15519
119,119,36715,26272,1238,8445,601,246,83,0,0,39246,28617,1464,7981,997,175,217,0,0,42061,30502,2129,7504,1121,665,108,41177,29867,1393,8452,1035,275,237,8065,730,1,225,639,44472,31940,2359,8470,1207,467,165,30171,22343,881,6362,464,197,48,0,0,31899,24512,648,6175,413,120,8,6074,330,11,8,74,0,34600,25709,1456,5916,823,494,83,34600,25709,1456,5584,626,56,61,988,33661,25516,627,6834,414,141,10,0,0,0,0,36156,27304,1295,6756,616,226,45,6546,392,21,45,34305,26181,1155,6258,407,232,63,5794,279,33,63,17628,8604,8650,17255,8338,8917,19025,9212,8205,18740,7104,11108,10166,0,9771,16169,9419,6731,16053,9398,6638,15953,8577,7356,15955,8151,7396,19826,10355,9026,24635,13602,10495,24696,13607,10780,11631,0,11294,19857,10762,8706,17618,8603,8981,17831,10350,7281,11701,0,11076,17492,8583,8902,14594,0,9983,17648,9751,7829,20825,11409,9201,24333,12957,10891,23836,12266,10903
120,120,30583,21591,4522,4028,489,226,54,0,0,35497,25755,5293,4025,489,258,35,0,0,42284,31383,5432,4081,822,653,51,40164,28789,5570,5249,717,323,41,4194,581,37,41,828,42601,30043,6080,5812,571,494,110,23681,17669,2957,2726,331,149,29,0,0,26775,21567,2019,2716,281,81,20,2619,262,41,20,100,0,34846,27214,3666,2905,581,493,28,34846,27214,3666,2545,444,63,11,837,31270,25841,2048,2787,402,108,25,0,0,0,0,33622,27471,2508,2995,273,76,35,2856,275,8,35,35277,29946,2404,2755,381,111,0,2651,297,16,0,13080,5218,7708,14061,4944,9117,17112,6202,10179,16614,5027,11302,11390,0,11259,15579,6173,9393,15514,5852,9661,15519,5738,9778,15508,5746,9550,18437,6888,11313,22954,9088,13622,22988,9054,13723,13150,0,13022,18771,6969,11604,17075,5518,11546,17116,6146,10858,13222,0,13005,17033,5482,11536,14729,0,12137,17078,5936,10962,20346,7601,12619,26535,10001,16268,25925,9170,16730
121,121,43498,17784,2391,22858,482,404,91,0,0,46810,19050,3049,24261,316,551,61,0,0,42219,16930,3500,20726,611,815,106,45674,18461,2852,23477,702,634,33,22488,398,318,0,1146,43249,17817,3173,21457,561,1108,9,32173,14102,1522,16172,306,290,62,0,0,35288,15590,1201,17973,152,415,0,17741,127,244,0,60,0,32868,14163,2409,15407,486,591,65,32868,14163,2409,14872,339,82,30,859,34224,14794,1203,17648,359,423,0,0,0,0,0,32798,14449,1333,16421,317,394,0,16022,120,77,0,33495,14150,1382,17099,366,338,0,16782,169,8,0,16182,10503,5438,16638,10985,5653,16462,10193,5731,15936,9395,6249,6264,0,6078,13500,8866,4615,13517,8871,4639,13532,8680,4843,13561,8754,4630,16200,10181,5819,18868,11776,6862,18867,12003,6644,6598,0,6462,15166,9335,5668,11702,6402,5296,11753,6720,4897,6662,0,6466,11690,6363,5314,7924,0,5641,11730,6538,5089,15386,9354,5922,17780,10247,7263,17111,9686,7226
122,122,44340,17889,4063,22148,318,352,33,0,0,44825,18875,4117,21595,227,295,35,0,0,41770,17523,4733,18799,343,651,88,43605,17848,4245,21242,176,271,29,20507,112,34,0,727,42083,17374,4544,19501,260,569,13,33511,14308,2710,16280,227,273,23,0,0,33580,15770,1036,16552,70,180,0,16473,70,72,0,59,0,32752,14534,3096,14541,255,501,45,32752,14534,3096,14129,193,69,26,624,32023,14427,970,16306,40,217,0,0,0,0,0,31037,14087,1162,15164,98,367,0,15025,68,12,0,31973,14871,1486,14957,193,300,0,14538,134,32,0,18138,10773,6998,18180,10905,7275,17993,9865,7737,16824,9027,7380,7000,0,6896,13601,7812,5763,13516,7683,5827,13499,7560,5934,13513,7687,5632,17025,9356,7505,20131,10713,9243,20135,10993,8896,8741,0,8633,16495,8657,7707,13622,6091,7527,13663,6353,7149,8872,0,8728,13568,6034,7528,10035,0,7797,13624,6470,7142,17114,8726,8279,21623,10237,11140,20899,9667,10446
123,123,39992,29406,6030,4098,461,155,46,0,0,43286,33697,4952,4039,676,91,75,0,0,40807,30349,5694,3674,501,571,40,42930,32858,5060,4245,671,168,106,3934,406,9,81,485,41048,30034,5265,4937,626,271,23,33211,25782,4109,2987,330,126,34,0,0,34319,30055,1026,2797,299,18,64,2795,249,4,64,74,0,35006,27622,3722,2762,388,434,24,35006,27622,3722,2561,273,41,3,671,34439,29212,1302,3445,253,87,85,0,0,0,0,33302,27089,1937,3872,253,83,4,3835,174,4,4,33261,27168,2399,3306,240,95,4,3174,136,4,4,20347,8354,11771,21109,7787,13322,23493,9543,12985,22693,7283,14996,14064,0,13897,20255,9079,11163,20073,8445,11618,20066,8286,11776,20047,8232,11558,22751,9365,13109,25057,11042,13781,25132,10862,14120,14110,0,13929,21949,9092,12625,19004,6874,12116,19105,7789,11171,14219,0,13932,18905,6828,12064,16146,0,12826,19021,7516,11378,22365,9370,12864,25839,11173,14336,25239,10266,14881
124,124,38460,25946,2866,8741,932,388,111,0,0,43857,28824,3345,10020,1487,622,56,0,0,42251,28816,3688,8047,1080,805,137,43876,29620,3458,9433,1377,573,71,8465,849,52,19,1324,42931,29275,3356,8494,1361,624,149,29882,20981,2030,6169,661,285,64,0,0,33750,23715,1929,6941,769,238,15,6745,689,63,15,148,0,33514,23790,2580,5844,768,574,87,33514,23790,2580,5363,548,78,34,1006,33998,24619,2135,6218,628,281,20,0,0,0,0,33816,24714,2134,5789,643,394,0,5451,479,14,0,34414,24957,2687,5680,587,403,0,5222,392,24,0,14058,5630,8218,14702,5666,9036,16149,6035,9264,15828,4996,10436,10477,0,10275,14592,6278,8294,14551,6035,8507,14500,5728,8764,14484,5813,8445,16550,6605,9647,19211,8242,10631,19232,8323,10659,10586,0,10394,16240,6620,9380,14306,5235,9058,14396,5981,8272,10621,0,10341,14266,5188,9067,12015,0,9499,14325,5688,8493,17079,7058,9868,20868,8522,12038,20401,7984,12370
