ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_CENS_ADJ_Total,T_20_CENS_ADJ_White,T_20_CENS_ADJ_Hispanic,T_20_CENS_ADJ_Black,T_20_CENS_ADJ_Asian,T_20_CENS_ADJ_Native,T_20_CENS_ADJ_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_PacificAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_16_AUD_Total,E_16_AUD_Dem,E_16_AUD_Rep,E_16_SOS_Total,E_16_SOS_Dem,E_16_SOS_Rep,E_16_CONG_Total,E_16_CONG_Dem,E_16_CONG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,E_20_AUD_Total,E_20_AUD_Dem,E_20_AUD_Rep,E_20_SOS_Total,E_20_SOS_Dem,E_20_SOS_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,E_18-24_COMP_Total,E_18-24_COMP_Dem,E_18-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep
62,62,6293,5814,196,59,117,131,9,0,0,7920,7181,361,39,183,142,54,0,0,10740,9178,737,106,253,308,26,10742,9180,737,106,253,302,26,9694,8829,485,50,130,200,62,50,78,124,0,132,10320,9300,417,66,166,330,17,5065,4736,129,27,82,89,8,0,0,6458,5910,266,25,126,110,0,25,121,57,0,13,0,8589,7494,514,73,188,220,21,8589,7494,514,33,106,64,7,327,7455,6777,343,25,69,159,0,0,0,0,0,8148,7446,323,78,39,217,0,91,28,72,0,8285,7683,249,86,52,147,3,94,29,44,3,3834,1899,1824,4527,2106,1888,4685,2650,1857,4457,2027,2430,4388,2324,2064,4541,2148,2135,4653,2339,2113,3877,2287,1465,5359,2883,2289,5997,3177,2566,6030,3412,2618,5991,3156,2546,5814,3158,2656,5772,2922,2364,5816,3056,2760,4287,2338,1794,5622,3040,2449,6080,3010,2837
63,63,5751,5375,136,40,105,96,11,0,0,9105,8273,405,47,212,167,0,0,0,10840,9453,515,107,279,286,28,10843,9455,515,107,279,273,28,8560,8032,241,60,232,3,0,40,19,1,0,230,9786,8874,441,75,118,296,14,4627,4380,95,21,72,75,3,0,0,7379,6715,299,24,188,161,0,24,159,55,0,0,0,8455,7496,358,64,193,207,23,8455,7496,358,26,121,49,15,358,6908,6489,213,46,136,4,0,0,0,0,0,7686,7154,252,55,44,142,0,29,0,20,0,7966,7123,345,90,218,173,0,59,78,65,0,3175,1511,1565,4287,1970,1867,4475,2464,1859,4235,1787,2448,4156,2119,2037,4307,1948,2134,4427,2152,2124,4446,2806,1533,5650,3117,2375,6360,3462,2688,6389,3684,2705,6343,3427,2656,6157,3362,2795,6103,3089,2523,6160,3255,2905,4649,2645,1871,5981,3347,2535,6388,3348,2844
64,64,6120,5707,143,44,142,82,14,0,0,8621,7999,178,65,358,22,0,0,0,10767,9489,463,137,299,244,26,10772,9494,463,137,293,243,25,9435,8637,327,46,264,111,35,44,94,69,0,251,10757,9723,341,36,285,157,35,4812,4542,99,22,92,53,6,0,0,6720,6212,154,10,325,18,0,10,145,0,0,0,0,8693,7755,337,84,204,187,20,8693,7755,337,53,116,57,6,332,8170,7469,311,2,226,110,0,0,0,0,0,9249,8508,324,2,247,135,0,0,85,120,0,10512,9496,527,11,247,126,0,11,125,93,0,2830,1450,1300,3982,1910,1602,4144,2399,1590,3923,1752,2171,3854,2079,1775,4022,1917,1892,4108,2103,1856,4486,2899,1475,5607,3208,2235,6359,3581,2553,6378,3833,2545,6341,3541,2537,6146,3464,2682,6076,3180,2402,6154,3354,2800,4538,2724,1674,5963,3432,2417,6283,3329,2748
65,65,9836,9223,247,67,173,143,14,0,0,12403,11239,432,158,375,305,5,0,0,10852,9535,527,137,222,255,15,10859,9542,527,132,217,248,15,10522,9377,311,144,394,364,23,9,229,16,0,584,11258,9916,574,141,277,306,19,8136,7684,170,40,128,107,12,0,0,9800,9133,170,57,215,237,0,30,132,35,0,2,0,9155,8162,381,95,173,214,9,9155,8162,381,46,98,80,5,340,8761,8035,180,55,229,282,0,0,0,0,0,9470,8736,275,29,230,231,0,6,124,63,0,9527,8371,429,80,418,245,0,46,111,70,0,4972,2670,2133,5547,2774,2219,5707,3480,2027,5420,2683,2737,5356,3088,2268,5516,2832,2392,5672,3073,2386,6095,3849,2088,6512,3753,2571,6911,3953,2759,6956,4189,2767,6913,3900,2747,6724,3885,2839,6677,3607,2581,6738,3800,2938,5210,3091,1949,6667,3875,2662,6527,3515,2775
66,66,9931,9390,237,48,145,121,15,0,0,11203,10449,254,158,223,247,19,0,0,10906,9681,357,98,218,305,24,10915,9685,358,98,210,289,24,11815,11000,274,134,215,288,13,27,134,60,0,305,11673,10773,288,111,169,245,9,8082,7705,156,32,105,87,14,0,0,8925,8444,132,102,110,116,0,30,69,68,0,35,0,9016,8133,253,66,161,215,12,9016,8133,253,37,72,62,4,390,9420,8907,125,92,121,159,0,0,0,0,0,9430,8939,147,87,90,168,0,27,31,53,0,9863,8999,357,235,130,152,6,146,64,30,6,5704,3316,2192,5770,2866,2407,5942,3529,2241,5689,2754,2935,5629,3153,2476,5785,2903,2620,5907,3131,2587,6329,3933,2251,6723,3776,2781,7109,3949,2969,7148,4135,3013,7113,3921,2959,6944,3865,3079,6897,3654,2778,6966,3795,3171,5439,3125,2148,6984,3981,2887,7321,4088,3009
67,67,7893,7297,291,64,81,159,28,0,0,8880,8316,395,1,45,194,0,0,0,10922,9273,794,127,197,428,24,10934,9283,794,113,181,407,22,9636,9029,168,2,81,268,0,1,13,160,0,116,11651,10682,279,91,242,251,0,5714,5359,173,26,54,110,13,0,0,6463,6168,169,0,32,95,0,0,4,30,0,0,0,8201,7132,497,77,127,299,14,8201,7132,497,32,61,66,6,369,6737,6422,110,2,50,147,0,0,0,0,0,8454,7865,201,71,150,136,0,15,60,82,0,8951,8183,327,100,123,132,0,33,35,57,0,3706,1435,2140,3670,1079,2176,3809,1717,1933,3628,1115,2513,3587,1507,2080,3687,1250,2234,3779,1378,2223,3762,1805,1825,4995,1966,2862,5687,2104,3337,5726,2433,3293,5682,2173,3184,5529,2151,3378,5529,1984,3095,5565,2064,3501,4198,1675,2330,5415,2151,3137,6185,2164,3787
68,68,9367,8819,279,41,94,172,3,0,0,10683,9804,518,2,74,277,6,0,0,10890,9681,551,68,141,302,20,10893,9684,551,64,137,299,20,11310,10382,581,12,131,204,0,5,20,175,0,141,11406,10665,477,20,82,107,0,6537,6241,141,15,49,99,1,0,0,7993,7447,382,0,70,102,0,0,26,73,0,6,0,7864,7107,333,28,94,192,17,7864,7107,333,10,50,47,3,294,8333,7828,384,5,47,77,0,0,0,0,0,8261,7888,284,3,33,60,0,0,20,4,0,8360,8062,105,14,110,66,0,0,58,18,0,4349,1292,2915,4777,1138,3236,5002,1831,3001,4805,1124,3681,4770,1543,3227,4874,1282,3400,4960,1415,3359,4865,1842,2873,5641,1761,3728,6107,1823,4100,6122,2066,4056,6099,1850,3997,5954,1831,4123,5932,1686,3832,5972,1752,4220,4548,1413,2917,5830,1844,3886,6009,1644,4197
69,69,9960,9521,225,34,43,142,6,0,0,10632,9872,461,53,47,209,12,0,0,10921,9983,313,58,102,320,31,10923,9985,313,58,102,320,31,11092,10362,412,63,59,175,5,26,12,19,0,232,11174,10274,462,13,174,205,3,8019,7712,164,16,27,100,6,0,0,8606,8169,197,42,37,153,0,12,14,7,0,15,0,8917,8213,213,28,68,249,22,8917,8213,213,20,31,54,7,328,9045,8559,235,107,46,122,0,0,0,0,0,9211,8562,335,28,93,174,0,25,54,29,0,9612,9075,222,1,81,235,5,0,25,37,5,5695,2020,3425,5685,1392,3947,5880,2423,3264,5687,1379,4308,5658,2177,3481,5768,1622,3922,5846,1750,3898,5967,2293,3458,6742,2075,4552,7278,2051,5071,7312,2387,4925,7279,2196,4808,7200,2144,5056,7134,1961,4711,7182,2020,5162,5909,1709,3854,7026,2145,4823,7780,1976,5597
70,70,10530,9792,360,40,70,249,48,0,0,10602,9608,474,39,197,288,19,0,0,10825,9661,478,84,75,449,16,10830,9665,478,84,75,431,16,10658,9615,495,50,126,350,43,7,43,229,22,242,10861,9778,545,158,92,271,32,8383,7860,245,25,53,169,41,0,0,8516,7899,253,38,79,242,0,8,20,128,0,8,0,8655,7869,335,36,45,293,5,8655,7869,335,12,25,84,3,291,8755,8010,373,43,63,262,4,0,0,0,0,8843,8110,345,159,49,173,4,99,25,127,4,9075,8395,283,94,38,224,0,46,19,91,0,5535,2026,3289,5556,1386,3781,5755,2388,3198,5560,1236,4324,5508,2317,3191,5643,1733,3729,5738,1740,3820,5664,2283,3201,6159,1990,4047,6536,1944,4447,6551,2300,4251,6545,2047,4252,6490,2013,4477,6403,1838,4214,6422,1906,4516,5247,1618,3396,6311,2045,4192,6750,1867,4658
71,71,10727,9820,321,94,62,514,21,0,0,10622,9648,336,142,121,386,12,0,0,10792,9715,326,65,102,525,24,10814,9728,327,64,98,511,20,10462,9410,334,196,98,355,23,134,57,141,15,357,10809,9760,362,53,131,443,12,8642,8008,210,53,40,371,16,0,0,8756,8169,164,97,79,253,4,23,64,111,4,0,0,8958,8164,203,48,75,410,19,8958,8164,203,23,31,212,5,309,8870,8143,261,135,61,257,14,0,0,0,0,9300,8535,306,26,66,344,8,26,52,141,8,9393,8625,270,25,27,424,7,20,19,191,7,5741,3884,1643,4867,2400,2022,5051,3522,1329,4846,2484,2362,4970,3957,1013,4968,2949,1829,5027,2959,1863,4962,3404,1399,5370,3105,2132,5677,2972,2538,5678,3467,2211,5655,3218,2152,5604,3184,2420,5552,2995,2209,5574,3083,2491,4571,2591,1747,5450,3156,2231,5624,2714,2715
72,72,10449,9529,424,62,97,379,10,0,0,10035,9090,429,164,67,310,0,0,0,10726,9277,570,119,163,532,24,10759,9302,572,119,161,500,22,10556,9359,542,96,125,481,2,50,117,386,2,112,10841,9803,447,69,141,345,6,8392,7750,282,41,75,267,5,0,0,8113,7375,334,104,51,233,0,100,49,201,0,0,0,8685,7661,377,86,125,371,11,8685,7661,377,53,74,137,3,350,8481,7563,431,39,103,336,2,0,0,0,0,8762,7981,387,29,118,271,2,17,118,203,2,9204,8694,223,26,48,234,0,9,44,153,0,4683,3221,1286,4524,2417,1663,4673,3352,1143,4512,2434,2078,4509,3250,1259,4586,2858,1511,4659,2890,1550,4333,3198,1026,4882,3068,1683,5139,2945,2026,5186,3426,1760,5167,3267,1655,5109,3146,1963,5051,2972,1747,5066,3044,2022,3809,2413,1221,4979,3130,1765,5211,2825,2163
73,73,10900,9824,512,85,64,496,30,0,0,10975,9579,712,171,48,592,22,0,0,10681,9291,593,96,66,570,23,10728,9329,594,89,65,547,20,10887,9486,696,158,82,546,42,26,0,265,3,407,10776,9246,589,75,251,737,44,8556,7829,350,45,44,356,16,0,0,8570,7688,447,22,13,379,0,16,0,205,0,10,0,8577,7593,412,58,50,424,13,8577,7593,412,27,31,178,9,284,8543,7652,463,30,20,369,2,0,0,0,0,8404,7417,447,12,40,409,2,6,10,220,2,8269,7419,429,27,22,349,0,4,7,172,0,5031,3684,1184,4658,2498,1727,4827,3553,1103,4669,2487,2182,4669,3442,1227,4739,2995,1543,4797,3010,1583,4536,3356,1047,4937,3123,1680,5161,2942,2053,5192,3500,1692,5184,3259,1638,5126,3190,1936,5066,2966,1773,5079,3061,2018,3682,2272,1221,4928,3109,1740,4740,2434,2105
74,74,9971,9482,238,35,93,149,10,0,0,10852,10047,404,27,275,211,2,0,0,10714,9802,358,43,130,277,13,10722,9808,358,42,127,277,13,10674,10049,339,44,241,185,3,20,101,44,0,123,10711,9790,561,35,171,338,27,7835,7532,141,11,65,86,7,0,0,8298,7766,236,4,184,99,0,4,174,65,0,0,0,8457,7834,211,25,104,193,10,8457,7834,211,13,68,58,0,247,8173,7819,144,20,104,77,0,0,0,0,0,8324,7863,226,0,18,167,0,0,3,51,0,8499,7721,413,8,58,250,0,0,58,77,0,5802,3789,1878,5775,3070,2251,5999,4141,1728,5731,2697,3034,5803,4178,1625,5867,3485,2257,5975,3426,2418,5863,4138,1622,6305,3855,2337,6574,3697,2731,6644,4273,2371,6629,4052,2401,6544,3859,2685,6449,3644,2527,6473,3726,2747,5237,3067,1933,6398,3899,2419,6390,3377,2774
75,75,10400,9758,209,49,65,315,9,0,0,10791,9994,272,65,56,411,28,0,0,10933,9890,263,65,95,449,17,10917,9876,263,64,95,442,17,10847,10005,315,136,36,351,0,58,8,122,0,351,11077,10110,318,105,99,418,9,8010,7604,128,21,41,215,5,0,0,8487,8028,111,42,15,300,0,26,4,70,0,22,0,8684,7975,158,30,62,319,8,8684,7975,158,8,36,107,0,365,8495,8043,111,84,19,229,0,0,0,0,0,8765,8150,181,65,67,281,0,14,30,110,0,9233,8556,225,48,69,306,4,0,29,128,4,5774,2364,3182,6037,1818,3761,6217,2791,3241,6061,1630,4431,5998,2627,3371,6110,2256,3658,6206,2117,3907,6198,2691,3301,6896,2432,4310,7347,2373,4811,7366,2679,4687,7364,2520,4587,7286,2504,4782,7226,2333,4532,7258,2309,4949,5825,932,3368,7097,2488,4513,7412,2236,4968
76,76,12041,11220,202,102,73,465,4,0,0,11795,10726,255,154,116,618,3,0,0,12333,10932,324,183,91,773,20,10723,9733,298,124,85,444,15,12188,11048,288,130,152,632,4,57,88,387,0,297,12465,11150,284,97,293,634,1,9933,9276,144,64,52,408,4,0,0,9896,9171,154,63,15,465,0,44,0,308,0,39,0,10369,9276,205,132,63,654,11,10369,9276,205,66,26,427,0,327,10349,9488,177,60,32,538,0,0,0,0,0,10471,9567,184,28,129,561,4,24,93,330,4,10585,9518,221,53,162,620,0,45,150,385,0,5746,2131,3326,5749,1376,3965,5889,2510,3185,5672,1640,4032,5700,2594,3106,5763,1816,3767,5871,1782,3886,5681,2226,3276,6261,1931,4206,6674,1867,4664,6673,2226,4447,6672,1995,4415,6630,1920,4710,6562,1849,4395,6588,1878,4710,5546,1574,3634,6432,1975,4389,6827,1749,4875
77,77,8698,8241,190,33,48,168,27,0,0,9233,8642,231,7,29,288,51,0,0,10924,9781,352,77,76,386,21,10934,9791,352,77,72,374,21,9807,9328,225,10,27,219,25,5,2,79,0,173,11039,10113,204,19,82,332,36,6697,6418,110,17,21,117,13,0,0,7235,6756,173,5,15,237,0,4,0,55,0,48,0,8402,7635,217,42,53,271,10,8402,7635,217,18,15,54,5,426,7629,7208,193,4,0,189,0,0,0,0,0,8574,8084,185,19,25,205,0,19,25,80,0,9341,8854,193,16,29,223,0,16,21,108,0,4567,1394,2994,4965,998,3610,5126,1998,2935,4980,973,4007,4932,1609,3323,5026,1357,3484,5081,1260,3645,5038,1696,3179,5963,1502,4339,6518,1457,4896,6531,1727,4804,6520,1585,4714,6406,1533,4873,6352,1404,4601,6410,1426,4984,5359,925,3729,6301,1567,4654,7195,1467,5510
78,78,11129,10711,138,33,64,175,14,0,0,10581,9912,328,36,64,294,14,0,0,10927,10013,281,112,91,308,49,10934,10017,281,112,90,308,48,10800,10093,359,26,112,238,11,1,38,100,0,198,11142,10254,396,121,58,293,2,8683,8403,90,10,37,124,10,0,0,8202,7836,121,4,12,203,0,4,8,124,0,14,0,8659,8057,152,55,60,212,31,8659,8057,152,27,17,28,3,336,8374,7910,246,4,29,192,0,0,0,0,0,8821,8300,252,69,22,184,0,59,18,102,0,8936,8440,202,56,20,215,3,56,0,117,3,5892,1840,3774,5607,1135,4082,5768,2307,3317,5610,987,4623,5517,1790,3727,5691,1537,3988,5741,1502,4090,5604,1942,3462,5961,1492,4367,6338,1435,4761,6357,1696,4661,6336,1487,4602,6276,1477,4799,6208,1340,4567,6239,1428,4811,5056,590,3487,6075,1517,4515,6402,1359,4861
79,79,9679,9059,215,58,84,283,15,0,0,10160,9513,287,44,146,311,9,0,0,10912,9690,355,114,200,461,21,10930,9704,355,112,191,438,19,10694,9851,279,57,181,303,17,28,46,66,0,326,11034,10018,412,26,201,217,8,7506,7110,125,23,51,197,8,0,0,8045,7596,175,8,74,174,5,8,46,29,5,6,0,8582,7750,211,68,133,333,14,8582,7750,211,32,60,93,2,395,8393,7880,173,7,81,234,0,0,0,0,0,8506,8027,220,11,64,184,0,4,45,82,0,8575,8015,210,61,57,244,0,29,39,124,0,5429,2954,2325,5923,2887,2558,6185,3910,2135,5981,2274,3707,5939,3562,2377,6050,3361,2493,6157,3081,2917,6187,3886,2168,6779,3753,2881,7104,3801,3142,7195,4092,3103,7177,3979,3017,7092,3881,3211,7033,3719,3003,7068,3669,3399,5725,1151,2066,6928,3859,2972,6981,3552,3210
80,80,9540,8803,276,73,106,320,21,0,0,11152,10054,565,83,158,377,20,0,0,10915,9581,391,137,197,501,27,10932,9596,391,130,194,461,25,10696,9601,375,96,210,436,7,33,134,87,0,460,10731,9377,619,109,208,436,5,7405,6954,159,27,75,217,12,0,0,8617,7976,333,34,69,202,5,8,44,62,5,14,0,8722,7780,251,80,162,365,17,8722,7780,251,38,104,138,6,375,8324,7656,288,23,106,255,0,0,0,0,0,8555,7811,386,30,77,243,0,25,37,90,0,9286,8562,345,43,63,242,0,32,33,133,0,5225,2896,2213,5002,2233,2313,5231,3285,1822,5061,1730,3331,5027,2873,2154,5119,2711,2231,5215,2441,2631,5258,3218,1915,5826,3110,2571,6193,3134,2871,6232,3476,2756,6224,3331,2665,6144,3267,2877,6076,3051,2695,6113,3042,3071,4715,1177,1826,5904,3177,2624,5572,2675,2683
81,81,10243,9391,280,70,133,402,22,0,0,11202,10019,395,124,183,597,33,0,0,10869,9457,465,121,152,573,24,10927,9499,466,108,140,519,21,11403,10319,317,172,146,550,18,77,45,204,0,431,11656,10231,446,148,208,626,41,7970,7387,178,36,89,289,14,0,0,9006,8285,242,45,60,311,6,36,57,92,6,50,0,8613,7627,311,81,110,382,18,8613,7627,311,47,67,132,7,387,9078,8406,176,84,57,311,0,0,0,0,0,9366,8526,231,72,52,435,0,67,25,200,0,9397,8457,375,49,43,427,0,32,21,189,0,5066,2815,2114,5401,2499,2426,5589,3592,1868,5434,1952,3482,5373,3174,2199,5467,3019,2276,5552,2725,2694,5408,3380,1884,6066,3314,2599,6391,3319,2911,6438,3676,2762,6442,3512,2715,6352,3481,2871,6282,3245,2692,6321,3234,3087,4995,1291,1838,6243,3451,2681,6469,3336,2902
82,82,10540,9622,267,95,105,477,20,0,0,10912,9888,410,105,92,408,21,0,0,10902,9294,419,132,169,723,31,10932,9312,420,126,164,666,30,11366,10154,566,101,107,464,4,41,41,197,0,379,11355,10297,281,194,42,540,6,8124,7564,142,48,64,296,10,0,0,8329,7546,318,75,58,334,8,33,42,276,8,0,0,8407,7303,288,69,102,505,23,8407,7303,288,37,61,228,13,454,8658,7736,407,65,59,382,0,0,0,0,0,8586,7830,199,111,23,392,0,91,23,137,0,8769,7930,222,147,79,409,0,142,32,129,0,5276,3029,2109,5043,2370,2248,5250,3362,1737,5081,1888,3193,5040,2990,2050,5140,2862,2106,5223,2559,2503,5219,3247,1830,5740,3136,2457,6074,3141,2754,6096,3502,2594,6080,3305,2534,6028,3287,2741,5970,3054,2587,6002,3095,2907,4648,1144,1721,5843,3230,2500,5642,2876,2523
83,83,9806,9051,230,62,82,402,13,0,0,9995,9234,134,170,187,310,9,0,0,10907,9477,375,113,185,621,38,10933,9496,375,104,183,578,38,10094,9157,364,129,188,264,19,33,104,87,0,343,10808,9748,459,114,231,207,0,7669,7223,121,27,59,251,8,0,0,7784,7270,111,64,116,223,0,28,87,133,0,0,0,8563,7645,229,57,135,389,26,8563,7645,229,26,91,142,9,397,7844,7329,187,54,102,156,0,0,0,0,0,8287,7693,254,31,134,150,0,31,113,96,0,8463,7819,257,19,110,183,0,6,44,78,0,5029,2760,2132,5111,2471,2174,5315,3408,1772,5168,1855,3313,5123,3031,2092,5222,2907,2147,5289,2635,2495,5287,3327,1815,5926,3317,2458,6311,3340,2784,6340,3674,2666,6337,3551,2558,6261,3482,2779,6202,3242,2662,6244,3226,3018,5044,1244,1816,6157,3462,2593,6517,3436,2866
84,84,8288,7724,177,52,68,271,18,0,0,9506,8777,278,22,63,357,22,0,0,10723,9504,394,76,155,507,37,10730,9507,394,78,152,490,37,9643,8841,303,22,70,197,44,16,28,142,0,206,10784,9896,251,81,81,306,24,6071,5735,97,23,49,167,9,0,0,7163,6730,131,21,34,225,0,15,21,177,0,12,0,8111,7321,251,47,90,337,21,8111,7321,251,13,45,109,6,330,7328,6940,154,20,44,135,0,0,0,0,0,8194,7747,202,24,62,136,0,20,31,63,0,8819,8240,309,19,135,126,0,10,41,41,0,4158,1704,2332,5085,1454,3248,5265,2635,2497,5139,1140,3999,5070,2174,2896,5170,1972,3043,5248,1630,3491,5220,2336,2742,6183,2193,3846,6731,2147,4420,6752,2499,4253,6729,2391,4129,6637,2308,4329,6571,2108,4117,6627,2116,4511,5445,972,3115,6547,2340,4102,7243,2333,4699
85,85,10251,9557,315,49,92,264,10,0,0,10411,9636,329,67,142,272,24,0,0,11062,9923,404,60,118,364,23,11064,9924,404,60,116,364,23,10396,9614,292,51,128,344,39,14,52,37,0,392,10082,9182,299,52,305,353,0,8160,7730,188,34,45,176,8,0,0,8650,8095,257,65,88,113,0,40,54,36,0,20,0,9047,8227,279,33,78,257,15,9047,8227,279,13,42,57,5,313,8748,8203,252,29,72,180,0,0,0,0,0,8819,8169,232,14,167,232,0,4,78,40,0,8911,8376,182,0,98,198,5,0,40,65,5,5792,1894,3716,5858,1327,4219,6007,2105,3672,5855,1187,4668,5796,1817,3979,5915,1526,4163,5988,1520,4249,6019,2002,3867,6786,1835,4840,7283,1859,5285,7293,2084,5209,7287,1864,5188,7229,1845,5384,7153,1741,5140,7183,1793,5390,6204,1624,4349,7099,1905,5111,7733,1794,5761
86,86,10076,9455,285,39,121,198,21,0,0,10461,9490,650,17,79,279,0,0,0,11025,9811,419,99,176,330,28,11029,9815,419,99,169,325,28,10924,9883,667,31,72,318,0,8,28,83,0,254,11092,10299,488,68,115,163,36,8018,7624,182,17,80,127,10,0,0,8648,8064,423,0,6,171,0,0,6,65,0,0,0,9085,8256,262,54,105,245,18,9085,8256,262,34,79,51,4,319,9052,8507,367,0,1,191,0,0,0,0,0,8978,8582,312,0,7,88,0,0,2,25,0,9581,9227,202,0,11,153,0,0,0,46,0,5514,2432,2914,5538,1871,3308,5679,2764,2697,5504,1646,3858,5436,2297,3139,5583,2093,3298,5658,2180,3272,5690,2648,2882,6407,2543,3727,6843,2588,4099,6864,2891,3973,6827,2629,3943,6741,2592,4149,6664,2440,3953,6695,2504,4191,5538,2236,3107,6635,2641,3886,7001,2517,4278
