ID,Label,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_10_CENS_BlackAlone,T_10_CENS_NativeAlone,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_19_ACS_BlackAlone,T_19_ACS_NativeAlone,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_20_ACS_BlackAlone,T_20_ACS_AsianAlone,T_20_ACS_NativeAlone,T_20_ACS_PacificAlone,T_20_ACS_OtherAlone,T_20_ACS_TwoOrMore,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_10_VAP_BlackAlone,V_10_VAP_NativeAlone,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_19_CVAP_BlackAlone,V_19_CVAP_AsianAlone,V_19_CVAP_NativeAlone,V_19_CVAP_OtherAlone,V_19_CVAP_TwoOrMore,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_20_CVAP_BlackAlone,V_20_CVAP_AsianAlone,V_20_CVAP_NativeAlone,V_20_CVAP_PacificAlone,V_20_CVAP_OtherAlone,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_BlackAlone,V_22_CVAP_AsianAlone,V_22_CVAP_NativeAlone,V_22_CVAP_PacificAlone,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_19_GOV_Total,E_19_GOV_Dem,E_19_GOV_Rep,E_19_AG_Total,E_19_AG_Dem,E_19_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-24_COMP_Total,E_16-24_COMP_Dem,E_16-24_COMP_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,E_24_CONG_Total,E_24_CONG_Dem,E_24_CONG_Rep
58,58,39900,32132,3783,3462,352,305,90,0,0,44896,35734,4518,3856,581,351,118,0,0,45613,35200,5254,3532,573,1100,64,45954,36179,4601,4081,574,336,123,2879,429,0,42,286,1539,45900,36215,4596,3132,646,1010,51,29834,24830,2328,2345,213,209,58,0,0,32577,28283,1217,2666,195,157,15,2532,138,0,87,0,34301,27630,3094,2389,354,819,43,34301,27630,3094,2026,234,58,22,114,1123,33336,28802,1563,2479,199,216,15,0,0,0,0,0,33597,29229,1553,1814,256,676,0,1576,238,34,0,33920,29161,1925,1432,273,1191,6,1094,195,58,6,17681,6621,10783,17444,6401,11043,19570,6051,12460,19476,7745,11731,15877,7101,8442,15686,5719,9967,19207,7090,11688,22355,7778,14179,22383,8046,13232,19793,7305,12175,23306,7481,15407,17461,0,17421
59,59,41982,37084,1567,2326,778,347,46,0,0,45980,40818,1365,2587,963,377,47,0,0,47048,39947,2399,2310,1331,982,45,45885,40288,1459,2786,1070,370,27,2088,723,126,6,108,1088,46584,40421,1767,2768,1156,479,17,30627,27155,977,1887,422,262,30,0,0,33869,30697,471,2025,366,297,4,1722,295,114,44,0,34771,30004,1446,1713,808,662,29,34771,30004,1446,1443,599,63,7,94,1115,34217,30647,699,2149,382,299,4,0,0,0,0,0,34779,30841,970,2081,564,273,4,1746,489,43,4,35496,31113,1393,1598,626,697,0,1377,575,27,0,19390,6582,12576,19528,6099,13429,21881,6797,13724,21952,7774,14178,17578,8078,9134,17356,6335,11021,21601,8076,13032,25482,9681,15288,25526,9838,14796,22243,8565,13339,25749,9662,15573,18403,0,18255
60,60,40303,36113,1520,1034,1482,208,52,0,0,45273,38810,2355,1748,1887,152,68,0,0,47096,38678,2948,2444,1939,918,81,47316,39298,2499,2870,1973,182,38,2132,1557,0,0,445,1383,49312,40677,2394,3616,1765,262,36,28779,26296,876,584,918,136,29,0,0,31230,28746,538,996,781,96,0,768,642,2,75,0,34491,29337,1749,1358,1268,645,49,34491,29337,1749,1094,1109,51,31,73,1047,31946,28949,632,1375,857,142,0,0,0,0,0,0,33404,30419,733,1379,817,146,0,1125,741,0,0,34779,30736,1183,1680,1035,174,0,1283,876,0,0,17426,5551,11657,18042,5356,12686,19955,5374,13320,19875,5348,14527,14673,6244,8133,14423,4740,9683,19405,6238,12689,23800,7678,15669,23847,8050,14796,20214,6690,13172,24648,8049,16177,18595,0,18494
61,61,41919,39811,1070,517,259,254,64,0,0,44620,41918,1370,679,377,256,0,0,0,44728,40709,1512,799,394,1085,90,43982,40977,1357,596,398,244,0,345,164,107,0,26,1007,44106,40748,1536,758,306,316,0,30294,29029,599,288,170,195,34,0,0,32512,31184,580,408,103,241,0,340,53,70,0,0,33010,30502,865,448,235,764,56,33010,30502,865,290,161,55,36,71,1030,32013,30744,562,374,153,215,0,0,0,0,0,0,32380,30656,946,480,117,184,0,405,62,4,0,32558,30994,730,460,174,194,17,392,164,13,17,16601,5713,10551,16091,5190,10901,18216,3812,13611,18077,4483,13594,12365,4447,7612,12200,3515,8685,17166,4375,12428,21211,4649,16216,21070,5317,14728,17787,4450,13057,21925,4241,17374,18339,0,18301
62,62,37113,33096,1328,2141,344,244,20,0,0,42052,37099,1597,2678,809,192,3,0,0,43711,36887,2243,2864,690,1005,62,42791,37656,1593,2747,716,250,0,1953,399,53,0,39,1099,43402,37438,1858,2940,860,315,10,27416,24910,761,1403,206,176,11,0,0,31004,28537,313,1636,346,121,0,1433,252,59,42,0,32866,28494,1338,1817,424,739,45,32866,28494,1338,1496,265,38,6,86,1143,32040,29155,618,1771,380,132,0,0,0,0,0,0,32821,29504,811,1826,518,191,0,1655,304,31,0,34053,30141,1186,1943,580,179,17,1632,329,7,17,16165,6293,9625,16036,6007,10029,18947,5956,11871,18943,8456,10487,15821,7605,7844,15647,6207,9440,19067,7525,11089,22609,8115,14004,22668,8745,12895,19716,7843,11535,22864,7917,14561,22701,6854,15847
63,63,41697,37846,1323,1440,841,225,75,0,0,41124,37164,1499,1265,1072,198,11,0,0,43172,35980,2130,2434,1349,916,239,42509,38275,1190,1619,1177,312,22,906,918,103,22,9,1085,42685,37181,1590,2433,997,538,49,31739,29262,864,859,569,161,42,0,0,30683,29023,492,683,367,152,0,514,331,74,11,0,33417,28638,1388,1537,919,669,141,33417,28638,1388,1235,718,43,122,83,1190,32225,29990,583,865,497,218,25,0,0,0,0,0,31359,28850,609,1121,522,184,60,859,488,11,60,31527,28515,1085,1166,399,158,130,706,300,5,130,19202,7148,11773,18236,6548,11688,19005,6498,11214,18954,6300,12654,13675,6490,6920,13402,5254,8148,17789,6933,10433,20957,8417,12093,21030,8650,11559,18051,7221,10545,20501,8143,11955,13512,0,13481
64,64,41372,38226,686,1673,482,287,77,0,0,46258,42162,1164,2341,389,316,33,0,0,46301,40145,1688,2416,755,1070,66,45394,41758,1160,1681,437,253,27,927,297,64,0,45,1145,46331,41931,1636,1615,681,295,31,30183,28364,404,936,287,187,42,0,0,33660,31783,384,1104,212,196,4,917,194,73,0,0,34479,30608,985,1451,494,765,42,34479,30608,985,1142,355,61,20,78,1230,33079,31452,393,867,206,166,0,0,0,0,0,0,33836,32096,481,761,297,160,0,498,254,17,0,35127,32436,818,1037,519,192,0,725,338,18,0,17033,6195,10570,17107,6145,10962,19352,5852,12252,19284,5945,13339,13767,6734,6709,13550,5367,8183,18423,6730,11246,22483,7972,14054,22278,8586,12894,18935,7061,11569,22415,7760,14214,15656,0,15635
65,65,43793,36834,1392,4858,462,328,91,0,0,44674,36787,2079,4868,804,291,33,0,0,44112,34627,2544,5203,660,990,79,45119,36074,2468,5355,982,287,36,4374,680,49,0,49,1423,45509,36645,2681,4967,798,384,83,33940,29552,878,2981,342,248,64,0,0,33896,29653,535,3056,468,151,0,2907,367,53,33,0,34741,28610,1550,3261,488,740,50,34741,28610,1550,2833,342,55,26,92,1233,33945,29437,649,3202,539,121,0,0,0,0,0,0,34809,30233,707,3226,448,213,0,2914,361,47,0,33891,29437,821,3114,350,302,12,2567,284,18,12,18517,8011,10178,17524,7536,9988,18582,7604,9709,18555,7565,10990,13280,7271,5762,13023,6185,6838,17558,8178,8962,20866,9979,10432,21292,10520,9975,17868,8492,9098,20472,9452,10574,12311,0,12297
66,66,40481,37171,998,1183,863,319,49,0,0,45069,39788,1808,2146,1183,454,104,0,0,45619,39310,1757,2067,1088,1050,144,44969,40197,1966,1525,1030,406,90,945,601,0,0,7,1252,45915,40347,2421,1311,1291,257,84,27993,26036,605,661,513,194,23,0,0,31865,29132,961,893,430,291,0,773,385,0,159,0,33008,29053,1103,1168,721,698,91,33008,29053,1103,945,556,49,59,91,1152,32743,30497,1028,539,291,288,0,0,0,0,0,0,33150,30825,1065,698,449,126,10,539,350,0,10,34012,31046,945,1196,496,205,95,840,393,9,95,17470,5259,11997,17975,5008,12967,20298,4849,14246,20226,4954,15272,14691,5966,8365,14445,4522,9923,19444,5739,13215,23597,6821,16335,23542,7355,15162,20044,6082,13601,23851,6900,16535,18711,0,18605
67,67,44481,40035,1093,2532,608,301,44,0,0,44307,39018,1252,3164,681,205,8,0,0,43232,36534,1593,3117,830,884,110,44671,39207,1321,3018,695,348,16,2554,532,60,0,109,890,42964,37946,1330,2497,584,339,14,35174,32265,744,1561,441,244,24,0,0,35607,32553,700,1854,352,158,0,1720,283,58,20,0,35538,30846,1029,2065,652,706,104,35538,30846,1029,1744,430,61,21,157,1250,36392,32994,767,1853,309,317,0,0,0,0,0,0,35234,32254,710,1556,276,270,0,1403,184,32,0,35155,32110,826,1585,291,221,0,1416,175,9,0,17003,7851,8836,16229,7641,8588,17523,7488,8789,17434,7575,9859,12602,7499,4854,12365,6331,6034,16724,8183,8134,20224,9881,9898,20694,10431,9384,17056,8486,8293,19252,9158,9671,12283,0,12126
68,68,39696,38323,371,494,344,183,19,0,0,42560,40857,577,375,471,277,36,0,0,43232,39999,643,854,673,817,21,42833,40965,568,632,487,159,21,244,390,32,21,5,606,43653,40645,643,1137,634,191,25,29924,29058,230,276,233,137,11,0,0,32062,31124,288,219,188,200,15,161,156,20,10,0,33021,30954,409,466,453,575,11,33021,30954,409,322,359,35,1,68,873,32008,31244,238,343,149,148,20,0,0,0,0,0,32726,31579,322,589,173,136,15,377,153,4,15,32606,31511,301,557,160,144,0,452,135,0,0,20407,6913,13164,20122,6630,13492,21718,6508,13840,21676,6620,15056,16572,7968,8265,16241,6041,10200,20946,7489,12954,24902,8609,15818,24632,9148,14527,21516,7890,13283,25278,8935,15885,18448,0,18197
69,69,43683,37977,2188,2542,730,270,94,0,0,43576,37236,1670,3505,997,186,135,0,0,45758,35819,3610,4138,874,1114,179,43763,37479,1653,3380,989,264,132,2480,794,70,5,41,1246,44405,37738,1171,3727,1277,367,180,32567,29161,1288,1445,503,180,55,0,0,31541,28775,410,1785,354,180,0,1469,278,27,30,0,34859,28385,2232,2549,647,819,127,34859,28385,2232,2094,527,69,95,113,1344,31850,28833,476,1847,313,236,4,0,0,0,0,0,33513,29871,496,2241,425,303,4,1713,288,31,4,34810,30380,1091,2449,538,191,8,1980,306,37,8,17213,6887,10025,16294,6504,9790,17669,5894,10560,17555,6126,11429,11613,5789,5520,11444,4733,6711,16248,6446,9375,19616,7712,11478,19842,8482,10571,16325,6598,9443,17942,6698,10894,12339,0,12308
70,70,47106,44015,703,1909,199,284,34,0,0,46262,42730,939,2138,333,122,10,0,0,46405,42063,852,2121,312,904,36,46332,42797,901,2194,341,103,15,1593,248,28,15,0,750,46498,42757,961,2350,125,619,19,35618,33669,375,1235,131,215,21,0,0,35130,33140,355,1376,167,90,4,1198,153,35,10,0,35809,32993,471,1348,205,664,21,35809,32993,471,1077,134,66,1,62,1005,35355,33160,465,1491,153,73,4,0,0,0,0,0,35580,33280,574,1425,74,223,4,1289,59,70,4,35831,33303,691,1339,153,335,0,1193,85,53,0,19216,7499,11221,17874,6518,11356,19536,4928,13849,19235,7420,11815,14287,6169,7769,14083,5151,8932,18538,5996,12244,22201,5815,16093,22144,6441,14748,18943,6059,12684,22216,5352,16574,17663,0,17649
71,71,42317,40317,574,797,272,411,18,0,0,42725,40108,877,1022,284,525,30,0,0,43069,39427,958,1183,394,984,43,43333,40740,914,936,309,523,5,713,99,132,0,37,686,42984,40459,890,753,277,686,12,32517,31062,363,590,208,335,14,0,0,32840,31260,359,729,91,369,0,613,35,223,26,0,33532,30824,673,852,304,793,30,33532,30824,673,627,211,67,10,67,1053,32885,31457,351,560,87,361,0,0,0,0,0,0,33192,31601,458,514,112,461,10,385,50,74,10,33561,31686,590,800,128,280,66,558,86,32,66,16465,4779,11355,16175,4133,12042,18063,4000,13355,17729,6029,11700,13674,4983,8395,13631,4159,9472,17364,4919,12155,20801,5064,15423,20636,5283,14538,17697,4973,12508,20279,4370,15601,18580,2665,15915
72,72,41468,37807,1615,1701,158,215,11,0,0,41719,37818,1624,1909,192,209,22,0,0,42871,38208,1858,1736,226,719,33,41706,37752,1596,1998,154,193,21,1684,125,30,0,40,479,42952,38656,1708,1757,205,616,0,31425,29095,957,1141,92,153,9,0,0,31125,29325,383,1226,30,133,0,1167,15,24,20,0,32655,29686,1041,1171,120,523,20,32655,29686,1041,994,66,51,11,59,747,31315,29270,390,1390,114,135,0,0,0,0,0,0,32230,30035,457,1213,158,338,0,1063,74,25,0,32519,30106,597,1253,268,249,17,1123,125,4,17,17223,6936,9886,15941,5885,10056,17892,4926,12248,17712,8339,9373,13953,6287,7415,13779,5256,8523,17139,6103,10795,20105,5725,14132,20075,6308,12999,17464,6175,11140,19856,5246,14313,19660,4527,15133
73,73,40928,36880,1053,2441,373,237,25,0,0,42117,37433,1339,2624,536,262,40,0,0,43285,37143,1852,2765,557,860,38,42846,37586,1488,3001,624,238,52,2071,490,37,0,96,1081,43361,37746,1581,3175,539,330,48,31292,28698,593,1605,224,189,16,0,0,32334,29578,556,1786,145,211,0,1670,134,84,58,0,33634,29569,1113,1801,360,678,34,33634,29569,1113,1586,275,66,17,76,932,32608,29689,552,1828,282,210,0,0,0,0,0,0,33075,30055,503,1935,333,192,13,1533,279,20,13,33546,30011,892,1625,437,611,13,1285,353,61,13,18285,6822,11171,17971,6333,11638,19445,5995,12465,19397,8772,10625,15699,7380,8037,15564,6126,9438,18957,7368,11220,21868,7784,13697,21864,8102,12976,19326,7617,11456,21952,7576,13984,21827,6657,15170
74,74,44396,41901,868,1218,142,271,24,0,0,46682,43875,1047,1376,155,268,131,0,0,46977,43361,1164,1192,307,844,34,46926,43971,1190,1367,134,436,0,977,93,101,0,7,587,47101,44103,1215,1220,175,415,27,33566,31898,521,853,100,197,13,0,0,35240,33770,380,862,34,132,35,824,24,48,44,0,35733,33265,680,815,220,628,32,35733,33265,680,660,127,29,3,53,916,35580,33875,567,859,34,237,0,0,0,0,0,0,35795,34085,593,875,53,202,0,803,38,32,0,36065,34247,624,464,70,656,4,380,64,61,4,17435,7720,9336,16642,6493,10149,18807,5219,12948,18525,8467,10058,14567,6779,7530,14434,5860,8574,18197,6489,11419,21566,5953,15290,21502,6692,13953,18611,6492,11905,21504,5271,15906,19851,3298,16553
75,75,45084,32944,5591,5204,1217,316,57,0,0,48365,33554,5492,6821,2134,427,77,0,0,46453,30809,6750,6096,1952,1089,100,48138,33519,5262,6949,2062,323,14,5961,1685,39,5,299,1364,46818,32352,5080,7251,1984,492,23,37255,28713,3646,3745,1036,250,42,0,0,35519,29403,972,4197,631,179,4,3918,503,48,150,0,38386,27089,4460,4447,1617,872,74,38386,27089,4460,3856,1347,52,25,242,1315,36141,29914,996,4175,670,203,4,0,0,0,0,0,36261,29247,1415,4410,869,167,4,3792,752,23,4,34695,27485,1946,4114,881,121,5,3536,628,12,5,16352,9008,7011,14843,8239,6604,16478,9006,6147,16431,10517,5914,13130,9258,3637,12949,8391,4558,15822,10029,5392,17977,11459,6088,18049,11533,5977,15787,10228,5332,16283,10191,5745,16140,9281,6859
76,76,43312,32080,2914,7368,782,380,71,0,0,47049,33683,3244,8864,1088,472,1,0,0,47116,31170,4830,8949,1307,978,45,46432,33219,3177,8583,1066,598,0,7086,834,58,0,279,1778,46097,32969,3478,7985,1280,667,129,34020,26588,1869,4816,565,278,50,0,0,35268,28025,735,5756,486,299,1,5312,405,96,41,0,37328,26355,3072,6165,987,789,33,37328,26355,3072,5552,816,78,10,144,1301,34671,27670,698,5656,492,376,0,0,0,0,0,0,34356,27199,962,5364,641,315,0,4847,498,28,0,33575,26045,1766,5010,732,257,0,4494,427,26,0,18691,10523,7891,17656,10011,7645,19733,11088,7387,19769,13064,6705,16307,11325,4725,16182,10377,5805,19405,12318,6699,22338,14109,7815,22251,13973,7732,19556,12624,6710,20707,12876,7419,20545,11320,9225
77,77,41927,18990,5384,16960,612,531,58,0,0,45147,21527,5390,17365,769,714,47,0,0,47039,20945,7021,17426,1155,911,65,45859,22755,5169,16880,678,700,8,15013,465,89,0,785,1590,46623,23870,5525,16073,1008,654,37,32702,16143,3550,12507,457,378,39,0,0,32568,17868,1244,12651,383,327,0,12187,308,42,142,0,36452,17965,4278,12812,927,663,52,36452,17965,4278,12045,713,68,21,162,1200,32821,18601,1400,12063,417,266,0,0,0,0,0,0,33532,19742,1087,11767,500,257,0,11314,382,46,0,33993,20459,1693,10621,605,298,0,9955,368,40,0,14448,10578,3691,14327,10537,3790,15740,10941,3828,15683,11963,3720,12937,10395,2358,12842,9666,3176,15711,11786,3617,18563,13785,4379,18569,13907,4211,16122,12124,3807,18054,12851,4839,17900,11470,6430
78,78,39570,38473,376,332,226,207,14,0,0,40148,38924,379,322,390,117,63,0,0,43133,40129,766,650,484,852,45,40426,39083,405,298,371,79,72,164,283,5,9,8,467,41901,39655,481,469,342,229,319,29371,28696,223,170,143,158,4,0,0,30134,29542,97,139,234,95,0,113,231,8,10,0,32142,30309,433,316,301,589,21,32142,30309,433,196,195,31,2,53,923,30299,29795,141,127,137,67,10,0,0,0,0,0,31329,30577,214,248,105,136,4,113,87,8,4,31753,30854,325,204,193,147,12,73,139,19,12,16417,5257,10859,16310,4901,11409,18588,3841,13864,18413,4449,13964,13497,5004,8178,13230,3753,9477,17890,4713,12838,22138,5177,16627,21641,6060,14763,18569,4918,13396,22705,4991,17339,18523,0,18495
79,79,44275,33732,2292,5430,2729,323,32,0,0,46736,35082,1741,6689,3057,409,43,0,0,46590,32487,3208,7104,2849,880,48,46456,34145,2077,7437,2699,368,42,6021,2346,5,15,31,1814,46634,33665,2315,7735,2606,465,84,37489,29713,1640,3796,2223,244,30,0,0,35367,29305,663,4147,889,231,0,3818,776,6,145,0,38520,28259,2272,4971,2162,658,36,38520,28259,2272,4454,1905,52,9,332,1237,35575,28770,871,4714,844,261,0,0,0,0,0,0,36185,28847,1105,4849,1079,242,17,4448,865,3,17,36747,28165,1521,5633,1190,166,17,5079,952,0,17,18178,9807,8079,16908,8966,7942,18524,10190,6904,18570,11720,6850,14634,10158,4295,14472,9160,5312,17541,11010,6122,19513,12457,6602,19666,12357,6774,17433,11162,6033,17860,11106,6363,17787,9746,8041
80,80,43584,41225,823,1130,120,296,17,0,0,44116,41543,839,1328,100,385,30,0,0,43082,39676,975,1228,183,885,39,43963,41289,840,1515,131,263,27,990,55,88,0,20,682,43175,40205,880,1395,213,354,25,33074,31570,477,743,70,219,11,0,0,33474,32086,220,828,33,257,15,723,33,77,57,0,33011,30798,527,799,99,706,24,33011,30798,527,624,75,52,8,31,896,33398,31982,190,952,48,157,0,0,0,0,0,0,32870,31304,354,844,53,267,0,689,29,39,0,33224,31432,428,957,76,284,0,792,29,26,0,17103,4890,11914,16586,4319,12267,17912,3398,13878,17686,5966,11720,13506,4688,8531,13355,3691,9664,17181,4419,12459,20453,4194,15961,20430,4633,14851,17634,4506,12907,20821,3900,16683,19100,1517,17583
81,81,39300,36076,764,1591,590,302,45,0,0,42933,38215,1340,2242,618,388,158,0,0,43508,37446,1421,2148,1447,889,805,44351,40004,1190,1918,674,400,237,1437,414,82,216,83,929,45005,39735,1345,2226,785,626,254,31509,29186,507,1194,422,224,34,0,0,33915,31004,657,1553,327,254,63,1288,212,123,68,0,34735,30209,945,1494,1249,687,787,34735,30209,945,1202,368,80,16,90,1825,34899,32150,609,1363,360,259,67,0,0,0,0,0,35392,32132,726,1481,489,370,67,1227,339,48,67,36504,33172,919,1487,327,382,0,1235,287,21,0,15653,5581,9868,15834,5253,10581,17995,5392,11596,18019,7618,10401,15597,7368,7891,15511,6133,9378,18260,6857,10990,21094,7102,13531,21353,7522,13013,18954,7173,11475,22175,7186,14559,21713,6374,15339
82,82,41438,40140,373,330,209,391,34,0,0,42131,40515,539,466,167,444,14,0,0,43008,40000,776,885,327,941,59,42075,40437,566,468,277,309,11,334,199,114,0,17,411,42486,40598,661,518,252,375,0,31513,30631,228,215,140,312,16,0,0,31090,30119,181,340,99,344,0,308,84,120,15,0,32576,30404,498,601,246,733,48,32576,30404,498,469,197,95,10,37,866,31305,30378,217,374,114,233,0,0,0,0,0,0,31897,30795,344,342,101,303,0,287,62,63,0,31723,30387,447,368,122,364,26,303,61,33,26,15936,3991,11645,14955,3043,11912,16253,2407,13384,15963,4384,11579,11608,3477,7877,11577,2524,9053,15243,3185,11804,18238,3008,14966,18189,3375,13908,15468,3223,12043,17809,2635,14987,15541,0,15541
83,83,43301,41331,1099,383,191,321,43,0,0,43880,41071,1613,503,457,198,8,0,0,42986,39630,1444,569,340,878,49,42982,40205,1666,534,374,180,11,333,211,0,0,12,550,42009,38810,1705,664,446,462,4,33519,32269,674,203,118,265,26,0,0,33251,32249,373,232,180,199,0,207,70,4,10,0,33450,31315,789,356,219,672,31,33450,31315,789,245,172,98,9,37,785,32813,31734,452,235,170,171,0,0,0,0,0,0,32516,31130,531,349,203,283,0,308,136,2,0,33177,31691,592,323,172,312,14,270,162,51,14,18016,3608,14076,18366,3284,15082,19571,2552,16501,18979,4495,14484,14007,3600,10168,13937,2665,11272,18197,3356,14595,21647,3170,18238,21556,3683,16915,18565,3426,14954,21702,2940,18551,20384,1584,18800
84,84,47345,45856,313,667,262,235,21,0,0,44043,42022,401,1015,287,219,82,0,0,46242,43691,356,774,368,965,39,43484,41306,444,974,327,187,20,903,311,22,20,49,429,45770,43222,468,626,417,499,53,36823,35870,180,400,188,185,14,0,0,34320,33195,149,673,33,193,60,603,23,39,0,0,36111,34284,236,469,260,790,18,36111,34284,236,335,225,41,9,17,964,33690,32745,153,538,43,173,19,0,0,0,0,0,35470,34435,154,272,173,381,55,233,78,75,55,34576,33482,111,451,236,233,71,250,131,74,71,17206,6030,10712,16415,3825,12590,18066,3929,13623,17357,7033,10324,12280,5474,6607,12078,4926,7152,15939,4985,10743,18183,3873,14065,18043,4720,12645,15737,4860,10740,16944,3171,13574,13384,0,13384
85,85,44741,42278,986,807,319,349,26,0,0,46962,44455,960,789,379,396,10,0,0,46678,42578,1402,1055,408,1018,28,48176,45411,831,891,562,326,22,471,478,176,0,20,790,48661,45759,892,886,458,495,0,34539,32952,596,513,204,279,14,0,0,36323,34956,404,473,143,298,0,363,122,88,35,0,36220,33400,876,685,279,795,17,36220,33400,876,504,234,88,7,68,1043,37278,35861,412,619,160,236,0,0,0,0,0,0,37118,35693,359,667,105,345,0,453,60,47,0,36072,34458,583,618,60,312,8,450,35,21,8,18428,3831,14297,17954,3354,14600,19734,3122,15871,19466,5360,14106,14581,4226,10039,14514,3270,11244,18603,4027,14219,21759,4053,17358,21948,4199,16588,18906,4149,14492,21684,3907,17519,18488,0,18488
86,86,44711,43207,424,539,170,375,30,0,0,43637,41961,426,493,268,506,47,0,0,43495,40991,536,685,240,953,25,42924,41273,411,530,292,454,33,253,109,310,33,12,522,43167,40904,655,878,139,601,17,33552,32590,224,339,110,282,17,0,0,33212,32076,221,270,242,354,45,250,94,310,4,0,33201,31466,342,396,164,759,13,33201,31466,342,259,125,100,2,51,856,32700,31574,226,287,273,316,35,0,0,0,0,0,32819,31594,401,287,105,377,15,257,0,14,15,32886,31721,449,341,41,304,0,296,35,0,0,15822,4051,11464,15052,3241,11811,16663,2456,13722,16012,4509,11503,11343,3520,7571,11221,2737,8484,15336,3265,11853,18584,3022,15355,18430,3375,14348,15598,3265,12184,18353,2521,15612,15667,0,15667
87,87,49568,47174,350,1483,172,394,37,0,0,46209,43618,489,1641,220,236,31,0,0,43391,40180,436,1455,241,882,28,45526,43011,501,1541,192,213,24,1084,72,44,0,84,731,43416,40577,363,1675,154,357,55,38571,36917,204,999,126,325,28,0,0,36044,34432,157,1055,159,210,0,924,94,52,29,0,34006,31655,310,1017,173,723,16,34006,31655,310,844,148,69,3,43,934,35519,33902,193,1057,150,187,0,0,0,0,0,0,33718,32016,148,1082,134,289,25,844,139,49,25,32513,30824,86,949,164,443,14,822,96,56,14,16615,4714,11517,16672,3584,13088,17262,2748,14085,16321,4603,11718,9927,3373,6369,9778,3034,6744,14709,3351,11171,17686,2901,14589,17523,3549,13234,14589,3284,11181,16578,2282,14144,13897,0,13897
88,88,34206,27393,1826,3516,1330,207,25,0,0,42894,34238,2543,3658,2171,340,33,0,0,44987,33490,3089,4787,2787,793,51,44008,34542,2568,4145,2466,365,26,3196,2002,72,26,105,1492,46558,35866,2452,5154,2886,350,0,25497,20851,1163,2462,918,149,13,0,0,30026,25666,578,2481,1056,264,34,2269,871,28,2,0,33357,25704,1898,3211,1928,568,34,33357,25704,1898,2854,1712,35,9,89,1056,30828,25844,646,2862,1144,294,25,0,0,0,0,0,32467,26778,718,3571,1108,251,0,3157,974,24,0,32886,26293,1142,3863,1278,179,11,3483,1085,24,11,14823,5976,8673,15615,5929,9686,19406,7685,10551,19447,9678,9769,16402,9279,6847,16269,7892,8377,19705,9391,9899,23468,10948,12050,23489,10917,11818,20412,9917,10210,23771,10928,12395,23628,9363,14265
